key,link,team,txt,year
stats,http://stats.ncaa.org/team/663/stats/12240,SMU Mustangs,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/626,San Diego St. Aztecs,Team History,2016
people,http://stats.ncaa.org/people/3211?sport_code=MFB,San Diego St. Aztecs,Rocky Long,2016
roster,http://stats.ncaa.org/team/626/roster/12240,San Diego St. Aztecs,Roster,2016
stats,http://stats.ncaa.org/team/626/stats/12240,San Diego St. Aztecs,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/630,San Jose St. Spartans,Team History,2016
people,http://stats.ncaa.org/people/31313?sport_code=MFB,San Jose St. Spartans,Ron Caragher,2016
roster,http://stats.ncaa.org/team/630/roster/12240,San Jose St. Spartans,Roster,2016
stats,http://stats.ncaa.org/team/630/stats/12240,San Jose St. Spartans,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/646,South Ala. Jaguars,Team History,2016
people,http://stats.ncaa.org/people/40974?sport_code=MFB,South Ala. Jaguars,Joey Jones,2016
roster,http://stats.ncaa.org/team/646/roster/12240,South Ala. Jaguars,Roster,2016
stats,http://stats.ncaa.org/team/646/stats/12240,South Ala. Jaguars,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/648,South Carolina Gamecocks,Team History,2016
people,http://stats.ncaa.org/people/3529?sport_code=MFB,South Carolina Gamecocks,Steve Spurrier,2016
people,http://stats.ncaa.org/people/44780?sport_code=MFB,South Carolina Gamecocks,Shawn Elliott,2016
roster,http://stats.ncaa.org/team/648/roster/12240,South Carolina Gamecocks,Roster,2016
stats,http://stats.ncaa.org/team/648/stats/12240,South Carolina Gamecocks,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/651,South Fla. Bulls,Team History,2016
people,http://stats.ncaa.org/people/37046?sport_code=MFB,South Fla. Bulls,Willie Taggart,2016
roster,http://stats.ncaa.org/team/651/roster/12240,South Fla. Bulls,Roster,2016
stats,http://stats.ncaa.org/team/651/stats/12240,South Fla. Bulls,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/657,Southern California Trojans,Team History,2016
people,http://stats.ncaa.org/people/35875?sport_code=MFB,Southern California Trojans,Steve Sarkisian,2016
people,http://stats.ncaa.org/people/44779?sport_code=MFB,Southern California Trojans,Clay Helton,2016
roster,http://stats.ncaa.org/team/657/roster/12240,Southern California Trojans,Roster,2016
stats,http://stats.ncaa.org/team/657/stats/12240,Southern California Trojans,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/664,Southern Miss. Golden Eagles,Team History,2016
people,http://stats.ncaa.org/people/41716?sport_code=MFB,Southern Miss. Golden Eagles,Todd Monken,2016
roster,http://stats.ncaa.org/team/664/roster/12240,Southern Miss. Golden Eagles,Roster,2016
stats,http://stats.ncaa.org/team/664/stats/12240,Southern Miss. Golden Eagles,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/674,Stanford Cardinal,Team History,2016
people,http://stats.ncaa.org/people/38546?sport_code=MFB,Stanford Cardinal,David Shaw,2016
roster,http://stats.ncaa.org/team/674/roster/12240,Stanford Cardinal,Roster,2016
stats,http://stats.ncaa.org/team/674/stats/12240,Stanford Cardinal,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/688,Syracuse Orange,Team History,2016
people,http://stats.ncaa.org/people/41717?sport_code=MFB,Syracuse Orange,Scott Shafer,2016
roster,http://stats.ncaa.org/team/688/roster/12240,Syracuse Orange,Roster,2016
stats,http://stats.ncaa.org/team/688/stats/12240,Syracuse Orange,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/698,TCU Horned Frogs,Team History,2016
people,http://stats.ncaa.org/people/1268?sport_code=MFB,TCU Horned Frogs,Gary Patterson,2016
roster,http://stats.ncaa.org/team/698/roster/12240,TCU Horned Frogs,Roster,2016
stats,http://stats.ncaa.org/team/698/stats/12240,TCU Horned Frogs,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/690,Temple Owls,Team History,2016
people,http://stats.ncaa.org/people/41718?sport_code=MFB,Temple Owls,Matt Rhule,2016
roster,http://stats.ncaa.org/team/690/roster/12240,Temple Owls,Roster,2016
stats,http://stats.ncaa.org/team/690/stats/12240,Temple Owls,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/694,Tennessee Volunteers,Team History,2016
people,http://stats.ncaa.org/people/31752?sport_code=MFB,Tennessee Volunteers,Butch Jones,2016
roster,http://stats.ncaa.org/team/694/roster/12240,Tennessee Volunteers,Roster,2016
stats,http://stats.ncaa.org/team/694/stats/12240,Tennessee Volunteers,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/703,Texas Longhorns,Team History,2016
people,http://stats.ncaa.org/people/25309?sport_code=MFB,Texas Longhorns,Charlie Strong,2016
roster,http://stats.ncaa.org/team/703/roster/12240,Texas Longhorns,Roster,2016
stats,http://stats.ncaa.org/team/703/stats/12240,Texas Longhorns,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/697,Texas A&M Aggies,Team History,2016
people,http://stats.ncaa.org/people/33421?sport_code=MFB,Texas A&M Aggies,Kevin Sumlin,2016
roster,http://stats.ncaa.org/team/697/roster/12240,Texas A&M Aggies,Roster,2016
stats,http://stats.ncaa.org/team/697/stats/12240,Texas A&M Aggies,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/670,Texas St. Bobcats,Team History,2016
people,http://stats.ncaa.org/people/945?sport_code=MFB,Texas St. Bobcats,Dennis Franchione,2016
roster,http://stats.ncaa.org/team/670/roster/12240,Texas St. Bobcats,Roster,2016
stats,http://stats.ncaa.org/team/670/stats/12240,Texas St. Bobcats,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/700,Texas Tech Red Raiders,Team History,2016
people,http://stats.ncaa.org/people/41720?sport_code=MFB,Texas Tech Red Raiders,Kliff Kingsbury,2016
roster,http://stats.ncaa.org/team/700/roster/12240,Texas Tech Red Raiders,Roster,2016
stats,http://stats.ncaa.org/team/700/stats/12240,Texas Tech Red Raiders,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/709,Toledo Rockets,Team History,2016
people,http://stats.ncaa.org/people/22364?sport_code=MFB,Toledo Rockets,Matt Campbell,2016
people,http://stats.ncaa.org/people/45379?sport_code=MFB,Toledo Rockets,Jason Candle,2016
roster,http://stats.ncaa.org/team/709/roster/12240,Toledo Rockets,Roster,2016
stats,http://stats.ncaa.org/team/709/stats/12240,Toledo Rockets,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/716,Troy Trojans,Team History,2016
people,http://stats.ncaa.org/people/44024?sport_code=MFB,Troy Trojans,Neal Brown,2016
roster,http://stats.ncaa.org/team/716/roster/12240,Troy Trojans,Roster,2016
stats,http://stats.ncaa.org/team/716/stats/12240,Troy Trojans,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/718,Tulane Green Wave,Team History,2016
people,http://stats.ncaa.org/people/39897?sport_code=MFB,Tulane Green Wave,Curtis Johnson,2016
roster,http://stats.ncaa.org/team/718/roster/12240,Tulane Green Wave,Roster,2016
stats,http://stats.ncaa.org/team/718/stats/12240,Tulane Green Wave,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/719,Tulsa Golden Hurricane,Team History,2016
people,http://stats.ncaa.org/people/44025?sport_code=MFB,Tulsa Golden Hurricane,Philip Montgomery,2016
roster,http://stats.ncaa.org/team/719/roster/12240,Tulsa Golden Hurricane,Roster,2016
stats,http://stats.ncaa.org/team/719/stats/12240,Tulsa Golden Hurricane,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/128,UCF Knights,Team History,2016
people,http://stats.ncaa.org/people/1312?sport_code=MFB,UCF Knights,George O'Leary,2016
people,http://stats.ncaa.org/people/44836?sport_code=MFB,UCF Knights,Danny Barrett,2016
roster,http://stats.ncaa.org/team/128/roster/12240,UCF Knights,Roster,2016
stats,http://stats.ncaa.org/team/128/stats/12240,UCF Knights,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/110,UCLA Bruins,Team History,2016
people,http://stats.ncaa.org/people/13944?sport_code=MFB,UCLA Bruins,Jim L. Mora,2016
roster,http://stats.ncaa.org/team/110/roster/12240,UCLA Bruins,Roster,2016
stats,http://stats.ncaa.org/team/110/stats/12240,UCLA Bruins,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/164,"UConn Huskies, UConn",Team History,2016
people,http://stats.ncaa.org/people/42979?sport_code=MFB,"UConn Huskies, UConn",Bob Diaco,2016
roster,http://stats.ncaa.org/team/164/roster/12240,"UConn Huskies, UConn",Roster,2016
stats,http://stats.ncaa.org/team/164/stats/12240,"UConn Huskies, UConn",Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/465,UNLV Rebels,Team History,2016
people,http://stats.ncaa.org/people/44026?sport_code=MFB,UNLV Rebels,Tony Sanchez,2016
roster,http://stats.ncaa.org/team/465/roster/12240,UNLV Rebels,Roster,2016
stats,http://stats.ncaa.org/team/465/stats/12240,UNLV Rebels,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/704,UTEP Miners,Team History,2016
people,http://stats.ncaa.org/people/41719?sport_code=MFB,UTEP Miners,Sean Kugler,2016
roster,http://stats.ncaa.org/team/704/roster/12240,UTEP Miners,Roster,2016
stats,http://stats.ncaa.org/team/704/stats/12240,UTEP Miners,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/706,UTSA Roadrunners,Team History,2016
people,http://stats.ncaa.org/people/2271?sport_code=MFB,UTSA Roadrunners,Larry Coker,2016
roster,http://stats.ncaa.org/team/706/roster/12240,UTSA Roadrunners,Roster,2016
stats,http://stats.ncaa.org/team/706/stats/12240,UTSA Roadrunners,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/732,Utah Utes,Team History,2016
people,http://stats.ncaa.org/people/25052?sport_code=MFB,Utah Utes,Kyle Whittingham,2016
roster,http://stats.ncaa.org/team/732/roster/12240,Utah Utes,Roster,2016
stats,http://stats.ncaa.org/team/732/stats/12240,Utah Utes,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/731,Utah St. Aggies,Team History,2016
people,http://stats.ncaa.org/people/41685?sport_code=MFB,Utah St. Aggies,Matt Wells,2016
roster,http://stats.ncaa.org/team/731/roster/12240,Utah St. Aggies,Roster,2016
stats,http://stats.ncaa.org/team/731/stats/12240,Utah St. Aggies,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/736,Vanderbilt Commodores,Team History,2016
people,http://stats.ncaa.org/people/42977?sport_code=MFB,Vanderbilt Commodores,Derek Mason,2016
roster,http://stats.ncaa.org/team/736/roster/12240,Vanderbilt Commodores,Roster,2016
stats,http://stats.ncaa.org/team/736/stats/12240,Vanderbilt Commodores,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/746,Virginia Cavaliers,Team History,2016
people,http://stats.ncaa.org/people/33438?sport_code=MFB,Virginia Cavaliers,Mike London,2016
roster,http://stats.ncaa.org/team/746/roster/12240,Virginia Cavaliers,Roster,2016
stats,http://stats.ncaa.org/team/746/stats/12240,Virginia Cavaliers,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/742,Virginia Tech Hokies,Team History,2016
people,http://stats.ncaa.org/people/1190?sport_code=MFB,Virginia Tech Hokies,Frank Beamer,2016
roster,http://stats.ncaa.org/team/742/roster/12240,Virginia Tech Hokies,Roster,2016
stats,http://stats.ncaa.org/team/742/stats/12240,Virginia Tech Hokies,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/749,Wake Forest Demon Deacons,Team History,2016
people,http://stats.ncaa.org/people/807?sport_code=MFB,Wake Forest Demon Deacons,Dave Clawson,2016
roster,http://stats.ncaa.org/team/749/roster/12240,Wake Forest Demon Deacons,Roster,2016
stats,http://stats.ncaa.org/team/749/stats/12240,Wake Forest Demon Deacons,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/756,Washington Huskies,Team History,2016
people,http://stats.ncaa.org/people/27999?sport_code=MFB,Washington Huskies,Chris Petersen,2016
roster,http://stats.ncaa.org/team/756/roster/12240,Washington Huskies,Roster,2016
stats,http://stats.ncaa.org/team/756/stats/12240,Washington Huskies,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/754,Washington St. Cougars,Team History,2016
people,http://stats.ncaa.org/people/2710?sport_code=MFB,Washington St. Cougars,Mike Leach,2016
roster,http://stats.ncaa.org/team/754/roster/12240,Washington St. Cougars,Roster,2016
stats,http://stats.ncaa.org/team/754/stats/12240,Washington St. Cougars,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/768,West Virginia Mountaineers,Team History,2016
people,http://stats.ncaa.org/people/37545?sport_code=MFB,West Virginia Mountaineers,Dana Holgorsen,2016
roster,http://stats.ncaa.org/team/768/roster/12240,West Virginia Mountaineers,Roster,2016
stats,http://stats.ncaa.org/team/768/stats/12240,West Virginia Mountaineers,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/772,Western Ky. Hilltoppers,Team History,2016
people,http://stats.ncaa.org/people/42983?sport_code=MFB,Western Ky. Hilltoppers,Jeff Brohm,2016
roster,http://stats.ncaa.org/team/772/roster/12240,Western Ky. Hilltoppers,Roster,2016
stats,http://stats.ncaa.org/team/772/stats/12240,Western Ky. Hilltoppers,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/774,Western Mich. Broncos,Team History,2016
people,http://stats.ncaa.org/people/41684?sport_code=MFB,Western Mich. Broncos,P.J. Fleck,2016
roster,http://stats.ncaa.org/team/774/roster/12240,Western Mich. Broncos,Roster,2016
stats,http://stats.ncaa.org/team/774/stats/12240,Western Mich. Broncos,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/796,Wisconsin Badgers,Team History,2016
people,http://stats.ncaa.org/people/25784?sport_code=MFB,Wisconsin Badgers,Paul Chryst,2016
roster,http://stats.ncaa.org/team/796/roster/12240,Wisconsin Badgers,Roster,2016
stats,http://stats.ncaa.org/team/796/stats/12240,Wisconsin Badgers,Team Statistics,2016
history,http://stats.ncaa.org/teams/history/MFB/811,Wyoming Cowboys,Team History,2016
people,http://stats.ncaa.org/people/20685?sport_code=MFB,Wyoming Cowboys,Craig Bohl,2016
roster,http://stats.ncaa.org/team/811/roster/12240,Wyoming Cowboys,Roster,2016
stats,http://stats.ncaa.org/team/811/stats/12240,Wyoming Cowboys,Team Statistics,2016
