Date,Opponent,Result,G,FGM,FGA,FGBlocksAllowed,LongFGM,Team,OffenseDefense
10/31/2015,@ Wisconsin,L 10 - 48,1/,2,2,nan,49,Rutgers Scarlet Knights,Defense
11/07/2015,@ Michigan,L 16 - 49,1/,3,3,nan,32,Rutgers Scarlet Knights,Offense
11/07/2015,@ Michigan,L 16 - 49,1/,2,3,nan,34,Rutgers Scarlet Knights,Defense
11/14/2015,Nebraska,L 14 - 31,1/,nan,1,nan,nan,Rutgers Scarlet Knights,Offense
11/14/2015,Nebraska,L 14 - 31,1/,1,1,nan,44,Rutgers Scarlet Knights,Defense
11/21/2015,@ Army West Point,W 31 - 21,1/,1,1,nan,41,Rutgers Scarlet Knights,Offense
11/21/2015,@ Army West Point,W 31 - 21,1/,nan,1,1/,nan,Rutgers Scarlet Knights,Defense
11/28/2015,Maryland,L 41 - 46,1/,2,2,nan,44,Rutgers Scarlet Knights,Offense
11/28/2015,Maryland,L 41 - 46,1/,2,3,nan,26,Rutgers Scarlet Knights,Defense
08/28/2014,@ Washington St.,W 41 - 38,1/,2,2,nan,36,Rutgers Scarlet Knights,Offense
08/28/2014,@ Washington St.,W 41 - 38,1/,1,2,nan,22,Rutgers Scarlet Knights,Defense
09/06/2014,Howard,W 38 - 25,1/,1,2,nan,42,Rutgers Scarlet Knights,Offense
09/06/2014,Howard,W 38 - 25,1/,nan,1,1,nan,Rutgers Scarlet Knights,Defense
09/13/2014,Penn St.,L 10 - 13,1/,1,1,nan,32,Rutgers Scarlet Knights,Offense
09/13/2014,Penn St.,L 10 - 13,1/,2,3,1/,32,Rutgers Scarlet Knights,Defense
09/20/2014,@ Navy,W 31 - 24,1/,1,2,nan,21,Rutgers Scarlet Knights,Offense
09/20/2014,@ Navy,W 31 - 24,1/,1,2,nan,35,Rutgers Scarlet Knights,Defense
09/27/2014,Tulane,W 31 - 6,1/,1,1,nan,32,Rutgers Scarlet Knights,Offense
09/27/2014,Tulane,W 31 - 6,1/,nan,1,nan,nan,Rutgers Scarlet Knights,Defense
10/04/2014,Michigan,W 26 - 24,1/,2,2,nan,45,Rutgers Scarlet Knights,Offense
10/04/2014,Michigan,W 26 - 24,1/,1,2,1/,39,Rutgers Scarlet Knights,Defense
10/18/2014,@ Ohio St.,L 17 - 56,1/,1,1,nan,42,Rutgers Scarlet Knights,Offense
10/18/2014,@ Ohio St.,L 17 - 56,1/,nan,nan,nan,nan,Rutgers Scarlet Knights,Defense
10/25/2014,@ Nebraska,L 24 - 42,1/,1,2,1/,41,Rutgers Scarlet Knights,Offense
10/25/2014,@ Nebraska,L 24 - 42,1/,nan,1,nan,nan,Rutgers Scarlet Knights,Defense
11/01/2014,Wisconsin,L 0 - 37,1/,nan,nan,nan,nan,Rutgers Scarlet Knights,Offense
11/01/2014,Wisconsin,L 0 - 37,1/,3,3,nan,46,Rutgers Scarlet Knights,Defense
11/15/2014,Indiana,W 45 - 23,1/,1,2,nan,33,Rutgers Scarlet Knights,Offense
11/15/2014,Indiana,W 45 - 23,1/,3,4,nan,48,Rutgers Scarlet Knights,Defense
11/22/2014,@ Michigan St.,L 3 - 45,1/,1,2,nan,44,Rutgers Scarlet Knights,Offense
11/22/2014,@ Michigan St.,L 3 - 45,1/,1,1,nan,23,Rutgers Scarlet Knights,Defense
11/29/2014,@ Maryland,W 41 - 38,1/,2,2,nan,26,Rutgers Scarlet Knights,Offense
11/29/2014,@ Maryland,W 41 - 38,1/,1,2,nan,50,Rutgers Scarlet Knights,Defense
12/26/2014,"North Carolina @ Detroit, Mich.",W 40 - 21,1/,2,2,nan,31,Rutgers Scarlet Knights,Offense
12/26/2014,"North Carolina @ Detroit, Mich.",W 40 - 21,1/,nan,1,1/,nan,Rutgers Scarlet Knights,Defense
08/29/2013,@ Fresno St.,L 51 - 52 (1OT),1/,3,4,nan,48,Rutgers Scarlet Knights,Offense
08/29/2013,@ Fresno St.,L 51 - 52 (1OT),1/,1,1,nan,47,Rutgers Scarlet Knights,Defense
09/07/2013,Norfolk St.,W 38 - 0,1/,1,2,nan,24,Rutgers Scarlet Knights,Offense
09/07/2013,Norfolk St.,W 38 - 0,1/,nan,nan,nan,nan,Rutgers Scarlet Knights,Defense
09/14/2013,Eastern Mich.,W 28 - 10,1/,nan,1,nan,nan,Rutgers Scarlet Knights,Offense
09/14/2013,Eastern Mich.,W 28 - 10,1/,1,3,nan,39,Rutgers Scarlet Knights,Defense
09/21/2013,Arkansas,W 28 - 24,1/,nan,1,1/,nan,Rutgers Scarlet Knights,Offense
09/21/2013,Arkansas,W 28 - 24,1/,1,1,nan,41,Rutgers Scarlet Knights,Defense
10/05/2013,@ SMU,W 55 - 52 (3OT),1/,nan,nan,nan,nan,Rutgers Scarlet Knights,Offense
10/05/2013,@ SMU,W 55 - 52 (3OT),1/,1,1,nan,37,Rutgers Scarlet Knights,Defense
10/10/2013,@ Louisville,L 10 - 24,1/,1,1,nan,36,Rutgers Scarlet Knights,Offense
10/10/2013,@ Louisville,L 10 - 24,1/,1,3,1/,24,Rutgers Scarlet Knights,Defense
10/26/2013,Houston,L 14 - 49,1/,nan,nan,nan,nan,Rutgers Scarlet Knights,Offense
10/26/2013,Houston,L 14 - 49,1/,nan,1,1/,nan,Rutgers Scarlet Knights,Defense
11/02/2013,Temple,W 23 - 20,1/,1,2,nan,30,Rutgers Scarlet Knights,Offense
11/02/2013,Temple,W 23 - 20,1/,nan,nan,nan,nan,Rutgers Scarlet Knights,Defense
11/16/2013,Cincinnati,L 17 - 52,1/,1,1,nan,36,Rutgers Scarlet Knights,Offense
11/16/2013,Cincinnati,L 17 - 52,1/,1,2,nan,30,Rutgers Scarlet Knights,Defense
11/21/2013,@ UCF,L 17 - 41,1/,1,1,nan,35,Rutgers Scarlet Knights,Offense
11/21/2013,@ UCF,L 17 - 41,1/,2,2,nan,42,Rutgers Scarlet Knights,Defense
11/30/2013,@ UConn,L 17 - 28,1/,1,1,nan,34,Rutgers Scarlet Knights,Offense
11/30/2013,@ UConn,L 17 - 28,1/,nan,nan,nan,nan,Rutgers Scarlet Knights,Defense
12/07/2013,South Fla.,W 31 - 6,1/,1,2,1/,20,Rutgers Scarlet Knights,Offense
12/07/2013,South Fla.,W 31 - 6,1/,2,2,nan,29,Rutgers Scarlet Knights,Defense
12/28/2013,"Notre Dame @ Bronx, N.Y.",L 16 - 29,1/,3,3,nan,47,Rutgers Scarlet Knights,Offense
12/28/2013,"Notre Dame @ Bronx, N.Y.",L 16 - 29,1/,5/,6/,nan,49,Rutgers Scarlet Knights,Defense
09/03/2016,@ Washington,L 13 - 48,1/,2,2,nan,38,Rutgers Scarlet Knights,Offense
09/03/2016,@ Washington,L 13 - 48,1/,2,3,nan,45,Rutgers Scarlet Knights,Defense
09/10/2016,Howard,W 52 - 14,1/,1,2,nan,28,Rutgers Scarlet Knights,Offense
09/10/2016,Howard,W 52 - 14,1/,nan,nan,nan,nan,Rutgers Scarlet Knights,Defense
09/17/2016,New Mexico,W 37 - 28,1/,3,3,nan,41,Rutgers Scarlet Knights,Offense
09/17/2016,New Mexico,W 37 - 28,1/,nan,1,nan,nan,Rutgers Scarlet Knights,Defense
09/24/2016,Iowa,L 7 - 14,1/,nan,nan,nan,nan,Rutgers Scarlet Knights,Offense
09/24/2016,Iowa,L 7 - 14,1/,nan,nan,nan,nan,Rutgers Scarlet Knights,Defense
10/01/2016,@ Ohio St.,L 0 - 58,1/,nan,nan,nan,nan,Rutgers Scarlet Knights,Offense
10/01/2016,@ Ohio St.,L 0 - 58,1/,1,1,nan,33,Rutgers Scarlet Knights,Defense
10/08/2016,Michigan,L 0 - 78,1/,nan,nan,nan,nan,Rutgers Scarlet Knights,Offense
10/08/2016,Michigan,L 0 - 78,1/,nan,nan,nan,nan,Rutgers Scarlet Knights,Defense
10/15/2016,Illinois,L 7 - 24,1/,nan,nan,nan,nan,Rutgers Scarlet Knights,Offense
10/15/2016,Illinois,L 7 - 24,1/,1,3,nan,37,Rutgers Scarlet Knights,Defense
10/22/2016,@ Minnesota,L 32 - 34,1/,2,2,nan,39,Rutgers Scarlet Knights,Offense
10/22/2016,@ Minnesota,L 32 - 34,1/,2,3,nan,39,Rutgers Scarlet Knights,Defense
11/05/2016,Indiana,L 27 - 33,1/,2,3,nan,32,Rutgers Scarlet Knights,Offense
11/05/2016,Indiana,L 27 - 33,1/,nan,3,2/,nan,Rutgers Scarlet Knights,Defense
11/12/2016,@ Michigan St.,L 0 - 49,1/,nan,nan,nan,nan,Rutgers Scarlet Knights,Offense
11/12/2016,@ Michigan St.,L 0 - 49,1/,nan,nan,nan,nan,Rutgers Scarlet Knights,Defense
11/19/2016,Penn St.,L 0 - 39,1/,nan,1,nan,nan,Rutgers Scarlet Knights,Offense
11/19/2016,Penn St.,L 0 - 39,1/,4/,4/,nan,40,Rutgers Scarlet Knights,Defense
11/26/2016,@ Maryland,L 13 - 31,1/,nan,1,nan,nan,Rutgers Scarlet Knights,Offense
11/26/2016,@ Maryland,L 13 - 31,1/,1,3,nan,41,Rutgers Scarlet Knights,Defense
09/01/2016,@ Western Ky.,L 14 - 46,1/,nan,nan,nan,nan,Rice Owls,Offense
09/01/2016,@ Western Ky.,L 14 - 46,1/,3/,4,nan,31,Rice Owls,Defense
09/10/2016,@ Army West Point,L 14 - 31,1/,nan,nan,nan,nan,Rice Owls,Offense
09/10/2016,@ Army West Point,L 14 - 31,1/,1,1,nan,23,Rice Owls,Defense
09/16/2016,Baylor,L 10 - 38,1/,1,1,nan,24,Rice Owls,Offense
09/16/2016,Baylor,L 10 - 38,1/,1,3,nan,23,Rice Owls,Defense
09/24/2016,North Texas,L 35 - 42 (2OT),1/,2,2,nan,40,Rice Owls,Offense
09/24/2016,North Texas,L 35 - 42 (2OT),1/,nan,nan,nan,nan,Rice Owls,Defense
10/01/2016,@ Southern Miss.,L 28 - 44,1/,nan,nan,nan,nan,Rice Owls,Offense
10/01/2016,@ Southern Miss.,L 28 - 44,1/,3/,3,nan,43,Rice Owls,Defense
10/15/2016,UTSA,L 13 - 14,1/,nan,2,nan,nan,Rice Owls,Offense
10/15/2016,UTSA,L 13 - 14,1/,nan,nan,nan,nan,Rice Owls,Defense
10/22/2016,Prairie View,W 65 - 44,1/,1,1,nan,44,Rice Owls,Offense
10/22/2016,Prairie View,W 65 - 44,1/,nan,nan,nan,nan,Rice Owls,Defense
10/29/2016,@ Louisiana Tech,L 16 - 61,1/,nan,1,nan,nan,Rice Owls,Offense
10/29/2016,@ Louisiana Tech,L 16 - 61,1/,2,2,nan,43,Rice Owls,Defense
11/05/2016,Fla. Atlantic,L 25 - 42,1/,1,1,nan,32,Rice Owls,Offense
11/05/2016,Fla. Atlantic,L 25 - 42,1/,nan,3,nan,nan,Rice Owls,Defense
11/12/2016,@ Charlotte,W 22 - 21,1/,1,1,nan,24,Rice Owls,Offense
11/12/2016,@ Charlotte,W 22 - 21,1/,nan,nan,nan,nan,Rice Owls,Defense
11/19/2016,UTEP,W 44 - 24,1/,1,2,1/,35,Rice Owls,Offense
11/19/2016,UTEP,W 44 - 24,1/,1,1,nan,37,Rice Owls,Defense
11/26/2016,@ Stanford,L 17 - 41,1/,1,1,nan,29,Rice Owls,Offense
11/26/2016,@ Stanford,L 17 - 41,1/,2,2,nan,28,Rice Owls,Defense
09/05/2015,Wagner,W 56 - 16,1/,nan,nan,nan,nan,Rice Owls,Offense
09/05/2015,Wagner,W 56 - 16,1/,1,2,nan,21,Rice Owls,Defense
09/12/2015,@ Texas,L 28 - 42,1/,nan,nan,nan,nan,Rice Owls,Offense
09/12/2015,@ Texas,L 28 - 42,1/,nan,nan,nan,nan,Rice Owls,Defense
09/19/2015,@ North Texas,W 38 - 24,1/,1,2,nan,20,Rice Owls,Offense
09/19/2015,@ North Texas,W 38 - 24,1/,1,2,nan,23,Rice Owls,Defense
09/26/2015,@ Baylor,L 17 - 70,1/,1,2,1/,37,Rice Owls,Offense
09/26/2015,@ Baylor,L 17 - 70,1/,nan,nan,nan,nan,Rice Owls,Defense
10/03/2015,Western Ky.,L 10 - 49,1/,1,1,nan,27,Rice Owls,Offense
10/03/2015,Western Ky.,L 10 - 49,1/,nan,nan,nan,nan,Rice Owls,Defense
10/10/2015,@ Fla. Atlantic,W 27 - 26,1/,nan,2,nan,nan,Rice Owls,Offense
10/10/2015,@ Fla. Atlantic,W 27 - 26,1/,2,2,nan,27,Rice Owls,Defense
10/24/2015,Army West Point,W 38 - 31,1/,1,1,nan,25,Rice Owls,Offense
10/24/2015,Army West Point,W 38 - 31,1/,1,1,nan,19,Rice Owls,Defense
10/30/2015,Louisiana Tech,L 17 - 42,1/,1,1,nan,40,Rice Owls,Offense
10/30/2015,Louisiana Tech,L 17 - 42,1/,nan,nan,nan,nan,Rice Owls,Defense
11/06/2015,@ UTEP,L 21 - 24,1/,nan,1,1/,nan,Rice Owls,Offense
11/06/2015,@ UTEP,L 21 - 24,1/,1,1,nan,24,Rice Owls,Defense
11/14/2015,Southern Miss.,L 10 - 65,1/,1,1,nan,33,Rice Owls,Offense
11/14/2015,Southern Miss.,L 10 - 65,1/,1,1,nan,39,Rice Owls,Defense
11/21/2015,@ UTSA,L 24 - 34,1/,1,1,nan,45,Rice Owls,Offense
11/21/2015,@ UTSA,L 24 - 34,1/,nan,nan,nan,nan,Rice Owls,Defense
11/28/2015,Charlotte,W 27 - 7,1/,2,3,nan,23,Rice Owls,Offense
11/28/2015,Charlotte,W 27 - 7,1/,nan,3,nan,nan,Rice Owls,Defense
08/30/2014,@ Notre Dame,L 17 - 48,1/,1,2,nan,33,Rice Owls,Offense
08/30/2014,@ Notre Dame,L 17 - 48,1/,2,3,nan,36,Rice Owls,Defense
09/13/2014,@ Texas A&M,L 10 - 38,1/,1,3,1,33,Rice Owls,Offense
09/13/2014,@ Texas A&M,L 10 - 38,1/,1,1,nan,47,Rice Owls,Defense
09/20/2014,Old Dominion,L 42 - 45,1/,nan,1,nan,nan,Rice Owls,Offense
09/20/2014,Old Dominion,L 42 - 45,1/,1,1,nan,25,Rice Owls,Defense
09/27/2014,@ Southern Miss.,W 41 - 23,1/,2,2,nan,33,Rice Owls,Offense
09/27/2014,@ Southern Miss.,W 41 - 23,1/,1,1,nan,52,Rice Owls,Defense
10/04/2014,Hawaii,W 28 - 14,1/,nan,nan,nan,nan,Rice Owls,Offense
10/04/2014,Hawaii,W 28 - 14,1/,nan,1,nan,nan,Rice Owls,Defense
10/11/2014,@ Army West Point,W 41 - 21,1/,2,2,nan,24,Rice Owls,Offense
10/11/2014,@ Army West Point,W 41 - 21,1/,nan,nan,nan,nan,Rice Owls,Defense
10/25/2014,North Texas,W 41 - 21,1/,2,2,nan,27,Rice Owls,Offense
10/25/2014,North Texas,W 41 - 21,1/,nan,nan,nan,nan,Rice Owls,Defense
11/01/2014,@ FIU,W 31 - 17,1/,1,2,nan,40,Rice Owls,Offense
11/01/2014,@ FIU,W 31 - 17,1/,1,1,nan,22,Rice Owls,Defense
11/08/2014,UTSA,W 17 - 7,1/,1,3,nan,37,Rice Owls,Offense
11/08/2014,UTSA,W 17 - 7,1/,nan,nan,nan,nan,Rice Owls,Defense
11/15/2014,@ Marshall,L 14 - 41,1/,nan,nan,nan,nan,Rice Owls,Offense
11/15/2014,@ Marshall,L 14 - 41,1/,2,2,nan,33,Rice Owls,Defense
11/21/2014,UTEP,W 31 - 13,1/,1,1,nan,32,Rice Owls,Offense
11/21/2014,UTEP,W 31 - 13,1/,2,2,nan,33,Rice Owls,Defense
11/29/2014,@ Louisiana Tech,L 31 - 76,1/,1,1,nan,35,Rice Owls,Offense
11/29/2014,@ Louisiana Tech,L 31 - 76,1/,nan,2,nan,nan,Rice Owls,Defense
12/24/2014,"Fresno St. @ Honolulu, HI",W 30 - 6,1/,1,1,nan,21,Rice Owls,Offense
12/24/2014,"Fresno St. @ Honolulu, HI",W 30 - 6,1/,2,3,1,44,Rice Owls,Defense
08/31/2013,@ Texas A&M,L 31 - 52,1/,1,2,nan,43,Rice Owls,Offense
08/31/2013,@ Texas A&M,L 31 - 52,1/,1,1,nan,44,Rice Owls,Defense
09/14/2013,Kansas,W 23 - 14,1/,3,3,nan,56/,Rice Owls,Offense
09/14/2013,Kansas,W 23 - 14,1/,nan,1,nan,nan,Rice Owls,Defense
09/21/2013,"Houston @ Houston, Texas",L 26 - 31,1/,nan,2,nan,nan,Rice Owls,Offense
09/21/2013,"Houston @ Houston, Texas",L 26 - 31,1/,1,2,1/,24,Rice Owls,Defense
09/28/2013,Fla. Atlantic,W 18 - 14,1/,2,2,nan,47,Rice Owls,Offense
09/28/2013,Fla. Atlantic,W 18 - 14,1/,nan,1,nan,nan,Rice Owls,Defense
10/05/2013,@ Tulsa,W 30 - 27 (1OT),1/,1,1,nan,27,Rice Owls,Offense
10/05/2013,@ Tulsa,W 30 - 27 (1OT),1/,4,4,nan,37,Rice Owls,Defense
10/12/2013,@ UTSA,W 27 - 21,1/,2,3,nan,49,Rice Owls,Offense
10/12/2013,@ UTSA,W 27 - 21,1/,nan,2,nan,nan,Rice Owls,Defense
10/19/2013,@ New Mexico St.,W 45 - 19,1/,1,1,nan,50,Rice Owls,Offense
10/19/2013,@ New Mexico St.,W 45 - 19,1/,2,2,nan,49,Rice Owls,Defense
10/26/2013,UTEP,W 45 - 7,1/,1,1,nan,28,Rice Owls,Offense
10/26/2013,UTEP,W 45 - 7,1/,nan,2,1,nan,Rice Owls,Defense
10/31/2013,@ North Texas,L 16 - 28,1/,nan,nan,nan,nan,Rice Owls,Offense
10/31/2013,@ North Texas,L 16 - 28,1/,nan,nan,nan,nan,Rice Owls,Defense
11/16/2013,Louisiana Tech,W 52 - 14,1/,1,1,nan,30,Rice Owls,Offense
11/16/2013,Louisiana Tech,W 52 - 14,1/,nan,nan,nan,nan,Rice Owls,Defense
11/21/2013,@ UAB,W 37 - 34 (1OT),1/,1,2,nan,47,Rice Owls,Offense
11/21/2013,@ UAB,W 37 - 34 (1OT),1/,2,2,nan,43,Rice Owls,Defense
11/30/2013,Tulane,W 17 - 13,1/,1,3,1,36,Rice Owls,Offense
11/30/2013,Tulane,W 17 - 13,1/,2,2,nan,32,Rice Owls,Defense
12/07/2013,Marshall,W 41 - 24,1/,nan,nan,nan,nan,Rice Owls,Offense
12/07/2013,Marshall,W 41 - 24,1/,1,1,nan,27,Rice Owls,Defense
12/31/2013,"Mississippi St. @ Memphis, Tenn.",L 7 - 44,1/,nan,nan,nan,nan,Rice Owls,Offense
12/31/2013,"Mississippi St. @ Memphis, Tenn.",L 7 - 44,1/,1,1,nan,19,Rice Owls,Defense
09/03/2016,"Alabama @ Arlington, Texas",L 6 - 52,1/,2,2,nan,47,Southern California Trojans,Offense
09/03/2016,"Alabama @ Arlington, Texas",L 6 - 52,1/,1,1,nan,29,Southern California Trojans,Defense
09/10/2016,Utah St.,W 45 - 7,1/,1,2,nan,20,Southern California Trojans,Offense
09/10/2016,Utah St.,W 45 - 7,1/,nan,1,nan,nan,Southern California Trojans,Defense
09/17/2016,@ Stanford,L 10 - 27,1/,1,1,nan,47,Southern California Trojans,Offense
09/17/2016,@ Stanford,L 10 - 27,1/,2,2,nan,42,Southern California Trojans,Defense
09/23/2016,@ Utah,L 27 - 31,1/,2,2,nan,43,Southern California Trojans,Offense
09/23/2016,@ Utah,L 27 - 31,1/,1,1,nan,36,Southern California Trojans,Defense
10/01/2016,Arizona St.,W 41 - 20,1/,2,4,nan,49,Southern California Trojans,Offense
10/01/2016,Arizona St.,W 41 - 20,1/,2,2,nan,40,Southern California Trojans,Defense
10/08/2016,Colorado,W 21 - 17,1/,nan,nan,nan,nan,Southern California Trojans,Offense
10/08/2016,Colorado,W 21 - 17,1/,1,1,nan,42,Southern California Trojans,Defense
10/15/2016,@ Arizona,W 48 - 14,1/,nan,1,nan,nan,Southern California Trojans,Offense
10/15/2016,@ Arizona,W 48 - 14,1/,nan,nan,nan,nan,Southern California Trojans,Defense
10/27/2016,California,W 45 - 24,1/,1,2,nan,32,Southern California Trojans,Offense
10/27/2016,California,W 45 - 24,1/,1,1,nan,27,Southern California Trojans,Defense
11/05/2016,Oregon,W 45 - 20,1/,1,1,nan,35,Southern California Trojans,Offense
11/05/2016,Oregon,W 45 - 20,1/,nan,nan,nan,nan,Southern California Trojans,Defense
11/12/2016,@ Washington,W 26 - 13,1/,1,1,nan,38,Southern California Trojans,Offense
11/12/2016,@ Washington,W 26 - 13,1/,2,3,1/,43,Southern California Trojans,Defense
11/19/2016,@ UCLA,W 36 - 14,1/,3,3,nan,32,Southern California Trojans,Offense
11/19/2016,@ UCLA,W 36 - 14,1/,nan,1,1/,nan,Southern California Trojans,Defense
11/26/2016,Notre Dame,W 45 - 27,1/,1,1,nan,37,Southern California Trojans,Offense
11/26/2016,Notre Dame,W 45 - 27,1/,nan,1,nan,nan,Southern California Trojans,Defense
01/02/2017,"Penn St. @ Pasadena, Calif.",W 52 - 49,1/,3,5/,nan,46,Southern California Trojans,Offense
01/02/2017,"Penn St. @ Pasadena, Calif.",W 52 - 49,1/,nan,nan,nan,nan,Southern California Trojans,Defense
08/30/2014,Fresno St.,W 52 - 13,1/,1,2,nan,27,Southern California Trojans,Offense
08/30/2014,Fresno St.,W 52 - 13,1/,nan,nan,nan,nan,Southern California Trojans,Defense
09/06/2014,@ Stanford,W 13 - 10,1/,2,2,nan,53/,Southern California Trojans,Offense
09/06/2014,@ Stanford,W 13 - 10,1/,1,3,1/,33,Southern California Trojans,Defense
09/13/2014,@ Boston College,L 31 - 37,1/,1,1,nan,52,Southern California Trojans,Offense
09/13/2014,@ Boston College,L 31 - 37,1/,1,2,nan,25,Southern California Trojans,Defense
09/27/2014,Oregon St.,W 35 - 10,1/,nan,1,nan,nan,Southern California Trojans,Offense
09/27/2014,Oregon St.,W 35 - 10,1/,1,1,nan,38,Southern California Trojans,Defense
10/04/2014,Arizona St.,L 34 - 38,1/,2,2,nan,35,Southern California Trojans,Offense
10/04/2014,Arizona St.,L 34 - 38,1/,1,1,nan,19,Southern California Trojans,Defense
10/11/2014,@ Arizona,W 28 - 26,1/,nan,nan,nan,nan,Southern California Trojans,Offense
10/11/2014,@ Arizona,W 28 - 26,1/,2,5,1/,32,Southern California Trojans,Defense
10/18/2014,Colorado,W 56 - 28,1/,nan,nan,nan,nan,Southern California Trojans,Offense
10/18/2014,Colorado,W 56 - 28,1/,nan,nan,nan,nan,Southern California Trojans,Defense
10/25/2014,@ Utah,L 21 - 24,1/,nan,nan,nan,nan,Southern California Trojans,Offense
10/25/2014,@ Utah,L 21 - 24,1/,1,1,nan,24,Southern California Trojans,Defense
11/01/2014,@ Washington St.,W 44 - 17,1/,1,1,nan,37,Southern California Trojans,Offense
11/01/2014,@ Washington St.,W 44 - 17,1/,1,1,nan,27,Southern California Trojans,Defense
11/13/2014,California,W 38 - 30,1/,1,1,nan,25,Southern California Trojans,Offense
11/13/2014,California,W 38 - 30,1/,nan,nan,nan,nan,Southern California Trojans,Defense
11/22/2014,@ UCLA,L 20 - 38,1/,nan,nan,nan,nan,Southern California Trojans,Offense
11/22/2014,@ UCLA,L 20 - 38,1/,1,1,nan,32,Southern California Trojans,Defense
11/29/2014,Notre Dame,W 49 - 14,1/,nan,nan,nan,nan,Southern California Trojans,Offense
11/29/2014,Notre Dame,W 49 - 14,1/,nan,1,nan,nan,Southern California Trojans,Defense
12/27/2014,"Nebraska @ San Diego, Calif.",W 45 - 42,1/,1,1,nan,42,Southern California Trojans,Offense
12/27/2014,"Nebraska @ San Diego, Calif.",W 45 - 42,1/,2,2,nan,34,Southern California Trojans,Defense
08/29/2013,@ Hawaii,W 30 - 13,1/,3,3,nan,52,Southern California Trojans,Offense
08/29/2013,@ Hawaii,W 30 - 13,1/,1,1,nan,42,Southern California Trojans,Defense
09/07/2013,Washington St.,L 7 - 10,1/,nan,2,1/,nan,Southern California Trojans,Offense
09/07/2013,Washington St.,L 7 - 10,1/,1,1,nan,41,Southern California Trojans,Defense
09/14/2013,Boston College,W 35 - 7,1/,nan,nan,nan,nan,Southern California Trojans,Offense
09/14/2013,Boston College,W 35 - 7,1/,nan,nan,nan,nan,Southern California Trojans,Defense
09/21/2013,Utah St.,W 17 - 14,1/,1,2,nan,25,Southern California Trojans,Offense
09/21/2013,Utah St.,W 17 - 14,1/,nan,1,nan,nan,Southern California Trojans,Defense
09/28/2013,@ Arizona St.,L 41 - 62,1/,nan,nan,nan,nan,Southern California Trojans,Offense
09/28/2013,@ Arizona St.,L 41 - 62,1/,2,2,nan,28,Southern California Trojans,Defense
10/10/2013,Arizona,W 38 - 31,1/,1,1,nan,45,Southern California Trojans,Offense
10/10/2013,Arizona,W 38 - 31,1/,1,2,nan,27,Southern California Trojans,Defense
10/19/2013,@ Notre Dame,L 10 - 14,1/,1,3,nan,22,Southern California Trojans,Offense
10/19/2013,@ Notre Dame,L 10 - 14,1/,nan,nan,nan,nan,Southern California Trojans,Defense
10/26/2013,Utah,W 19 - 3,1/,4/,5/,nan,40,Southern California Trojans,Offense
10/26/2013,Utah,W 19 - 3,1/,1,2,nan,42,Southern California Trojans,Defense
11/01/2013,@ Oregon St.,W 31 - 14,1/,1,1,nan,34,Southern California Trojans,Offense
11/01/2013,@ Oregon St.,W 31 - 14,1/,nan,2,1/,nan,Southern California Trojans,Defense
11/09/2013,@ California,W 62 - 28,1/,nan,1,nan,nan,Southern California Trojans,Offense
11/09/2013,@ California,W 62 - 28,1/,nan,nan,nan,nan,Southern California Trojans,Defense
11/16/2013,Stanford,W 20 - 17,1/,2,2,nan,47,Southern California Trojans,Offense
11/16/2013,Stanford,W 20 - 17,1/,1,2,1/,27,Southern California Trojans,Defense
11/23/2013,@ Colorado,W 47 - 29,1/,1,1,nan,39,Southern California Trojans,Offense
11/23/2013,@ Colorado,W 47 - 29,1/,nan,nan,nan,nan,Southern California Trojans,Defense
11/30/2013,UCLA,L 14 - 35,1/,nan,nan,nan,nan,Southern California Trojans,Offense
11/30/2013,UCLA,L 14 - 35,1/,nan,nan,nan,nan,Southern California Trojans,Defense
12/21/2013,Fresno St. @ Las Vegas,W 45 - 20,1/,1,1,nan,39,Southern California Trojans,Offense
12/21/2013,Fresno St. @ Las Vegas,W 45 - 20,1/,nan,nan,nan,nan,Southern California Trojans,Defense
09/05/2015,Arkansas St.,W 55 - 6,1/,nan,nan,nan,nan,Southern California Trojans,Offense
09/05/2015,Arkansas St.,W 55 - 6,1/,nan,nan,nan,nan,Southern California Trojans,Defense
09/12/2015,Idaho,W 59 - 9,1/,1,1,nan,24,Southern California Trojans,Offense
09/12/2015,Idaho,W 59 - 9,1/,1,1,nan,20,Southern California Trojans,Defense
09/19/2015,Stanford,L 31 - 41,1/,1,1,nan,36,Southern California Trojans,Offense
09/19/2015,Stanford,L 31 - 41,1/,2,2,nan,46,Southern California Trojans,Defense
09/26/2015,@ Arizona St.,W 42 - 14,1/,nan,nan,nan,nan,Southern California Trojans,Offense
09/26/2015,@ Arizona St.,W 42 - 14,1/,nan,2,nan,nan,Southern California Trojans,Defense
10/08/2015,Washington,L 12 - 17,1/,2,3,nan,34,Southern California Trojans,Offense
10/08/2015,Washington,L 12 - 17,1/,1,2,nan,21,Southern California Trojans,Defense
10/17/2015,@ Notre Dame,L 31 - 41,1/,1,2,nan,42,Southern California Trojans,Offense
10/17/2015,@ Notre Dame,L 31 - 41,1/,2,2,nan,32,Southern California Trojans,Defense
10/24/2015,Utah,W 42 - 24,1/,nan,1,nan,nan,Southern California Trojans,Offense
10/24/2015,Utah,W 42 - 24,1/,1,1,nan,53,Southern California Trojans,Defense
10/31/2015,@ California,W 27 - 21,1/,2,2,nan,43,Southern California Trojans,Offense
