Date,Opponent,Result,G,FGM,FGA,FGBlocksAllowed,LongFGM,Team,OffenseDefense
09/06/2014,SMU,W 43 - 6,1/,nan,nan,nan,nan,North Texas Mean Green,Defense
09/11/2014,Louisiana Tech,L 21 - 42,1/,nan,nan,nan,nan,North Texas Mean Green,Offense
09/11/2014,Louisiana Tech,L 21 - 42,1/,nan,1,nan,nan,North Texas Mean Green,Defense
09/20/2014,Nicholls St.,W 77 - 3,1/,nan,nan,nan,nan,North Texas Mean Green,Offense
09/20/2014,Nicholls St.,W 77 - 3,1/,1,1,nan,23,North Texas Mean Green,Defense
10/04/2014,@ Indiana,L 24 - 49,1/,1,1,nan,20,North Texas Mean Green,Offense
10/04/2014,@ Indiana,L 24 - 49,1/,nan,nan,nan,nan,North Texas Mean Green,Defense
10/11/2014,@ UAB,L 21 - 56,1/,nan,nan,nan,nan,North Texas Mean Green,Offense
10/11/2014,@ UAB,L 21 - 56,1/,nan,nan,nan,nan,North Texas Mean Green,Defense
10/18/2014,Southern Miss.,L 20 - 30,1/,2,3,nan,36,North Texas Mean Green,Offense
10/18/2014,Southern Miss.,L 20 - 30,1/,3,3,nan,38,North Texas Mean Green,Defense
10/25/2014,@ Rice,L 21 - 41,1/,nan,nan,nan,nan,North Texas Mean Green,Offense
10/25/2014,@ Rice,L 21 - 41,1/,2,2,nan,27,North Texas Mean Green,Defense
11/08/2014,Fla. Atlantic,W 31 - 10,1/,1,1,nan,18,North Texas Mean Green,Offense
11/08/2014,Fla. Atlantic,W 31 - 10,1/,1,1,nan,41,North Texas Mean Green,Defense
11/15/2014,@ UTEP,L 17 - 35,1/,1,1,nan,37,North Texas Mean Green,Offense
11/15/2014,@ UTEP,L 17 - 35,1/,nan,nan,nan,nan,North Texas Mean Green,Defense
11/22/2014,FIU,W 17 - 14,1/,1,2,nan,36,North Texas Mean Green,Offense
11/22/2014,FIU,W 17 - 14,1/,nan,nan,nan,nan,North Texas Mean Green,Defense
11/29/2014,@ UTSA,L 27 - 34,1/,4,4,nan,40,North Texas Mean Green,Offense
11/29/2014,@ UTSA,L 27 - 34,1/,nan,nan,nan,nan,North Texas Mean Green,Defense
09/03/2016,SMU,L 21 - 34,1/,nan,nan,nan,nan,North Texas Mean Green,Offense
09/03/2016,SMU,L 21 - 34,1/,2,3,nan,29,North Texas Mean Green,Defense
09/10/2016,Bethune-Cookman,W 41 - 20,1/,2,2,nan,20,North Texas Mean Green,Offense
09/10/2016,Bethune-Cookman,W 41 - 20,1/,nan,nan,nan,nan,North Texas Mean Green,Defense
09/17/2016,@ Florida,L 0 - 32,1/,nan,nan,nan,nan,North Texas Mean Green,Offense
09/17/2016,@ Florida,L 0 - 32,1/,1,1,nan,22,North Texas Mean Green,Defense
09/24/2016,@ Rice,W 42 - 35 (2OT),1/,nan,nan,nan,nan,North Texas Mean Green,Offense
09/24/2016,@ Rice,W 42 - 35 (2OT),1/,2,2,nan,40,North Texas Mean Green,Defense
10/01/2016,Middle Tenn.,L 13 - 30,1/,nan,nan,nan,nan,North Texas Mean Green,Offense
10/01/2016,Middle Tenn.,L 13 - 30,1/,3/,3,nan,36,North Texas Mean Green,Defense
10/08/2016,Marshall,W 38 - 21,1/,1,2,nan,31,North Texas Mean Green,Offense
10/08/2016,Marshall,W 38 - 21,1/,nan,2,nan,nan,North Texas Mean Green,Defense
10/22/2016,@ Army West Point,W 35 - 18,1/,nan,2,nan,nan,North Texas Mean Green,Offense
10/22/2016,@ Army West Point,W 35 - 18,1/,1,1,nan,39,North Texas Mean Green,Defense
10/29/2016,@ UTSA,L 17 - 31,1/,1,1,nan,20,North Texas Mean Green,Offense
10/29/2016,@ UTSA,L 17 - 31,1/,1,1,nan,33,North Texas Mean Green,Defense
11/05/2016,Louisiana Tech,L 24 - 45,1/,1,1,nan,51,North Texas Mean Green,Offense
11/05/2016,Louisiana Tech,L 24 - 45,1/,1,2,nan,48,North Texas Mean Green,Defense
11/12/2016,@ Western Ky.,L 7 - 45,1/,nan,1,nan,nan,North Texas Mean Green,Offense
11/12/2016,@ Western Ky.,L 7 - 45,1/,1,2,nan,24,North Texas Mean Green,Defense
11/19/2016,Southern Miss.,W 29 - 23,1/,2,2,nan,39,North Texas Mean Green,Offense
11/19/2016,Southern Miss.,W 29 - 23,1/,1,2,nan,25,North Texas Mean Green,Defense
11/26/2016,@ UTEP,L 24 - 52,1/,1,1,nan,45,North Texas Mean Green,Offense
11/26/2016,@ UTEP,L 24 - 52,1/,1,1,nan,48,North Texas Mean Green,Defense
12/27/2016,"Army West Point @ Dallas, Texas",L 31 - 38 (1OT),1/,1,1,nan,37,North Texas Mean Green,Offense
12/27/2016,"Army West Point @ Dallas, Texas",L 31 - 38 (1OT),1/,nan,nan,nan,nan,North Texas Mean Green,Defense
08/31/2013,Idaho,W 40 - 6,1/,nan,nan,nan,nan,North Texas Mean Green,Offense
08/31/2013,Idaho,W 40 - 6,1/,nan,1,nan,nan,North Texas Mean Green,Defense
09/07/2013,@ Ohio,L 21 - 27,1/,nan,1,nan,nan,North Texas Mean Green,Offense
09/07/2013,@ Ohio,L 21 - 27,1/,2,3,nan,38,North Texas Mean Green,Defense
09/14/2013,Ball St.,W 34 - 27,1/,4,5,nan,48,North Texas Mean Green,Offense
09/14/2013,Ball St.,W 34 - 27,1/,nan,2,nan,nan,North Texas Mean Green,Defense
09/21/2013,@ Georgia,L 21 - 45,1/,nan,nan,nan,nan,North Texas Mean Green,Offense
09/21/2013,@ Georgia,L 21 - 45,1/,1,2,nan,27,North Texas Mean Green,Defense
10/05/2013,@ Tulane,L 21 - 24,1/,nan,1,1,nan,North Texas Mean Green,Offense
10/05/2013,@ Tulane,L 21 - 24,1/,1,2,nan,27,North Texas Mean Green,Defense
10/12/2013,Middle Tenn.,W 34 - 7,1/,2,3,nan,22,North Texas Mean Green,Offense
10/12/2013,Middle Tenn.,W 34 - 7,1/,nan,1,1,nan,North Texas Mean Green,Defense
10/19/2013,@ Louisiana Tech,W 28 - 13,1/,nan,nan,nan,nan,North Texas Mean Green,Offense
10/19/2013,@ Louisiana Tech,W 28 - 13,1/,2,3,nan,40,North Texas Mean Green,Defense
10/26/2013,@ Southern Miss.,W 55 - 14,1/,nan,nan,nan,nan,North Texas Mean Green,Offense
10/26/2013,@ Southern Miss.,W 55 - 14,1/,nan,1,nan,nan,North Texas Mean Green,Defense
10/31/2013,Rice,W 28 - 16,1/,nan,nan,nan,nan,North Texas Mean Green,Offense
10/31/2013,Rice,W 28 - 16,1/,nan,nan,nan,nan,North Texas Mean Green,Defense
11/09/2013,UTEP,W 41 - 7,1/,2,2,nan,31,North Texas Mean Green,Offense
11/09/2013,UTEP,W 41 - 7,1/,nan,1,1,nan,North Texas Mean Green,Defense
11/23/2013,UTSA,L 13 - 21,1/,2,3,nan,44,North Texas Mean Green,Offense
11/23/2013,UTSA,L 13 - 21,1/,nan,3,nan,nan,North Texas Mean Green,Defense
11/30/2013,@ Tulsa,W 42 - 10,1/,nan,1,nan,nan,North Texas Mean Green,Offense
11/30/2013,@ Tulsa,W 42 - 10,1/,1,1,nan,26,North Texas Mean Green,Defense
01/01/2014,UNLV,W 36 - 14,1/,nan,nan,nan,nan,North Texas Mean Green,Offense
01/01/2014,UNLV,W 36 - 14,1/,nan,1,nan,nan,North Texas Mean Green,Defense
09/12/2015,@ SMU,L 13 - 31,1/,2,3,nan,25,North Texas Mean Green,Offense
09/12/2015,@ SMU,L 13 - 31,1/,1,1,nan,27,North Texas Mean Green,Defense
09/19/2015,Rice,L 24 - 38,1/,1,2,nan,23,North Texas Mean Green,Offense
09/19/2015,Rice,L 24 - 38,1/,1,2,nan,20,North Texas Mean Green,Defense
09/26/2015,@ Iowa,L 16 - 62,1/,3,3,nan,38,North Texas Mean Green,Offense
09/26/2015,@ Iowa,L 16 - 62,1/,nan,nan,nan,nan,North Texas Mean Green,Defense
10/03/2015,@ Southern Miss.,L 14 - 49,1/,nan,1,nan,nan,North Texas Mean Green,Offense
10/03/2015,@ Southern Miss.,L 14 - 49,1/,nan,nan,nan,nan,North Texas Mean Green,Defense
10/10/2015,Portland St.,L 7 - 66,1/,nan,nan,nan,nan,North Texas Mean Green,Offense
10/10/2015,Portland St.,L 7 - 66,1/,1,1,nan,46,North Texas Mean Green,Defense
10/15/2015,Western Ky.,L 28 - 55,1/,nan,nan,nan,nan,North Texas Mean Green,Offense
10/15/2015,Western Ky.,L 28 - 55,1/,2,2,nan,43,North Texas Mean Green,Defense
10/24/2015,@ Marshall,L 13 - 30,1/,2,2,nan,37,North Texas Mean Green,Offense
10/24/2015,@ Marshall,L 13 - 30,1/,3,3,nan,38,North Texas Mean Green,Defense
10/31/2015,UTSA,W 30 - 23,1/,nan,1,nan,nan,North Texas Mean Green,Offense
10/31/2015,UTSA,W 30 - 23,1/,1,1,nan,24,North Texas Mean Green,Defense
11/07/2015,@ Louisiana Tech,L 13 - 56,1/,nan,nan,nan,nan,North Texas Mean Green,Offense
11/07/2015,@ Louisiana Tech,L 13 - 56,1/,nan,1,nan,nan,North Texas Mean Green,Defense
11/14/2015,@ Tennessee,L 0 - 24,1/,nan,nan,nan,nan,North Texas Mean Green,Offense
11/14/2015,@ Tennessee,L 0 - 24,1/,1,1,nan,34,North Texas Mean Green,Defense
11/21/2015,@ Middle Tenn.,L 7 - 41,1/,nan,1,nan,nan,North Texas Mean Green,Offense
11/21/2015,@ Middle Tenn.,L 7 - 41,1/,2,3,nan,40,North Texas Mean Green,Defense
11/28/2015,UTEP,L 17 - 20,1/,1,1,nan,28,North Texas Mean Green,Offense
11/28/2015,UTEP,L 17 - 20,1/,nan,nan,nan,nan,North Texas Mean Green,Defense
09/03/2016,"Georgia @ Atlanta, Georgia",L 24 - 33,1/,1,1,nan,22,North Carolina Tar Heels,Offense
09/03/2016,"Georgia @ Atlanta, Georgia",L 24 - 33,1/,1,2,nan,29,North Carolina Tar Heels,Defense
09/10/2016,@ Illinois,W 48 - 23,1/,2,3,nan,49,North Carolina Tar Heels,Offense
09/10/2016,@ Illinois,W 48 - 23,1/,nan,nan,nan,nan,North Carolina Tar Heels,Defense
09/17/2016,James Madison,W 56 - 28,1/,nan,nan,nan,nan,North Carolina Tar Heels,Offense
09/17/2016,James Madison,W 56 - 28,1/,nan,1,nan,nan,North Carolina Tar Heels,Defense
09/24/2016,Pittsburgh,W 37 - 36,1/,1,2,nan,34,North Carolina Tar Heels,Offense
09/24/2016,Pittsburgh,W 37 - 36,1/,2,2,nan,50,North Carolina Tar Heels,Defense
10/01/2016,@ Florida St.,W 37 - 35,1/,1,2,nan,54/,North Carolina Tar Heels,Offense
10/01/2016,@ Florida St.,W 37 - 35,1/,nan,3,1/,nan,North Carolina Tar Heels,Defense
10/08/2016,Virginia Tech,L 3 - 34,1/,1,1,nan,28,North Carolina Tar Heels,Offense
10/08/2016,Virginia Tech,L 3 - 34,1/,2,2,nan,35,North Carolina Tar Heels,Defense
10/15/2016,@ Miami (FL),W 20 - 13,1/,2,3,1/,52,North Carolina Tar Heels,Offense
10/15/2016,@ Miami (FL),W 20 - 13,1/,2,3,1/,47,North Carolina Tar Heels,Defense
10/22/2016,@ Virginia,W 35 - 14,1/,nan,nan,nan,nan,North Carolina Tar Heels,Offense
10/22/2016,@ Virginia,W 35 - 14,1/,nan,1,nan,nan,North Carolina Tar Heels,Defense
11/05/2016,Georgia Tech,W 48 - 20,1/,2,2,nan,50,North Carolina Tar Heels,Offense
11/05/2016,Georgia Tech,W 48 - 20,1/,2,3,1/,42,North Carolina Tar Heels,Defense
11/10/2016,@ Duke,L 27 - 28,1/,2,2,nan,37,North Carolina Tar Heels,Offense
11/10/2016,@ Duke,L 27 - 28,1/,nan,nan,nan,nan,North Carolina Tar Heels,Defense
11/19/2016,The Citadel,W 41 - 7,1/,2,3,nan,41,North Carolina Tar Heels,Offense
11/19/2016,The Citadel,W 41 - 7,1/,nan,1,nan,nan,North Carolina Tar Heels,Defense
11/25/2016,NC State,L 21 - 28,1/,nan,nan,nan,nan,North Carolina Tar Heels,Offense
11/25/2016,NC State,L 21 - 28,1/,nan,1,nan,nan,North Carolina Tar Heels,Defense
12/30/2016,"Stanford @ El Paso, Texas",L 23 - 25,1/,1,2,nan,37,North Carolina Tar Heels,Offense
12/30/2016,"Stanford @ El Paso, Texas",L 23 - 25,1/,4,5/,nan,44,North Carolina Tar Heels,Defense
08/29/2013,@ South Carolina,L 10 - 27,1/,1,1,nan,20,North Carolina Tar Heels,Offense
08/29/2013,@ South Carolina,L 10 - 27,1/,2,2,nan,39,North Carolina Tar Heels,Defense
09/07/2013,Middle Tenn.,W 40 - 20,1/,2,2,nan,39,North Carolina Tar Heels,Offense
09/07/2013,Middle Tenn.,W 40 - 20,1/,nan,nan,nan,nan,North Carolina Tar Heels,Defense
09/21/2013,@ Georgia Tech,L 20 - 28,1/,nan,nan,nan,nan,North Carolina Tar Heels,Offense
09/21/2013,@ Georgia Tech,L 20 - 28,1/,nan,nan,nan,nan,North Carolina Tar Heels,Defense
09/28/2013,East Carolina,L 31 - 55,1/,1,1,nan,21,North Carolina Tar Heels,Offense
09/28/2013,East Carolina,L 31 - 55,1/,2,2,nan,32,North Carolina Tar Heels,Defense
10/05/2013,@ Virginia Tech,L 17 - 27,1/,1,1,nan,36,North Carolina Tar Heels,Offense
10/05/2013,@ Virginia Tech,L 17 - 27,1/,nan,nan,nan,nan,North Carolina Tar Heels,Defense
10/17/2013,Miami (FL),L 23 - 27,1/,3,4,1/,35,North Carolina Tar Heels,Offense
10/17/2013,Miami (FL),L 23 - 27,1/,2,3,nan,22,North Carolina Tar Heels,Defense
10/26/2013,Boston College,W 34 - 10,1/,nan,nan,nan,nan,North Carolina Tar Heels,Offense
10/26/2013,Boston College,W 34 - 10,1/,1,1,nan,38,North Carolina Tar Heels,Defense
11/02/2013,@ NC State,W 27 - 19,1/,nan,1,nan,nan,North Carolina Tar Heels,Offense
11/02/2013,@ NC State,W 27 - 19,1/,4/,4,nan,44,North Carolina Tar Heels,Defense
11/09/2013,Virginia,W 45 - 14,1/,1,2,nan,24,North Carolina Tar Heels,Offense
11/09/2013,Virginia,W 45 - 14,1/,nan,nan,nan,nan,North Carolina Tar Heels,Defense
11/16/2013,@ Pittsburgh,W 34 - 27,1/,2,2,nan,27,North Carolina Tar Heels,Offense
11/16/2013,@ Pittsburgh,W 34 - 27,1/,2,2,nan,42,North Carolina Tar Heels,Defense
11/23/2013,Old Dominion,W 80 - 20,1/,1,1,nan,38,North Carolina Tar Heels,Offense
11/23/2013,Old Dominion,W 80 - 20,1/,2,2,nan,40,North Carolina Tar Heels,Defense
11/30/2013,Duke,L 25 - 27,1/,1,2,nan,37,North Carolina Tar Heels,Offense
11/30/2013,Duke,L 25 - 27,1/,2,3,nan,27,North Carolina Tar Heels,Defense
12/28/2013,"Cincinnati @ Charlotte, NC",W 39 - 17,1/,1,2,nan,40,North Carolina Tar Heels,Offense
12/28/2013,"Cincinnati @ Charlotte, NC",W 39 - 17,1/,1,2,nan,34,North Carolina Tar Heels,Defense
09/03/2015,"South Carolina @ Charlotte, NC",L 13 - 17,1/,2,2,nan,47,North Carolina Tar Heels,Offense
09/03/2015,"South Carolina @ Charlotte, NC",L 13 - 17,1/,1,2,nan,25,North Carolina Tar Heels,Defense
09/12/2015,N.C. A&T,W 53 - 14,1/,1,1,nan,48,North Carolina Tar Heels,Offense
09/12/2015,N.C. A&T,W 53 - 14,1/,nan,nan,nan,nan,North Carolina Tar Heels,Defense
09/19/2015,Illinois,W 48 - 14,1/,2,2,nan,48,North Carolina Tar Heels,Offense
09/19/2015,Illinois,W 48 - 14,1/,nan,2,nan,nan,North Carolina Tar Heels,Defense
09/26/2015,Delaware,W 41 - 14,1/,2,3,nan,46,North Carolina Tar Heels,Offense
09/26/2015,Delaware,W 41 - 14,1/,nan,nan,nan,nan,North Carolina Tar Heels,Defense
10/03/2015,@ Georgia Tech,W 38 - 31,1/,1,2,nan,37,North Carolina Tar Heels,Offense
10/03/2015,@ Georgia Tech,W 38 - 31,1/,1,1,nan,37,North Carolina Tar Heels,Defense
10/17/2015,Wake Forest,W 50 - 14,1/,nan,nan,nan,nan,North Carolina Tar Heels,Offense
10/17/2015,Wake Forest,W 50 - 14,1/,nan,2,nan,nan,North Carolina Tar Heels,Defense
10/24/2015,Virginia,W 26 - 13,1/,2,2,nan,37,North Carolina Tar Heels,Offense
10/24/2015,Virginia,W 26 - 13,1/,2,2,nan,35,North Carolina Tar Heels,Defense
10/29/2015,@ Pittsburgh,W 26 - 19,1/,4,4,nan,39,North Carolina Tar Heels,Offense
10/29/2015,@ Pittsburgh,W 26 - 19,1/,2,3,1/,44,North Carolina Tar Heels,Defense
11/07/2015,Duke,W 66 - 31,1/,1,1,nan,35,North Carolina Tar Heels,Offense
11/07/2015,Duke,W 66 - 31,1/,1,1,nan,22,North Carolina Tar Heels,Defense
11/14/2015,Miami (FL),W 59 - 21,1/,1,1,nan,25,North Carolina Tar Heels,Offense
11/14/2015,Miami (FL),W 59 - 21,1/,nan,1,nan,nan,North Carolina Tar Heels,Defense
11/21/2015,@ Virginia Tech,W 30 - 27 (1OT),1/,1,1,nan,20,North Carolina Tar Heels,Offense
11/21/2015,@ Virginia Tech,W 30 - 27 (1OT),1/,2,3,nan,41,North Carolina Tar Heels,Defense
11/28/2015,@ NC State,W 45 - 34,1/,1,2,nan,38,North Carolina Tar Heels,Offense
11/28/2015,@ NC State,W 45 - 34,1/,2,2,nan,34,North Carolina Tar Heels,Defense
12/05/2015,"Clemson @ Charlotte, N.C.",L 37 - 45,1/,1,1,nan,30,North Carolina Tar Heels,Offense
12/05/2015,"Clemson @ Charlotte, N.C.",L 37 - 45,1/,1,2,nan,27,North Carolina Tar Heels,Defense
12/29/2015,"Baylor @ Orlando, Fla.",L 38 - 49,1/,1,1,nan,32,North Carolina Tar Heels,Offense
12/29/2015,"Baylor @ Orlando, Fla.",L 38 - 49,1/,nan,1,nan,nan,North Carolina Tar Heels,Defense
08/30/2014,Liberty,W 56 - 29,1/,nan,1,nan,nan,North Carolina Tar Heels,Offense
08/30/2014,Liberty,W 56 - 29,1/,nan,nan,nan,nan,North Carolina Tar Heels,Defense
09/06/2014,San Diego St.,W 31 - 27,1/,1,2,nan,23,North Carolina Tar Heels,Offense
09/06/2014,San Diego St.,W 31 - 27,1/,2,2,nan,49,North Carolina Tar Heels,Defense
09/20/2014,@ East Carolina,L 41 - 70,1/,2,2,nan,22,North Carolina Tar Heels,Offense
09/20/2014,@ East Carolina,L 41 - 70,1/,nan,2,1/,nan,North Carolina Tar Heels,Defense
09/27/2014,@ Clemson,L 35 - 50,1/,nan,nan,nan,nan,North Carolina Tar Heels,Offense
09/27/2014,@ Clemson,L 35 - 50,1/,2,2,nan,45,North Carolina Tar Heels,Defense
10/04/2014,Virginia Tech,L 17 - 34,1/,1,1,nan,20,North Carolina Tar Heels,Offense
10/04/2014,Virginia Tech,L 17 - 34,1/,2,3,nan,27,North Carolina Tar Heels,Defense
10/11/2014,@ Notre Dame,L 43 - 50,1/,1,2,nan,19,North Carolina Tar Heels,Offense
10/11/2014,@ Notre Dame,L 43 - 50,1/,nan,nan,nan,nan,North Carolina Tar Heels,Defense
10/18/2014,Georgia Tech,W 48 - 43,1/,nan,nan,nan,nan,North Carolina Tar Heels,Offense
10/18/2014,Georgia Tech,W 48 - 43,1/,1,1,nan,27,North Carolina Tar Heels,Defense
10/25/2014,@ Virginia,W 28 - 27,1/,nan,2,nan,nan,North Carolina Tar Heels,Offense
10/25/2014,@ Virginia,W 28 - 27,1/,2,3,nan,37,North Carolina Tar Heels,Defense
11/01/2014,@ Miami (FL),L 20 - 47,1/,nan,nan,nan,nan,North Carolina Tar Heels,Offense
11/01/2014,@ Miami (FL),L 20 - 47,1/,1,1,nan,37,North Carolina Tar Heels,Defense
11/15/2014,Pittsburgh,W 40 - 35,1/,nan,nan,nan,nan,North Carolina Tar Heels,Offense
11/15/2014,Pittsburgh,W 40 - 35,1/,nan,1,1/,nan,North Carolina Tar Heels,Defense
11/20/2014,@ Duke,W 45 - 20,1/,1,1,nan,30,North Carolina Tar Heels,Offense
11/20/2014,@ Duke,W 45 - 20,1/,nan,nan,nan,nan,North Carolina Tar Heels,Defense
11/29/2014,NC State,L 7 - 35,1/,nan,1,nan,nan,North Carolina Tar Heels,Offense
11/29/2014,NC State,L 7 - 35,1/,nan,nan,nan,nan,North Carolina Tar Heels,Defense
12/26/2014,"Rutgers @ Detroit, Mich.",L 21 - 40,1/,nan,1,1/,nan,North Carolina Tar Heels,Offense
12/26/2014,"Rutgers @ Detroit, Mich.",L 21 - 40,1/,2,2,nan,31,North Carolina Tar Heels,Defense
09/03/2016,@ UTEP,L 22 - 38,1/,1,1,nan,18,New Mexico St. Aggies,Offense
09/03/2016,@ UTEP,L 22 - 38,1/,1,1,nan,23,New Mexico St. Aggies,Defense
09/10/2016,New Mexico,W 32 - 31,1/,4/,4/,nan,45,New Mexico St. Aggies,Offense
09/10/2016,New Mexico,W 32 - 31,1/,1,1,nan,41,New Mexico St. Aggies,Defense
09/17/2016,@ Kentucky,L 42 - 62,1/,nan,nan,nan,nan,New Mexico St. Aggies,Offense
09/17/2016,@ Kentucky,L 42 - 62,1/,nan,nan,nan,nan,New Mexico St. Aggies,Defense
09/24/2016,@ Troy,L 6 - 52,1/,nan,1,nan,nan,New Mexico St. Aggies,Offense
09/24/2016,@ Troy,L 6 - 52,1/,1,1,nan,34,New Mexico St. Aggies,Defense
10/01/2016,Louisiana,W 37 - 31 (1OT),1/,1,3,nan,33,New Mexico St. Aggies,Offense
10/01/2016,Louisiana,W 37 - 31 (1OT),1/,3,4/,nan,47,New Mexico St. Aggies,Defense
10/15/2016,@ Idaho,L 23 - 55,1/,1,1,nan,35,New Mexico St. Aggies,Offense
10/15/2016,@ Idaho,L 23 - 55,1/,2,2,nan,37,New Mexico St. Aggies,Defense
10/22/2016,Ga. Southern,L 19 - 22,1/,2,3,nan,41,New Mexico St. Aggies,Offense
10/22/2016,Ga. Southern,L 19 - 22,1/,3,3,nan,29,New Mexico St. Aggies,Defense
10/29/2016,@ Texas A&M,L 10 - 52,1/,1,1,nan,33,New Mexico St. Aggies,Offense
10/29/2016,@ Texas A&M,L 10 - 52,1/,1,2,nan,36,New Mexico St. Aggies,Defense
11/12/2016,@ Arkansas St.,L 22 - 41,1/,2,2,nan,38,New Mexico St. Aggies,Offense
11/12/2016,@ Arkansas St.,L 22 - 41,1/,nan,1,nan,nan,New Mexico St. Aggies,Defense
11/19/2016,Texas St.,W 50 - 10,1/,3,3,nan,41,New Mexico St. Aggies,Offense
11/19/2016,Texas St.,W 50 - 10,1/,1,1,nan,29,New Mexico St. Aggies,Defense
11/26/2016,Appalachian St.,L 7 - 37,1/,nan,nan,nan,nan,New Mexico St. Aggies,Offense
11/26/2016,Appalachian St.,L 7 - 37,1/,3,4/,nan,31,New Mexico St. Aggies,Defense
12/03/2016,@ South Ala.,L 28 - 35,1/,nan,nan,nan,nan,New Mexico St. Aggies,Offense
12/03/2016,@ South Ala.,L 28 - 35,1/,nan,nan,nan,nan,New Mexico St. Aggies,Defense
08/31/2013,@ Texas,L 7 - 56,1/,nan,nan,nan,nan,New Mexico St. Aggies,Offense
08/31/2013,@ Texas,L 7 - 56,1/,nan,nan,nan,nan,New Mexico St. Aggies,Defense
09/07/2013,Minnesota,L 21 - 44,1/,nan,nan,nan,nan,New Mexico St. Aggies,Offense
09/07/2013,Minnesota,L 21 - 44,1/,3,3,nan,45,New Mexico St. Aggies,Defense
09/14/2013,UTEP,L 21 - 42,1/,nan,nan,nan,nan,New Mexico St. Aggies,Offense
09/14/2013,UTEP,L 21 - 42,1/,nan,1,nan,nan,New Mexico St. Aggies,Defense
09/21/2013,@ UCLA,L 13 - 59,1/,nan,1,1/,nan,New Mexico St. Aggies,Offense
09/21/2013,@ UCLA,L 13 - 59,1/,1,1,nan,38,New Mexico St. Aggies,Defense
09/28/2013,San Diego St.,L 16 - 26,1/,1,1,nan,28,New Mexico St. Aggies,Offense
09/28/2013,San Diego St.,L 16 - 26,1/,1,2,1/,25,New Mexico St. Aggies,Defense
10/05/2013,@ New Mexico,L 17 - 66,1/,1,1,nan,38,New Mexico St. Aggies,Offense
10/05/2013,@ New Mexico,L 17 - 66,1/,1,1,nan,33,New Mexico St. Aggies,Defense
10/19/2013,Rice,L 19 - 45,1/,2,2,nan,49,New Mexico St. Aggies,Offense
10/19/2013,Rice,L 19 - 45,1/,1,1,nan,50,New Mexico St. Aggies,Defense
10/26/2013,Abilene Christian,W 34 - 29,1/,2,2,nan,32,New Mexico St. Aggies,Offense
10/26/2013,Abilene Christian,W 34 - 29,1/,1,1,nan,20,New Mexico St. Aggies,Defense
11/02/2013,@ Louisiana,L 35 - 49,1/,nan,nan,nan,nan,New Mexico St. Aggies,Offense
11/02/2013,@ Louisiana,L 35 - 49,1/,nan,nan,nan,nan,New Mexico St. Aggies,Defense
11/09/2013,Boston College,L 34 - 48,1/,2,2,nan,43,New Mexico St. Aggies,Offense
11/09/2013,Boston College,L 34 - 48,1/,2,2,nan,51,New Mexico St. Aggies,Defense
11/23/2013,@ Fla. Atlantic,L 10 - 55,1/,1,1,nan,25,New Mexico St. Aggies,Offense
11/23/2013,@ Fla. Atlantic,L 10 - 55,1/,nan,nan,nan,nan,New Mexico St. Aggies,Defense
11/30/2013,Idaho,W 24 - 16,1/,1,2,1/,36,New Mexico St. Aggies,Offense
11/30/2013,Idaho,W 24 - 16,1/,3,3,nan,27,New Mexico St. Aggies,Defense
08/28/2014,Cal Poly,W 28 - 10,1/,nan,nan,nan,nan,New Mexico St. Aggies,Offense
08/28/2014,Cal Poly,W 28 - 10,1/,1,1,nan,24,New Mexico St. Aggies,Defense
09/06/2014,@ Georgia St.,W 34 - 31,1/,2,2,nan,41,New Mexico St. Aggies,Offense
09/06/2014,@ Georgia St.,W 34 - 31,1/,1,1,nan,38,New Mexico St. Aggies,Defense
09/13/2014,@ UTEP,L 24 - 42,1/,1,2,nan,28,New Mexico St. Aggies,Offense
09/13/2014,@ UTEP,L 24 - 42,1/,nan,1,nan,nan,New Mexico St. Aggies,Defense
09/20/2014,New Mexico,L 35 - 38,1/,nan,nan,nan,nan,New Mexico St. Aggies,Offense
09/20/2014,New Mexico,L 35 - 38,1/,1,2,nan,28,New Mexico St. Aggies,Defense
09/27/2014,@ LSU,L 7 - 63,1/,nan,1,nan,nan,New Mexico St. Aggies,Offense
09/27/2014,@ LSU,L 7 - 63,1/,nan,nan,nan,nan,New Mexico St. Aggies,Defense
10/04/2014,Ga. Southern,L 28 - 36,1/,nan,nan,nan,nan,New Mexico St. Aggies,Offense
10/04/2014,Ga. Southern,L 28 - 36,1/,3,3,nan,45,New Mexico St. Aggies,Defense
10/11/2014,@ Troy,L 24 - 41,1/,1,1,nan,24,New Mexico St. Aggies,Offense
10/11/2014,@ Troy,L 24 - 41,1/,2,2,nan,41,New Mexico St. Aggies,Defense
10/18/2014,@ Idaho,L 17 - 29,1/,1,1,nan,23,New Mexico St. Aggies,Offense
10/18/2014,@ Idaho,L 17 - 29,1/,3,3,nan,33,New Mexico St. Aggies,Defense
11/01/2014,Texas St.,L 29 - 37,1/,nan,2,nan,nan,New Mexico St. Aggies,Offense
11/01/2014,Texas St.,L 29 - 37,1/,1,2,nan,36,New Mexico St. Aggies,Defense
11/08/2014,Louisiana,L 16 - 44,1/,1,2,nan,22,New Mexico St. Aggies,Offense
11/08/2014,Louisiana,L 16 - 44,1/,nan,nan,nan,nan,New Mexico St. Aggies,Defense
11/22/2014,La.-Monroe,L 17 - 30,1/,1,1,nan,32,New Mexico St. Aggies,Offense
