Year,Team,GP,G,RushNetYards,TOP,PassYards,Plays,TotOff,YdsPlay,RushingFirstDowns,PassingFirstDowns,FirstDownsbyPenalty,Penalties,PenaltiesPerGame,PenaltyYards,PenaltyYdsPerGame,TotalOffYardsG,OffenseDefense
2014-15,South Fla.,0,12,2195,383:10,2638,849,4833,5.69,114,127,17,69,5.75,622,51.83,402.75,Defensive
2015-16,South Fla.,13,13,3205,366:58,2536,893,5741,0.00,150,95,19,79,6.08,714,54.92,441.62,Offense
2015-16,South Fla.,0,13,1838,413:02,3108,944,4946,5.24,102,130,20,82,6.31,724,55.69,380.46,Defensive
2016-17,South Fla.,13,13,3709,348:35,2941,928,6650,0.00,164,121,15,83,6.38,763,58.69,511.54,Offense
2016-17,South Fla.,0,13,2554,431:25,3712,1077,6266,5.82,144,159,23,60,4.62,544,41.85,482.00,Defensive
2017-18,South Fla.,11,11,2919,341:13,2676,919,5595,0.00,155,108,19,100,9.09,932,84.73,508.64,Offense
2017-18,South Fla.,0,11,1390,318:47,2378,798,3768,4.72,79,104,27,86,7.82,702,63.82,342.55,Defensive
2013-14,South Fla.,12,12,1064,20812,2002,716,3066,0.00,48,89,17,102,8.50,861,71.75,255.50,Offense
2013-14,South Fla.,0,12,1677,22388,2532,777,4209,5.42,100,114,24,72,6.00,652,54.33,350.75,Defensive
2014-15,South Fla.,12,12,1295,20210,2361,740,3656,0.00,62,104,16,75,6.25,728,60.67,304.67,Offense
2014-15,South Fla.,0,12,2195,22990,2638,849,4833,5.69,114,127,17,69,5.75,622,51.83,402.75,Defensive
2015-16,South Fla.,13,13,3205,22018,2536,893,5741,0.00,150,95,19,79,6.08,714,54.92,441.62,Offense
2015-16,South Fla.,0,13,1838,24782,3108,944,4946,5.24,102,130,20,82,6.31,724,55.69,380.46,Defensive
2016-17,South Fla.,13,13,3709,20915,2941,928,6650,0.00,164,121,15,83,6.38,763,58.69,511.54,Offense
2016-17,South Fla.,0,13,2554,25885,3712,1077,6266,5.82,144,159,23,60,4.62,544,41.85,482.00,Defensive
2017-18,South Fla.,11,11,2919,20473,2676,919,5595,0.00,155,108,19,100,9.09,932,84.73,508.64,Offense
2017-18,South Fla.,0,11,1390,19127,2378,798,3768,4.72,79,104,27,86,7.82,702,63.82,342.55,Defensive
2013-14,South Carolina,13,13,2580,24972,3300,920,5880,0.00,134,145,12,69,5.31,543,41.77,452.31,Offense
2013-14,South Carolina,0,13,2000,21828,2550,833,4550,5.46,106,103,19,62,4.77,441,33.92,350.00,Defensive
2014-15,South Carolina,13,13,2093,24038,3671,947,5764,0.00,131,150,24,70,5.38,606,46.62,443.38,Offense
2014-15,South Carolina,0,13,2759,22762,2866,904,5625,6.22,133,138,21,80,6.15,736,56.62,432.69,Defensive
2015-16,South Carolina,12,12,1856,20512,2490,774,4346,0.00,97,107,12,60,5.00,468,39.00,362.17,Offense
2015-16,South Carolina,0,12,2609,22688,2549,856,5158,6.03,133,119,11,66,5.50,538,44.83,429.83,Defensive
2016-17,South Carolina,13,13,1747,23357,2771,877,4518,0.00,93,127,21,65,5.00,606,46.62,347.54,Offense
2016-17,South Carolina,0,13,2642,23443,2713,953,5355,5.62,144,134,20,83,83.00,730,730.00,5355.00,Defensive
2017-18,South Carolina,12,12,1527,20845,2555,744,4082,0.00,90,115,13,55,4.58,426,35.50,340.17,Offense
2017-18,South Carolina,0,12,1760,22355,2735,846,4495,5.31,99,128,21,65,5.42,486,40.50,374.58,Defensive
2013-14,South Carolina,13,13,2580,416:12,3300,920,5880,0.00,134,145,12,69,5.31,543,41.77,452.31,Offense
2013-14,South Carolina,0,13,2000,363:48,2550,833,4550,5.46,106,103,19,62,4.77,441,33.92,350.00,Defensive
2014-15,South Carolina,13,13,2093,400:38,3671,947,5764,0.00,131,150,24,70,5.38,606,46.62,443.38,Offense
2014-15,South Carolina,0,13,2759,379:22,2866,904,5625,6.22,133,138,21,80,6.15,736,56.62,432.69,Defensive
2015-16,South Carolina,12,12,1856,341:52,2490,774,4346,0.00,97,107,12,60,5.00,468,39.00,362.17,Offense
2015-16,South Carolina,0,12,2609,378:08,2549,856,5158,6.03,133,119,11,66,5.50,538,44.83,429.83,Defensive
2016-17,South Carolina,13,13,1747,389:17,2771,877,4518,0.00,93,127,21,65,5.00,606,46.62,347.54,Offense
2016-17,South Carolina,0,13,2642,390:43,2713,953,5355,5.62,144,134,20,83,83.00,730,730.00,5355.00,Defensive
2017-18,South Carolina,12,12,1527,347:25,2555,744,4082,0.00,90,115,13,55,4.58,426,35.50,340.17,Offense
2017-18,South Carolina,0,12,1760,372:35,2735,846,4495,5.31,99,128,21,65,5.42,486,40.50,374.58,Defensive
2013-14,South Carolina,13,13,2580,24972,3300,920,5880,0.00,134,145,12,69,5.31,543,41.77,452.31,Offense
2013-14,South Carolina,0,13,2000,21828,2550,833,4550,5.46,106,103,19,62,4.77,441,33.92,350.00,Defensive
2014-15,South Carolina,13,13,2093,24038,3671,947,5764,0.00,131,150,24,70,5.38,606,46.62,443.38,Offense
2014-15,South Carolina,0,13,2759,22762,2866,904,5625,6.22,133,138,21,80,6.15,736,56.62,432.69,Defensive
2015-16,South Carolina,12,12,1856,20512,2490,774,4346,0.00,97,107,12,60,5.00,468,39.00,362.17,Offense
2015-16,South Carolina,0,12,2609,22688,2549,856,5158,6.03,133,119,11,66,5.50,538,44.83,429.83,Defensive
2016-17,South Carolina,13,13,1747,23357,2771,877,4518,0.00,93,127,21,65,5.00,606,46.62,347.54,Offense
2016-17,South Carolina,0,13,2642,23443,2713,953,5355,5.62,144,134,20,83,83.00,730,730.00,5355.00,Defensive
2017-18,South Carolina,12,12,1527,20845,2555,744,4082,0.00,90,115,13,55,4.58,426,35.50,340.17,Offense
2017-18,South Carolina,0,12,1760,22355,2735,846,4495,5.31,99,128,21,65,5.42,486,40.50,374.58,Defensive
2013-14,South Carolina,13,13,2580,24972,3300,920,5880,0.00,134,145,12,69,5.31,543,41.77,452.31,Offense
2013-14,South Carolina,0,13,2000,21828,2550,833,4550,5.46,106,103,19,62,4.77,441,33.92,350.00,Defensive
2014-15,South Carolina,13,13,2093,24038,3671,947,5764,0.00,131,150,24,70,5.38,606,46.62,443.38,Offense
2014-15,South Carolina,0,13,2759,22762,2866,904,5625,6.22,133,138,21,80,6.15,736,56.62,432.69,Defensive
2015-16,South Carolina,12,12,1856,20512,2490,774,4346,0.00,97,107,12,60,5.00,468,39.00,362.17,Offense
2015-16,South Carolina,0,12,2609,22688,2549,856,5158,6.03,133,119,11,66,5.50,538,44.83,429.83,Defensive
2016-17,South Carolina,13,13,1747,23357,2771,877,4518,0.00,93,127,21,65,5.00,606,46.62,347.54,Offense
2016-17,South Carolina,0,13,2642,23443,2713,953,5355,5.62,144,134,20,83,83.00,730,730.00,5355.00,Defensive
2017-18,South Carolina,12,12,1527,20845,2555,744,4082,0.00,90,115,13,55,4.58,426,35.50,340.17,Offense
2017-18,South Carolina,0,12,1760,22355,2735,846,4495,5.31,99,128,21,65,5.42,486,40.50,374.58,Defensive
2013-14,South Ala.,12,12,2073,21838,3033,882,5106,0.00,114,131,20,64,5.33,549,45.75,425.50,Offense
2013-14,South Ala.,0,12,1916,21362,2695,820,4611,5.62,112,112,13,83,6.92,684,57.00,384.25,Defensive
2014-15,South Ala.,13,13,2327,23677,2561,949,4888,0.00,129,123,20,81,6.23,717,55.15,376.00,Offense
2014-15,South Ala.,0,13,2419,23123,2767,927,5186,5.59,127,111,30,79,6.08,730,56.15,398.92,Defensive
2015-16,South Ala.,12,12,1928,20436,2394,833,4322,0.00,101,97,19,81,6.75,693,57.75,360.17,Offense
2015-16,South Ala.,0,12,2652,22764,2340,830,4992,6.01,118,113,16,76,6.33,736,61.33,416.00,Defensive
2016-17,South Ala.,13,13,1893,23014,3169,884,5062,0.00,100,138,13,99,7.62,862,66.31,389.38,Offense
2016-17,South Ala.,0,13,2798,23786,2270,900,5068,5.63,142,108,26,74,74.00,611,611.00,5068.00,Defensive
2017-18,South Ala.,12,12,1167,21316,2845,786,4012,0.00,69,131,13,73,6.08,679,56.58,334.33,Offense
2017-18,South Ala.,0,12,1822,21884,3191,852,5013,5.88,98,139,21,66,5.50,479,39.92,417.75,Defensive
2013-14,South Ala.,12,12,2073,21838,3033,882,5106,0.00,114,131,20,64,5.33,549,45.75,425.50,Offense
2013-14,South Ala.,0,12,1916,21362,2695,820,4611,5.62,112,112,13,83,6.92,684,57.00,384.25,Defensive
2014-15,South Ala.,13,13,2327,23677,2561,949,4888,0.00,129,123,20,81,6.23,717,55.15,376.00,Offense
2014-15,South Ala.,0,13,2419,23123,2767,927,5186,5.59,127,111,30,79,6.08,730,56.15,398.92,Defensive
2015-16,South Ala.,12,12,1928,20436,2394,833,4322,0.00,101,97,19,81,6.75,693,57.75,360.17,Offense
2015-16,South Ala.,0,12,2652,22764,2340,830,4992,6.01,118,113,16,76,6.33,736,61.33,416.00,Defensive
2016-17,South Ala.,13,13,1893,23014,3169,884,5062,0.00,100,138,13,99,7.62,862,66.31,389.38,Offense
2016-17,South Ala.,0,13,2798,23786,2270,900,5068,5.63,142,108,26,74,74.00,611,611.00,5068.00,Defensive
2017-18,South Ala.,12,12,1167,21316,2845,786,4012,0.00,69,131,13,73,6.08,679,56.58,334.33,Offense
2017-18,South Ala.,0,12,1822,21884,3191,852,5013,5.88,98,139,21,66,5.50,479,39.92,417.75,Defensive
2013-14,South Ala.,12,12,2073,363:58,3033,882,5106,0.00,114,131,20,64,5.33,549,45.75,425.50,Offense
2013-14,South Ala.,0,12,1916,356:02,2695,820,4611,5.62,112,112,13,83,6.92,684,57.00,384.25,Defensive
2014-15,South Ala.,13,13,2327,394:37,2561,949,4888,0.00,129,123,20,81,6.23,717,55.15,376.00,Offense
2014-15,South Ala.,0,13,2419,385:23,2767,927,5186,5.59,127,111,30,79,6.08,730,56.15,398.92,Defensive
2015-16,South Ala.,12,12,1928,340:36,2394,833,4322,0.00,101,97,19,81,6.75,693,57.75,360.17,Offense
2015-16,South Ala.,0,12,2652,379:24,2340,830,4992,6.01,118,113,16,76,6.33,736,61.33,416.00,Defensive
2016-17,South Ala.,13,13,1893,383:34,3169,884,5062,0.00,100,138,13,99,7.62,862,66.31,389.38,Offense
2016-17,South Ala.,0,13,2798,396:26,2270,900,5068,5.63,142,108,26,74,74.00,611,611.00,5068.00,Defensive
2017-18,South Ala.,12,12,1167,355:16,2845,786,4012,0.00,69,131,13,73,6.08,679,56.58,334.33,Offense
2017-18,South Ala.,0,12,1822,364:44,3191,852,5013,5.88,98,139,21,66,5.50,479,39.92,417.75,Defensive
2013-14,South Ala.,12,12,2073,21838,3033,882,5106,0.00,114,131,20,64,5.33,549,45.75,425.50,Offense
2013-14,South Ala.,0,12,1916,21362,2695,820,4611,5.62,112,112,13,83,6.92,684,57.00,384.25,Defensive
2014-15,South Ala.,13,13,2327,23677,2561,949,4888,0.00,129,123,20,81,6.23,717,55.15,376.00,Offense
2014-15,South Ala.,0,13,2419,23123,2767,927,5186,5.59,127,111,30,79,6.08,730,56.15,398.92,Defensive
2015-16,South Ala.,12,12,1928,20436,2394,833,4322,0.00,101,97,19,81,6.75,693,57.75,360.17,Offense
2015-16,South Ala.,0,12,2652,22764,2340,830,4992,6.01,118,113,16,76,6.33,736,61.33,416.00,Defensive
2016-17,South Ala.,13,13,1893,23014,3169,884,5062,0.00,100,138,13,99,7.62,862,66.31,389.38,Offense
2016-17,South Ala.,0,13,2798,23786,2270,900,5068,5.63,142,108,26,74,74.00,611,611.00,5068.00,Defensive
2017-18,South Ala.,12,12,1167,21316,2845,786,4012,0.00,69,131,13,73,6.08,679,56.58,334.33,Offense
2017-18,South Ala.,0,12,1822,21884,3191,852,5013,5.88,98,139,21,66,5.50,479,39.92,417.75,Defensive
2013-14,San Jose St.,12,12,1648,22056,4271,928,5919,0.00,105,172,18,61,5.08,561,46.75,493.25,Offense
2013-14,San Jose St.,0,12,2540,21144,2971,898,5511,6.14,142,134,17,56,4.67,516,43.00,459.25,Defensive
2014-15,San Jose St.,12,12,1696,22619,3038,904,4734,0.00,97,143,14,52,4.33,439,36.58,394.50,Offense
2014-15,San Jose St.,0,12,2873,20581,1414,777,4287,5.52,145,64,10,59,4.92,456,38.00,357.25,Defensive
2015-16,San Jose St.,13,13,2378,25837,2882,922,5260,0.00,127,139,17,57,4.38,464,35.69,404.62,Offense
2015-16,San Jose St.,0,13,2610,20963,2051,832,4661,5.60,134,95,12,60,4.62,553,42.54,358.54,Defensive
2016-17,San Jose St.,12,12,1869,22167,2665,851,4534,0.00,109,123,20,52,4.33,439,36.58,377.83,Offense
2016-17,San Jose St.,0,12,2960,21033,2263,806,5223,6.48,148,89,16,66,5.50,628,52.33,435.25,Defensive
2017-18,San Jose St.,13,13,1561,19342,2574,898,4135,0.00,94,110,20,85,6.54,694,53.38,318.08,Offense
2017-18,San Jose St.,0,13,3710,27458,2781,1045,6491,6.21,172,124,17,82,6.31,694,53.38,499.31,Defensive
2013-14,San Jose St.,12,12,1648,22056,4271,928,5919,0.00,105,172,18,61,5.08,561,46.75,493.25,Offense
2013-14,San Jose St.,0,12,2540,21144,2971,898,5511,6.14,142,134,17,56,4.67,516,43.00,459.25,Defensive
2014-15,San Jose St.,12,12,1696,22619,3038,904,4734,0.00,97,143,14,52,4.33,439,36.58,394.50,Offense
2014-15,San Jose St.,0,12,2873,20581,1414,777,4287,5.52,145,64,10,59,4.92,456,38.00,357.25,Defensive
2015-16,San Jose St.,13,13,2378,25837,2882,922,5260,0.00,127,139,17,57,4.38,464,35.69,404.62,Offense
2015-16,San Jose St.,0,13,2610,20963,2051,832,4661,5.60,134,95,12,60,4.62,553,42.54,358.54,Defensive
2016-17,San Jose St.,12,12,1869,22167,2665,851,4534,0.00,109,123,20,52,4.33,439,36.58,377.83,Offense
2016-17,San Jose St.,0,12,2960,21033,2263,806,5223,6.48,148,89,16,66,5.50,628,52.33,435.25,Defensive
2017-18,San Jose St.,13,13,1561,19342,2574,898,4135,0.00,94,110,20,85,6.54,694,53.38,318.08,Offense
2017-18,San Jose St.,0,13,3710,27458,2781,1045,6491,6.21,172,124,17,82,6.31,694,53.38,499.31,Defensive
2013-14,San Jose St.,12,12,1648,367:36,4271,928,5919,0.00,105,172,18,61,5.08,561,46.75,493.25,Offense
2013-14,San Jose St.,0,12,2540,352:24,2971,898,5511,6.14,142,134,17,56,4.67,516,43.00,459.25,Defensive
2014-15,San Jose St.,12,12,1696,376:59,3038,904,4734,0.00,97,143,14,52,4.33,439,36.58,394.50,Offense
2014-15,San Jose St.,0,12,2873,343:01,1414,777,4287,5.52,145,64,10,59,4.92,456,38.00,357.25,Defensive
2015-16,San Jose St.,13,13,2378,430:37,2882,922,5260,0.00,127,139,17,57,4.38,464,35.69,404.62,Offense
2015-16,San Jose St.,0,13,2610,349:23,2051,832,4661,5.60,134,95,12,60,4.62,553,42.54,358.54,Defensive
2016-17,San Jose St.,12,12,1869,369:27,2665,851,4534,0.00,109,123,20,52,4.33,439,36.58,377.83,Offense
2016-17,San Jose St.,0,12,2960,350:33,2263,806,5223,6.48,148,89,16,66,5.50,628,52.33,435.25,Defensive
2017-18,San Jose St.,13,13,1561,322:22,2574,898,4135,0.00,94,110,20,85,6.54,694,53.38,318.08,Offense
2017-18,San Jose St.,0,13,3710,457:38,2781,1045,6491,6.21,172,124,17,82,6.31,694,53.38,499.31,Defensive
2013-14,Temple,12,12,1792,341:47,2996,840,4788,0.00,117,117,15,77,6.42,641,53.42,399.00,Offense
2013-14,Temple,0,12,2100,378:13,3583,888,5683,6.40,107,152,27,90,7.50,802,66.83,473.58,Defensive
2014-15,Temple,12,12,1293,321:32,2408,772,3701,0.00,74,93,15,78,6.50,653,54.42,274.92,Offense
2014-15,Temple,0,12,1922,398:28,2243,876,4165,4.75,111,101,21,74,6.17,721,60.08,290.17,Defensive
2015-16,Temple,14,14,2096,461:00,3038,956,5134,0.00,104,136,32,81,5.79,773,55.21,366.71,Offense
2015-16,Temple,0,14,1790,379:00,2928,937,4718,5.04,83,131,25,104,7.43,978,69.86,337.00,Defensive
2016-17,Temple,14,14,2466,469:35,3324,967,5790,0.00,139,136,23,75,5.36,604,43.14,390.43,Offense
2016-17,Temple,0,14,1825,370:25,2130,852,3955,4.64,101,96,18,81,5.79,664,47.43,253.71,Defensive
2017-18,Temple,12,12,1632,365:09,3019,845,4651,0.00,82,141,20,91,7.58,816,68.00,387.58,Offense
2017-18,Temple,0,12,2182,354:51,2520,845,4702,5.56,114,106,27,86,7.17,760,63.33,391.83,Defensive
2013-14,TCU,12,12,1423,21877,2715,822,4138,0.00,80,112,21,79,6.58,649,54.08,344.83,Offense
2013-14,TCU,0,12,1570,21323,2707,886,4277,4.83,87,114,21,81,6.75,676,56.33,356.42,Defensive
2014-15,TCU,13,13,2689,23886,4240,1038,6929,0.00,139,173,19,82,6.31,752,57.85,533.00,Offense
2014-15,TCU,0,13,1414,22914,3029,953,4443,4.66,86,119,13,71,5.46,650,50.00,341.77,Defensive
2015-16,TCU,13,13,2800,24464,4517,1078,7317,0.00,145,190,23,94,7.23,922,70.92,562.85,Offense
2015-16,TCU,0,13,2374,22336,2805,1004,5179,5.16,125,113,35,74,5.69,684,52.62,398.38,Defensive
2016-17,TCU,13,13,2535,21922,3486,991,6021,0.00,125,150,21,88,6.77,797,61.31,463.15,Offense
2016-17,TCU,0,13,2416,24878,3106,1006,5522,5.49,130,128,16,77,5.92,627,48.23,424.77,Defensive
2017-18,TCU,13,13,2291,24159,3090,896,5381,0.00,125,130,22,88,6.77,746,57.38,413.92,Offense
2017-18,TCU,0,13,1298,22641,2973,855,4271,5.00,70,120,26,64,4.92,581,44.69,328.54,Defensive
2013-14,TCU,12,12,1423,364:37,2715,822,4138,0.00,80,112,21,79,6.58,649,54.08,344.83,Offense
2013-14,TCU,0,12,1570,355:23,2707,886,4277,4.83,87,114,21,81,6.75,676,56.33,356.42,Defensive
2014-15,TCU,13,13,2689,398:06,4240,1038,6929,0.00,139,173,19,82,6.31,752,57.85,533.00,Offense
2014-15,TCU,0,13,1414,381:54,3029,953,4443,4.66,86,119,13,71,5.46,650,50.00,341.77,Defensive
2015-16,TCU,13,13,2800,407:44,4517,1078,7317,0.00,145,190,23,94,7.23,922,70.92,562.85,Offense
2015-16,TCU,0,13,2374,372:16,2805,1004,5179,5.16,125,113,35,74,5.69,684,52.62,398.38,Defensive
2016-17,TCU,13,13,2535,365:22,3486,991,6021,0.00,125,150,21,88,6.77,797,61.31,463.15,Offense
2016-17,TCU,0,13,2416,414:38,3106,1006,5522,5.49,130,128,16,77,5.92,627,48.23,424.77,Defensive
2017-18,TCU,13,13,2291,402:39,3090,896,5381,0.00,125,130,22,88,6.77,746,57.38,413.92,Offense
2017-18,TCU,0,13,1298,377:21,2973,855,4271,5.00,70,120,26,64,4.92,581,44.69,328.54,Defensive
2013-14,TCU,12,12,1423,21877,2715,822,4138,0.00,80,112,21,79,6.58,649,54.08,344.83,Offense
2013-14,TCU,0,12,1570,21323,2707,886,4277,4.83,87,114,21,81,6.75,676,56.33,356.42,Defensive
2014-15,TCU,13,13,2689,23886,4240,1038,6929,0.00,139,173,19,82,6.31,752,57.85,533.00,Offense
2014-15,TCU,0,13,1414,22914,3029,953,4443,4.66,86,119,13,71,5.46,650,50.00,341.77,Defensive
2015-16,TCU,13,13,2800,24464,4517,1078,7317,0.00,145,190,23,94,7.23,922,70.92,562.85,Offense
2015-16,TCU,0,13,2374,22336,2805,1004,5179,5.16,125,113,35,74,5.69,684,52.62,398.38,Defensive
2016-17,TCU,13,13,2535,21922,3486,991,6021,0.00,125,150,21,88,6.77,797,61.31,463.15,Offense
2016-17,TCU,0,13,2416,24878,3106,1006,5522,5.49,130,128,16,77,5.92,627,48.23,424.77,Defensive
2017-18,TCU,13,13,2291,24159,3090,896,5381,0.00,125,130,22,88,6.77,746,57.38,413.92,Offense
2017-18,TCU,0,13,1298,22641,2973,855,4271,5.00,70,120,26,64,4.92,581,44.69,328.54,Defensive
2013-14,TCU,12,12,1423,21877,2715,822,4138,0.00,80,112,21,79,6.58,649,54.08,344.83,Offense
2013-14,TCU,0,12,1570,21323,2707,886,4277,4.83,87,114,21,81,6.75,676,56.33,356.42,Defensive
2014-15,TCU,13,13,2689,23886,4240,1038,6929,0.00,139,173,19,82,6.31,752,57.85,533.00,Offense
2014-15,TCU,0,13,1414,22914,3029,953,4443,4.66,86,119,13,71,5.46,650,50.00,341.77,Defensive
2015-16,TCU,13,13,2800,24464,4517,1078,7317,0.00,145,190,23,94,7.23,922,70.92,562.85,Offense
2015-16,TCU,0,13,2374,22336,2805,1004,5179,5.16,125,113,35,74,5.69,684,52.62,398.38,Defensive
2016-17,TCU,13,13,2535,21922,3486,991,6021,0.00,125,150,21,88,6.77,797,61.31,463.15,Offense
2016-17,TCU,0,13,2416,24878,3106,1006,5522,5.49,130,128,16,77,5.92,627,48.23,424.77,Defensive
2017-18,TCU,13,13,2291,24159,3090,896,5381,0.00,125,130,22,88,6.77,746,57.38,413.92,Offense
2017-18,TCU,0,13,1298,22641,2973,855,4271,5.00,70,120,26,64,4.92,581,44.69,328.54,Defensive
2013-14,Syracuse,13,13,2533,395:36,2366,958,4899,0.00,121,118,12,99,7.62,804,61.85,376.85,Offense
2013-14,Syracuse,0,13,1786,384:24,2987,897,4773,5.32,98,122,23,56,4.31,437,33.62,367.15,Defensive
2014-15,Syracuse,12,12,1750,320:13,2209,807,3959,0.00,92,93,17,86,7.17,717,59.75,318.58,Offense
2014-15,Syracuse,0,12,1671,399:47,2519,838,4190,5.00,100,120,20,79,79.00,672,672.00,3888.00,Defensive
2015-16,Syracuse,12,12,1958,351:34,1881,751,3839,0.00,99,80,25,64,5.33,577,48.08,319.92,Offense
2015-16,Syracuse,0,12,2182,368:26,3080,847,5262,6.21,117,130,11,99,8.25,926,77.17,438.50,Defensive
2016-17,Syracuse,12,12,1435,344:21,3855,971,5290,0.00,79,163,26,96,8.00,729,60.75,440.83,Offense
2016-17,Syracuse,0,12,2700,375:39,3313,870,6013,6.91,121,139,15,64,64.00,614,614.00,6013.00,Defensive
2017-18,Syracuse,12,12,1938,361:53,3538,1027,5476,0.00,108,157,28,74,6.17,593,49.42,456.33,Offense
2017-18,Syracuse,0,12,2360,358:07,2968,832,5328,6.40,109,122,17,79,6.58,715,59.58,444.00,Defensive
2013-14,Syracuse,13,13,2533,23736,2366,958,4899,0.00,121,118,12,99,7.62,804,61.85,376.85,Offense
2013-14,Syracuse,0,13,1786,23064,2987,897,4773,5.32,98,122,23,56,4.31,437,33.62,367.15,Defensive
2014-15,Syracuse,12,12,1750,19213,2209,807,3959,0.00,92,93,17,86,7.17,717,59.75,318.58,Offense
2014-15,Syracuse,0,12,1671,23987,2519,838,4190,5.00,100,120,20,79,79.00,672,672.00,3888.00,Defensive
2015-16,Syracuse,12,12,1958,21094,1881,751,3839,0.00,99,80,25,64,5.33,577,48.08,319.92,Offense
2015-16,Syracuse,0,12,2182,22106,3080,847,5262,6.21,117,130,11,99,8.25,926,77.17,438.50,Defensive
2016-17,Syracuse,12,12,1435,20661,3855,971,5290,0.00,79,163,26,96,8.00,729,60.75,440.83,Offense
2016-17,Syracuse,0,12,2700,22539,3313,870,6013,6.91,121,139,15,64,64.00,614,614.00,6013.00,Defensive
2017-18,Syracuse,12,12,1938,21713,3538,1027,5476,0.00,108,157,28,74,6.17,593,49.42,456.33,Offense
2017-18,Syracuse,0,12,2360,21487,2968,832,5328,6.40,109,122,17,79,6.58,715,59.58,444.00,Defensive
2013-14,Syracuse,13,13,2533,23736,2366,958,4899,0.00,121,118,12,99,7.62,804,61.85,376.85,Offense
2013-14,Syracuse,0,13,1786,23064,2987,897,4773,5.32,98,122,23,56,4.31,437,33.62,367.15,Defensive
2014-15,Syracuse,12,12,1750,19213,2209,807,3959,0.00,92,93,17,86,7.17,717,59.75,318.58,Offense
2014-15,Syracuse,0,12,1671,23987,2519,838,4190,5.00,100,120,20,79,79.00,672,672.00,3888.00,Defensive
2015-16,Syracuse,12,12,1958,21094,1881,751,3839,0.00,99,80,25,64,5.33,577,48.08,319.92,Offense
2015-16,Syracuse,0,12,2182,22106,3080,847,5262,6.21,117,130,11,99,8.25,926,77.17,438.50,Defensive
2016-17,Syracuse,12,12,1435,20661,3855,971,5290,0.00,79,163,26,96,8.00,729,60.75,440.83,Offense
2016-17,Syracuse,0,12,2700,22539,3313,870,6013,6.91,121,139,15,64,64.00,614,614.00,6013.00,Defensive
2017-18,Syracuse,12,12,1938,21713,3538,1027,5476,0.00,108,157,28,74,6.17,593,49.42,456.33,Offense
2017-18,Syracuse,0,12,2360,21487,2968,832,5328,6.40,109,122,17,79,6.58,715,59.58,444.00,Defensive
2013-14,Syracuse,13,13,2533,23736,2366,958,4899,0.00,121,118,12,99,7.62,804,61.85,376.85,Offense
2013-14,Syracuse,0,13,1786,23064,2987,897,4773,5.32,98,122,23,56,4.31,437,33.62,367.15,Defensive
2014-15,Syracuse,12,12,1750,19213,2209,807,3959,0.00,92,93,17,86,7.17,717,59.75,318.58,Offense
2014-15,Syracuse,0,12,1671,23987,2519,838,4190,5.00,100,120,20,79,79.00,672,672.00,3888.00,Defensive
2015-16,Syracuse,12,12,1958,21094,1881,751,3839,0.00,99,80,25,64,5.33,577,48.08,319.92,Offense
2015-16,Syracuse,0,12,2182,22106,3080,847,5262,6.21,117,130,11,99,8.25,926,77.17,438.50,Defensive
2016-17,Syracuse,12,12,1435,20661,3855,971,5290,0.00,79,163,26,96,8.00,729,60.75,440.83,Offense
2016-17,Syracuse,0,12,2700,22539,3313,870,6013,6.91,121,139,15,64,64.00,614,614.00,6013.00,Defensive
2017-18,Syracuse,12,12,1938,21713,3538,1027,5476,0.00,108,157,28,74,6.17,593,49.42,456.33,Offense
2017-18,Syracuse,0,12,2360,21487,2968,832,5328,6.40,109,122,17,79,6.58,715,59.58,444.00,Defensive
2013-14,Stanford,14,14,2904,26679,2771,895,5675,0.00,135,109,19,74,5.29,620,44.29,405.36,Offense
2013-14,Stanford,0,14,1251,23721,3553,989,4804,4.86,98,154,28,75,5.36,652,46.57,343.14,Defensive
2014-15,Stanford,13,13,2064,25126,2988,858,5052,0.00,95,149,22,75,5.77,630,48.46,360.54,Offense
2014-15,Stanford,0,13,1358,21674,2313,873,3671,4.21,84,117,18,81,6.23,699,53.77,268.62,Defensive
2015-16,Stanford,14,14,3132,29232,2965,928,6097,0.00,155,129,27,78,5.57,648,46.29,435.50,Offense
2015-16,Stanford,0,14,1958,21168,3198,926,5156,5.57,106,145,16,80,5.71,742,53.00,368.29,Defensive
2016-17,Stanford,13,13,2716,25569,2056,827,4772,0.00,123,98,15,85,6.54,707,54.38,324.38,Offense
2016-17,Stanford,0,13,1878,21231,2907,894,4785,5.35,105,129,19,87,6.69,757,58.23,330.92,Defensive
2017-18,Stanford,13,13,2676,23442,2396,782,5072,0.00,101,103,27,78,6.00,647,49.77,390.15,Offense
2017-18,Stanford,0,13,2219,23358,2965,882,5184,5.88,120,130,22,92,7.08,862,66.31,398.77,Defensive
2013-14,Stanford,14,14,2904,26679,2771,895,5675,0.00,135,109,19,74,5.29,620,44.29,405.36,Offense
2013-14,Stanford,0,14,1251,23721,3553,989,4804,4.86,98,154,28,75,5.36,652,46.57,343.14,Defensive
2014-15,Stanford,13,13,2064,25126,2988,858,5052,0.00,95,149,22,75,5.77,630,48.46,360.54,Offense
2014-15,Stanford,0,13,1358,21674,2313,873,3671,4.21,84,117,18,81,6.23,699,53.77,268.62,Defensive
2015-16,Stanford,14,14,3132,29232,2965,928,6097,0.00,155,129,27,78,5.57,648,46.29,435.50,Offense
