Year,Team,GP,G,RushNetYards,TOP,PassYards,Plays,TotOff,YdsPlay,RushingFirstDowns,PassingFirstDowns,FirstDownsbyPenalty,Penalties,PenaltiesPerGame,PenaltyYards,PenaltyYdsPerGame,TotalOffYardsG,OffenseDefense
2016-17,Colorado St.,0,13,2782,23942,2668,892,5450,6.11,131,121,17,79,79.00,629,629.00,2587.00,Defensive
2017-18,Colorado St.,12,12,2533,22982,3479,894,6012,0.00,128,159,18,78,6.50,726,60.50,501.00,Offense
2017-18,Colorado St.,0,12,2193,20218,2917,827,5110,6.18,110,125,24,62,5.17,526,43.83,425.83,Defensive
2013-14,Colorado St.,14,14,2861,25895,3730,1051,6591,0.00,156,151,14,76,5.43,676,48.29,470.79,Offense
2013-14,Colorado St.,0,14,1968,24505,3860,1012,5828,5.76,95,169,27,66,4.71,534,38.14,416.29,Defensive
2014-15,Colorado St.,13,13,2071,22747,4181,882,6252,0.00,105,176,18,72,5.54,700,53.85,412.31,Offense
2014-15,Colorado St.,0,13,2610,24053,2915,962,5525,5.74,131,138,24,59,4.54,560,43.08,341.62,Defensive
2015-16,Colorado St.,13,13,2571,23620,2965,926,5536,0.00,136,142,23,97,7.46,898,69.08,384.77,Offense
2015-16,Colorado St.,0,13,2773,23180,2309,877,5082,5.79,128,102,26,83,6.38,732,56.31,351.92,Defensive
2016-17,Colorado St.,13,13,2831,22858,3181,900,6012,0.00,144,130,18,79,6.08,704,54.15,193.08,Offense
2016-17,Colorado St.,0,13,2782,23942,2668,892,5450,6.11,131,121,17,79,79.00,629,629.00,2587.00,Defensive
2017-18,Colorado St.,12,12,2533,22982,3479,894,6012,0.00,128,159,18,78,6.50,726,60.50,501.00,Offense
2017-18,Colorado St.,0,12,2193,20218,2917,827,5110,6.18,110,125,24,62,5.17,526,43.83,425.83,Defensive
2013-14,Colorado St.,14,14,2861,431:35,3730,1051,6591,0.00,156,151,14,76,5.43,676,48.29,470.79,Offense
2013-14,Colorado St.,0,14,1968,408:25,3860,1012,5828,5.76,95,169,27,66,4.71,534,38.14,416.29,Defensive
2014-15,Colorado St.,13,13,2071,379:07,4181,882,6252,0.00,105,176,18,72,5.54,700,53.85,412.31,Offense
2014-15,Colorado St.,0,13,2610,400:53,2915,962,5525,5.74,131,138,24,59,4.54,560,43.08,341.62,Defensive
2015-16,Colorado St.,13,13,2571,393:40,2965,926,5536,0.00,136,142,23,97,7.46,898,69.08,384.77,Offense
2015-16,Colorado St.,0,13,2773,386:20,2309,877,5082,5.79,128,102,26,83,6.38,732,56.31,351.92,Defensive
2016-17,Colorado St.,13,13,2831,380:58,3181,900,6012,0.00,144,130,18,79,6.08,704,54.15,193.08,Offense
2016-17,Colorado St.,0,13,2782,399:02,2668,892,5450,6.11,131,121,17,79,79.00,629,629.00,2587.00,Defensive
2017-18,Colorado St.,12,12,2533,383:02,3479,894,6012,0.00,128,159,18,78,6.50,726,60.50,501.00,Offense
2017-18,Colorado St.,0,12,2193,336:58,2917,827,5110,6.18,110,125,24,62,5.17,526,43.83,425.83,Defensive
2013-14,Fresno St.,13,13,1989,22127,5133,1088,7122,0.00,119,220,31,68,5.23,682,52.46,547.85,Offense
2013-14,Fresno St.,0,13,1926,24673,3674,992,5600,5.65,94,156,16,88,6.77,790,60.77,430.77,Defensive
2014-15,Fresno St.,14,14,2553,24126,3132,1096,5685,0.00,126,139,31,59,4.21,546,39.00,406.07,Offense
2014-15,Fresno St.,0,14,2827,26274,3557,1018,6384,6.27,127,138,14,109,109.00,905,905.00,6384.00,Defensive
2015-16,Fresno St.,12,12,1642,19588,2140,826,3782,0.00,90,97,20,59,4.92,471,39.25,315.17,Offense
2015-16,Fresno St.,0,12,2816,23612,2538,894,5354,5.99,139,117,11,67,5.58,626,52.17,446.17,Defensive
2016-17,Fresno St.,12,12,1394,20744,2557,845,3951,0.00,83,102,21,76,6.33,669,55.75,309.92,Offense
2016-17,Fresno St.,0,12,2969,22456,2012,871,4981,5.72,167,80,14,69,69.00,624,624.00,4487.00,Defensive
2017-18,Fresno St.,13,13,2039,24278,2989,864,5028,0.00,115,116,13,67,5.15,558,42.92,339.62,Offense
2017-18,Fresno St.,0,13,1516,22522,2631,851,4147,4.87,89,119,14,66,5.08,523,40.23,309.38,Defensive
2013-14,Fresno St.,13,13,1989,22127,5133,1088,7122,0.00,119,220,31,68,5.23,682,52.46,547.85,Offense
2013-14,Fresno St.,0,13,1926,24673,3674,992,5600,5.65,94,156,16,88,6.77,790,60.77,430.77,Defensive
2014-15,Fresno St.,14,14,2553,24126,3132,1096,5685,0.00,126,139,31,59,4.21,546,39.00,406.07,Offense
2014-15,Fresno St.,0,14,2827,26274,3557,1018,6384,6.27,127,138,14,109,109.00,905,905.00,6384.00,Defensive
2015-16,Fresno St.,12,12,1642,19588,2140,826,3782,0.00,90,97,20,59,4.92,471,39.25,315.17,Offense
2015-16,Fresno St.,0,12,2816,23612,2538,894,5354,5.99,139,117,11,67,5.58,626,52.17,446.17,Defensive
2016-17,Fresno St.,12,12,1394,20744,2557,845,3951,0.00,83,102,21,76,6.33,669,55.75,309.92,Offense
2016-17,Fresno St.,0,12,2969,22456,2012,871,4981,5.72,167,80,14,69,69.00,624,624.00,4487.00,Defensive
2017-18,Fresno St.,13,13,2039,24278,2989,864,5028,0.00,115,116,13,67,5.15,558,42.92,339.62,Offense
2017-18,Fresno St.,0,13,1516,22522,2631,851,4147,4.87,89,119,14,66,5.08,523,40.23,309.38,Defensive
2013-14,Fresno St.,13,13,1989,368:47,5133,1088,7122,0.00,119,220,31,68,5.23,682,52.46,547.85,Offense
2013-14,Fresno St.,0,13,1926,411:13,3674,992,5600,5.65,94,156,16,88,6.77,790,60.77,430.77,Defensive
2014-15,Fresno St.,14,14,2553,402:06,3132,1096,5685,0.00,126,139,31,59,4.21,546,39.00,406.07,Offense
2014-15,Fresno St.,0,14,2827,437:54,3557,1018,6384,6.27,127,138,14,109,109.00,905,905.00,6384.00,Defensive
2015-16,Fresno St.,12,12,1642,326:28,2140,826,3782,0.00,90,97,20,59,4.92,471,39.25,315.17,Offense
2015-16,Fresno St.,0,12,2816,393:32,2538,894,5354,5.99,139,117,11,67,5.58,626,52.17,446.17,Defensive
2016-17,Fresno St.,12,12,1394,345:44,2557,845,3951,0.00,83,102,21,76,6.33,669,55.75,309.92,Offense
2016-17,Fresno St.,0,12,2969,374:16,2012,871,4981,5.72,167,80,14,69,69.00,624,624.00,4487.00,Defensive
2017-18,Fresno St.,13,13,2039,404:38,2989,864,5028,0.00,115,116,13,67,5.15,558,42.92,339.62,Offense
2017-18,Fresno St.,0,13,1516,375:22,2631,851,4147,4.87,89,119,14,66,5.08,523,40.23,309.38,Defensive
2013-14,Fresno St.,13,13,1989,22127,5133,1088,7122,0.00,119,220,31,68,5.23,682,52.46,547.85,Offense
2013-14,Fresno St.,0,13,1926,24673,3674,992,5600,5.65,94,156,16,88,6.77,790,60.77,430.77,Defensive
2014-15,Fresno St.,14,14,2553,24126,3132,1096,5685,0.00,126,139,31,59,4.21,546,39.00,406.07,Offense
2014-15,Fresno St.,0,14,2827,26274,3557,1018,6384,6.27,127,138,14,109,109.00,905,905.00,6384.00,Defensive
2015-16,Fresno St.,12,12,1642,19588,2140,826,3782,0.00,90,97,20,59,4.92,471,39.25,315.17,Offense
2015-16,Fresno St.,0,12,2816,23612,2538,894,5354,5.99,139,117,11,67,5.58,626,52.17,446.17,Defensive
2016-17,Fresno St.,12,12,1394,20744,2557,845,3951,0.00,83,102,21,76,6.33,669,55.75,309.92,Offense
2016-17,Fresno St.,0,12,2969,22456,2012,871,4981,5.72,167,80,14,69,69.00,624,624.00,4487.00,Defensive
2017-18,Fresno St.,13,13,2039,24278,2989,864,5028,0.00,115,116,13,67,5.15,558,42.92,339.62,Offense
2017-18,Fresno St.,0,13,1516,22522,2631,851,4147,4.87,89,119,14,66,5.08,523,40.23,309.38,Defensive
2013-14,Florida St.,14,14,2844,24696,4423,947,7267,0.00,139,194,24,79,5.64,694,49.57,519.07,Offense
2013-14,Florida St.,0,14,1747,25704,2193,963,3940,4.09,101,110,21,71,5.07,643,45.93,281.43,Defensive
2014-15,Florida St.,14,14,1933,24313,4246,967,6179,0.00,111,187,24,87,6.21,668,47.71,441.36,Offense
2014-15,Florida St.,0,14,2382,26087,3175,1008,5557,5.51,146,131,18,77,5.50,685,48.93,396.93,Defensive
2015-16,Florida St.,13,13,2187,22944,3325,844,5512,0.00,107,141,20,89,6.85,702,54.00,407.31,Offense
2015-16,Florida St.,0,13,1889,23856,2491,936,4380,4.68,107,122,17,74,5.69,631,48.54,321.92,Defensive
2016-17,Florida St.,13,13,2630,25680,3433,939,6063,0.00,149,143,29,100,7.69,948,72.92,466.38,Offense
2016-17,Florida St.,0,13,1664,21120,2874,861,4538,5.27,89,125,31,86,86.00,768,768.00,4538.00,Defensive
2017-18,Florida St.,12,12,1810,21807,2313,734,4123,0.00,100,96,13,72,6.00,639,53.25,343.58,Offense
2017-18,Florida St.,0,12,1632,21393,2412,851,4044,4.75,86,113,15,53,4.42,466,38.83,337.00,Defensive
2013-14,Florida St.,14,14,2844,24696,4423,947,7267,0.00,139,194,24,79,5.64,694,49.57,519.07,Offense
2013-14,Florida St.,0,14,1747,25704,2193,963,3940,4.09,101,110,21,71,5.07,643,45.93,281.43,Defensive
2014-15,Florida St.,14,14,1933,24313,4246,967,6179,0.00,111,187,24,87,6.21,668,47.71,441.36,Offense
2014-15,Florida St.,0,14,2382,26087,3175,1008,5557,5.51,146,131,18,77,5.50,685,48.93,396.93,Defensive
2015-16,Florida St.,13,13,2187,22944,3325,844,5512,0.00,107,141,20,89,6.85,702,54.00,407.31,Offense
2015-16,Florida St.,0,13,1889,23856,2491,936,4380,4.68,107,122,17,74,5.69,631,48.54,321.92,Defensive
2016-17,Florida St.,13,13,2630,25680,3433,939,6063,0.00,149,143,29,100,7.69,948,72.92,466.38,Offense
2016-17,Florida St.,0,13,1664,21120,2874,861,4538,5.27,89,125,31,86,86.00,768,768.00,4538.00,Defensive
2017-18,Florida St.,12,12,1810,21807,2313,734,4123,0.00,100,96,13,72,6.00,639,53.25,343.58,Offense
2017-18,Florida St.,0,12,1632,21393,2412,851,4044,4.75,86,113,15,53,4.42,466,38.83,337.00,Defensive
2013-14,Florida St.,14,14,2844,411:36,4423,947,7267,0.00,139,194,24,79,5.64,694,49.57,519.07,Offense
2013-14,Florida St.,0,14,1747,428:24,2193,963,3940,4.09,101,110,21,71,5.07,643,45.93,281.43,Defensive
2014-15,Florida St.,14,14,1933,405:13,4246,967,6179,0.00,111,187,24,87,6.21,668,47.71,441.36,Offense
2014-15,Florida St.,0,14,2382,434:47,3175,1008,5557,5.51,146,131,18,77,5.50,685,48.93,396.93,Defensive
2015-16,Florida St.,13,13,2187,382:24,3325,844,5512,0.00,107,141,20,89,6.85,702,54.00,407.31,Offense
2015-16,Florida St.,0,13,1889,397:36,2491,936,4380,4.68,107,122,17,74,5.69,631,48.54,321.92,Defensive
2016-17,Florida St.,13,13,2630,428:00,3433,939,6063,0.00,149,143,29,100,7.69,948,72.92,466.38,Offense
2016-17,Florida St.,0,13,1664,352:00,2874,861,4538,5.27,89,125,31,86,86.00,768,768.00,4538.00,Defensive
2017-18,Florida St.,12,12,1810,363:27,2313,734,4123,0.00,100,96,13,72,6.00,639,53.25,343.58,Offense
2017-18,Florida St.,0,12,1632,356:33,2412,851,4044,4.75,86,113,15,53,4.42,466,38.83,337.00,Defensive
2013-14,Florida St.,14,14,2844,24696,4423,947,7267,0.00,139,194,24,79,5.64,694,49.57,519.07,Offense
2013-14,Florida St.,0,14,1747,25704,2193,963,3940,4.09,101,110,21,71,5.07,643,45.93,281.43,Defensive
2014-15,Florida St.,14,14,1933,24313,4246,967,6179,0.00,111,187,24,87,6.21,668,47.71,441.36,Offense
2014-15,Florida St.,0,14,2382,26087,3175,1008,5557,5.51,146,131,18,77,5.50,685,48.93,396.93,Defensive
2015-16,Florida St.,13,13,2187,22944,3325,844,5512,0.00,107,141,20,89,6.85,702,54.00,407.31,Offense
2015-16,Florida St.,0,13,1889,23856,2491,936,4380,4.68,107,122,17,74,5.69,631,48.54,321.92,Defensive
2016-17,Florida St.,13,13,2630,25680,3433,939,6063,0.00,149,143,29,100,7.69,948,72.92,466.38,Offense
2016-17,Florida St.,0,13,1664,21120,2874,861,4538,5.27,89,125,31,86,86.00,768,768.00,4538.00,Defensive
2017-18,Florida St.,12,12,1810,21807,2313,734,4123,0.00,100,96,13,72,6.00,639,53.25,343.58,Offense
2017-18,Florida St.,0,12,1632,21393,2412,851,4044,4.75,86,113,15,53,4.42,466,38.83,337.00,Defensive
2013-14,Florida,12,12,1749,24348,2051,793,3800,0.00,104,94,15,89,7.42,711,59.25,316.67,Offense
2013-14,Florida,0,12,1709,18852,2062,712,3771,5.30,87,83,22,64,5.33,545,45.42,314.25,Defensive
2014-15,Florida,12,12,2252,21548,2159,841,4411,0.00,111,86,13,80,6.67,710,59.17,367.58,Offense
2014-15,Florida,0,12,1394,21652,2563,869,3957,4.55,78,114,24,87,7.25,699,58.25,329.75,Defensive
2015-16,Florida,14,14,1777,26018,2899,915,4676,0.00,96,129,9,91,6.50,737,52.64,334.00,Offense
2015-16,Florida,0,14,1793,24382,2550,933,4343,4.65,106,111,20,70,5.00,506,36.14,310.21,Defensive
2016-17,Florida,13,13,1667,24351,2805,862,4472,0.00,95,125,15,88,6.77,758,58.31,344.00,Offense
2016-17,Florida,0,13,1878,22449,1931,816,3809,4.67,96,83,27,56,4.31,466,35.85,293.00,Defensive
2017-18,Florida,11,11,1720,20495,1975,712,3695,0.00,83,92,10,88,8.00,646,58.73,335.91,Offense
2017-18,Florida,0,11,1693,19105,2149,670,3842,5.73,82,92,18,64,5.82,501,45.55,349.27,Defensive
2013-14,Florida,12,12,1749,405:48,2051,793,3800,0.00,104,94,15,89,7.42,711,59.25,316.67,Offense
2013-14,Florida,0,12,1709,314:12,2062,712,3771,5.30,87,83,22,64,5.33,545,45.42,314.25,Defensive
2014-15,Florida,12,12,2252,359:08,2159,841,4411,0.00,111,86,13,80,6.67,710,59.17,367.58,Offense
2014-15,Florida,0,12,1394,360:52,2563,869,3957,4.55,78,114,24,87,7.25,699,58.25,329.75,Defensive
2015-16,Florida,14,14,1777,433:38,2899,915,4676,0.00,96,129,9,91,6.50,737,52.64,334.00,Offense
2015-16,Florida,0,14,1793,406:22,2550,933,4343,4.65,106,111,20,70,5.00,506,36.14,310.21,Defensive
2016-17,Florida,13,13,1667,405:51,2805,862,4472,0.00,95,125,15,88,6.77,758,58.31,344.00,Offense
2016-17,Florida,0,13,1878,374:09,1931,816,3809,4.67,96,83,27,56,4.31,466,35.85,293.00,Defensive
2017-18,Florida,11,11,1720,341:35,1975,712,3695,0.00,83,92,10,88,8.00,646,58.73,335.91,Offense
2017-18,Florida,0,11,1693,318:25,2149,670,3842,5.73,82,92,18,64,5.82,501,45.55,349.27,Defensive
2013-14,Florida,12,12,1749,24348,2051,793,3800,0.00,104,94,15,89,7.42,711,59.25,316.67,Offense
2013-14,Florida,0,12,1709,18852,2062,712,3771,5.30,87,83,22,64,5.33,545,45.42,314.25,Defensive
2014-15,Florida,12,12,2252,21548,2159,841,4411,0.00,111,86,13,80,6.67,710,59.17,367.58,Offense
2014-15,Florida,0,12,1394,21652,2563,869,3957,4.55,78,114,24,87,7.25,699,58.25,329.75,Defensive
2015-16,Florida,14,14,1777,26018,2899,915,4676,0.00,96,129,9,91,6.50,737,52.64,334.00,Offense
2015-16,Florida,0,14,1793,24382,2550,933,4343,4.65,106,111,20,70,5.00,506,36.14,310.21,Defensive
2016-17,Florida,13,13,1667,24351,2805,862,4472,0.00,95,125,15,88,6.77,758,58.31,344.00,Offense
2016-17,Florida,0,13,1878,22449,1931,816,3809,4.67,96,83,27,56,4.31,466,35.85,293.00,Defensive
2017-18,Florida,11,11,1720,20495,1975,712,3695,0.00,83,92,10,88,8.00,646,58.73,335.91,Offense
2017-18,Florida,0,11,1693,19105,2149,670,3842,5.73,82,92,18,64,5.82,501,45.55,349.27,Defensive
2013-14,Fla. Atlantic,12,12,2195,22802,2380,852,4575,0.00,107,107,20,56,4.67,481,40.08,381.25,Offense
2013-14,Fla. Atlantic,0,12,1973,20398,1938,801,3911,4.88,97,97,14,62,5.17,526,43.83,325.92,Defensive
2014-15,Fla. Atlantic,12,12,1963,21127,2394,808,4357,0.00,100,108,12,51,4.25,474,39.50,363.08,Offense
2014-15,Fla. Atlantic,0,12,2665,21600,2864,887,5529,6.23,133,124,17,69,5.75,589,49.08,460.75,Defensive
2015-16,Fla. Atlantic,12,12,1977,20828,2557,891,4534,0.00,115,112,22,75,6.25,687,57.25,377.83,Offense
2015-16,Fla. Atlantic,0,12,2021,22372,2840,877,4861,5.54,119,115,23,70,5.83,619,51.58,405.08,Defensive
2016-17,Fla. Atlantic,12,12,2258,19956,2521,838,4779,0.00,125,108,14,63,5.25,577,48.08,398.25,Offense
2016-17,Fla. Atlantic,0,12,2945,23244,3221,892,6166,6.91,142,137,17,64,64.00,569,569.00,6166.00,Defensive
2017-18,Fla. Atlantic,13,13,3682,21140,2713,940,6395,0.00,190,103,18,76,5.85,681,52.38,448.62,Offense
2017-18,Fla. Atlantic,0,13,2155,25660,3153,993,5308,5.35,111,160,23,66,5.08,556,42.77,388.69,Defensive
2013-14,Fla. Atlantic,12,12,2195,22802,2380,852,4575,0.00,107,107,20,56,4.67,481,40.08,381.25,Offense
2013-14,Fla. Atlantic,0,12,1973,20398,1938,801,3911,4.88,97,97,14,62,5.17,526,43.83,325.92,Defensive
2014-15,Fla. Atlantic,12,12,1963,21127,2394,808,4357,0.00,100,108,12,51,4.25,474,39.50,363.08,Offense
2014-15,Fla. Atlantic,0,12,2665,21600,2864,887,5529,6.23,133,124,17,69,5.75,589,49.08,460.75,Defensive
2015-16,Fla. Atlantic,12,12,1977,20828,2557,891,4534,0.00,115,112,22,75,6.25,687,57.25,377.83,Offense
2015-16,Fla. Atlantic,0,12,2021,22372,2840,877,4861,5.54,119,115,23,70,5.83,619,51.58,405.08,Defensive
2016-17,Fla. Atlantic,12,12,2258,19956,2521,838,4779,0.00,125,108,14,63,5.25,577,48.08,398.25,Offense
2016-17,Fla. Atlantic,0,12,2945,23244,3221,892,6166,6.91,142,137,17,64,64.00,569,569.00,6166.00,Defensive
2017-18,Fla. Atlantic,13,13,3682,21140,2713,940,6395,0.00,190,103,18,76,5.85,681,52.38,448.62,Offense
2017-18,Fla. Atlantic,0,13,2155,25660,3153,993,5308,5.35,111,160,23,66,5.08,556,42.77,388.69,Defensive
2013-14,Fla. Atlantic,12,12,2195,22802,2380,852,4575,0.00,107,107,20,56,4.67,481,40.08,381.25,Offense
2013-14,Fla. Atlantic,0,12,1973,20398,1938,801,3911,4.88,97,97,14,62,5.17,526,43.83,325.92,Defensive
2014-15,Fla. Atlantic,12,12,1963,21127,2394,808,4357,0.00,100,108,12,51,4.25,474,39.50,363.08,Offense
2014-15,Fla. Atlantic,0,12,2665,21600,2864,887,5529,6.23,133,124,17,69,5.75,589,49.08,460.75,Defensive
2015-16,Fla. Atlantic,12,12,1977,20828,2557,891,4534,0.00,115,112,22,75,6.25,687,57.25,377.83,Offense
2015-16,Fla. Atlantic,0,12,2021,22372,2840,877,4861,5.54,119,115,23,70,5.83,619,51.58,405.08,Defensive
2016-17,Fla. Atlantic,12,12,2258,19956,2521,838,4779,0.00,125,108,14,63,5.25,577,48.08,398.25,Offense
2016-17,Fla. Atlantic,0,12,2945,23244,3221,892,6166,6.91,142,137,17,64,64.00,569,569.00,6166.00,Defensive
2017-18,Fla. Atlantic,13,13,3682,21140,2713,940,6395,0.00,190,103,18,76,5.85,681,52.38,448.62,Offense
2017-18,Fla. Atlantic,0,13,2155,25660,3153,993,5308,5.35,111,160,23,66,5.08,556,42.77,388.69,Defensive
2013-14,Fla. Atlantic,12,12,2195,380:02,2380,852,4575,0.00,107,107,20,56,4.67,481,40.08,381.25,Offense
2013-14,Fla. Atlantic,0,12,1973,339:58,1938,801,3911,4.88,97,97,14,62,5.17,526,43.83,325.92,Defensive
2014-15,Fla. Atlantic,12,12,1963,352:07,2394,808,4357,0.00,100,108,12,51,4.25,474,39.50,363.08,Offense
2014-15,Fla. Atlantic,0,12,2665,360:00,2864,887,5529,6.23,133,124,17,69,5.75,589,49.08,460.75,Defensive
2015-16,Fla. Atlantic,12,12,1977,347:08,2557,891,4534,0.00,115,112,22,75,6.25,687,57.25,377.83,Offense
2015-16,Fla. Atlantic,0,12,2021,372:52,2840,877,4861,5.54,119,115,23,70,5.83,619,51.58,405.08,Defensive
2016-17,Fla. Atlantic,12,12,2258,332:36,2521,838,4779,0.00,125,108,14,63,5.25,577,48.08,398.25,Offense
2016-17,Fla. Atlantic,0,12,2945,387:24,3221,892,6166,6.91,142,137,17,64,64.00,569,569.00,6166.00,Defensive
2017-18,Fla. Atlantic,13,13,3682,352:20,2713,940,6395,0.00,190,103,18,76,5.85,681,52.38,448.62,Offense
2017-18,Fla. Atlantic,0,13,2155,427:40,3153,993,5308,5.35,111,160,23,66,5.08,556,42.77,388.69,Defensive
2013-14,FIU,12,12,915,22235,1713,738,2628,0.00,69,73,14,57,4.75,494,41.17,219.00,Offense
2013-14,FIU,0,12,2465,20965,2691,784,5156,6.58,120,111,25,57,4.75,520,43.33,429.67,Defensive
2014-15,FIU,12,12,1502,21956,2016,812,3518,0.00,100,82,14,84,7.00,673,56.08,293.17,Offense
2014-15,FIU,0,12,1925,21244,2440,812,4365,5.38,101,97,18,68,5.67,583,48.58,363.75,Defensive
2015-16,FIU,12,12,1319,21751,2854,825,4173,0.00,85,120,22,69,5.75,594,49.50,347.75,Offense
2015-16,FIU,0,12,2221,21449,2652,854,4873,5.71,142,114,16,75,6.25,650,54.17,406.08,Defensive
2016-17,FIU,12,12,1783,22729,2720,830,4503,0.00,91,129,18,64,5.33,574,47.83,375.25,Offense
2016-17,FIU,0,12,2385,20471,2830,823,5215,6.34,120,138,11,70,5.83,611,50.92,434.58,Defensive
2017-18,FIU,12,12,1981,22129,2862,816,4843,0.00,94,140,15,78,6.50,785,65.42,403.58,Offense
2017-18,FIU,0,12,2086,21071,2913,827,4999,6.04,109,134,30,60,5.00,514,42.83,416.58,Defensive
2013-14,FIU,12,12,915,370:35,1713,738,2628,0.00,69,73,14,57,4.75,494,41.17,219.00,Offense
2013-14,FIU,0,12,2465,349:25,2691,784,5156,6.58,120,111,25,57,4.75,520,43.33,429.67,Defensive
2014-15,FIU,12,12,1502,365:56,2016,812,3518,0.00,100,82,14,84,7.00,673,56.08,293.17,Offense
2014-15,FIU,0,12,1925,354:04,2440,812,4365,5.38,101,97,18,68,5.67,583,48.58,363.75,Defensive
2015-16,FIU,12,12,1319,362:31,2854,825,4173,0.00,85,120,22,69,5.75,594,49.50,347.75,Offense
2015-16,FIU,0,12,2221,357:29,2652,854,4873,5.71,142,114,16,75,6.25,650,54.17,406.08,Defensive
2016-17,FIU,12,12,1783,378:49,2720,830,4503,0.00,91,129,18,64,5.33,574,47.83,375.25,Offense
2016-17,FIU,0,12,2385,341:11,2830,823,5215,6.34,120,138,11,70,5.83,611,50.92,434.58,Defensive
2017-18,FIU,12,12,1981,368:49,2862,816,4843,0.00,94,140,15,78,6.50,785,65.42,403.58,Offense
2017-18,FIU,0,12,2086,351:11,2913,827,4999,6.04,109,134,30,60,5.00,514,42.83,416.58,Defensive
2013-14,Hawaii,12,12,1375,319:47,3617,947,4992,0.00,84,160,17,88,7.33,777,64.75,416.00,Offense
2013-14,Hawaii,0,12,2563,400:13,3373,994,5936,5.97,140,133,28,69,5.75,635,52.92,494.67,Defensive
2014-15,Hawaii,13,13,1943,374:16,2794,993,4737,0.00,110,119,25,80,6.15,640,49.23,364.38,Offense
2014-15,Hawaii,0,13,2240,405:44,3196,958,5436,5.67,129,125,19,83,6.38,698,53.69,418.15,Defensive
2015-16,Hawaii,13,13,1611,305:32,2501,847,4112,0.00,77,113,26,107,8.23,897,69.00,316.31,Offense
2015-16,Hawaii,0,13,3118,474:27,2716,1050,5834,5.56,170,126,31,90,6.92,739,56.85,448.77,Defensive
2016-17,Hawaii,14,14,2293,413:50,3185,915,5478,0.00,107,137,19,116,8.29,1003,71.64,391.29,Offense
2016-17,Hawaii,0,14,3279,426:10,3183,1013,6462,6.38,185,124,26,96,96.00,915,915.00,6462.00,Defensive
2017-18,Hawaii,12,12,2018,377:38,2814,843,4832,0.00,101,120,17,93,7.75,826,68.83,402.67,Offense
2017-18,Hawaii,0,12,2522,342:22,2983,814,5505,6.76,124,129,21,68,5.67,619,51.58,458.75,Defensive
2013-14,Hawaii,12,12,1375,19187,3617,947,4992,0.00,84,160,17,88,7.33,777,64.75,416.00,Offense
2013-14,Hawaii,0,12,2563,24013,3373,994,5936,5.97,140,133,28,69,5.75,635,52.92,494.67,Defensive
2014-15,Hawaii,13,13,1943,22456,2794,993,4737,0.00,110,119,25,80,6.15,640,49.23,364.38,Offense
2014-15,Hawaii,0,13,2240,24344,3196,958,5436,5.67,129,125,19,83,6.38,698,53.69,418.15,Defensive
2015-16,Hawaii,13,13,1611,18333,2501,847,4112,0.00,77,113,26,107,8.23,897,69.00,316.31,Offense
2015-16,Hawaii,0,13,3118,28467,2716,1050,5834,5.56,170,126,31,90,6.92,739,56.85,448.77,Defensive
2016-17,Hawaii,14,14,2293,24830,3185,915,5478,0.00,107,137,19,116,8.29,1003,71.64,391.29,Offense
2016-17,Hawaii,0,14,3279,25570,3183,1013,6462,6.38,185,124,26,96,96.00,915,915.00,6462.00,Defensive
2017-18,Hawaii,12,12,2018,22658,2814,843,4832,0.00,101,120,17,93,7.75,826,68.83,402.67,Offense
2017-18,Hawaii,0,12,2522,20542,2983,814,5505,6.76,124,129,21,68,5.67,619,51.58,458.75,Defensive
2013-14,Georgia St.,12,12,1227,20134,3036,794,4263,0.00,63,122,23,77,6.42,569,47.42,355.25,Offense
2013-14,Georgia St.,0,12,2655,23066,2943,888,5598,6.30,135,132,11,51,48.00,498,484.00,5089.00,Defensive
2014-15,Georgia St.,12,12,1156,20423,3348,836,4504,0.00,84,138,22,66,5.50,514,42.83,375.33,Offense
2014-15,Georgia St.,0,12,3641,22777,2324,908,5965,6.57,182,115,10,71,5.92,637,53.08,497.08,Defensive
2015-16,Georgia St.,13,13,1260,22645,4367,903,5627,0.00,70,169,22,92,7.08,852,65.54,432.85,Offense
2015-16,Georgia St.,0,13,2354,24155,2919,995,5273,5.30,134,134,31,92,7.08,795,61.15,405.62,Defensive
2016-17,Georgia St.,12,12,1052,18412,2955,755,4007,0.00,63,120,18,73,6.08,581,48.42,333.92,Offense
2016-17,Georgia St.,0,12,2481,24788,2087,931,4568,4.91,138,110,19,70,70.00,623,623.00,4568.00,Defensive
2017-18,Georgia St.,11,11,1265,20211,2972,781,4237,0.00,76,127,15,58,5.27,539,49.00,385.18,Offense
2017-18,Georgia St.,0,11,1639,19389,2666,741,4305,5.81,80,114,11,61,5.55,489,44.45,391.36,Defensive
2013-14,Georgia Tech,13,13,3891,25991,1695,916,5586,0.00,203,65,15,63,4.85,529,40.69,429.69,Offense
2013-14,Georgia Tech,0,13,1505,20809,3178,849,4683,5.52,83,159,14,76,5.85,623,47.92,360.23,Defensive
2014-15,Georgia Tech,14,14,4789,28692,1882,993,6671,0.00,259,78,13,69,4.93,576,41.14,476.50,Offense
2014-15,Georgia Tech,0,14,2346,21708,3412,911,5758,6.32,125,160,15,75,5.36,616,44.00,411.29,Defensive
2015-16,Georgia Tech,12,12,3074,22417,1462,775,4536,0.00,153,63,17,38,3.17,329,27.42,378.00,Offense
