Year,Team,GP,G,TDs,KickPAT,PATAtt,RushPAT,Ru2PTAtt,ReceivingPAT,Pass2PtConv,Pass2PTAtt,KickReturnPAT,FumbRetPAT,FG,Safeties,Points,OffenseDefense
2015-16,Tennessee,0,13,33,30,31,nan,nan,1,,2,nan,nan,10,nan,260,Defensive
2016-17,Tennessee,13,13,63,62,62,nan,nan,nan,,nan,nan,nan,11,nan,473,Offense
2016-17,Tennessee,0,13,48,45,47,nan,1,nan,,nan,nan,nan,14,nan,375,Defensive
2017-18,Tennessee,12,12,28,28,28,nan,nan,nan,,nan,nan,nan,14,nan,238,Offense
2017-18,Tennessee,0,12,45,38,42,nan,nan,1,,2,nan,nan,13,nan,349,Defensive
2013-14,Temple,12,12,42,34,39,1,1,1,,2,nan,nan,3,nan,299,Offense
2013-14,Temple,0,12,42,41,42,nan,nan,nan,,nan,nan,nan,21,1,358,Defensive
2014-15,Temple,12,12,33,32,32,nan,nan,nan,,1,nan,nan,15,1,277,Offense
2014-15,Temple,0,12,24,24,24,nan,nan,nan,,nan,nan,nan,14,nan,210,Defensive
2015-16,Temple,14,14,49,44,45,nan,nan,4,,4,1,nan,23,nan,417,Offense
2015-16,Temple,0,14,31,28,30,nan,nan,nan,,1,nan,nan,21,2,281,Defensive
2016-17,Temple,14,14,54,52,53,nan,1,nan,,nan,nan,nan,25,1,453,Offense
2016-17,Temple,0,14,33,28,31,nan,1,1,,1,nan,nan,10,nan,258,Defensive
2017-18,Temple,12,12,35,29,32,nan,nan,1,,3,nan,nan,19,nan,298,Offense
2017-18,Temple,0,12,40,39,40,nan,nan,nan,,nan,1,nan,17,nan,332,Defensive
2013-14,Temple,12,12,42,34,39,1,1,1,1,2,nan,nan,3,nan,299,Offense
2013-14,Temple,0,12,42,41,42,nan,nan,nan,nan,nan,nan,nan,21,1,358,Defensive
2014-15,Temple,12,12,33,32,32,nan,nan,nan,nan,1,nan,nan,15,1,277,Offense
2014-15,Temple,0,12,24,24,24,nan,nan,nan,nan,nan,nan,nan,14,nan,210,Defensive
2015-16,Temple,14,14,49,44,45,nan,nan,4,4,4,1,nan,23,nan,417,Offense
2015-16,Temple,0,14,31,28,30,nan,nan,nan,nan,1,nan,nan,21,2,281,Defensive
2016-17,Temple,14,14,54,52,53,nan,1,nan,nan,nan,nan,nan,25,1,453,Offense
2016-17,Temple,0,14,33,28,31,nan,1,1,1,1,nan,nan,10,nan,258,Defensive
2017-18,Temple,12,12,35,29,32,nan,nan,1,1,3,nan,nan,19,nan,298,Offense
2017-18,Temple,0,12,40,39,40,nan,nan,nan,nan,nan,1,nan,17,nan,332,Defensive
2013-14,Temple,12,12,42,34,39,1,1,1,,2,nan,nan,3,nan,299,Offense
2013-14,Temple,0,12,42,41,42,nan,nan,nan,,nan,nan,nan,21,1,358,Defensive
2014-15,Temple,12,12,33,32,32,nan,nan,nan,,1,nan,nan,15,1,277,Offense
2014-15,Temple,0,12,24,24,24,nan,nan,nan,,nan,nan,nan,14,nan,210,Defensive
2015-16,Temple,14,14,49,44,45,nan,nan,4,,4,1,nan,23,nan,417,Offense
2015-16,Temple,0,14,31,28,30,nan,nan,nan,,1,nan,nan,21,2,281,Defensive
2016-17,Temple,14,14,54,52,53,nan,1,nan,,nan,nan,nan,25,1,453,Offense
2016-17,Temple,0,14,33,28,31,nan,1,1,,1,nan,nan,10,nan,258,Defensive
2017-18,Temple,12,12,35,29,32,nan,nan,1,,3,nan,nan,19,nan,298,Offense
2017-18,Temple,0,12,40,39,40,nan,nan,nan,,nan,1,nan,17,nan,332,Defensive
2013-14,Tulsa,12,12,29,25,26,1,1,2,2,2,nan,nan,16,nan,253,Offense
2013-14,Tulsa,0,12,52,50,50,nan,nan,nan,nan,nan,nan,nan,15,nan,407,Defensive
2014-15,Tulsa,12,12,37,34,34,nan,1,2,2,2,nan,nan,12,nan,296,Offense
2014-15,Tulsa,0,12,62,59,59,nan,1,1,1,1,nan,nan,12,1,471,Defensive
2015-16,Tulsa,13,13,62,58,60,nan,nan,1,1,1,nan,nan,17,nan,483,Offense
2015-16,Tulsa,0,13,66,66,66,nan,nan,nan,nan,nan,nan,nan,18,1,518,Defensive
2016-17,Tulsa,13,13,70,67,67,nan,1,nan,nan,nan,nan,1,21,nan,552,Offense
2016-17,Tulsa,0,13,48,44,45,nan,1,1,1,2,nan,nan,18,nan,388,Defensive
2017-18,Tulsa,12,12,45,44,45,nan,nan,nan,nan,nan,1,nan,12,nan,352,Offense
2017-18,Tulsa,0,12,58,50,56,nan,nan,1,1,2,1,nan,16,nan,450,Defensive
2013-14,Tulane,13,13,39,38,38,nan,nan,nan,,1,nan,nan,16,1,322,Offense
2013-14,Tulane,0,13,33,32,32,nan,nan,nan,,1,nan,nan,16,nan,278,Defensive
2014-15,Tulane,12,12,24,22,24,nan,nan,nan,,nan,nan,nan,8,1,192,Offense
2014-15,Tulane,0,12,41,40,40,nan,nan,1,,1,nan,nan,17,1,341,Defensive
2015-16,Tulane,12,12,30,29,30,nan,nan,nan,,nan,nan,nan,9,nan,236,Offense
2015-16,Tulane,0,12,57,57,57,nan,nan,nan,,nan,nan,nan,10,3,435,Defensive
2016-17,Tulane,12,12,37,33,34,nan,nan,2,,3,nan,nan,10,nan,289,Offense
2016-17,Tulane,0,12,42,36,38,1,2,1,,2,nan,1,12,1,332,Defensive
2017-18,Tulane,12,12,44,37,42,nan,1,1,,1,nan,nan,9,nan,330,Offense
2017-18,Tulane,0,12,47,45,47,nan,nan,nan,,nan,nan,nan,7,1,350,Defensive
2013-14,Tulane,13,13,39,38,38,nan,nan,nan,nan,1,nan,nan,16,1,322,Offense
2013-14,Tulane,0,13,33,32,32,nan,nan,nan,nan,1,nan,nan,16,nan,278,Defensive
2014-15,Tulane,12,12,24,22,24,nan,nan,nan,nan,nan,nan,nan,8,1,192,Offense
2014-15,Tulane,0,12,41,40,40,nan,nan,1,1,1,nan,nan,17,1,341,Defensive
2015-16,Tulane,12,12,30,29,30,nan,nan,nan,nan,nan,nan,nan,9,nan,236,Offense
2015-16,Tulane,0,12,57,57,57,nan,nan,nan,nan,nan,nan,nan,10,3,435,Defensive
2016-17,Tulane,12,12,37,33,34,nan,nan,2,2,3,nan,nan,10,nan,289,Offense
2016-17,Tulane,0,12,42,36,38,1,2,1,1,2,nan,1,12,1,332,Defensive
2017-18,Tulane,12,12,44,37,42,nan,1,1,1,1,nan,nan,9,nan,330,Offense
2017-18,Tulane,0,12,47,45,47,nan,nan,nan,nan,nan,nan,nan,7,1,350,Defensive
2013-14,Tulane,13,13,39,38,38,nan,nan,nan,,1,nan,nan,16,1,322,Offense
2013-14,Tulane,0,13,33,32,32,nan,nan,nan,,1,nan,nan,16,nan,278,Defensive
2014-15,Tulane,12,12,24,22,24,nan,nan,nan,,nan,nan,nan,8,1,192,Offense
2014-15,Tulane,0,12,41,40,40,nan,nan,1,,1,nan,nan,17,1,341,Defensive
2015-16,Tulane,12,12,30,29,30,nan,nan,nan,,nan,nan,nan,9,nan,236,Offense
2015-16,Tulane,0,12,57,57,57,nan,nan,nan,,nan,nan,nan,10,3,435,Defensive
2016-17,Tulane,12,12,37,33,34,nan,nan,2,,3,nan,nan,10,nan,289,Offense
2016-17,Tulane,0,12,42,36,38,1,2,1,,2,nan,1,12,1,332,Defensive
2017-18,Tulane,12,12,44,37,42,nan,1,1,,1,nan,nan,9,nan,330,Offense
2017-18,Tulane,0,12,47,45,47,nan,nan,nan,,nan,nan,nan,7,1,350,Defensive
2013-14,Tulane,13,13,39,38,38,nan,nan,nan,nan,1,nan,nan,16,1,322,Offense
2013-14,Tulane,0,13,33,32,32,nan,nan,nan,nan,1,nan,nan,16,nan,278,Defensive
2014-15,Tulane,12,12,24,22,24,nan,nan,nan,nan,nan,nan,nan,8,1,192,Offense
2014-15,Tulane,0,12,41,40,40,nan,nan,1,1,1,nan,nan,17,1,341,Defensive
2015-16,Tulane,12,12,30,29,30,nan,nan,nan,nan,nan,nan,nan,9,nan,236,Offense
2015-16,Tulane,0,12,57,57,57,nan,nan,nan,nan,nan,nan,nan,10,3,435,Defensive
2016-17,Tulane,12,12,37,33,34,nan,nan,2,2,3,nan,nan,10,nan,289,Offense
2016-17,Tulane,0,12,42,36,38,1,2,1,1,2,nan,1,12,1,332,Defensive
2017-18,Tulane,12,12,44,37,42,nan,1,1,1,1,nan,nan,9,nan,330,Offense
2017-18,Tulane,0,12,47,45,47,nan,nan,nan,nan,nan,nan,nan,7,1,350,Defensive
2013-14,Troy,12,12,54,50,52,nan,1,1,,1,nan,nan,11,nan,409,Offense
2013-14,Troy,0,12,58,51,53,nan,1,1,,4,nan,nan,10,nan,431,Defensive
2014-15,Troy,12,12,33,32,32,nan,1,nan,,nan,nan,nan,10,1,262,Offense
2014-15,Troy,0,12,56,54,55,nan,nan,nan,,1,nan,nan,14,1,434,Defensive
2015-16,Troy,12,12,41,39,40,1,1,nan,,nan,nan,nan,16,nan,335,Offense
2015-16,Troy,0,12,43,43,43,nan,nan,nan,,nan,nan,nan,12,1,339,Defensive
2016-17,Troy,13,13,55,50,52,1,1,1,,2,nan,nan,18,nan,438,Offense
2016-17,Troy,0,13,36,35,35,nan,nan,nan,,1,nan,nan,12,nan,287,Defensive
2017-18,Troy,12,12,47,41,43,1,1,1,,3,nan,nan,11,nan,360,Offense
2017-18,Troy,0,12,26,20,23,nan,1,1,,2,nan,nan,10,1,210,Defensive
2013-14,Troy,12,12,54,50,52,nan,1,1,1,1,nan,nan,11,nan,409,Offense
2013-14,Troy,0,12,58,51,53,nan,1,1,1,4,nan,nan,10,nan,431,Defensive
2014-15,Troy,12,12,33,32,32,nan,1,nan,nan,nan,nan,nan,10,1,262,Offense
2014-15,Troy,0,12,56,54,55,nan,nan,nan,nan,1,nan,nan,14,1,434,Defensive
2015-16,Troy,12,12,41,39,40,1,1,nan,nan,nan,nan,nan,16,nan,335,Offense
2015-16,Troy,0,12,43,43,43,nan,nan,nan,nan,nan,nan,nan,12,1,339,Defensive
2016-17,Troy,13,13,55,50,52,1,1,1,1,2,nan,nan,18,nan,438,Offense
2016-17,Troy,0,13,36,35,35,nan,nan,nan,nan,1,nan,nan,12,nan,287,Defensive
2017-18,Troy,12,12,47,41,43,1,1,1,1,3,nan,nan,11,nan,360,Offense
2017-18,Troy,0,12,26,20,23,nan,1,1,1,2,nan,nan,10,1,210,Defensive
2013-14,Troy,12,12,54,50,52,nan,1,1,1,1,nan,nan,11,nan,409,Offense
2013-14,Troy,0,12,58,51,53,nan,1,1,1,4,nan,nan,10,nan,431,Defensive
2014-15,Troy,12,12,33,32,32,nan,1,nan,nan,nan,nan,nan,10,1,262,Offense
2014-15,Troy,0,12,56,54,55,nan,nan,nan,nan,1,nan,nan,14,1,434,Defensive
2015-16,Troy,12,12,41,39,40,1,1,nan,nan,nan,nan,nan,16,nan,335,Offense
2015-16,Troy,0,12,43,43,43,nan,nan,nan,nan,nan,nan,nan,12,1,339,Defensive
2016-17,Troy,13,13,55,50,52,1,1,1,1,2,nan,nan,18,nan,438,Offense
2016-17,Troy,0,13,36,35,35,nan,nan,nan,nan,1,nan,nan,12,nan,287,Defensive
2017-18,Troy,12,12,47,41,43,1,1,1,1,3,nan,nan,11,nan,360,Offense
2017-18,Troy,0,12,26,20,23,nan,1,1,1,2,nan,nan,10,1,210,Defensive
2013-14,Troy,12,12,54,50,52,nan,1,1,,1,nan,nan,11,nan,409,Offense
2013-14,Troy,0,12,58,51,53,nan,1,1,,4,nan,nan,10,nan,431,Defensive
2014-15,Troy,12,12,33,32,32,nan,1,nan,,nan,nan,nan,10,1,262,Offense
2014-15,Troy,0,12,56,54,55,nan,nan,nan,,1,nan,nan,14,1,434,Defensive
2015-16,Troy,12,12,41,39,40,1,1,nan,,nan,nan,nan,16,nan,335,Offense
2015-16,Troy,0,12,43,43,43,nan,nan,nan,,nan,nan,nan,12,1,339,Defensive
2016-17,Troy,13,13,55,50,52,1,1,1,,2,nan,nan,18,nan,438,Offense
2016-17,Troy,0,13,36,35,35,nan,nan,nan,,1,nan,nan,12,nan,287,Defensive
2017-18,Troy,12,12,47,41,43,1,1,1,,3,nan,nan,11,nan,360,Offense
2017-18,Troy,0,12,26,20,23,nan,1,1,,2,nan,nan,10,1,210,Defensive
2013-14,Toledo,12,12,49,45,46,nan,1,nan,nan,2,nan,nan,19,nan,396,Offense
2013-14,Toledo,0,12,45,41,42,nan,1,1,1,2,nan,nan,10,nan,343,Defensive
2014-15,Toledo,13,13,61,57,60,nan,nan,1,1,1,nan,nan,17,nan,476,Offense
2014-15,Toledo,0,13,51,43,47,nan,1,1,1,3,nan,nan,15,nan,396,Defensive
2015-16,Toledo,12,12,52,49,50,nan,nan,nan,nan,2,nan,nan,19,1,420,Offense
2015-16,Toledo,0,12,28,24,24,1,2,1,1,2,nan,nan,17,1,249,Defensive
2016-17,Toledo,13,13,65,61,62,nan,nan,2,2,3,nan,nan,13,nan,494,Offense
2016-17,Toledo,0,13,41,40,40,nan,nan,nan,nan,1,nan,nan,16,nan,334,Defensive
2017-18,Toledo,13,13,62,56,59,nan,nan,2,2,3,1,nan,25,nan,509,Offense
2017-18,Toledo,0,13,44,39,42,nan,nan,nan,nan,1,nan,nan,10,nan,333,Defensive
2013-14,Toledo,12,12,49,45,46,nan,1,nan,,2,nan,nan,19,nan,396,Offense
2013-14,Toledo,0,12,45,41,42,nan,1,1,,2,nan,nan,10,nan,343,Defensive
2014-15,Toledo,13,13,61,57,60,nan,nan,1,,1,nan,nan,17,nan,476,Offense
2014-15,Toledo,0,13,51,43,47,nan,1,1,,3,nan,nan,15,nan,396,Defensive
2015-16,Toledo,12,12,52,49,50,nan,nan,nan,,2,nan,nan,19,1,420,Offense
2015-16,Toledo,0,12,28,24,24,1,2,1,,2,nan,nan,17,1,249,Defensive
2016-17,Toledo,13,13,65,61,62,nan,nan,2,,3,nan,nan,13,nan,494,Offense
2016-17,Toledo,0,13,41,40,40,nan,nan,nan,,1,nan,nan,16,nan,334,Defensive
2017-18,Toledo,13,13,62,56,59,nan,nan,2,,3,1,nan,25,nan,509,Offense
2017-18,Toledo,0,13,44,39,42,nan,nan,nan,,1,nan,nan,10,nan,333,Defensive
2013-14,Toledo,12,12,49,45,46,nan,1,nan,nan,2,nan,nan,19,nan,396,Offense
2013-14,Toledo,0,12,45,41,42,nan,1,1,1,2,nan,nan,10,nan,343,Defensive
2014-15,Toledo,13,13,61,57,60,nan,nan,1,1,1,nan,nan,17,nan,476,Offense
2014-15,Toledo,0,13,51,43,47,nan,1,1,1,3,nan,nan,15,nan,396,Defensive
2015-16,Toledo,12,12,52,49,50,nan,nan,nan,nan,2,nan,nan,19,1,420,Offense
2015-16,Toledo,0,12,28,24,24,1,2,1,1,2,nan,nan,17,1,249,Defensive
2016-17,Toledo,13,13,65,61,62,nan,nan,2,2,3,nan,nan,13,nan,494,Offense
2016-17,Toledo,0,13,41,40,40,nan,nan,nan,nan,1,nan,nan,16,nan,334,Defensive
2017-18,Toledo,13,13,62,56,59,nan,nan,2,2,3,1,nan,25,nan,509,Offense
2017-18,Toledo,0,13,44,39,42,nan,nan,nan,nan,1,nan,nan,10,nan,333,Defensive
2013-14,Toledo,12,12,49,45,46,nan,1,nan,,2,nan,nan,19,nan,396,Offense
2013-14,Toledo,0,12,45,41,42,nan,1,1,,2,nan,nan,10,nan,343,Defensive
2014-15,Toledo,13,13,61,57,60,nan,nan,1,,1,nan,nan,17,nan,476,Offense
2014-15,Toledo,0,13,51,43,47,nan,1,1,,3,nan,nan,15,nan,396,Defensive
2015-16,Toledo,12,12,52,49,50,nan,nan,nan,,2,nan,nan,19,1,420,Offense
2015-16,Toledo,0,12,28,24,24,1,2,1,,2,nan,nan,17,1,249,Defensive
2016-17,Toledo,13,13,65,61,62,nan,nan,2,,3,nan,nan,13,nan,494,Offense
2016-17,Toledo,0,13,41,40,40,nan,nan,nan,,1,nan,nan,16,nan,334,Defensive
2017-18,Toledo,13,13,62,56,59,nan,nan,2,,3,1,nan,25,nan,509,Offense
2017-18,Toledo,0,13,44,39,42,nan,nan,nan,,1,nan,nan,10,nan,333,Defensive
2013-14,Texas Tech,13,13,57,52,55,nan,nan,nan,nan,2,nan,nan,23,1,465,Offense
2013-14,Texas Tech,0,13,51,49,50,nan,nan,nan,nan,1,nan,nan,14,nan,397,Defensive
2014-15,Texas Tech,12,12,49,42,44,nan,2,nan,nan,2,nan,nan,10,nan,366,Offense
2014-15,Texas Tech,0,12,63,61,62,nan,nan,nan,nan,1,nan,nan,18,1,495,Defensive
2015-16,Texas Tech,13,13,77,72,73,1,2,1,1,2,nan,nan,16,nan,586,Offense
2015-16,Texas Tech,0,13,77,74,75,nan,nan,1,1,2,nan,nan,9,1,567,Defensive
2016-17,Texas Tech,12,12,70,65,70,nan,nan,nan,nan,nan,nan,nan,13,nan,524,Offense
2016-17,Texas Tech,0,12,68,66,67,nan,nan,1,1,1,nan,nan,14,2,522,Defensive
2017-18,Texas Tech,12,12,55,52,55,nan,nan,nan,nan,nan,nan,nan,10,nan,412,Offense
2017-18,Texas Tech,0,12,47,44,44,nan,1,2,2,2,nan,nan,17,nan,381,Defensive
2013-14,Texas Tech,13,13,57,52,55,nan,nan,nan,nan,2,nan,nan,23,1,465,Offense
2013-14,Texas Tech,0,13,51,49,50,nan,nan,nan,nan,1,nan,nan,14,nan,397,Defensive
2014-15,Texas Tech,12,12,49,42,44,nan,2,nan,nan,2,nan,nan,10,nan,366,Offense
2014-15,Texas Tech,0,12,63,61,62,nan,nan,nan,nan,1,nan,nan,18,1,495,Defensive
2015-16,Texas Tech,13,13,77,72,73,1,2,1,1,2,nan,nan,16,nan,586,Offense
2015-16,Texas Tech,0,13,77,74,75,nan,nan,1,1,2,nan,nan,9,1,567,Defensive
2016-17,Texas Tech,12,12,70,65,70,nan,nan,nan,nan,nan,nan,nan,13,nan,524,Offense
2016-17,Texas Tech,0,12,68,66,67,nan,nan,1,1,1,nan,nan,14,2,522,Defensive
2017-18,Texas Tech,12,12,55,52,55,nan,nan,nan,nan,nan,nan,nan,10,nan,412,Offense
2017-18,Texas Tech,0,12,47,44,44,nan,1,2,2,2,nan,nan,17,nan,381,Defensive
2013-14,Texas St.,12,12,37,34,35,nan,nan,2,,2,nan,nan,9,nan,287,Offense
2013-14,Texas St.,0,12,41,41,41,nan,nan,nan,,nan,nan,nan,13,1,328,Defensive
2014-15,Texas St.,12,12,53,48,50,2,2,nan,,nan,nan,nan,12,nan,406,Offense
2014-15,Texas St.,0,12,42,37,38,nan,nan,1,,4,nan,nan,13,1,332,Defensive
2015-16,Texas St.,12,12,42,32,37,nan,1,2,,4,nan,nan,11,1,323,Offense
2015-16,Texas St.,0,12,62,60,61,nan,nan,1,,1,nan,nan,12,nan,470,Defensive
2016-17,Texas St.,12,12,29,26,28,nan,nan,1,,1,nan,nan,7,nan,223,Offense
2016-17,Texas St.,0,12,63,54,61,1,1,nan,,1,nan,nan,19,1,493,Defensive
2017-18,Texas St.,12,12,26,21,25,nan,nan,nan,,1,nan,nan,10,nan,207,Offense
2017-18,Texas St.,0,12,48,45,47,nan,nan,nan,,1,nan,1,22,1,403,Defensive
2013-14,Texas St.,12,12,37,34,35,nan,nan,2,2,2,nan,nan,9,nan,287,Offense
2013-14,Texas St.,0,12,41,41,41,nan,nan,nan,nan,nan,nan,nan,13,1,328,Defensive
2014-15,Texas St.,12,12,53,48,50,2,2,nan,nan,nan,nan,nan,12,nan,406,Offense
2014-15,Texas St.,0,12,42,37,38,nan,nan,1,1,4,nan,nan,13,1,332,Defensive
2015-16,Texas St.,12,12,42,32,37,nan,1,2,2,4,nan,nan,11,1,323,Offense
2015-16,Texas St.,0,12,62,60,61,nan,nan,1,1,1,nan,nan,12,nan,470,Defensive
2016-17,Texas St.,12,12,29,26,28,nan,nan,1,1,1,nan,nan,7,nan,223,Offense
2016-17,Texas St.,0,12,63,54,61,1,1,nan,nan,1,nan,nan,19,1,493,Defensive
2017-18,Texas St.,12,12,26,21,25,nan,nan,nan,nan,1,nan,nan,10,nan,207,Offense
2017-18,Texas St.,0,12,48,45,47,nan,nan,nan,nan,1,nan,1,22,1,403,Defensive
2013-14,UNLV,13,13,52,45,49,nan,nan,1,,3,nan,nan,10,nan,389,Offense
2013-14,UNLV,0,13,55,49,51,1,2,nan,,2,nan,nan,11,nan,414,Defensive
2014-15,UNLV,13,13,34,32,33,nan,nan,1,,1,nan,nan,15,1,285,Offense
2014-15,UNLV,0,13,63,60,62,nan,1,nan,,nan,nan,nan,20,1,500,Defensive
2015-16,UNLV,12,12,44,43,44,nan,nan,nan,,nan,nan,nan,12,nan,343,Offense
2015-16,UNLV,0,12,53,49,49,nan,nan,2,,3,nan,nan,11,nan,404,Defensive
2016-17,UNLV,12,12,48,45,45,1,1,1,,2,nan,nan,14,nan,379,Offense
2016-17,UNLV,0,12,56,53,53,nan,nan,1,,2,nan,nan,16,1,441,Defensive
2017-18,UNLV,12,12,40,38,39,nan,nan,1,,1,nan,nan,22,nan,346,Offense
2017-18,UNLV,0,12,49,44,47,1,1,nan,,1,nan,nan,13,1,381,Defensive
2013-14,UConn,12,12,31,27,27,nan,nan,2,,4,nan,nan,10,nan,247,Offense
2013-14,UConn,0,12,46,43,46,nan,nan,nan,,nan,nan,nan,14,1,363,Defensive
2014-15,UConn,12,12,23,19,22,nan,nan,1,,1,nan,nan,9,nan,186,Offense
2014-15,UConn,0,12,45,43,44,nan,nan,1,,1,nan,nan,13,2,358,Defensive
2015-16,UConn,13,13,25,21,24,nan,nan,1,,1,nan,nan,16,1,223,Offense
2015-16,UConn,0,13,29,27,28,nan,nan,nan,,1,nan,nan,16,2,253,Defensive
2016-17,UConn,12,12,20,19,19,nan,1,nan,,nan,nan,nan,13,nan,178,Offense
2016-17,UConn,0,12,43,43,43,nan,nan,nan,,nan,nan,nan,12,nan,337,Defensive
2017-18,UConn,12,12,36,27,29,nan,1,1,,6,nan,nan,12,1,283,Offense
2017-18,UConn,0,12,61,57,60,nan,nan,1,,1,nan,nan,10,nan,455,Defensive
2013-14,UConn,12,12,31,27,27,nan,nan,2,,4,nan,nan,10,nan,247,Offense
2013-14,UConn,0,12,46,43,46,nan,nan,nan,,nan,nan,nan,14,1,363,Defensive
2014-15,UConn,12,12,23,19,22,nan,nan,1,,1,nan,nan,9,nan,186,Offense
2014-15,UConn,0,12,45,43,44,nan,nan,1,,1,nan,nan,13,2,358,Defensive
2015-16,UConn,13,13,25,21,24,nan,nan,1,,1,nan,nan,16,1,223,Offense
2015-16,UConn,0,13,29,27,28,nan,nan,nan,,1,nan,nan,16,2,253,Defensive
2016-17,UConn,12,12,20,19,19,nan,1,nan,,nan,nan,nan,13,nan,178,Offense
2016-17,UConn,0,12,43,43,43,nan,nan,nan,,nan,nan,nan,12,nan,337,Defensive
2017-18,UConn,12,12,36,27,29,nan,1,1,,6,nan,nan,12,1,283,Offense
2017-18,UConn,0,12,61,57,60,nan,nan,1,,1,nan,nan,10,nan,455,Defensive
2013-14,UConn,12,12,31,27,27,nan,nan,2,2,4,nan,nan,10,nan,247,Offense
2013-14,UConn,0,12,46,43,46,nan,nan,nan,nan,nan,nan,nan,14,1,363,Defensive
2014-15,UConn,12,12,23,19,22,nan,nan,1,1,1,nan,nan,9,nan,186,Offense
2014-15,UConn,0,12,45,43,44,nan,nan,1,1,1,nan,nan,13,2,358,Defensive
2015-16,UConn,13,13,25,21,24,nan,nan,1,1,1,nan,nan,16,1,223,Offense
2015-16,UConn,0,13,29,27,28,nan,nan,nan,nan,1,nan,nan,16,2,253,Defensive
2016-17,UConn,12,12,20,19,19,nan,1,nan,nan,nan,nan,nan,13,nan,178,Offense
2016-17,UConn,0,12,43,43,43,nan,nan,nan,nan,nan,nan,nan,12,nan,337,Defensive
2017-18,UConn,12,12,36,27,29,nan,1,1,1,6,nan,nan,12,1,283,Offense
2017-18,UConn,0,12,61,57,60,nan,nan,1,1,1,nan,nan,10,nan,455,Defensive
2013-14,UConn,12,12,31,27,27,nan,nan,2,2,4,nan,nan,10,nan,247,Offense
2013-14,UConn,0,12,46,43,46,nan,nan,nan,nan,nan,nan,nan,14,1,363,Defensive
2014-15,UConn,12,12,23,19,22,nan,nan,1,1,1,nan,nan,9,nan,186,Offense
2014-15,UConn,0,12,45,43,44,nan,nan,1,1,1,nan,nan,13,2,358,Defensive
2015-16,UConn,13,13,25,21,24,nan,nan,1,1,1,nan,nan,16,1,223,Offense
2015-16,UConn,0,13,29,27,28,nan,nan,nan,nan,1,nan,nan,16,2,253,Defensive
2016-17,UConn,12,12,20,19,19,nan,1,nan,nan,nan,nan,nan,13,nan,178,Offense
2016-17,UConn,0,12,43,43,43,nan,nan,nan,nan,nan,nan,nan,12,nan,337,Defensive
2017-18,UConn,12,12,36,27,29,nan,1,1,1,6,nan,nan,12,1,283,Offense
2017-18,UConn,0,12,61,57,60,nan,nan,1,1,1,nan,nan,10,nan,455,Defensive
2013-14,UCLA,13,13,63,60,61,nan,nan,nan,nan,2,nan,nan,14,nan,480,Offense
2013-14,UCLA,0,13,37,35,36,nan,nan,nan,nan,1,nan,nan,14,1,301,Defensive
2014-15,UCLA,13,13,55,47,48,1,3,1,1,3,nan,nan,18,nan,435,Offense
2014-15,UCLA,0,13,45,40,41,1,2,1,1,2,nan,nan,17,nan,365,Defensive
2015-16,UCLA,13,13,51,47,47,nan,nan,3,3,4,nan,nan,20,nan,419,Offense
2015-16,UCLA,0,13,39,33,35,1,1,1,1,3,nan,nan,21,2,338,Defensive
2016-17,UCLA,12,12,37,36,36,nan,nan,1,1,1,nan,nan,13,nan,299,Offense
2016-17,UCLA,0,12,37,34,35,nan,nan,1,1,1,nan,nan,24,nan,330,Defensive
2017-18,UCLA,12,12,51,47,48,nan,nan,2,2,3,nan,nan,16,nan,405,Offense
2017-18,UCLA,0,12,53,50,52,nan,nan,1,1,1,nan,nan,23,1,441,Defensive
2013-14,UCLA,13,13,63,60,61,nan,nan,nan,nan,2,nan,nan,14,nan,480,Offense
2013-14,UCLA,0,13,37,35,36,nan,nan,nan,nan,1,nan,nan,14,1,301,Defensive
2014-15,UCLA,13,13,55,47,48,1,3,1,1,3,nan,nan,18,nan,435,Offense
2014-15,UCLA,0,13,45,40,41,1,2,1,1,2,nan,nan,17,nan,365,Defensive
2015-16,UCLA,13,13,51,47,47,nan,nan,3,3,4,nan,nan,20,nan,419,Offense
2015-16,UCLA,0,13,39,33,35,1,1,1,1,3,nan,nan,21,2,338,Defensive
2016-17,UCLA,12,12,37,36,36,nan,nan,1,1,1,nan,nan,13,nan,299,Offense
2016-17,UCLA,0,12,37,34,35,nan,nan,1,1,1,nan,nan,24,nan,330,Defensive
2017-18,UCLA,12,12,51,47,48,nan,nan,2,2,3,nan,nan,16,nan,405,Offense
2017-18,UCLA,0,12,53,50,52,nan,nan,1,1,1,nan,nan,23,1,441,Defensive
2013-14,UCLA,13,13,63,60,61,nan,nan,nan,,2,nan,nan,14,nan,480,Offense
2013-14,UCLA,0,13,37,35,36,nan,nan,nan,,1,nan,nan,14,1,301,Defensive
2014-15,UCLA,13,13,55,47,48,1,3,1,,3,nan,nan,18,nan,435,Offense
2014-15,UCLA,0,13,45,40,41,1,2,1,,2,nan,nan,17,nan,365,Defensive
2015-16,UCLA,13,13,51,47,47,nan,nan,3,,4,nan,nan,20,nan,419,Offense
2015-16,UCLA,0,13,39,33,35,1,1,1,,3,nan,nan,21,2,338,Defensive
2016-17,UCLA,12,12,37,36,36,nan,nan,1,,1,nan,nan,13,nan,299,Offense
2016-17,UCLA,0,12,37,34,35,nan,nan,1,,1,nan,nan,24,nan,330,Defensive
2017-18,UCLA,12,12,51,47,48,nan,nan,2,,3,nan,nan,16,nan,405,Offense
