Year,Team,GP,G,Rec,ReceivingYards,ReceptionsPerGame,YardsPerReception,RecTD,RecYdsG,OffenseDefense
2016-17,Texas,12,12,241,3024,20.08,12.55,21,252.00,Offense
2016-17,Texas,0,12,246,3102,246.00,151.12,22,3102.00,Defensive
2017-18,Texas,12,12,281,3198,23.42,11.38,16,266.50,Offense
2017-18,Texas,0,12,243,3095,20.25,12.74,16,257.92,Defensive
2013-14,Texas,13,13,246,2762,18.92,11.23,18,212.46,Offense
2013-14,Texas,0,13,238,2914,18.31,12.24,13,224.15,Defensive
2014-15,Texas,13,13,243,2599,18.69,10.70,14,199.92,Offense
2014-15,Texas,0,13,247,2395,19.00,9.70,13,184.23,Defensive
2015-16,Texas,12,12,139,1751,11.58,12.60,9,145.92,Offense
2015-16,Texas,0,12,229,2801,19.08,12.23,24,233.42,Defensive
2016-17,Texas,12,12,241,3024,20.08,12.55,21,252.00,Offense
2016-17,Texas,0,12,246,3102,246.00,151.12,22,3102.00,Defensive
2017-18,Texas,12,12,281,3198,23.42,11.38,16,266.50,Offense
2017-18,Texas,0,12,243,3095,20.25,12.74,16,257.92,Defensive
2013-14,Texas,13,13,246,2762,18.92,11.23,18,212.46,Offense
2013-14,Texas,0,13,238,2914,18.31,12.24,13,224.15,Defensive
2014-15,Texas,13,13,243,2599,18.69,10.70,14,199.92,Offense
2014-15,Texas,0,13,247,2395,19.00,9.70,13,184.23,Defensive
2015-16,Texas,12,12,139,1751,11.58,12.60,9,145.92,Offense
2015-16,Texas,0,12,229,2801,19.08,12.23,24,233.42,Defensive
2016-17,Texas,12,12,241,3024,20.08,12.55,21,252.00,Offense
2016-17,Texas,0,12,246,3102,246.00,151.12,22,3102.00,Defensive
2017-18,Texas,12,12,281,3198,23.42,11.38,16,266.50,Offense
2017-18,Texas,0,12,243,3095,20.25,12.74,16,257.92,Defensive
2013-14,Texas,13,13,246,2762,18.92,11.23,18,212.46,Offense
2013-14,Texas,0,13,238,2914,18.31,12.24,13,224.15,Defensive
2014-15,Texas,13,13,243,2599,18.69,10.70,14,199.92,Offense
2014-15,Texas,0,13,247,2395,19.00,9.70,13,184.23,Defensive
2015-16,Texas,12,12,139,1751,11.58,12.60,9,145.92,Offense
2015-16,Texas,0,12,229,2801,19.08,12.23,24,233.42,Defensive
2016-17,Texas,12,12,241,3024,20.08,12.55,21,252.00,Offense
2016-17,Texas,0,12,246,3102,246.00,151.12,22,3102.00,Defensive
2017-18,Texas,12,12,281,3198,23.42,11.38,16,266.50,Offense
2017-18,Texas,0,12,243,3095,20.25,12.74,16,257.92,Defensive
2013-14,Texas A&M,13,13,339,4593,26.08,13.55,40,353.31,Offense
2013-14,Texas A&M,0,13,250,3295,19.23,13.18,31,253.46,Defensive
2014-15,Texas A&M,13,13,332,3971,25.54,11.96,39,305.46,Offense
2014-15,Texas A&M,0,13,242,3052,18.62,12.61,19,234.77,Defensive
2015-16,Texas A&M,13,13,273,3323,21.00,12.17,25,255.62,Offense
2015-16,Texas A&M,0,13,207,2162,15.92,10.44,10,166.31,Defensive
2016-17,Texas A&M,13,13,255,3317,19.62,13.01,25,255.15,Offense
2016-17,Texas A&M,0,13,272,3250,272.00,154.46,16,3250.00,Defensive
2017-18,Texas A&M,12,12,211,2767,17.58,13.11,18,230.58,Offense
2017-18,Texas A&M,0,12,215,2689,17.92,12.51,24,224.08,Defensive
2013-14,Texas A&M,13,13,339,4593,26.08,13.55,40,353.31,Offense
2013-14,Texas A&M,0,13,250,3295,19.23,13.18,31,253.46,Defensive
2014-15,Texas A&M,13,13,332,3971,25.54,11.96,39,305.46,Offense
2014-15,Texas A&M,0,13,242,3052,18.62,12.61,19,234.77,Defensive
2015-16,Texas A&M,13,13,273,3323,21.00,12.17,25,255.62,Offense
2015-16,Texas A&M,0,13,207,2162,15.92,10.44,10,166.31,Defensive
2016-17,Texas A&M,13,13,255,3317,19.62,13.01,25,255.15,Offense
2016-17,Texas A&M,0,13,272,3250,272.00,154.46,16,3250.00,Defensive
2017-18,Texas A&M,12,12,211,2767,17.58,13.11,18,230.58,Offense
2017-18,Texas A&M,0,12,215,2689,17.92,12.51,24,224.08,Defensive
2013-14,Texas A&M,13,13,339,4593,26.08,13.55,40,353.31,Offense
2013-14,Texas A&M,0,13,250,3295,19.23,13.18,31,253.46,Defensive
2014-15,Texas A&M,13,13,332,3971,25.54,11.96,39,305.46,Offense
2014-15,Texas A&M,0,13,242,3052,18.62,12.61,19,234.77,Defensive
2015-16,Texas A&M,13,13,273,3323,21.00,12.17,25,255.62,Offense
2015-16,Texas A&M,0,13,207,2162,15.92,10.44,10,166.31,Defensive
2016-17,Texas A&M,13,13,255,3317,19.62,13.01,25,255.15,Offense
2016-17,Texas A&M,0,13,272,3250,272.00,154.46,16,3250.00,Defensive
2017-18,Texas A&M,12,12,211,2767,17.58,13.11,18,230.58,Offense
2017-18,Texas A&M,0,12,215,2689,17.92,12.51,24,224.08,Defensive
2013-14,Texas A&M,13,13,339,4593,26.08,13.55,40,353.31,Offense
2013-14,Texas A&M,0,13,250,3295,19.23,13.18,31,253.46,Defensive
2014-15,Texas A&M,13,13,332,3971,25.54,11.96,39,305.46,Offense
2014-15,Texas A&M,0,13,242,3052,18.62,12.61,19,234.77,Defensive
2015-16,Texas A&M,13,13,273,3323,21.00,12.17,25,255.62,Offense
2015-16,Texas A&M,0,13,207,2162,15.92,10.44,10,166.31,Defensive
2016-17,Texas A&M,13,13,255,3317,19.62,13.01,25,255.15,Offense
2016-17,Texas A&M,0,13,272,3250,272.00,154.46,16,3250.00,Defensive
2017-18,Texas A&M,12,12,211,2767,17.58,13.11,18,230.58,Offense
2017-18,Texas A&M,0,12,215,2689,17.92,12.51,24,224.08,Defensive
2013-14,Tennessee,12,12,191,1979,15.92,10.36,12,164.92,Offense
2013-14,Tennessee,0,12,200,2533,16.67,12.66,18,211.08,Defensive
2014-15,Tennessee,13,13,281,2914,21.62,10.37,23,224.15,Offense
2014-15,Tennessee,0,13,201,2551,15.46,12.69,16,196.23,Defensive
2015-16,Tennessee,13,13,220,2582,16.92,11.74,17,198.62,Offense
2015-16,Tennessee,0,13,220,2735,16.92,12.43,17,210.38,Defensive
2016-17,Tennessee,13,13,238,3100,18.31,13.03,28,238.46,Offense
2016-17,Tennessee,0,13,238,2999,238.00,162.87,18,2999.00,Defensive
2017-18,Tennessee,12,12,180,2084,15.00,11.58,11,173.67,Offense
2017-18,Tennessee,0,12,154,1940,12.83,12.60,15,161.67,Defensive
2013-14,Tennessee,12,12,191,1979,15.92,10.36,12,164.92,Offense
2013-14,Tennessee,0,12,200,2533,16.67,12.66,18,211.08,Defensive
2014-15,Tennessee,13,13,281,2914,21.62,10.37,23,224.15,Offense
2014-15,Tennessee,0,13,201,2551,15.46,12.69,16,196.23,Defensive
2015-16,Tennessee,13,13,220,2582,16.92,11.74,17,198.62,Offense
2015-16,Tennessee,0,13,220,2735,16.92,12.43,17,210.38,Defensive
2016-17,Tennessee,13,13,238,3100,18.31,13.03,28,238.46,Offense
2016-17,Tennessee,0,13,238,2999,238.00,162.87,18,2999.00,Defensive
2017-18,Tennessee,12,12,180,2084,15.00,11.58,11,173.67,Offense
2017-18,Tennessee,0,12,154,1940,12.83,12.60,15,161.67,Defensive
2013-14,Tennessee,12,12,191,1979,15.92,10.36,12,164.92,Offense
2013-14,Tennessee,0,12,200,2533,16.67,12.66,18,211.08,Defensive
2014-15,Tennessee,13,13,281,2914,21.62,10.37,23,224.15,Offense
2014-15,Tennessee,0,13,201,2551,15.46,12.69,16,196.23,Defensive
2015-16,Tennessee,13,13,220,2582,16.92,11.74,17,198.62,Offense
2015-16,Tennessee,0,13,220,2735,16.92,12.43,17,210.38,Defensive
2016-17,Tennessee,13,13,238,3100,18.31,13.03,28,238.46,Offense
2016-17,Tennessee,0,13,238,2999,238.00,162.87,18,2999.00,Defensive
2017-18,Tennessee,12,12,180,2084,15.00,11.58,11,173.67,Offense
2017-18,Tennessee,0,12,154,1940,12.83,12.60,15,161.67,Defensive
2013-14,Tennessee,12,12,191,1979,15.92,10.36,12,164.92,Offense
2013-14,Tennessee,0,12,200,2533,16.67,12.66,18,211.08,Defensive
2014-15,Tennessee,13,13,281,2914,21.62,10.37,23,224.15,Offense
2014-15,Tennessee,0,13,201,2551,15.46,12.69,16,196.23,Defensive
2015-16,Tennessee,13,13,220,2582,16.92,11.74,17,198.62,Offense
2015-16,Tennessee,0,13,220,2735,16.92,12.43,17,210.38,Defensive
2016-17,Tennessee,13,13,238,3100,18.31,13.03,28,238.46,Offense
2016-17,Tennessee,0,13,238,2999,238.00,162.87,18,2999.00,Defensive
2017-18,Tennessee,12,12,180,2084,15.00,11.58,11,173.67,Offense
2017-18,Tennessee,0,12,154,1940,12.83,12.60,15,161.67,Defensive
2013-14,Temple,12,12,235,2996,19.58,12.75,23,249.67,Offense
2013-14,Temple,0,12,278,3583,23.17,12.89,24,298.58,Defensive
2014-15,Temple,12,12,214,2408,17.83,11.25,13,200.67,Offense
2014-15,Temple,0,12,216,2243,18.00,10.38,9,186.92,Defensive
2015-16,Temple,14,14,250,3038,17.86,12.15,20,217.00,Offense
2015-16,Temple,0,14,269,2928,19.21,10.88,13,209.14,Defensive
2016-17,Temple,14,14,232,3324,16.57,14.33,22,237.43,Offense
2016-17,Temple,0,14,182,2130,13.00,11.70,13,152.14,Defensive
2017-18,Temple,12,12,244,3019,20.33,12.37,20,251.58,Offense
2017-18,Temple,0,12,204,2520,17.00,12.35,21,210.00,Defensive
2013-14,Temple,12,12,235,2996,19.58,12.75,23,249.67,Offense
2013-14,Temple,0,12,278,3583,23.17,12.89,24,298.58,Defensive
2014-15,Temple,12,12,214,2408,17.83,11.25,13,200.67,Offense
2014-15,Temple,0,12,216,2243,18.00,10.38,9,186.92,Defensive
2015-16,Temple,14,14,250,3038,17.86,12.15,20,217.00,Offense
2015-16,Temple,0,14,269,2928,19.21,10.88,13,209.14,Defensive
2016-17,Temple,14,14,232,3324,16.57,14.33,22,237.43,Offense
2016-17,Temple,0,14,182,2130,13.00,11.70,13,152.14,Defensive
2017-18,Temple,12,12,244,3019,20.33,12.37,20,251.58,Offense
2017-18,Temple,0,12,204,2520,17.00,12.35,21,210.00,Defensive
2013-14,Temple,12,12,235,2996,19.58,12.75,23,249.67,Offense
2013-14,Temple,0,12,278,3583,23.17,12.89,24,298.58,Defensive
2014-15,Temple,12,12,214,2408,17.83,11.25,13,200.67,Offense
2014-15,Temple,0,12,216,2243,18.00,10.38,9,186.92,Defensive
2015-16,Temple,14,14,250,3038,17.86,12.15,20,217.00,Offense
2015-16,Temple,0,14,269,2928,19.21,10.88,13,209.14,Defensive
2016-17,Temple,14,14,232,3324,16.57,14.33,22,237.43,Offense
2016-17,Temple,0,14,182,2130,13.00,11.70,13,152.14,Defensive
2017-18,Temple,12,12,244,3019,20.33,12.37,20,251.58,Offense
2017-18,Temple,0,12,204,2520,17.00,12.35,21,210.00,Defensive
2013-14,Tulsa,12,12,210,2297,17.50,10.94,12,191.42,Offense
2013-14,Tulsa,0,12,241,2768,20.08,11.49,25,230.67,Defensive
2014-15,Tulsa,12,12,263,3176,21.92,12.08,23,264.67,Offense
2014-15,Tulsa,0,12,232,3265,19.33,14.07,29,272.08,Defensive
2015-16,Tulsa,13,13,305,4332,23.46,14.20,25,333.23,Offense
2015-16,Tulsa,0,13,289,3860,22.23,13.36,27,296.92,Defensive
2016-17,Tulsa,13,13,267,3449,20.54,12.92,33,265.31,Offense
2016-17,Tulsa,0,13,260,3252,260.00,171.29,16,3252.00,Defensive
2017-18,Tulsa,12,12,156,2077,13.00,13.31,6,173.08,Offense
2017-18,Tulsa,0,12,213,3167,17.75,14.87,24,263.92,Defensive
2013-14,Tulane,13,13,219,2404,16.85,10.98,19,184.92,Offense
2013-14,Tulane,0,13,240,2969,18.46,12.37,13,228.38,Defensive
2014-15,Tulane,12,12,240,2415,20.00,10.06,13,201.25,Offense
2014-15,Tulane,0,12,220,2759,18.33,12.54,18,229.92,Defensive
2015-16,Tulane,12,12,205,2415,17.08,11.78,18,201.25,Offense
2015-16,Tulane,0,12,203,2801,16.92,13.80,20,233.42,Defensive
2016-17,Tulane,12,12,109,1360,9.08,12.48,10,113.33,Offense
2016-17,Tulane,0,12,187,2463,187.00,156.34,17,2463.00,Defensive
2017-18,Tulane,12,12,136,1920,11.33,14.12,12,160.00,Offense
2017-18,Tulane,0,12,181,2708,15.08,14.96,19,225.67,Defensive
2013-14,Tulane,13,13,219,2404,16.85,10.98,19,184.92,Offense
2013-14,Tulane,0,13,240,2969,18.46,12.37,13,228.38,Defensive
2014-15,Tulane,12,12,240,2415,20.00,10.06,13,201.25,Offense
2014-15,Tulane,0,12,220,2759,18.33,12.54,18,229.92,Defensive
2015-16,Tulane,12,12,205,2415,17.08,11.78,18,201.25,Offense
2015-16,Tulane,0,12,203,2801,16.92,13.80,20,233.42,Defensive
2016-17,Tulane,12,12,109,1360,9.08,12.48,10,113.33,Offense
2016-17,Tulane,0,12,187,2463,187.00,156.34,17,2463.00,Defensive
2017-18,Tulane,12,12,136,1920,11.33,14.12,12,160.00,Offense
2017-18,Tulane,0,12,181,2708,15.08,14.96,19,225.67,Defensive
2013-14,Tulane,13,13,219,2404,16.85,10.98,19,184.92,Offense
2013-14,Tulane,0,13,240,2969,18.46,12.37,13,228.38,Defensive
2014-15,Tulane,12,12,240,2415,20.00,10.06,13,201.25,Offense
2014-15,Tulane,0,12,220,2759,18.33,12.54,18,229.92,Defensive
2015-16,Tulane,12,12,205,2415,17.08,11.78,18,201.25,Offense
2015-16,Tulane,0,12,203,2801,16.92,13.80,20,233.42,Defensive
2016-17,Tulane,12,12,109,1360,9.08,12.48,10,113.33,Offense
2016-17,Tulane,0,12,187,2463,187.00,156.34,17,2463.00,Defensive
2017-18,Tulane,12,12,136,1920,11.33,14.12,12,160.00,Offense
2017-18,Tulane,0,12,181,2708,15.08,14.96,19,225.67,Defensive
2013-14,Tulane,13,13,219,2404,16.85,10.98,19,184.92,Offense
2013-14,Tulane,0,13,240,2969,18.46,12.37,13,228.38,Defensive
2014-15,Tulane,12,12,240,2415,20.00,10.06,13,201.25,Offense
2014-15,Tulane,0,12,220,2759,18.33,12.54,18,229.92,Defensive
2015-16,Tulane,12,12,205,2415,17.08,11.78,18,201.25,Offense
2015-16,Tulane,0,12,203,2801,16.92,13.80,20,233.42,Defensive
2016-17,Tulane,12,12,109,1360,9.08,12.48,10,113.33,Offense
2016-17,Tulane,0,12,187,2463,187.00,156.34,17,2463.00,Defensive
2017-18,Tulane,12,12,136,1920,11.33,14.12,12,160.00,Offense
2017-18,Tulane,0,12,181,2708,15.08,14.96,19,225.67,Defensive
2013-14,Troy,12,12,325,3867,27.08,11.90,28,322.25,Offense
2013-14,Troy,0,12,230,3763,19.17,16.36,28,313.58,Defensive
2014-15,Troy,12,12,238,2385,19.83,10.02,12,198.75,Offense
2014-15,Troy,0,12,205,2495,17.08,12.17,19,207.92,Defensive
2015-16,Troy,12,12,250,2890,20.83,11.56,21,240.83,Offense
2015-16,Troy,0,12,194,2389,16.17,12.31,19,199.08,Defensive
2016-17,Troy,13,13,315,3386,24.23,10.75,25,260.46,Offense
2016-17,Troy,0,13,254,3203,19.54,12.61,20,246.38,Defensive
2017-18,Troy,12,12,269,3200,22.42,11.90,15,266.67,Offense
2017-18,Troy,0,12,232,2704,19.33,11.66,17,225.33,Defensive
2013-14,Troy,12,12,325,3867,27.08,11.90,28,322.25,Offense
2013-14,Troy,0,12,230,3763,19.17,16.36,28,313.58,Defensive
2014-15,Troy,12,12,238,2385,19.83,10.02,12,198.75,Offense
2014-15,Troy,0,12,205,2495,17.08,12.17,19,207.92,Defensive
2015-16,Troy,12,12,250,2890,20.83,11.56,21,240.83,Offense
2015-16,Troy,0,12,194,2389,16.17,12.31,19,199.08,Defensive
2016-17,Troy,13,13,315,3386,24.23,10.75,25,260.46,Offense
2016-17,Troy,0,13,254,3203,19.54,12.61,20,246.38,Defensive
2017-18,Troy,12,12,269,3200,22.42,11.90,15,266.67,Offense
2017-18,Troy,0,12,232,2704,19.33,11.66,17,225.33,Defensive
2013-14,Troy,12,12,325,3867,27.08,11.90,28,322.25,Offense
2013-14,Troy,0,12,230,3763,19.17,16.36,28,313.58,Defensive
2014-15,Troy,12,12,238,2385,19.83,10.02,12,198.75,Offense
2014-15,Troy,0,12,205,2495,17.08,12.17,19,207.92,Defensive
2015-16,Troy,12,12,250,2890,20.83,11.56,21,240.83,Offense
2015-16,Troy,0,12,194,2389,16.17,12.31,19,199.08,Defensive
2016-17,Troy,13,13,315,3386,24.23,10.75,25,260.46,Offense
2016-17,Troy,0,13,254,3203,19.54,12.61,20,246.38,Defensive
2017-18,Troy,12,12,269,3200,22.42,11.90,15,266.67,Offense
2017-18,Troy,0,12,232,2704,19.33,11.66,17,225.33,Defensive
2013-14,Troy,12,12,325,3867,27.08,11.90,28,322.25,Offense
2013-14,Troy,0,12,230,3763,19.17,16.36,28,313.58,Defensive
2014-15,Troy,12,12,238,2385,19.83,10.02,12,198.75,Offense
2014-15,Troy,0,12,205,2495,17.08,12.17,19,207.92,Defensive
2015-16,Troy,12,12,250,2890,20.83,11.56,21,240.83,Offense
2015-16,Troy,0,12,194,2389,16.17,12.31,19,199.08,Defensive
2016-17,Troy,13,13,315,3386,24.23,10.75,25,260.46,Offense
2016-17,Troy,0,13,254,3203,19.54,12.61,20,246.38,Defensive
2017-18,Troy,12,12,269,3200,22.42,11.90,15,266.67,Offense
2017-18,Troy,0,12,232,2704,19.33,11.66,17,225.33,Defensive
2013-14,Toledo,12,12,213,2481,17.75,11.65,19,206.75,Offense
2013-14,Toledo,0,12,219,3016,18.25,13.77,17,251.33,Defensive
2014-15,Toledo,13,13,243,3044,18.69,12.53,24,234.15,Offense
2014-15,Toledo,0,13,293,3792,22.54,12.94,37,291.69,Defensive
2015-16,Toledo,12,12,231,3036,19.25,13.14,24,253.00,Offense
2015-16,Toledo,0,12,278,3116,23.17,11.21,15,259.67,Defensive
2016-17,Toledo,13,13,291,4196,22.38,14.42,46,322.77,Offense
2016-17,Toledo,0,13,227,2870,227.00,173.38,24,2870.00,Defensive
2017-18,Toledo,13,13,251,3795,19.31,15.12,28,291.92,Offense
2017-18,Toledo,0,13,223,2769,17.15,12.42,20,213.00,Defensive
2013-14,Toledo,12,12,213,2481,17.75,11.65,19,206.75,Offense
2013-14,Toledo,0,12,219,3016,18.25,13.77,17,251.33,Defensive
2014-15,Toledo,13,13,243,3044,18.69,12.53,24,234.15,Offense
2014-15,Toledo,0,13,293,3792,22.54,12.94,37,291.69,Defensive
2015-16,Toledo,12,12,231,3036,19.25,13.14,24,253.00,Offense
2015-16,Toledo,0,12,278,3116,23.17,11.21,15,259.67,Defensive
2016-17,Toledo,13,13,291,4196,22.38,14.42,46,322.77,Offense
2016-17,Toledo,0,13,227,2870,227.00,173.38,24,2870.00,Defensive
2017-18,Toledo,13,13,251,3795,19.31,15.12,28,291.92,Offense
2017-18,Toledo,0,13,223,2769,17.15,12.42,20,213.00,Defensive
2013-14,Toledo,12,12,213,2481,17.75,11.65,19,206.75,Offense
2013-14,Toledo,0,12,219,3016,18.25,13.77,17,251.33,Defensive
2014-15,Toledo,13,13,243,3044,18.69,12.53,24,234.15,Offense
2014-15,Toledo,0,13,293,3792,22.54,12.94,37,291.69,Defensive
2015-16,Toledo,12,12,231,3036,19.25,13.14,24,253.00,Offense
2015-16,Toledo,0,12,278,3116,23.17,11.21,15,259.67,Defensive
2016-17,Toledo,13,13,291,4196,22.38,14.42,46,322.77,Offense
2016-17,Toledo,0,13,227,2870,227.00,173.38,24,2870.00,Defensive
2017-18,Toledo,13,13,251,3795,19.31,15.12,28,291.92,Offense
2017-18,Toledo,0,13,223,2769,17.15,12.42,20,213.00,Defensive
2013-14,Toledo,12,12,213,2481,17.75,11.65,19,206.75,Offense
2013-14,Toledo,0,12,219,3016,18.25,13.77,17,251.33,Defensive
2014-15,Toledo,13,13,243,3044,18.69,12.53,24,234.15,Offense
2014-15,Toledo,0,13,293,3792,22.54,12.94,37,291.69,Defensive
2015-16,Toledo,12,12,231,3036,19.25,13.14,24,253.00,Offense
2015-16,Toledo,0,12,278,3116,23.17,11.21,15,259.67,Defensive
2016-17,Toledo,13,13,291,4196,22.38,14.42,46,322.77,Offense
2016-17,Toledo,0,13,227,2870,227.00,173.38,24,2870.00,Defensive
2017-18,Toledo,13,13,251,3795,19.31,15.12,28,291.92,Offense
2017-18,Toledo,0,13,223,2769,17.15,12.42,20,213.00,Defensive
2013-14,Texas Tech,13,13,453,5107,34.85,11.27,35,392.85,Offense
2013-14,Texas Tech,0,13,248,2822,19.08,11.38,16,217.08,Defensive
2014-15,Texas Tech,12,12,332,4213,27.67,12.69,40,351.08,Offense
2014-15,Texas Tech,0,12,228,3038,19.00,13.32,27,253.17,Defensive
2015-16,Texas Tech,13,13,389,5046,29.92,12.97,39,388.15,Offense
2015-16,Texas Tech,0,13,270,3481,270.00,12.89,25,267.77,Defensive
2016-17,Texas Tech,12,12,428,5556,35.67,12.98,47,463.00,Offense
2016-17,Texas Tech,0,12,271,3789,271.00,169.34,28,3789.00,Defensive
2017-18,Texas Tech,12,12,321,3922,26.75,12.22,32,326.83,Offense
2017-18,Texas Tech,0,12,304,3357,25.33,11.04,29,279.75,Defensive
2013-14,Texas Tech,13,13,453,5107,34.85,11.27,35,392.85,Offense
2013-14,Texas Tech,0,13,248,2822,19.08,11.38,16,217.08,Defensive
2014-15,Texas Tech,12,12,332,4213,27.67,12.69,40,351.08,Offense
2014-15,Texas Tech,0,12,228,3038,19.00,13.32,27,253.17,Defensive
2015-16,Texas Tech,13,13,389,5046,29.92,12.97,39,388.15,Offense
2015-16,Texas Tech,0,13,270,3481,270.00,12.89,25,267.77,Defensive
2016-17,Texas Tech,12,12,428,5556,35.67,12.98,47,463.00,Offense
2016-17,Texas Tech,0,12,271,3789,271.00,169.34,28,3789.00,Defensive
2017-18,Texas Tech,12,12,321,3922,26.75,12.22,32,326.83,Offense
2017-18,Texas Tech,0,12,304,3357,25.33,11.04,29,279.75,Defensive
2013-14,Texas St.,12,12,166,1857,13.83,11.19,11,154.75,Offense
2013-14,Texas St.,0,12,271,2991,22.58,11.04,18,249.25,Defensive
2014-15,Texas St.,12,12,250,2711,20.83,10.84,22,225.92,Offense
2014-15,Texas St.,0,12,262,2919,21.83,11.14,18,243.25,Defensive
2015-16,Texas St.,12,12,249,2752,20.75,11.05,15,229.33,Offense
2015-16,Texas St.,0,12,228,3166,19.00,13.89,28,263.83,Defensive
2016-17,Texas St.,12,12,257,2639,21.42,10.27,14,219.92,Offense
2016-17,Texas St.,0,12,249,2985,20.75,11.99,28,248.75,Defensive
2017-18,Texas St.,12,12,215,2468,17.92,11.48,15,205.67,Offense
2017-18,Texas St.,0,12,250,3567,20.83,14.27,21,297.25,Defensive
2013-14,Texas St.,12,12,166,1857,13.83,11.19,11,154.75,Offense
2013-14,Texas St.,0,12,271,2991,22.58,11.04,18,249.25,Defensive
2014-15,Texas St.,12,12,250,2711,20.83,10.84,22,225.92,Offense
2014-15,Texas St.,0,12,262,2919,21.83,11.14,18,243.25,Defensive
2015-16,Texas St.,12,12,249,2752,20.75,11.05,15,229.33,Offense
2015-16,Texas St.,0,12,228,3166,19.00,13.89,28,263.83,Defensive
2016-17,Texas St.,12,12,257,2639,21.42,10.27,14,219.92,Offense
2016-17,Texas St.,0,12,249,2985,20.75,11.99,28,248.75,Defensive
2017-18,Texas St.,12,12,215,2468,17.92,11.48,15,205.67,Offense
2017-18,Texas St.,0,12,250,3567,20.83,14.27,21,297.25,Defensive
2013-14,UNLV,13,13,299,3105,23.00,10.38,27,238.85,Offense
2013-14,UNLV,0,13,224,2830,17.23,12.63,21,217.69,Defensive
2014-15,UNLV,13,13,268,3357,20.62,12.53,16,258.23,Offense
2014-15,UNLV,0,13,194,2855,14.92,14.72,25,219.62,Defensive
2015-16,UNLV,12,12,196,2537,16.33,12.94,21,211.42,Offense
2015-16,UNLV,0,12,238,2877,19.83,12.09,19,239.75,Defensive
2016-17,UNLV,12,12,138,1955,11.50,14.17,16,162.92,Offense
2016-17,UNLV,0,12,210,2918,210.00,169.06,23,2918.00,Defensive
2017-18,UNLV,12,12,162,2243,13.50,13.85,10,186.92,Offense
2017-18,UNLV,0,12,215,2632,17.92,12.24,16,219.33,Defensive
2013-14,UConn,12,12,241,2810,20.08,11.66,16,234.17,Offense
2013-14,UConn,0,12,221,2990,18.42,13.53,23,249.17,Defensive
2014-15,UConn,12,12,185,2032,15.42,10.98,12,169.33,Offense
2014-15,UConn,0,12,229,2505,19.08,10.94,21,208.75,Defensive
2015-16,UConn,13,13,201,2412,15.46,12.00,10,185.54,Offense
2015-16,UConn,0,13,235,2461,18.08,10.47,14,189.31,Defensive
2016-17,UConn,12,12,213,2432,17.75,11.42,8,202.67,Offense
2016-17,UConn,0,12,265,3176,265.00,158.65,20,3176.00,Defensive
2017-18,UConn,12,12,256,3230,21.33,12.62,18,269.17,Offense
2017-18,UConn,0,12,318,4007,26.50,12.60,34,333.92,Defensive
2013-14,UConn,12,12,241,2810,20.08,11.66,16,234.17,Offense
2013-14,UConn,0,12,221,2990,18.42,13.53,23,249.17,Defensive
2014-15,UConn,12,12,185,2032,15.42,10.98,12,169.33,Offense
2014-15,UConn,0,12,229,2505,19.08,10.94,21,208.75,Defensive
2015-16,UConn,13,13,201,2412,15.46,12.00,10,185.54,Offense
2015-16,UConn,0,13,235,2461,18.08,10.47,14,189.31,Defensive
2016-17,UConn,12,12,213,2432,17.75,11.42,8,202.67,Offense
2016-17,UConn,0,12,265,3176,265.00,158.65,20,3176.00,Defensive
2017-18,UConn,12,12,256,3230,21.33,12.62,18,269.17,Offense
2017-18,UConn,0,12,318,4007,26.50,12.60,34,333.92,Defensive
2013-14,UConn,12,12,241,2810,20.08,11.66,16,234.17,Offense
2013-14,UConn,0,12,221,2990,18.42,13.53,23,249.17,Defensive
2014-15,UConn,12,12,185,2032,15.42,10.98,12,169.33,Offense
2014-15,UConn,0,12,229,2505,19.08,10.94,21,208.75,Defensive
2015-16,UConn,13,13,201,2412,15.46,12.00,10,185.54,Offense
2015-16,UConn,0,13,235,2461,18.08,10.47,14,189.31,Defensive
2016-17,UConn,12,12,213,2432,17.75,11.42,8,202.67,Offense
2016-17,UConn,0,12,265,3176,265.00,158.65,20,3176.00,Defensive
2017-18,UConn,12,12,256,3230,21.33,12.62,18,269.17,Offense
2017-18,UConn,0,12,318,4007,26.50,12.60,34,333.92,Defensive
2013-14,UConn,12,12,241,2810,20.08,11.66,16,234.17,Offense
2013-14,UConn,0,12,221,2990,18.42,13.53,23,249.17,Defensive
2014-15,UConn,12,12,185,2032,15.42,10.98,12,169.33,Offense
2014-15,UConn,0,12,229,2505,19.08,10.94,21,208.75,Defensive
2015-16,UConn,13,13,201,2412,15.46,12.00,10,185.54,Offense
2015-16,UConn,0,13,235,2461,18.08,10.47,14,189.31,Defensive
2016-17,UConn,12,12,213,2432,17.75,11.42,8,202.67,Offense
2016-17,UConn,0,12,265,3176,265.00,158.65,20,3176.00,Defensive
2017-18,UConn,12,12,256,3230,21.33,12.62,18,269.17,Offense
2017-18,UConn,0,12,318,4007,26.50,12.60,34,333.92,Defensive
2013-14,UCLA,13,13,265,3274,20.38,12.35,25,251.85,Offense
2013-14,UCLA,0,13,266,2829,20.46,10.64,16,217.62,Defensive
2014-15,UCLA,13,13,298,3358,22.92,11.27,24,258.31,Offense
2014-15,UCLA,0,13,306,3258,23.54,10.65,22,250.62,Defensive
2015-16,UCLA,13,13,300,3749,23.08,12.50,23,288.38,Offense
