Year,Team,GP,G,PuntRet,PuntRetTDs,PuntRetYds,OffenseDefense
2016-17,Syracuse,12,12,18,nan,313,Offense
2016-17,Syracuse,0,12,27,1,219,Defensive
2017-18,Syracuse,12,12,19,nan,137,Offense
2017-18,Syracuse,0,12,9,nan,24,Defensive
2013-14,Syracuse,13,13,33,nan,258,Offense
2013-14,Syracuse,0,13,32,nan,288,Defensive
2014-15,Syracuse,12,12,20,nan,167,Offense
2014-15,Syracuse,0,12,23,2,329,Defensive
2015-16,Syracuse,12,12,17,2,271,Offense
2015-16,Syracuse,0,12,14,1,119,Defensive
2016-17,Syracuse,12,12,18,nan,313,Offense
2016-17,Syracuse,0,12,27,1,219,Defensive
2017-18,Syracuse,12,12,19,nan,137,Offense
2017-18,Syracuse,0,12,9,nan,24,Defensive
2013-14,Syracuse,13,13,33,nan,258,Offense
2013-14,Syracuse,0,13,32,nan,288,Defensive
2014-15,Syracuse,12,12,20,nan,167,Offense
2014-15,Syracuse,0,12,23,2,329,Defensive
2015-16,Syracuse,12,12,17,2,271,Offense
2015-16,Syracuse,0,12,14,1,119,Defensive
2016-17,Syracuse,12,12,18,nan,313,Offense
2016-17,Syracuse,0,12,27,1,219,Defensive
2017-18,Syracuse,12,12,19,nan,137,Offense
2017-18,Syracuse,0,12,9,nan,24,Defensive
2013-14,Syracuse,13,13,33,nan,258,Offense
2013-14,Syracuse,0,13,32,nan,288,Defensive
2014-15,Syracuse,12,12,20,nan,167,Offense
2014-15,Syracuse,0,12,23,2,329,Defensive
2015-16,Syracuse,12,12,17,2,271,Offense
2015-16,Syracuse,0,12,14,1,119,Defensive
2016-17,Syracuse,12,12,18,nan,313,Offense
2016-17,Syracuse,0,12,27,1,219,Defensive
2017-18,Syracuse,12,12,19,nan,137,Offense
2017-18,Syracuse,0,12,9,nan,24,Defensive
2013-14,Stanford,14,14,18,nan,147,Offense
2013-14,Stanford,0,14,29,nan,207,Defensive
2014-15,Stanford,13,13,22,2,403,Offense
2014-15,Stanford,0,13,23,nan,159,Defensive
2015-16,Stanford,14,14,17,1,154,Offense
2015-16,Stanford,0,14,11,nan,93,Defensive
2016-17,Stanford,13,13,13,nan,88,Offense
2016-17,Stanford,0,13,19,nan,143,Defensive
2017-18,Stanford,13,13,20,1,172,Offense
2017-18,Stanford,0,13,16,nan,93,Defensive
2013-14,Stanford,14,14,18,nan,147,Offense
2013-14,Stanford,0,14,29,nan,207,Defensive
2014-15,Stanford,13,13,22,2,403,Offense
2014-15,Stanford,0,13,23,nan,159,Defensive
2015-16,Stanford,14,14,17,1,154,Offense
2015-16,Stanford,0,14,11,nan,93,Defensive
2016-17,Stanford,13,13,13,nan,88,Offense
2016-17,Stanford,0,13,19,nan,143,Defensive
2017-18,Stanford,13,13,20,1,172,Offense
2017-18,Stanford,0,13,16,nan,93,Defensive
2013-14,Stanford,14,14,18,nan,147,Offense
2013-14,Stanford,0,14,29,nan,207,Defensive
2014-15,Stanford,13,13,22,2,403,Offense
2014-15,Stanford,0,13,23,nan,159,Defensive
2015-16,Stanford,14,14,17,1,154,Offense
2015-16,Stanford,0,14,11,nan,93,Defensive
2016-17,Stanford,13,13,13,nan,88,Offense
2016-17,Stanford,0,13,19,nan,143,Defensive
2017-18,Stanford,13,13,20,1,172,Offense
2017-18,Stanford,0,13,16,nan,93,Defensive
2013-14,Stanford,14,14,18,nan,147,Offense
2013-14,Stanford,0,14,29,nan,207,Defensive
2014-15,Stanford,13,13,22,2,403,Offense
2014-15,Stanford,0,13,23,nan,159,Defensive
2015-16,Stanford,14,14,17,1,154,Offense
2015-16,Stanford,0,14,11,nan,93,Defensive
2016-17,Stanford,13,13,13,nan,88,Offense
2016-17,Stanford,0,13,19,nan,143,Defensive
2017-18,Stanford,13,13,20,1,172,Offense
2017-18,Stanford,0,13,16,nan,93,Defensive
2013-14,Southern Miss.,12,12,12,nan,161,Offense
2013-14,Southern Miss.,0,12,30,nan,416,Defensive
2014-15,Southern Miss.,12,12,17,nan,152,Offense
2014-15,Southern Miss.,0,12,18,nan,121,Defensive
2015-16,Southern Miss.,14,14,27,nan,134,Offense
2015-16,Southern Miss.,0,14,16,nan,143,Defensive
2016-17,Southern Miss.,13,13,27,1,252,Offense
2016-17,Southern Miss.,0,13,16,1,86,Defensive
2017-18,Southern Miss.,12,12,19,nan,110,Offense
2017-18,Southern Miss.,0,12,14,nan,87,Defensive
2013-14,Southern Miss.,12,12,12,nan,161,Offense
2013-14,Southern Miss.,0,12,30,nan,416,Defensive
2014-15,Southern Miss.,12,12,17,nan,152,Offense
2014-15,Southern Miss.,0,12,18,nan,121,Defensive
2015-16,Southern Miss.,14,14,27,nan,134,Offense
2015-16,Southern Miss.,0,14,16,nan,143,Defensive
2016-17,Southern Miss.,13,13,27,1,252,Offense
2016-17,Southern Miss.,0,13,16,1,86,Defensive
2017-18,Southern Miss.,12,12,19,nan,110,Offense
2017-18,Southern Miss.,0,12,14,nan,87,Defensive
2013-14,Southern Miss.,12,12,12,nan,161,Offense
2013-14,Southern Miss.,0,12,30,nan,416,Defensive
2014-15,Southern Miss.,12,12,17,nan,152,Offense
2014-15,Southern Miss.,0,12,18,nan,121,Defensive
2015-16,Southern Miss.,14,14,27,nan,134,Offense
2015-16,Southern Miss.,0,14,16,nan,143,Defensive
2016-17,Southern Miss.,13,13,27,1,252,Offense
2016-17,Southern Miss.,0,13,16,1,86,Defensive
2017-18,Southern Miss.,12,12,19,nan,110,Offense
2017-18,Southern Miss.,0,12,14,nan,87,Defensive
2013-14,Southern Miss.,12,12,12,nan,161,Offense
2013-14,Southern Miss.,0,12,30,nan,416,Defensive
2014-15,Southern Miss.,12,12,17,nan,152,Offense
2014-15,Southern Miss.,0,12,18,nan,121,Defensive
2015-16,Southern Miss.,14,14,27,nan,134,Offense
2015-16,Southern Miss.,0,14,16,nan,143,Defensive
2016-17,Southern Miss.,13,13,27,1,252,Offense
2016-17,Southern Miss.,0,13,16,1,86,Defensive
2017-18,Southern Miss.,12,12,19,nan,110,Offense
2017-18,Southern Miss.,0,12,14,nan,87,Defensive
2013-14,Texas St.,12,12,20,nan,284,Offense
2013-14,Texas St.,0,12,23,nan,286,Defensive
2014-15,Texas St.,12,12,15,1,155,Offense
2014-15,Texas St.,0,12,18,nan,82,Defensive
2015-16,Texas St.,12,12,15,1,183,Offense
2015-16,Texas St.,0,12,20,nan,174,Defensive
2016-17,Texas St.,12,12,21,nan,205,Offense
2016-17,Texas St.,0,12,23,nan,156,Defensive
2017-18,Texas St.,12,12,18,nan,130,Offense
2017-18,Texas St.,0,12,30,1,247,Defensive
2013-14,Texas St.,12,12,20,nan,284,Offense
2013-14,Texas St.,0,12,23,nan,286,Defensive
2014-15,Texas St.,12,12,15,1,155,Offense
2014-15,Texas St.,0,12,18,nan,82,Defensive
2015-16,Texas St.,12,12,15,1,183,Offense
2015-16,Texas St.,0,12,20,nan,174,Defensive
2016-17,Texas St.,12,12,21,nan,205,Offense
2016-17,Texas St.,0,12,23,nan,156,Defensive
2017-18,Texas St.,12,12,18,nan,130,Offense
2017-18,Texas St.,0,12,30,1,247,Defensive
2013-14,Texas,13,13,31,1,355,Offense
2013-14,Texas,0,13,14,1,121,Defensive
2014-15,Texas,13,13,22,nan,177,Offense
2014-15,Texas,0,13,33,nan,336,Defensive
2015-16,Texas,12,12,23,1,279,Offense
2015-16,Texas,0,12,13,nan,50,Defensive
2016-17,Texas,12,12,28,nan,182,Offense
2016-17,Texas,0,12,19,nan,93,Defensive
2017-18,Texas,12,12,18,1,150,Offense
2017-18,Texas,0,12,17,nan,112,Defensive
2013-14,Texas,13,13,31,1,355,Offense
2013-14,Texas,0,13,14,1,121,Defensive
2014-15,Texas,13,13,22,nan,177,Offense
2014-15,Texas,0,13,33,nan,336,Defensive
2015-16,Texas,12,12,23,1,279,Offense
2015-16,Texas,0,12,13,nan,50,Defensive
2016-17,Texas,12,12,28,nan,182,Offense
2016-17,Texas,0,12,19,nan,93,Defensive
2017-18,Texas,12,12,18,1,150,Offense
2017-18,Texas,0,12,17,nan,112,Defensive
2013-14,Texas,13,13,31,1,355,Offense
2013-14,Texas,0,13,14,1,121,Defensive
2014-15,Texas,13,13,22,nan,177,Offense
2014-15,Texas,0,13,33,nan,336,Defensive
2015-16,Texas,12,12,23,1,279,Offense
2015-16,Texas,0,12,13,nan,50,Defensive
2016-17,Texas,12,12,28,nan,182,Offense
2016-17,Texas,0,12,19,nan,93,Defensive
2017-18,Texas,12,12,18,1,150,Offense
2017-18,Texas,0,12,17,nan,112,Defensive
2013-14,Texas,13,13,31,1,355,Offense
2013-14,Texas,0,13,14,1,121,Defensive
2014-15,Texas,13,13,22,nan,177,Offense
2014-15,Texas,0,13,33,nan,336,Defensive
2015-16,Texas,12,12,23,1,279,Offense
2015-16,Texas,0,12,13,nan,50,Defensive
2016-17,Texas,12,12,28,nan,182,Offense
2016-17,Texas,0,12,19,nan,93,Defensive
2017-18,Texas,12,12,18,1,150,Offense
2017-18,Texas,0,12,17,nan,112,Defensive
2013-14,Texas A&M,13,13,20,nan,147,Offense
2013-14,Texas A&M,0,13,16,nan,171,Defensive
2014-15,Texas A&M,13,13,22,nan,274,Offense
2014-15,Texas A&M,0,13,13,nan,97,Defensive
2015-16,Texas A&M,13,13,19,2,374,Offense
2015-16,Texas A&M,0,13,22,nan,241,Defensive
2016-17,Texas A&M,13,13,14,4,355,Offense
2016-17,Texas A&M,0,13,20,nan,104,Defensive
2017-18,Texas A&M,12,12,11,1,205,Offense
2017-18,Texas A&M,0,12,17,1,87,Defensive
2013-14,Texas A&M,13,13,20,nan,147,Offense
2013-14,Texas A&M,0,13,16,nan,171,Defensive
2014-15,Texas A&M,13,13,22,nan,274,Offense
2014-15,Texas A&M,0,13,13,nan,97,Defensive
2015-16,Texas A&M,13,13,19,2,374,Offense
2015-16,Texas A&M,0,13,22,nan,241,Defensive
2016-17,Texas A&M,13,13,14,4,355,Offense
2016-17,Texas A&M,0,13,20,nan,104,Defensive
2017-18,Texas A&M,12,12,11,1,205,Offense
2017-18,Texas A&M,0,12,17,1,87,Defensive
2013-14,Texas A&M,13,13,20,nan,147,Offense
2013-14,Texas A&M,0,13,16,nan,171,Defensive
2014-15,Texas A&M,13,13,22,nan,274,Offense
2014-15,Texas A&M,0,13,13,nan,97,Defensive
2015-16,Texas A&M,13,13,19,2,374,Offense
2015-16,Texas A&M,0,13,22,nan,241,Defensive
2016-17,Texas A&M,13,13,14,4,355,Offense
2016-17,Texas A&M,0,13,20,nan,104,Defensive
2017-18,Texas A&M,12,12,11,1,205,Offense
2017-18,Texas A&M,0,12,17,1,87,Defensive
2013-14,Texas A&M,13,13,20,nan,147,Offense
2013-14,Texas A&M,0,13,16,nan,171,Defensive
2014-15,Texas A&M,13,13,22,nan,274,Offense
2014-15,Texas A&M,0,13,13,nan,97,Defensive
2015-16,Texas A&M,13,13,19,2,374,Offense
2015-16,Texas A&M,0,13,22,nan,241,Defensive
2016-17,Texas A&M,13,13,14,4,355,Offense
2016-17,Texas A&M,0,13,20,nan,104,Defensive
2017-18,Texas A&M,12,12,11,1,205,Offense
2017-18,Texas A&M,0,12,17,1,87,Defensive
2013-14,Tennessee,12,12,16,1,143,Offense
2013-14,Tennessee,0,12,22,1,218,Defensive
2014-15,Tennessee,13,13,22,1,213,Offense
2014-15,Tennessee,0,13,22,nan,71,Defensive
2015-16,Tennessee,13,13,33,3,567,Offense
2015-16,Tennessee,0,13,19,1,214,Defensive
2016-17,Tennessee,13,13,33,1,367,Offense
2016-17,Tennessee,0,13,12,1,152,Defensive
2017-18,Tennessee,12,12,14,nan,112,Offense
2017-18,Tennessee,0,12,30,nan,220,Defensive
2013-14,Tennessee,12,12,16,1,143,Offense
2013-14,Tennessee,0,12,22,1,218,Defensive
2014-15,Tennessee,13,13,22,1,213,Offense
2014-15,Tennessee,0,13,22,nan,71,Defensive
2015-16,Tennessee,13,13,33,3,567,Offense
2015-16,Tennessee,0,13,19,1,214,Defensive
2016-17,Tennessee,13,13,33,1,367,Offense
2016-17,Tennessee,0,13,12,1,152,Defensive
2017-18,Tennessee,12,12,14,nan,112,Offense
2017-18,Tennessee,0,12,30,nan,220,Defensive
2013-14,Tennessee,12,12,16,1,143,Offense
2013-14,Tennessee,0,12,22,1,218,Defensive
2014-15,Tennessee,13,13,22,1,213,Offense
2014-15,Tennessee,0,13,22,nan,71,Defensive
2015-16,Tennessee,13,13,33,3,567,Offense
2015-16,Tennessee,0,13,19,1,214,Defensive
2016-17,Tennessee,13,13,33,1,367,Offense
2016-17,Tennessee,0,13,12,1,152,Defensive
2017-18,Tennessee,12,12,14,nan,112,Offense
2017-18,Tennessee,0,12,30,nan,220,Defensive
2013-14,Tennessee,12,12,16,1,143,Offense
2013-14,Tennessee,0,12,22,1,218,Defensive
2014-15,Tennessee,13,13,22,1,213,Offense
2014-15,Tennessee,0,13,22,nan,71,Defensive
2015-16,Tennessee,13,13,33,3,567,Offense
2015-16,Tennessee,0,13,19,1,214,Defensive
2016-17,Tennessee,13,13,33,1,367,Offense
2016-17,Tennessee,0,13,12,1,152,Defensive
2017-18,Tennessee,12,12,14,nan,112,Offense
2017-18,Tennessee,0,12,30,nan,220,Defensive
2013-14,Temple,12,12,19,1,95,Offense
2013-14,Temple,0,12,24,nan,109,Defensive
2014-15,Temple,12,12,18,3,221,Offense
2014-15,Temple,0,12,22,nan,65,Defensive
2015-16,Temple,14,14,29,1,294,Offense
2015-16,Temple,0,14,16,nan,140,Defensive
2016-17,Temple,14,14,18,nan,190,Offense
2016-17,Temple,0,14,21,nan,78,Defensive
2017-18,Temple,12,12,21,1,168,Offense
2017-18,Temple,0,12,11,nan,93,Defensive
2013-14,Temple,12,12,19,1,95,Offense
2013-14,Temple,0,12,24,nan,109,Defensive
2014-15,Temple,12,12,18,3,221,Offense
2014-15,Temple,0,12,22,nan,65,Defensive
2015-16,Temple,14,14,29,1,294,Offense
2015-16,Temple,0,14,16,nan,140,Defensive
2016-17,Temple,14,14,18,nan,190,Offense
2016-17,Temple,0,14,21,nan,78,Defensive
2017-18,Temple,12,12,21,1,168,Offense
2017-18,Temple,0,12,11,nan,93,Defensive
2013-14,Temple,12,12,19,1,95,Offense
2013-14,Temple,0,12,24,nan,109,Defensive
2014-15,Temple,12,12,18,3,221,Offense
2014-15,Temple,0,12,22,nan,65,Defensive
2015-16,Temple,14,14,29,1,294,Offense
2015-16,Temple,0,14,16,nan,140,Defensive
2016-17,Temple,14,14,18,nan,190,Offense
2016-17,Temple,0,14,21,nan,78,Defensive
2017-18,Temple,12,12,21,1,168,Offense
2017-18,Temple,0,12,11,nan,93,Defensive
2013-14,Tulsa,12,12,22,nan,154,Offense
2013-14,Tulsa,0,12,31,2,301,Defensive
2014-15,Tulsa,12,12,17,1,127,Offense
2014-15,Tulsa,0,12,19,nan,133,Defensive
2015-16,Tulsa,13,13,9,nan,114,Offense
2015-16,Tulsa,0,13,17,1,187,Defensive
2016-17,Tulsa,13,13,25,nan,224,Offense
2016-17,Tulsa,0,13,17,nan,141,Defensive
2017-18,Tulsa,12,12,3,nan,4,Offense
2017-18,Tulsa,0,12,24,1,204,Defensive
2013-14,Tulane,13,13,30,nan,132,Offense
2013-14,Tulane,0,13,40,2,312,Defensive
2014-15,Tulane,12,12,9,nan,41,Offense
2014-15,Tulane,0,12,23,nan,168,Defensive
2015-16,Tulane,12,12,14,nan,88,Offense
2015-16,Tulane,0,12,26,2,340,Defensive
2016-17,Tulane,12,12,15,nan,62,Offense
2016-17,Tulane,0,12,15,nan,31,Defensive
2017-18,Tulane,12,12,7,nan,23,Offense
2017-18,Tulane,0,12,6,nan,38,Defensive
2013-14,Tulane,13,13,30,nan,132,Offense
2013-14,Tulane,0,13,40,2,312,Defensive
2014-15,Tulane,12,12,9,nan,41,Offense
2014-15,Tulane,0,12,23,nan,168,Defensive
2015-16,Tulane,12,12,14,nan,88,Offense
2015-16,Tulane,0,12,26,2,340,Defensive
2016-17,Tulane,12,12,15,nan,62,Offense
2016-17,Tulane,0,12,15,nan,31,Defensive
2017-18,Tulane,12,12,7,nan,23,Offense
2017-18,Tulane,0,12,6,nan,38,Defensive
2013-14,Tulane,13,13,30,nan,132,Offense
2013-14,Tulane,0,13,40,2,312,Defensive
2014-15,Tulane,12,12,9,nan,41,Offense
2014-15,Tulane,0,12,23,nan,168,Defensive
2015-16,Tulane,12,12,14,nan,88,Offense
2015-16,Tulane,0,12,26,2,340,Defensive
2016-17,Tulane,12,12,15,nan,62,Offense
2016-17,Tulane,0,12,15,nan,31,Defensive
2017-18,Tulane,12,12,7,nan,23,Offense
2017-18,Tulane,0,12,6,nan,38,Defensive
2013-14,Tulane,13,13,30,nan,132,Offense
2013-14,Tulane,0,13,40,2,312,Defensive
2014-15,Tulane,12,12,9,nan,41,Offense
2014-15,Tulane,0,12,23,nan,168,Defensive
2015-16,Tulane,12,12,14,nan,88,Offense
2015-16,Tulane,0,12,26,2,340,Defensive
2016-17,Tulane,12,12,15,nan,62,Offense
2016-17,Tulane,0,12,15,nan,31,Defensive
2017-18,Tulane,12,12,7,nan,23,Offense
2017-18,Tulane,0,12,6,nan,38,Defensive
2013-14,Troy,12,12,12,1,149,Offense
2013-14,Troy,0,12,17,1,146,Defensive
2014-15,Troy,12,12,9,nan,59,Offense
2014-15,Troy,0,12,20,1,172,Defensive
2015-16,Troy,12,12,19,1,235,Offense
2015-16,Troy,0,12,19,1,190,Defensive
2016-17,Troy,13,13,22,1,199,Offense
2016-17,Troy,0,13,19,nan,142,Defensive
2017-18,Troy,12,12,21,nan,180,Offense
2017-18,Troy,0,12,16,1,155,Defensive
2013-14,Troy,12,12,12,1,149,Offense
2013-14,Troy,0,12,17,1,146,Defensive
2014-15,Troy,12,12,9,nan,59,Offense
2014-15,Troy,0,12,20,1,172,Defensive
2015-16,Troy,12,12,19,1,235,Offense
2015-16,Troy,0,12,19,1,190,Defensive
2016-17,Troy,13,13,22,1,199,Offense
2016-17,Troy,0,13,19,nan,142,Defensive
2017-18,Troy,12,12,21,nan,180,Offense
2017-18,Troy,0,12,16,1,155,Defensive
2013-14,Troy,12,12,12,1,149,Offense
2013-14,Troy,0,12,17,1,146,Defensive
2014-15,Troy,12,12,9,nan,59,Offense
2014-15,Troy,0,12,20,1,172,Defensive
2015-16,Troy,12,12,19,1,235,Offense
2015-16,Troy,0,12,19,1,190,Defensive
2016-17,Troy,13,13,22,1,199,Offense
2016-17,Troy,0,13,19,nan,142,Defensive
2017-18,Troy,12,12,21,nan,180,Offense
2017-18,Troy,0,12,16,1,155,Defensive
2013-14,Troy,12,12,12,1,149,Offense
2013-14,Troy,0,12,17,1,146,Defensive
2014-15,Troy,12,12,9,nan,59,Offense
2014-15,Troy,0,12,20,1,172,Defensive
2015-16,Troy,12,12,19,1,235,Offense
2015-16,Troy,0,12,19,1,190,Defensive
2016-17,Troy,13,13,22,1,199,Offense
2016-17,Troy,0,13,19,nan,142,Defensive
2017-18,Troy,12,12,21,nan,180,Offense
2017-18,Troy,0,12,16,1,155,Defensive
2013-14,Toledo,12,12,11,nan,100,Offense
2013-14,Toledo,0,12,12,nan,107,Defensive
2014-15,Toledo,13,13,25,nan,169,Offense
2014-15,Toledo,0,13,8,nan,59,Defensive
2015-16,Toledo,12,12,23,nan,252,Offense
2015-16,Toledo,0,12,13,nan,112,Defensive
2016-17,Toledo,13,13,24,2,237,Offense
2016-17,Toledo,0,13,15,nan,99,Defensive
2017-18,Toledo,13,13,26,1,300,Offense
2017-18,Toledo,0,13,3,nan,15,Defensive
2013-14,Toledo,12,12,11,nan,100,Offense
2013-14,Toledo,0,12,12,nan,107,Defensive
2014-15,Toledo,13,13,25,nan,169,Offense
2014-15,Toledo,0,13,8,nan,59,Defensive
2015-16,Toledo,12,12,23,nan,252,Offense
2015-16,Toledo,0,12,13,nan,112,Defensive
2016-17,Toledo,13,13,24,2,237,Offense
2016-17,Toledo,0,13,15,nan,99,Defensive
2017-18,Toledo,13,13,26,1,300,Offense
2017-18,Toledo,0,13,3,nan,15,Defensive
2013-14,Toledo,12,12,11,nan,100,Offense
2013-14,Toledo,0,12,12,nan,107,Defensive
2014-15,Toledo,13,13,25,nan,169,Offense
2014-15,Toledo,0,13,8,nan,59,Defensive
2015-16,Toledo,12,12,23,nan,252,Offense
2015-16,Toledo,0,12,13,nan,112,Defensive
2016-17,Toledo,13,13,24,2,237,Offense
2016-17,Toledo,0,13,15,nan,99,Defensive
2017-18,Toledo,13,13,26,1,300,Offense
2017-18,Toledo,0,13,3,nan,15,Defensive
2013-14,Toledo,12,12,11,nan,100,Offense
2013-14,Toledo,0,12,12,nan,107,Defensive
2014-15,Toledo,13,13,25,nan,169,Offense
2014-15,Toledo,0,13,8,nan,59,Defensive
2015-16,Toledo,12,12,23,nan,252,Offense
2015-16,Toledo,0,12,13,nan,112,Defensive
2016-17,Toledo,13,13,24,2,237,Offense
2016-17,Toledo,0,13,15,nan,99,Defensive
2017-18,Toledo,13,13,26,1,300,Offense
2017-18,Toledo,0,13,3,nan,15,Defensive
2013-14,Texas Tech,13,13,31,nan,212,Offense
2013-14,Texas Tech,0,13,34,1,368,Defensive
2014-15,Texas Tech,12,12,18,nan,65,Offense
2014-15,Texas Tech,0,12,14,nan,50,Defensive
2015-16,Texas Tech,13,13,14,nan,88,Offense
2015-16,Texas Tech,0,13,24,1,297,Defensive
2016-17,Texas Tech,12,12,18,nan,171,Offense
2016-17,Texas Tech,0,12,10,nan,84,Defensive
2017-18,Texas Tech,12,12,15,nan,77,Offense
2017-18,Texas Tech,0,12,11,nan,66,Defensive
2013-14,Texas Tech,13,13,31,nan,212,Offense
2013-14,Texas Tech,0,13,34,1,368,Defensive
2014-15,Texas Tech,12,12,18,nan,65,Offense
2014-15,Texas Tech,0,12,14,nan,50,Defensive
2015-16,Texas Tech,13,13,14,nan,88,Offense
2015-16,Texas Tech,0,13,24,1,297,Defensive
2016-17,Texas Tech,12,12,18,nan,171,Offense
2016-17,Texas Tech,0,12,10,nan,84,Defensive
2017-18,Texas Tech,12,12,15,nan,77,Offense
2017-18,Texas Tech,0,12,11,nan,66,Defensive
2013-14,Texas St.,12,12,20,nan,284,Offense
2013-14,Texas St.,0,12,23,nan,286,Defensive
2014-15,Texas St.,12,12,15,1,155,Offense
2014-15,Texas St.,0,12,18,nan,82,Defensive
2015-16,Texas St.,12,12,15,1,183,Offense
2015-16,Texas St.,0,12,20,nan,174,Defensive
2016-17,Texas St.,12,12,21,nan,205,Offense
2016-17,Texas St.,0,12,23,nan,156,Defensive
2017-18,Texas St.,12,12,18,nan,130,Offense
2017-18,Texas St.,0,12,30,1,247,Defensive
2013-14,Texas St.,12,12,20,nan,284,Offense
2013-14,Texas St.,0,12,23,nan,286,Defensive
2014-15,Texas St.,12,12,15,1,155,Offense
2014-15,Texas St.,0,12,18,nan,82,Defensive
2015-16,Texas St.,12,12,15,1,183,Offense
2015-16,Texas St.,0,12,20,nan,174,Defensive
2016-17,Texas St.,12,12,21,nan,205,Offense
2016-17,Texas St.,0,12,23,nan,156,Defensive
2017-18,Texas St.,12,12,18,nan,130,Offense
2017-18,Texas St.,0,12,30,1,247,Defensive
2013-14,UNLV,13,13,16,nan,52,Offense
2013-14,UNLV,0,13,23,1,222,Defensive
2014-15,UNLV,13,13,20,nan,124,Offense
2014-15,UNLV,0,13,21,nan,106,Defensive
2015-16,UNLV,12,12,12,nan,66,Offense
2015-16,UNLV,0,12,13,1,182,Defensive
2016-17,UNLV,12,12,12,1,-1,Offense
2016-17,UNLV,0,12,24,1,282,Defensive
2017-18,UNLV,12,12,9,nan,65,Offense
2017-18,UNLV,0,12,16,nan,228,Defensive
2013-14,UConn,12,12,20,nan,62,Offense
2013-14,UConn,0,12,28,1,197,Defensive
2014-15,UConn,12,12,12,1,81,Offense
2014-15,UConn,0,12,23,nan,106,Defensive
2015-16,UConn,13,13,5,nan,2,Offense
2015-16,UConn,0,13,17,nan,71,Defensive
2016-17,UConn,12,12,3,nan,21,Offense
2016-17,UConn,0,12,16,nan,157,Defensive
2017-18,UConn,12,12,10,nan,67,Offense
2017-18,UConn,0,12,17,nan,64,Defensive
2013-14,UConn,12,12,20,nan,62,Offense
2013-14,UConn,0,12,28,1,197,Defensive
2014-15,UConn,12,12,12,1,81,Offense
2014-15,UConn,0,12,23,nan,106,Defensive
2015-16,UConn,13,13,5,nan,2,Offense
2015-16,UConn,0,13,17,nan,71,Defensive
2016-17,UConn,12,12,3,nan,21,Offense
2016-17,UConn,0,12,16,nan,157,Defensive
2017-18,UConn,12,12,10,nan,67,Offense
2017-18,UConn,0,12,17,nan,64,Defensive
2013-14,UConn,12,12,20,nan,62,Offense
2013-14,UConn,0,12,28,1,197,Defensive
2014-15,UConn,12,12,12,1,81,Offense
2014-15,UConn,0,12,23,nan,106,Defensive
2015-16,UConn,13,13,5,nan,2,Offense
2015-16,UConn,0,13,17,nan,71,Defensive
2016-17,UConn,12,12,3,nan,21,Offense
2016-17,UConn,0,12,16,nan,157,Defensive
2017-18,UConn,12,12,10,nan,67,Offense
2017-18,UConn,0,12,17,nan,64,Defensive
2013-14,UConn,12,12,20,nan,62,Offense
2013-14,UConn,0,12,28,1,197,Defensive
2014-15,UConn,12,12,12,1,81,Offense
2014-15,UConn,0,12,23,nan,106,Defensive
2015-16,UConn,13,13,5,nan,2,Offense
2015-16,UConn,0,13,17,nan,71,Defensive
2016-17,UConn,12,12,3,nan,21,Offense
2016-17,UConn,0,12,16,nan,157,Defensive
2017-18,UConn,12,12,10,nan,67,Offense
2017-18,UConn,0,12,17,nan,64,Defensive
2013-14,UCLA,13,13,26,1,232,Offense
2013-14,UCLA,0,13,16,nan,63,Defensive
2014-15,UCLA,13,13,22,nan,199,Offense
2014-15,UCLA,0,13,15,nan,72,Defensive
2015-16,UCLA,13,13,20,nan,219,Offense
2015-16,UCLA,0,13,9,1,60,Defensive
2016-17,UCLA,12,12,28,1,182,Offense
2016-17,UCLA,0,12,23,1,258,Defensive
2017-18,UCLA,12,12,14,nan,73,Offense
2017-18,UCLA,0,12,17,2,244,Defensive
2013-14,UCLA,13,13,26,1,232,Offense
2013-14,UCLA,0,13,16,nan,63,Defensive
2014-15,UCLA,13,13,22,nan,199,Offense
2014-15,UCLA,0,13,15,nan,72,Defensive
2015-16,UCLA,13,13,20,nan,219,Offense
2015-16,UCLA,0,13,9,1,60,Defensive
2016-17,UCLA,12,12,28,1,182,Offense
2016-17,UCLA,0,12,23,1,258,Defensive
2017-18,UCLA,12,12,14,nan,73,Offense
2017-18,UCLA,0,12,17,2,244,Defensive
2013-14,UCLA,13,13,26,1,232,Offense
2013-14,UCLA,0,13,16,nan,63,Defensive
2014-15,UCLA,13,13,22,nan,199,Offense
2014-15,UCLA,0,13,15,nan,72,Defensive
2015-16,UCLA,13,13,20,nan,219,Offense
2015-16,UCLA,0,13,9,1,60,Defensive
2016-17,UCLA,12,12,28,1,182,Offense
2016-17,UCLA,0,12,23,1,258,Defensive
2017-18,UCLA,12,12,14,nan,73,Offense
2017-18,UCLA,0,12,17,2,244,Defensive
2013-14,UCLA,13,13,26,1,232,Offense
2013-14,UCLA,0,13,16,nan,63,Defensive
2014-15,UCLA,13,13,22,nan,199,Offense
2014-15,UCLA,0,13,15,nan,72,Defensive
2015-16,UCLA,13,13,20,nan,219,Offense
2015-16,UCLA,0,13,9,1,60,Defensive
2016-17,UCLA,12,12,28,1,182,Offense
2016-17,UCLA,0,12,23,1,258,Defensive
2017-18,UCLA,12,12,14,nan,73,Offense
2017-18,UCLA,0,12,17,2,244,Defensive
2013-14,UAB,12,12,10,1,117,Offense
2013-14,UAB,0,12,20,nan,158,Defensive
2014-15,UAB,12,12,32,nan,305,Offense
