Year,Team,GP,G,PuntRet,PuntRetTDs,PuntRetYds,OffenseDefense
2014-15,UAB,0,12,23,1,189,Defensive
2017-18,UAB,12,12,17,nan,164,Offense
2017-18,UAB,0,12,26,1,232,Defensive
2013-14,UCF,13,13,18,nan,194,Offense
2013-14,UCF,0,13,18,1,91,Defensive
2014-15,UCF,13,13,28,nan,238,Offense
2014-15,UCF,0,13,21,1,132,Defensive
2015-16,UCF,12,12,12,nan,72,Offense
2015-16,UCF,0,12,27,nan,203,Defensive
2016-17,UCF,12,12,22,1,204,Offense
2016-17,UCF,0,12,12,nan,130,Defensive
2017-18,UCF,12,12,16,1,249,Offense
2017-18,UCF,0,12,5,nan,51,Defensive
2013-14,UCF,13,13,18,nan,194,Offense
2013-14,UCF,0,13,18,1,91,Defensive
2014-15,UCF,13,13,28,nan,238,Offense
2014-15,UCF,0,13,21,1,132,Defensive
2015-16,UCF,12,12,12,nan,72,Offense
2015-16,UCF,0,12,27,nan,203,Defensive
2016-17,UCF,12,12,22,1,204,Offense
2016-17,UCF,0,12,12,nan,130,Defensive
2017-18,UCF,12,12,16,1,249,Offense
2017-18,UCF,0,12,5,nan,51,Defensive
2013-14,UCF,13,13,18,nan,194,Offense
2013-14,UCF,0,13,18,1,91,Defensive
2014-15,UCF,13,13,28,nan,238,Offense
2014-15,UCF,0,13,21,1,132,Defensive
2015-16,UCF,12,12,12,nan,72,Offense
2015-16,UCF,0,12,27,nan,203,Defensive
2016-17,UCF,12,12,22,1,204,Offense
2016-17,UCF,0,12,12,nan,130,Defensive
2017-18,UCF,12,12,16,1,249,Offense
2017-18,UCF,0,12,5,nan,51,Defensive
2013-14,UCF,13,13,18,nan,194,Offense
2013-14,UCF,0,13,18,1,91,Defensive
2014-15,UCF,13,13,28,nan,238,Offense
2014-15,UCF,0,13,21,1,132,Defensive
2015-16,UCF,12,12,12,nan,72,Offense
2015-16,UCF,0,12,27,nan,203,Defensive
2016-17,UCF,12,12,22,1,204,Offense
2016-17,UCF,0,12,12,nan,130,Defensive
2017-18,UCF,12,12,16,1,249,Offense
2017-18,UCF,0,12,5,nan,51,Defensive
2013-14,Tulsa,12,12,22,nan,154,Offense
2013-14,Tulsa,0,12,31,2,301,Defensive
2014-15,Tulsa,12,12,17,1,127,Offense
2014-15,Tulsa,0,12,19,nan,133,Defensive
2015-16,Tulsa,13,13,9,nan,114,Offense
2015-16,Tulsa,0,13,17,1,187,Defensive
2016-17,Tulsa,13,13,25,nan,224,Offense
2016-17,Tulsa,0,13,17,nan,141,Defensive
2017-18,Tulsa,12,12,3,nan,4,Offense
2017-18,Tulsa,0,12,24,1,204,Defensive
2013-14,Tulsa,12,12,22,nan,154,Offense
2013-14,Tulsa,0,12,31,2,301,Defensive
2014-15,Tulsa,12,12,17,1,127,Offense
2014-15,Tulsa,0,12,19,nan,133,Defensive
2015-16,Tulsa,13,13,9,nan,114,Offense
2015-16,Tulsa,0,13,17,1,187,Defensive
2016-17,Tulsa,13,13,25,nan,224,Offense
2016-17,Tulsa,0,13,17,nan,141,Defensive
2017-18,Tulsa,12,12,3,nan,4,Offense
2017-18,Tulsa,0,12,24,1,204,Defensive
2013-14,Tulsa,12,12,22,nan,154,Offense
2013-14,Tulsa,0,12,31,2,301,Defensive
2014-15,Tulsa,12,12,17,1,127,Offense
2014-15,Tulsa,0,12,19,nan,133,Defensive
2015-16,Tulsa,13,13,9,nan,114,Offense
2015-16,Tulsa,0,13,17,1,187,Defensive
2016-17,Tulsa,13,13,25,nan,224,Offense
2016-17,Tulsa,0,13,17,nan,141,Defensive
2017-18,Tulsa,12,12,3,nan,4,Offense
2017-18,Tulsa,0,12,24,1,204,Defensive
2013-14,Utah,12,12,32,nan,314,Offense
2013-14,Utah,0,12,19,nan,128,Defensive
2014-15,Utah,13,13,28,3,386,Offense
2014-15,Utah,0,13,18,nan,121,Defensive
2015-16,Utah,13,13,30,2,325,Offense
2015-16,Utah,0,13,11,nan,79,Defensive
2016-17,Utah,13,13,36,1,273,Offense
2016-17,Utah,0,13,21,1,157,Defensive
2017-18,Utah,12,12,24,nan,245,Offense
2017-18,Utah,0,12,6,nan,34,Defensive
2013-14,Utah,12,12,32,nan,314,Offense
2013-14,Utah,0,12,19,nan,128,Defensive
2014-15,Utah,13,13,28,3,386,Offense
2014-15,Utah,0,13,18,nan,121,Defensive
2015-16,Utah,13,13,30,2,325,Offense
2015-16,Utah,0,13,11,nan,79,Defensive
2016-17,Utah,13,13,36,1,273,Offense
2016-17,Utah,0,13,21,1,157,Defensive
2017-18,Utah,12,12,24,nan,245,Offense
2017-18,Utah,0,12,6,nan,34,Defensive
2013-14,Utah St.,14,14,36,2,372,Offense
2013-14,Utah St.,0,14,10,nan,13,Defensive
2014-15,Utah St.,14,14,33,2,296,Offense
2014-15,Utah St.,0,14,22,nan,76,Defensive
2015-16,Utah St.,13,13,44,2,429,Offense
2015-16,Utah St.,0,13,18,nan,148,Defensive
2016-17,Utah St.,12,12,19,1,120,Offense
2016-17,Utah St.,0,12,10,1,165,Defensive
2017-18,Utah St.,12,12,24,1,271,Offense
2017-18,Utah St.,0,12,16,nan,128,Defensive
2013-14,Utah St.,14,14,36,2,372,Offense
2013-14,Utah St.,0,14,10,nan,13,Defensive
2014-15,Utah St.,14,14,33,2,296,Offense
2014-15,Utah St.,0,14,22,nan,76,Defensive
2015-16,Utah St.,13,13,44,2,429,Offense
2015-16,Utah St.,0,13,18,nan,148,Defensive
2016-17,Utah St.,12,12,19,1,120,Offense
2016-17,Utah St.,0,12,10,1,165,Defensive
2017-18,Utah St.,12,12,24,1,271,Offense
2017-18,Utah St.,0,12,16,nan,128,Defensive
2013-14,Utah St.,14,14,36,2,372,Offense
2013-14,Utah St.,0,14,10,nan,13,Defensive
2014-15,Utah St.,14,14,33,2,296,Offense
2014-15,Utah St.,0,14,22,nan,76,Defensive
2015-16,Utah St.,13,13,44,2,429,Offense
2015-16,Utah St.,0,13,18,nan,148,Defensive
2016-17,Utah St.,12,12,19,1,120,Offense
2016-17,Utah St.,0,12,10,1,165,Defensive
2017-18,Utah St.,12,12,24,1,271,Offense
2017-18,Utah St.,0,12,16,nan,128,Defensive
2013-14,Utah St.,14,14,36,2,372,Offense
2013-14,Utah St.,0,14,10,nan,13,Defensive
2014-15,Utah St.,14,14,33,2,296,Offense
2014-15,Utah St.,0,14,22,nan,76,Defensive
2015-16,Utah St.,13,13,44,2,429,Offense
2015-16,Utah St.,0,13,18,nan,148,Defensive
2016-17,Utah St.,12,12,19,1,120,Offense
2016-17,Utah St.,0,12,10,1,165,Defensive
2017-18,Utah St.,12,12,24,1,271,Offense
2017-18,Utah St.,0,12,16,nan,128,Defensive
2013-14,UTSA,12,12,10,nan,52,Offense
2013-14,UTSA,0,12,22,nan,138,Defensive
2014-15,UTSA,12,12,33,nan,149,Offense
2014-15,UTSA,0,12,24,nan,115,Defensive
2015-16,UTSA,12,12,19,nan,98,Offense
2015-16,UTSA,0,12,21,nan,132,Defensive
2016-17,UTSA,13,13,23,nan,151,Offense
2016-17,UTSA,0,13,36,nan,247,Defensive
2017-18,UTSA,11,11,19,nan,81,Offense
2017-18,UTSA,0,11,8,nan,23,Defensive
2013-14,UTSA,12,12,10,nan,52,Offense
2013-14,UTSA,0,12,22,nan,138,Defensive
2014-15,UTSA,12,12,33,nan,149,Offense
2014-15,UTSA,0,12,24,nan,115,Defensive
2015-16,UTSA,12,12,19,nan,98,Offense
2015-16,UTSA,0,12,21,nan,132,Defensive
2016-17,UTSA,13,13,23,nan,151,Offense
2016-17,UTSA,0,13,36,nan,247,Defensive
2017-18,UTSA,11,11,19,nan,81,Offense
2017-18,UTSA,0,11,8,nan,23,Defensive
2013-14,UTSA,12,12,10,nan,52,Offense
2013-14,UTSA,0,12,22,nan,138,Defensive
2014-15,UTSA,12,12,33,nan,149,Offense
2014-15,UTSA,0,12,24,nan,115,Defensive
2015-16,UTSA,12,12,19,nan,98,Offense
2015-16,UTSA,0,12,21,nan,132,Defensive
2016-17,UTSA,13,13,23,nan,151,Offense
2016-17,UTSA,0,13,36,nan,247,Defensive
2017-18,UTSA,11,11,19,nan,81,Offense
2017-18,UTSA,0,11,8,nan,23,Defensive
2013-14,UTSA,12,12,10,nan,52,Offense
2013-14,UTSA,0,12,22,nan,138,Defensive
2014-15,UTSA,12,12,33,nan,149,Offense
2014-15,UTSA,0,12,24,nan,115,Defensive
2015-16,UTSA,12,12,19,nan,98,Offense
2015-16,UTSA,0,12,21,nan,132,Defensive
2016-17,UTSA,13,13,23,nan,151,Offense
2016-17,UTSA,0,13,36,nan,247,Defensive
2017-18,UTSA,11,11,19,nan,81,Offense
2017-18,UTSA,0,11,8,nan,23,Defensive
2013-14,UTEP,12,12,16,nan,87,Offense
2013-14,UTEP,0,12,22,1,104,Defensive
2014-15,UTEP,13,13,28,nan,142,Offense
2014-15,UTEP,0,13,36,1,374,Defensive
2015-16,UTEP,12,12,18,1,149,Offense
2015-16,UTEP,0,12,29,1,276,Defensive
2016-17,UTEP,12,12,23,1,217,Offense
2016-17,UTEP,0,12,26,nan,168,Defensive
2017-18,UTEP,12,12,14,nan,54,Offense
2017-18,UTEP,0,12,33,1,315,Defensive
2013-14,UTEP,12,12,16,nan,87,Offense
2013-14,UTEP,0,12,22,1,104,Defensive
2014-15,UTEP,13,13,28,nan,142,Offense
2014-15,UTEP,0,13,36,1,374,Defensive
2015-16,UTEP,12,12,18,1,149,Offense
2015-16,UTEP,0,12,29,1,276,Defensive
2016-17,UTEP,12,12,23,1,217,Offense
2016-17,UTEP,0,12,26,nan,168,Defensive
2017-18,UTEP,12,12,14,nan,54,Offense
2017-18,UTEP,0,12,33,1,315,Defensive
2013-14,UTEP,12,12,16,nan,87,Offense
2013-14,UTEP,0,12,22,1,104,Defensive
2014-15,UTEP,13,13,28,nan,142,Offense
2014-15,UTEP,0,13,36,1,374,Defensive
2015-16,UTEP,12,12,18,1,149,Offense
2015-16,UTEP,0,12,29,1,276,Defensive
2016-17,UTEP,12,12,23,1,217,Offense
2016-17,UTEP,0,12,26,nan,168,Defensive
2017-18,UTEP,12,12,14,nan,54,Offense
2017-18,UTEP,0,12,33,1,315,Defensive
2013-14,UTEP,12,12,16,nan,87,Offense
2013-14,UTEP,0,12,22,1,104,Defensive
2014-15,UTEP,13,13,28,nan,142,Offense
2014-15,UTEP,0,13,36,1,374,Defensive
2015-16,UTEP,12,12,18,1,149,Offense
2015-16,UTEP,0,12,29,1,276,Defensive
2016-17,UTEP,12,12,23,1,217,Offense
2016-17,UTEP,0,12,26,nan,168,Defensive
2017-18,UTEP,12,12,14,nan,54,Offense
2017-18,UTEP,0,12,33,1,315,Defensive
2013-14,UNLV,13,13,16,nan,52,Offense
2013-14,UNLV,0,13,23,1,222,Defensive
2014-15,UNLV,13,13,20,nan,124,Offense
2014-15,UNLV,0,13,21,nan,106,Defensive
2015-16,UNLV,12,12,12,nan,66,Offense
2015-16,UNLV,0,12,13,1,182,Defensive
2016-17,UNLV,12,12,12,1,-1,Offense
2016-17,UNLV,0,12,24,1,282,Defensive
2017-18,UNLV,12,12,9,nan,65,Offense
2017-18,UNLV,0,12,16,nan,228,Defensive
2013-14,UNLV,13,13,16,nan,52,Offense
2013-14,UNLV,0,13,23,1,222,Defensive
2014-15,UNLV,13,13,20,nan,124,Offense
2014-15,UNLV,0,13,21,nan,106,Defensive
2015-16,UNLV,12,12,12,nan,66,Offense
2015-16,UNLV,0,12,13,1,182,Defensive
2016-17,UNLV,12,12,12,1,-1,Offense
2016-17,UNLV,0,12,24,1,282,Defensive
2017-18,UNLV,12,12,9,nan,65,Offense
2017-18,UNLV,0,12,16,nan,228,Defensive
2013-14,UNLV,13,13,16,nan,52,Offense
2013-14,UNLV,0,13,23,1,222,Defensive
2014-15,UNLV,13,13,20,nan,124,Offense
2014-15,UNLV,0,13,21,nan,106,Defensive
2015-16,UNLV,12,12,12,nan,66,Offense
2015-16,UNLV,0,12,13,1,182,Defensive
2016-17,UNLV,12,12,12,1,-1,Offense
2016-17,UNLV,0,12,24,1,282,Defensive
2017-18,UNLV,12,12,9,nan,65,Offense
2017-18,UNLV,0,12,16,nan,228,Defensive
2013-14,Wake Forest,12,12,21,nan,126,Offense
2013-14,Wake Forest,0,12,20,nan,166,Defensive
2014-15,Wake Forest,12,12,19,1,165,Offense
2014-15,Wake Forest,0,12,15,nan,89,Defensive
2015-16,Wake Forest,12,12,24,nan,90,Offense
2015-16,Wake Forest,0,12,18,1,132,Defensive
2016-17,Wake Forest,13,13,22,nan,70,Offense
2016-17,Wake Forest,0,13,30,nan,274,Defensive
2017-18,Wake Forest,12,12,30,nan,264,Offense
2017-18,Wake Forest,0,12,25,nan,234,Defensive
2013-14,Wake Forest,12,12,21,nan,126,Offense
2013-14,Wake Forest,0,12,20,nan,166,Defensive
2014-15,Wake Forest,12,12,19,1,165,Offense
2014-15,Wake Forest,0,12,15,nan,89,Defensive
2015-16,Wake Forest,12,12,24,nan,90,Offense
2015-16,Wake Forest,0,12,18,1,132,Defensive
2016-17,Wake Forest,13,13,22,nan,70,Offense
2016-17,Wake Forest,0,13,30,nan,274,Defensive
2017-18,Wake Forest,12,12,30,nan,264,Offense
2017-18,Wake Forest,0,12,25,nan,234,Defensive
2013-14,Wake Forest,12,12,21,nan,126,Offense
2013-14,Wake Forest,0,12,20,nan,166,Defensive
2014-15,Wake Forest,12,12,19,1,165,Offense
2014-15,Wake Forest,0,12,15,nan,89,Defensive
2015-16,Wake Forest,12,12,24,nan,90,Offense
2015-16,Wake Forest,0,12,18,1,132,Defensive
2016-17,Wake Forest,13,13,22,nan,70,Offense
2016-17,Wake Forest,0,13,30,nan,274,Defensive
2017-18,Wake Forest,12,12,30,nan,264,Offense
2017-18,Wake Forest,0,12,25,nan,234,Defensive
2013-14,Virginia Tech,13,13,44,1,206,Offense
2013-14,Virginia Tech,0,13,33,2,384,Defensive
2014-15,Virginia Tech,13,13,45,1,315,Offense
2014-15,Virginia Tech,0,13,29,nan,89,Defensive
2015-16,Virginia Tech,13,13,32,2,275,Offense
2015-16,Virginia Tech,0,13,19,nan,54,Defensive
2016-17,Virginia Tech,14,14,43,1,343,Offense
2016-17,Virginia Tech,0,14,14,nan,61,Defensive
2017-18,Virginia Tech,12,12,37,2,400,Offense
2017-18,Virginia Tech,0,12,10,nan,42,Defensive
2013-14,Virginia Tech,13,13,44,1,206,Offense
2013-14,Virginia Tech,0,13,33,2,384,Defensive
2014-15,Virginia Tech,13,13,45,1,315,Offense
2014-15,Virginia Tech,0,13,29,nan,89,Defensive
2015-16,Virginia Tech,13,13,32,2,275,Offense
2015-16,Virginia Tech,0,13,19,nan,54,Defensive
2016-17,Virginia Tech,14,14,43,1,343,Offense
2016-17,Virginia Tech,0,14,14,nan,61,Defensive
2017-18,Virginia Tech,12,12,37,2,400,Offense
2017-18,Virginia Tech,0,12,10,nan,42,Defensive
2013-14,Virginia Tech,13,13,44,1,206,Offense
2013-14,Virginia Tech,0,13,33,2,384,Defensive
2014-15,Virginia Tech,13,13,45,1,315,Offense
2014-15,Virginia Tech,0,13,29,nan,89,Defensive
2015-16,Virginia Tech,13,13,32,2,275,Offense
2015-16,Virginia Tech,0,13,19,nan,54,Defensive
2016-17,Virginia Tech,14,14,43,1,343,Offense
2016-17,Virginia Tech,0,14,14,nan,61,Defensive
2017-18,Virginia Tech,12,12,37,2,400,Offense
2017-18,Virginia Tech,0,12,10,nan,42,Defensive
2013-14,Virginia Tech,13,13,44,1,206,Offense
2013-14,Virginia Tech,0,13,33,2,384,Defensive
2014-15,Virginia Tech,13,13,45,1,315,Offense
2014-15,Virginia Tech,0,13,29,nan,89,Defensive
2015-16,Virginia Tech,13,13,32,2,275,Offense
2015-16,Virginia Tech,0,13,19,nan,54,Defensive
2016-17,Virginia Tech,14,14,43,1,343,Offense
2016-17,Virginia Tech,0,14,14,nan,61,Defensive
2017-18,Virginia Tech,12,12,37,2,400,Offense
2017-18,Virginia Tech,0,12,10,nan,42,Defensive
2013-14,Virginia,12,12,33,nan,235,Offense
2013-14,Virginia,0,12,22,1,222,Defensive
2014-15,Virginia,12,12,26,nan,115,Offense
2014-15,Virginia,0,12,24,2,252,Defensive
2015-16,Virginia,12,12,10,1,160,Offense
2015-16,Virginia,0,12,23,nan,180,Defensive
2016-17,Virginia,12,12,22,nan,216,Offense
2016-17,Virginia,0,12,15,nan,118,Defensive
2017-18,Virginia,12,12,21,nan,100,Offense
2017-18,Virginia,0,12,24,2,314,Defensive
2013-14,Virginia,12,12,33,nan,235,Offense
2013-14,Virginia,0,12,22,1,222,Defensive
2014-15,Virginia,12,12,26,nan,115,Offense
2014-15,Virginia,0,12,24,2,252,Defensive
2015-16,Virginia,12,12,10,1,160,Offense
2015-16,Virginia,0,12,23,nan,180,Defensive
2016-17,Virginia,12,12,22,nan,216,Offense
2016-17,Virginia,0,12,15,nan,118,Defensive
2017-18,Virginia,12,12,21,nan,100,Offense
2017-18,Virginia,0,12,24,2,314,Defensive
2013-14,Virginia,12,12,33,nan,235,Offense
2013-14,Virginia,0,12,22,1,222,Defensive
2014-15,Virginia,12,12,26,nan,115,Offense
2014-15,Virginia,0,12,24,2,252,Defensive
2015-16,Virginia,12,12,10,1,160,Offense
2015-16,Virginia,0,12,23,nan,180,Defensive
2016-17,Virginia,12,12,22,nan,216,Offense
2016-17,Virginia,0,12,15,nan,118,Defensive
2017-18,Virginia,12,12,21,nan,100,Offense
2017-18,Virginia,0,12,24,2,314,Defensive
2013-14,Virginia,12,12,33,nan,235,Offense
2013-14,Virginia,0,12,22,1,222,Defensive
2014-15,Virginia,12,12,26,nan,115,Offense
2014-15,Virginia,0,12,24,2,252,Defensive
2015-16,Virginia,12,12,10,1,160,Offense
2015-16,Virginia,0,12,23,nan,180,Defensive
2016-17,Virginia,12,12,22,nan,216,Offense
2016-17,Virginia,0,12,15,nan,118,Defensive
2017-18,Virginia,12,12,21,nan,100,Offense
2017-18,Virginia,0,12,24,2,314,Defensive
2013-14,Vanderbilt,13,13,23,nan,88,Offense
2013-14,Vanderbilt,0,13,23,nan,152,Defensive
2014-15,Vanderbilt,12,12,17,1,111,Offense
2014-15,Vanderbilt,0,12,23,2,178,Defensive
2015-16,Vanderbilt,12,12,31,nan,197,Offense
2015-16,Vanderbilt,0,12,31,2,468,Defensive
2016-17,Vanderbilt,13,13,18,nan,138,Offense
2016-17,Vanderbilt,0,13,20,nan,141,Defensive
2017-18,Vanderbilt,12,12,16,nan,121,Offense
2017-18,Vanderbilt,0,12,16,1,161,Defensive
2013-14,Vanderbilt,13,13,23,nan,88,Offense
2013-14,Vanderbilt,0,13,23,nan,152,Defensive
2014-15,Vanderbilt,12,12,17,1,111,Offense
2014-15,Vanderbilt,0,12,23,2,178,Defensive
2015-16,Vanderbilt,12,12,31,nan,197,Offense
2015-16,Vanderbilt,0,12,31,2,468,Defensive
2016-17,Vanderbilt,13,13,18,nan,138,Offense
2016-17,Vanderbilt,0,13,20,nan,141,Defensive
2017-18,Vanderbilt,12,12,16,nan,121,Offense
2017-18,Vanderbilt,0,12,16,1,161,Defensive
2013-14,Vanderbilt,13,13,23,nan,88,Offense
2013-14,Vanderbilt,0,13,23,nan,152,Defensive
2014-15,Vanderbilt,12,12,17,1,111,Offense
2014-15,Vanderbilt,0,12,23,2,178,Defensive
2015-16,Vanderbilt,12,12,31,nan,197,Offense
2015-16,Vanderbilt,0,12,31,2,468,Defensive
2016-17,Vanderbilt,13,13,18,nan,138,Offense
2016-17,Vanderbilt,0,13,20,nan,141,Defensive
2017-18,Vanderbilt,12,12,16,nan,121,Offense
2017-18,Vanderbilt,0,12,16,1,161,Defensive
2013-14,Vanderbilt,13,13,23,nan,88,Offense
2013-14,Vanderbilt,0,13,23,nan,152,Defensive
2014-15,Vanderbilt,12,12,17,1,111,Offense
2014-15,Vanderbilt,0,12,23,2,178,Defensive
2015-16,Vanderbilt,12,12,31,nan,197,Offense
2015-16,Vanderbilt,0,12,31,2,468,Defensive
2016-17,Vanderbilt,13,13,18,nan,138,Offense
2016-17,Vanderbilt,0,13,20,nan,141,Defensive
2017-18,Vanderbilt,12,12,16,nan,121,Offense
2017-18,Vanderbilt,0,12,16,1,161,Defensive
2013-14,Utah,12,12,32,nan,314,Offense
2013-14,Utah,0,12,19,nan,128,Defensive
2014-15,Utah,13,13,28,3,386,Offense
2014-15,Utah,0,13,18,nan,121,Defensive
2015-16,Utah,13,13,30,2,325,Offense
2015-16,Utah,0,13,11,nan,79,Defensive
2016-17,Utah,13,13,36,1,273,Offense
2016-17,Utah,0,13,21,1,157,Defensive
2017-18,Utah,12,12,24,nan,245,Offense
2017-18,Utah,0,12,6,nan,34,Defensive
2013-14,Utah,12,12,32,nan,314,Offense
2013-14,Utah,0,12,19,nan,128,Defensive
2014-15,Utah,13,13,28,3,386,Offense
2014-15,Utah,0,13,18,nan,121,Defensive
2015-16,Utah,13,13,30,2,325,Offense
2015-16,Utah,0,13,11,nan,79,Defensive
2016-17,Utah,13,13,36,1,273,Offense
2016-17,Utah,0,13,21,1,157,Defensive
2017-18,Utah,12,12,24,nan,245,Offense
2017-18,Utah,0,12,6,nan,34,Defensive
2013-14,Western Ky.,12,12,20,nan,136,Offense
2013-14,Western Ky.,0,12,11,nan,112,Defensive
2014-15,Western Ky.,13,13,10,nan,80,Offense
2014-15,Western Ky.,0,13,14,nan,90,Defensive
2015-16,Western Ky.,14,14,18,nan,136,Offense
2015-16,Western Ky.,0,14,18,1,132,Defensive
2016-17,Western Ky.,14,14,15,3,269,Offense
2016-17,Western Ky.,0,14,9,nan,49,Defensive
2017-18,Western Ky.,12,12,14,nan,39,Offense
2017-18,Western Ky.,0,12,12,nan,72,Defensive
2013-14,Western Ky.,12,12,20,nan,136,Offense
2013-14,Western Ky.,0,12,11,nan,112,Defensive
2014-15,Western Ky.,13,13,10,nan,80,Offense
2014-15,Western Ky.,0,13,14,nan,90,Defensive
2015-16,Western Ky.,14,14,18,nan,136,Offense
2015-16,Western Ky.,0,14,18,1,132,Defensive
2016-17,Western Ky.,14,14,15,3,269,Offense
2016-17,Western Ky.,0,14,9,nan,49,Defensive
2017-18,Western Ky.,12,12,14,nan,39,Offense
2017-18,Western Ky.,0,12,12,nan,72,Defensive
2013-14,Western Ky.,12,12,20,nan,136,Offense
2013-14,Western Ky.,0,12,11,nan,112,Defensive
2014-15,Western Ky.,13,13,10,nan,80,Offense
2014-15,Western Ky.,0,13,14,nan,90,Defensive
2015-16,Western Ky.,14,14,18,nan,136,Offense
2015-16,Western Ky.,0,14,18,1,132,Defensive
2016-17,Western Ky.,14,14,15,3,269,Offense
2016-17,Western Ky.,0,14,9,nan,49,Defensive
2017-18,Western Ky.,12,12,14,nan,39,Offense
2017-18,Western Ky.,0,12,12,nan,72,Defensive
2013-14,Western Ky.,12,12,20,nan,136,Offense
2013-14,Western Ky.,0,12,11,nan,112,Defensive
2014-15,Western Ky.,13,13,10,nan,80,Offense
2014-15,Western Ky.,0,13,14,nan,90,Defensive
2015-16,Western Ky.,14,14,18,nan,136,Offense
2015-16,Western Ky.,0,14,18,1,132,Defensive
2016-17,Western Ky.,14,14,15,3,269,Offense
2016-17,Western Ky.,0,14,9,nan,49,Defensive
2017-18,Western Ky.,12,12,14,nan,39,Offense
2017-18,Western Ky.,0,12,12,nan,72,Defensive
2013-14,West Virginia,12,12,19,nan,61,Offense
2013-14,West Virginia,0,12,29,nan,147,Defensive
2014-15,West Virginia,13,13,26,nan,78,Offense
2014-15,West Virginia,0,13,17,3,232,Defensive
2015-16,West Virginia,13,13,24,nan,133,Offense
2015-16,West Virginia,0,13,19,nan,89,Defensive
2016-17,West Virginia,13,13,21,nan,39,Offense
2016-17,West Virginia,0,13,18,nan,108,Defensive
2017-18,West Virginia,12,12,21,1,113,Offense
2017-18,West Virginia,0,12,16,nan,177,Defensive
2013-14,West Virginia,12,12,19,nan,61,Offense
2013-14,West Virginia,0,12,29,nan,147,Defensive
2014-15,West Virginia,13,13,26,nan,78,Offense
2014-15,West Virginia,0,13,17,3,232,Defensive
2015-16,West Virginia,13,13,24,nan,133,Offense
2015-16,West Virginia,0,13,19,nan,89,Defensive
2016-17,West Virginia,13,13,21,nan,39,Offense
2016-17,West Virginia,0,13,18,nan,108,Defensive
2017-18,West Virginia,12,12,21,1,113,Offense
2017-18,West Virginia,0,12,16,nan,177,Defensive
2013-14,West Virginia,12,12,19,nan,61,Offense
2013-14,West Virginia,0,12,29,nan,147,Defensive
2014-15,West Virginia,13,13,26,nan,78,Offense
2014-15,West Virginia,0,13,17,3,232,Defensive
2015-16,West Virginia,13,13,24,nan,133,Offense
2015-16,West Virginia,0,13,19,nan,89,Defensive
2016-17,West Virginia,13,13,21,nan,39,Offense
2016-17,West Virginia,0,13,18,nan,108,Defensive
2017-18,West Virginia,12,12,21,1,113,Offense
2017-18,West Virginia,0,12,16,nan,177,Defensive
2013-14,West Virginia,12,12,19,nan,61,Offense
2013-14,West Virginia,0,12,29,nan,147,Defensive
2014-15,West Virginia,13,13,26,nan,78,Offense
2014-15,West Virginia,0,13,17,3,232,Defensive
2015-16,West Virginia,13,13,24,nan,133,Offense
2015-16,West Virginia,0,13,19,nan,89,Defensive
2016-17,West Virginia,13,13,21,nan,39,Offense
2016-17,West Virginia,0,13,18,nan,108,Defensive
2017-18,West Virginia,12,12,21,1,113,Offense
2017-18,West Virginia,0,12,16,nan,177,Defensive
2013-14,Washington St.,13,13,21,nan,188,Offense
2013-14,Washington St.,0,13,21,nan,147,Defensive
2014-15,Washington St.,12,12,23,nan,165,Offense
2014-15,Washington St.,0,12,19,3,329,Defensive
2015-16,Washington St.,13,13,17,nan,126,Offense
2015-16,Washington St.,0,13,14,2,202,Defensive
2016-17,Washington St.,13,13,21,1,283,Offense
2016-17,Washington St.,0,13,12,1,106,Defensive
2017-18,Washington St.,12,12,22,nan,91,Offense
2017-18,Washington St.,0,12,18,nan,52,Defensive
2013-14,Washington St.,13,13,21,nan,188,Offense
2013-14,Washington St.,0,13,21,nan,147,Defensive
2014-15,Washington St.,12,12,23,nan,165,Offense
2014-15,Washington St.,0,12,19,3,329,Defensive
2015-16,Washington St.,13,13,17,nan,126,Offense
2015-16,Washington St.,0,13,14,2,202,Defensive
2016-17,Washington St.,13,13,21,1,283,Offense
2016-17,Washington St.,0,13,12,1,106,Defensive
2017-18,Washington St.,12,12,22,nan,91,Offense
2017-18,Washington St.,0,12,18,nan,52,Defensive
2013-14,Washington St.,13,13,21,nan,188,Offense
2013-14,Washington St.,0,13,21,nan,147,Defensive
2014-15,Washington St.,12,12,23,nan,165,Offense
2014-15,Washington St.,0,12,19,3,329,Defensive
2015-16,Washington St.,13,13,17,nan,126,Offense
2015-16,Washington St.,0,13,14,2,202,Defensive
2016-17,Washington St.,13,13,21,1,283,Offense
2016-17,Washington St.,0,13,12,1,106,Defensive
2017-18,Washington St.,12,12,22,nan,91,Offense
2017-18,Washington St.,0,12,18,nan,52,Defensive
2013-14,Washington St.,13,13,21,nan,188,Offense
2013-14,Washington St.,0,13,21,nan,147,Defensive
2014-15,Washington St.,12,12,23,nan,165,Offense
