Year,Team,GP,G,RZScores,RZPts,RZRushTD,RZPassTD,RZFGMade,RZEndFGA,RZEndFumble,RZEndINT,RZEndDowns,RZEndHalf,RZEndGame,OffenseDefense
2017-18,Arizona,0,12,46,301,26,15,5,2,nan,6,3,4,nan,Defensive
2013-14,Arizona,13,13,46,284,27,10,9,4,1,nan,5,nan,nan,Offense
2013-14,Arizona,0,13,34,202,16,10,8,1,nan,2,2,nan,nan,Defensive
2014-15,Arizona,14,14,48,274,20,13,15,4,3,2,1,2,nan,Offense
2014-15,Arizona,0,14,47,268,13,19,15,3,1,nan,2,nan,nan,Defensive
2015-16,Arizona,13,13,54,324,21,20,13,2,nan,1,6,2,nan,Offense
2015-16,Arizona,0,13,54,328,26,16,12,2,nan,nan,2,nan,nan,Defensive
2016-17,Arizona,12,12,31,185,18,5,8,3,2,nan,4,nan,nan,Offense
2016-17,Arizona,0,12,49,312,20,22,7,1,2,nan,2,2,nan,Defensive
2017-18,Arizona,12,12,46,285,30,7,9,2,2,nan,1,1,nan,Offense
2017-18,Arizona,0,12,46,301,26,15,5,2,nan,6,3,4,nan,Defensive
2013-14,Arizona St.,14,14,67,381,33,13,21,3,nan,nan,3,2,nan,Offense
2013-14,Arizona St.,0,14,40,234,14,16,10,4,nan,1,nan,1,nan,Defensive
2014-15,Arizona St.,13,13,58,333,17,23,18,1,nan,1,4,nan,nan,Offense
2014-15,Arizona St.,0,13,35,209,11,15,9,2,nan,2,6,1,nan,Defensive
2015-16,Arizona St.,13,13,56,300,14,19,23,3,1,2,2,nan,nan,Offense
2015-16,Arizona St.,0,13,43,241,10,19,14,2,1,1,1,nan,nan,Defensive
2016-17,Arizona St.,12,12,43,261,22,11,10,nan,nan,4,nan,nan,nan,Offense
2016-17,Arizona St.,0,12,44,246,16,13,15,3,nan,nan,1,nan,nan,Defensive
2017-18,Arizona St.,12,12,46,282,25,11,10,nan,nan,nan,nan,2,nan,Offense
2017-18,Arizona St.,0,12,39,224,16,11,12,4,2,nan,2,1,nan,Defensive
2013-14,Arizona St.,14,14,67,381,33,13,21,3,nan,nan,3,2,nan,Offense
2013-14,Arizona St.,0,14,40,234,14,16,10,4,nan,1,nan,1,nan,Defensive
2014-15,Arizona St.,13,13,58,333,17,23,18,1,nan,1,4,nan,nan,Offense
2014-15,Arizona St.,0,13,35,209,11,15,9,2,nan,2,6,1,nan,Defensive
2015-16,Arizona St.,13,13,56,300,14,19,23,3,1,2,2,nan,nan,Offense
2015-16,Arizona St.,0,13,43,241,10,19,14,2,1,1,1,nan,nan,Defensive
2016-17,Arizona St.,12,12,43,261,22,11,10,nan,nan,4,nan,nan,nan,Offense
2016-17,Arizona St.,0,12,44,246,16,13,15,3,nan,nan,1,nan,nan,Defensive
2017-18,Arizona St.,12,12,46,282,25,11,10,nan,nan,nan,nan,2,nan,Offense
2017-18,Arizona St.,0,12,39,224,16,11,12,4,2,nan,2,1,nan,Defensive
2013-14,Boise St.,13,13,61,363,27,19,15,1,3,nan,3,nan,nan,Offense
2013-14,Boise St.,0,13,43,251,17,14,12,2,nan,nan,7,nan,nan,Defensive
2014-15,Boise St.,14,14,64,388,33,17,14,2,nan,3,2,nan,nan,Offense
2014-15,Boise St.,0,14,36,213,17,9,10,2,1,1,4,1,nan,Defensive
2015-16,Boise St.,13,13,56,321,28,11,17,2,2,1,5,1,nan,Offense
2015-16,Boise St.,0,13,25,142,11,6,8,3,1,2,2,1,nan,Defensive
2016-17,Boise St.,13,13,44,272,25,10,9,3,1,1,1,2,nan,Offense
2016-17,Boise St.,0,13,34,185,10,11,13,1,nan,nan,3,nan,nan,Defensive
2017-18,Boise St.,13,13,48,276,19,14,15,1,1,nan,5,1,nan,Offense
2017-18,Boise St.,0,13,34,212,19,9,6,nan,2,1,1,1,nan,Defensive
2013-14,Boise St.,13,13,61,363,27,19,15,1,3,nan,3,nan,nan,Offense
2013-14,Boise St.,0,13,43,251,17,14,12,2,nan,nan,7,nan,nan,Defensive
2014-15,Boise St.,14,14,64,388,33,17,14,2,nan,3,2,nan,nan,Offense
2014-15,Boise St.,0,14,36,213,17,9,10,2,1,1,4,1,nan,Defensive
2015-16,Boise St.,13,13,56,321,28,11,17,2,2,1,5,1,nan,Offense
2015-16,Boise St.,0,13,25,142,11,6,8,3,1,2,2,1,nan,Defensive
2016-17,Boise St.,13,13,44,272,25,10,9,3,1,1,1,2,nan,Offense
2016-17,Boise St.,0,13,34,185,10,11,13,1,nan,nan,3,nan,nan,Defensive
2017-18,Boise St.,13,13,48,276,19,14,15,1,1,nan,5,1,nan,Offense
2017-18,Boise St.,0,13,34,212,19,9,6,nan,2,1,1,1,nan,Defensive
2013-14,Baylor,13,13,55,338,37,6,12,4,2,1,4,1,nan,Offense
2013-14,Baylor,0,13,32,196,12,14,6,1,1,nan,7,1,nan,Defensive
2014-15,Baylor,13,13,62,377,40,8,14,4,1,1,2,3,nan,Offense
2014-15,Baylor,0,13,33,203,15,11,7,1,1,1,2,nan,nan,Defensive
2015-16,Baylor,13,13,61,394,36,17,8,3,1,1,3,1,nan,Offense
2015-16,Baylor,0,13,38,233,14,16,8,2,1,nan,nan,1,nan,Defensive
2016-17,Baylor,13,13,45,280,21,15,9,4,4,1,6,nan,nan,Offense
2016-17,Baylor,0,13,42,245,26,4,12,1,1,3,2,1,nan,Defensive
2017-18,Baylor,12,12,31,164,7,11,13,4,2,1,2,nan,nan,Offense
2017-18,Baylor,0,12,39,205,12,10,17,1,1,2,nan,1,nan,Defensive
2013-14,Baylor,13,13,55,338,37,6,12,4,2,1,4,1,nan,Offense
2013-14,Baylor,0,13,32,196,12,14,6,1,1,nan,7,1,nan,Defensive
2014-15,Baylor,13,13,62,377,40,8,14,4,1,1,2,3,nan,Offense
2014-15,Baylor,0,13,33,203,15,11,7,1,1,1,2,nan,nan,Defensive
2015-16,Baylor,13,13,61,394,36,17,8,3,1,1,3,1,nan,Offense
2015-16,Baylor,0,13,38,233,14,16,8,2,1,nan,nan,1,nan,Defensive
2016-17,Baylor,13,13,45,280,21,15,9,4,4,1,6,nan,nan,Offense
2016-17,Baylor,0,13,42,245,26,4,12,1,1,3,2,1,nan,Defensive
2017-18,Baylor,12,12,31,164,7,11,13,4,2,1,2,nan,nan,Offense
2017-18,Baylor,0,12,39,205,12,10,17,1,1,2,nan,1,nan,Defensive
2013-14,Baylor,13,13,55,338,37,6,12,4,2,1,4,1,nan,Offense
2013-14,Baylor,0,13,32,196,12,14,6,1,1,nan,7,1,nan,Defensive
2014-15,Baylor,13,13,62,377,40,8,14,4,1,1,2,3,nan,Offense
2014-15,Baylor,0,13,33,203,15,11,7,1,1,1,2,nan,nan,Defensive
2015-16,Baylor,13,13,61,394,36,17,8,3,1,1,3,1,nan,Offense
2015-16,Baylor,0,13,38,233,14,16,8,2,1,nan,nan,1,nan,Defensive
2016-17,Baylor,13,13,45,280,21,15,9,4,4,1,6,nan,nan,Offense
2016-17,Baylor,0,13,42,245,26,4,12,1,1,3,2,1,nan,Defensive
2017-18,Baylor,12,12,31,164,7,11,13,4,2,1,2,nan,nan,Offense
2017-18,Baylor,0,12,39,205,12,10,17,1,1,2,nan,1,nan,Defensive
2013-14,Ball St.,13,13,60,354,20,24,16,1,2,1,2,nan,nan,Offense
2013-14,Ball St.,0,13,31,180,16,6,9,4,2,2,2,nan,nan,Defensive
2014-15,Ball St.,12,12,41,209,14,8,19,2,1,nan,1,1,nan,Offense
2014-15,Ball St.,0,12,41,250,22,10,9,5,2,1,4,2,nan,Defensive
2015-16,Ball St.,12,12,36,191,13,8,15,3,3,nan,2,1,nan,Offense
2015-16,Ball St.,0,12,49,307,24,17,8,3,nan,1,3,2,nan,Defensive
2016-17,Ball St.,12,12,43,256,23,9,11,1,2,4,4,1,nan,Offense
2016-17,Ball St.,0,12,30,178,12,10,8,1,nan,1,nan,nan,nan,Defensive
2017-18,Ball St.,12,12,23,140,10,8,5,3,1,1,2,nan,nan,Offense
2017-18,Ball St.,0,12,44,262,19,14,11,1,nan,2,2,2,nan,Defensive
2013-14,Ball St.,13,13,60,354,20,24,16,1,2,1,2,nan,nan,Offense
2013-14,Ball St.,0,13,31,180,16,6,9,4,2,2,2,nan,nan,Defensive
2014-15,Ball St.,12,12,41,209,14,8,19,2,1,nan,1,1,nan,Offense
2014-15,Ball St.,0,12,41,250,22,10,9,5,2,1,4,2,nan,Defensive
2015-16,Ball St.,12,12,36,191,13,8,15,3,3,nan,2,1,nan,Offense
2015-16,Ball St.,0,12,49,307,24,17,8,3,nan,1,3,2,nan,Defensive
2016-17,Ball St.,12,12,43,256,23,9,11,1,2,4,4,1,nan,Offense
2016-17,Ball St.,0,12,30,178,12,10,8,1,nan,1,nan,nan,nan,Defensive
2017-18,Ball St.,12,12,23,140,10,8,5,3,1,1,2,nan,nan,Offense
2017-18,Ball St.,0,12,44,262,19,14,11,1,nan,2,2,2,nan,Defensive
2013-14,BYU,13,13,46,244,16,11,19,3,2,3,1,1,nan,Offense
2013-14,BYU,0,13,38,212,11,14,13,3,nan,3,3,nan,nan,Defensive
2014-15,BYU,13,13,52,323,25,17,10,1,2,2,2,nan,nan,Offense
2014-15,BYU,0,13,42,254,17,15,10,2,2,nan,4,nan,nan,Defensive
2015-16,BYU,13,13,50,305,22,17,11,1,1,nan,1,nan,nan,Offense
2015-16,BYU,0,13,34,204,18,8,8,3,2,2,2,1,nan,Defensive
2016-17,BYU,13,13,52,283,24,9,19,2,nan,nan,1,nan,nan,Offense
2016-17,BYU,0,13,26,159,13,7,6,4,1,1,3,nan,nan,Defensive
2017-18,BYU,13,13,28,150,10,7,11,5,nan,nan,2,3,nan,Offense
2017-18,BYU,0,13,44,237,15,12,17,1,nan,2,3,3,nan,Defensive
2013-14,BYU,13,13,46,244,16,11,19,3,2,3,1,1,nan,Offense
2013-14,BYU,0,13,38,212,11,14,13,3,nan,3,3,nan,nan,Defensive
2014-15,BYU,13,13,52,323,25,17,10,1,2,2,2,nan,nan,Offense
2014-15,BYU,0,13,42,254,17,15,10,2,2,nan,4,nan,nan,Defensive
2015-16,BYU,13,13,50,305,22,17,11,1,1,nan,1,nan,nan,Offense
2015-16,BYU,0,13,34,204,18,8,8,3,2,2,2,1,nan,Defensive
2016-17,BYU,13,13,52,283,24,9,19,2,nan,nan,1,nan,nan,Offense
2016-17,BYU,0,13,26,159,13,7,6,4,1,1,3,nan,nan,Defensive
2017-18,BYU,13,13,28,150,10,7,11,5,nan,nan,2,3,nan,Offense
2017-18,BYU,0,13,44,237,15,12,17,1,nan,2,3,3,nan,Defensive
2013-14,BYU,13,13,46,244,16,11,19,3,2,3,1,1,nan,Offense
2013-14,BYU,0,13,38,212,11,14,13,3,nan,3,3,nan,nan,Defensive
2014-15,BYU,13,13,52,323,25,17,10,1,2,2,2,nan,nan,Offense
2014-15,BYU,0,13,42,254,17,15,10,2,2,nan,4,nan,nan,Defensive
2015-16,BYU,13,13,50,305,22,17,11,1,1,nan,1,nan,nan,Offense
2015-16,BYU,0,13,34,204,18,8,8,3,2,2,2,1,nan,Defensive
2016-17,BYU,13,13,52,283,24,9,19,2,nan,nan,1,nan,nan,Offense
2016-17,BYU,0,13,26,159,13,7,6,4,1,1,3,nan,nan,Defensive
2017-18,BYU,13,13,28,150,10,7,11,5,nan,nan,2,3,nan,Offense
2017-18,BYU,0,13,44,237,15,12,17,1,nan,2,3,3,nan,Defensive
2013-14,BYU,13,13,46,244,16,11,19,3,2,3,1,1,nan,Offense
2013-14,BYU,0,13,38,212,11,14,13,3,nan,3,3,nan,nan,Defensive
2014-15,BYU,13,13,52,323,25,17,10,1,2,2,2,nan,nan,Offense
2014-15,BYU,0,13,42,254,17,15,10,2,2,nan,4,nan,nan,Defensive
2015-16,BYU,13,13,50,305,22,17,11,1,1,nan,1,nan,nan,Offense
2015-16,BYU,0,13,34,204,18,8,8,3,2,2,2,1,nan,Defensive
2016-17,BYU,13,13,52,283,24,9,19,2,nan,nan,1,nan,nan,Offense
2016-17,BYU,0,13,26,159,13,7,6,4,1,1,3,nan,nan,Defensive
2017-18,BYU,13,13,28,150,10,7,11,5,nan,nan,2,3,nan,Offense
2017-18,BYU,0,13,44,237,15,12,17,1,nan,2,3,3,nan,Defensive
2011-12,Auburn,1,1,2,6,nan,nan,2,nan,nan,nan,1,nan,nan,Offense
2011-12,Auburn,0,1,3,19,nan,2,1,nan,nan,1,1,nan,nan,Defensive
2013-14,Auburn,14,14,54,338,37,7,10,2,1,nan,3,1,nan,Offense
2013-14,Auburn,0,14,38,217,17,9,12,3,1,3,6,1,nan,Defensive
2014-15,Auburn,13,13,51,306,25,13,13,1,1,3,2,nan,nan,Offense
2014-15,Auburn,0,13,40,240,19,11,10,5,2,4,3,nan,nan,Defensive
2015-16,Auburn,13,13,46,267,25,7,14,2,2,1,nan,nan,nan,Offense
2015-16,Auburn,0,13,40,229,20,7,13,3,1,4,5,nan,nan,Defensive
2016-17,Auburn,13,13,47,263,25,6,16,1,1,2,3,1,nan,Offense
2016-17,Auburn,0,13,32,166,7,11,14,4,nan,2,4,1,nan,Defensive
2017-18,Auburn,13,13,49,290,27,9,13,2,4,nan,1,nan,nan,Offense
2017-18,Auburn,0,13,26,146,7,10,9,nan,nan,nan,5,nan,nan,Defensive
2011-12,Auburn,1,1,2,6,nan,nan,2,nan,nan,nan,1,nan,nan,Offense
2011-12,Auburn,0,1,3,19,nan,2,1,nan,nan,1,1,nan,nan,Defensive
2013-14,Auburn,14,14,54,338,37,7,10,2,1,nan,3,1,nan,Offense
2013-14,Auburn,0,14,38,217,17,9,12,3,1,3,6,1,nan,Defensive
2014-15,Auburn,13,13,51,306,25,13,13,1,1,3,2,nan,nan,Offense
2014-15,Auburn,0,13,40,240,19,11,10,5,2,4,3,nan,nan,Defensive
2015-16,Auburn,13,13,46,267,25,7,14,2,2,1,nan,nan,nan,Offense
2015-16,Auburn,0,13,40,229,20,7,13,3,1,4,5,nan,nan,Defensive
2016-17,Auburn,13,13,47,263,25,6,16,1,1,2,3,1,nan,Offense
2016-17,Auburn,0,13,32,166,7,11,14,4,nan,2,4,1,nan,Defensive
2017-18,Auburn,13,13,49,290,27,9,13,2,4,nan,1,nan,nan,Offense
2017-18,Auburn,0,13,26,146,7,10,9,nan,nan,nan,5,nan,nan,Defensive
2011-12,Auburn,1,1,2,6,nan,nan,2,nan,nan,nan,1,nan,nan,Offense
2011-12,Auburn,0,1,3,19,nan,2,1,nan,nan,1,1,nan,nan,Defensive
2013-14,Auburn,14,14,54,338,37,7,10,2,1,nan,3,1,nan,Offense
2013-14,Auburn,0,14,38,217,17,9,12,3,1,3,6,1,nan,Defensive
2014-15,Auburn,13,13,51,306,25,13,13,1,1,3,2,nan,nan,Offense
2014-15,Auburn,0,13,40,240,19,11,10,5,2,4,3,nan,nan,Defensive
2015-16,Auburn,13,13,46,267,25,7,14,2,2,1,nan,nan,nan,Offense
2015-16,Auburn,0,13,40,229,20,7,13,3,1,4,5,nan,nan,Defensive
2016-17,Auburn,13,13,47,263,25,6,16,1,1,2,3,1,nan,Offense
2016-17,Auburn,0,13,32,166,7,11,14,4,nan,2,4,1,nan,Defensive
2017-18,Auburn,13,13,49,290,27,9,13,2,4,nan,1,nan,nan,Offense
2017-18,Auburn,0,13,26,146,7,10,9,nan,nan,nan,5,nan,nan,Defensive
2013-14,Ball St.,13,13,60,354,20,24,16,1,2,1,2,nan,nan,Offense
2013-14,Ball St.,0,13,31,180,16,6,9,4,2,2,2,nan,nan,Defensive
2014-15,Ball St.,12,12,41,209,14,8,19,2,1,nan,1,1,nan,Offense
2014-15,Ball St.,0,12,41,250,22,10,9,5,2,1,4,2,nan,Defensive
2015-16,Ball St.,12,12,36,191,13,8,15,3,3,nan,2,1,nan,Offense
2015-16,Ball St.,0,12,49,307,24,17,8,3,nan,1,3,2,nan,Defensive
2016-17,Ball St.,12,12,43,256,23,9,11,1,2,4,4,1,nan,Offense
2016-17,Ball St.,0,12,30,178,12,10,8,1,nan,1,nan,nan,nan,Defensive
2017-18,Ball St.,12,12,23,140,10,8,5,3,1,1,2,nan,nan,Offense
2017-18,Ball St.,0,12,44,262,19,14,11,1,nan,2,2,2,nan,Defensive
2013-14,Ball St.,13,13,60,354,20,24,16,1,2,1,2,nan,nan,Offense
2013-14,Ball St.,0,13,31,180,16,6,9,4,2,2,2,nan,nan,Defensive
2014-15,Ball St.,12,12,41,209,14,8,19,2,1,nan,1,1,nan,Offense
2014-15,Ball St.,0,12,41,250,22,10,9,5,2,1,4,2,nan,Defensive
2015-16,Ball St.,12,12,36,191,13,8,15,3,3,nan,2,1,nan,Offense
2015-16,Ball St.,0,12,49,307,24,17,8,3,nan,1,3,2,nan,Defensive
2016-17,Ball St.,12,12,43,256,23,9,11,1,2,4,4,1,nan,Offense
2016-17,Ball St.,0,12,30,178,12,10,8,1,nan,1,nan,nan,nan,Defensive
2017-18,Ball St.,12,12,23,140,10,8,5,3,1,1,2,nan,nan,Offense
2017-18,Ball St.,0,12,44,262,19,14,11,1,nan,2,2,2,nan,Defensive
2013-14,Baylor,13,13,55,338,37,6,12,4,2,1,4,1,nan,Offense
2013-14,Baylor,0,13,32,196,12,14,6,1,1,nan,7,1,nan,Defensive
2014-15,Baylor,13,13,62,377,40,8,14,4,1,1,2,3,nan,Offense
2014-15,Baylor,0,13,33,203,15,11,7,1,1,1,2,nan,nan,Defensive
2015-16,Baylor,13,13,61,394,36,17,8,3,1,1,3,1,nan,Offense
2015-16,Baylor,0,13,38,233,14,16,8,2,1,nan,nan,1,nan,Defensive
2016-17,Baylor,13,13,45,280,21,15,9,4,4,1,6,nan,nan,Offense
2016-17,Baylor,0,13,42,245,26,4,12,1,1,3,2,1,nan,Defensive
2017-18,Baylor,12,12,31,164,7,11,13,4,2,1,2,nan,nan,Offense
2017-18,Baylor,0,12,39,205,12,10,17,1,1,2,nan,1,nan,Defensive
2013-14,Central Mich.,12,12,33,185,12,10,11,4,2,1,1,2,nan,Offense
2013-14,Central Mich.,0,12,42,243,18,12,12,2,2,2,2,nan,nan,Defensive
2014-15,Central Mich.,13,13,42,264,16,19,7,2,3,1,4,nan,nan,Offense
2014-15,Central Mich.,0,13,38,227,13,15,10,3,1,1,3,1,nan,Defensive
2015-16,Central Mich.,13,13,47,278,16,19,12,2,2,1,nan,1,nan,Offense
2015-16,Central Mich.,0,13,32,190,14,10,8,5,1,nan,3,1,nan,Defensive
2016-17,Central Mich.,13,13,29,184,14,10,5,6,2,2,1,nan,nan,Offense
2016-17,Central Mich.,0,13,41,254,9,24,8,2,2,3,4,nan,nan,Defensive
2017-18,Central Mich.,12,12,33,200,13,13,7,2,2,1,3,1,nan,Offense
2017-18,Central Mich.,0,12,34,200,17,8,9,6,3,2,2,nan,nan,Defensive
2013-14,California,12,12,31,176,7,14,10,nan,4,2,6,nan,nan,Offense
2013-14,California,0,12,45,274,21,14,10,2,nan,nan,5,nan,nan,Defensive
2014-15,California,12,12,45,283,18,19,8,1,2,nan,3,nan,nan,Offense
2014-15,California,0,12,51,311,18,22,11,4,1,4,1,1,nan,Defensive
2015-16,California,13,13,60,354,15,29,16,1,3,nan,2,2,nan,Offense
2015-16,California,0,13,48,272,19,13,16,1,1,2,nan,nan,nan,Defensive
2016-17,California,12,12,47,270,14,18,15,1,nan,2,1,3,nan,Offense
2016-17,California,0,12,50,316,23,19,8,1,1,nan,1,1,nan,Defensive
2017-18,California,12,12,40,229,14,13,13,2,2,3,2,nan,nan,Offense
2017-18,California,0,12,38,213,15,10,13,2,nan,2,4,1,nan,Defensive
2013-14,California,12,12,31,176,7,14,10,nan,4,2,6,nan,nan,Offense
2013-14,California,0,12,45,274,21,14,10,2,nan,nan,5,nan,nan,Defensive
2014-15,California,12,12,45,283,18,19,8,1,2,nan,3,nan,nan,Offense
2014-15,California,0,12,51,311,18,22,11,4,1,4,1,1,nan,Defensive
2015-16,California,13,13,60,354,15,29,16,1,3,nan,2,2,nan,Offense
2015-16,California,0,13,48,272,19,13,16,1,1,2,nan,nan,nan,Defensive
2016-17,California,12,12,47,270,14,18,15,1,nan,2,1,3,nan,Offense
2016-17,California,0,12,50,316,23,19,8,1,1,nan,1,1,nan,Defensive
2017-18,California,12,12,40,229,14,13,13,2,2,3,2,nan,nan,Offense
2017-18,California,0,12,38,213,15,10,13,2,nan,2,4,1,nan,Defensive
2013-14,Buffalo,13,13,41,258,19,16,6,3,2,nan,1,nan,nan,Offense
2013-14,Buffalo,0,13,30,178,16,6,8,3,2,3,4,nan,nan,Defensive
2014-15,Buffalo,11,11,37,230,13,18,6,7,nan,4,1,1,nan,Offense
2014-15,Buffalo,0,11,37,224,21,8,8,1,1,nan,2,2,nan,Defensive
2015-16,Buffalo,12,12,36,202,14,11,11,3,nan,1,2,1,nan,Offense
2015-16,Buffalo,0,12,35,221,18,11,6,nan,nan,1,2,1,nan,Defensive
2016-17,Buffalo,12,12,22,121,7,7,8,2,2,1,nan,1,nan,Offense
2016-17,Buffalo,0,12,43,247,23,7,13,4,nan,1,1,nan,nan,Defensive
2017-18,Buffalo,12,12,42,239,17,12,13,5,3,1,2,2,nan,Offense
2017-18,Buffalo,0,12,29,177,16,7,6,4,2,2,1,1,nan,Defensive
2013-14,Buffalo,13,13,41,258,19,16,6,3,2,nan,1,nan,nan,Offense
2013-14,Buffalo,0,13,30,178,16,6,8,3,2,3,4,nan,nan,Defensive
2014-15,Buffalo,11,11,37,230,13,18,6,7,nan,4,1,1,nan,Offense
2014-15,Buffalo,0,11,37,224,21,8,8,1,1,nan,2,2,nan,Defensive
2015-16,Buffalo,12,12,36,202,14,11,11,3,nan,1,2,1,nan,Offense
2015-16,Buffalo,0,12,35,221,18,11,6,nan,nan,1,2,1,nan,Defensive
2016-17,Buffalo,12,12,22,121,7,7,8,2,2,1,nan,1,nan,Offense
2016-17,Buffalo,0,12,43,247,23,7,13,4,nan,1,1,nan,nan,Defensive
2017-18,Buffalo,12,12,42,239,17,12,13,5,3,1,2,2,nan,Offense
2017-18,Buffalo,0,12,29,177,16,7,6,4,2,2,1,1,nan,Defensive
2013-14,Buffalo,13,13,41,258,19,16,6,3,2,nan,1,nan,nan,Offense
2013-14,Buffalo,0,13,30,178,16,6,8,3,2,3,4,nan,nan,Defensive
2014-15,Buffalo,11,11,37,230,13,18,6,7,nan,4,1,1,nan,Offense
2014-15,Buffalo,0,11,37,224,21,8,8,1,1,nan,2,2,nan,Defensive
2015-16,Buffalo,12,12,36,202,14,11,11,3,nan,1,2,1,nan,Offense
2015-16,Buffalo,0,12,35,221,18,11,6,nan,nan,1,2,1,nan,Defensive
2016-17,Buffalo,12,12,22,121,7,7,8,2,2,1,nan,1,nan,Offense
2016-17,Buffalo,0,12,43,247,23,7,13,4,nan,1,1,nan,nan,Defensive
2017-18,Buffalo,12,12,42,239,17,12,13,5,3,1,2,2,nan,Offense
2017-18,Buffalo,0,12,29,177,16,7,6,4,2,2,1,1,nan,Defensive
2013-14,Buffalo,13,13,41,258,19,16,6,3,2,nan,1,nan,nan,Offense
2013-14,Buffalo,0,13,30,178,16,6,8,3,2,3,4,nan,nan,Defensive
2014-15,Buffalo,11,11,37,230,13,18,6,7,nan,4,1,1,nan,Offense
2014-15,Buffalo,0,11,37,224,21,8,8,1,1,nan,2,2,nan,Defensive
2015-16,Buffalo,12,12,36,202,14,11,11,3,nan,1,2,1,nan,Offense
2015-16,Buffalo,0,12,35,221,18,11,6,nan,nan,1,2,1,nan,Defensive
2016-17,Buffalo,12,12,22,121,7,7,8,2,2,1,nan,1,nan,Offense
2016-17,Buffalo,0,12,43,247,23,7,13,4,nan,1,1,nan,nan,Defensive
2017-18,Buffalo,12,12,42,239,17,12,13,5,3,1,2,2,nan,Offense
2017-18,Buffalo,0,12,29,177,16,7,6,4,2,2,1,1,nan,Defensive
2013-14,Bowling Green,14,14,52,311,28,11,13,2,nan,1,3,3,nan,Offense
2013-14,Bowling Green,0,14,22,146,14,6,2,4,3,nan,4,1,nan,Defensive
2014-15,Bowling Green,14,14,44,236,22,5,17,4,nan,1,3,1,nan,Offense
2014-15,Bowling Green,0,14,52,318,27,14,11,4,2,3,4,2,nan,Defensive
2015-16,Bowling Green,14,14,59,381,27,25,7,4,1,1,5,1,nan,Offense
2015-16,Bowling Green,0,14,45,258,22,9,14,3,1,2,3,nan,nan,Defensive
2016-17,Bowling Green,12,12,36,220,15,13,8,2,nan,3,6,nan,nan,Offense
2016-17,Bowling Green,0,12,40,265,24,13,3,2,1,nan,nan,3,nan,Defensive
2017-18,Bowling Green,12,12,38,201,11,11,16,1,1,nan,2,nan,nan,Offense
2017-18,Bowling Green,0,12,47,297,30,9,8,2,3,1,nan,2,nan,Defensive
2013-14,Bowling Green,14,14,52,311,28,11,13,2,nan,1,3,3,nan,Offense
2013-14,Bowling Green,0,14,22,146,14,6,2,4,3,nan,4,1,nan,Defensive
2014-15,Bowling Green,14,14,44,236,22,5,17,4,nan,1,3,1,nan,Offense
2014-15,Bowling Green,0,14,52,318,27,14,11,4,2,3,4,2,nan,Defensive
2015-16,Bowling Green,14,14,59,381,27,25,7,4,1,1,5,1,nan,Offense
2015-16,Bowling Green,0,14,45,258,22,9,14,3,1,2,3,nan,nan,Defensive
2016-17,Bowling Green,12,12,36,220,15,13,8,2,nan,3,6,nan,nan,Offense
2016-17,Bowling Green,0,12,40,265,24,13,3,2,1,nan,nan,3,nan,Defensive
2017-18,Bowling Green,12,12,38,201,11,11,16,1,1,nan,2,nan,nan,Offense
2017-18,Bowling Green,0,12,47,297,30,9,8,2,3,1,nan,2,nan,Defensive
2013-14,Bowling Green,14,14,52,311,28,11,13,2,nan,1,3,3,nan,Offense
2013-14,Bowling Green,0,14,22,146,14,6,2,4,3,nan,4,1,nan,Defensive
2014-15,Bowling Green,14,14,44,236,22,5,17,4,nan,1,3,1,nan,Offense
2014-15,Bowling Green,0,14,52,318,27,14,11,4,2,3,4,2,nan,Defensive
2015-16,Bowling Green,14,14,59,381,27,25,7,4,1,1,5,1,nan,Offense
2015-16,Bowling Green,0,14,45,258,22,9,14,3,1,2,3,nan,nan,Defensive
2016-17,Bowling Green,12,12,36,220,15,13,8,2,nan,3,6,nan,nan,Offense
2016-17,Bowling Green,0,12,40,265,24,13,3,2,1,nan,nan,3,nan,Defensive
2017-18,Bowling Green,12,12,38,201,11,11,16,1,1,nan,2,nan,nan,Offense
2017-18,Bowling Green,0,12,47,297,30,9,8,2,3,1,nan,2,nan,Defensive
2013-14,Bowling Green,14,14,52,311,28,11,13,2,nan,1,3,3,nan,Offense
2013-14,Bowling Green,0,14,22,146,14,6,2,4,3,nan,4,1,nan,Defensive
2014-15,Bowling Green,14,14,44,236,22,5,17,4,nan,1,3,1,nan,Offense
2014-15,Bowling Green,0,14,52,318,27,14,11,4,2,3,4,2,nan,Defensive
2015-16,Bowling Green,14,14,59,381,27,25,7,4,1,1,5,1,nan,Offense
2015-16,Bowling Green,0,14,45,258,22,9,14,3,1,2,3,nan,nan,Defensive
2016-17,Bowling Green,12,12,36,220,15,13,8,2,nan,3,6,nan,nan,Offense
2016-17,Bowling Green,0,12,40,265,24,13,3,2,1,nan,nan,3,nan,Defensive
2017-18,Bowling Green,12,12,38,201,11,11,16,1,1,nan,2,nan,nan,Offense
2017-18,Bowling Green,0,12,47,297,30,9,8,2,3,1,nan,2,nan,Defensive
2013-14,Boston College,13,13,32,171,10,9,13,nan,nan,1,nan,nan,nan,Offense
2013-14,Boston College,0,13,36,227,16,14,6,2,2,nan,5,1,nan,Defensive
2014-15,Boston College,13,13,31,179,18,5,8,2,nan,1,nan,3,nan,Offense
2014-15,Boston College,0,13,35,213,12,15,8,3,1,nan,3,nan,nan,Defensive
