Year,Team,GP,G,RZScores,RZPts,RZRushTD,RZPassTD,RZFGMade,RZEndFGA,RZEndFumble,RZEndINT,RZEndDowns,RZEndHalf,RZEndGame,OffenseDefense
2014-15,Tennessee,13,13,50,282,18,15,17,1,nan,2,1,nan,nan,Offense
2014-15,Tennessee,0,13,32,184,18,5,9,1,nan,1,nan,nan,nan,Defensive
2015-16,Tennessee,13,13,55,321,29,10,16,4,3,1,1,2,nan,Offense
2015-16,Tennessee,0,13,31,184,12,11,8,3,1,2,2,2,nan,Defensive
2016-17,Tennessee,13,13,43,273,23,13,7,1,nan,1,3,1,nan,Offense
2016-17,Tennessee,0,13,43,253,20,11,12,2,1,1,3,nan,nan,Defensive
2017-18,Tennessee,12,12,28,160,12,7,9,1,nan,3,1,2,nan,Offense
2017-18,Tennessee,0,12,45,271,27,8,10,2,nan,1,nan,2,nan,Defensive
2013-14,Tennessee,12,12,34,202,15,10,9,1,3,3,1,2,nan,Offense
2013-14,Tennessee,0,12,36,224,20,9,7,5,2,4,1,1,nan,Defensive
2014-15,Tennessee,13,13,50,282,18,15,17,1,nan,2,1,nan,nan,Offense
2014-15,Tennessee,0,13,32,184,18,5,9,1,nan,1,nan,nan,nan,Defensive
2015-16,Tennessee,13,13,55,321,29,10,16,4,3,1,1,2,nan,Offense
2015-16,Tennessee,0,13,31,184,12,11,8,3,1,2,2,2,nan,Defensive
2016-17,Tennessee,13,13,43,273,23,13,7,1,nan,1,3,1,nan,Offense
2016-17,Tennessee,0,13,43,253,20,11,12,2,1,1,3,nan,nan,Defensive
2017-18,Tennessee,12,12,28,160,12,7,9,1,nan,3,1,2,nan,Offense
2017-18,Tennessee,0,12,45,271,27,8,10,2,nan,1,nan,2,nan,Defensive
2013-14,Tennessee,12,12,34,202,15,10,9,1,3,3,1,2,nan,Offense
2013-14,Tennessee,0,12,36,224,20,9,7,5,2,4,1,1,nan,Defensive
2014-15,Tennessee,13,13,50,282,18,15,17,1,nan,2,1,nan,nan,Offense
2014-15,Tennessee,0,13,32,184,18,5,9,1,nan,1,nan,nan,nan,Defensive
2015-16,Tennessee,13,13,55,321,29,10,16,4,3,1,1,2,nan,Offense
2015-16,Tennessee,0,13,31,184,12,11,8,3,1,2,2,2,nan,Defensive
2016-17,Tennessee,13,13,43,273,23,13,7,1,nan,1,3,1,nan,Offense
2016-17,Tennessee,0,13,43,253,20,11,12,2,1,1,3,nan,nan,Defensive
2017-18,Tennessee,12,12,28,160,12,7,9,1,nan,3,1,2,nan,Offense
2017-18,Tennessee,0,12,45,271,27,8,10,2,nan,1,nan,2,nan,Defensive
2013-14,Temple,12,12,29,190,16,10,3,5,2,nan,1,nan,nan,Offense
2013-14,Temple,0,12,43,232,16,10,17,1,2,nan,4,1,nan,Defensive
2014-15,Temple,12,12,29,154,10,7,12,5,1,4,3,nan,nan,Offense
2014-15,Temple,0,12,24,124,9,4,11,2,1,1,4,1,nan,Defensive
2015-16,Temple,14,14,54,308,19,17,18,2,nan,1,3,2,nan,Offense
2015-16,Temple,0,14,33,169,10,8,15,4,nan,5,nan,nan,nan,Defensive
2016-17,Temple,14,14,54,296,26,8,20,2,1,2,3,1,nan,Offense
2016-17,Temple,0,14,26,151,11,8,7,3,1,nan,3,1,nan,Defensive
2017-18,Temple,12,12,34,183,9,12,13,3,nan,1,2,2,nan,Offense
2017-18,Temple,0,12,45,262,13,19,13,4,nan,nan,3,nan,nan,Defensive
2013-14,Temple,12,12,29,190,16,10,3,5,2,nan,1,nan,nan,Offense
2013-14,Temple,0,12,43,232,16,10,17,1,2,nan,4,1,nan,Defensive
2014-15,Temple,12,12,29,154,10,7,12,5,1,4,3,nan,nan,Offense
2014-15,Temple,0,12,24,124,9,4,11,2,1,1,4,1,nan,Defensive
2015-16,Temple,14,14,54,308,19,17,18,2,nan,1,3,2,nan,Offense
2015-16,Temple,0,14,33,169,10,8,15,4,nan,5,nan,nan,nan,Defensive
2016-17,Temple,14,14,54,296,26,8,20,2,1,2,3,1,nan,Offense
2016-17,Temple,0,14,26,151,11,8,7,3,1,nan,3,1,nan,Defensive
2017-18,Temple,12,12,34,183,9,12,13,3,nan,1,2,2,nan,Offense
2017-18,Temple,0,12,45,262,13,19,13,4,nan,nan,3,nan,nan,Defensive
2013-14,Temple,12,12,29,190,16,10,3,5,2,nan,1,nan,nan,Offense
2013-14,Temple,0,12,43,232,16,10,17,1,2,nan,4,1,nan,Defensive
2014-15,Temple,12,12,29,154,10,7,12,5,1,4,3,nan,nan,Offense
2014-15,Temple,0,12,24,124,9,4,11,2,1,1,4,1,nan,Defensive
2015-16,Temple,14,14,54,308,19,17,18,2,nan,1,3,2,nan,Offense
2015-16,Temple,0,14,33,169,10,8,15,4,nan,5,nan,nan,nan,Defensive
2016-17,Temple,14,14,54,296,26,8,20,2,1,2,3,1,nan,Offense
2016-17,Temple,0,14,26,151,11,8,7,3,1,nan,3,1,nan,Defensive
2017-18,Temple,12,12,34,183,9,12,13,3,nan,1,2,2,nan,Offense
2017-18,Temple,0,12,45,262,13,19,13,4,nan,nan,3,nan,nan,Defensive
2013-14,Tulsa,12,12,37,201,15,7,15,3,2,3,2,nan,nan,Offense
2013-14,Tulsa,0,12,45,267,18,15,12,2,1,3,nan,nan,nan,Defensive
2014-15,Tulsa,12,12,35,205,11,14,10,3,3,3,2,nan,nan,Offense
2014-15,Tulsa,0,12,43,277,21,16,6,7,1,nan,1,nan,nan,Defensive
2015-16,Tulsa,13,13,49,285,29,6,14,4,nan,1,1,2,nan,Offense
2015-16,Tulsa,0,13,57,339,29,13,15,3,2,1,2,1,nan,Defensive
2016-17,Tulsa,13,13,59,338,24,17,18,1,1,nan,3,2,nan,Offense
2016-17,Tulsa,0,13,41,237,24,5,12,2,1,2,3,1,nan,Defensive
2017-18,Tulsa,12,12,38,241,31,1,6,2,1,nan,1,1,nan,Offense
2017-18,Tulsa,0,12,45,257,23,9,13,2,1,2,1,2,nan,Defensive
2013-14,Tulane,13,13,33,198,13,12,8,2,2,2,1,1,nan,Offense
2013-14,Tulane,0,13,36,191,12,9,15,5,5,1,1,1,nan,Defensive
2014-15,Tulane,12,12,22,133,8,9,5,4,1,1,5,nan,nan,Offense
2014-15,Tulane,0,12,37,216,15,11,11,7,1,3,3,3,nan,Defensive
2015-16,Tulane,12,12,25,138,7,9,9,nan,1,1,1,nan,nan,Offense
2015-16,Tulane,0,12,43,273,26,10,7,2,1,nan,4,1,nan,Defensive
2016-17,Tulane,12,12,32,196,22,3,7,5,nan,2,2,1,nan,Offense
2016-17,Tulane,0,12,36,216,16,11,9,3,nan,nan,1,2,nan,Defensive
2017-18,Tulane,12,12,31,178,18,4,9,1,nan,nan,3,1,nan,Offense
2017-18,Tulane,0,12,29,187,19,6,4,1,nan,4,2,3,nan,Defensive
2013-14,Tulane,13,13,33,198,13,12,8,2,2,2,1,1,nan,Offense
2013-14,Tulane,0,13,36,191,12,9,15,5,5,1,1,1,nan,Defensive
2014-15,Tulane,12,12,22,133,8,9,5,4,1,1,5,nan,nan,Offense
2014-15,Tulane,0,12,37,216,15,11,11,7,1,3,3,3,nan,Defensive
2015-16,Tulane,12,12,25,138,7,9,9,nan,1,1,1,nan,nan,Offense
2015-16,Tulane,0,12,43,273,26,10,7,2,1,nan,4,1,nan,Defensive
2016-17,Tulane,12,12,32,196,22,3,7,5,nan,2,2,1,nan,Offense
2016-17,Tulane,0,12,36,216,16,11,9,3,nan,nan,1,2,nan,Defensive
2017-18,Tulane,12,12,31,178,18,4,9,1,nan,nan,3,1,nan,Offense
2017-18,Tulane,0,12,29,187,19,6,4,1,nan,4,2,3,nan,Defensive
2013-14,Tulane,13,13,33,198,13,12,8,2,2,2,1,1,nan,Offense
2013-14,Tulane,0,13,36,191,12,9,15,5,5,1,1,1,nan,Defensive
2014-15,Tulane,12,12,22,133,8,9,5,4,1,1,5,nan,nan,Offense
2014-15,Tulane,0,12,37,216,15,11,11,7,1,3,3,3,nan,Defensive
2015-16,Tulane,12,12,25,138,7,9,9,nan,1,1,1,nan,nan,Offense
2015-16,Tulane,0,12,43,273,26,10,7,2,1,nan,4,1,nan,Defensive
2016-17,Tulane,12,12,32,196,22,3,7,5,nan,2,2,1,nan,Offense
2016-17,Tulane,0,12,36,216,16,11,9,3,nan,nan,1,2,nan,Defensive
2017-18,Tulane,12,12,31,178,18,4,9,1,nan,nan,3,1,nan,Offense
2017-18,Tulane,0,12,29,187,19,6,4,1,nan,4,2,3,nan,Defensive
2013-14,Tulane,13,13,33,198,13,12,8,2,2,2,1,1,nan,Offense
2013-14,Tulane,0,13,36,191,12,9,15,5,5,1,1,1,nan,Defensive
2014-15,Tulane,12,12,22,133,8,9,5,4,1,1,5,nan,nan,Offense
2014-15,Tulane,0,12,37,216,15,11,11,7,1,3,3,3,nan,Defensive
2015-16,Tulane,12,12,25,138,7,9,9,nan,1,1,1,nan,nan,Offense
2015-16,Tulane,0,12,43,273,26,10,7,2,1,nan,4,1,nan,Defensive
2016-17,Tulane,12,12,32,196,22,3,7,5,nan,2,2,1,nan,Offense
2016-17,Tulane,0,12,36,216,16,11,9,3,nan,nan,1,2,nan,Defensive
2017-18,Tulane,12,12,31,178,18,4,9,1,nan,nan,3,1,nan,Offense
2017-18,Tulane,0,12,29,187,19,6,4,1,nan,4,2,3,nan,Defensive
2013-14,Troy,12,12,42,267,23,12,7,3,5,1,2,nan,nan,Offense
2013-14,Troy,0,12,38,229,23,7,8,4,1,nan,3,nan,nan,Defensive
2014-15,Troy,12,12,28,175,16,7,5,4,1,1,1,1,nan,Offense
2014-15,Troy,0,12,50,304,28,11,11,1,2,1,nan,nan,nan,Defensive
2015-16,Troy,12,12,32,176,10,10,12,3,1,nan,1,nan,nan,Offense
2015-16,Troy,0,12,37,223,17,11,9,2,2,1,3,nan,nan,Defensive
2016-17,Troy,13,13,48,289,21,15,12,1,nan,2,2,2,nan,Offense
2016-17,Troy,0,13,28,163,8,12,8,1,nan,4,1,1,nan,Defensive
2017-18,Troy,12,12,39,233,20,9,10,6,2,2,nan,nan,nan,Offense
2017-18,Troy,0,12,23,131,6,10,7,4,2,6,4,nan,nan,Defensive
2013-14,Troy,12,12,42,267,23,12,7,3,5,1,2,nan,nan,Offense
2013-14,Troy,0,12,38,229,23,7,8,4,1,nan,3,nan,nan,Defensive
2014-15,Troy,12,12,28,175,16,7,5,4,1,1,1,1,nan,Offense
2014-15,Troy,0,12,50,304,28,11,11,1,2,1,nan,nan,nan,Defensive
2015-16,Troy,12,12,32,176,10,10,12,3,1,nan,1,nan,nan,Offense
2015-16,Troy,0,12,37,223,17,11,9,2,2,1,3,nan,nan,Defensive
2016-17,Troy,13,13,48,289,21,15,12,1,nan,2,2,2,nan,Offense
2016-17,Troy,0,13,28,163,8,12,8,1,nan,4,1,1,nan,Defensive
2017-18,Troy,12,12,39,233,20,9,10,6,2,2,nan,nan,nan,Offense
2017-18,Troy,0,12,23,131,6,10,7,4,2,6,4,nan,nan,Defensive
2013-14,Troy,12,12,42,267,23,12,7,3,5,1,2,nan,nan,Offense
2013-14,Troy,0,12,38,229,23,7,8,4,1,nan,3,nan,nan,Defensive
2014-15,Troy,12,12,28,175,16,7,5,4,1,1,1,1,nan,Offense
2014-15,Troy,0,12,50,304,28,11,11,1,2,1,nan,nan,nan,Defensive
2015-16,Troy,12,12,32,176,10,10,12,3,1,nan,1,nan,nan,Offense
2015-16,Troy,0,12,37,223,17,11,9,2,2,1,3,nan,nan,Defensive
2016-17,Troy,13,13,48,289,21,15,12,1,nan,2,2,2,nan,Offense
2016-17,Troy,0,13,28,163,8,12,8,1,nan,4,1,1,nan,Defensive
2017-18,Troy,12,12,39,233,20,9,10,6,2,2,nan,nan,nan,Offense
2017-18,Troy,0,12,23,131,6,10,7,4,2,6,4,nan,nan,Defensive
2013-14,Troy,12,12,42,267,23,12,7,3,5,1,2,nan,nan,Offense
2013-14,Troy,0,12,38,229,23,7,8,4,1,nan,3,nan,nan,Defensive
2014-15,Troy,12,12,28,175,16,7,5,4,1,1,1,1,nan,Offense
2014-15,Troy,0,12,50,304,28,11,11,1,2,1,nan,nan,nan,Defensive
2015-16,Troy,12,12,32,176,10,10,12,3,1,nan,1,nan,nan,Offense
2015-16,Troy,0,12,37,223,17,11,9,2,2,1,3,nan,nan,Defensive
2016-17,Troy,13,13,48,289,21,15,12,1,nan,2,2,2,nan,Offense
2016-17,Troy,0,13,28,163,8,12,8,1,nan,4,1,1,nan,Defensive
2017-18,Troy,12,12,39,233,20,9,10,6,2,2,nan,nan,nan,Offense
2017-18,Troy,0,12,23,131,6,10,7,4,2,6,4,nan,nan,Defensive
2013-14,Toledo,12,12,41,234,19,9,13,1,1,4,nan,1,nan,Offense
2013-14,Toledo,0,12,46,288,26,12,8,2,1,nan,nan,2,nan,Defensive
2014-15,Toledo,13,13,55,323,28,12,15,4,1,1,nan,1,nan,Offense
2014-15,Toledo,0,13,47,272,12,22,13,3,1,1,1,nan,nan,Defensive
2015-16,Toledo,12,12,47,279,20,15,12,5,nan,nan,4,nan,nan,Offense
2015-16,Toledo,0,12,27,145,8,8,11,5,nan,2,4,2,nan,Defensive
2016-17,Toledo,13,13,46,282,14,22,10,2,nan,nan,1,1,nan,Offense
2016-17,Toledo,0,13,40,227,11,16,13,1,1,2,3,nan,nan,Defensive
2017-18,Toledo,13,13,57,313,24,12,21,4,3,nan,3,nan,nan,Offense
2017-18,Toledo,0,13,33,202,17,10,6,1,1,1,2,1,nan,Defensive
2013-14,Toledo,12,12,41,234,19,9,13,1,1,4,nan,1,nan,Offense
2013-14,Toledo,0,12,46,288,26,12,8,2,1,nan,nan,2,nan,Defensive
2014-15,Toledo,13,13,55,323,28,12,15,4,1,1,nan,1,nan,Offense
2014-15,Toledo,0,13,47,272,12,22,13,3,1,1,1,nan,nan,Defensive
2015-16,Toledo,12,12,47,279,20,15,12,5,nan,nan,4,nan,nan,Offense
2015-16,Toledo,0,12,27,145,8,8,11,5,nan,2,4,2,nan,Defensive
2016-17,Toledo,13,13,46,282,14,22,10,2,nan,nan,1,1,nan,Offense
2016-17,Toledo,0,13,40,227,11,16,13,1,1,2,3,nan,nan,Defensive
2017-18,Toledo,13,13,57,313,24,12,21,4,3,nan,3,nan,nan,Offense
2017-18,Toledo,0,13,33,202,17,10,6,1,1,1,2,1,nan,Defensive
2013-14,Toledo,12,12,41,234,19,9,13,1,1,4,nan,1,nan,Offense
2013-14,Toledo,0,12,46,288,26,12,8,2,1,nan,nan,2,nan,Defensive
2014-15,Toledo,13,13,55,323,28,12,15,4,1,1,nan,1,nan,Offense
2014-15,Toledo,0,13,47,272,12,22,13,3,1,1,1,nan,nan,Defensive
2015-16,Toledo,12,12,47,279,20,15,12,5,nan,nan,4,nan,nan,Offense
2015-16,Toledo,0,12,27,145,8,8,11,5,nan,2,4,2,nan,Defensive
2016-17,Toledo,13,13,46,282,14,22,10,2,nan,nan,1,1,nan,Offense
2016-17,Toledo,0,13,40,227,11,16,13,1,1,2,3,nan,nan,Defensive
2017-18,Toledo,13,13,57,313,24,12,21,4,3,nan,3,nan,nan,Offense
2017-18,Toledo,0,13,33,202,17,10,6,1,1,1,2,1,nan,Defensive
2013-14,Toledo,12,12,41,234,19,9,13,1,1,4,nan,1,nan,Offense
2013-14,Toledo,0,12,46,288,26,12,8,2,1,nan,nan,2,nan,Defensive
2014-15,Toledo,13,13,55,323,28,12,15,4,1,1,nan,1,nan,Offense
2014-15,Toledo,0,13,47,272,12,22,13,3,1,1,1,nan,nan,Defensive
2015-16,Toledo,12,12,47,279,20,15,12,5,nan,nan,4,nan,nan,Offense
2015-16,Toledo,0,12,27,145,8,8,11,5,nan,2,4,2,nan,Defensive
2016-17,Toledo,13,13,46,282,14,22,10,2,nan,nan,1,1,nan,Offense
2016-17,Toledo,0,13,40,227,11,16,13,1,1,2,3,nan,nan,Defensive
2017-18,Toledo,13,13,57,313,24,12,21,4,3,nan,3,nan,nan,Offense
2017-18,Toledo,0,13,33,202,17,10,6,1,1,1,2,1,nan,Defensive
2013-14,Texas Tech,13,13,62,341,17,23,22,2,1,1,3,1,nan,Offense
2013-14,Texas Tech,0,13,41,247,24,7,10,2,nan,1,2,3,nan,Defensive
2014-15,Texas Tech,12,12,29,173,4,18,7,2,nan,4,2,1,nan,Offense
2014-15,Texas Tech,0,12,52,331,31,13,8,2,1,2,nan,nan,nan,Defensive
2015-16,Texas Tech,13,13,56,341,26,17,13,2,1,3,1,1,nan,Offense
2015-16,Texas Tech,0,13,55,363,38,12,5,7,nan,1,nan,1,nan,Defensive
2016-17,Texas Tech,12,12,57,351,20,26,11,1,nan,3,2,nan,nan,Offense
2016-17,Texas Tech,0,12,53,320,30,10,13,3,2,nan,3,1,nan,Defensive
2017-18,Texas Tech,12,12,38,232,14,16,8,8,3,2,4,1,nan,Offense
2017-18,Texas Tech,0,12,47,289,14,23,10,3,1,3,1,1,nan,Defensive
2013-14,Texas Tech,13,13,62,341,17,23,22,2,1,1,3,1,nan,Offense
2013-14,Texas Tech,0,13,41,247,24,7,10,2,nan,1,2,3,nan,Defensive
2014-15,Texas Tech,12,12,29,173,4,18,7,2,nan,4,2,1,nan,Offense
2014-15,Texas Tech,0,12,52,331,31,13,8,2,1,2,nan,nan,nan,Defensive
2015-16,Texas Tech,13,13,56,341,26,17,13,2,1,3,1,1,nan,Offense
2015-16,Texas Tech,0,13,55,363,38,12,5,7,nan,1,nan,1,nan,Defensive
2016-17,Texas Tech,12,12,57,351,20,26,11,1,nan,3,2,nan,nan,Offense
2016-17,Texas Tech,0,12,53,320,30,10,13,3,2,nan,3,1,nan,Defensive
2017-18,Texas Tech,12,12,38,232,14,16,8,8,3,2,4,1,nan,Offense
2017-18,Texas Tech,0,12,47,289,14,23,10,3,1,3,1,1,nan,Defensive
2013-14,Texas St.,12,12,30,191,18,7,5,2,nan,1,3,1,nan,Offense
2013-14,Texas St.,0,12,38,222,16,11,11,3,1,1,2,nan,nan,Defensive
2014-15,Texas St.,12,12,43,264,20,14,9,3,1,1,1,1,nan,Offense
2014-15,Texas St.,0,12,37,217,19,8,10,4,nan,1,4,1,nan,Defensive
2015-16,Texas St.,12,12,35,211,20,8,7,5,nan,2,4,nan,nan,Offense
2015-16,Texas St.,0,12,46,287,22,15,9,1,2,2,2,nan,nan,Defensive
2016-17,Texas St.,12,12,27,160,12,8,7,3,nan,1,2,nan,nan,Offense
2016-17,Texas St.,0,12,59,344,25,18,16,1,nan,nan,1,nan,nan,Defensive
2017-18,Texas St.,12,12,28,152,9,9,10,3,2,2,1,1,nan,Offense
2017-18,Texas St.,0,12,43,234,16,11,16,2,2,nan,3,1,nan,Defensive
2013-14,Texas St.,12,12,30,191,18,7,5,2,nan,1,3,1,nan,Offense
2013-14,Texas St.,0,12,38,222,16,11,11,3,1,1,2,nan,nan,Defensive
2014-15,Texas St.,12,12,43,264,20,14,9,3,1,1,1,1,nan,Offense
2014-15,Texas St.,0,12,37,217,19,8,10,4,nan,1,4,1,nan,Defensive
2015-16,Texas St.,12,12,35,211,20,8,7,5,nan,2,4,nan,nan,Offense
2015-16,Texas St.,0,12,46,287,22,15,9,1,2,2,2,nan,nan,Defensive
2016-17,Texas St.,12,12,27,160,12,8,7,3,nan,1,2,nan,nan,Offense
2016-17,Texas St.,0,12,59,344,25,18,16,1,nan,nan,1,nan,nan,Defensive
2017-18,Texas St.,12,12,28,152,9,9,10,3,2,2,1,1,nan,Offense
2017-18,Texas St.,0,12,43,234,16,11,16,2,2,nan,3,1,nan,Defensive
2013-14,UNLV,13,13,42,267,17,19,6,4,1,2,4,1,nan,Offense
2013-14,UNLV,0,13,36,221,21,8,7,1,1,nan,4,2,nan,Defensive
2014-15,UNLV,13,13,36,212,17,9,10,3,nan,6,1,nan,nan,Offense
2014-15,UNLV,0,13,54,328,29,13,12,2,2,nan,3,nan,nan,Defensive
2015-16,UNLV,12,12,36,215,16,11,9,3,nan,2,4,1,nan,Offense
2015-16,UNLV,0,12,42,264,24,11,7,1,nan,2,nan,1,nan,Defensive
2016-17,UNLV,12,12,38,218,19,7,12,nan,1,1,1,1,nan,Offense
2016-17,UNLV,0,12,44,275,26,10,8,3,1,nan,nan,3,nan,Defensive
2017-18,UNLV,12,12,43,237,21,6,16,nan,2,2,2,1,nan,Offense
2017-18,UNLV,0,12,50,296,27,10,13,2,4,nan,5,2,nan,Defensive
2013-14,UConn,12,12,28,163,11,9,8,nan,1,2,2,nan,nan,Offense
2013-14,UConn,0,12,38,232,15,15,8,2,1,1,3,nan,nan,Defensive
2014-15,UConn,12,12,14,82,6,4,4,4,nan,1,3,2,nan,Offense
2014-15,UConn,0,12,39,233,15,14,10,2,nan,2,1,2,nan,Defensive
2015-16,UConn,13,13,26,140,12,4,10,1,nan,1,4,1,nan,Offense
2015-16,UConn,0,13,32,163,11,6,15,4,nan,1,4,3,nan,Defensive
2016-17,UConn,12,12,22,110,9,2,11,3,1,nan,3,1,nan,Offense
2016-17,UConn,0,12,35,209,15,11,9,5,2,3,2,1,nan,Defensive
2017-18,UConn,12,12,31,176,13,9,9,3,1,3,4,nan,nan,Offense
2017-18,UConn,0,12,46,293,19,20,7,nan,1,2,3,1,nan,Defensive
2013-14,UConn,12,12,28,163,11,9,8,nan,1,2,2,nan,nan,Offense
2013-14,UConn,0,12,38,232,15,15,8,2,1,1,3,nan,nan,Defensive
2014-15,UConn,12,12,14,82,6,4,4,4,nan,1,3,2,nan,Offense
2014-15,UConn,0,12,39,233,15,14,10,2,nan,2,1,2,nan,Defensive
2015-16,UConn,13,13,26,140,12,4,10,1,nan,1,4,1,nan,Offense
2015-16,UConn,0,13,32,163,11,6,15,4,nan,1,4,3,nan,Defensive
2016-17,UConn,12,12,22,110,9,2,11,3,1,nan,3,1,nan,Offense
2016-17,UConn,0,12,35,209,15,11,9,5,2,3,2,1,nan,Defensive
2017-18,UConn,12,12,31,176,13,9,9,3,1,3,4,nan,nan,Offense
2017-18,UConn,0,12,46,293,19,20,7,nan,1,2,3,1,nan,Defensive
2013-14,UConn,12,12,28,163,11,9,8,nan,1,2,2,nan,nan,Offense
2013-14,UConn,0,12,38,232,15,15,8,2,1,1,3,nan,nan,Defensive
2014-15,UConn,12,12,14,82,6,4,4,4,nan,1,3,2,nan,Offense
2014-15,UConn,0,12,39,233,15,14,10,2,nan,2,1,2,nan,Defensive
2015-16,UConn,13,13,26,140,12,4,10,1,nan,1,4,1,nan,Offense
2015-16,UConn,0,13,32,163,11,6,15,4,nan,1,4,3,nan,Defensive
2016-17,UConn,12,12,22,110,9,2,11,3,1,nan,3,1,nan,Offense
2016-17,UConn,0,12,35,209,15,11,9,5,2,3,2,1,nan,Defensive
2017-18,UConn,12,12,31,176,13,9,9,3,1,3,4,nan,nan,Offense
2017-18,UConn,0,12,46,293,19,20,7,nan,1,2,3,1,nan,Defensive
2013-14,UConn,12,12,28,163,11,9,8,nan,1,2,2,nan,nan,Offense
2013-14,UConn,0,12,38,232,15,15,8,2,1,1,3,nan,nan,Defensive
2014-15,UConn,12,12,14,82,6,4,4,4,nan,1,3,2,nan,Offense
2014-15,UConn,0,12,39,233,15,14,10,2,nan,2,1,2,nan,Defensive
2015-16,UConn,13,13,26,140,12,4,10,1,nan,1,4,1,nan,Offense
2015-16,UConn,0,13,32,163,11,6,15,4,nan,1,4,3,nan,Defensive
2016-17,UConn,12,12,22,110,9,2,11,3,1,nan,3,1,nan,Offense
2016-17,UConn,0,12,35,209,15,11,9,5,2,3,2,1,nan,Defensive
2017-18,UConn,12,12,31,176,13,9,9,3,1,3,4,nan,nan,Offense
2017-18,UConn,0,12,46,293,19,20,7,nan,1,2,3,1,nan,Defensive
2013-14,UCLA,13,13,55,347,31,15,9,3,1,3,1,1,nan,Offense
2013-14,UCLA,0,13,39,231,18,11,10,1,4,nan,3,nan,nan,Defensive
2014-15,UCLA,13,13,48,270,20,12,16,1,1,nan,1,nan,nan,Offense
2014-15,UCLA,0,13,38,223,17,10,11,1,nan,1,4,1,nan,Defensive
2015-16,UCLA,13,13,51,293,22,13,16,2,nan,3,nan,1,nan,Offense
2015-16,UCLA,0,13,41,227,12,14,15,3,2,1,2,nan,nan,Defensive
2016-17,UCLA,12,12,31,181,11,11,9,3,nan,3,1,1,nan,Offense
2016-17,UCLA,0,12,43,230,17,8,18,2,nan,4,nan,nan,nan,Defensive
2017-18,UCLA,12,12,46,275,17,17,12,2,1,4,nan,nan,nan,Offense
2017-18,UCLA,0,12,58,326,26,12,20,3,nan,1,3,1,nan,Defensive
2013-14,UCLA,13,13,55,347,31,15,9,3,1,3,1,1,nan,Offense
2013-14,UCLA,0,13,39,231,18,11,10,1,4,nan,3,nan,nan,Defensive
2014-15,UCLA,13,13,48,270,20,12,16,1,1,nan,1,nan,nan,Offense
2014-15,UCLA,0,13,38,223,17,10,11,1,nan,1,4,1,nan,Defensive
2015-16,UCLA,13,13,51,293,22,13,16,2,nan,3,nan,1,nan,Offense
2015-16,UCLA,0,13,41,227,12,14,15,3,2,1,2,nan,nan,Defensive
2016-17,UCLA,12,12,31,181,11,11,9,3,nan,3,1,1,nan,Offense
2016-17,UCLA,0,12,43,230,17,8,18,2,nan,4,nan,nan,nan,Defensive
2017-18,UCLA,12,12,46,275,17,17,12,2,1,4,nan,nan,nan,Offense
2017-18,UCLA,0,12,58,326,26,12,20,3,nan,1,3,1,nan,Defensive
2013-14,UCLA,13,13,55,347,31,15,9,3,1,3,1,1,nan,Offense
2013-14,UCLA,0,13,39,231,18,11,10,1,4,nan,3,nan,nan,Defensive
2014-15,UCLA,13,13,48,270,20,12,16,1,1,nan,1,nan,nan,Offense
2014-15,UCLA,0,13,38,223,17,10,11,1,nan,1,4,1,nan,Defensive
2015-16,UCLA,13,13,51,293,22,13,16,2,nan,3,nan,1,nan,Offense
2015-16,UCLA,0,13,41,227,12,14,15,3,2,1,2,nan,nan,Defensive
2016-17,UCLA,12,12,31,181,11,11,9,3,nan,3,1,1,nan,Offense
2016-17,UCLA,0,12,43,230,17,8,18,2,nan,4,nan,nan,nan,Defensive
2017-18,UCLA,12,12,46,275,17,17,12,2,1,4,nan,nan,nan,Offense
2017-18,UCLA,0,12,58,326,26,12,20,3,nan,1,3,1,nan,Defensive
2013-14,UCLA,13,13,55,347,31,15,9,3,1,3,1,1,nan,Offense
2013-14,UCLA,0,13,39,231,18,11,10,1,4,nan,3,nan,nan,Defensive
2014-15,UCLA,13,13,48,270,20,12,16,1,1,nan,1,nan,nan,Offense
2014-15,UCLA,0,13,38,223,17,10,11,1,nan,1,4,1,nan,Defensive
2015-16,UCLA,13,13,51,293,22,13,16,2,nan,3,nan,1,nan,Offense
2015-16,UCLA,0,13,41,227,12,14,15,3,2,1,2,nan,nan,Defensive
2016-17,UCLA,12,12,31,181,11,11,9,3,nan,3,1,1,nan,Offense
2016-17,UCLA,0,12,43,230,17,8,18,2,nan,4,nan,nan,nan,Defensive
2017-18,UCLA,12,12,46,275,17,17,12,2,1,4,nan,nan,nan,Offense
2017-18,UCLA,0,12,58,326,26,12,20,3,nan,1,3,1,nan,Defensive
2013-14,UAB,12,12,31,169,14,5,12,2,1,nan,2,nan,nan,Offense
2013-14,UAB,0,12,54,349,28,19,7,3,nan,2,nan,nan,nan,Defensive
2014-15,UAB,12,12,38,226,24,5,9,2,2,1,8,nan,nan,Offense
2014-15,UAB,0,12,33,205,13,14,6,4,2,1,1,nan,nan,Defensive
2017-18,UAB,12,12,41,255,24,10,7,nan,nan,1,3,nan,nan,Offense
2017-18,UAB,0,12,29,162,11,8,10,2,1,2,nan,3,nan,Defensive
2013-14,UCF,13,13,58,334,25,15,18,2,2,3,2,nan,nan,Offense
2013-14,UCF,0,13,28,190,19,7,2,1,3,3,2,1,nan,Defensive
