Year,Team,GP,G,FGM,FGA,FGBlocksAllowed,FGM1-19,FGA1-19,FGM20-29,FGA20-29,FGM30-39,FGA30-39,FGM40-49,FGA40-49,FGM50-59,FGA50-59,FGM60+,FGA60+,LongFGM,OffenseDefense
2015-16,Tulane,12,12,9,12,1,nan,nan,4,4,5,5,0,3,nan,nan,nan,nan,nan,Offense
2015-16,Tulane,0,12,10,12,1,nan,nan,3,3,4,6,3,3,nan,nan,nan,nan,nan,Defensive
2016-17,Tulane,12,12,10,16,2,nan,nan,5,5,1,3,4,8,nan,nan,nan,nan,nan,Offense
2016-17,Tulane,0,12,12,15,1,nan,nan,6,7,4,6,1,1,1,1,nan,nan,nan,Defensive
2017-18,Tulane,12,12,9,10,nan,1,1,6,6,2,3,nan,nan,nan,nan,nan,nan,nan,Offense
2017-18,Tulane,0,12,7,11,1,nan,nan,3,3,2,3,2,5,nan,nan,nan,nan,nan,Defensive
2013-14,Tulane,13,13,16,23,2,nan,nan,5,5,4,5,5,7,2,6,nan,nan,nan,Offense
2013-14,Tulane,0,13,16,26,2,nan,nan,10,10,5,10,1,5,0,1,nan,nan,nan,Defensive
2014-15,Tulane,12,12,8,16,nan,nan,nan,3,5,3,6,2,4,0,1,nan,nan,nan,Offense
2014-15,Tulane,0,12,17,27,nan,nan,nan,3,4,8,14,5,8,1,1,nan,nan,nan,Defensive
2015-16,Tulane,12,12,9,12,1,nan,nan,4,4,5,5,0,3,nan,nan,nan,nan,nan,Offense
2015-16,Tulane,0,12,10,12,1,nan,nan,3,3,4,6,3,3,nan,nan,nan,nan,nan,Defensive
2016-17,Tulane,12,12,10,16,2,nan,nan,5,5,1,3,4,8,nan,nan,nan,nan,nan,Offense
2016-17,Tulane,0,12,12,15,1,nan,nan,6,7,4,6,1,1,1,1,nan,nan,nan,Defensive
2017-18,Tulane,12,12,9,10,nan,1,1,6,6,2,3,nan,nan,nan,nan,nan,nan,nan,Offense
2017-18,Tulane,0,12,7,11,1,nan,nan,3,3,2,3,2,5,nan,nan,nan,nan,nan,Defensive
2013-14,Troy,12,12,11,15,nan,1,1,3,3,4,6,2,4,1,1,nan,nan,nan,Offense
2013-14,Troy,0,12,10,17,nan,1,1,4,6,3,6,1,3,1,1,nan,nan,nan,Defensive
2014-15,Troy,12,12,10,14,nan,nan,nan,4,6,1,2,5,5,0,1,nan,nan,nan,Offense
2014-15,Troy,0,12,14,15,nan,nan,nan,5,5,7,7,2,3,nan,nan,nan,nan,nan,Defensive
2015-16,Troy,12,12,16,21,1,nan,nan,6,8,8,9,2,3,0,1,nan,nan,nan,Offense
2015-16,Troy,0,12,12,17,nan,1,1,3,4,5,6,3,3,0,3,nan,nan,nan,Defensive
2016-17,Troy,13,13,18,23,nan,nan,nan,7,8,6,7,5,8,nan,nan,nan,nan,nan,Offense
2016-17,Troy,0,13,12,14,nan,nan,nan,3,3,5,6,4,5,nan,nan,nan,nan,nan,Defensive
2017-18,Troy,12,12,11,19,1,nan,nan,5,7,5,10,1,2,nan,nan,nan,nan,nan,Offense
2017-18,Troy,0,12,10,17,1,nan,nan,4,4,3,6,3,7,nan,nan,nan,nan,nan,Defensive
2013-14,Troy,12,12,11,15,nan,1,1,3,3,4,6,2,4,1,1,nan,nan,nan,Offense
2013-14,Troy,0,12,10,17,nan,1,1,4,6,3,6,1,3,1,1,nan,nan,nan,Defensive
2014-15,Troy,12,12,10,14,nan,nan,nan,4,6,1,2,5,5,0,1,nan,nan,nan,Offense
2014-15,Troy,0,12,14,15,nan,nan,nan,5,5,7,7,2,3,nan,nan,nan,nan,nan,Defensive
2015-16,Troy,12,12,16,21,1,nan,nan,6,8,8,9,2,3,0,1,nan,nan,nan,Offense
2015-16,Troy,0,12,12,17,nan,1,1,3,4,5,6,3,3,0,3,nan,nan,nan,Defensive
2016-17,Troy,13,13,18,23,nan,nan,nan,7,8,6,7,5,8,nan,nan,nan,nan,nan,Offense
2016-17,Troy,0,13,12,14,nan,nan,nan,3,3,5,6,4,5,nan,nan,nan,nan,nan,Defensive
2017-18,Troy,12,12,11,19,1,nan,nan,5,7,5,10,1,2,nan,nan,nan,nan,nan,Offense
2017-18,Troy,0,12,10,17,1,nan,nan,4,4,3,6,3,7,nan,nan,nan,nan,nan,Defensive
2013-14,Troy,12,12,11,15,nan,1,1,3,3,4,6,2,4,1,1,nan,nan,nan,Offense
2013-14,Troy,0,12,10,17,nan,1,1,4,6,3,6,1,3,1,1,nan,nan,nan,Defensive
2014-15,Troy,12,12,10,14,nan,nan,nan,4,6,1,2,5,5,0,1,nan,nan,nan,Offense
2014-15,Troy,0,12,14,15,nan,nan,nan,5,5,7,7,2,3,nan,nan,nan,nan,nan,Defensive
2015-16,Troy,12,12,16,21,1,nan,nan,6,8,8,9,2,3,0,1,nan,nan,nan,Offense
2015-16,Troy,0,12,12,17,nan,1,1,3,4,5,6,3,3,0,3,nan,nan,nan,Defensive
2016-17,Troy,13,13,18,23,nan,nan,nan,7,8,6,7,5,8,nan,nan,nan,nan,nan,Offense
2016-17,Troy,0,13,12,14,nan,nan,nan,3,3,5,6,4,5,nan,nan,nan,nan,nan,Defensive
2017-18,Troy,12,12,11,19,1,nan,nan,5,7,5,10,1,2,nan,nan,nan,nan,nan,Offense
2017-18,Troy,0,12,10,17,1,nan,nan,4,4,3,6,3,7,nan,nan,nan,nan,nan,Defensive
2013-14,Troy,12,12,11,15,nan,1,1,3,3,4,6,2,4,1,1,nan,nan,nan,Offense
2013-14,Troy,0,12,10,17,nan,1,1,4,6,3,6,1,3,1,1,nan,nan,nan,Defensive
2014-15,Troy,12,12,10,14,nan,nan,nan,4,6,1,2,5,5,0,1,nan,nan,nan,Offense
2014-15,Troy,0,12,14,15,nan,nan,nan,5,5,7,7,2,3,nan,nan,nan,nan,nan,Defensive
2015-16,Troy,12,12,16,21,1,nan,nan,6,8,8,9,2,3,0,1,nan,nan,nan,Offense
2015-16,Troy,0,12,12,17,nan,1,1,3,4,5,6,3,3,0,3,nan,nan,nan,Defensive
2016-17,Troy,13,13,18,23,nan,nan,nan,7,8,6,7,5,8,nan,nan,nan,nan,nan,Offense
2016-17,Troy,0,13,12,14,nan,nan,nan,3,3,5,6,4,5,nan,nan,nan,nan,nan,Defensive
2017-18,Troy,12,12,11,19,1,nan,nan,5,7,5,10,1,2,nan,nan,nan,nan,nan,Offense
2017-18,Troy,0,12,10,17,1,nan,nan,4,4,3,6,3,7,nan,nan,nan,nan,nan,Defensive
2013-14,Toledo,12,12,19,20,nan,nan,nan,7,7,6,7,6,6,nan,nan,nan,nan,nan,Offense
2013-14,Toledo,0,12,10,15,nan,1,1,4,5,2,4,3,5,nan,nan,nan,nan,nan,Defensive
2014-15,Toledo,13,13,17,22,2,nan,nan,11,13,3,3,3,5,0,1,nan,nan,nan,Offense
2014-15,Toledo,0,13,15,19,1,1,1,3,5,8,9,3,4,nan,nan,nan,nan,nan,Defensive
2015-16,Toledo,12,12,19,27,1,2,2,5,7,9,12,3,5,0,1,nan,nan,nan,Offense
2015-16,Toledo,0,12,17,24,1,nan,nan,7,8,5,7,3,5,2,4,nan,nan,nan,Defensive
2016-17,Toledo,13,13,13,19,1,nan,nan,5,5,4,6,4,8,nan,nan,nan,nan,nan,Offense
2016-17,Toledo,0,13,16,18,1,1,1,6,6,6,7,3,4,nan,nan,nan,nan,nan,Defensive
2017-18,Toledo,13,13,25,31,nan,nan,nan,12,13,8,11,5,6,0,1,nan,nan,nan,Offense
2017-18,Toledo,0,13,10,14,1,1,1,4,4,1,1,4,7,0,1,nan,nan,nan,Defensive
2013-14,Toledo,12,12,19,20,nan,nan,nan,7,7,6,7,6,6,nan,nan,nan,nan,nan,Offense
2013-14,Toledo,0,12,10,15,nan,1,1,4,5,2,4,3,5,nan,nan,nan,nan,nan,Defensive
2014-15,Toledo,13,13,17,22,2,nan,nan,11,13,3,3,3,5,0,1,nan,nan,nan,Offense
2014-15,Toledo,0,13,15,19,1,1,1,3,5,8,9,3,4,nan,nan,nan,nan,nan,Defensive
2015-16,Toledo,12,12,19,27,1,2,2,5,7,9,12,3,5,0,1,nan,nan,nan,Offense
2015-16,Toledo,0,12,17,24,1,nan,nan,7,8,5,7,3,5,2,4,nan,nan,nan,Defensive
2016-17,Toledo,13,13,13,19,1,nan,nan,5,5,4,6,4,8,nan,nan,nan,nan,nan,Offense
2016-17,Toledo,0,13,16,18,1,1,1,6,6,6,7,3,4,nan,nan,nan,nan,nan,Defensive
2017-18,Toledo,13,13,25,31,nan,nan,nan,12,13,8,11,5,6,0,1,nan,nan,nan,Offense
2017-18,Toledo,0,13,10,14,1,1,1,4,4,1,1,4,7,0,1,nan,nan,nan,Defensive
2013-14,Toledo,12,12,19,20,nan,nan,nan,7,7,6,7,6,6,nan,nan,nan,nan,nan,Offense
2013-14,Toledo,0,12,10,15,nan,1,1,4,5,2,4,3,5,nan,nan,nan,nan,nan,Defensive
2014-15,Toledo,13,13,17,22,2,nan,nan,11,13,3,3,3,5,0,1,nan,nan,nan,Offense
2014-15,Toledo,0,13,15,19,1,1,1,3,5,8,9,3,4,nan,nan,nan,nan,nan,Defensive
2015-16,Toledo,12,12,19,27,1,2,2,5,7,9,12,3,5,0,1,nan,nan,nan,Offense
2015-16,Toledo,0,12,17,24,1,nan,nan,7,8,5,7,3,5,2,4,nan,nan,nan,Defensive
2016-17,Toledo,13,13,13,19,1,nan,nan,5,5,4,6,4,8,nan,nan,nan,nan,nan,Offense
2016-17,Toledo,0,13,16,18,1,1,1,6,6,6,7,3,4,nan,nan,nan,nan,nan,Defensive
2017-18,Toledo,13,13,25,31,nan,nan,nan,12,13,8,11,5,6,0,1,nan,nan,nan,Offense
2017-18,Toledo,0,13,10,14,1,1,1,4,4,1,1,4,7,0,1,nan,nan,nan,Defensive
2013-14,Toledo,12,12,19,20,nan,nan,nan,7,7,6,7,6,6,nan,nan,nan,nan,nan,Offense
2013-14,Toledo,0,12,10,15,nan,1,1,4,5,2,4,3,5,nan,nan,nan,nan,nan,Defensive
2014-15,Toledo,13,13,17,22,2,nan,nan,11,13,3,3,3,5,0,1,nan,nan,nan,Offense
2014-15,Toledo,0,13,15,19,1,1,1,3,5,8,9,3,4,nan,nan,nan,nan,nan,Defensive
2015-16,Toledo,12,12,19,27,1,2,2,5,7,9,12,3,5,0,1,nan,nan,nan,Offense
2015-16,Toledo,0,12,17,24,1,nan,nan,7,8,5,7,3,5,2,4,nan,nan,nan,Defensive
2016-17,Toledo,13,13,13,19,1,nan,nan,5,5,4,6,4,8,nan,nan,nan,nan,nan,Offense
2016-17,Toledo,0,13,16,18,1,1,1,6,6,6,7,3,4,nan,nan,nan,nan,nan,Defensive
2017-18,Toledo,13,13,25,31,nan,nan,nan,12,13,8,11,5,6,0,1,nan,nan,nan,Offense
2017-18,Toledo,0,13,10,14,1,1,1,4,4,1,1,4,7,0,1,nan,nan,nan,Defensive
2013-14,Texas Tech,13,13,23,27,nan,nan,nan,13,13,9,11,1,3,nan,nan,nan,nan,nan,Offense
2013-14,Texas Tech,0,13,14,19,1,nan,nan,1,3,9,9,3,4,1,3,nan,nan,nan,Defensive
2014-15,Texas Tech,12,12,10,14,nan,nan,nan,6,7,3,4,1,2,0,1,nan,nan,nan,Offense
2014-15,Texas Tech,0,12,18,23,nan,nan,nan,6,6,4,6,7,10,1,1,nan,nan,nan,Defensive
2015-16,Texas Tech,13,13,16,19,nan,nan,nan,6,7,7,7,2,3,1,2,nan,nan,nan,Offense
2015-16,Texas Tech,0,13,9,18,1,nan,nan,3,5,2,7,4,5,0,1,nan,nan,nan,Defensive
2016-17,Texas Tech,12,12,13,14,nan,nan,nan,3,3,6,6,4,5,nan,nan,nan,nan,nan,Offense
2016-17,Texas Tech,0,12,14,20,2,nan,nan,9,9,2,6,3,5,nan,nan,nan,nan,nan,Defensive
2017-18,Texas Tech,12,12,10,21,nan,nan,nan,4,6,5,10,1,5,nan,nan,nan,nan,nan,Offense
2017-18,Texas Tech,0,12,17,21,nan,1,2,7,8,2,2,7,9,nan,nan,nan,nan,nan,Defensive
2013-14,Texas Tech,13,13,23,27,nan,nan,nan,13,13,9,11,1,3,nan,nan,nan,nan,nan,Offense
2013-14,Texas Tech,0,13,14,19,1,nan,nan,1,3,9,9,3,4,1,3,nan,nan,nan,Defensive
2014-15,Texas Tech,12,12,10,14,nan,nan,nan,6,7,3,4,1,2,0,1,nan,nan,nan,Offense
2014-15,Texas Tech,0,12,18,23,nan,nan,nan,6,6,4,6,7,10,1,1,nan,nan,nan,Defensive
2015-16,Texas Tech,13,13,16,19,nan,nan,nan,6,7,7,7,2,3,1,2,nan,nan,nan,Offense
2015-16,Texas Tech,0,13,9,18,1,nan,nan,3,5,2,7,4,5,0,1,nan,nan,nan,Defensive
2016-17,Texas Tech,12,12,13,14,nan,nan,nan,3,3,6,6,4,5,nan,nan,nan,nan,nan,Offense
2016-17,Texas Tech,0,12,14,20,2,nan,nan,9,9,2,6,3,5,nan,nan,nan,nan,nan,Defensive
2017-18,Texas Tech,12,12,10,21,nan,nan,nan,4,6,5,10,1,5,nan,nan,nan,nan,nan,Offense
2017-18,Texas Tech,0,12,17,21,nan,1,2,7,8,2,2,7,9,nan,nan,nan,nan,nan,Defensive
2013-14,Texas St.,12,12,9,15,2,nan,nan,2,3,3,3,4,6,0,2,0,1,nan,Offense
2013-14,Texas St.,0,12,13,18,1,1,1,6,6,4,6,2,5,nan,nan,nan,nan,nan,Defensive
2014-15,Texas St.,12,12,12,19,nan,nan,nan,4,4,6,9,2,5,0,1,nan,nan,nan,Offense
2014-15,Texas St.,0,12,13,19,nan,3,3,5,5,2,4,2,6,1,1,nan,nan,nan,Defensive
2015-16,Texas St.,12,12,11,19,1,nan,nan,4,5,3,7,3,5,1,1,0,1,nan,Offense
2015-16,Texas St.,0,12,12,18,nan,nan,nan,6,6,2,4,4,7,0,1,nan,nan,nan,Defensive
2016-17,Texas St.,12,12,7,10,3,nan,nan,4,4,3,6,nan,nan,nan,nan,nan,nan,nan,Offense
2016-17,Texas St.,0,12,19,21,1,nan,nan,8,9,6,6,5,6,nan,nan,nan,nan,nan,Defensive
2017-18,Texas St.,12,12,10,14,nan,nan,nan,4,4,6,9,0,1,nan,nan,nan,nan,nan,Offense
2017-18,Texas St.,0,12,22,24,1,nan,nan,10,10,7,9,5,5,nan,nan,nan,nan,nan,Defensive
2013-14,Texas St.,12,12,9,15,2,nan,nan,2,3,3,3,4,6,0,2,0,1,nan,Offense
2013-14,Texas St.,0,12,13,18,1,1,1,6,6,4,6,2,5,nan,nan,nan,nan,nan,Defensive
2014-15,Texas St.,12,12,12,19,nan,nan,nan,4,4,6,9,2,5,0,1,nan,nan,nan,Offense
2014-15,Texas St.,0,12,13,19,nan,3,3,5,5,2,4,2,6,1,1,nan,nan,nan,Defensive
2015-16,Texas St.,12,12,11,19,1,nan,nan,4,5,3,7,3,5,1,1,0,1,nan,Offense
2015-16,Texas St.,0,12,12,18,nan,nan,nan,6,6,2,4,4,7,0,1,nan,nan,nan,Defensive
2016-17,Texas St.,12,12,7,10,3,nan,nan,4,4,3,6,nan,nan,nan,nan,nan,nan,nan,Offense
2016-17,Texas St.,0,12,19,21,1,nan,nan,8,9,6,6,5,6,nan,nan,nan,nan,nan,Defensive
2017-18,Texas St.,12,12,10,14,nan,nan,nan,4,4,6,9,0,1,nan,nan,nan,nan,nan,Offense
2017-18,Texas St.,0,12,22,24,1,nan,nan,10,10,7,9,5,5,nan,nan,nan,nan,nan,Defensive
2013-14,UNLV,13,13,10,19,1,1,1,2,4,3,5,3,7,1,2,nan,nan,nan,Offense
2013-14,UNLV,0,13,11,16,nan,nan,nan,4,4,3,4,4,6,0,2,nan,nan,nan,Defensive
2014-15,UNLV,13,13,15,24,2,nan,nan,5,7,4,5,5,9,1,3,nan,nan,nan,Offense
2014-15,UNLV,0,13,20,24,nan,nan,nan,3,5,8,9,9,10,nan,nan,nan,nan,nan,Defensive
2015-16,UNLV,12,12,12,17,3,nan,nan,4,4,5,7,2,4,1,2,nan,nan,nan,Offense
2015-16,UNLV,0,12,11,15,1,nan,nan,3,4,4,5,4,5,0,1,nan,nan,nan,Defensive
2016-17,UNLV,12,12,14,15,nan,1,1,7,7,4,4,2,3,nan,nan,nan,nan,nan,Offense
2016-17,UNLV,0,12,16,20,nan,nan,nan,3,4,6,6,6,9,1,1,nan,nan,nan,Defensive
2017-18,UNLV,12,12,22,28,1,nan,nan,10,10,6,6,5,10,1,2,nan,nan,nan,Offense
2017-18,UNLV,0,12,13,17,nan,nan,nan,6,6,6,7,1,2,0,2,nan,nan,nan,Defensive
2013-14,UConn,12,12,10,16,2,nan,nan,2,2,6,6,2,8,nan,nan,nan,nan,nan,Offense
2013-14,UConn,0,12,14,19,nan,nan,nan,4,5,3,4,5,7,2,3,nan,nan,nan,Defensive
2014-15,UConn,12,12,9,14,2,nan,nan,2,2,3,6,4,6,nan,nan,nan,nan,nan,Offense
2014-15,UConn,0,12,13,19,1,1,1,3,3,6,9,3,6,nan,nan,nan,nan,nan,Defensive
2015-16,UConn,13,13,16,19,1,1,1,6,6,5,6,3,5,1,1,nan,nan,nan,Offense
2015-16,UConn,0,13,16,23,1,1,1,8,10,5,6,2,6,nan,nan,nan,nan,nan,Defensive
2016-17,UConn,12,12,13,18,2,nan,nan,6,7,6,8,1,2,0,1,nan,nan,nan,Offense
2016-17,UConn,0,12,12,19,2,nan,nan,6,7,3,7,2,4,1,1,nan,nan,nan,Defensive
2017-18,UConn,12,12,12,18,2,nan,nan,4,4,5,8,1,4,2,2,nan,nan,nan,Offense
2017-18,UConn,0,12,10,14,1,nan,nan,6,6,2,4,1,3,1,1,nan,nan,nan,Defensive
2013-14,UConn,12,12,10,16,2,nan,nan,2,2,6,6,2,8,nan,nan,nan,nan,nan,Offense
2013-14,UConn,0,12,14,19,nan,nan,nan,4,5,3,4,5,7,2,3,nan,nan,nan,Defensive
2014-15,UConn,12,12,9,14,2,nan,nan,2,2,3,6,4,6,nan,nan,nan,nan,nan,Offense
2014-15,UConn,0,12,13,19,1,1,1,3,3,6,9,3,6,nan,nan,nan,nan,nan,Defensive
2015-16,UConn,13,13,16,19,1,1,1,6,6,5,6,3,5,1,1,nan,nan,nan,Offense
2015-16,UConn,0,13,16,23,1,1,1,8,10,5,6,2,6,nan,nan,nan,nan,nan,Defensive
2016-17,UConn,12,12,13,18,2,nan,nan,6,7,6,8,1,2,0,1,nan,nan,nan,Offense
2016-17,UConn,0,12,12,19,2,nan,nan,6,7,3,7,2,4,1,1,nan,nan,nan,Defensive
2017-18,UConn,12,12,12,18,2,nan,nan,4,4,5,8,1,4,2,2,nan,nan,nan,Offense
2017-18,UConn,0,12,10,14,1,nan,nan,6,6,2,4,1,3,1,1,nan,nan,nan,Defensive
2013-14,UConn,12,12,10,16,2,nan,nan,2,2,6,6,2,8,nan,nan,nan,nan,nan,Offense
2013-14,UConn,0,12,14,19,nan,nan,nan,4,5,3,4,5,7,2,3,nan,nan,nan,Defensive
2014-15,UConn,12,12,9,14,2,nan,nan,2,2,3,6,4,6,nan,nan,nan,nan,nan,Offense
2014-15,UConn,0,12,13,19,1,1,1,3,3,6,9,3,6,nan,nan,nan,nan,nan,Defensive
2015-16,UConn,13,13,16,19,1,1,1,6,6,5,6,3,5,1,1,nan,nan,nan,Offense
2015-16,UConn,0,13,16,23,1,1,1,8,10,5,6,2,6,nan,nan,nan,nan,nan,Defensive
2016-17,UConn,12,12,13,18,2,nan,nan,6,7,6,8,1,2,0,1,nan,nan,nan,Offense
2016-17,UConn,0,12,12,19,2,nan,nan,6,7,3,7,2,4,1,1,nan,nan,nan,Defensive
2017-18,UConn,12,12,12,18,2,nan,nan,4,4,5,8,1,4,2,2,nan,nan,nan,Offense
2017-18,UConn,0,12,10,14,1,nan,nan,6,6,2,4,1,3,1,1,nan,nan,nan,Defensive
2013-14,UConn,12,12,10,16,2,nan,nan,2,2,6,6,2,8,nan,nan,nan,nan,nan,Offense
2013-14,UConn,0,12,14,19,nan,nan,nan,4,5,3,4,5,7,2,3,nan,nan,nan,Defensive
2014-15,UConn,12,12,9,14,2,nan,nan,2,2,3,6,4,6,nan,nan,nan,nan,nan,Offense
2014-15,UConn,0,12,13,19,1,1,1,3,3,6,9,3,6,nan,nan,nan,nan,nan,Defensive
2015-16,UConn,13,13,16,19,1,1,1,6,6,5,6,3,5,1,1,nan,nan,nan,Offense
2015-16,UConn,0,13,16,23,1,1,1,8,10,5,6,2,6,nan,nan,nan,nan,nan,Defensive
2016-17,UConn,12,12,13,18,2,nan,nan,6,7,6,8,1,2,0,1,nan,nan,nan,Offense
2016-17,UConn,0,12,12,19,2,nan,nan,6,7,3,7,2,4,1,1,nan,nan,nan,Defensive
2017-18,UConn,12,12,12,18,2,nan,nan,4,4,5,8,1,4,2,2,nan,nan,nan,Offense
2017-18,UConn,0,12,10,14,1,nan,nan,6,6,2,4,1,3,1,1,nan,nan,nan,Defensive
2013-14,UCLA,13,13,14,21,nan,nan,nan,5,5,4,7,5,8,0,1,nan,nan,nan,Offense
2013-14,UCLA,0,13,14,21,2,nan,nan,6,6,4,5,3,9,1,1,nan,nan,nan,Defensive
2014-15,UCLA,13,13,18,22,nan,nan,nan,8,8,6,7,4,6,0,1,nan,nan,nan,Offense
2014-15,UCLA,0,13,17,20,1,nan,nan,5,6,7,8,5,5,0,1,nan,nan,nan,Defensive
2015-16,UCLA,13,13,20,24,nan,nan,nan,7,7,9,9,2,5,1,2,1,1,nan,Offense
2015-16,UCLA,0,13,21,24,nan,1,1,8,9,7,8,5,6,nan,nan,nan,nan,nan,Defensive
2016-17,UCLA,12,12,13,22,2,1,1,5,6,5,8,2,7,nan,nan,nan,nan,nan,Offense
2016-17,UCLA,0,12,24,28,2,1,1,8,8,8,10,7,8,0,1,nan,nan,nan,Defensive
2017-18,UCLA,12,12,16,20,1,nan,nan,6,7,7,8,3,5,nan,nan,nan,nan,nan,Offense
2017-18,UCLA,0,12,23,29,1,1,1,8,9,12,13,1,4,1,2,nan,nan,nan,Defensive
2013-14,UCLA,13,13,14,21,nan,nan,nan,5,5,4,7,5,8,0,1,nan,nan,nan,Offense
2013-14,UCLA,0,13,14,21,2,nan,nan,6,6,4,5,3,9,1,1,nan,nan,nan,Defensive
2014-15,UCLA,13,13,18,22,nan,nan,nan,8,8,6,7,4,6,0,1,nan,nan,nan,Offense
2014-15,UCLA,0,13,17,20,1,nan,nan,5,6,7,8,5,5,0,1,nan,nan,nan,Defensive
2015-16,UCLA,13,13,20,24,nan,nan,nan,7,7,9,9,2,5,1,2,1,1,nan,Offense
2015-16,UCLA,0,13,21,24,nan,1,1,8,9,7,8,5,6,nan,nan,nan,nan,nan,Defensive
2016-17,UCLA,12,12,13,22,2,1,1,5,6,5,8,2,7,nan,nan,nan,nan,nan,Offense
2016-17,UCLA,0,12,24,28,2,1,1,8,8,8,10,7,8,0,1,nan,nan,nan,Defensive
2017-18,UCLA,12,12,16,20,1,nan,nan,6,7,7,8,3,5,nan,nan,nan,nan,nan,Offense
2017-18,UCLA,0,12,23,29,1,1,1,8,9,12,13,1,4,1,2,nan,nan,nan,Defensive
2013-14,UCLA,13,13,14,21,nan,nan,nan,5,5,4,7,5,8,0,1,nan,nan,nan,Offense
2013-14,UCLA,0,13,14,21,2,nan,nan,6,6,4,5,3,9,1,1,nan,nan,nan,Defensive
2014-15,UCLA,13,13,18,22,nan,nan,nan,8,8,6,7,4,6,0,1,nan,nan,nan,Offense
2014-15,UCLA,0,13,17,20,1,nan,nan,5,6,7,8,5,5,0,1,nan,nan,nan,Defensive
2015-16,UCLA,13,13,20,24,nan,nan,nan,7,7,9,9,2,5,1,2,1,1,nan,Offense
2015-16,UCLA,0,13,21,24,nan,1,1,8,9,7,8,5,6,nan,nan,nan,nan,nan,Defensive
2016-17,UCLA,12,12,13,22,2,1,1,5,6,5,8,2,7,nan,nan,nan,nan,nan,Offense
2016-17,UCLA,0,12,24,28,2,1,1,8,8,8,10,7,8,0,1,nan,nan,nan,Defensive
2017-18,UCLA,12,12,16,20,1,nan,nan,6,7,7,8,3,5,nan,nan,nan,nan,nan,Offense
2017-18,UCLA,0,12,23,29,1,1,1,8,9,12,13,1,4,1,2,nan,nan,nan,Defensive
2013-14,UCLA,13,13,14,21,nan,nan,nan,5,5,4,7,5,8,0,1,nan,nan,nan,Offense
2013-14,UCLA,0,13,14,21,2,nan,nan,6,6,4,5,3,9,1,1,nan,nan,nan,Defensive
2014-15,UCLA,13,13,18,22,nan,nan,nan,8,8,6,7,4,6,0,1,nan,nan,nan,Offense
2014-15,UCLA,0,13,17,20,1,nan,nan,5,6,7,8,5,5,0,1,nan,nan,nan,Defensive
2015-16,UCLA,13,13,20,24,nan,nan,nan,7,7,9,9,2,5,1,2,1,1,nan,Offense
2015-16,UCLA,0,13,21,24,nan,1,1,8,9,7,8,5,6,nan,nan,nan,nan,nan,Defensive
2016-17,UCLA,12,12,13,22,2,1,1,5,6,5,8,2,7,nan,nan,nan,nan,nan,Offense
2016-17,UCLA,0,12,24,28,2,1,1,8,8,8,10,7,8,0,1,nan,nan,nan,Defensive
2017-18,UCLA,12,12,16,20,1,nan,nan,6,7,7,8,3,5,nan,nan,nan,nan,nan,Offense
2017-18,UCLA,0,12,23,29,1,1,1,8,9,12,13,1,4,1,2,nan,nan,nan,Defensive
2013-14,UAB,12,12,16,24,1,nan,nan,5,5,6,8,2,6,3,5,nan,nan,nan,Offense
2013-14,UAB,0,12,10,16,2,2,2,2,2,3,7,2,3,1,2,nan,nan,nan,Defensive
2014-15,UAB,12,12,13,17,1,nan,nan,2,2,5,6,6,8,0,1,nan,nan,nan,Offense
2014-15,UAB,0,12,8,15,1,nan,nan,2,6,2,2,4,6,0,1,nan,nan,nan,Defensive
2017-18,UAB,12,12,11,14,nan,nan,nan,4,4,2,2,5,7,0,1,nan,nan,nan,Offense
2017-18,UAB,0,12,21,25,1,nan,nan,7,8,5,7,7,8,2,2,nan,nan,nan,Defensive
2013-14,UCF,13,13,21,24,1,nan,nan,7,8,10,10,3,4,1,2,nan,nan,nan,Offense
2013-14,UCF,0,13,8,12,nan,nan,nan,nan,nan,3,4,5,6,0,2,nan,nan,nan,Defensive
2014-15,UCF,13,13,21,29,2,2,2,3,5,11,13,5,8,0,1,nan,nan,nan,Offense
2014-15,UCF,0,13,16,20,1,1,1,4,4,5,5,5,9,1,1,nan,nan,nan,Defensive
2015-16,UCF,12,12,13,17,1,2,2,4,4,2,4,5,7,nan,nan,nan,nan,nan,Offense
2015-16,UCF,0,12,17,19,1,nan,nan,6,6,4,4,4,5,3,4,nan,nan,nan,Defensive
2016-17,UCF,12,12,15,20,1,1,1,2,2,4,5,7,10,1,2,nan,nan,nan,Offense
2016-17,UCF,0,12,13,22,1,nan,nan,2,3,10,13,1,5,0,1,nan,nan,nan,Defensive
2017-18,UCF,12,12,11,14,1,1,1,3,3,4,5,3,4,0,1,nan,nan,nan,Offense
2017-18,UCF,0,12,9,15,nan,nan,nan,4,4,3,5,2,5,0,1,nan,nan,nan,Defensive
2013-14,UCF,13,13,21,24,1,nan,nan,7,8,10,10,3,4,1,2,nan,nan,nan,Offense
2013-14,UCF,0,13,8,12,nan,nan,nan,nan,nan,3,4,5,6,0,2,nan,nan,nan,Defensive
2014-15,UCF,13,13,21,29,2,2,2,3,5,11,13,5,8,0,1,nan,nan,nan,Offense
2014-15,UCF,0,13,16,20,1,1,1,4,4,5,5,5,9,1,1,nan,nan,nan,Defensive
2015-16,UCF,12,12,13,17,1,2,2,4,4,2,4,5,7,nan,nan,nan,nan,nan,Offense
2015-16,UCF,0,12,17,19,1,nan,nan,6,6,4,4,4,5,3,4,nan,nan,nan,Defensive
