Year,Team,GP,SackUA,G,SackA,SackYds,Sacks,OffenseDefense
2016-17,Texas,0,nan,12,nan,172,nan,Defensive
2017-18,Texas,12,nan,12,nan,221,nan,Offense
2017-18,Texas,0,nan,12,nan,208,nan,Defensive
2013-14,Texas,13,nan,13,nan,239,nan,Offense
2013-14,Texas,0,nan,13,nan,94,nan,Defensive
2014-15,Texas,13,nan,13,nan,250,nan,Offense
2014-15,Texas,0,nan,13,nan,226,nan,Defensive
2015-16,Texas,12,nan,12,nan,247,nan,Offense
2015-16,Texas,0,nan,12,nan,212,nan,Defensive
2016-17,Texas,12,nan,12,nan,301,nan,Offense
2016-17,Texas,0,nan,12,nan,172,nan,Defensive
2017-18,Texas,12,nan,12,nan,221,nan,Offense
2017-18,Texas,0,nan,12,nan,208,nan,Defensive
2013-14,Texas,13,nan,13,nan,239,nan,Offense
2013-14,Texas,0,nan,13,nan,94,nan,Defensive
2014-15,Texas,13,nan,13,nan,250,nan,Offense
2014-15,Texas,0,nan,13,nan,226,nan,Defensive
2015-16,Texas,12,nan,12,nan,247,nan,Offense
2015-16,Texas,0,nan,12,nan,212,nan,Defensive
2016-17,Texas,12,nan,12,nan,301,nan,Offense
2016-17,Texas,0,nan,12,nan,172,nan,Defensive
2017-18,Texas,12,nan,12,nan,221,nan,Offense
2017-18,Texas,0,nan,12,nan,208,nan,Defensive
2013-14,Texas A&M,13,nan,13,nan,85,nan,Offense
2013-14,Texas A&M,0,nan,13,nan,152,nan,Defensive
2014-15,Texas A&M,13,nan,13,nan,180,nan,Offense
2014-15,Texas A&M,0,nan,13,nan,188,nan,Defensive
2015-16,Texas A&M,13,nan,13,nan,200,nan,Offense
2015-16,Texas A&M,0,nan,13,nan,250,nan,Defensive
2016-17,Texas A&M,13,nan,13,nan,240,nan,Offense
2016-17,Texas A&M,0,nan,13,nan,154,nan,Defensive
2017-18,Texas A&M,12,nan,12,nan,239,nan,Offense
2017-18,Texas A&M,0,nan,12,nan,165,nan,Defensive
2013-14,Texas A&M,13,nan,13,nan,85,nan,Offense
2013-14,Texas A&M,0,nan,13,nan,152,nan,Defensive
2014-15,Texas A&M,13,nan,13,nan,180,nan,Offense
2014-15,Texas A&M,0,nan,13,nan,188,nan,Defensive
2015-16,Texas A&M,13,nan,13,nan,200,nan,Offense
2015-16,Texas A&M,0,nan,13,nan,250,nan,Defensive
2016-17,Texas A&M,13,nan,13,nan,240,nan,Offense
2016-17,Texas A&M,0,nan,13,nan,154,nan,Defensive
2017-18,Texas A&M,12,nan,12,nan,239,nan,Offense
2017-18,Texas A&M,0,nan,12,nan,165,nan,Defensive
2013-14,Texas A&M,13,nan,13,nan,85,nan,Offense
2013-14,Texas A&M,0,nan,13,nan,152,nan,Defensive
2014-15,Texas A&M,13,nan,13,nan,180,nan,Offense
2014-15,Texas A&M,0,nan,13,nan,188,nan,Defensive
2015-16,Texas A&M,13,nan,13,nan,200,nan,Offense
2015-16,Texas A&M,0,nan,13,nan,250,nan,Defensive
2016-17,Texas A&M,13,nan,13,nan,240,nan,Offense
2016-17,Texas A&M,0,nan,13,nan,154,nan,Defensive
2017-18,Texas A&M,12,nan,12,nan,239,nan,Offense
2017-18,Texas A&M,0,nan,12,nan,165,nan,Defensive
2013-14,Texas A&M,13,nan,13,nan,85,nan,Offense
2013-14,Texas A&M,0,nan,13,nan,152,nan,Defensive
2014-15,Texas A&M,13,nan,13,nan,180,nan,Offense
2014-15,Texas A&M,0,nan,13,nan,188,nan,Defensive
2015-16,Texas A&M,13,nan,13,nan,200,nan,Offense
2015-16,Texas A&M,0,nan,13,nan,250,nan,Defensive
2016-17,Texas A&M,13,nan,13,nan,240,nan,Offense
2016-17,Texas A&M,0,nan,13,nan,154,nan,Defensive
2017-18,Texas A&M,12,nan,12,nan,239,nan,Offense
2017-18,Texas A&M,0,nan,12,nan,165,nan,Defensive
2013-14,Tennessee,12,nan,12,nan,95,nan,Offense
2013-14,Tennessee,0,nan,12,nan,110,nan,Defensive
2014-15,Tennessee,13,nan,13,nan,188,nan,Offense
2014-15,Tennessee,0,nan,13,nan,305,nan,Defensive
2015-16,Tennessee,13,nan,13,nan,179,nan,Offense
2015-16,Tennessee,0,nan,13,nan,173,nan,Defensive
2016-17,Tennessee,13,nan,13,nan,209,nan,Offense
2016-17,Tennessee,0,nan,13,nan,225,nan,Defensive
2017-18,Tennessee,12,nan,12,nan,125,nan,Offense
2017-18,Tennessee,0,nan,12,nan,242,nan,Defensive
2013-14,Tennessee,12,nan,12,nan,95,nan,Offense
2013-14,Tennessee,0,nan,12,nan,110,nan,Defensive
2014-15,Tennessee,13,nan,13,nan,188,nan,Offense
2014-15,Tennessee,0,nan,13,nan,305,nan,Defensive
2015-16,Tennessee,13,nan,13,nan,179,nan,Offense
2015-16,Tennessee,0,nan,13,nan,173,nan,Defensive
2016-17,Tennessee,13,nan,13,nan,209,nan,Offense
2016-17,Tennessee,0,nan,13,nan,225,nan,Defensive
2017-18,Tennessee,12,nan,12,nan,125,nan,Offense
2017-18,Tennessee,0,nan,12,nan,242,nan,Defensive
2013-14,Tennessee,12,nan,12,nan,95,nan,Offense
2013-14,Tennessee,0,nan,12,nan,110,nan,Defensive
2014-15,Tennessee,13,nan,13,nan,188,nan,Offense
2014-15,Tennessee,0,nan,13,nan,305,nan,Defensive
2015-16,Tennessee,13,nan,13,nan,179,nan,Offense
2015-16,Tennessee,0,nan,13,nan,173,nan,Defensive
2016-17,Tennessee,13,nan,13,nan,209,nan,Offense
2016-17,Tennessee,0,nan,13,nan,225,nan,Defensive
2017-18,Tennessee,12,nan,12,nan,125,nan,Offense
2017-18,Tennessee,0,nan,12,nan,242,nan,Defensive
2013-14,Tennessee,12,nan,12,nan,95,nan,Offense
2013-14,Tennessee,0,nan,12,nan,110,nan,Defensive
2014-15,Tennessee,13,nan,13,nan,188,nan,Offense
2014-15,Tennessee,0,nan,13,nan,305,nan,Defensive
2015-16,Tennessee,13,nan,13,nan,179,nan,Offense
2015-16,Tennessee,0,nan,13,nan,173,nan,Defensive
2016-17,Tennessee,13,nan,13,nan,209,nan,Offense
2016-17,Tennessee,0,nan,13,nan,225,nan,Defensive
2017-18,Tennessee,12,nan,12,nan,125,nan,Offense
2017-18,Tennessee,0,nan,12,nan,242,nan,Defensive
2013-14,Temple,12,nan,12,nan,100,nan,Offense
2013-14,Temple,0,nan,12,nan,208,nan,Defensive
2014-15,Temple,12,nan,12,nan,170,nan,Offense
2014-15,Temple,0,nan,12,nan,121,nan,Defensive
2015-16,Temple,14,nan,14,nan,189,nan,Offense
2015-16,Temple,0,nan,14,nan,101,nan,Defensive
2016-17,Temple,14,nan,14,nan,277,nan,Offense
2016-17,Temple,0,nan,14,nan,254,nan,Defensive
2017-18,Temple,12,nan,12,nan,205,nan,Offense
2017-18,Temple,0,nan,12,nan,142,nan,Defensive
2013-14,Temple,12,nan,12,nan,100,nan,Offense
2013-14,Temple,0,nan,12,nan,208,nan,Defensive
2014-15,Temple,12,nan,12,nan,170,nan,Offense
2014-15,Temple,0,nan,12,nan,121,nan,Defensive
2015-16,Temple,14,nan,14,nan,189,nan,Offense
2015-16,Temple,0,nan,14,nan,101,nan,Defensive
2016-17,Temple,14,nan,14,nan,277,nan,Offense
2016-17,Temple,0,nan,14,nan,254,nan,Defensive
2017-18,Temple,12,nan,12,nan,205,nan,Offense
2017-18,Temple,0,nan,12,nan,142,nan,Defensive
2013-14,Temple,12,nan,12,nan,100,nan,Offense
2013-14,Temple,0,nan,12,nan,208,nan,Defensive
2014-15,Temple,12,nan,12,nan,170,nan,Offense
2014-15,Temple,0,nan,12,nan,121,nan,Defensive
2015-16,Temple,14,nan,14,nan,189,nan,Offense
2015-16,Temple,0,nan,14,nan,101,nan,Defensive
2016-17,Temple,14,nan,14,nan,277,nan,Offense
2016-17,Temple,0,nan,14,nan,254,nan,Defensive
2017-18,Temple,12,nan,12,nan,205,nan,Offense
2017-18,Temple,0,nan,12,nan,142,nan,Defensive
2013-14,Tulsa,12,nan,12,nan,176,nan,Offense
2013-14,Tulsa,0,nan,12,nan,82,nan,Defensive
2014-15,Tulsa,12,nan,12,nan,153,nan,Offense
2014-15,Tulsa,0,nan,12,nan,152,nan,Defensive
2015-16,Tulsa,13,nan,13,nan,112,nan,Offense
2015-16,Tulsa,0,nan,13,nan,282,nan,Defensive
2016-17,Tulsa,13,nan,13,nan,221,nan,Offense
2016-17,Tulsa,0,nan,13,nan,151,nan,Defensive
2017-18,Tulsa,12,nan,12,nan,80,nan,Offense
2017-18,Tulsa,0,nan,12,nan,153,nan,Defensive
2013-14,Tulane,13,nan,13,nan,264,nan,Offense
2013-14,Tulane,0,nan,13,nan,167,nan,Defensive
2014-15,Tulane,12,nan,12,nan,154,nan,Offense
2014-15,Tulane,0,nan,12,nan,198,nan,Defensive
2015-16,Tulane,12,nan,12,nan,198,nan,Offense
2015-16,Tulane,0,nan,12,nan,175,nan,Defensive
2016-17,Tulane,12,nan,12,nan,179,nan,Offense
2016-17,Tulane,0,nan,12,nan,139,nan,Defensive
2017-18,Tulane,12,nan,12,nan,93,nan,Offense
2017-18,Tulane,0,nan,12,nan,173,nan,Defensive
2013-14,Tulane,13,nan,13,nan,264,nan,Offense
2013-14,Tulane,0,nan,13,nan,167,nan,Defensive
2014-15,Tulane,12,nan,12,nan,154,nan,Offense
2014-15,Tulane,0,nan,12,nan,198,nan,Defensive
2015-16,Tulane,12,nan,12,nan,198,nan,Offense
2015-16,Tulane,0,nan,12,nan,175,nan,Defensive
2016-17,Tulane,12,nan,12,nan,179,nan,Offense
2016-17,Tulane,0,nan,12,nan,139,nan,Defensive
2017-18,Tulane,12,nan,12,nan,93,nan,Offense
2017-18,Tulane,0,nan,12,nan,173,nan,Defensive
2013-14,Tulane,13,nan,13,nan,264,nan,Offense
2013-14,Tulane,0,nan,13,nan,167,nan,Defensive
2014-15,Tulane,12,nan,12,nan,154,nan,Offense
2014-15,Tulane,0,nan,12,nan,198,nan,Defensive
2015-16,Tulane,12,nan,12,nan,198,nan,Offense
2015-16,Tulane,0,nan,12,nan,175,nan,Defensive
2016-17,Tulane,12,nan,12,nan,179,nan,Offense
2016-17,Tulane,0,nan,12,nan,139,nan,Defensive
2017-18,Tulane,12,nan,12,nan,93,nan,Offense
2017-18,Tulane,0,nan,12,nan,173,nan,Defensive
2013-14,Tulane,13,nan,13,nan,264,nan,Offense
2013-14,Tulane,0,nan,13,nan,167,nan,Defensive
2014-15,Tulane,12,nan,12,nan,154,nan,Offense
2014-15,Tulane,0,nan,12,nan,198,nan,Defensive
2015-16,Tulane,12,nan,12,nan,198,nan,Offense
2015-16,Tulane,0,nan,12,nan,175,nan,Defensive
2016-17,Tulane,12,nan,12,nan,179,nan,Offense
2016-17,Tulane,0,nan,12,nan,139,nan,Defensive
2017-18,Tulane,12,nan,12,nan,93,nan,Offense
2017-18,Tulane,0,nan,12,nan,173,nan,Defensive
2013-14,Troy,12,nan,12,nan,143,nan,Offense
2013-14,Troy,0,nan,12,nan,164,nan,Defensive
2014-15,Troy,12,nan,12,nan,108,nan,Offense
2014-15,Troy,0,nan,12,nan,171,nan,Defensive
2015-16,Troy,12,nan,12,nan,153,nan,Offense
2015-16,Troy,0,nan,12,nan,96,nan,Defensive
2016-17,Troy,13,nan,13,nan,191,nan,Offense
2016-17,Troy,0,nan,13,nan,61,nan,Defensive
2017-18,Troy,12,nan,12,nan,208,nan,Offense
2017-18,Troy,0,nan,12,nan,77,nan,Defensive
2013-14,Troy,12,nan,12,nan,143,nan,Offense
2013-14,Troy,0,nan,12,nan,164,nan,Defensive
2014-15,Troy,12,nan,12,nan,108,nan,Offense
2014-15,Troy,0,nan,12,nan,171,nan,Defensive
2015-16,Troy,12,nan,12,nan,153,nan,Offense
2015-16,Troy,0,nan,12,nan,96,nan,Defensive
2016-17,Troy,13,nan,13,nan,191,nan,Offense
2016-17,Troy,0,nan,13,nan,61,nan,Defensive
2017-18,Troy,12,nan,12,nan,208,nan,Offense
2017-18,Troy,0,nan,12,nan,77,nan,Defensive
2013-14,Troy,12,nan,12,nan,143,nan,Offense
2013-14,Troy,0,nan,12,nan,164,nan,Defensive
2014-15,Troy,12,nan,12,nan,108,nan,Offense
2014-15,Troy,0,nan,12,nan,171,nan,Defensive
2015-16,Troy,12,nan,12,nan,153,nan,Offense
2015-16,Troy,0,nan,12,nan,96,nan,Defensive
2016-17,Troy,13,nan,13,nan,191,nan,Offense
2016-17,Troy,0,nan,13,nan,61,nan,Defensive
2017-18,Troy,12,nan,12,nan,208,nan,Offense
2017-18,Troy,0,nan,12,nan,77,nan,Defensive
2013-14,Troy,12,nan,12,nan,143,nan,Offense
2013-14,Troy,0,nan,12,nan,164,nan,Defensive
2014-15,Troy,12,nan,12,nan,108,nan,Offense
2014-15,Troy,0,nan,12,nan,171,nan,Defensive
2015-16,Troy,12,nan,12,nan,153,nan,Offense
2015-16,Troy,0,nan,12,nan,96,nan,Defensive
2016-17,Troy,13,nan,13,nan,191,nan,Offense
2016-17,Troy,0,nan,13,nan,61,nan,Defensive
2017-18,Troy,12,nan,12,nan,208,nan,Offense
2017-18,Troy,0,nan,12,nan,77,nan,Defensive
2013-14,Toledo,12,nan,12,nan,232,nan,Offense
2013-14,Toledo,0,nan,12,nan,26,nan,Defensive
2014-15,Toledo,13,nan,13,nan,175,nan,Offense
2014-15,Toledo,0,nan,13,nan,136,nan,Defensive
2015-16,Toledo,12,nan,12,nan,165,nan,Offense
2015-16,Toledo,0,nan,12,nan,25,nan,Defensive
2016-17,Toledo,13,nan,13,nan,138,nan,Offense
2016-17,Toledo,0,nan,13,nan,89,nan,Defensive
2017-18,Toledo,13,nan,13,nan,135,nan,Offense
2017-18,Toledo,0,nan,13,nan,104,nan,Defensive
2013-14,Toledo,12,nan,12,nan,232,nan,Offense
2013-14,Toledo,0,nan,12,nan,26,nan,Defensive
2014-15,Toledo,13,nan,13,nan,175,nan,Offense
2014-15,Toledo,0,nan,13,nan,136,nan,Defensive
2015-16,Toledo,12,nan,12,nan,165,nan,Offense
2015-16,Toledo,0,nan,12,nan,25,nan,Defensive
2016-17,Toledo,13,nan,13,nan,138,nan,Offense
2016-17,Toledo,0,nan,13,nan,89,nan,Defensive
2017-18,Toledo,13,nan,13,nan,135,nan,Offense
2017-18,Toledo,0,nan,13,nan,104,nan,Defensive
2013-14,Toledo,12,nan,12,nan,232,nan,Offense
2013-14,Toledo,0,nan,12,nan,26,nan,Defensive
2014-15,Toledo,13,nan,13,nan,175,nan,Offense
2014-15,Toledo,0,nan,13,nan,136,nan,Defensive
2015-16,Toledo,12,nan,12,nan,165,nan,Offense
2015-16,Toledo,0,nan,12,nan,25,nan,Defensive
2016-17,Toledo,13,nan,13,nan,138,nan,Offense
2016-17,Toledo,0,nan,13,nan,89,nan,Defensive
2017-18,Toledo,13,nan,13,nan,135,nan,Offense
2017-18,Toledo,0,nan,13,nan,104,nan,Defensive
2013-14,Toledo,12,nan,12,nan,232,nan,Offense
2013-14,Toledo,0,nan,12,nan,26,nan,Defensive
2014-15,Toledo,13,nan,13,nan,175,nan,Offense
2014-15,Toledo,0,nan,13,nan,136,nan,Defensive
2015-16,Toledo,12,nan,12,nan,165,nan,Offense
2015-16,Toledo,0,nan,12,nan,25,nan,Defensive
2016-17,Toledo,13,nan,13,nan,138,nan,Offense
2016-17,Toledo,0,nan,13,nan,89,nan,Defensive
2017-18,Toledo,13,nan,13,nan,135,nan,Offense
2017-18,Toledo,0,nan,13,nan,104,nan,Defensive
2013-14,Texas Tech,13,nan,13,nan,150,nan,Offense
2013-14,Texas Tech,0,nan,13,nan,222,nan,Defensive
2014-15,Texas Tech,12,nan,12,nan,149,nan,Offense
2014-15,Texas Tech,0,nan,12,nan,89,nan,Defensive
2015-16,Texas Tech,13,nan,13,nan,94,nan,Offense
2015-16,Texas Tech,0,nan,13,nan,166,nan,Defensive
2016-17,Texas Tech,12,nan,12,nan,94,nan,Offense
2016-17,Texas Tech,0,nan,12,nan,273,nan,Defensive
2017-18,Texas Tech,12,nan,12,nan,136,nan,Offense
2017-18,Texas Tech,0,nan,12,nan,211,nan,Defensive
2013-14,Texas Tech,13,nan,13,nan,150,nan,Offense
2013-14,Texas Tech,0,nan,13,nan,222,nan,Defensive
2014-15,Texas Tech,12,nan,12,nan,149,nan,Offense
2014-15,Texas Tech,0,nan,12,nan,89,nan,Defensive
2015-16,Texas Tech,13,nan,13,nan,94,nan,Offense
2015-16,Texas Tech,0,nan,13,nan,166,nan,Defensive
2016-17,Texas Tech,12,nan,12,nan,94,nan,Offense
2016-17,Texas Tech,0,nan,12,nan,273,nan,Defensive
2017-18,Texas Tech,12,nan,12,nan,136,nan,Offense
2017-18,Texas Tech,0,nan,12,nan,211,nan,Defensive
2013-14,Texas St.,12,nan,12,nan,128,nan,Offense
2013-14,Texas St.,0,nan,12,nan,135,nan,Defensive
2014-15,Texas St.,12,nan,12,nan,143,nan,Offense
2014-15,Texas St.,0,nan,12,nan,151,nan,Defensive
2015-16,Texas St.,12,nan,12,nan,103,nan,Offense
2015-16,Texas St.,0,nan,12,nan,126,nan,Defensive
2016-17,Texas St.,12,nan,12,nan,48,nan,Offense
2016-17,Texas St.,0,nan,12,nan,310,nan,Defensive
2017-18,Texas St.,12,nan,12,nan,142,nan,Offense
2017-18,Texas St.,0,nan,12,nan,262,nan,Defensive
2013-14,Texas St.,12,nan,12,nan,128,nan,Offense
2013-14,Texas St.,0,nan,12,nan,135,nan,Defensive
2014-15,Texas St.,12,nan,12,nan,143,nan,Offense
2014-15,Texas St.,0,nan,12,nan,151,nan,Defensive
2015-16,Texas St.,12,nan,12,nan,103,nan,Offense
2015-16,Texas St.,0,nan,12,nan,126,nan,Defensive
2016-17,Texas St.,12,nan,12,nan,48,nan,Offense
2016-17,Texas St.,0,nan,12,nan,310,nan,Defensive
2017-18,Texas St.,12,nan,12,nan,142,nan,Offense
2017-18,Texas St.,0,nan,12,nan,262,nan,Defensive
2013-14,UNLV,13,nan,13,nan,135,nan,Offense
2013-14,UNLV,0,nan,13,nan,194,nan,Defensive
2014-15,UNLV,13,nan,13,nan,134,nan,Offense
2014-15,UNLV,0,nan,13,nan,247,nan,Defensive
2015-16,UNLV,12,nan,12,nan,56,nan,Offense
2015-16,UNLV,0,nan,12,nan,157,nan,Defensive
2016-17,UNLV,12,nan,12,nan,124,nan,Offense
2016-17,UNLV,0,nan,12,nan,74,nan,Defensive
2017-18,UNLV,12,nan,12,nan,64,nan,Offense
2017-18,UNLV,0,nan,12,nan,145,nan,Defensive
2013-14,UConn,12,nan,12,nan,113,nan,Offense
2013-14,UConn,0,nan,12,nan,284,nan,Defensive
2014-15,UConn,12,nan,12,nan,83,nan,Offense
2014-15,UConn,0,nan,12,nan,181,nan,Defensive
2015-16,UConn,13,nan,13,nan,100,nan,Offense
2015-16,UConn,0,nan,13,nan,180,nan,Defensive
2016-17,UConn,12,nan,12,nan,102,nan,Offense
2016-17,UConn,0,nan,12,nan,207,nan,Defensive
2017-18,UConn,12,nan,12,nan,157,nan,Offense
2017-18,UConn,0,nan,12,nan,203,nan,Defensive
2013-14,UConn,12,nan,12,nan,113,nan,Offense
2013-14,UConn,0,nan,12,nan,284,nan,Defensive
2014-15,UConn,12,nan,12,nan,83,nan,Offense
2014-15,UConn,0,nan,12,nan,181,nan,Defensive
2015-16,UConn,13,nan,13,nan,100,nan,Offense
2015-16,UConn,0,nan,13,nan,180,nan,Defensive
2016-17,UConn,12,nan,12,nan,102,nan,Offense
2016-17,UConn,0,nan,12,nan,207,nan,Defensive
2017-18,UConn,12,nan,12,nan,157,nan,Offense
2017-18,UConn,0,nan,12,nan,203,nan,Defensive
2013-14,UConn,12,nan,12,nan,113,nan,Offense
2013-14,UConn,0,nan,12,nan,284,nan,Defensive
2014-15,UConn,12,nan,12,nan,83,nan,Offense
2014-15,UConn,0,nan,12,nan,181,nan,Defensive
2015-16,UConn,13,nan,13,nan,100,nan,Offense
2015-16,UConn,0,nan,13,nan,180,nan,Defensive
2016-17,UConn,12,nan,12,nan,102,nan,Offense
2016-17,UConn,0,nan,12,nan,207,nan,Defensive
2017-18,UConn,12,nan,12,nan,157,nan,Offense
2017-18,UConn,0,nan,12,nan,203,nan,Defensive
2013-14,UConn,12,nan,12,nan,113,nan,Offense
2013-14,UConn,0,nan,12,nan,284,nan,Defensive
2014-15,UConn,12,nan,12,nan,83,nan,Offense
2014-15,UConn,0,nan,12,nan,181,nan,Defensive
2015-16,UConn,13,nan,13,nan,100,nan,Offense
2015-16,UConn,0,nan,13,nan,180,nan,Defensive
2016-17,UConn,12,nan,12,nan,102,nan,Offense
2016-17,UConn,0,nan,12,nan,207,nan,Defensive
2017-18,UConn,12,nan,12,nan,157,nan,Offense
2017-18,UConn,0,nan,12,nan,203,nan,Defensive
2013-14,UCLA,13,nan,13,nan,214,nan,Offense
2013-14,UCLA,0,nan,13,nan,203,nan,Defensive
2014-15,UCLA,13,nan,13,nan,200,nan,Offense
2014-15,UCLA,0,nan,13,nan,228,nan,Defensive
2015-16,UCLA,13,nan,13,nan,176,nan,Offense
2015-16,UCLA,0,nan,13,nan,119,nan,Defensive
2016-17,UCLA,12,nan,12,nan,129,nan,Offense
2016-17,UCLA,0,nan,12,nan,174,nan,Defensive
2017-18,UCLA,12,nan,12,nan,106,nan,Offense
2017-18,UCLA,0,nan,12,nan,221,nan,Defensive
2013-14,UCLA,13,nan,13,nan,214,nan,Offense
2013-14,UCLA,0,nan,13,nan,203,nan,Defensive
2014-15,UCLA,13,nan,13,nan,200,nan,Offense
2014-15,UCLA,0,nan,13,nan,228,nan,Defensive
2015-16,UCLA,13,nan,13,nan,176,nan,Offense
2015-16,UCLA,0,nan,13,nan,119,nan,Defensive
2016-17,UCLA,12,nan,12,nan,129,nan,Offense
2016-17,UCLA,0,nan,12,nan,174,nan,Defensive
2017-18,UCLA,12,nan,12,nan,106,nan,Offense
2017-18,UCLA,0,nan,12,nan,221,nan,Defensive
2013-14,UCLA,13,nan,13,nan,214,nan,Offense
2013-14,UCLA,0,nan,13,nan,203,nan,Defensive
2014-15,UCLA,13,nan,13,nan,200,nan,Offense
2014-15,UCLA,0,nan,13,nan,228,nan,Defensive
2015-16,UCLA,13,nan,13,nan,176,nan,Offense
2015-16,UCLA,0,nan,13,nan,119,nan,Defensive
2016-17,UCLA,12,nan,12,nan,129,nan,Offense
2016-17,UCLA,0,nan,12,nan,174,nan,Defensive
2017-18,UCLA,12,nan,12,nan,106,nan,Offense
2017-18,UCLA,0,nan,12,nan,221,nan,Defensive
2013-14,UCLA,13,nan,13,nan,214,nan,Offense
2013-14,UCLA,0,nan,13,nan,203,nan,Defensive
2014-15,UCLA,13,nan,13,nan,200,nan,Offense
2014-15,UCLA,0,nan,13,nan,228,nan,Defensive
2015-16,UCLA,13,nan,13,nan,176,nan,Offense
2015-16,UCLA,0,nan,13,nan,119,nan,Defensive
2016-17,UCLA,12,nan,12,nan,129,nan,Offense
2016-17,UCLA,0,nan,12,nan,174,nan,Defensive
2017-18,UCLA,12,nan,12,nan,106,nan,Offense
2017-18,UCLA,0,nan,12,nan,221,nan,Defensive
2013-14,UAB,12,nan,12,nan,96,nan,Offense
2013-14,UAB,0,nan,12,nan,158,nan,Defensive
2014-15,UAB,12,nan,12,nan,247,nan,Offense
2014-15,UAB,0,nan,12,nan,162,nan,Defensive
2017-18,UAB,12,nan,12,nan,108,nan,Offense
2017-18,UAB,0,nan,12,nan,185,nan,Defensive
2013-14,UCF,13,nan,13,nan,163,nan,Offense
2013-14,UCF,0,nan,13,nan,149,nan,Defensive
2014-15,UCF,13,nan,13,nan,248,nan,Offense
2014-15,UCF,0,nan,13,nan,184,nan,Defensive
2015-16,UCF,12,nan,12,nan,90,nan,Offense
2015-16,UCF,0,nan,12,nan,164,nan,Defensive
2016-17,UCF,12,nan,12,nan,226,nan,Offense
2016-17,UCF,0,nan,12,nan,229,nan,Defensive
2017-18,UCF,12,nan,12,nan,133,nan,Offense
2017-18,UCF,0,nan,12,nan,58,nan,Defensive
2013-14,UCF,13,nan,13,nan,163,nan,Offense
2013-14,UCF,0,nan,13,nan,149,nan,Defensive
2014-15,UCF,13,nan,13,nan,248,nan,Offense
2014-15,UCF,0,nan,13,nan,184,nan,Defensive
2015-16,UCF,12,nan,12,nan,90,nan,Offense
2015-16,UCF,0,nan,12,nan,164,nan,Defensive
2016-17,UCF,12,nan,12,nan,226,nan,Offense
2016-17,UCF,0,nan,12,nan,229,nan,Defensive
2017-18,UCF,12,nan,12,nan,133,nan,Offense
2017-18,UCF,0,nan,12,nan,58,nan,Defensive
2013-14,UCF,13,nan,13,nan,163,nan,Offense
2013-14,UCF,0,nan,13,nan,149,nan,Defensive
2014-15,UCF,13,nan,13,nan,248,nan,Offense
2014-15,UCF,0,nan,13,nan,184,nan,Defensive
2015-16,UCF,12,nan,12,nan,90,nan,Offense
2015-16,UCF,0,nan,12,nan,164,nan,Defensive
2016-17,UCF,12,nan,12,nan,226,nan,Offense
2016-17,UCF,0,nan,12,nan,229,nan,Defensive
2017-18,UCF,12,nan,12,nan,133,nan,Offense
2017-18,UCF,0,nan,12,nan,58,nan,Defensive
2013-14,UCF,13,nan,13,nan,163,nan,Offense
2013-14,UCF,0,nan,13,nan,149,nan,Defensive
2014-15,UCF,13,nan,13,nan,248,nan,Offense
2014-15,UCF,0,nan,13,nan,184,nan,Defensive
2015-16,UCF,12,nan,12,nan,90,nan,Offense
2015-16,UCF,0,nan,12,nan,164,nan,Defensive
2016-17,UCF,12,nan,12,nan,226,nan,Offense
2016-17,UCF,0,nan,12,nan,229,nan,Defensive
2017-18,UCF,12,nan,12,nan,133,nan,Offense
2017-18,UCF,0,nan,12,nan,58,nan,Defensive
2013-14,Tulsa,12,nan,12,nan,176,nan,Offense
2013-14,Tulsa,0,nan,12,nan,82,nan,Defensive
2014-15,Tulsa,12,nan,12,nan,153,nan,Offense
2014-15,Tulsa,0,nan,12,nan,152,nan,Defensive
2015-16,Tulsa,13,nan,13,nan,112,nan,Offense
2015-16,Tulsa,0,nan,13,nan,282,nan,Defensive
2016-17,Tulsa,13,nan,13,nan,221,nan,Offense
2016-17,Tulsa,0,nan,13,nan,151,nan,Defensive
2017-18,Tulsa,12,nan,12,nan,80,nan,Offense
2017-18,Tulsa,0,nan,12,nan,153,nan,Defensive
2013-14,Tulsa,12,nan,12,nan,176,nan,Offense
2013-14,Tulsa,0,nan,12,nan,82,nan,Defensive
2014-15,Tulsa,12,nan,12,nan,153,nan,Offense
2014-15,Tulsa,0,nan,12,nan,152,nan,Defensive
2015-16,Tulsa,13,nan,13,nan,112,nan,Offense
2015-16,Tulsa,0,nan,13,nan,282,nan,Defensive
2016-17,Tulsa,13,nan,13,nan,221,nan,Offense
2016-17,Tulsa,0,nan,13,nan,151,nan,Defensive
2017-18,Tulsa,12,nan,12,nan,80,nan,Offense
2017-18,Tulsa,0,nan,12,nan,153,nan,Defensive
2013-14,Tulsa,12,nan,12,nan,176,nan,Offense
2013-14,Tulsa,0,nan,12,nan,82,nan,Defensive
2014-15,Tulsa,12,nan,12,nan,153,nan,Offense
2014-15,Tulsa,0,nan,12,nan,152,nan,Defensive
2015-16,Tulsa,13,nan,13,nan,112,nan,Offense
2015-16,Tulsa,0,nan,13,nan,282,nan,Defensive
2016-17,Tulsa,13,nan,13,nan,221,nan,Offense
2016-17,Tulsa,0,nan,13,nan,151,nan,Defensive
2017-18,Tulsa,12,nan,12,nan,80,nan,Offense
2017-18,Tulsa,0,nan,12,nan,153,nan,Defensive
2013-14,Utah,12,nan,12,nan,242,nan,Offense
2013-14,Utah,0,nan,12,nan,138,nan,Defensive
2014-15,Utah,13,nan,13,nan,325,nan,Offense
