Year,Team,GP,G,OffenseDefense
2015-16,Miami (OH),12,12,Offense
2015-16,Miami (OH),0,12,Defensive
2016-17,Miami (OH),13,13,Offense
2016-17,Miami (OH),0,13,Defensive
2017-18,Miami (OH),12,12,Offense
2017-18,Miami (OH),0,12,Defensive
2013-14,Miami (OH),12,12,Offense
2013-14,Miami (OH),0,12,Defensive
2014-15,Miami (OH),12,12,Offense
2014-15,Miami (OH),0,12,Defensive
2015-16,Miami (OH),12,12,Offense
2015-16,Miami (OH),0,12,Defensive
2016-17,Miami (OH),13,13,Offense
2016-17,Miami (OH),0,13,Defensive
2017-18,Miami (OH),12,12,Offense
2017-18,Miami (OH),0,12,Defensive
2013-14,Michigan St.,14,14,Offense
2013-14,Michigan St.,0,14,Defensive
2014-15,Michigan St.,13,13,Offense
2014-15,Michigan St.,0,13,Defensive
2015-16,Michigan St.,14,14,Offense
2015-16,Michigan St.,0,14,Defensive
2016-17,Michigan St.,12,12,Offense
2016-17,Michigan St.,0,12,Defensive
2017-18,Michigan St.,12,12,Offense
2017-18,Michigan St.,0,12,Defensive
2013-14,Michigan St.,14,14,Offense
2013-14,Michigan St.,0,14,Defensive
2014-15,Michigan St.,13,13,Offense
2014-15,Michigan St.,0,13,Defensive
2015-16,Michigan St.,14,14,Offense
2015-16,Michigan St.,0,14,Defensive
2016-17,Michigan St.,12,12,Offense
2016-17,Michigan St.,0,12,Defensive
2017-18,Michigan St.,12,12,Offense
2017-18,Michigan St.,0,12,Defensive
2013-14,Michigan St.,14,14,Offense
2013-14,Michigan St.,0,14,Defensive
2014-15,Michigan St.,13,13,Offense
2014-15,Michigan St.,0,13,Defensive
2015-16,Michigan St.,14,14,Offense
2015-16,Michigan St.,0,14,Defensive
2016-17,Michigan St.,12,12,Offense
2016-17,Michigan St.,0,12,Defensive
2017-18,Michigan St.,12,12,Offense
2017-18,Michigan St.,0,12,Defensive
2013-14,Michigan St.,14,14,Offense
2013-14,Michigan St.,0,14,Defensive
2014-15,Michigan St.,13,13,Offense
2014-15,Michigan St.,0,13,Defensive
2015-16,Michigan St.,14,14,Offense
2015-16,Michigan St.,0,14,Defensive
2016-17,Michigan St.,12,12,Offense
2016-17,Michigan St.,0,12,Defensive
2017-18,Michigan St.,12,12,Offense
2017-18,Michigan St.,0,12,Defensive
2013-14,Michigan,13,13,Offense
2013-14,Michigan,0,13,Defensive
2014-15,Michigan,12,12,Offense
2014-15,Michigan,0,12,Defensive
2015-16,Michigan,13,13,Offense
2015-16,Michigan,0,13,Defensive
2016-17,Michigan,13,13,Offense
2016-17,Michigan,0,13,Defensive
2017-18,Michigan,12,12,Offense
2017-18,Michigan,0,12,Defensive
2013-14,Michigan,13,13,Offense
2013-14,Michigan,0,13,Defensive
2014-15,Michigan,12,12,Offense
2014-15,Michigan,0,12,Defensive
2015-16,Michigan,13,13,Offense
2015-16,Michigan,0,13,Defensive
2016-17,Michigan,13,13,Offense
2016-17,Michigan,0,13,Defensive
2017-18,Michigan,12,12,Offense
2017-18,Michigan,0,12,Defensive
2013-14,Michigan,13,13,Offense
2013-14,Michigan,0,13,Defensive
2014-15,Michigan,12,12,Offense
2014-15,Michigan,0,12,Defensive
2015-16,Michigan,13,13,Offense
2015-16,Michigan,0,13,Defensive
2016-17,Michigan,13,13,Offense
2016-17,Michigan,0,13,Defensive
2017-18,Michigan,12,12,Offense
2017-18,Michigan,0,12,Defensive
2013-14,Michigan,13,13,Offense
2013-14,Michigan,0,13,Defensive
2014-15,Michigan,12,12,Offense
2014-15,Michigan,0,12,Defensive
2015-16,Michigan,13,13,Offense
2015-16,Michigan,0,13,Defensive
2016-17,Michigan,13,13,Offense
2016-17,Michigan,0,13,Defensive
2017-18,Michigan,12,12,Offense
2017-18,Michigan,0,12,Defensive
2013-14,Middle Tenn.,13,13,Offense
2013-14,Middle Tenn.,0,13,Defensive
2014-15,Middle Tenn.,12,12,Offense
2014-15,Middle Tenn.,0,12,Defensive
2015-16,Middle Tenn.,13,13,Offense
2015-16,Middle Tenn.,0,13,Defensive
2016-17,Middle Tenn.,13,13,Offense
2016-17,Middle Tenn.,0,13,Defensive
2017-18,Middle Tenn.,12,12,Offense
2017-18,Middle Tenn.,0,12,Defensive
2013-14,Middle Tenn.,13,13,Offense
2013-14,Middle Tenn.,0,13,Defensive
2014-15,Middle Tenn.,12,12,Offense
2014-15,Middle Tenn.,0,12,Defensive
2015-16,Middle Tenn.,13,13,Offense
2015-16,Middle Tenn.,0,13,Defensive
2016-17,Middle Tenn.,13,13,Offense
2016-17,Middle Tenn.,0,13,Defensive
2017-18,Middle Tenn.,12,12,Offense
2017-18,Middle Tenn.,0,12,Defensive
2013-14,Middle Tenn.,13,13,Offense
2013-14,Middle Tenn.,0,13,Defensive
2014-15,Middle Tenn.,12,12,Offense
2014-15,Middle Tenn.,0,12,Defensive
2015-16,Middle Tenn.,13,13,Offense
2015-16,Middle Tenn.,0,13,Defensive
2016-17,Middle Tenn.,13,13,Offense
2016-17,Middle Tenn.,0,13,Defensive
2017-18,Middle Tenn.,12,12,Offense
2017-18,Middle Tenn.,0,12,Defensive
2013-14,Middle Tenn.,13,13,Offense
2013-14,Middle Tenn.,0,13,Defensive
2014-15,Middle Tenn.,12,12,Offense
2014-15,Middle Tenn.,0,12,Defensive
2015-16,Middle Tenn.,13,13,Offense
2015-16,Middle Tenn.,0,13,Defensive
2016-17,Middle Tenn.,13,13,Offense
2016-17,Middle Tenn.,0,13,Defensive
2017-18,Middle Tenn.,12,12,Offense
2017-18,Middle Tenn.,0,12,Defensive
2013-14,Minnesota,13,13,Offense
2013-14,Minnesota,0,13,Defensive
2014-15,Minnesota,13,13,Offense
2014-15,Minnesota,0,13,Defensive
2015-16,Minnesota,13,13,Offense
2015-16,Minnesota,0,13,Defensive
2016-17,Minnesota,13,13,Offense
2016-17,Minnesota,0,13,Defensive
2017-18,Minnesota,12,12,Offense
2017-18,Minnesota,0,12,Defensive
2013-14,Minnesota,13,13,Offense
2013-14,Minnesota,0,13,Defensive
2014-15,Minnesota,13,13,Offense
2014-15,Minnesota,0,13,Defensive
2015-16,Minnesota,13,13,Offense
2015-16,Minnesota,0,13,Defensive
2016-17,Minnesota,13,13,Offense
2016-17,Minnesota,0,13,Defensive
2017-18,Minnesota,12,12,Offense
2017-18,Minnesota,0,12,Defensive
2013-14,Minnesota,13,13,Offense
2013-14,Minnesota,0,13,Defensive
2014-15,Minnesota,13,13,Offense
2014-15,Minnesota,0,13,Defensive
2015-16,Minnesota,13,13,Offense
2015-16,Minnesota,0,13,Defensive
2016-17,Minnesota,13,13,Offense
2016-17,Minnesota,0,13,Defensive
2017-18,Minnesota,12,12,Offense
2017-18,Minnesota,0,12,Defensive
2013-14,Mississippi St.,13,13,Offense
2013-14,Mississippi St.,0,13,Defensive
2014-15,Mississippi St.,13,13,Offense
2014-15,Mississippi St.,0,13,Defensive
2015-16,Mississippi St.,13,13,Offense
2015-16,Mississippi St.,0,13,Defensive
2016-17,Mississippi St.,13,13,Offense
2016-17,Mississippi St.,0,13,Defensive
2017-18,Mississippi St.,12,12,Offense
2017-18,Mississippi St.,0,12,Defensive
2013-14,Mississippi St.,13,13,Offense
2013-14,Mississippi St.,0,13,Defensive
2014-15,Mississippi St.,13,13,Offense
2014-15,Mississippi St.,0,13,Defensive
2015-16,Mississippi St.,13,13,Offense
2015-16,Mississippi St.,0,13,Defensive
2016-17,Mississippi St.,13,13,Offense
2016-17,Mississippi St.,0,13,Defensive
2017-18,Mississippi St.,12,12,Offense
2017-18,Mississippi St.,0,12,Defensive
2013-14,Mississippi St.,13,13,Offense
2013-14,Mississippi St.,0,13,Defensive
2014-15,Mississippi St.,13,13,Offense
2014-15,Mississippi St.,0,13,Defensive
2015-16,Mississippi St.,13,13,Offense
2015-16,Mississippi St.,0,13,Defensive
2016-17,Mississippi St.,13,13,Offense
2016-17,Mississippi St.,0,13,Defensive
2017-18,Mississippi St.,12,12,Offense
2017-18,Mississippi St.,0,12,Defensive
2013-14,Mississippi St.,13,13,Offense
2013-14,Mississippi St.,0,13,Defensive
2014-15,Mississippi St.,13,13,Offense
2014-15,Mississippi St.,0,13,Defensive
2015-16,Mississippi St.,13,13,Offense
2015-16,Mississippi St.,0,13,Defensive
2016-17,Mississippi St.,13,13,Offense
2016-17,Mississippi St.,0,13,Defensive
2017-18,Mississippi St.,12,12,Offense
2017-18,Mississippi St.,0,12,Defensive
2013-14,Missouri,14,14,Offense
2013-14,Missouri,0,14,Defensive
2014-15,Missouri,14,14,Offense
2014-15,Missouri,0,14,Defensive
2015-16,Missouri,12,12,Offense
2015-16,Missouri,0,12,Defensive
2016-17,Missouri,12,12,Offense
2016-17,Missouri,0,12,Defensive
2017-18,Missouri,12,12,Offense
2017-18,Missouri,0,12,Defensive
2013-14,Missouri,14,14,Offense
2013-14,Missouri,0,14,Defensive
2014-15,Missouri,14,14,Offense
2014-15,Missouri,0,14,Defensive
2015-16,Missouri,12,12,Offense
2015-16,Missouri,0,12,Defensive
2016-17,Missouri,12,12,Offense
2016-17,Missouri,0,12,Defensive
2017-18,Missouri,12,12,Offense
2017-18,Missouri,0,12,Defensive
2013-14,NC State,12,12,Offense
2013-14,NC State,0,12,Defensive
2014-15,NC State,13,13,Offense
2014-15,NC State,0,13,Defensive
2015-16,NC State,13,13,Offense
2015-16,NC State,0,13,Defensive
2016-17,NC State,13,13,Offense
2016-17,NC State,0,13,Defensive
2017-18,NC State,12,12,Offense
2017-18,NC State,0,12,Defensive
2013-14,NC State,12,12,Offense
2013-14,NC State,0,12,Defensive
2014-15,NC State,13,13,Offense
2014-15,NC State,0,13,Defensive
2015-16,NC State,13,13,Offense
2015-16,NC State,0,13,Defensive
2016-17,NC State,13,13,Offense
2016-17,NC State,0,13,Defensive
2017-18,NC State,12,12,Offense
2017-18,NC State,0,12,Defensive
2013-14,NC State,12,12,Offense
2013-14,NC State,0,12,Defensive
2014-15,NC State,13,13,Offense
2014-15,NC State,0,13,Defensive
2015-16,NC State,13,13,Offense
2015-16,NC State,0,13,Defensive
2016-17,NC State,13,13,Offense
2016-17,NC State,0,13,Defensive
2017-18,NC State,12,12,Offense
2017-18,NC State,0,12,Defensive
2013-14,NC State,12,12,Offense
2013-14,NC State,0,12,Defensive
2014-15,NC State,13,13,Offense
2014-15,NC State,0,13,Defensive
2015-16,NC State,13,13,Offense
2015-16,NC State,0,13,Defensive
2016-17,NC State,13,13,Offense
2016-17,NC State,0,13,Defensive
2017-18,NC State,12,12,Offense
2017-18,NC State,0,12,Defensive
2013-14,Navy,13,13,Offense
2013-14,Navy,0,13,Defensive
2014-15,Navy,13,13,Offense
2014-15,Navy,0,13,Defensive
2015-16,Navy,13,13,Offense
2015-16,Navy,0,13,Defensive
2016-17,Navy,14,14,Offense
2016-17,Navy,0,14,Defensive
2017-18,Navy,12,12,Offense
2017-18,Navy,0,12,Defensive
2013-14,Navy,13,13,Offense
2013-14,Navy,0,13,Defensive
2014-15,Navy,13,13,Offense
2014-15,Navy,0,13,Defensive
2015-16,Navy,13,13,Offense
2015-16,Navy,0,13,Defensive
2016-17,Navy,14,14,Offense
2016-17,Navy,0,14,Defensive
2017-18,Navy,12,12,Offense
2017-18,Navy,0,12,Defensive
2013-14,Navy,13,13,Offense
2013-14,Navy,0,13,Defensive
2014-15,Navy,13,13,Offense
2014-15,Navy,0,13,Defensive
2015-16,Navy,13,13,Offense
2015-16,Navy,0,13,Defensive
2016-17,Navy,14,14,Offense
2016-17,Navy,0,14,Defensive
2017-18,Navy,12,12,Offense
2017-18,Navy,0,12,Defensive
2013-14,Navy,13,13,Offense
2013-14,Navy,0,13,Defensive
2014-15,Navy,13,13,Offense
2014-15,Navy,0,13,Defensive
2015-16,Navy,13,13,Offense
2015-16,Navy,0,13,Defensive
2016-17,Navy,14,14,Offense
2016-17,Navy,0,14,Defensive
2017-18,Navy,12,12,Offense
2017-18,Navy,0,12,Defensive
2013-14,Nebraska,13,13,Offense
2013-14,Nebraska,0,13,Defensive
2014-15,Nebraska,13,13,Offense
2014-15,Nebraska,0,13,Defensive
2015-16,Nebraska,13,13,Offense
2015-16,Nebraska,0,13,Defensive
2016-17,Nebraska,13,13,Offense
2016-17,Nebraska,0,13,Defensive
2017-18,Nebraska,12,12,Offense
2017-18,Nebraska,0,12,Defensive
2013-14,Nebraska,13,13,Offense
2013-14,Nebraska,0,13,Defensive
2014-15,Nebraska,13,13,Offense
2014-15,Nebraska,0,13,Defensive
2015-16,Nebraska,13,13,Offense
2015-16,Nebraska,0,13,Defensive
2016-17,Nebraska,13,13,Offense
2016-17,Nebraska,0,13,Defensive
2017-18,Nebraska,12,12,Offense
2017-18,Nebraska,0,12,Defensive
2013-14,Nebraska,13,13,Offense
2013-14,Nebraska,0,13,Defensive
2014-15,Nebraska,13,13,Offense
2014-15,Nebraska,0,13,Defensive
2015-16,Nebraska,13,13,Offense
2015-16,Nebraska,0,13,Defensive
2016-17,Nebraska,13,13,Offense
2016-17,Nebraska,0,13,Defensive
2017-18,Nebraska,12,12,Offense
2017-18,Nebraska,0,12,Defensive
2013-14,Nebraska,13,13,Offense
2013-14,Nebraska,0,13,Defensive
2014-15,Nebraska,13,13,Offense
2014-15,Nebraska,0,13,Defensive
2015-16,Nebraska,13,13,Offense
2015-16,Nebraska,0,13,Defensive
2016-17,Nebraska,13,13,Offense
2016-17,Nebraska,0,13,Defensive
2017-18,Nebraska,12,12,Offense
2017-18,Nebraska,0,12,Defensive
2013-14,Nevada,12,12,Offense
2013-14,Nevada,0,12,Defensive
2014-15,Nevada,13,13,Offense
2014-15,Nevada,0,13,Defensive
2015-16,Nevada,13,13,Offense
2015-16,Nevada,0,13,Defensive
2016-17,Nevada,12,12,Offense
2016-17,Nevada,0,12,Defensive
2017-18,Nevada,12,12,Offense
2017-18,Nevada,0,12,Defensive
2013-14,Nevada,12,12,Offense
2013-14,Nevada,0,12,Defensive
2014-15,Nevada,13,13,Offense
2014-15,Nevada,0,13,Defensive
2015-16,Nevada,13,13,Offense
2015-16,Nevada,0,13,Defensive
2016-17,Nevada,12,12,Offense
2016-17,Nevada,0,12,Defensive
2017-18,Nevada,12,12,Offense
2017-18,Nevada,0,12,Defensive
2013-14,Nevada,12,12,Offense
2013-14,Nevada,0,12,Defensive
2014-15,Nevada,13,13,Offense
2014-15,Nevada,0,13,Defensive
2015-16,Nevada,13,13,Offense
2015-16,Nevada,0,13,Defensive
2016-17,Nevada,12,12,Offense
2016-17,Nevada,0,12,Defensive
2017-18,Nevada,12,12,Offense
2017-18,Nevada,0,12,Defensive
2013-14,Nevada,12,12,Offense
2013-14,Nevada,0,12,Defensive
2014-15,Nevada,13,13,Offense
2014-15,Nevada,0,13,Defensive
2015-16,Nevada,13,13,Offense
2015-16,Nevada,0,13,Defensive
2016-17,Nevada,12,12,Offense
2016-17,Nevada,0,12,Defensive
2017-18,Nevada,12,12,Offense
2017-18,Nevada,0,12,Defensive
2013-14,New Mexico,12,12,Offense
2013-14,New Mexico,0,12,Defensive
2014-15,New Mexico,12,12,Offense
2014-15,New Mexico,0,12,Defensive
2015-16,New Mexico,13,13,Offense
2015-16,New Mexico,0,13,Defensive
2016-17,New Mexico,13,13,Offense
2016-17,New Mexico,0,13,Defensive
2017-18,New Mexico,12,12,Offense
2017-18,New Mexico,0,12,Defensive
2013-14,New Mexico,12,12,Offense
2013-14,New Mexico,0,12,Defensive
2014-15,New Mexico,12,12,Offense
2014-15,New Mexico,0,12,Defensive
2015-16,New Mexico,13,13,Offense
2015-16,New Mexico,0,13,Defensive
2016-17,New Mexico,13,13,Offense
2016-17,New Mexico,0,13,Defensive
2017-18,New Mexico,12,12,Offense
2017-18,New Mexico,0,12,Defensive
2013-14,New Mexico,12,12,Offense
2013-14,New Mexico,0,12,Defensive
2014-15,New Mexico,12,12,Offense
2014-15,New Mexico,0,12,Defensive
2015-16,New Mexico,13,13,Offense
2015-16,New Mexico,0,13,Defensive
2016-17,New Mexico,13,13,Offense
2016-17,New Mexico,0,13,Defensive
2017-18,New Mexico,12,12,Offense
2017-18,New Mexico,0,12,Defensive
2013-14,New Mexico,12,12,Offense
2013-14,New Mexico,0,12,Defensive
2014-15,New Mexico,12,12,Offense
2014-15,New Mexico,0,12,Defensive
2015-16,New Mexico,13,13,Offense
2015-16,New Mexico,0,13,Defensive
2016-17,New Mexico,13,13,Offense
2016-17,New Mexico,0,13,Defensive
2017-18,New Mexico,12,12,Offense
2017-18,New Mexico,0,12,Defensive
2013-14,New Mexico St.,12,12,Offense
2013-14,New Mexico St.,0,12,Defensive
2014-15,New Mexico St.,12,12,Offense
2014-15,New Mexico St.,0,12,Defensive
2015-16,New Mexico St.,12,12,Offense
2015-16,New Mexico St.,0,12,Defensive
2016-17,New Mexico St.,12,12,Offense
2016-17,New Mexico St.,0,12,Defensive
2017-18,New Mexico St.,12,12,Offense
2017-18,New Mexico St.,0,12,Defensive
2013-14,New Mexico St.,12,12,Offense
2013-14,New Mexico St.,0,12,Defensive
2014-15,New Mexico St.,12,12,Offense
2014-15,New Mexico St.,0,12,Defensive
2015-16,New Mexico St.,12,12,Offense
2015-16,New Mexico St.,0,12,Defensive
2016-17,New Mexico St.,12,12,Offense
2016-17,New Mexico St.,0,12,Defensive
2017-18,New Mexico St.,12,12,Offense
2017-18,New Mexico St.,0,12,Defensive
2013-14,New Mexico St.,12,12,Offense
2013-14,New Mexico St.,0,12,Defensive
2014-15,New Mexico St.,12,12,Offense
2014-15,New Mexico St.,0,12,Defensive
2015-16,New Mexico St.,12,12,Offense
2015-16,New Mexico St.,0,12,Defensive
2016-17,New Mexico St.,12,12,Offense
2016-17,New Mexico St.,0,12,Defensive
2017-18,New Mexico St.,12,12,Offense
2017-18,New Mexico St.,0,12,Defensive
2013-14,New Mexico St.,12,12,Offense
2013-14,New Mexico St.,0,12,Defensive
2014-15,New Mexico St.,12,12,Offense
2014-15,New Mexico St.,0,12,Defensive
2015-16,New Mexico St.,12,12,Offense
2015-16,New Mexico St.,0,12,Defensive
2016-17,New Mexico St.,12,12,Offense
2016-17,New Mexico St.,0,12,Defensive
2017-18,New Mexico St.,12,12,Offense
2017-18,New Mexico St.,0,12,Defensive
2013-14,North Carolina,13,13,Offense
2013-14,North Carolina,0,13,Defensive
2014-15,North Carolina,13,13,Offense
2014-15,North Carolina,0,13,Defensive
2015-16,North Carolina,14,14,Offense
2015-16,North Carolina,0,14,Defensive
2016-17,North Carolina,13,13,Offense
2016-17,North Carolina,0,13,Defensive
2017-18,North Carolina,12,12,Offense
2017-18,North Carolina,0,12,Defensive
2013-14,North Carolina,13,13,Offense
2013-14,North Carolina,0,13,Defensive
2014-15,North Carolina,13,13,Offense
2014-15,North Carolina,0,13,Defensive
2015-16,North Carolina,14,14,Offense
2015-16,North Carolina,0,14,Defensive
2016-17,North Carolina,13,13,Offense
2016-17,North Carolina,0,13,Defensive
2017-18,North Carolina,12,12,Offense
2017-18,North Carolina,0,12,Defensive
2013-14,North Carolina,13,13,Offense
2013-14,North Carolina,0,13,Defensive
2014-15,North Carolina,13,13,Offense
2014-15,North Carolina,0,13,Defensive
2015-16,North Carolina,14,14,Offense
2015-16,North Carolina,0,14,Defensive
2016-17,North Carolina,13,13,Offense
2016-17,North Carolina,0,13,Defensive
2017-18,North Carolina,12,12,Offense
2017-18,North Carolina,0,12,Defensive
2013-14,North Carolina,13,13,Offense
2013-14,North Carolina,0,13,Defensive
2014-15,North Carolina,13,13,Offense
2014-15,North Carolina,0,13,Defensive
2015-16,North Carolina,14,14,Offense
2015-16,North Carolina,0,14,Defensive
2016-17,North Carolina,13,13,Offense
2016-17,North Carolina,0,13,Defensive
2017-18,North Carolina,12,12,Offense
2017-18,North Carolina,0,12,Defensive
2013-14,North Texas,13,13,Offense
2013-14,North Texas,0,13,Defensive
2014-15,North Texas,12,12,Offense
2014-15,North Texas,0,12,Defensive
2015-16,North Texas,12,12,Offense
2015-16,North Texas,0,12,Defensive
2016-17,North Texas,13,13,Offense
2016-17,North Texas,0,13,Defensive
2017-18,North Texas,13,13,Offense
2017-18,North Texas,0,13,Defensive
2013-14,North Texas,13,13,Offense
2013-14,North Texas,0,13,Defensive
2014-15,North Texas,12,12,Offense
2014-15,North Texas,0,12,Defensive
2015-16,North Texas,12,12,Offense
2015-16,North Texas,0,12,Defensive
2016-17,North Texas,13,13,Offense
2016-17,North Texas,0,13,Defensive
2017-18,North Texas,13,13,Offense
2017-18,North Texas,0,13,Defensive
2013-14,North Texas,13,13,Offense
2013-14,North Texas,0,13,Defensive
2014-15,North Texas,12,12,Offense
2014-15,North Texas,0,12,Defensive
2015-16,North Texas,12,12,Offense
2015-16,North Texas,0,12,Defensive
2016-17,North Texas,13,13,Offense
2016-17,North Texas,0,13,Defensive
2017-18,North Texas,13,13,Offense
2017-18,North Texas,0,13,Defensive
2013-14,North Texas,13,13,Offense
2013-14,North Texas,0,13,Defensive
2014-15,North Texas,12,12,Offense
2014-15,North Texas,0,12,Defensive
2015-16,North Texas,12,12,Offense
2015-16,North Texas,0,12,Defensive
2016-17,North Texas,13,13,Offense
2016-17,North Texas,0,13,Defensive
2017-18,North Texas,13,13,Offense
2017-18,North Texas,0,13,Defensive
2013-14,Northern Ill.,14,14,Offense
2013-14,Northern Ill.,0,14,Defensive
2014-15,Northern Ill.,14,14,Offense
2014-15,Northern Ill.,0,14,Defensive
2015-16,Northern Ill.,14,14,Offense
2015-16,Northern Ill.,0,14,Defensive
2016-17,Northern Ill.,12,12,Offense
2016-17,Northern Ill.,0,12,Defensive
2017-18,Northern Ill.,12,12,Offense
2017-18,Northern Ill.,0,12,Defensive
2013-14,Northern Ill.,14,14,Offense
2013-14,Northern Ill.,0,14,Defensive
2014-15,Northern Ill.,14,14,Offense
2014-15,Northern Ill.,0,14,Defensive
2015-16,Northern Ill.,14,14,Offense
2015-16,Northern Ill.,0,14,Defensive
2016-17,Northern Ill.,12,12,Offense
2016-17,Northern Ill.,0,12,Defensive
2017-18,Northern Ill.,12,12,Offense
2017-18,Northern Ill.,0,12,Defensive
2013-14,Northern Ill.,14,14,Offense
2013-14,Northern Ill.,0,14,Defensive
2014-15,Northern Ill.,14,14,Offense
2014-15,Northern Ill.,0,14,Defensive
2015-16,Northern Ill.,14,14,Offense
2015-16,Northern Ill.,0,14,Defensive
2016-17,Northern Ill.,12,12,Offense
2016-17,Northern Ill.,0,12,Defensive
2017-18,Northern Ill.,12,12,Offense
2017-18,Northern Ill.,0,12,Defensive
2013-14,Northwestern,12,12,Offense
2013-14,Northwestern,0,12,Defensive
2014-15,Northwestern,12,12,Offense
2014-15,Northwestern,0,12,Defensive
2015-16,Northwestern,13,13,Offense
2015-16,Northwestern,0,13,Defensive
2016-17,Northwestern,13,13,Offense
2016-17,Northwestern,0,13,Defensive
2017-18,Northwestern,12,12,Offense
2017-18,Northwestern,0,12,Defensive
2013-14,Northwestern,12,12,Offense
2013-14,Northwestern,0,12,Defensive
2014-15,Northwestern,12,12,Offense
2014-15,Northwestern,0,12,Defensive
2015-16,Northwestern,13,13,Offense
2015-16,Northwestern,0,13,Defensive
2016-17,Northwestern,13,13,Offense
2016-17,Northwestern,0,13,Defensive
2017-18,Northwestern,12,12,Offense
2017-18,Northwestern,0,12,Defensive
2013-14,Northwestern,12,12,Offense
2013-14,Northwestern,0,12,Defensive
2014-15,Northwestern,12,12,Offense
2014-15,Northwestern,0,12,Defensive
2015-16,Northwestern,13,13,Offense
2015-16,Northwestern,0,13,Defensive
2016-17,Northwestern,13,13,Offense
2016-17,Northwestern,0,13,Defensive
2017-18,Northwestern,12,12,Offense
2017-18,Northwestern,0,12,Defensive
2013-14,Northwestern,12,12,Offense
2013-14,Northwestern,0,12,Defensive
2014-15,Northwestern,12,12,Offense
2014-15,Northwestern,0,12,Defensive
2015-16,Northwestern,13,13,Offense
2015-16,Northwestern,0,13,Defensive
2016-17,Northwestern,13,13,Offense
2016-17,Northwestern,0,13,Defensive
2017-18,Northwestern,12,12,Offense
2017-18,Northwestern,0,12,Defensive
2013-14,Notre Dame,13,13,Offense
2013-14,Notre Dame,0,13,Defensive
2014-15,Notre Dame,13,13,Offense
2014-15,Notre Dame,0,13,Defensive
2015-16,Notre Dame,13,13,Offense
2015-16,Notre Dame,0,13,Defensive
2016-17,Notre Dame,12,12,Offense
2016-17,Notre Dame,0,12,Defensive
2017-18,Notre Dame,12,12,Offense
2017-18,Notre Dame,0,12,Defensive
2013-14,Notre Dame,13,13,Offense
2013-14,Notre Dame,0,13,Defensive
2014-15,Notre Dame,13,13,Offense
2014-15,Notre Dame,0,13,Defensive
2015-16,Notre Dame,13,13,Offense
2015-16,Notre Dame,0,13,Defensive
2016-17,Notre Dame,12,12,Offense
2016-17,Notre Dame,0,12,Defensive
2017-18,Notre Dame,12,12,Offense
2017-18,Notre Dame,0,12,Defensive
2013-14,Notre Dame,13,13,Offense
2013-14,Notre Dame,0,13,Defensive
2014-15,Notre Dame,13,13,Offense
2014-15,Notre Dame,0,13,Defensive
2015-16,Notre Dame,13,13,Offense
2015-16,Notre Dame,0,13,Defensive
2016-17,Notre Dame,12,12,Offense
2016-17,Notre Dame,0,12,Defensive
2017-18,Notre Dame,12,12,Offense
2017-18,Notre Dame,0,12,Defensive
2013-14,Notre Dame,13,13,Offense
2013-14,Notre Dame,0,13,Defensive
2014-15,Notre Dame,13,13,Offense
2014-15,Notre Dame,0,13,Defensive
2015-16,Notre Dame,13,13,Offense
2015-16,Notre Dame,0,13,Defensive
2016-17,Notre Dame,12,12,Offense
2016-17,Notre Dame,0,12,Defensive
2017-18,Notre Dame,12,12,Offense
2017-18,Notre Dame,0,12,Defensive
2013-14,Ohio,13,13,Offense
2013-14,Ohio,0,13,Defensive
2014-15,Ohio,12,12,Offense
2014-15,Ohio,0,12,Defensive
2015-16,Ohio,13,13,Offense
2015-16,Ohio,0,13,Defensive
2016-17,Ohio,14,14,Offense
2016-17,Ohio,0,14,Defensive
2017-18,Ohio,12,12,Offense
2017-18,Ohio,0,12,Defensive
2013-14,Ohio,13,13,Offense
2013-14,Ohio,0,13,Defensive
2014-15,Ohio,12,12,Offense
2014-15,Ohio,0,12,Defensive
2015-16,Ohio,13,13,Offense
2015-16,Ohio,0,13,Defensive
2016-17,Ohio,14,14,Offense
2016-17,Ohio,0,14,Defensive
2017-18,Ohio,12,12,Offense
2017-18,Ohio,0,12,Defensive
2013-14,Ohio,13,13,Offense
2013-14,Ohio,0,13,Defensive
2014-15,Ohio,12,12,Offense
2014-15,Ohio,0,12,Defensive
2015-16,Ohio,13,13,Offense
2015-16,Ohio,0,13,Defensive
2016-17,Ohio,14,14,Offense
2016-17,Ohio,0,14,Defensive
2017-18,Ohio,12,12,Offense
2017-18,Ohio,0,12,Defensive
2013-14,Ohio,13,13,Offense
2013-14,Ohio,0,13,Defensive
2014-15,Ohio,12,12,Offense
2014-15,Ohio,0,12,Defensive
2015-16,Ohio,13,13,Offense
2015-16,Ohio,0,13,Defensive
2016-17,Ohio,14,14,Offense
2016-17,Ohio,0,14,Defensive
2017-18,Ohio,12,12,Offense
2017-18,Ohio,0,12,Defensive
2013-14,Ohio St.,14,14,Offense
2013-14,Ohio St.,0,14,Defensive
2014-15,Ohio St.,15,15,Offense
2014-15,Ohio St.,0,15,Defensive
2015-16,Ohio St.,13,13,Offense
2015-16,Ohio St.,0,13,Defensive
2016-17,Ohio St.,13,13,Offense
2016-17,Ohio St.,0,13,Defensive
2017-18,Ohio St.,13,13,Offense
2017-18,Ohio St.,0,13,Defensive
2013-14,Ohio St.,14,14,Offense
2013-14,Ohio St.,0,14,Defensive
2014-15,Ohio St.,15,15,Offense
2014-15,Ohio St.,0,15,Defensive
2015-16,Ohio St.,13,13,Offense
