Year,Team,GP,G,FumblesRecovered,Int,Blkd,OffenseDefense
2013-14,Syracuse,13,13,9,15,3,Offense
2013-14,Syracuse,0,13,5,17,3,Defensive
2014-15,Syracuse,12,12,12,8,nan,Offense
2014-15,Syracuse,0,12,4,17,2,Defensive
2015-16,Syracuse,12,12,12,11,nan,Offense
2015-16,Syracuse,0,12,9,9,2,Defensive
2016-17,Syracuse,12,12,9,10,2,Offense
2016-17,Syracuse,0,12,7,13,4,Defensive
2017-18,Syracuse,12,12,8,4,1,Offense
2017-18,Syracuse,0,12,8,16,2,Defensive
2013-14,Syracuse,13,13,9,15,3,Offense
2013-14,Syracuse,0,13,5,17,3,Defensive
2014-15,Syracuse,12,12,12,8,nan,Offense
2014-15,Syracuse,0,12,4,17,2,Defensive
2015-16,Syracuse,12,12,12,11,nan,Offense
2015-16,Syracuse,0,12,9,9,2,Defensive
2016-17,Syracuse,12,12,9,10,2,Offense
2016-17,Syracuse,0,12,7,13,4,Defensive
2017-18,Syracuse,12,12,8,4,1,Offense
2017-18,Syracuse,0,12,8,16,2,Defensive
2013-14,Syracuse,13,13,9,15,3,Offense
2013-14,Syracuse,0,13,5,17,3,Defensive
2014-15,Syracuse,12,12,12,8,nan,Offense
2014-15,Syracuse,0,12,4,17,2,Defensive
2015-16,Syracuse,12,12,12,11,nan,Offense
2015-16,Syracuse,0,12,9,9,2,Defensive
2016-17,Syracuse,12,12,9,10,2,Offense
2016-17,Syracuse,0,12,7,13,4,Defensive
2017-18,Syracuse,12,12,8,4,1,Offense
2017-18,Syracuse,0,12,8,16,2,Defensive
2013-14,Stanford,14,14,6,13,3,Offense
2013-14,Stanford,0,14,9,10,2,Defensive
2014-15,Stanford,13,13,4,12,2,Offense
2014-15,Stanford,0,13,13,8,4,Defensive
2015-16,Stanford,14,14,6,8,1,Offense
2015-16,Stanford,0,14,5,8,nan,Defensive
2016-17,Stanford,13,13,6,14,1,Offense
2016-17,Stanford,0,13,9,9,nan,Defensive
2017-18,Stanford,13,13,9,16,2,Offense
2017-18,Stanford,0,13,4,6,nan,Defensive
2013-14,Stanford,14,14,6,13,3,Offense
2013-14,Stanford,0,14,9,10,2,Defensive
2014-15,Stanford,13,13,4,12,2,Offense
2014-15,Stanford,0,13,13,8,4,Defensive
2015-16,Stanford,14,14,6,8,1,Offense
2015-16,Stanford,0,14,5,8,nan,Defensive
2016-17,Stanford,13,13,6,14,1,Offense
2016-17,Stanford,0,13,9,9,nan,Defensive
2017-18,Stanford,13,13,9,16,2,Offense
2017-18,Stanford,0,13,4,6,nan,Defensive
2013-14,Stanford,14,14,6,13,3,Offense
2013-14,Stanford,0,14,9,10,2,Defensive
2014-15,Stanford,13,13,4,12,2,Offense
2014-15,Stanford,0,13,13,8,4,Defensive
2015-16,Stanford,14,14,6,8,1,Offense
2015-16,Stanford,0,14,5,8,nan,Defensive
2016-17,Stanford,13,13,6,14,1,Offense
2016-17,Stanford,0,13,9,9,nan,Defensive
2017-18,Stanford,13,13,9,16,2,Offense
2017-18,Stanford,0,13,4,6,nan,Defensive
2013-14,Stanford,14,14,6,13,3,Offense
2013-14,Stanford,0,14,9,10,2,Defensive
2014-15,Stanford,13,13,4,12,2,Offense
2014-15,Stanford,0,13,13,8,4,Defensive
2015-16,Stanford,14,14,6,8,1,Offense
2015-16,Stanford,0,14,5,8,nan,Defensive
2016-17,Stanford,13,13,6,14,1,Offense
2016-17,Stanford,0,13,9,9,nan,Defensive
2017-18,Stanford,13,13,9,16,2,Offense
2017-18,Stanford,0,13,4,6,nan,Defensive
2013-14,Southern Miss.,12,12,13,6,5,Offense
2013-14,Southern Miss.,0,12,12,26,3,Defensive
2014-15,Southern Miss.,12,12,9,7,3,Offense
2014-15,Southern Miss.,0,12,11,15,2,Defensive
2015-16,Southern Miss.,14,14,11,13,2,Offense
2015-16,Southern Miss.,0,14,13,12,3,Defensive
2016-17,Southern Miss.,13,13,5,10,3,Offense
2016-17,Southern Miss.,0,13,16,16,2,Defensive
2017-18,Southern Miss.,12,12,9,9,1,Offense
2017-18,Southern Miss.,0,12,11,7,1,Defensive
2013-14,Southern Miss.,12,12,13,6,5,Offense
2013-14,Southern Miss.,0,12,12,26,3,Defensive
2014-15,Southern Miss.,12,12,9,7,3,Offense
2014-15,Southern Miss.,0,12,11,15,2,Defensive
2015-16,Southern Miss.,14,14,11,13,2,Offense
2015-16,Southern Miss.,0,14,13,12,3,Defensive
2016-17,Southern Miss.,13,13,5,10,3,Offense
2016-17,Southern Miss.,0,13,16,16,2,Defensive
2017-18,Southern Miss.,12,12,9,9,1,Offense
2017-18,Southern Miss.,0,12,11,7,1,Defensive
2013-14,Southern Miss.,12,12,13,6,5,Offense
2013-14,Southern Miss.,0,12,12,26,3,Defensive
2014-15,Southern Miss.,12,12,9,7,3,Offense
2014-15,Southern Miss.,0,12,11,15,2,Defensive
2015-16,Southern Miss.,14,14,11,13,2,Offense
2015-16,Southern Miss.,0,14,13,12,3,Defensive
2016-17,Southern Miss.,13,13,5,10,3,Offense
2016-17,Southern Miss.,0,13,16,16,2,Defensive
2017-18,Southern Miss.,12,12,9,9,1,Offense
2017-18,Southern Miss.,0,12,11,7,1,Defensive
2013-14,Southern Miss.,12,12,13,6,5,Offense
2013-14,Southern Miss.,0,12,12,26,3,Defensive
2014-15,Southern Miss.,12,12,9,7,3,Offense
2014-15,Southern Miss.,0,12,11,15,2,Defensive
2015-16,Southern Miss.,14,14,11,13,2,Offense
2015-16,Southern Miss.,0,14,13,12,3,Defensive
2016-17,Southern Miss.,13,13,5,10,3,Offense
2016-17,Southern Miss.,0,13,16,16,2,Defensive
2017-18,Southern Miss.,12,12,9,9,1,Offense
2017-18,Southern Miss.,0,12,11,7,1,Defensive
2013-14,Texas St.,12,12,8,11,1,Offense
2013-14,Texas St.,0,12,6,11,2,Defensive
2014-15,Texas St.,12,12,6,13,1,Offense
2014-15,Texas St.,0,12,5,7,nan,Defensive
2015-16,Texas St.,12,12,11,3,nan,Offense
2015-16,Texas St.,0,12,9,12,2,Defensive
2016-17,Texas St.,12,12,8,3,8,Offense
2016-17,Texas St.,0,12,8,17,4,Defensive
2017-18,Texas St.,12,12,9,nan,3,Offense
2017-18,Texas St.,0,12,14,10,5,Defensive
2013-14,Texas St.,12,12,8,11,1,Offense
2013-14,Texas St.,0,12,6,11,2,Defensive
2014-15,Texas St.,12,12,6,13,1,Offense
2014-15,Texas St.,0,12,5,7,nan,Defensive
2015-16,Texas St.,12,12,11,3,nan,Offense
2015-16,Texas St.,0,12,9,12,2,Defensive
2016-17,Texas St.,12,12,8,3,8,Offense
2016-17,Texas St.,0,12,8,17,4,Defensive
2017-18,Texas St.,12,12,9,nan,3,Offense
2017-18,Texas St.,0,12,14,10,5,Defensive
2013-14,Texas,13,13,16,10,2,Offense
2013-14,Texas,0,13,7,15,3,Defensive
2014-15,Texas,13,13,7,15,nan,Offense
2014-15,Texas,0,13,14,11,3,Defensive
2015-16,Texas,12,12,12,13,nan,Offense
2015-16,Texas,0,12,8,6,nan,Defensive
2016-17,Texas,12,12,10,10,5,Offense
2016-17,Texas,0,12,11,12,5,Defensive
2017-18,Texas,12,12,7,15,2,Offense
2017-18,Texas,0,12,7,11,2,Defensive
2013-14,Texas,13,13,16,10,2,Offense
2013-14,Texas,0,13,7,15,3,Defensive
2014-15,Texas,13,13,7,15,nan,Offense
2014-15,Texas,0,13,14,11,3,Defensive
2015-16,Texas,12,12,12,13,nan,Offense
2015-16,Texas,0,12,8,6,nan,Defensive
2016-17,Texas,12,12,10,10,5,Offense
2016-17,Texas,0,12,11,12,5,Defensive
2017-18,Texas,12,12,7,15,2,Offense
2017-18,Texas,0,12,7,11,2,Defensive
2013-14,Texas,13,13,16,10,2,Offense
2013-14,Texas,0,13,7,15,3,Defensive
2014-15,Texas,13,13,7,15,nan,Offense
2014-15,Texas,0,13,14,11,3,Defensive
2015-16,Texas,12,12,12,13,nan,Offense
2015-16,Texas,0,12,8,6,nan,Defensive
2016-17,Texas,12,12,10,10,5,Offense
2016-17,Texas,0,12,11,12,5,Defensive
2017-18,Texas,12,12,7,15,2,Offense
2017-18,Texas,0,12,7,11,2,Defensive
2013-14,Texas,13,13,16,10,2,Offense
2013-14,Texas,0,13,7,15,3,Defensive
2014-15,Texas,13,13,7,15,nan,Offense
2014-15,Texas,0,13,14,11,3,Defensive
2015-16,Texas,12,12,12,13,nan,Offense
2015-16,Texas,0,12,8,6,nan,Defensive
2016-17,Texas,12,12,10,10,5,Offense
2016-17,Texas,0,12,11,12,5,Defensive
2017-18,Texas,12,12,7,15,2,Offense
2017-18,Texas,0,12,7,11,2,Defensive
2013-14,Texas A&M,13,13,5,17,3,Offense
2013-14,Texas A&M,0,13,7,13,2,Defensive
2014-15,Texas A&M,13,13,8,5,3,Offense
2014-15,Texas A&M,0,13,5,15,nan,Defensive
2015-16,Texas A&M,13,13,7,11,2,Offense
2015-16,Texas A&M,0,13,9,15,nan,Defensive
2016-17,Texas A&M,13,13,12,12,2,Offense
2016-17,Texas A&M,0,13,12,9,nan,Defensive
2017-18,Texas A&M,12,12,10,10,5,Offense
2017-18,Texas A&M,0,12,5,11,2,Defensive
2013-14,Texas A&M,13,13,5,17,3,Offense
2013-14,Texas A&M,0,13,7,13,2,Defensive
2014-15,Texas A&M,13,13,8,5,3,Offense
2014-15,Texas A&M,0,13,5,15,nan,Defensive
2015-16,Texas A&M,13,13,7,11,2,Offense
2015-16,Texas A&M,0,13,9,15,nan,Defensive
2016-17,Texas A&M,13,13,12,12,2,Offense
2016-17,Texas A&M,0,13,12,9,nan,Defensive
2017-18,Texas A&M,12,12,10,10,5,Offense
2017-18,Texas A&M,0,12,5,11,2,Defensive
2013-14,Texas A&M,13,13,5,17,3,Offense
2013-14,Texas A&M,0,13,7,13,2,Defensive
2014-15,Texas A&M,13,13,8,5,3,Offense
2014-15,Texas A&M,0,13,5,15,nan,Defensive
2015-16,Texas A&M,13,13,7,11,2,Offense
2015-16,Texas A&M,0,13,9,15,nan,Defensive
2016-17,Texas A&M,13,13,12,12,2,Offense
2016-17,Texas A&M,0,13,12,9,nan,Defensive
2017-18,Texas A&M,12,12,10,10,5,Offense
2017-18,Texas A&M,0,12,5,11,2,Defensive
2013-14,Texas A&M,13,13,5,17,3,Offense
2013-14,Texas A&M,0,13,7,13,2,Defensive
2014-15,Texas A&M,13,13,8,5,3,Offense
2014-15,Texas A&M,0,13,5,15,nan,Defensive
2015-16,Texas A&M,13,13,7,11,2,Offense
2015-16,Texas A&M,0,13,9,15,nan,Defensive
2016-17,Texas A&M,13,13,12,12,2,Offense
2016-17,Texas A&M,0,13,12,9,nan,Defensive
2017-18,Texas A&M,12,12,10,10,5,Offense
2017-18,Texas A&M,0,12,5,11,2,Defensive
2013-14,Tennessee,12,12,11,14,2,Offense
2013-14,Tennessee,0,12,7,17,2,Defensive
2014-15,Tennessee,13,13,8,16,1,Offense
2014-15,Tennessee,0,13,8,14,nan,Defensive
2015-16,Tennessee,13,13,7,12,2,Offense
2015-16,Tennessee,0,13,7,5,1,Defensive
2016-17,Tennessee,13,13,13,11,nan,Offense
2016-17,Tennessee,0,13,14,12,nan,Defensive
2017-18,Tennessee,12,12,10,5,2,Offense
2017-18,Tennessee,0,12,8,10,1,Defensive
2013-14,Tennessee,12,12,11,14,2,Offense
2013-14,Tennessee,0,12,7,17,2,Defensive
2014-15,Tennessee,13,13,8,16,1,Offense
2014-15,Tennessee,0,13,8,14,nan,Defensive
2015-16,Tennessee,13,13,7,12,2,Offense
2015-16,Tennessee,0,13,7,5,1,Defensive
2016-17,Tennessee,13,13,13,11,nan,Offense
2016-17,Tennessee,0,13,14,12,nan,Defensive
2017-18,Tennessee,12,12,10,5,2,Offense
2017-18,Tennessee,0,12,8,10,1,Defensive
2013-14,Tennessee,12,12,11,14,2,Offense
2013-14,Tennessee,0,12,7,17,2,Defensive
2014-15,Tennessee,13,13,8,16,1,Offense
2014-15,Tennessee,0,13,8,14,nan,Defensive
2015-16,Tennessee,13,13,7,12,2,Offense
2015-16,Tennessee,0,13,7,5,1,Defensive
2016-17,Tennessee,13,13,13,11,nan,Offense
2016-17,Tennessee,0,13,14,12,nan,Defensive
2017-18,Tennessee,12,12,10,5,2,Offense
2017-18,Tennessee,0,12,8,10,1,Defensive
2013-14,Tennessee,12,12,11,14,2,Offense
2013-14,Tennessee,0,12,7,17,2,Defensive
2014-15,Tennessee,13,13,8,16,1,Offense
2014-15,Tennessee,0,13,8,14,nan,Defensive
2015-16,Tennessee,13,13,7,12,2,Offense
2015-16,Tennessee,0,13,7,5,1,Defensive
2016-17,Tennessee,13,13,13,11,nan,Offense
2016-17,Tennessee,0,13,14,12,nan,Defensive
2017-18,Tennessee,12,12,10,5,2,Offense
2017-18,Tennessee,0,12,8,10,1,Defensive
2013-14,Temple,12,12,10,3,2,Offense
2013-14,Temple,0,12,8,11,2,Defensive
2014-15,Temple,12,12,19,11,5,Offense
2014-15,Temple,0,12,11,16,2,Defensive
2015-16,Temple,14,14,6,16,7,Offense
2015-16,Temple,0,14,11,8,2,Defensive
2016-17,Temple,14,14,13,12,5,Offense
2016-17,Temple,0,14,6,13,1,Defensive
2017-18,Temple,12,12,7,8,1,Offense
2017-18,Temple,0,12,6,15,6,Defensive
2013-14,Temple,12,12,10,3,2,Offense
2013-14,Temple,0,12,8,11,2,Defensive
2014-15,Temple,12,12,19,11,5,Offense
2014-15,Temple,0,12,11,16,2,Defensive
2015-16,Temple,14,14,6,16,7,Offense
2015-16,Temple,0,14,11,8,2,Defensive
2016-17,Temple,14,14,13,12,5,Offense
2016-17,Temple,0,14,6,13,1,Defensive
2017-18,Temple,12,12,7,8,1,Offense
2017-18,Temple,0,12,6,15,6,Defensive
2013-14,Temple,12,12,10,3,2,Offense
2013-14,Temple,0,12,8,11,2,Defensive
2014-15,Temple,12,12,19,11,5,Offense
2014-15,Temple,0,12,11,16,2,Defensive
2015-16,Temple,14,14,6,16,7,Offense
2015-16,Temple,0,14,11,8,2,Defensive
2016-17,Temple,14,14,13,12,5,Offense
2016-17,Temple,0,14,6,13,1,Defensive
2017-18,Temple,12,12,7,8,1,Offense
2017-18,Temple,0,12,6,15,6,Defensive
2013-14,Tulsa,12,12,9,15,1,Offense
2013-14,Tulsa,0,12,15,19,3,Defensive
2014-15,Tulsa,12,12,7,8,4,Offense
2014-15,Tulsa,0,12,5,18,2,Defensive
2015-16,Tulsa,13,13,14,10,nan,Offense
2015-16,Tulsa,0,13,12,8,3,Defensive
2016-17,Tulsa,13,13,11,10,4,Offense
2016-17,Tulsa,0,13,9,12,2,Defensive
2017-18,Tulsa,12,12,7,7,5,Offense
2017-18,Tulsa,0,12,5,8,3,Defensive
2013-14,Tulane,13,13,16,19,2,Offense
2013-14,Tulane,0,13,8,16,4,Defensive
2014-15,Tulane,12,12,11,17,nan,Offense
2014-15,Tulane,0,12,7,18,1,Defensive
2015-16,Tulane,12,12,8,8,1,Offense
2015-16,Tulane,0,12,5,10,5,Defensive
2016-17,Tulane,12,12,15,12,3,Offense
2016-17,Tulane,0,12,10,8,4,Defensive
2017-18,Tulane,12,12,6,13,2,Offense
2017-18,Tulane,0,12,5,6,1,Defensive
2013-14,Tulane,13,13,16,19,2,Offense
2013-14,Tulane,0,13,8,16,4,Defensive
2014-15,Tulane,12,12,11,17,nan,Offense
2014-15,Tulane,0,12,7,18,1,Defensive
2015-16,Tulane,12,12,8,8,1,Offense
2015-16,Tulane,0,12,5,10,5,Defensive
2016-17,Tulane,12,12,15,12,3,Offense
2016-17,Tulane,0,12,10,8,4,Defensive
2017-18,Tulane,12,12,6,13,2,Offense
2017-18,Tulane,0,12,5,6,1,Defensive
2013-14,Tulane,13,13,16,19,2,Offense
2013-14,Tulane,0,13,8,16,4,Defensive
2014-15,Tulane,12,12,11,17,nan,Offense
2014-15,Tulane,0,12,7,18,1,Defensive
2015-16,Tulane,12,12,8,8,1,Offense
2015-16,Tulane,0,12,5,10,5,Defensive
2016-17,Tulane,12,12,15,12,3,Offense
2016-17,Tulane,0,12,10,8,4,Defensive
2017-18,Tulane,12,12,6,13,2,Offense
2017-18,Tulane,0,12,5,6,1,Defensive
2013-14,Tulane,13,13,16,19,2,Offense
2013-14,Tulane,0,13,8,16,4,Defensive
2014-15,Tulane,12,12,11,17,nan,Offense
2014-15,Tulane,0,12,7,18,1,Defensive
2015-16,Tulane,12,12,8,8,1,Offense
2015-16,Tulane,0,12,5,10,5,Defensive
2016-17,Tulane,12,12,15,12,3,Offense
2016-17,Tulane,0,12,10,8,4,Defensive
2017-18,Tulane,12,12,6,13,2,Offense
2017-18,Tulane,0,12,5,6,1,Defensive
2013-14,Troy,12,12,5,6,3,Offense
2013-14,Troy,0,12,10,9,2,Defensive
2014-15,Troy,12,12,7,11,1,Offense
2014-15,Troy,0,12,10,4,1,Defensive
2015-16,Troy,12,12,13,6,1,Offense
2015-16,Troy,0,12,8,11,2,Defensive
2016-17,Troy,13,13,8,22,1,Offense
2016-17,Troy,0,13,7,13,1,Defensive
2017-18,Troy,12,12,6,15,3,Offense
2017-18,Troy,0,12,11,6,1,Defensive
2013-14,Troy,12,12,5,6,3,Offense
2013-14,Troy,0,12,10,9,2,Defensive
2014-15,Troy,12,12,7,11,1,Offense
2014-15,Troy,0,12,10,4,1,Defensive
2015-16,Troy,12,12,13,6,1,Offense
2015-16,Troy,0,12,8,11,2,Defensive
2016-17,Troy,13,13,8,22,1,Offense
2016-17,Troy,0,13,7,13,1,Defensive
2017-18,Troy,12,12,6,15,3,Offense
2017-18,Troy,0,12,11,6,1,Defensive
2013-14,Troy,12,12,5,6,3,Offense
2013-14,Troy,0,12,10,9,2,Defensive
2014-15,Troy,12,12,7,11,1,Offense
2014-15,Troy,0,12,10,4,1,Defensive
2015-16,Troy,12,12,13,6,1,Offense
2015-16,Troy,0,12,8,11,2,Defensive
2016-17,Troy,13,13,8,22,1,Offense
2016-17,Troy,0,13,7,13,1,Defensive
2017-18,Troy,12,12,6,15,3,Offense
2017-18,Troy,0,12,11,6,1,Defensive
2013-14,Troy,12,12,5,6,3,Offense
2013-14,Troy,0,12,10,9,2,Defensive
2014-15,Troy,12,12,7,11,1,Offense
2014-15,Troy,0,12,10,4,1,Defensive
2015-16,Troy,12,12,13,6,1,Offense
2015-16,Troy,0,12,8,11,2,Defensive
2016-17,Troy,13,13,8,22,1,Offense
2016-17,Troy,0,13,7,13,1,Defensive
2017-18,Troy,12,12,6,15,3,Offense
2017-18,Troy,0,12,11,6,1,Defensive
2013-14,Toledo,12,12,12,8,nan,Offense
2013-14,Toledo,0,12,5,10,1,Defensive
2014-15,Toledo,13,13,4,10,1,Offense
2014-15,Toledo,0,13,8,9,3,Defensive
2015-16,Toledo,12,12,10,12,3,Offense
2015-16,Toledo,0,12,4,10,2,Defensive
2016-17,Toledo,13,13,4,6,2,Offense
2016-17,Toledo,0,13,5,9,1,Defensive
2017-18,Toledo,13,13,5,15,4,Offense
2017-18,Toledo,0,13,9,6,1,Defensive
2013-14,Toledo,12,12,12,8,nan,Offense
2013-14,Toledo,0,12,5,10,1,Defensive
2014-15,Toledo,13,13,4,10,1,Offense
2014-15,Toledo,0,13,8,9,3,Defensive
2015-16,Toledo,12,12,10,12,3,Offense
2015-16,Toledo,0,12,4,10,2,Defensive
2016-17,Toledo,13,13,4,6,2,Offense
2016-17,Toledo,0,13,5,9,1,Defensive
2017-18,Toledo,13,13,5,15,4,Offense
2017-18,Toledo,0,13,9,6,1,Defensive
2013-14,Toledo,12,12,12,8,nan,Offense
2013-14,Toledo,0,12,5,10,1,Defensive
2014-15,Toledo,13,13,4,10,1,Offense
2014-15,Toledo,0,13,8,9,3,Defensive
2015-16,Toledo,12,12,10,12,3,Offense
2015-16,Toledo,0,12,4,10,2,Defensive
2016-17,Toledo,13,13,4,6,2,Offense
2016-17,Toledo,0,13,5,9,1,Defensive
2017-18,Toledo,13,13,5,15,4,Offense
2017-18,Toledo,0,13,9,6,1,Defensive
2013-14,Toledo,12,12,12,8,nan,Offense
2013-14,Toledo,0,12,5,10,1,Defensive
2014-15,Toledo,13,13,4,10,1,Offense
2014-15,Toledo,0,13,8,9,3,Defensive
2015-16,Toledo,12,12,10,12,3,Offense
2015-16,Toledo,0,12,4,10,2,Defensive
2016-17,Toledo,13,13,4,6,2,Offense
2016-17,Toledo,0,13,5,9,1,Defensive
2017-18,Toledo,13,13,5,15,4,Offense
2017-18,Toledo,0,13,9,6,1,Defensive
2013-14,Texas Tech,13,13,11,8,2,Offense
2013-14,Texas Tech,0,13,15,18,2,Defensive
2014-15,Texas Tech,12,12,9,6,nan,Offense
2014-15,Texas Tech,0,12,10,18,nan,Defensive
2015-16,Texas Tech,13,13,10,15,1,Offense
2015-16,Texas Tech,0,13,8,15,1,Defensive
2016-17,Texas Tech,12,12,8,5,2,Offense
2016-17,Texas Tech,0,12,6,11,1,Defensive
2017-18,Texas Tech,12,12,13,14,1,Offense
2017-18,Texas Tech,0,12,6,10,2,Defensive
2013-14,Texas Tech,13,13,11,8,2,Offense
2013-14,Texas Tech,0,13,15,18,2,Defensive
2014-15,Texas Tech,12,12,9,6,nan,Offense
2014-15,Texas Tech,0,12,10,18,nan,Defensive
2015-16,Texas Tech,13,13,10,15,1,Offense
2015-16,Texas Tech,0,13,8,15,1,Defensive
2016-17,Texas Tech,12,12,8,5,2,Offense
2016-17,Texas Tech,0,12,6,11,1,Defensive
2017-18,Texas Tech,12,12,13,14,1,Offense
2017-18,Texas Tech,0,12,6,10,2,Defensive
2013-14,Texas St.,12,12,8,11,1,Offense
2013-14,Texas St.,0,12,6,11,2,Defensive
2014-15,Texas St.,12,12,6,13,1,Offense
2014-15,Texas St.,0,12,5,7,nan,Defensive
2015-16,Texas St.,12,12,11,3,nan,Offense
2015-16,Texas St.,0,12,9,12,2,Defensive
2016-17,Texas St.,12,12,8,3,8,Offense
2016-17,Texas St.,0,12,8,17,4,Defensive
2017-18,Texas St.,12,12,9,nan,3,Offense
2017-18,Texas St.,0,12,14,10,5,Defensive
2013-14,Texas St.,12,12,8,11,1,Offense
2013-14,Texas St.,0,12,6,11,2,Defensive
2014-15,Texas St.,12,12,6,13,1,Offense
2014-15,Texas St.,0,12,5,7,nan,Defensive
2015-16,Texas St.,12,12,11,3,nan,Offense
2015-16,Texas St.,0,12,9,12,2,Defensive
2016-17,Texas St.,12,12,8,3,8,Offense
2016-17,Texas St.,0,12,8,17,4,Defensive
2017-18,Texas St.,12,12,9,nan,3,Offense
2017-18,Texas St.,0,12,14,10,5,Defensive
2013-14,UNLV,13,13,9,11,1,Offense
2013-14,UNLV,0,13,5,10,4,Defensive
2014-15,UNLV,13,13,11,7,nan,Offense
2014-15,UNLV,0,13,3,22,4,Defensive
2015-16,UNLV,12,12,8,13,2,Offense
2015-16,UNLV,0,12,4,13,4,Defensive
2016-17,UNLV,12,12,10,5,1,Offense
2016-17,UNLV,0,12,3,10,4,Defensive
2017-18,UNLV,12,12,12,7,2,Offense
2017-18,UNLV,0,12,6,9,2,Defensive
2013-14,UConn,12,12,11,13,nan,Offense
2013-14,UConn,0,12,7,18,3,Defensive
2014-15,UConn,12,12,7,8,1,Offense
2014-15,UConn,0,12,16,12,3,Defensive
2015-16,UConn,13,13,7,18,2,Offense
2015-16,UConn,0,13,6,10,5,Defensive
2016-17,UConn,12,12,4,7,2,Offense
2016-17,UConn,0,12,8,11,3,Defensive
2017-18,UConn,12,12,5,6,1,Offense
2017-18,UConn,0,12,8,11,3,Defensive
2013-14,UConn,12,12,11,13,nan,Offense
2013-14,UConn,0,12,7,18,3,Defensive
2014-15,UConn,12,12,7,8,1,Offense
2014-15,UConn,0,12,16,12,3,Defensive
2015-16,UConn,13,13,7,18,2,Offense
2015-16,UConn,0,13,6,10,5,Defensive
2016-17,UConn,12,12,4,7,2,Offense
2016-17,UConn,0,12,8,11,3,Defensive
2017-18,UConn,12,12,5,6,1,Offense
2017-18,UConn,0,12,8,11,3,Defensive
2013-14,UConn,12,12,11,13,nan,Offense
2013-14,UConn,0,12,7,18,3,Defensive
2014-15,UConn,12,12,7,8,1,Offense
2014-15,UConn,0,12,16,12,3,Defensive
2015-16,UConn,13,13,7,18,2,Offense
2015-16,UConn,0,13,6,10,5,Defensive
2016-17,UConn,12,12,4,7,2,Offense
2016-17,UConn,0,12,8,11,3,Defensive
2017-18,UConn,12,12,5,6,1,Offense
2017-18,UConn,0,12,8,11,3,Defensive
2013-14,UConn,12,12,11,13,nan,Offense
2013-14,UConn,0,12,7,18,3,Defensive
2014-15,UConn,12,12,7,8,1,Offense
2014-15,UConn,0,12,16,12,3,Defensive
2015-16,UConn,13,13,7,18,2,Offense
2015-16,UConn,0,13,6,10,5,Defensive
2016-17,UConn,12,12,4,7,2,Offense
2016-17,UConn,0,12,8,11,3,Defensive
2017-18,UConn,12,12,5,6,1,Offense
2017-18,UConn,0,12,8,11,3,Defensive
2013-14,UCLA,13,13,12,14,4,Offense
2013-14,UCLA,0,13,6,9,nan,Defensive
2014-15,UCLA,13,13,5,11,1,Offense
2014-15,UCLA,0,13,10,6,nan,Defensive
2015-16,UCLA,13,13,7,12,1,Offense
2015-16,UCLA,0,13,6,13,1,Defensive
2016-17,UCLA,12,12,8,15,3,Offense
2016-17,UCLA,0,12,9,16,2,Defensive
2017-18,UCLA,12,12,5,7,1,Offense
2017-18,UCLA,0,12,11,10,2,Defensive
2013-14,UCLA,13,13,12,14,4,Offense
2013-14,UCLA,0,13,6,9,nan,Defensive
2014-15,UCLA,13,13,5,11,1,Offense
2014-15,UCLA,0,13,10,6,nan,Defensive
2015-16,UCLA,13,13,7,12,1,Offense
2015-16,UCLA,0,13,6,13,1,Defensive
2016-17,UCLA,12,12,8,15,3,Offense
2016-17,UCLA,0,12,9,16,2,Defensive
2017-18,UCLA,12,12,5,7,1,Offense
2017-18,UCLA,0,12,11,10,2,Defensive
2013-14,UCLA,13,13,12,14,4,Offense
2013-14,UCLA,0,13,6,9,nan,Defensive
2014-15,UCLA,13,13,5,11,1,Offense
2014-15,UCLA,0,13,10,6,nan,Defensive
2015-16,UCLA,13,13,7,12,1,Offense
2015-16,UCLA,0,13,6,13,1,Defensive
2016-17,UCLA,12,12,8,15,3,Offense
2016-17,UCLA,0,12,9,16,2,Defensive
2017-18,UCLA,12,12,5,7,1,Offense
2017-18,UCLA,0,12,11,10,2,Defensive
2013-14,UCLA,13,13,12,14,4,Offense
2013-14,UCLA,0,13,6,9,nan,Defensive
2014-15,UCLA,13,13,5,11,1,Offense
2014-15,UCLA,0,13,10,6,nan,Defensive
2015-16,UCLA,13,13,7,12,1,Offense
2015-16,UCLA,0,13,6,13,1,Defensive
2016-17,UCLA,12,12,8,15,3,Offense
2016-17,UCLA,0,12,9,16,2,Defensive
2017-18,UCLA,12,12,5,7,1,Offense
2017-18,UCLA,0,12,11,10,2,Defensive
2013-14,UAB,12,12,7,7,4,Offense
2013-14,UAB,0,12,11,9,1,Defensive
2014-15,UAB,12,12,10,9,2,Offense
2014-15,UAB,0,12,9,12,4,Defensive
2017-18,UAB,12,12,5,14,2,Offense
2017-18,UAB,0,12,10,5,4,Defensive
2013-14,UCF,13,13,12,14,nan,Offense
2013-14,UCF,0,13,10,11,2,Defensive
2014-15,UCF,13,13,10,18,2,Offense
2014-15,UCF,0,13,14,15,4,Defensive
2015-16,UCF,12,12,9,4,2,Offense
2015-16,UCF,0,12,10,23,2,Defensive
2016-17,UCF,12,12,10,15,3,Offense
2016-17,UCF,0,12,13,9,3,Defensive
2017-18,UCF,12,12,11,18,2,Offense
2017-18,UCF,0,12,5,9,1,Defensive
2013-14,UCF,13,13,12,14,nan,Offense
2013-14,UCF,0,13,10,11,2,Defensive
