Date,Opponent,Result,G,SoloTack,AsstTack,STFL,ATFL,TackleYds,Tackles,Team,OffenseDefense
08/31/2013,William & Mary,W 24 - 17,1/,49,24,6,nan,25,73,West Virginia Mountaineers,Defense
09/07/2013,@ Oklahoma,L 7 - 16,1/,52,34,8,4,49,86,West Virginia Mountaineers,Offense
09/07/2013,@ Oklahoma,L 7 - 16,1/,29,30,1,4,17,59,West Virginia Mountaineers,Defense
09/14/2013,Georgia St.,W 41 - 7,1/,39,16,5,2,29,55,West Virginia Mountaineers,Offense
09/14/2013,Georgia St.,W 41 - 7,1/,50,24,7,2,36,74,West Virginia Mountaineers,Defense
09/21/2013,"Maryland @ Baltimore, Md.",L 0 - 37,1/,42,30,5,8,37,72,West Virginia Mountaineers,Offense
09/21/2013,"Maryland @ Baltimore, Md.",L 0 - 37,1/,28,28,7,2,32,56,West Virginia Mountaineers,Defense
09/28/2013,Oklahoma St.,W 30 - 21,1/,51,20,7,4,21,71,West Virginia Mountaineers,Offense
09/28/2013,Oklahoma St.,W 30 - 21,1/,57,12,5,nan,22,69,West Virginia Mountaineers,Defense
10/05/2013,@ Baylor,L 42 - 73,1/,60,20,4,nan,19,80,West Virginia Mountaineers,Offense
10/05/2013,@ Baylor,L 42 - 73,1/,42,26,6,2,35,68,West Virginia Mountaineers,Defense
10/19/2013,Texas Tech,L 27 - 37,1/,60,12,1,2,9,72,West Virginia Mountaineers,Offense
10/19/2013,Texas Tech,L 27 - 37,1/,60,24,6,2,18,84,West Virginia Mountaineers,Defense
10/26/2013,@ Kansas St.,L 12 - 35,1/,52,8,7,nan,17,60,West Virginia Mountaineers,Offense
10/26/2013,@ Kansas St.,L 12 - 35,1/,42,6,6,nan,17,48,West Virginia Mountaineers,Defense
11/02/2013,@ TCU,W 30 - 27 (1OT),1/,55,42,7,2,35,97,West Virginia Mountaineers,Offense
11/02/2013,@ TCU,W 30 - 27 (1OT),1/,37,44,4,4,30,81,West Virginia Mountaineers,Defense
11/09/2013,Texas,L 40 - 47 (1OT),1/,54,30,5,2,19,84,West Virginia Mountaineers,Offense
11/09/2013,Texas,L 40 - 47 (1OT),1/,56,20,9,2,43,76,West Virginia Mountaineers,Defense
11/16/2013,@ Kansas,L 19 - 31,1/,51,16,8,2,33,67,West Virginia Mountaineers,Offense
11/16/2013,@ Kansas,L 19 - 31,1/,46,20,5,nan,17,66,West Virginia Mountaineers,Defense
11/30/2013,Iowa St.,L 44 - 52 (3OT),1/,61,32,8,4,36,93,West Virginia Mountaineers,Offense
11/30/2013,Iowa St.,L 44 - 52 (3OT),1/,52,16,6,8,24,68,West Virginia Mountaineers,Defense
09/03/2016,Missouri,W 26 - 11,1/,65,10,3,nan,13,75,West Virginia Mountaineers,Offense
09/03/2016,Missouri,W 26 - 11,1/,69/,6,6,nan,15,75,West Virginia Mountaineers,Defense
09/10/2016,Youngstown St.,W 38 - 21,1/,52,10,3,2,8,62,West Virginia Mountaineers,Offense
09/10/2016,Youngstown St.,W 38 - 21,1/,61,8,1,nan,1,69,West Virginia Mountaineers,Defense
09/24/2016,"BYU @ Landover, Md.",W 35 - 32,1/,38,42,2,nan,7,80,West Virginia Mountaineers,Offense
09/24/2016,"BYU @ Landover, Md.",W 35 - 32,1/,44,36,1,6,5,80,West Virginia Mountaineers,Defense
10/01/2016,Kansas St.,W 17 - 16,1/,45,16,7,2,37,61,West Virginia Mountaineers,Offense
10/01/2016,Kansas St.,W 17 - 16,1/,54,8,5,nan,17,62,West Virginia Mountaineers,Defense
10/15/2016,@ Texas Tech,W 48 - 17,1/,48,12,7,2,60,60,West Virginia Mountaineers,Offense
10/15/2016,@ Texas Tech,W 48 - 17,1/,49,12,nan,2,1,61,West Virginia Mountaineers,Defense
10/22/2016,TCU,W 34 - 10,1/,42,10,5,nan,21,52,West Virginia Mountaineers,Offense
10/22/2016,TCU,W 34 - 10,1/,58,10,9,2,58,68,West Virginia Mountaineers,Defense
10/29/2016,@ Oklahoma St.,L 20 - 37,1/,49,14,4,nan,9,63,West Virginia Mountaineers,Offense
10/29/2016,@ Oklahoma St.,L 20 - 37,1/,46,28,3,4,39,74,West Virginia Mountaineers,Defense
11/05/2016,Kansas,W 48 - 21,1/,53,10,1,nan,1,63,West Virginia Mountaineers,Offense
11/05/2016,Kansas,W 48 - 21,1/,50,14,8,nan,28,64,West Virginia Mountaineers,Defense
11/12/2016,@ Texas,W 24 - 20,1/,65,22,5,nan,23,87,West Virginia Mountaineers,Offense
11/12/2016,@ Texas,W 24 - 20,1/,49,14,9,nan,29,63,West Virginia Mountaineers,Defense
11/19/2016,Oklahoma,L 28 - 56,1/,59,18,3,nan,6,77,West Virginia Mountaineers,Offense
11/19/2016,Oklahoma,L 28 - 56,1/,40,18,3,2,12,58,West Virginia Mountaineers,Defense
11/26/2016,@ Iowa St.,W 49 - 19,1/,45,40,4,2,10,85,West Virginia Mountaineers,Offense
11/26/2016,@ Iowa St.,W 49 - 19,1/,38,42,7,6,29,80,West Virginia Mountaineers,Defense
12/03/2016,Baylor,W 24 - 21,1/,43,28,4,nan,17,71,West Virginia Mountaineers,Offense
12/03/2016,Baylor,W 24 - 21,1/,53,38,2,2,11,91,West Virginia Mountaineers,Defense
12/28/2016,"Miami (FL) @ Orlando, Fla.",L 14 - 31,1/,30,48,8,2,26,78,West Virginia Mountaineers,Offense
12/28/2016,"Miami (FL) @ Orlando, Fla.",L 14 - 31,1/,37,32,7,4,54,69,West Virginia Mountaineers,Defense
08/30/2014,"Alabama @ Atlanta, Georgia",L 23 - 33,1/,42,62,3,nan,9,104/,West Virginia Mountaineers,Offense
08/30/2014,"Alabama @ Atlanta, Georgia",L 23 - 33,1/,34,38,6,nan,30,72,West Virginia Mountaineers,Defense
09/06/2014,Towson,W 54 - 0,1/,35,16,6,2,31,51,West Virginia Mountaineers,Offense
09/06/2014,Towson,W 54 - 0,1/,68/,38,4,4,15,106/,West Virginia Mountaineers,Defense
09/13/2014,@ Maryland,W 40 - 37,1/,42,12,9,2,32,54,West Virginia Mountaineers,Offense
09/13/2014,@ Maryland,W 40 - 37,1/,76/,34,9,2,35,110,West Virginia Mountaineers,Defense
09/20/2014,Oklahoma,L 33 - 45,1/,47,20,2,4,6,67,West Virginia Mountaineers,Offense
09/20/2014,Oklahoma,L 33 - 45,1/,54,14,5,2,27,68,West Virginia Mountaineers,Defense
10/04/2014,Kansas,W 33 - 14,1/,45,16,5,nan,30,61,West Virginia Mountaineers,Offense
10/04/2014,Kansas,W 33 - 14,1/,61,8,5,nan,16,69,West Virginia Mountaineers,Defense
10/11/2014,@ Texas Tech,W 37 - 34,1/,57,8,8,nan,15,65,West Virginia Mountaineers,Offense
10/11/2014,@ Texas Tech,W 37 - 34,1/,58,30,4,2,22,88,West Virginia Mountaineers,Defense
10/18/2014,Baylor,W 41 - 27,1/,57,8,10,nan,45,65,West Virginia Mountaineers,Offense
10/18/2014,Baylor,W 41 - 27,1/,56,30,8,2,43,86,West Virginia Mountaineers,Defense
10/25/2014,@ Oklahoma St.,W 34 - 10,1/,46,24,3,8,26,70,West Virginia Mountaineers,Offense
10/25/2014,@ Oklahoma St.,W 34 - 10,1/,47,30,6,2,40,77,West Virginia Mountaineers,Defense
11/01/2014,TCU,L 30 - 31,1/,47,10,2,nan,2,57,West Virginia Mountaineers,Offense
11/01/2014,TCU,L 30 - 31,1/,59,20,6,4,30,79,West Virginia Mountaineers,Defense
11/08/2014,@ Texas,L 16 - 33,1/,41,12,4,nan,10,53,West Virginia Mountaineers,Offense
11/08/2014,@ Texas,L 16 - 33,1/,59,40,8,nan,27,99,West Virginia Mountaineers,Defense
11/20/2014,Kansas St.,L 20 - 26,1/,44,6,9,2,22,50,West Virginia Mountaineers,Offense
11/20/2014,Kansas St.,L 20 - 26,1/,60,16,8,nan,30,76,West Virginia Mountaineers,Defense
11/29/2014,@ Iowa St.,W 37 - 24,1/,49,34,5,2,24,83,West Virginia Mountaineers,Offense
11/29/2014,@ Iowa St.,W 37 - 24,1/,44,36,2,nan,5,80,West Virginia Mountaineers,Defense
12/29/2014,"Texas A&M @ Memphis, Tenn.",L 37 - 45,1/,57,16,4,6,26,73,West Virginia Mountaineers,Offense
12/29/2014,"Texas A&M @ Memphis, Tenn.",L 37 - 45,1/,44,10,7,4,35,54,West Virginia Mountaineers,Defense
09/05/2015,Ga. Southern,W 44 - 0,1/,49,26,6,6,32,75,West Virginia Mountaineers,Offense
09/05/2015,Ga. Southern,W 44 - 0,1/,42,16,2,4,27,58,West Virginia Mountaineers,Defense
09/12/2015,Liberty,W 41 - 17,1/,46,8,5,nan,13,54,West Virginia Mountaineers,Offense
09/12/2015,Liberty,W 41 - 17,1/,66/,10,7,nan,28,76,West Virginia Mountaineers,Defense
09/26/2015,Maryland,W 45 - 6,1/,41,8,9,nan,31,49,West Virginia Mountaineers,Offense
09/26/2015,Maryland,W 45 - 6,1/,70/,20,8,nan,40,90,West Virginia Mountaineers,Defense
10/03/2015,@ Oklahoma,L 24 - 44,1/,33,34,4,4,30,67,West Virginia Mountaineers,Offense
10/03/2015,@ Oklahoma,L 24 - 44,1/,60,26,11,2,68/,86,West Virginia Mountaineers,Defense
10/10/2015,Oklahoma St.,L 26 - 33 (1OT),1/,50,16,7,nan,16,66,West Virginia Mountaineers,Offense
10/10/2015,Oklahoma St.,L 26 - 33 (1OT),1/,67/,32,5,6,23,99,West Virginia Mountaineers,Defense
10/17/2015,@ Baylor,L 38 - 62,1/,56,16,7,nan,18,72,West Virginia Mountaineers,Offense
10/17/2015,@ Baylor,L 38 - 62,1/,57,18,10,nan,21,75,West Virginia Mountaineers,Defense
10/29/2015,@ TCU,L 10 - 40,1/,51,28,7,nan,19,79,West Virginia Mountaineers,Offense
10/29/2015,@ TCU,L 10 - 40,1/,32,36,2,2,16,68,West Virginia Mountaineers,Defense
11/07/2015,Texas Tech,W 31 - 26,1/,58,16,6,2,19,74,West Virginia Mountaineers,Offense
11/07/2015,Texas Tech,W 31 - 26,1/,53,26,5,4,19,79,West Virginia Mountaineers,Defense
11/14/2015,Texas,W 38 - 20,1/,58,12,6,nan,18,70,West Virginia Mountaineers,Offense
11/14/2015,Texas,W 38 - 20,1/,45,20,4,2,10,65,West Virginia Mountaineers,Defense
11/21/2015,@ Kansas,W 49 - 0,1/,44,14,5,nan,33,58,West Virginia Mountaineers,Offense
11/21/2015,@ Kansas,W 49 - 0,1/,63,8,2,nan,3,71,West Virginia Mountaineers,Defense
11/28/2015,Iowa St.,W 30 - 6,1/,58,14,8,4,53,72,West Virginia Mountaineers,Offense
11/28/2015,Iowa St.,W 30 - 6,1/,45,16,5,nan,12,61,West Virginia Mountaineers,Defense
12/05/2015,@ Kansas St.,L 23 - 24,1/,61,4,10,nan,34,65,West Virginia Mountaineers,Offense
12/05/2015,@ Kansas St.,L 23 - 24,1/,56,4,6,2,28,60,West Virginia Mountaineers,Defense
01/02/2016,"Arizona St. @ Phoenix, Ariz.",W 43 - 42,1/,65,4,3,nan,4,69,West Virginia Mountaineers,Offense
01/02/2016,"Arizona St. @ Phoenix, Ariz.",W 43 - 42,1/,50,4,10,nan,36,54,West Virginia Mountaineers,Defense
08/28/2014,Rutgers,L 38 - 41,1/,44,26,2,2,11,70,Washington St. Cougars,Offense
08/28/2014,Rutgers,L 38 - 41,1/,46,18,5,2,29,64,Washington St. Cougars,Defense
09/05/2014,@ Nevada,L 13 - 24,1/,47,42,5,2,17,89,Washington St. Cougars,Offense
09/05/2014,@ Nevada,L 13 - 24,1/,33,52,5,4,34,85,Washington St. Cougars,Defense
09/13/2014,Portland St.,W 59 - 21,1/,49,32,7,nan,34,81,Washington St. Cougars,Offense
09/13/2014,Portland St.,W 59 - 21,1/,47,18,3,nan,20,65,Washington St. Cougars,Defense
09/20/2014,Oregon,L 31 - 38,1/,39,44,7,8/,54,83,Washington St. Cougars,Offense
09/20/2014,Oregon,L 31 - 38,1/,42,32,5,nan,15,74,Washington St. Cougars,Defense
09/27/2014,@ Utah,W 28 - 27,1/,34,42,3,8/,23,76,Washington St. Cougars,Offense
09/27/2014,@ Utah,W 28 - 27,1/,50,24,7,4,36,74,Washington St. Cougars,Defense
10/04/2014,California,L 59 - 60,1/,42,20,2,2,14,62,Washington St. Cougars,Offense
10/04/2014,California,L 59 - 60,1/,55,26,3,4,13,81,Washington St. Cougars,Defense
10/10/2014,@ Stanford,L 17 - 34,1/,49,16,3,2,11,65,Washington St. Cougars,Offense
10/10/2014,@ Stanford,L 17 - 34,1/,39,30,4,2,57,69,Washington St. Cougars,Defense
10/25/2014,Arizona,L 37 - 59,1/,50,8,4,nan,16,58,Washington St. Cougars,Offense
10/25/2014,Arizona,L 37 - 59,1/,62,26,6,2,28,88,Washington St. Cougars,Defense
11/01/2014,Southern California,L 17 - 44,1/,46,10,7,nan,23,56,Washington St. Cougars,Offense
11/01/2014,Southern California,L 17 - 44,1/,60,6,8,nan,34,66,Washington St. Cougars,Defense
11/08/2014,@ Oregon St.,W 39 - 32,1/,42,28,9,nan,45,70,Washington St. Cougars,Offense
11/08/2014,@ Oregon St.,W 39 - 32,1/,41,40,7,6,38,81,Washington St. Cougars,Defense
11/22/2014,@ Arizona St.,L 31 - 52,1/,48,6,8,2,42,54,Washington St. Cougars,Offense
11/22/2014,@ Arizona St.,L 31 - 52,1/,61,12,8,nan,49,73,Washington St. Cougars,Defense
11/29/2014,Washington,L 13 - 31,1/,37,32,6,2,21,69,Washington St. Cougars,Offense
11/29/2014,Washington,L 13 - 31,1/,34,24,3,4,36,58,Washington St. Cougars,Defense
09/05/2015,Portland St.,L 17 - 24,1/,34,27,6,nan,23,61,Washington St. Cougars,Offense
09/05/2015,Portland St.,L 17 - 24,1/,43,18,4,2,14,61,Washington St. Cougars,Defense
09/12/2015,@ Rutgers,W 37 - 34,1/,46,18,3,4,11,64,Washington St. Cougars,Offense
09/12/2015,@ Rutgers,W 37 - 34,1/,55,10,2,2,7,65,Washington St. Cougars,Defense
09/19/2015,Wyoming,W 31 - 14,1/,56,24,13/,2,70/,80,Washington St. Cougars,Offense
09/19/2015,Wyoming,W 31 - 14,1/,44,20,6,2,31,64,Washington St. Cougars,Defense
10/03/2015,@ California,L 28 - 34,1/,45,34,7,8,47,79,Washington St. Cougars,Offense
10/03/2015,@ California,L 28 - 34,1/,39,28,8,6,44,67,Washington St. Cougars,Defense
10/10/2015,@ Oregon,W 45 - 38 (2OT),1/,35,38,6,4,21,73,Washington St. Cougars,Offense
10/10/2015,@ Oregon,W 45 - 38 (2OT),1/,54,36,12,2,67,90,Washington St. Cougars,Defense
10/17/2015,Oregon St.,W 52 - 31,1/,49,26,7,nan,26,75,Washington St. Cougars,Offense
10/17/2015,Oregon St.,W 52 - 31,1/,40,26,3,2,32,66,Washington St. Cougars,Defense
10/24/2015,@ Arizona,W 45 - 42,1/,47,4,4,2,10,51,Washington St. Cougars,Offense
10/24/2015,@ Arizona,W 45 - 42,1/,68,4,3,2,19,72,Washington St. Cougars,Defense
10/31/2015,Stanford,L 28 - 30,1/,36,32,5,6,30,68,Washington St. Cougars,Offense
10/31/2015,Stanford,L 28 - 30,1/,45,16,5,nan,24,61,Washington St. Cougars,Defense
11/07/2015,Arizona St.,W 38 - 24,1/,50,34,8,2,26,84,Washington St. Cougars,Offense
11/07/2015,Arizona St.,W 38 - 24,1/,42,8,3,nan,28,50,Washington St. Cougars,Defense
11/14/2015,@ UCLA,W 31 - 27,1/,54,16,6,nan,16,70,Washington St. Cougars,Offense
11/14/2015,@ UCLA,W 31 - 27,1/,40,24,10,2,61,64,Washington St. Cougars,Defense
11/21/2015,Colorado,W 27 - 3,1/,48,10,8,2,33,58,Washington St. Cougars,Offense
11/21/2015,Colorado,W 27 - 3,1/,48,14,3,nan,11,62,Washington St. Cougars,Defense
11/27/2015,@ Washington,L 10 - 45,1/,47,32,6,4,27,nan,Washington St. Cougars,Offense
11/27/2015,@ Washington,L 10 - 45,1/,44,18,7,nan,53,nan,Washington St. Cougars,Defense
12/26/2015,"Miami (FL) @ El Paso, Texas",W 20 - 14,1/,31,28,5,2,37,59,Washington St. Cougars,Offense
12/26/2015,"Miami (FL) @ El Paso, Texas",W 20 - 14,1/,39,20,3,2,17,59,Washington St. Cougars,Defense
08/31/2013,@ Auburn,L 24 - 31,1/,47,16,4,2,15,63,Washington St. Cougars,Offense
08/31/2013,@ Auburn,L 24 - 31,1/,46,8,6,nan,21,54,Washington St. Cougars,Defense
09/07/2013,@ Southern California,W 10 - 7,1/,40,32,6,2,29,72,Washington St. Cougars,Offense
09/07/2013,@ Southern California,W 10 - 7,1/,39,22,9,4,46,61,Washington St. Cougars,Defense
09/14/2013,Southern Utah,W 48 - 10,1/,30,54,3,4,16,84,Washington St. Cougars,Offense
09/14/2013,Southern Utah,W 48 - 10,1/,32,34,5,nan,15,66,Washington St. Cougars,Defense
09/21/2013,Idaho,W 42 - 0,1/,54,36,11,6,66,90,Washington St. Cougars,Offense
09/21/2013,Idaho,W 42 - 0,1/,27,34,2,nan,13,61,Washington St. Cougars,Defense
09/28/2013,Stanford,L 17 - 55,1/,47,16,2,nan,2,63,Washington St. Cougars,Offense
09/28/2013,Stanford,L 17 - 55,1/,49,12,4,nan,22,61,Washington St. Cougars,Defense
10/05/2013,@ California,W 44 - 22,1/,54,24,4,4,28,78,Washington St. Cougars,Offense
10/05/2013,@ California,W 44 - 22,1/,45,24,5,2,19,69,Washington St. Cougars,Defense
10/12/2013,Oregon St.,L 24 - 52,1/,51,14,6,nan,15,65,Washington St. Cougars,Offense
10/12/2013,Oregon St.,L 24 - 52,1/,40,26,2,nan,5,66,Washington St. Cougars,Defense
10/19/2013,@ Oregon,L 38 - 62,1/,48,24,5,2,23,72,Washington St. Cougars,Offense
10/19/2013,@ Oregon,L 38 - 62,1/,56,26,5,nan,24,82,Washington St. Cougars,Defense
10/31/2013,Arizona St.,L 21 - 55,1/,64,18,5,nan,11,82,Washington St. Cougars,Offense
10/31/2013,Arizona St.,L 21 - 55,1/,38,12,5,nan,33,50,Washington St. Cougars,Defense
11/16/2013,@ Arizona,W 24 - 17,1/,54,24,2,nan,8,78,Washington St. Cougars,Offense
11/16/2013,@ Arizona,W 24 - 17,1/,40,32,5,4,26,72,Washington St. Cougars,Defense
11/23/2013,Utah,W 49 - 37,1/,44,26,3,6,9,70,Washington St. Cougars,Offense
11/23/2013,Utah,W 49 - 37,1/,40,24,3,2,10,64,Washington St. Cougars,Defense
11/29/2013,@ Washington,L 17 - 27,1/,45,24,4,6,26,69,Washington St. Cougars,Offense
11/29/2013,@ Washington,L 17 - 27,1/,49,20,6,4,50,69,Washington St. Cougars,Defense
12/21/2013,"Colorado St. @ Albuquerque, N.M.",L 45 - 48,1/,42,50,3,4,28,92,Washington St. Cougars,Offense
12/21/2013,"Colorado St. @ Albuquerque, N.M.",L 45 - 48,1/,42,14,8,nan,58,56,Washington St. Cougars,Defense
09/03/2016,Eastern Wash.,L 42 - 45,1/,41,24,2,6,27,65,Washington St. Cougars,Offense
09/03/2016,Eastern Wash.,L 42 - 45,1/,47,30,4,nan,19,77,Washington St. Cougars,Defense
09/10/2016,@ Boise St.,L 28 - 31,1/,38,14,4,2,11,52,Washington St. Cougars,Offense
09/10/2016,@ Boise St.,L 28 - 31,1/,57,38,4,4,23,95,Washington St. Cougars,Defense
09/17/2016,Idaho,W 56 - 6,1/,39,28,5,4,19,67,Washington St. Cougars,Offense
09/17/2016,Idaho,W 56 - 6,1/,55,6,4,nan,16,61,Washington St. Cougars,Defense
10/01/2016,Oregon,W 51 - 33,1/,38,24,7,2,32,62,Washington St. Cougars,Offense
10/01/2016,Oregon,W 51 - 33,1/,56,24,5,nan,22,80,Washington St. Cougars,Defense
10/08/2016,@ Stanford,W 42 - 16,1/,37,32,4,2,18,69,Washington St. Cougars,Offense
10/08/2016,@ Stanford,W 42 - 16,1/,38,30,4,nan,19,68,Washington St. Cougars,Defense
10/15/2016,UCLA,W 27 - 21,1/,30,24,4,2,13,54,Washington St. Cougars,Offense
10/15/2016,UCLA,W 27 - 21,1/,40,30,6,2,16,70,Washington St. Cougars,Defense
10/22/2016,@ Arizona St.,W 37 - 32,1/,42,10,6,nan,23,52,Washington St. Cougars,Offense
10/22/2016,@ Arizona St.,W 37 - 32,1/,47,6,10,2,60,53,Washington St. Cougars,Defense
10/29/2016,@ Oregon St.,W 35 - 31,1/,39,28,2,4,14,67,Washington St. Cougars,Offense
10/29/2016,@ Oregon St.,W 35 - 31,1/,40,34,2,4,7,74,Washington St. Cougars,Defense
11/05/2016,Arizona,W 69 - 7,1/,30,22,9,2,51,52,Washington St. Cougars,Offense
11/05/2016,Arizona,W 69 - 7,1/,55,32,1,nan,2,87,Washington St. Cougars,Defense
11/12/2016,California,W 56 - 21,1/,49,24,4,4,21,73,Washington St. Cougars,Offense
11/12/2016,California,W 56 - 21,1/,44,30,2,2,11,74,Washington St. Cougars,Defense
11/19/2016,@ Colorado,L 24 - 38,1/,52,44,3,nan,8,96,Washington St. Cougars,Offense
11/19/2016,@ Colorado,L 24 - 38,1/,35,18,1,nan,9,53,Washington St. Cougars,Defense
11/25/2016,Washington,L 17 - 45,1/,38,14,1,2,7,52,Washington St. Cougars,Offense
11/25/2016,Washington,L 17 - 45,1/,41,18,6,nan,21,59,Washington St. Cougars,Defense
12/27/2016,"Minnesota @ San Diego, Calif.",L 12 - 17,1/,41,24,5,2,25,65,Washington St. Cougars,Offense
12/27/2016,"Minnesota @ San Diego, Calif.",L 12 - 17,1/,42,22,5,nan,32,64,Washington St. Cougars,Defense
08/30/2014,@ Hawaii,W 17 - 16,1/,70,19,6,nan,16,89,Washington Huskies,Offense
08/30/2014,@ Hawaii,W 17 - 16,1/,49,16,4,nan,21,65,Washington Huskies,Defense
09/06/2014,Eastern Wash.,W 59 - 52,1/,46,26,6,2,28,72,Washington Huskies,Offense
09/06/2014,Eastern Wash.,W 59 - 52,1/,50,30,4,2,9,80,Washington Huskies,Defense
09/13/2014,Illinois,W 44 - 19,1/,38,18,7,2,32,56,Washington Huskies,Offense
09/13/2014,Illinois,W 44 - 19,1/,57,22,7,nan,32,79,Washington Huskies,Defense
09/20/2014,Georgia St.,W 45 - 14,1/,49,32,7,nan,24,81,Washington Huskies,Offense
09/20/2014,Georgia St.,W 45 - 14,1/,43,28,5,nan,20,71,Washington Huskies,Defense
09/27/2014,Stanford,L 13 - 20,1/,43,22,3,nan,10,nan,Washington Huskies,Offense
09/27/2014,Stanford,L 13 - 20,1/,42,20,6,4,48,nan,Washington Huskies,Defense
10/11/2014,@ California,W 31 - 7,1/,41,46,6,2,48,87,Washington Huskies,Offense
10/11/2014,@ California,W 31 - 7,1/,31,48,4,2,33,79,Washington Huskies,Defense
10/18/2014,@ Oregon,L 20 - 45,1/,55,32,6,2,23,87,Washington Huskies,Offense
10/18/2014,@ Oregon,L 20 - 45,1/,43,24,6,2,31,67,Washington Huskies,Defense
10/25/2014,Arizona St.,L 10 - 24,1/,40,28,11,2,48,68,Washington Huskies,Offense
10/25/2014,Arizona St.,L 10 - 24,1/,56,16,11,4,51,72,Washington Huskies,Defense
11/01/2014,@ Colorado,W 38 - 23,1/,73/,11,9,nan,23,84,Washington Huskies,Offense
11/01/2014,@ Colorado,W 38 - 23,1/,47,5,2,nan,5,52,Washington Huskies,Defense
11/08/2014,UCLA,L 30 - 44,1/,49,30,4,nan,13,79,Washington Huskies,Offense
11/08/2014,UCLA,L 30 - 44,1/,49,22,4,nan,30,71,Washington Huskies,Defense
11/15/2014,@ Arizona,L 26 - 27,1/,44,12,4,2,12,56,Washington Huskies,Offense
11/15/2014,@ Arizona,L 26 - 27,1/,60,32,5,2,21,92,Washington Huskies,Defense
11/22/2014,Oregon St.,W 37 - 13,1/,43,20,5,nan,34,63,Washington Huskies,Offense
11/22/2014,Oregon St.,W 37 - 13,1/,37,32,3,6,17,69,Washington Huskies,Defense
11/29/2014,@ Washington St.,W 31 - 13,1/,34,24,3,4,36,58,Washington Huskies,Offense
11/29/2014,@ Washington St.,W 31 - 13,1/,37,32,6,2,21,69,Washington Huskies,Defense
01/02/2015,"Oklahoma St. @ Tempe, Ariz.",L 22 - 30,1/,56,18,4,2,26,74,Washington Huskies,Offense
01/02/2015,"Oklahoma St. @ Tempe, Ariz.",L 22 - 30,1/,49,8,7,2,31,57,Washington Huskies,Defense
09/04/2015,@ Boise St.,L 13 - 16,1/,58,18,4,2,19,nan,Washington Huskies,Offense
09/04/2015,@ Boise St.,L 13 - 16,1/,31,24,6,2,25,nan,Washington Huskies,Defense
09/12/2015,Sacramento St.,W 49 - 0,1/,34,24,8,nan,23,nan,Washington Huskies,Offense
09/12/2015,Sacramento St.,W 49 - 0,1/,36,20,6,4,37,nan,Washington Huskies,Defense
09/19/2015,Utah St.,W 31 - 17,1/,30,38,2,8,15,nan,Washington Huskies,Offense
09/19/2015,Utah St.,W 31 - 17,1/,37,34,5,4,14,nan,Washington Huskies,Defense
09/26/2015,California,L 24 - 30,1/,52,36,9,2,55,88,Washington Huskies,Offense
09/26/2015,California,L 24 - 30,1/,35,18,5,2,50,53,Washington Huskies,Defense
10/08/2015,@ Southern California,W 17 - 12,1/,34,52,7,8,40,86,Washington Huskies,Offense
10/08/2015,@ Southern California,W 17 - 12,1/,34,34,1,4,9,68,Washington Huskies,Defense
10/17/2015,Oregon,L 20 - 26,1/,51,22,7,4,41,73,Washington Huskies,Offense
10/17/2015,Oregon,L 20 - 26,1/,30,34,4,4,30,64,Washington Huskies,Defense
10/24/2015,@ Stanford,L 14 - 31,1/,37,50,nan,4,12,87,Washington Huskies,Offense
10/24/2015,@ Stanford,L 14 - 31,1/,19,28,4,nan,16,47,Washington Huskies,Defense
10/31/2015,Arizona,W 49 - 3,1/,56,28,8,2,37,nan,Washington Huskies,Offense
10/31/2015,Arizona,W 49 - 3,1/,36,18,3,4,22,nan,Washington Huskies,Defense
11/07/2015,Utah,L 23 - 34,1/,45,24,4,2,16,nan,Washington Huskies,Offense
11/07/2015,Utah,L 23 - 34,1/,50,24,7,2,36,nan,Washington Huskies,Defense
11/14/2015,@ Arizona St.,L 17 - 27,1/,59,8,6,2,27,67,Washington Huskies,Offense
11/14/2015,@ Arizona St.,L 17 - 27,1/,56,8,8,nan,35,64,Washington Huskies,Defense
11/21/2015,@ Oregon St.,W 52 - 7,1/,29,16,2,2,8,45,Washington Huskies,Offense
11/21/2015,@ Oregon St.,W 52 - 7,1/,54,42,7,nan,14,96,Washington Huskies,Defense
11/27/2015,Washington St.,W 45 - 10,1/,44,18,7,nan,53,nan,Washington Huskies,Offense
11/27/2015,Washington St.,W 45 - 10,1/,47,32,6,4,27,nan,Washington Huskies,Defense
12/26/2015,"Southern Miss. @ Dallas, Texas",W 44 - 31,1/,41,24,7,4,50,65,Washington Huskies,Offense
12/26/2015,"Southern Miss. @ Dallas, Texas",W 44 - 31,1/,55,16,4,nan,15,71,Washington Huskies,Defense
09/03/2016,Rutgers,W 48 - 13,1/,56,34,5,2,38,90,Washington Huskies,Offense
09/03/2016,Rutgers,W 48 - 13,1/,37,20,6,nan,19,57,Washington Huskies,Defense
09/10/2016,Idaho,W 59 - 14,1/,52,20,7,4,33,72,Washington Huskies,Offense
09/10/2016,Idaho,W 59 - 14,1/,37,28,4,nan,18,65,Washington Huskies,Defense
09/17/2016,Portland St.,W 41 - 3,1/,37,26,7,8,39,63,Washington Huskies,Offense
09/17/2016,Portland St.,W 41 - 3,1/,29,24,2,nan,8,53,Washington Huskies,Defense
09/24/2016,@ Arizona,W 35 - 28 (1OT),1/,53,10,4,nan,7,63,Washington Huskies,Offense
09/24/2016,@ Arizona,W 35 - 28 (1OT),1/,54,8,4,4,27,62,Washington Huskies,Defense
