Date,Opponent,Result,G,KO,KOYds,KOTB,KORet,KickRetTDs,KORetYds,Team,OffenseDefense
09/20/2014,@ Michigan,W 26 - 10,1/,,385,5,2,nan,35,Utah Utes,Offense
09/20/2014,@ Michigan,W 26 - 10,1/,,166,1,1,nan,22,Utah Utes,Defense
09/27/2014,Washington St.,L 27 - 28,1/,,382,4,3,nan,50,Utah Utes,Offense
09/27/2014,Washington St.,L 27 - 28,1/,,283,1,2,nan,48,Utah Utes,Defense
10/04/2014,@ UCLA,W 30 - 28,1/,,305,nan,1,nan,13,Utah Utes,Offense
10/04/2014,@ UCLA,W 30 - 28,1/,,325,4,6,nan,72,Utah Utes,Defense
10/16/2014,@ Oregon St.,W 29 - 23 (2OT),1/,,302,nan,1,nan,42,Utah Utes,Offense
10/16/2014,@ Oregon St.,W 29 - 23 (2OT),1/,,195,2,5,nan,67,Utah Utes,Defense
10/25/2014,Southern California,W 24 - 21,1/,,309,2,2,nan,41,Utah Utes,Offense
10/25/2014,Southern California,W 24 - 21,1/,,256,2,3,1,139,Utah Utes,Defense
11/01/2014,@ Arizona St.,L 16 - 19 (1OT),1/,,260,4,3,nan,71,Utah Utes,Offense
11/01/2014,@ Arizona St.,L 16 - 19 (1OT),1/,,321,2,nan,nan,nan,Utah Utes,Defense
11/08/2014,Oregon,L 27 - 51,1/,,325,4,9,nan,218,Utah Utes,Offense
11/08/2014,Oregon,L 27 - 51,1/,,611,1,1,nan,19,Utah Utes,Defense
11/15/2014,@ Stanford,W 20 - 17 (2OT),1/,,99,nan,2,nan,29,Utah Utes,Offense
11/15/2014,@ Stanford,W 20 - 17 (2OT),1/,,120,nan,2,nan,24,Utah Utes,Defense
11/22/2014,Arizona,L 10 - 42,1/,,185,1,2,nan,45,Utah Utes,Offense
11/22/2014,Arizona,L 10 - 42,1/,,435,5,1,nan,19,Utah Utes,Defense
11/29/2014,@ Colorado,W 38 - 34,1/,,508,4,nan,nan,nan,Utah Utes,Offense
11/29/2014,@ Colorado,W 38 - 34,1/,,455,7,4,nan,129,Utah Utes,Defense
12/20/2014,Colorado St. @ Las Vegas,W 45 - 10,1/,,482,1,2,nan,26,Utah Utes,Offense
12/20/2014,Colorado St. @ Las Vegas,W 45 - 10,1/,,135,nan,7,nan,127,Utah Utes,Defense
08/29/2013,Utah St.,W 30 - 26,1/,,389,5,3,nan,56,Utah Utes,Offense
08/29/2013,Utah St.,W 30 - 26,1/,,386,3,1,nan,27,Utah Utes,Defense
09/07/2013,Weber St.,W 70 - 7,1/,,665,4,2,nan,52,Utah Utes,Offense
09/07/2013,Weber St.,W 70 - 7,1/,,119,nan,7,nan,122,Utah Utes,Defense
09/14/2013,Oregon St.,L 48 - 51 (1OT),1/,,496,nan,4,nan,84,Utah Utes,Offense
09/14/2013,Oregon St.,L 48 - 51 (1OT),1/,,586,5,8,nan,145,Utah Utes,Defense
09/21/2013,@ BYU,W 20 - 13,1/,,322,nan,2,nan,39,Utah Utes,Offense
09/21/2013,@ BYU,W 20 - 13,1/,,256,2,5,nan,108,Utah Utes,Defense
10/03/2013,UCLA,L 27 - 34,1/,,310,nan,2,nan,44,Utah Utes,Offense
10/03/2013,UCLA,L 27 - 34,1/,,447,5,6,nan,110,Utah Utes,Defense
10/12/2013,Stanford,W 27 - 21,1/,,327,1,nan,nan,nan,Utah Utes,Offense
10/12/2013,Stanford,W 27 - 21,1/,,260,4,4,1/,176,Utah Utes,Defense
10/19/2013,@ Arizona,L 24 - 35,1/,,321,3,2,nan,38,Utah Utes,Offense
10/19/2013,@ Arizona,L 24 - 35,1/,,368,4,2,nan,35,Utah Utes,Defense
10/26/2013,@ Southern California,L 3 - 19,1/,,109,nan,4,nan,52,Utah Utes,Offense
10/26/2013,@ Southern California,L 3 - 19,1/,,273,1,2,nan,22,Utah Utes,Defense
11/09/2013,Arizona St.,L 19 - 20,1/,,284,nan,2,nan,44,Utah Utes,Offense
11/09/2013,Arizona St.,L 19 - 20,1/,,257,2,5,nan,116,Utah Utes,Defense
11/16/2013,@ Oregon,L 21 - 44,1/,,202,nan,8,nan,144,Utah Utes,Offense
11/16/2013,@ Oregon,L 21 - 44,1/,,488,nan,4,1/,140,Utah Utes,Defense
11/23/2013,@ Washington St.,L 37 - 49,1/,,429,2,7,nan,116,Utah Utes,Offense
11/23/2013,@ Washington St.,L 37 - 49,1/,,559,2,5,nan,129,Utah Utes,Defense
11/30/2013,Colorado,W 24 - 17,1/,,310,nan,1,nan,19,Utah Utes,Offense
11/30/2013,Colorado,W 24 - 17,1/,,144,1,5,nan,107,Utah Utes,Defense
08/29/2014,Bowling Green,W 59 - 31,1/,,553,3,3,nan,57,Western Ky. Hilltoppers,Offense
08/29/2014,Bowling Green,W 59 - 31,1/,,374,3,6,nan,128,Western Ky. Hilltoppers,Defense
09/06/2014,@ Illinois,L 34 - 42,1/,,331,nan,2,nan,33,Western Ky. Hilltoppers,Offense
09/06/2014,@ Illinois,L 34 - 42,1/,,412,4,5,nan,98,Western Ky. Hilltoppers,Defense
09/13/2014,@ Middle Tenn.,L 47 - 50 (3OT),1/,,365,1,6,nan,150,Western Ky. Hilltoppers,Offense
09/13/2014,@ Middle Tenn.,L 47 - 50 (3OT),1/,,436,1,5,nan,100,Western Ky. Hilltoppers,Defense
09/27/2014,@ Navy,W 36 - 27,1/,,448,nan,4,nan,86,Western Ky. Hilltoppers,Offense
09/27/2014,@ Navy,W 36 - 27,1/,,308,1,8,nan,143,Western Ky. Hilltoppers,Defense
10/04/2014,UAB,L 39 - 42,1/,,423,nan,3,nan,80,Western Ky. Hilltoppers,Offense
10/04/2014,UAB,L 39 - 42,1/,,439,4,7,1/,235,Western Ky. Hilltoppers,Defense
10/18/2014,@ Fla. Atlantic,L 38 - 45,1/,,409,1,4,nan,58,Western Ky. Hilltoppers,Offense
10/18/2014,@ Fla. Atlantic,L 38 - 45,1/,,472,4,6,nan,107,Western Ky. Hilltoppers,Defense
10/25/2014,Old Dominion,W 66 - 51,1/,,616,1,8,1/,246/,Western Ky. Hilltoppers,Offense
10/25/2014,Old Dominion,W 66 - 51,1/,,529,1,10/,nan,154,Western Ky. Hilltoppers,Defense
11/01/2014,@ Louisiana Tech,L 10 - 59,1/,,189,nan,10/,nan,184,Western Ky. Hilltoppers,Offense
11/01/2014,@ Louisiana Tech,L 10 - 59,1/,,585,nan,3,1/,129,Western Ky. Hilltoppers,Defense
11/08/2014,UTEP,W 35 - 27,1/,,286,nan,2,nan,43,Western Ky. Hilltoppers,Offense
11/08/2014,UTEP,W 35 - 27,1/,,390,4,6,1/,115,Western Ky. Hilltoppers,Defense
11/15/2014,Army West Point,W 52 - 24,1/,,354,nan,4,nan,96,Western Ky. Hilltoppers,Offense
11/15/2014,Army West Point,W 52 - 24,1/,,292,1,7,nan,127,Western Ky. Hilltoppers,Defense
11/22/2014,UTSA,W 45 - 7,1/,,436,1,1,nan,26,Western Ky. Hilltoppers,Offense
11/22/2014,UTSA,W 45 - 7,1/,,130,1,6,nan,120,Western Ky. Hilltoppers,Defense
11/28/2014,@ Marshall,W 67 - 66 (1OT),1/,,462,1,6,nan,87,Western Ky. Hilltoppers,Offense
11/28/2014,@ Marshall,W 67 - 66 (1OT),1/,,614,4,8,nan,121,Western Ky. Hilltoppers,Defense
12/24/2014,"Central Mich. @ Nassau, Bahamas",W 49 - 48,1/,,444,3,1,nan,20,Western Ky. Hilltoppers,Offense
12/24/2014,"Central Mich. @ Nassau, Bahamas",W 49 - 48,1/,,364,4,4,nan,61,Western Ky. Hilltoppers,Defense
09/03/2015,@ Vanderbilt,W 14 - 12,1/,3,176,nan,2,nan,45,Western Ky. Hilltoppers,Offense
09/03/2015,@ Vanderbilt,W 14 - 12,1/,3,182,nan,3,nan,61,Western Ky. Hilltoppers,Defense
09/10/2015,Louisiana Tech,W 41 - 38,1/,9,517,1,4,1/,152,Western Ky. Hilltoppers,Offense
09/10/2015,Louisiana Tech,W 41 - 38,1/,5,275,1,8,nan,167,Western Ky. Hilltoppers,Defense
09/19/2015,@ Indiana,L 35 - 38,1/,6,378,2,nan,nan,nan,Western Ky. Hilltoppers,Offense
09/19/2015,@ Indiana,L 35 - 38,1/,7,435,6,4,nan,70,Western Ky. Hilltoppers,Defense
09/26/2015,Miami (OH),W 56 - 14,1/,9,510,1,2,nan,41,Western Ky. Hilltoppers,Offense
09/26/2015,Miami (OH),W 56 - 14,1/,2,123,nan,8,nan,121,Western Ky. Hilltoppers,Defense
10/03/2015,@ Rice,W 49 - 10,1/,8,471,1,2,nan,41,Western Ky. Hilltoppers,Offense
10/03/2015,@ Rice,W 49 - 10,1/,3,193,1,7,nan,115,Western Ky. Hilltoppers,Defense
10/10/2015,Middle Tenn.,W 58 - 28,1/,10,536,1,3,nan,78,Western Ky. Hilltoppers,Offense
10/10/2015,Middle Tenn.,W 58 - 28,1/,5,307,2,9,nan,146,Western Ky. Hilltoppers,Defense
10/15/2015,@ North Texas,W 55 - 28,1/,10,609,2,1,nan,28,Western Ky. Hilltoppers,Offense
10/15/2015,@ North Texas,W 55 - 28,1/,4,255,3,8,nan,156,Western Ky. Hilltoppers,Defense
10/24/2015,@ LSU,L 20 - 48,1/,3,124,nan,7,nan,125,Western Ky. Hilltoppers,Offense
10/24/2015,@ LSU,L 20 - 48,1/,9,539,1,3,nan,47,Western Ky. Hilltoppers,Defense
10/31/2015,@ Old Dominion,W 55 - 30,1/,10,565,nan,4,nan,20,Western Ky. Hilltoppers,Offense
10/31/2015,@ Old Dominion,W 55 - 30,1/,4,173,nan,9,nan,208,Western Ky. Hilltoppers,Defense
11/07/2015,Fla. Atlantic,W 35 - 19,1/,6,360,1,3,nan,82,Western Ky. Hilltoppers,Offense
11/07/2015,Fla. Atlantic,W 35 - 19,1/,5,320,2,5,nan,91,Western Ky. Hilltoppers,Defense
11/21/2015,@ FIU,W 63 - 7,1/,10,537,nan,2,nan,24,Western Ky. Hilltoppers,Offense
11/21/2015,@ FIU,W 63 - 7,1/,2,112,nan,10/,nan,137,Western Ky. Hilltoppers,Defense
11/27/2015,Marshall,W 49 - 28,1/,9,498,1,nan,nan,nan,Western Ky. Hilltoppers,Offense
11/27/2015,Marshall,W 49 - 28,1/,4,258,3,8,1/,249/,Western Ky. Hilltoppers,Defense
12/05/2015,Southern Miss.,W 45 - 28,1/,8,443,nan,3,nan,85,Western Ky. Hilltoppers,Offense
12/05/2015,Southern Miss.,W 45 - 28,1/,5,316,2,8,nan,159,Western Ky. Hilltoppers,Defense
12/21/2015,"South Fla. @ Miami, Fla.",W 45 - 35,1/,7,425,nan,6,nan,102,Western Ky. Hilltoppers,Offense
12/21/2015,"South Fla. @ Miami, Fla.",W 45 - 35,1/,6,345,nan,6,nan,105,Western Ky. Hilltoppers,Defense
09/01/2016,Rice,W 46 - 14,1/,9,538,2,3,nan,111,Western Ky. Hilltoppers,Offense
09/01/2016,Rice,W 46 - 14,1/,4,251,nan,6,nan,89,Western Ky. Hilltoppers,Defense
09/10/2016,@ Alabama,L 10 - 38,1/,3,193,nan,3,nan,61,Western Ky. Hilltoppers,Offense
09/10/2016,@ Alabama,L 10 - 38,1/,7,447,4,3,nan,63,Western Ky. Hilltoppers,Defense
09/17/2016,@ Miami (OH),W 31 - 24,1/,6,355,1,4,nan,171,Western Ky. Hilltoppers,Offense
09/17/2016,@ Miami (OH),W 31 - 24,1/,4,213,nan,5,nan,102,Western Ky. Hilltoppers,Defense
09/24/2016,Vanderbilt,L 30 - 31 (1OT),1/,5,324,2,nan,nan,nan,Western Ky. Hilltoppers,Offense
09/24/2016,Vanderbilt,L 30 - 31 (1OT),1/,4,259,3,3,nan,69,Western Ky. Hilltoppers,Defense
10/01/2016,Houston Baptist,W 50 - 3,1/,9,568,nan,2,nan,47,Western Ky. Hilltoppers,Offense
10/01/2016,Houston Baptist,W 50 - 3,1/,2,127,nan,9,nan,128,Western Ky. Hilltoppers,Defense
10/06/2016,@ Louisiana Tech,L 52 - 55,1/,8,494,2,10,nan,232,Western Ky. Hilltoppers,Offense
10/06/2016,@ Louisiana Tech,L 52 - 55,1/,10,518,nan,6,nan,119,Western Ky. Hilltoppers,Defense
10/15/2016,@ Middle Tenn.,W 44 - 43 (2OT),1/,6,390,5,4,nan,59,Western Ky. Hilltoppers,Offense
10/15/2016,@ Middle Tenn.,W 44 - 43 (2OT),1/,7,393,3,1,nan,29,Western Ky. Hilltoppers,Defense
10/22/2016,Old Dominion,W 59 - 24,1/,9,569,1,5,nan,116,Western Ky. Hilltoppers,Offense
10/22/2016,Old Dominion,W 59 - 24,1/,5,267,nan,7,nan,140,Western Ky. Hilltoppers,Defense
10/29/2016,@ Fla. Atlantic,W 52 - 3,1/,9,565,3,1,nan,19,Western Ky. Hilltoppers,Offense
10/29/2016,@ Fla. Atlantic,W 52 - 3,1/,2,123,1,6,nan,121,Western Ky. Hilltoppers,Defense
11/05/2016,FIU,W 49 - 21,1/,8,477,4,3,nan,66,Western Ky. Hilltoppers,Offense
11/05/2016,FIU,W 49 - 21,1/,4,185,nan,4,nan,68,Western Ky. Hilltoppers,Defense
11/12/2016,North Texas,W 45 - 7,1/,8,462,nan,1,nan,66,Western Ky. Hilltoppers,Offense
11/12/2016,North Texas,W 45 - 7,1/,2,129,1,8,nan,154,Western Ky. Hilltoppers,Defense
11/26/2016,@ Marshall,W 60 - 6,1/,10,628,1,2,1,103,Western Ky. Hilltoppers,Offense
11/26/2016,@ Marshall,W 60 - 6,1/,2,102,nan,9,nan,182,Western Ky. Hilltoppers,Defense
12/03/2016,"Louisiana Tech @ Bowling Green, KY",W 58 - 44,1/,11,635,1,8,nan,182,Western Ky. Hilltoppers,Offense
12/03/2016,"Louisiana Tech @ Bowling Green, KY",W 58 - 44,1/,9,433,1,9,nan,140,Western Ky. Hilltoppers,Defense
12/20/2016,"Memphis @ Boca Raton, Fla.",W 51 - 31,1/,9,563,5,2,nan,47,Western Ky. Hilltoppers,Offense
12/20/2016,"Memphis @ Boca Raton, Fla.",W 51 - 31,1/,6,386,4,4,nan,90,Western Ky. Hilltoppers,Defense
08/31/2013,"Kentucky @ Nashville, TN",W 35 - 26,1/,,387,3,2,nan,41,Western Ky. Hilltoppers,Offense
08/31/2013,"Kentucky @ Nashville, TN",W 35 - 26,1/,,325,3,3,nan,74,Western Ky. Hilltoppers,Defense
09/07/2013,@ Tennessee,L 20 - 52,1/,,317,2,6,nan,131,Western Ky. Hilltoppers,Offense
09/07/2013,@ Tennessee,L 20 - 52,1/,,561,3,3,nan,90,Western Ky. Hilltoppers,Defense
09/14/2013,@ South Ala.,L 24 - 31,1/,,314,2,7,nan,91,Western Ky. Hilltoppers,Offense
09/14/2013,@ South Ala.,L 24 - 31,1/,,334,nan,2,nan,64,Western Ky. Hilltoppers,Defense
09/21/2013,Morgan St.,W 58 - 17,1/,,563,2,4,nan,70,Western Ky. Hilltoppers,Offense
09/21/2013,Morgan St.,W 58 - 17,1/,,263,nan,7,nan,119,Western Ky. Hilltoppers,Defense
09/28/2013,Navy,W 19 - 7,1/,,238,nan,2,nan,33,Western Ky. Hilltoppers,Offense
09/28/2013,Navy,W 19 - 7,1/,,178,1,4,nan,60,Western Ky. Hilltoppers,Defense
10/03/2013,@ La.-Monroe,W 31 - 10,1/,,382,2,nan,nan,nan,Western Ky. Hilltoppers,Offense
10/03/2013,@ La.-Monroe,W 31 - 10,1/,,195,3,4,nan,83,Western Ky. Hilltoppers,Defense
10/15/2013,Louisiana,L 20 - 37,1/,,249,nan,5,nan,102,Western Ky. Hilltoppers,Offense
10/15/2013,Louisiana,L 20 - 37,1/,,413,2,4,nan,102,Western Ky. Hilltoppers,Defense
10/26/2013,Troy,L 26 - 32,1/,,336,nan,2,nan,40,Western Ky. Hilltoppers,Offense
10/26/2013,Troy,L 26 - 32,1/,,356,3,5,nan,73,Western Ky. Hilltoppers,Defense
11/02/2013,@ Georgia St.,W 44 - 28,1/,,497,1,4,nan,80,Western Ky. Hilltoppers,Offense
11/02/2013,@ Georgia St.,W 44 - 28,1/,,210,1,7,nan,144,Western Ky. Hilltoppers,Defense
11/09/2013,@ Army West Point,W 21 - 17,1/,,217,nan,4,nan,73,Western Ky. Hilltoppers,Offense
11/09/2013,@ Army West Point,W 21 - 17,1/,,198,nan,3,nan,45,Western Ky. Hilltoppers,Defense
11/23/2013,@ Texas St.,W 38 - 7,1/,,421,1,nan,nan,nan,Western Ky. Hilltoppers,Offense
11/23/2013,@ Texas St.,W 38 - 7,1/,,130,2,6,nan,130,Western Ky. Hilltoppers,Defense
11/30/2013,Arkansas St.,W 34 - 31,1/,,347,nan,5,nan,112,Western Ky. Hilltoppers,Offense
11/30/2013,Arkansas St.,W 34 - 31,1/,,373,1,5,nan,81,Western Ky. Hilltoppers,Defense
08/31/2013,William & Mary,W 24 - 17,1/,,322,2,2,nan,42,West Virginia Mountaineers,Offense
08/31/2013,William & Mary,W 24 - 17,1/,,260,2,3,nan,79,West Virginia Mountaineers,Defense
09/07/2013,@ Oklahoma,L 7 - 16,1/,,128,1,3,nan,45,West Virginia Mountaineers,Offense
09/07/2013,@ Oklahoma,L 7 - 16,1/,,323,2,1,nan,20,West Virginia Mountaineers,Defense
09/14/2013,Georgia St.,W 41 - 7,1/,,494,2,2,nan,54,West Virginia Mountaineers,Offense
09/14/2013,Georgia St.,W 41 - 7,1/,,123,nan,6,nan,121,West Virginia Mountaineers,Defense
09/21/2013,"Maryland @ Baltimore, Md.",L 0 - 37,1/,,65,nan,6,nan,119,West Virginia Mountaineers,Offense
09/21/2013,"Maryland @ Baltimore, Md.",L 0 - 37,1/,,519,2,1,nan,31,West Virginia Mountaineers,Defense
09/28/2013,Oklahoma St.,W 30 - 21,1/,,454,3,3,nan,29,West Virginia Mountaineers,Offense
09/28/2013,Oklahoma St.,W 30 - 21,1/,,256,1,4,nan,106,West Virginia Mountaineers,Defense
10/05/2013,@ Baylor,L 42 - 73,1/,,359,3,8,nan,185,West Virginia Mountaineers,Offense
10/05/2013,@ Baylor,L 42 - 73,1/,,727,3,3,nan,48,West Virginia Mountaineers,Defense
10/19/2013,Texas Tech,L 27 - 37,1/,,375,nan,7,nan,119,West Virginia Mountaineers,Offense
10/19/2013,Texas Tech,L 27 - 37,1/,,504,nan,5,nan,126,West Virginia Mountaineers,Defense
10/26/2013,@ Kansas St.,L 12 - 35,1/,,260,2,4,nan,68,West Virginia Mountaineers,Offense
10/26/2013,@ Kansas St.,L 12 - 35,1/,,372,2,2,nan,42,West Virginia Mountaineers,Defense
11/02/2013,@ TCU,W 30 - 27 (1OT),1/,,370,1,1,nan,14,West Virginia Mountaineers,Offense
11/02/2013,@ TCU,W 30 - 27 (1OT),1/,,390,5,5,nan,107,West Virginia Mountaineers,Defense
11/09/2013,Texas,L 40 - 47 (1OT),1/,,385,1,8,nan,169,West Virginia Mountaineers,Offense
11/09/2013,Texas,L 40 - 47 (1OT),1/,,605,2,5,nan,115,West Virginia Mountaineers,Defense
11/16/2013,@ Kansas,L 19 - 31,1/,,121,1,3,nan,38,West Virginia Mountaineers,Offense
11/16/2013,@ Kansas,L 19 - 31,1/,,351,3,1,nan,19,West Virginia Mountaineers,Defense
11/30/2013,Iowa St.,L 44 - 52 (3OT),1/,,438,1,6,nan,102,West Virginia Mountaineers,Offense
11/30/2013,Iowa St.,L 44 - 52 (3OT),1/,,437,1,6,nan,149,West Virginia Mountaineers,Defense
09/03/2016,Missouri,W 26 - 11,1/,7,435,4,2,nan,64,West Virginia Mountaineers,Offense
09/03/2016,Missouri,W 26 - 11,1/,2,122,nan,3,nan,59,West Virginia Mountaineers,Defense
09/10/2016,Youngstown St.,W 38 - 21,1/,7,441,3,2,nan,38,West Virginia Mountaineers,Offense
09/10/2016,Youngstown St.,W 38 - 21,1/,4,257,2,4,nan,107,West Virginia Mountaineers,Defense
09/24/2016,"BYU @ Landover, Md.",W 35 - 32,1/,6,320,nan,6,nan,119,West Virginia Mountaineers,Offense
09/24/2016,"BYU @ Landover, Md.",W 35 - 32,1/,6,376,nan,5,nan,121,West Virginia Mountaineers,Defense
10/01/2016,Kansas St.,W 17 - 16,1/,4,210,nan,3,nan,56,West Virginia Mountaineers,Offense
10/01/2016,Kansas St.,W 17 - 16,1/,5,289,1,3,nan,101,West Virginia Mountaineers,Defense
10/15/2016,@ Texas Tech,W 48 - 17,1/,9,521,5,1,nan,25,West Virginia Mountaineers,Offense
10/15/2016,@ Texas Tech,W 48 - 17,1/,4,260,3,3,nan,73,West Virginia Mountaineers,Defense
10/22/2016,TCU,W 34 - 10,1/,7,422,2,2,nan,53,West Virginia Mountaineers,Offense
10/22/2016,TCU,W 34 - 10,1/,3,190,1,5,nan,111,West Virginia Mountaineers,Defense
10/29/2016,@ Oklahoma St.,L 20 - 37,1/,5,313,2,1,nan,27,West Virginia Mountaineers,Offense
10/29/2016,@ Oklahoma St.,L 20 - 37,1/,8,520,7,2,nan,51,West Virginia Mountaineers,Defense
11/05/2016,Kansas,W 48 - 21,1/,9,537,3,2,nan,81,West Virginia Mountaineers,Offense
11/05/2016,Kansas,W 48 - 21,1/,4,246,1,6,nan,102,West Virginia Mountaineers,Defense
11/12/2016,@ Texas,W 24 - 20,1/,5,325,2,2,nan,25,West Virginia Mountaineers,Offense
11/12/2016,@ Texas,W 24 - 20,1/,5,299,3,3,nan,64,West Virginia Mountaineers,Defense
11/19/2016,Oklahoma,L 28 - 56,1/,5,223,nan,5,nan,102,West Virginia Mountaineers,Offense
11/19/2016,Oklahoma,L 28 - 56,1/,9,566,4,3,nan,56,West Virginia Mountaineers,Defense
11/26/2016,@ Iowa St.,W 49 - 19,1/,8,389,nan,1,nan,11,West Virginia Mountaineers,Offense
11/26/2016,@ Iowa St.,W 49 - 19,1/,5,316,4,8/,1/,195,West Virginia Mountaineers,Defense
12/03/2016,Baylor,W 24 - 21,1/,5,319,2,3,nan,49,West Virginia Mountaineers,Offense
12/03/2016,Baylor,W 24 - 21,1/,3,179,nan,3,nan,65,West Virginia Mountaineers,Defense
12/28/2016,"Miami (FL) @ Orlando, Fla.",L 14 - 31,1/,3,195,2,2,nan,27,West Virginia Mountaineers,Offense
12/28/2016,"Miami (FL) @ Orlando, Fla.",L 14 - 31,1/,6,375,4,1,nan,20,West Virginia Mountaineers,Defense
08/30/2014,"Alabama @ Atlanta, Georgia",L 23 - 33,1/,,388,2,4,1/,152,West Virginia Mountaineers,Offense
08/30/2014,"Alabama @ Atlanta, Georgia",L 23 - 33,1/,,453,3,4,nan,99,West Virginia Mountaineers,Defense
09/06/2014,Towson,W 54 - 0,1/,,547,2,2,nan,42,West Virginia Mountaineers,Offense
09/06/2014,Towson,W 54 - 0,1/,,107,nan,7,nan,153,West Virginia Mountaineers,Defense
09/13/2014,@ Maryland,W 40 - 37,1/,,379,3,5,nan,87,West Virginia Mountaineers,Offense
09/13/2014,@ Maryland,W 40 - 37,1/,,557,4,3,nan,56,West Virginia Mountaineers,Defense
09/20/2014,Oklahoma,L 33 - 45,1/,,403,4,nan,nan,nan,West Virginia Mountaineers,Offense
09/20/2014,Oklahoma,L 33 - 45,1/,,455,7,3,1/,135,West Virginia Mountaineers,Defense
10/04/2014,Kansas,W 33 - 14,1/,,442,1,2,1/,129,West Virginia Mountaineers,Offense
10/04/2014,Kansas,W 33 - 14,1/,,189,1,6,nan,141,West Virginia Mountaineers,Defense
10/11/2014,@ Texas Tech,W 37 - 34,1/,,430,4,3,nan,55,West Virginia Mountaineers,Offense
10/11/2014,@ Texas Tech,W 37 - 34,1/,,396,3,3,nan,54,West Virginia Mountaineers,Defense
10/18/2014,Baylor,W 41 - 27,1/,,435,2,5,nan,90,West Virginia Mountaineers,Offense
10/18/2014,Baylor,W 41 - 27,1/,,363,1,5,nan,107,West Virginia Mountaineers,Defense
10/25/2014,@ Oklahoma St.,W 34 - 10,1/,,458,5,2,nan,21,West Virginia Mountaineers,Offense
10/25/2014,@ Oklahoma St.,W 34 - 10,1/,,179,1,2,nan,44,West Virginia Mountaineers,Defense
11/01/2014,TCU,L 30 - 31,1/,,349,2,3,nan,53,West Virginia Mountaineers,Offense
11/01/2014,TCU,L 30 - 31,1/,,287,2,3,nan,15,West Virginia Mountaineers,Defense
11/08/2014,@ Texas,L 16 - 33,1/,,172,2,2,nan,70,West Virginia Mountaineers,Offense
11/08/2014,@ Texas,L 16 - 33,1/,,366,4,nan,nan,nan,West Virginia Mountaineers,Defense
11/20/2014,Kansas St.,L 20 - 26,1/,,250,nan,7,nan,146,West Virginia Mountaineers,Offense
11/20/2014,Kansas St.,L 20 - 26,1/,,422,nan,3,nan,59,West Virginia Mountaineers,Defense
11/29/2014,@ Iowa St.,W 37 - 24,1/,,424,3,5,nan,92,West Virginia Mountaineers,Offense
11/29/2014,@ Iowa St.,W 37 - 24,1/,,306,nan,3,nan,58,West Virginia Mountaineers,Defense
12/29/2014,"Texas A&M @ Memphis, Tenn.",L 37 - 45,1/,,481,1,6,nan,164,West Virginia Mountaineers,Offense
12/29/2014,"Texas A&M @ Memphis, Tenn.",L 37 - 45,1/,,508,2,7,nan,173,West Virginia Mountaineers,Defense
09/05/2015,Ga. Southern,W 44 - 0,1/,9,578,4,nan,nan,nan,West Virginia Mountaineers,Offense
09/05/2015,Ga. Southern,W 44 - 0,1/,1,65,1,5,nan,96,West Virginia Mountaineers,Defense
09/12/2015,Liberty,W 41 - 17,1/,8,496,2,1,nan,25,West Virginia Mountaineers,Offense
09/12/2015,Liberty,W 41 - 17,1/,4,260,3,5,nan,106,West Virginia Mountaineers,Defense
09/26/2015,Maryland,W 45 - 6,1/,7,447,3,2,nan,26,West Virginia Mountaineers,Offense
09/26/2015,Maryland,W 45 - 6,1/,2,114,nan,4,nan,65,West Virginia Mountaineers,Defense
10/03/2015,@ Oklahoma,L 24 - 44,1/,5,312,2,4,nan,84,West Virginia Mountaineers,Offense
10/03/2015,@ Oklahoma,L 24 - 44,1/,9,568,5,2,nan,24,West Virginia Mountaineers,Defense
10/10/2015,Oklahoma St.,L 26 - 33 (1OT),1/,5,324,3,7,nan,154,West Virginia Mountaineers,Offense
10/10/2015,Oklahoma St.,L 26 - 33 (1OT),1/,7,430,nan,2,nan,25,West Virginia Mountaineers,Defense
10/17/2015,@ Baylor,L 38 - 62,1/,6,372,1,9/,1/,292/,West Virginia Mountaineers,Offense
10/17/2015,@ Baylor,L 38 - 62,1/,11,689,2,5,nan,162,West Virginia Mountaineers,Defense
10/29/2015,@ TCU,L 10 - 40,1/,3,183,1,1,nan,18,West Virginia Mountaineers,Offense
10/29/2015,@ TCU,L 10 - 40,1/,8,520,7,1,nan,28,West Virginia Mountaineers,Defense
11/07/2015,Texas Tech,W 31 - 26,1/,5,314,nan,2,nan,55,West Virginia Mountaineers,Offense
11/07/2015,Texas Tech,W 31 - 26,1/,6,359,2,5,nan,131,West Virginia Mountaineers,Defense
11/14/2015,Texas,W 38 - 20,1/,7,414,1,nan,nan,nan,West Virginia Mountaineers,Offense
11/14/2015,Texas,W 38 - 20,1/,5,325,5,6,nan,85,West Virginia Mountaineers,Defense
11/21/2015,@ Kansas,W 49 - 0,1/,8,473,nan,1,nan,17,West Virginia Mountaineers,Offense
11/21/2015,@ Kansas,W 49 - 0,1/,1,60,nan,8,nan,161,West Virginia Mountaineers,Defense
11/28/2015,Iowa St.,W 30 - 6,1/,7,449,2,2,nan,72,West Virginia Mountaineers,Offense
11/28/2015,Iowa St.,W 30 - 6,1/,2,127,nan,5,nan,99,West Virginia Mountaineers,Defense
12/05/2015,@ Kansas St.,L 23 - 24,1/,5,313,1,3,nan,77,West Virginia Mountaineers,Offense
12/05/2015,@ Kansas St.,L 23 - 24,1/,5,294,2,4,1/,209,West Virginia Mountaineers,Defense
