Date,Opponent,Result,G,KO,KOYds,KOTB,KORet,KickRetTDs,KORetYds,Team,OffenseDefense
09/17/2016,@ Ole Miss,W 48 - 43,1/,9,570,7,3,nan,79,Alabama Crimson Tide,Offense
09/17/2016,@ Ole Miss,W 48 - 43,1/,8,521,4,2,nan,32,Alabama Crimson Tide,Defense
09/24/2016,Kent St.,W 48 - 0,1/,9,568,4,nan,nan,nan,Alabama Crimson Tide,Offense
09/24/2016,Kent St.,W 48 - 0,1/,1,36,nan,4,nan,57,Alabama Crimson Tide,Defense
10/01/2016,Kentucky,W 34 - 6,1/,7,449,4,2,nan,33,Alabama Crimson Tide,Offense
10/01/2016,Kentucky,W 34 - 6,1/,3,188,1,3,nan,79,Alabama Crimson Tide,Defense
10/08/2016,@ Arkansas,W 49 - 30,1/,8,489,4,5,nan,90,Alabama Crimson Tide,Offense
10/08/2016,@ Arkansas,W 49 - 30,1/,5,306,nan,4,nan,87,Alabama Crimson Tide,Defense
10/15/2016,@ Tennessee,W 49 - 10,1/,8,506,4,1,nan,26,Alabama Crimson Tide,Offense
10/15/2016,@ Tennessee,W 49 - 10,1/,3,190,1,4,nan,116,Alabama Crimson Tide,Defense
10/22/2016,Texas A&M,W 33 - 14,1/,7,449,2,2,nan,36,Alabama Crimson Tide,Offense
10/22/2016,Texas A&M,W 33 - 14,1/,3,170,1,5,nan,97,Alabama Crimson Tide,Defense
11/05/2016,@ LSU,W 10 - 0,1/,3,189,2,1,nan,14,Alabama Crimson Tide,Offense
11/05/2016,@ LSU,W 10 - 0,1/,1,65,nan,1,nan,27,Alabama Crimson Tide,Defense
11/12/2016,Mississippi St.,W 51 - 3,1/,9,579,5,nan,nan,nan,Alabama Crimson Tide,Offense
11/12/2016,Mississippi St.,W 51 - 3,1/,2,120,1,4,nan,104,Alabama Crimson Tide,Defense
11/19/2016,Chattanooga,W 31 - 3,1/,6,358,1,2,nan,18,Alabama Crimson Tide,Offense
11/19/2016,Chattanooga,W 31 - 3,1/,2,98,nan,5,nan,79,Alabama Crimson Tide,Defense
11/26/2016,Auburn,W 30 - 12,1/,7,448,5,3,nan,62,Alabama Crimson Tide,Offense
11/26/2016,Auburn,W 30 - 12,1/,5,288,1,2,nan,34,Alabama Crimson Tide,Defense
12/03/2016,"Florida @ Atlanta, Ga.",W 54 - 16,1/,10,634,4,nan,nan,nan,Alabama Crimson Tide,Offense
12/03/2016,"Florida @ Atlanta, Ga.",W 54 - 16,1/,3,195,3,6,nan,145,Alabama Crimson Tide,Defense
12/31/2016,"Washington @ Atlanta, Georgia",W 24 - 7,1/,5,325,2,2,nan,45,Alabama Crimson Tide,Offense
12/31/2016,"Washington @ Atlanta, Georgia",W 24 - 7,1/,2,128,nan,3,nan,47,Alabama Crimson Tide,Defense
01/09/2017,"Clemson @ Tampa, Florida",L 31 - 35,1/,6,351,nan,3,nan,57,Alabama Crimson Tide,Offense
01/09/2017,"Clemson @ Tampa, Florida",L 31 - 35,1/,5,226,nan,6,nan,130,Alabama Crimson Tide,Defense
08/29/2013,@ UCF,L 7 - 38,1/,,110,nan,4,nan,78,Akron Zips,Offense
08/29/2013,@ UCF,L 7 - 38,1/,,448,3,2,nan,32,Akron Zips,Defense
09/07/2013,James Madison,W 35 - 33,1/,,367,1,2,nan,39,Akron Zips,Offense
09/07/2013,James Madison,W 35 - 33,1/,,213,2,5,nan,118,Akron Zips,Defense
09/14/2013,@ Michigan,L 24 - 28,1/,,263,1,3,nan,61,Akron Zips,Offense
09/14/2013,@ Michigan,L 24 - 28,1/,,314,2,4,nan,64,Akron Zips,Defense
09/21/2013,Louisiana,L 30 - 35,1/,,313,1,5,nan,101,Akron Zips,Offense
09/21/2013,Louisiana,L 30 - 35,1/,,304,nan,5,nan,65,Akron Zips,Defense
09/28/2013,@ Bowling Green,L 14 - 31,1/,,195,3,3,nan,53,Akron Zips,Offense
09/28/2013,@ Bowling Green,L 14 - 31,1/,,375,3,nan,nan,nan,Akron Zips,Defense
10/05/2013,Ohio,L 3 - 43,1/,,199,1,7,nan,93,Akron Zips,Offense
10/05/2013,Ohio,L 3 - 43,1/,,468,1,2,nan,52,Akron Zips,Defense
10/12/2013,@ Northern Ill.,L 20 - 27,1/,,256,2,2,nan,36,Akron Zips,Offense
10/12/2013,@ Northern Ill.,L 20 - 27,1/,,371,3,2,nan,53,Akron Zips,Defense
10/19/2013,@ Miami (OH),W 24 - 17,1/,,311,3,3,nan,39,Akron Zips,Offense
10/19/2013,@ Miami (OH),W 24 - 17,1/,,109,nan,2,nan,30,Akron Zips,Defense
10/26/2013,Ball St.,L 24 - 42,1/,,272,2,5,nan,116,Akron Zips,Offense
10/26/2013,Ball St.,L 24 - 42,1/,,365,2,3,nan,57,Akron Zips,Defense
11/02/2013,Kent St.,W 16 - 7,1/,,231,nan,2,nan,6,Akron Zips,Offense
11/02/2013,Kent St.,W 16 - 7,1/,,82,nan,5,nan,76,Akron Zips,Defense
11/16/2013,@ Massachusetts,W 14 - 13,1/,,161,nan,4,nan,105,Akron Zips,Offense
11/16/2013,@ Massachusetts,W 14 - 13,1/,,248,nan,3,nan,62,Akron Zips,Defense
11/29/2013,Toledo,W 31 - 29,1/,,311,nan,4,nan,90,Akron Zips,Offense
11/29/2013,Toledo,W 31 - 29,1/,,307,1,6,nan,107,Akron Zips,Defense
08/28/2014,Howard,W 41 - 0,1/,,421,2,nan,nan,nan,Akron Zips,Offense
08/28/2014,Howard,W 41 - 0,1/,,65,1,4,nan,75,Akron Zips,Defense
09/06/2014,@ Penn St.,L 3 - 21,1/,,130,nan,2,nan,36,Akron Zips,Offense
09/06/2014,@ Penn St.,L 3 - 21,1/,,247,1,2,nan,53,Akron Zips,Defense
09/20/2014,Marshall,L 17 - 48,1/,,223,2,3,nan,74,Akron Zips,Offense
09/20/2014,Marshall,L 17 - 48,1/,,495,4,2,nan,31,Akron Zips,Defense
09/27/2014,@ Pittsburgh,W 21 - 10,1/,,233,nan,nan,nan,nan,Akron Zips,Offense
09/27/2014,@ Pittsburgh,W 21 - 10,1/,,195,3,4,nan,113,Akron Zips,Defense
10/04/2014,Eastern Mich.,W 31 - 6,1/,,350,nan,1,nan,22,Akron Zips,Offense
10/04/2014,Eastern Mich.,W 31 - 6,1/,,127,1,6,nan,100,Akron Zips,Defense
10/11/2014,Miami (OH),W 29 - 19,1/,,364,1,5,nan,62,Akron Zips,Offense
10/11/2014,Miami (OH),W 29 - 19,1/,,204,nan,4,nan,66,Akron Zips,Defense
10/18/2014,@ Ohio,L 20 - 23,1/,,259,nan,4,nan,87,Akron Zips,Offense
10/18/2014,@ Ohio,L 20 - 23,1/,,306,1,5,nan,67,Akron Zips,Defense
10/25/2014,@ Ball St.,L 21 - 35,1/,,250,2,2,nan,39,Akron Zips,Offense
10/25/2014,@ Ball St.,L 21 - 35,1/,,560,6/,2,nan,52,Akron Zips,Defense
11/04/2014,Bowling Green,L 10 - 27,1/,,181,1,3,nan,82,Akron Zips,Offense
11/04/2014,Bowling Green,L 10 - 27,1/,,376,3,2,nan,43,Akron Zips,Defense
11/11/2014,@ Buffalo,L 24 - 55,1/,,267,1,5,nan,109,Akron Zips,Offense
11/11/2014,@ Buffalo,L 24 - 55,1/,,511,4,3,nan,45,Akron Zips,Defense
11/18/2014,Massachusetts,W 30 - 6,1/,,295,nan,3,nan,54,Akron Zips,Offense
11/18/2014,Massachusetts,W 30 - 6,1/,,159,nan,5,nan,92,Akron Zips,Defense
11/28/2014,@ Kent St.,L 24 - 27,1/,,305,1,4,nan,61,Akron Zips,Offense
11/28/2014,@ Kent St.,L 24 - 27,1/,,303,1,4,nan,91,Akron Zips,Defense
09/03/2016,VMI,W 47 - 24,1/,8,500,2,3,nan,80,Akron Zips,Offense
09/03/2016,VMI,W 47 - 24,1/,5,318,2,6,nan,127,Akron Zips,Defense
09/10/2016,@ Wisconsin,L 10 - 54,1/,3,165,nan,3,nan,47,Akron Zips,Offense
09/10/2016,@ Wisconsin,L 10 - 54,1/,9,558,5,3,nan,62,Akron Zips,Defense
09/17/2016,@ Marshall,W 65 - 38,1/,11/,648,3,2,nan,40,Akron Zips,Offense
09/17/2016,@ Marshall,W 65 - 38,1/,6,386,4,8,nan,174,Akron Zips,Defense
09/24/2016,Appalachian St.,L 38 - 45,1/,7,422,nan,2,nan,9,Akron Zips,Offense
09/24/2016,Appalachian St.,L 38 - 45,1/,8,480,5,7/,nan,175/,Akron Zips,Defense
10/01/2016,@ Kent St.,W 31 - 27,1/,6,345,nan,6,nan,178,Akron Zips,Offense
10/01/2016,@ Kent St.,W 31 - 27,1/,6,313,nan,6,nan,136,Akron Zips,Defense
10/08/2016,Miami (OH),W 35 - 13,1/,6,338,nan,1,nan,21,Akron Zips,Offense
10/08/2016,Miami (OH),W 35 - 13,1/,4,242,2,6,nan,109,Akron Zips,Defense
10/15/2016,Western Mich.,L 0 - 41,1/,1,65,1,4,nan,60,Akron Zips,Offense
10/15/2016,Western Mich.,L 0 - 41,1/,7,439,3,nan,nan,nan,Akron Zips,Defense
10/22/2016,@ Ball St.,W 35 - 25,1/,6,330,1,4,nan,73,Akron Zips,Offense
10/22/2016,@ Ball St.,W 35 - 25,1/,5,288,nan,5,nan,97,Akron Zips,Defense
10/27/2016,@ Buffalo,L 20 - 41,1/,5,249,nan,6,nan,87,Akron Zips,Offense
10/27/2016,@ Buffalo,L 20 - 41,1/,7,340,nan,5,nan,99,Akron Zips,Defense
11/02/2016,Toledo,L 17 - 48,1/,4,158,1,5,nan,79,Akron Zips,Offense
11/02/2016,Toledo,L 17 - 48,1/,8,482,3,3,nan,69,Akron Zips,Defense
11/09/2016,Bowling Green,L 28 - 38,1/,6,359,nan,5,nan,78,Akron Zips,Offense
11/09/2016,Bowling Green,L 28 - 38,1/,7,345,1,6,nan,117,Akron Zips,Defense
11/22/2016,@ Ohio,L 3 - 9,1/,2,114,nan,4,nan,62,Akron Zips,Offense
11/22/2016,@ Ohio,L 3 - 9,1/,4,216,nan,1,nan,20,Akron Zips,Defense
08/30/2014,Nicholls St.,W 44 - 16,1/,,455,6,3,nan,55,Air Force Falcons,Offense
08/30/2014,Nicholls St.,W 44 - 16,1/,,226,1,1,nan,21,Air Force Falcons,Defense
09/06/2014,@ Wyoming,L 13 - 17,1/,,259,3,nan,nan,nan,Air Force Falcons,Offense
09/06/2014,@ Wyoming,L 13 - 17,1/,,260,4,1,nan,27,Air Force Falcons,Defense
09/13/2014,@ Georgia St.,W 48 - 38,1/,,508,2,6,nan,103,Air Force Falcons,Offense
09/13/2014,@ Georgia St.,W 48 - 38,1/,,374,1,5,nan,106,Air Force Falcons,Defense
09/27/2014,Boise St.,W 28 - 14,1/,,316,1,nan,nan,nan,Air Force Falcons,Offense
09/27/2014,Boise St.,W 28 - 14,1/,,195,3,4,nan,66,Air Force Falcons,Defense
10/04/2014,Navy,W 30 - 21,1/,,390,6,2,nan,34,Air Force Falcons,Offense
10/04/2014,Navy,W 30 - 21,1/,,195,2,nan,nan,nan,Air Force Falcons,Defense
10/11/2014,@ Utah St.,L 16 - 34,1/,,319,3,4,nan,101,Air Force Falcons,Offense
10/11/2014,@ Utah St.,L 16 - 34,1/,,448,3,2,nan,63,Air Force Falcons,Defense
10/18/2014,New Mexico,W 35 - 31,1/,,339,3,nan,nan,nan,Air Force Falcons,Offense
10/18/2014,New Mexico,W 35 - 31,1/,,387,5,2,nan,34,Air Force Falcons,Defense
11/01/2014,@ Army West Point,W 23 - 6,1/,,377,3,3,nan,52,Air Force Falcons,Offense
11/01/2014,@ Army West Point,W 23 - 6,1/,,167,nan,2,nan,31,Air Force Falcons,Defense
11/08/2014,@ UNLV,W 48 - 21,1/,,561,3,4,nan,90,Air Force Falcons,Offense
11/08/2014,@ UNLV,W 48 - 21,1/,,208,nan,6,nan,139,Air Force Falcons,Defense
11/15/2014,Nevada,W 45 - 38 (1OT),1/,,420,5,3,nan,54,Air Force Falcons,Offense
11/15/2014,Nevada,W 45 - 38 (1OT),1/,,272,1,2,nan,10,Air Force Falcons,Defense
11/21/2014,@ San Diego St.,L 14 - 30,1/,,177,nan,5,nan,120,Air Force Falcons,Offense
11/21/2014,@ San Diego St.,L 14 - 30,1/,,445,1,3,nan,63,Air Force Falcons,Defense
11/28/2014,Colorado St.,W 27 - 24,1/,,325,4,2,nan,52,Air Force Falcons,Offense
11/28/2014,Colorado St.,W 27 - 24,1/,,321,3,1,nan,19,Air Force Falcons,Defense
12/20/2014,"Western Mich. @ Boise, Idaho",W 38 - 24,1/,,427,nan,2,nan,48,Air Force Falcons,Offense
12/20/2014,"Western Mich. @ Boise, Idaho",W 38 - 24,1/,,254,2,7,nan,166,Air Force Falcons,Defense
08/31/2013,Colgate,W 38 - 13,1/,,463,5,nan,nan,nan,Air Force Falcons,Offense
08/31/2013,Colgate,W 38 - 13,1/,,195,3,2,nan,48,Air Force Falcons,Defense
09/07/2013,Utah St.,L 20 - 52,1/,,318,3,1,nan,15,Air Force Falcons,Offense
09/07/2013,Utah St.,L 20 - 52,1/,,585,8/,2,nan,40,Air Force Falcons,Defense
09/13/2013,@ Boise St.,L 20 - 42,1/,,307,2,1,nan,33,Air Force Falcons,Offense
09/13/2013,@ Boise St.,L 20 - 42,1/,,453,6,3,nan,50,Air Force Falcons,Defense
09/21/2013,Wyoming,L 23 - 56,1/,,322,4,3,nan,72,Air Force Falcons,Offense
09/21/2013,Wyoming,L 23 - 56,1/,,562,6,1,nan,14,Air Force Falcons,Defense
09/28/2013,@ Nevada,L 42 - 45,1/,,400,3,3,nan,70,Air Force Falcons,Offense
09/28/2013,@ Nevada,L 42 - 45,1/,,506,5,4,nan,46,Air Force Falcons,Defense
10/05/2013,@ Navy,L 10 - 28,1/,,184,2,3,nan,61,Air Force Falcons,Offense
10/05/2013,@ Navy,L 10 - 28,1/,,319,2,1,nan,19,Air Force Falcons,Defense
10/10/2013,San Diego St.,L 20 - 27,1/,,260,3,nan,nan,nan,Air Force Falcons,Offense
10/10/2013,San Diego St.,L 20 - 27,1/,,325,5,1,nan,35,Air Force Falcons,Defense
10/26/2013,Notre Dame,L 10 - 45,1/,,183,2,1,nan,29,Air Force Falcons,Offense
10/26/2013,Notre Dame,L 10 - 45,1/,,520,7/,1,nan,37,Air Force Falcons,Defense
11/02/2013,Army West Point,W 42 - 28,1/,,452,6,1,nan,27,Air Force Falcons,Offense
11/02/2013,Army West Point,W 42 - 28,1/,,324,4,1,nan,20,Air Force Falcons,Defense
11/08/2013,@ New Mexico,L 37 - 45,1/,,296,2,6,nan,162,Air Force Falcons,Offense
11/08/2013,@ New Mexico,L 37 - 45,1/,,511,2,3,nan,57,Air Force Falcons,Defense
11/21/2013,UNLV,L 21 - 41,1/,,259,1,4,nan,86,Air Force Falcons,Offense
11/21/2013,UNLV,L 21 - 41,1/,,368,2,3,nan,56,Air Force Falcons,Defense
11/30/2013,@ Colorado St.,L 13 - 58,1/,,195,3,5,nan,102,Air Force Falcons,Offense
11/30/2013,@ Colorado St.,L 13 - 58,1/,,580,4,nan,nan,nan,Air Force Falcons,Defense
09/03/2016,Abilene Christian,W 37 - 21,1/,7,455,6,2,nan,43,Air Force Falcons,Offense
09/03/2016,Abilene Christian,W 37 - 21,1/,4,255,2,1,nan,27,Air Force Falcons,Defense
09/10/2016,Georgia St.,W 48 - 14,1/,8,502,4,1,1,99,Air Force Falcons,Offense
09/10/2016,Georgia St.,W 48 - 14,1/,3,94,2,3,nan,127,Air Force Falcons,Defense
09/24/2016,@ Utah St.,W 27 - 20,1/,6,374,3,2,nan,82,Air Force Falcons,Offense
09/24/2016,@ Utah St.,W 27 - 20,1/,5,288,2,2,nan,33,Air Force Falcons,Defense
10/01/2016,Navy,W 28 - 14,1/,6,386,5,1,nan,18,Air Force Falcons,Offense
10/01/2016,Navy,W 28 - 14,1/,2,103,nan,1,nan,23,Air Force Falcons,Defense
10/08/2016,@ Wyoming,L 26 - 35,1/,6,329,3,1,nan,18,Air Force Falcons,Offense
10/08/2016,@ Wyoming,L 26 - 35,1/,6,388,5,3,nan,47,Air Force Falcons,Defense
10/15/2016,"New Mexico @ Dallas, Texas",L 40 - 45,1/,7,437,3,1,nan,22,Air Force Falcons,Offense
10/15/2016,"New Mexico @ Dallas, Texas",L 40 - 45,1/,8,516,7,4,nan,160,Air Force Falcons,Defense
10/22/2016,Hawaii,L 27 - 34 (2OT),1/,5,325,4,1,nan,14,Air Force Falcons,Offense
10/22/2016,Hawaii,L 27 - 34 (2OT),1/,5,323,4,1,nan,39,Air Force Falcons,Defense
10/28/2016,@ Fresno St.,W 31 - 21,1/,6,331,nan,4,nan,69,Air Force Falcons,Offense
10/28/2016,@ Fresno St.,W 31 - 21,1/,4,240,nan,6,nan,113,Air Force Falcons,Defense
11/05/2016,@ Army West Point,W 31 - 12,1/,6,328,1,1,nan,15,Air Force Falcons,Offense
11/05/2016,@ Army West Point,W 31 - 12,1/,3,170,1,4,nan,40,Air Force Falcons,Defense
11/12/2016,Colorado St.,W 49 - 46,1/,8,500,4,nan,nan,nan,Air Force Falcons,Offense
11/12/2016,Colorado St.,W 49 - 46,1/,8,520,8,4,nan,93,Air Force Falcons,Defense
11/19/2016,@ San Jose St.,W 41 - 38,1/,8,459,4,2,nan,44,Air Force Falcons,Offense
11/19/2016,@ San Jose St.,W 41 - 38,1/,6,343,3,3,nan,15,Air Force Falcons,Defense
11/25/2016,Boise St.,W 27 - 20,1/,6,382,3,2,nan,40,Air Force Falcons,Offense
11/25/2016,Boise St.,W 27 - 20,1/,4,259,2,3,nan,50,Air Force Falcons,Defense
12/30/2016,"South Ala. @ Tucson, Ariz.",W 45 - 21,1/,9,565,5,2,nan,44,Air Force Falcons,Offense
12/30/2016,"South Ala. @ Tucson, Ariz.",W 45 - 21,1/,4,254,2,4,nan,46,Air Force Falcons,Defense
09/05/2015,Morgan St.,W 63 - 7,1/,10,648,8,nan,nan,nan,Air Force Falcons,Offense
09/05/2015,Morgan St.,W 63 - 7,1/,2,130,2,2,nan,25,Air Force Falcons,Defense
09/12/2015,San Jose St.,W 37 - 16,1/,7,455,7,nan,nan,nan,Air Force Falcons,Offense
09/12/2015,San Jose St.,W 37 - 16,1/,4,260,4,nan,nan,nan,Air Force Falcons,Defense
09/19/2015,@ Michigan St.,L 21 - 35,1/,3,195,2,4,nan,47,Air Force Falcons,Offense
09/19/2015,@ Michigan St.,L 21 - 35,1/,6,351,2,1,nan,13,Air Force Falcons,Defense
10/03/2015,@ Navy,L 11 - 33,1/,3,195,2,5,nan,116,Air Force Falcons,Offense
10/03/2015,@ Navy,L 11 - 33,1/,7,434,2,1,nan,15,Air Force Falcons,Defense
10/10/2015,Wyoming,W 31 - 17,1/,6,390,5,1,nan,24,Air Force Falcons,Offense
10/10/2015,Wyoming,W 31 - 17,1/,3,187,2,1,nan,25,Air Force Falcons,Defense
10/17/2015,@ Colorado St.,L 23 - 38,1/,5,274,3,3,nan,85,Air Force Falcons,Offense
10/17/2015,@ Colorado St.,L 23 - 38,1/,7,436,4,1,nan,10,Air Force Falcons,Defense
10/24/2015,Fresno St.,W 42 - 14,1/,7,455,6,nan,nan,nan,Air Force Falcons,Offense
10/24/2015,Fresno St.,W 42 - 14,1/,3,195,3,1,nan,21,Air Force Falcons,Defense
10/31/2015,@ Hawaii,W 58 - 7,1/,10,641,3,nan,nan,nan,Air Force Falcons,Offense
10/31/2015,@ Hawaii,W 58 - 7,1/,1,65,1,6,1/,212,Air Force Falcons,Defense
11/07/2015,Army West Point,W 20 - 3,1/,5,318,4,nan,nan,nan,Air Force Falcons,Offense
11/07/2015,Army West Point,W 20 - 3,1/,2,130,2,nan,nan,nan,Air Force Falcons,Defense
11/14/2015,Utah St.,W 35 - 28,1/,6,390,6,1,nan,21,Air Force Falcons,Offense
11/14/2015,Utah St.,W 35 - 28,1/,5,324,4,nan,nan,nan,Air Force Falcons,Defense
11/20/2015,@ Boise St.,W 37 - 30,1/,8,474,1,3,nan,57,Air Force Falcons,Offense
11/20/2015,@ Boise St.,W 37 - 30,1/,7,387,3,6,nan,148,Air Force Falcons,Defense
11/28/2015,@ New Mexico,L 35 - 47,1/,5,310,2,1,nan,nan,Air Force Falcons,Offense
11/28/2015,@ New Mexico,L 35 - 47,1/,9,558,8,4,nan,113,Air Force Falcons,Defense
12/05/2015,@ San Diego St.,L 24 - 27,1/,5,294,nan,4,nan,94,Air Force Falcons,Offense
12/05/2015,@ San Diego St.,L 24 - 27,1/,6,366,2,5,nan,107,Air Force Falcons,Defense
12/29/2015,"California @ Fort Worth, Texas",L 36 - 55,1/,6,353,nan,10/,nan,225/,Air Force Falcons,Offense
12/29/2015,"California @ Fort Worth, Texas",L 36 - 55,1/,10,553,nan,6,nan,136,Air Force Falcons,Defense
08/31/2013,Washington St.,W 31 - 24,1/,,454,5,3,1/,141,Auburn Tigers,Offense
08/31/2013,Washington St.,W 31 - 24,1/,,325,2,1,nan,30,Auburn Tigers,Defense
09/07/2013,Arkansas St.,W 38 - 9,1/,,453,3,2,nan,57,Auburn Tigers,Offense
09/07/2013,Arkansas St.,W 38 - 9,1/,,259,2,4,nan,71,Auburn Tigers,Defense
09/14/2013,Mississippi St.,W 24 - 20,1/,,390,6,1,nan,11,Auburn Tigers,Offense
09/14/2013,Mississippi St.,W 24 - 20,1/,,260,3,nan,nan,nan,Auburn Tigers,Defense
09/21/2013,@ LSU,L 21 - 35,1/,,115,1,1,nan,14,Auburn Tigers,Offense
09/21/2013,@ LSU,L 21 - 35,1/,,390,5,1,nan,19,Auburn Tigers,Defense
10/05/2013,Ole Miss,W 30 - 22,1/,,388,4,2,nan,53,Auburn Tigers,Offense
10/05/2013,Ole Miss,W 30 - 22,1/,,385,3,2,nan,45,Auburn Tigers,Defense
10/12/2013,Western Caro.,W 62 - 3,1/,,650,9/,2,nan,14,Auburn Tigers,Offense
10/12/2013,Western Caro.,W 62 - 3,1/,,83,nan,1,nan,10,Auburn Tigers,Defense
10/19/2013,@ Texas A&M,W 45 - 41,1/,,515,5,5,nan,93,Auburn Tigers,Offense
10/19/2013,@ Texas A&M,W 45 - 41,1/,,492,3,3,nan,81,Auburn Tigers,Defense
10/26/2013,Fla. Atlantic,W 45 - 10,1/,,510,5,3,nan,72,Auburn Tigers,Offense
10/26/2013,Fla. Atlantic,W 45 - 10,1/,,175,nan,3,nan,65,Auburn Tigers,Defense
11/02/2013,@ Arkansas,W 35 - 17,1/,,390,5,nan,nan,nan,Auburn Tigers,Offense
11/02/2013,@ Arkansas,W 35 - 17,1/,,192,2,1,nan,87,Auburn Tigers,Defense
11/09/2013,@ Tennessee,W 55 - 23,1/,,578,5,5,1/,185,Auburn Tigers,Offense
11/09/2013,@ Tennessee,W 55 - 23,1/,,350,1,4,nan,74,Auburn Tigers,Defense
11/16/2013,Georgia,W 43 - 38,1/,,585,9/,6,nan,108,Auburn Tigers,Offense
11/16/2013,Georgia,W 43 - 38,1/,,347,nan,nan,nan,nan,Auburn Tigers,Defense
11/30/2013,Alabama,W 34 - 28,1/,,300,2,4,nan,90,Auburn Tigers,Offense
11/30/2013,Alabama,W 34 - 28,1/,,318,1,3,nan,54,Auburn Tigers,Defense
12/07/2013,"Missouri @ Atlanta, GA",W 59 - 42,1/,,585,8,2,nan,28,Auburn Tigers,Offense
12/07/2013,"Missouri @ Atlanta, GA",W 59 - 42,1/,,500,6,1,nan,14,Auburn Tigers,Defense
01/06/2014,"Florida St. @ Pasadena, Calif.",L 31 - 34,1/,,387,2,4,nan,70,Auburn Tigers,Offense
01/06/2014,"Florida St. @ Pasadena, Calif.",L 31 - 34,1/,,429,3,4,1/,172,Auburn Tigers,Defense
09/04/2015,Fordham,L 35 - 37,1/,6,380,nan,5,nan,84,Army West Point Black Knights,Offense
09/04/2015,Fordham,L 35 - 37,1/,6,352,1,6,nan,122,Army West Point Black Knights,Defense
09/12/2015,@ UConn,L 17 - 22,1/,4,255,3,5,nan,74,Army West Point Black Knights,Offense
09/12/2015,@ UConn,L 17 - 22,1/,6,332,1,1,nan,12,Army West Point Black Knights,Defense
09/19/2015,Wake Forest,L 14 - 17,1/,3,195,3,1,nan,17,Army West Point Black Knights,Offense
09/19/2015,Wake Forest,L 14 - 17,1/,3,184,2,nan,nan,nan,Army West Point Black Knights,Defense
09/26/2015,@ Eastern Mich.,W 58 - 36,1/,9,566,5,3,nan,47,Army West Point Black Knights,Offense
09/26/2015,@ Eastern Mich.,W 58 - 36,1/,6,382,3,3,nan,74,Army West Point Black Knights,Defense
10/03/2015,@ Penn St.,L 14 - 20,1/,3,187,2,4,nan,85,Army West Point Black Knights,Offense
10/03/2015,@ Penn St.,L 14 - 20,1/,5,318,1,1,nan,14,Army West Point Black Knights,Defense
10/10/2015,Duke,L 3 - 44,1/,2,103,1,5,nan,94,Army West Point Black Knights,Offense
10/10/2015,Duke,L 3 - 44,1/,9,545,4,1,nan,10,Army West Point Black Knights,Defense
10/17/2015,Bucknell,W 21 - 14,1/,4,253,1,1,nan,27,Army West Point Black Knights,Offense
10/17/2015,Bucknell,W 21 - 14,1/,3,167,1,3,nan,70,Army West Point Black Knights,Defense
10/24/2015,@ Rice,L 31 - 38,1/,5,325,2,2,nan,39,Army West Point Black Knights,Offense
10/24/2015,@ Rice,L 31 - 38,1/,6,388,4,3,nan,64,Army West Point Black Knights,Defense
11/07/2015,@ Air Force,L 3 - 20,1/,2,130,2,nan,nan,nan,Army West Point Black Knights,Offense
11/07/2015,@ Air Force,L 3 - 20,1/,5,318,4,nan,nan,nan,Army West Point Black Knights,Defense
11/14/2015,Tulane,L 31 - 34,1/,6,354,nan,4,nan,76,Army West Point Black Knights,Offense
11/14/2015,Tulane,L 31 - 34,1/,6,362,2,6,nan,95,Army West Point Black Knights,Defense
11/21/2015,Rutgers,L 21 - 31,1/,4,173,nan,5,nan,112,Army West Point Black Knights,Offense
11/21/2015,Rutgers,L 21 - 31,1/,5,308,nan,4,nan,38,Army West Point Black Knights,Defense
12/12/2015,"Navy @ Philadelphia, PA",L 17 - 21,1/,4,260,3,2,nan,36,Army West Point Black Knights,Offense
12/12/2015,"Navy @ Philadelphia, PA",L 17 - 21,1/,4,257,2,1,nan,42,Army West Point Black Knights,Defense
09/06/2014,Buffalo,W 47 - 39,1/,,459,2,3,nan,35,Army West Point Black Knights,Offense
09/06/2014,Buffalo,W 47 - 39,1/,,199,2,6,nan,91,Army West Point Black Knights,Defense
09/13/2014,@ Stanford,L 0 - 35,1/,,65,1,1,nan,4,Army West Point Black Knights,Offense
09/13/2014,@ Stanford,L 0 - 35,1/,,381,4,nan,nan,nan,Army West Point Black Knights,Defense
09/20/2014,@ Wake Forest,L 21 - 24,1/,,179,1,2,nan,41,Army West Point Black Knights,Offense
09/20/2014,@ Wake Forest,L 21 - 24,1/,,316,3,2,nan,47,Army West Point Black Knights,Defense
09/27/2014,@ Yale,L 43 - 49 (1OT),1/,,444,5,3,nan,43,Army West Point Black Knights,Offense
09/27/2014,@ Yale,L 43 - 49 (1OT),1/,,413,4,1,nan,29,Army West Point Black Knights,Defense
10/04/2014,Ball St.,W 33 - 24,1/,,424,3,1,nan,39,Army West Point Black Knights,Offense
10/04/2014,Ball St.,W 33 - 24,1/,,320,4,4,nan,87,Army West Point Black Knights,Defense
10/11/2014,Rice,L 21 - 41,1/,,218,nan,2,nan,37,Army West Point Black Knights,Offense
10/11/2014,Rice,L 21 - 41,1/,,505,5,4,nan,79,Army West Point Black Knights,Defense
10/18/2014,@ Kent St.,L 17 - 39,1/,,230,1,8,nan,149,Army West Point Black Knights,Offense
10/18/2014,@ Kent St.,L 17 - 39,1/,,542,1,3,nan,57,Army West Point Black Knights,Defense
