Date,Opponent,Result,SackUA,G,SackA,SackYds,Sacks,Team,OffenseDefense
10/03/2015,Arkansas,L 20 - 24,nan,1/,nan,8,1.0,Tennessee Volunteers,Defense
10/10/2015,Georgia,W 38 - 31,nan,1/,nan,6,1.0,Tennessee Volunteers,Offense
10/10/2015,Georgia,W 38 - 31,nan,1/,nan,7,1.0,Tennessee Volunteers,Defense
10/24/2015,@ Alabama,L 14 - 19,nan,1/,nan,27,5.0,Tennessee Volunteers,Offense
10/24/2015,@ Alabama,L 14 - 19,nan,1/,nan,38,5.0,Tennessee Volunteers,Defense
10/31/2015,@ Kentucky,W 52 - 21,nan,1/,nan,7,2.0,Tennessee Volunteers,Offense
10/31/2015,@ Kentucky,W 52 - 21,nan,1/,nan,7,1.0,Tennessee Volunteers,Defense
11/07/2015,South Carolina,W 27 - 24,nan,1/,nan,8,1.0,Tennessee Volunteers,Offense
11/07/2015,South Carolina,W 27 - 24,nan,1/,nan,9,2.0,Tennessee Volunteers,Defense
11/14/2015,North Texas,W 24 - 0,nan,1/,nan,21,3.0,Tennessee Volunteers,Offense
11/14/2015,North Texas,W 24 - 0,nan,1/,nan,13,2.0,Tennessee Volunteers,Defense
11/21/2015,@ Missouri,W 19 - 8,nan,1/,nan,7,2.0,Tennessee Volunteers,Offense
11/21/2015,@ Missouri,W 19 - 8,nan,1/,nan,nan,nan,Tennessee Volunteers,Defense
11/28/2015,Vanderbilt,W 53 - 28,nan,1/,nan,26,4.0,Tennessee Volunteers,Offense
11/28/2015,Vanderbilt,W 53 - 28,nan,1/,nan,nan,nan,Tennessee Volunteers,Defense
01/01/2016,"Northwestern @ Tampa, Fla",W 45 - 6,nan,1/,nan,31,4.0,Tennessee Volunteers,Offense
01/01/2016,"Northwestern @ Tampa, Fla",W 45 - 6,nan,1/,nan,17,2.0,Tennessee Volunteers,Defense
08/31/2014,Utah St.,W 38 - 7,nan,1/,nan,5,1.0,Tennessee Volunteers,Offense
08/31/2014,Utah St.,W 38 - 7,nan,1/,nan,14,2.0,Tennessee Volunteers,Defense
09/06/2014,Arkansas St.,W 34 - 19,nan,1/,nan,15,3.0,Tennessee Volunteers,Offense
09/06/2014,Arkansas St.,W 34 - 19,nan,1/,nan,13,2.0,Tennessee Volunteers,Defense
09/13/2014,@ Oklahoma,L 10 - 34,nan,1/,nan,2,1.0,Tennessee Volunteers,Offense
09/13/2014,@ Oklahoma,L 10 - 34,nan,1/,nan,32,5.0,Tennessee Volunteers,Defense
09/27/2014,@ Georgia,L 32 - 35,nan,1/,nan,11,3.0,Tennessee Volunteers,Offense
09/27/2014,@ Georgia,L 32 - 35,nan,1/,nan,31,3.0,Tennessee Volunteers,Defense
10/04/2014,Florida,L 9 - 10,nan,1/,nan,27,3.0,Tennessee Volunteers,Offense
10/04/2014,Florida,L 9 - 10,nan,1/,nan,49,6.0,Tennessee Volunteers,Defense
10/11/2014,Chattanooga,W 45 - 10,nan,1/,nan,5,1.0,Tennessee Volunteers,Offense
10/11/2014,Chattanooga,W 45 - 10,nan,1/,nan,35,5.0,Tennessee Volunteers,Defense
10/18/2014,@ Ole Miss,L 3 - 34,nan,1/,nan,27,6.0,Tennessee Volunteers,Offense
10/18/2014,@ Ole Miss,L 3 - 34,nan,1/,nan,41,7.0,Tennessee Volunteers,Defense
10/25/2014,Alabama,L 20 - 34,nan,1/,nan,6,1.0,Tennessee Volunteers,Offense
10/25/2014,Alabama,L 20 - 34,nan,1/,nan,17,2.0,Tennessee Volunteers,Defense
11/01/2014,@ South Carolina,W 45 - 42 (1OT),nan,1/,nan,30,5.0,Tennessee Volunteers,Offense
11/01/2014,@ South Carolina,W 45 - 42 (1OT),nan,1/,nan,nan,nan,Tennessee Volunteers,Defense
11/15/2014,Kentucky,W 50 - 16,nan,1/,nan,24,5.0,Tennessee Volunteers,Offense
11/15/2014,Kentucky,W 50 - 16,nan,1/,nan,10,1.0,Tennessee Volunteers,Defense
11/22/2014,Missouri,L 21 - 29,nan,1/,nan,18,3.0,Tennessee Volunteers,Offense
11/22/2014,Missouri,L 21 - 29,nan,1/,nan,31,6.0,Tennessee Volunteers,Defense
11/29/2014,@ Vanderbilt,W 24 - 17,nan,1/,nan,18,3.0,Tennessee Volunteers,Offense
11/29/2014,@ Vanderbilt,W 24 - 17,nan,1/,nan,29,3.0,Tennessee Volunteers,Defense
01/02/2015,"Iowa @ Jacksonville, Fla.",W 45 - 28,nan,1/,nan,nan,nan,Tennessee Volunteers,Offense
01/02/2015,"Iowa @ Jacksonville, Fla.",W 45 - 28,nan,1/,nan,3,1.0,Tennessee Volunteers,Defense
09/01/2016,Appalachian St.,W 20 - 13 (1OT),nan,1/,nan,nan,nan,Tennessee Volunteers,Offense
09/01/2016,Appalachian St.,W 20 - 13 (1OT),nan,1/,nan,19,2.0,Tennessee Volunteers,Defense
09/10/2016,"Virginia Tech @ Bristol, Tenn.",W 45 - 24,nan,1/,nan,15,3.0,Tennessee Volunteers,Offense
09/10/2016,"Virginia Tech @ Bristol, Tenn.",W 45 - 24,nan,1/,nan,10,2.0,Tennessee Volunteers,Defense
09/17/2016,Ohio,W 28 - 19,nan,1/,nan,nan,nan,Tennessee Volunteers,Offense
09/17/2016,Ohio,W 28 - 19,nan,1/,nan,27,3.0,Tennessee Volunteers,Defense
09/24/2016,Florida,W 38 - 28,nan,1/,nan,6,2.0,Tennessee Volunteers,Offense
09/24/2016,Florida,W 38 - 28,nan,1/,nan,8,1.0,Tennessee Volunteers,Defense
10/01/2016,@ Georgia,W 34 - 31,nan,1/,nan,21,3.0,Tennessee Volunteers,Offense
10/01/2016,@ Georgia,W 34 - 31,nan,1/,nan,21,2.0,Tennessee Volunteers,Defense
10/08/2016,@ Texas A&M,L 38 - 45 (2OT),nan,1/,nan,9,1.0,Tennessee Volunteers,Offense
10/08/2016,@ Texas A&M,L 38 - 45 (2OT),nan,1/,nan,29,4.0,Tennessee Volunteers,Defense
10/15/2016,Alabama,L 10 - 49,nan,1/,nan,14,1.0,Tennessee Volunteers,Offense
10/15/2016,Alabama,L 10 - 49,nan,1/,nan,37,3.0,Tennessee Volunteers,Defense
10/29/2016,@ South Carolina,L 21 - 24,nan,1/,nan,30,6.0,Tennessee Volunteers,Offense
10/29/2016,@ South Carolina,L 21 - 24,nan,1/,nan,24,2.0,Tennessee Volunteers,Defense
11/05/2016,Tennessee Tech,W 55 - 0,nan,1/,nan,30,4.0,Tennessee Volunteers,Offense
11/05/2016,Tennessee Tech,W 55 - 0,nan,1/,nan,nan,nan,Tennessee Volunteers,Defense
11/12/2016,Kentucky,W 49 - 36,nan,1/,nan,30,4.0,Tennessee Volunteers,Offense
11/12/2016,Kentucky,W 49 - 36,nan,1/,nan,34,2.0,Tennessee Volunteers,Defense
11/19/2016,Missouri,W 63 - 37,nan,1/,nan,7,1.0,Tennessee Volunteers,Offense
11/19/2016,Missouri,W 63 - 37,nan,1/,nan,3,2.0,Tennessee Volunteers,Defense
11/26/2016,@ Vanderbilt,L 34 - 45,nan,1/,nan,11,1.0,Tennessee Volunteers,Offense
11/26/2016,@ Vanderbilt,L 34 - 45,nan,1/,nan,13,2.0,Tennessee Volunteers,Defense
12/30/2016,"Nebraska @ Nashville, Tenn.",W 38 - 24,nan,1/,nan,36,4.0,Tennessee Volunteers,Offense
12/30/2016,"Nebraska @ Nashville, Tenn.",W 38 - 24,nan,1/,nan,nan,nan,Tennessee Volunteers,Defense
08/31/2013,Austin Peay,W 45 - 0,nan,1/,nan,5,2.0,Tennessee Volunteers,Offense
08/31/2013,Austin Peay,W 45 - 0,nan,1/,nan,6,1.0,Tennessee Volunteers,Defense
09/07/2013,Western Ky.,W 52 - 20,nan,1/,nan,10,2.0,Tennessee Volunteers,Offense
09/07/2013,Western Ky.,W 52 - 20,nan,1/,nan,1,1.0,Tennessee Volunteers,Defense
09/14/2013,@ Oregon,L 14 - 59,nan,1/,nan,12,2.0,Tennessee Volunteers,Offense
09/14/2013,@ Oregon,L 14 - 59,nan,1/,nan,nan,nan,Tennessee Volunteers,Defense
09/21/2013,@ Florida,L 17 - 31,nan,1/,nan,nan,nan,Tennessee Volunteers,Offense
09/21/2013,@ Florida,L 17 - 31,nan,1/,nan,6,1.0,Tennessee Volunteers,Defense
09/28/2013,South Ala.,W 31 - 24,nan,1/,nan,8,1.0,Tennessee Volunteers,Offense
09/28/2013,South Ala.,W 31 - 24,nan,1/,nan,5,1.0,Tennessee Volunteers,Defense
10/05/2013,Georgia,L 31 - 34 (1OT),nan,1/,nan,7,1.0,Tennessee Volunteers,Offense
10/05/2013,Georgia,L 31 - 34 (1OT),nan,1/,nan,16,3.0,Tennessee Volunteers,Defense
10/19/2013,South Carolina,W 23 - 21,nan,1/,nan,17,4.0,Tennessee Volunteers,Offense
10/19/2013,South Carolina,W 23 - 21,nan,1/,nan,6,1.0,Tennessee Volunteers,Defense
10/26/2013,@ Alabama,L 10 - 45,nan,1/,nan,nan,nan,Tennessee Volunteers,Offense
10/26/2013,@ Alabama,L 10 - 45,nan,1/,nan,nan,nan,Tennessee Volunteers,Defense
11/02/2013,@ Missouri,L 3 - 31,nan,1/,nan,nan,nan,Tennessee Volunteers,Offense
11/02/2013,@ Missouri,L 3 - 31,nan,1/,nan,15,2.0,Tennessee Volunteers,Defense
11/09/2013,Auburn,L 23 - 55,nan,1/,nan,7,1.0,Tennessee Volunteers,Offense
11/09/2013,Auburn,L 23 - 55,nan,1/,nan,19,2.0,Tennessee Volunteers,Defense
11/23/2013,Vanderbilt,L 10 - 14,nan,1/,nan,nan,nan,Tennessee Volunteers,Offense
11/23/2013,Vanderbilt,L 10 - 14,nan,1/,nan,23,2.0,Tennessee Volunteers,Defense
11/30/2013,@ Kentucky,W 27 - 14,nan,1/,nan,29,5.0,Tennessee Volunteers,Offense
11/30/2013,@ Kentucky,W 27 - 14,nan,1/,nan,13,1.0,Tennessee Volunteers,Defense
08/31/2013,@ Notre Dame,L 6 - 28,nan,1/,nan,5,1.0,Temple Owls,Offense
08/31/2013,@ Notre Dame,L 6 - 28,nan,1/,nan,4,1.0,Temple Owls,Defense
09/07/2013,Houston,L 13 - 22,nan,1/,nan,16,2.0,Temple Owls,Offense
09/07/2013,Houston,L 13 - 22,nan,1/,nan,26,3.0,Temple Owls,Defense
09/14/2013,Fordham,L 29 - 30,nan,1/,nan,6,2.0,Temple Owls,Offense
09/14/2013,Fordham,L 29 - 30,nan,1/,nan,28,4.0,Temple Owls,Defense
09/28/2013,@ Idaho,L 24 - 26,nan,1/,nan,6,2.0,Temple Owls,Offense
09/28/2013,@ Idaho,L 24 - 26,nan,1/,nan,12,2.0,Temple Owls,Defense
10/05/2013,Louisville,L 7 - 30,nan,1/,nan,12,2.0,Temple Owls,Offense
10/05/2013,Louisville,L 7 - 30,nan,1/,nan,34,4.0,Temple Owls,Defense
10/11/2013,@ Cincinnati,L 20 - 38,nan,1/,nan,9,1.0,Temple Owls,Offense
10/11/2013,@ Cincinnati,L 20 - 38,nan,1/,nan,15,3.0,Temple Owls,Defense
10/19/2013,Army West Point,W 33 - 14,nan,1/,nan,4,2.0,Temple Owls,Offense
10/19/2013,Army West Point,W 33 - 14,nan,1/,nan,nan,nan,Temple Owls,Defense
10/26/2013,@ SMU,L 49 - 59,nan,1/,nan,nan,nan,Temple Owls,Offense
10/26/2013,@ SMU,L 49 - 59,nan,1/,nan,13,4.0,Temple Owls,Defense
11/02/2013,@ Rutgers,L 20 - 23,nan,1/,nan,14,2.0,Temple Owls,Offense
11/02/2013,@ Rutgers,L 20 - 23,nan,1/,nan,9,1.0,Temple Owls,Defense
11/16/2013,UCF,L 36 - 39,nan,1/,nan,11,3.0,Temple Owls,Offense
11/16/2013,UCF,L 36 - 39,nan,1/,nan,17,3.0,Temple Owls,Defense
11/23/2013,UConn,L 21 - 28,nan,1/,nan,9,1.0,Temple Owls,Offense
11/23/2013,UConn,L 21 - 28,nan,1/,nan,34,5.0,Temple Owls,Defense
11/30/2013,@ Memphis,W 41 - 21,nan,1/,nan,8,1.0,Temple Owls,Offense
11/30/2013,@ Memphis,W 41 - 21,nan,1/,nan,16,2.0,Temple Owls,Defense
09/05/2015,Penn St.,W 27 - 10,nan,1/,nan,64,10.0/,Temple Owls,Offense
09/05/2015,Penn St.,W 27 - 10,nan,1/,nan,17,2.0,Temple Owls,Defense
09/12/2015,@ Cincinnati,W 34 - 26,nan,1/,nan,2,1.0,Temple Owls,Offense
09/12/2015,@ Cincinnati,W 34 - 26,nan,1/,nan,6,1.0,Temple Owls,Defense
09/19/2015,@ Massachusetts,W 25 - 23,nan,1/,nan,11,1.0,Temple Owls,Offense
09/19/2015,@ Massachusetts,W 25 - 23,nan,1/,nan,14,3.0,Temple Owls,Defense
10/02/2015,@ Charlotte,W 37 - 3,nan,1/,nan,nan,nan,Temple Owls,Offense
10/02/2015,@ Charlotte,W 37 - 3,nan,1/,nan,nan,nan,Temple Owls,Defense
10/10/2015,Tulane,W 49 - 10,nan,1/,nan,27,4.0,Temple Owls,Offense
10/10/2015,Tulane,W 49 - 10,nan,1/,nan,12,2.0,Temple Owls,Defense
10/17/2015,UCF,W 30 - 16,nan,1/,nan,2,1.0,Temple Owls,Offense
10/17/2015,UCF,W 30 - 16,nan,1/,nan,nan,nan,Temple Owls,Defense
10/22/2015,@ East Carolina,W 24 - 14,nan,1/,nan,40,6.0,Temple Owls,Offense
10/22/2015,@ East Carolina,W 24 - 14,nan,1/,nan,nan,nan,Temple Owls,Defense
10/31/2015,Notre Dame,L 20 - 24,nan,1/,nan,nan,nan,Temple Owls,Offense
10/31/2015,Notre Dame,L 20 - 24,nan,1/,nan,6,2.0,Temple Owls,Defense
11/06/2015,@ SMU,W 60 - 40,nan,1/,nan,3,2.0,Temple Owls,Offense
11/06/2015,@ SMU,W 60 - 40,nan,1/,nan,13,2.0,Temple Owls,Defense
11/14/2015,@ South Fla.,L 23 - 44,nan,1/,nan,14,3.0,Temple Owls,Offense
11/14/2015,@ South Fla.,L 23 - 44,nan,1/,nan,10,2.0,Temple Owls,Defense
11/21/2015,Memphis,W 31 - 12,nan,1/,nan,7,2.0,Temple Owls,Offense
11/21/2015,Memphis,W 31 - 12,nan,1/,nan,nan,nan,Temple Owls,Defense
11/28/2015,UConn,W 27 - 3,nan,1/,nan,19,3.0,Temple Owls,Offense
11/28/2015,UConn,W 27 - 3,nan,1/,nan,9,2.0,Temple Owls,Defense
12/05/2015,@ Houston,L 13 - 24,nan,1/,nan,nan,nan,Temple Owls,Offense
12/05/2015,@ Houston,L 13 - 24,nan,1/,nan,4,1.0,Temple Owls,Defense
12/22/2015,"Toledo @ Boca Raton, FL",L 17 - 32,nan,1/,nan,nan,nan,Temple Owls,Offense
12/22/2015,"Toledo @ Boca Raton, FL",L 17 - 32,nan,1/,nan,10,1.0,Temple Owls,Defense
08/28/2014,@ Vanderbilt,W 37 - 7,nan,1/,nan,26,4.0,Temple Owls,Offense
08/28/2014,@ Vanderbilt,W 37 - 7,nan,1/,nan,1,1.0,Temple Owls,Defense
09/06/2014,Navy,L 24 - 31,nan,1/,nan,nan,nan,Temple Owls,Offense
09/06/2014,Navy,L 24 - 31,nan,1/,nan,nan,nan,Temple Owls,Defense
09/20/2014,Delaware St.,W 59 - 0,nan,1/,nan,8,2.0,Temple Owls,Offense
09/20/2014,Delaware St.,W 59 - 0,nan,1/,nan,nan,nan,Temple Owls,Defense
09/27/2014,@ UConn,W 36 - 10,nan,1/,nan,22,3.0,Temple Owls,Offense
09/27/2014,@ UConn,W 36 - 10,nan,1/,nan,17,3.0,Temple Owls,Defense
10/11/2014,Tulsa,W 35 - 24,nan,1/,nan,7,1.0,Temple Owls,Offense
10/11/2014,Tulsa,W 35 - 24,nan,1/,nan,14,2.0,Temple Owls,Defense
10/17/2014,@ Houston,L 10 - 31,nan,1/,nan,16,3.0,Temple Owls,Offense
10/17/2014,@ Houston,L 10 - 31,nan,1/,nan,11,2.0,Temple Owls,Defense
10/25/2014,@ UCF,L 14 - 34,nan,1/,nan,17,2.0,Temple Owls,Offense
10/25/2014,@ UCF,L 14 - 34,nan,1/,nan,15,4.0,Temple Owls,Defense
11/01/2014,East Carolina,W 20 - 10,nan,1/,nan,19,4.0,Temple Owls,Offense
11/01/2014,East Carolina,W 20 - 10,nan,1/,nan,8,2.0,Temple Owls,Defense
11/07/2014,Memphis,L 13 - 16,nan,1/,nan,6,1.0,Temple Owls,Offense
11/07/2014,Memphis,L 13 - 16,nan,1/,nan,21,2.0,Temple Owls,Defense
11/15/2014,@ Penn St.,L 13 - 30,nan,1/,nan,7,2.0,Temple Owls,Offense
11/15/2014,@ Penn St.,L 13 - 30,nan,1/,nan,2,1.0,Temple Owls,Defense
11/29/2014,Cincinnati,L 6 - 14,nan,1/,nan,17,1.0,Temple Owls,Offense
11/29/2014,Cincinnati,L 6 - 14,nan,1/,nan,25,3.0,Temple Owls,Defense
12/06/2014,@ Tulane,W 10 - 3,nan,1/,nan,25,4.0,Temple Owls,Offense
12/06/2014,@ Tulane,W 10 - 3,nan,1/,nan,7,1.0,Temple Owls,Defense
09/05/2015,Fla. Atlantic,W 47 - 44 (1OT),nan,1/,nan,9,2.0,Tulsa Golden Hurricane,Offense
09/05/2015,Fla. Atlantic,W 47 - 44 (1OT),nan,1/,nan,24,3.0,Tulsa Golden Hurricane,Defense
09/12/2015,@ New Mexico,W 40 - 21,nan,1/,nan,5,1.0,Tulsa Golden Hurricane,Offense
09/12/2015,@ New Mexico,W 40 - 21,nan,1/,nan,19,2.0,Tulsa Golden Hurricane,Defense
09/19/2015,@ Oklahoma,L 38 - 52,nan,1/,nan,10,3.0,Tulsa Golden Hurricane,Offense
09/19/2015,@ Oklahoma,L 38 - 52,nan,1/,nan,6,1.0,Tulsa Golden Hurricane,Defense
10/03/2015,Houston,L 24 - 38,nan,1/,nan,15,2.0,Tulsa Golden Hurricane,Offense
10/03/2015,Houston,L 24 - 38,nan,1/,nan,19,5.0,Tulsa Golden Hurricane,Defense
10/10/2015,La.-Monroe,W 34 - 24,nan,1/,nan,2,1.0,Tulsa Golden Hurricane,Offense
10/10/2015,La.-Monroe,W 34 - 24,nan,1/,nan,19,3.0,Tulsa Golden Hurricane,Defense
10/17/2015,@ East Carolina,L 17 - 30,nan,1/,nan,17,3.0,Tulsa Golden Hurricane,Offense
10/17/2015,@ East Carolina,L 17 - 30,nan,1/,nan,20,4.0,Tulsa Golden Hurricane,Defense
10/23/2015,Memphis,L 42 - 66,nan,1/,nan,nan,nan,Tulsa Golden Hurricane,Offense
10/23/2015,Memphis,L 42 - 66,nan,1/,nan,48,6.0,Tulsa Golden Hurricane,Defense
10/31/2015,@ SMU,W 40 - 31,nan,1/,nan,30,4.0,Tulsa Golden Hurricane,Offense
10/31/2015,@ SMU,W 40 - 31,nan,1/,nan,11,2.0,Tulsa Golden Hurricane,Defense
11/07/2015,UCF,W 45 - 30,nan,1/,nan,8,2.0,Tulsa Golden Hurricane,Offense
11/07/2015,UCF,W 45 - 30,nan,1/,nan,5,1.0,Tulsa Golden Hurricane,Defense
11/14/2015,@ Cincinnati,L 38 - 49,nan,1/,nan,8,1.0,Tulsa Golden Hurricane,Offense
11/14/2015,@ Cincinnati,L 38 - 49,nan,1/,nan,15,2.0,Tulsa Golden Hurricane,Defense
11/21/2015,Navy,L 21 - 44,nan,1/,nan,7,1.0,Tulsa Golden Hurricane,Offense
11/21/2015,Navy,L 21 - 44,nan,1/,nan,32,4.0,Tulsa Golden Hurricane,Defense
11/27/2015,@ Tulane,W 45 - 34,nan,1/,nan,1,1.0,Tulsa Golden Hurricane,Offense
11/27/2015,@ Tulane,W 45 - 34,nan,1/,nan,36,3.0,Tulsa Golden Hurricane,Defense
12/26/2015,"Virginia Tech @ Shreveport, La.",L 52 - 55,nan,1/,nan,nan,nan,Tulsa Golden Hurricane,Offense
12/26/2015,"Virginia Tech @ Shreveport, La.",L 52 - 55,nan,1/,nan,28,5.0,Tulsa Golden Hurricane,Defense
08/29/2013,Jackson St.,W 34 - 7,nan,1/,nan,5,1.0,Tulane Green Wave,Offense
08/29/2013,Jackson St.,W 34 - 7,nan,1/,nan,14,3.0,Tulane Green Wave,Defense
09/07/2013,South Ala.,L 39 - 41,nan,1/,nan,12,2.0,Tulane Green Wave,Offense
09/07/2013,South Ala.,L 39 - 41,nan,1/,nan,22,3.0,Tulane Green Wave,Defense
09/12/2013,@ Louisiana Tech,W 24 - 15,nan,1/,nan,29,3.0,Tulane Green Wave,Offense
09/12/2013,@ Louisiana Tech,W 24 - 15,nan,1/,nan,32,5.0,Tulane Green Wave,Defense
09/21/2013,@ Syracuse,L 17 - 52,nan,1/,nan,nan,nan,Tulane Green Wave,Offense
09/21/2013,@ Syracuse,L 17 - 52,nan,1/,nan,18,3.0,Tulane Green Wave,Defense
09/28/2013,@ La.-Monroe,W 31 - 14,nan,1/,nan,32,5.0,Tulane Green Wave,Offense
09/28/2013,@ La.-Monroe,W 31 - 14,nan,1/,nan,1,1.0,Tulane Green Wave,Defense
10/05/2013,North Texas,W 24 - 21,nan,1/,nan,4,1.0,Tulane Green Wave,Offense
10/05/2013,North Texas,W 24 - 21,nan,1/,nan,20,5.0,Tulane Green Wave,Defense
10/12/2013,East Carolina,W 36 - 33 (3OT),nan,1/,nan,41,6.0,Tulane Green Wave,Offense
10/12/2013,East Carolina,W 36 - 33 (3OT),nan,1/,nan,10,2.0,Tulane Green Wave,Defense
10/26/2013,Tulsa,W 14 - 7,nan,1/,nan,13,1.0,Tulane Green Wave,Offense
10/26/2013,Tulsa,W 14 - 7,nan,1/,nan,16,3.0,Tulane Green Wave,Defense
11/02/2013,@ Fla. Atlantic,L 17 - 34,nan,1/,nan,27,4.0,Tulane Green Wave,Offense
11/02/2013,@ Fla. Atlantic,L 17 - 34,nan,1/,nan,19,2.0,Tulane Green Wave,Defense
11/09/2013,@ UTSA,L 7 - 10,nan,1/,nan,14,2.0,Tulane Green Wave,Offense
11/09/2013,@ UTSA,L 7 - 10,nan,1/,nan,5,3.0,Tulane Green Wave,Defense
11/23/2013,UTEP,W 45 - 3,nan,1/,nan,16,2.0,Tulane Green Wave,Offense
11/23/2013,UTEP,W 45 - 3,nan,1/,nan,nan,nan,Tulane Green Wave,Defense
11/30/2013,@ Rice,L 13 - 17,nan,1/,nan,42,7.0,Tulane Green Wave,Offense
11/30/2013,@ Rice,L 13 - 17,nan,1/,nan,nan,nan,Tulane Green Wave,Defense
12/21/2013,"Louisiana @ New Orleans, La.",L 21 - 24,nan,1/,nan,29,4.0,Tulane Green Wave,Offense
12/21/2013,"Louisiana @ New Orleans, La.",L 21 - 24,nan,1/,nan,10,2.0,Tulane Green Wave,Defense
09/03/2015,Duke,L 7 - 37,nan,1/,nan,nan,nan,Tulane Green Wave,Offense
09/03/2015,Duke,L 7 - 37,nan,1/,nan,20,4.0,Tulane Green Wave,Defense
09/12/2015,@ Georgia Tech,L 10 - 65,nan,1/,nan,8,1.0,Tulane Green Wave,Offense
09/12/2015,@ Georgia Tech,L 10 - 65,nan,1/,nan,15,3.0,Tulane Green Wave,Defense
09/19/2015,Maine,W 38 - 7,nan,1/,nan,nan,nan,Tulane Green Wave,Offense
09/19/2015,Maine,W 38 - 7,nan,1/,nan,24,3.0,Tulane Green Wave,Defense
10/03/2015,UCF,W 45 - 31,nan,1/,nan,52,7.0,Tulane Green Wave,Offense
10/03/2015,UCF,W 45 - 31,nan,1/,nan,11,1.0,Tulane Green Wave,Defense
10/10/2015,@ Temple,L 10 - 49,nan,1/,nan,12,2.0,Tulane Green Wave,Offense
10/10/2015,@ Temple,L 10 - 49,nan,1/,nan,27,4.0,Tulane Green Wave,Defense
10/16/2015,Houston,L 7 - 42,nan,1/,nan,15,2.0,Tulane Green Wave,Offense
10/16/2015,Houston,L 7 - 42,nan,1/,nan,25,2.0,Tulane Green Wave,Defense
10/24/2015,@ Navy,L 14 - 31,nan,1/,nan,34,4.0,Tulane Green Wave,Offense
10/24/2015,@ Navy,L 14 - 31,nan,1/,nan,10,2.0,Tulane Green Wave,Defense
10/31/2015,@ Memphis,L 13 - 41,nan,1/,nan,16,2.0,Tulane Green Wave,Offense
10/31/2015,@ Memphis,L 13 - 41,nan,1/,nan,1,1.0,Tulane Green Wave,Defense
11/07/2015,UConn,L 3 - 7,nan,1/,nan,11,2.0,Tulane Green Wave,Offense
11/07/2015,UConn,L 3 - 7,nan,1/,nan,25,2.0,Tulane Green Wave,Defense
11/14/2015,@ Army West Point,W 34 - 31,nan,1/,nan,14,2.0,Tulane Green Wave,Offense
11/14/2015,@ Army West Point,W 34 - 31,nan,1/,nan,9,1.0,Tulane Green Wave,Defense
11/21/2015,@ SMU,L 21 - 49,nan,1/,nan,nan,nan,Tulane Green Wave,Offense
11/21/2015,@ SMU,L 21 - 49,nan,1/,nan,7,2.0,Tulane Green Wave,Defense
11/27/2015,Tulsa,L 34 - 45,nan,1/,nan,36,3.0,Tulane Green Wave,Offense
11/27/2015,Tulsa,L 34 - 45,nan,1/,nan,1,1.0,Tulane Green Wave,Defense
08/28/2014,@ Tulsa,L 31 - 38 (2OT),nan,1/,nan,10,1.0,Tulane Green Wave,Offense
08/28/2014,@ Tulsa,L 31 - 38 (2OT),nan,1/,nan,11,1.0,Tulane Green Wave,Defense
09/06/2014,Georgia Tech,L 21 - 38,nan,1/,nan,7,1.0,Tulane Green Wave,Offense
09/06/2014,Georgia Tech,L 21 - 38,nan,1/,nan,13,3.0,Tulane Green Wave,Defense
09/13/2014,Southeastern La.,W 35 - 20,nan,1/,nan,20,3.0,Tulane Green Wave,Offense
09/13/2014,Southeastern La.,W 35 - 20,nan,1/,nan,17,2.0,Tulane Green Wave,Defense
09/20/2014,@ Duke,L 13 - 47,nan,1/,nan,10,1.0,Tulane Green Wave,Offense
09/20/2014,@ Duke,L 13 - 47,nan,1/,nan,23,3.0,Tulane Green Wave,Defense
09/27/2014,@ Rutgers,L 6 - 31,nan,1/,nan,8,1.0,Tulane Green Wave,Offense
09/27/2014,@ Rutgers,L 6 - 31,nan,1/,nan,38,4.0,Tulane Green Wave,Defense
10/11/2014,UConn,W 12 - 3,nan,1/,nan,16,4.0,Tulane Green Wave,Offense
10/11/2014,UConn,W 12 - 3,nan,1/,nan,nan,nan,Tulane Green Wave,Defense
10/18/2014,@ UCF,L 13 - 20,nan,1/,nan,10,2.0,Tulane Green Wave,Offense
10/18/2014,@ UCF,L 13 - 20,nan,1/,nan,7,1.0,Tulane Green Wave,Defense
10/31/2014,Cincinnati,L 14 - 38,nan,1/,nan,nan,nan,Tulane Green Wave,Offense
10/31/2014,Cincinnati,L 14 - 38,nan,1/,nan,22,2.0,Tulane Green Wave,Defense
11/08/2014,@ Houston,W 31 - 24,nan,1/,nan,29,3.0,Tulane Green Wave,Offense
11/08/2014,@ Houston,W 31 - 24,nan,1/,nan,11,1.0,Tulane Green Wave,Defense
11/15/2014,Memphis,L 7 - 38,nan,1/,nan,23,3.0,Tulane Green Wave,Offense
11/15/2014,Memphis,L 7 - 38,nan,1/,nan,5,1.0,Tulane Green Wave,Defense
11/22/2014,@ East Carolina,L 6 - 34,nan,1/,nan,14,2.0,Tulane Green Wave,Offense
11/22/2014,@ East Carolina,L 6 - 34,nan,1/,nan,26,3.0,Tulane Green Wave,Defense
12/06/2014,Temple,L 3 - 10,nan,1/,nan,7,1.0,Tulane Green Wave,Offense
12/06/2014,Temple,L 3 - 10,nan,1/,nan,25,4.0,Tulane Green Wave,Defense
09/01/2016,@ Wake Forest,L 3 - 7,nan,1/,nan,3,1.0,Tulane Green Wave,Offense
09/01/2016,@ Wake Forest,L 3 - 7,nan,1/,nan,28,4.0,Tulane Green Wave,Defense
