Date,Opponent,Result,G,FumblesRecovered,Int,Blkd,Team,OffenseDefense
11/27/2014,@ Texas,W 48 - 10,1/,1,1,nan,TCU Horned Frogs,Defense
12/06/2014,Iowa St.,W 55 - 3,1/,nan,2,nan,TCU Horned Frogs,Offense
12/06/2014,Iowa St.,W 55 - 3,1/,1,1,nan,TCU Horned Frogs,Defense
12/31/2014,"Ole Miss @ Atlanta, Georgia",W 42 - 3,1/,1,3,nan,TCU Horned Frogs,Offense
12/31/2014,"Ole Miss @ Atlanta, Georgia",W 42 - 3,1/,1,3,nan,TCU Horned Frogs,Defense
08/31/2013,"LSU @ Arlington, Texas",L 27 - 37,1/,1,nan,nan,TCU Horned Frogs,Offense
08/31/2013,"LSU @ Arlington, Texas",L 27 - 37,1/,1,1,nan,TCU Horned Frogs,Defense
09/07/2013,Southeastern La.,W 38 - 17,1/,1,2,nan,TCU Horned Frogs,Offense
09/07/2013,Southeastern La.,W 38 - 17,1/,nan,nan,nan,TCU Horned Frogs,Defense
09/12/2013,@ Texas Tech,L 10 - 20,1/,nan,3,nan,TCU Horned Frogs,Offense
09/12/2013,@ Texas Tech,L 10 - 20,1/,nan,2,nan,TCU Horned Frogs,Defense
09/28/2013,SMU,W 48 - 17,1/,1,4/,nan,TCU Horned Frogs,Offense
09/28/2013,SMU,W 48 - 17,1/,2,nan,1/,TCU Horned Frogs,Defense
10/05/2013,@ Oklahoma,L 17 - 20,1/,1,nan,nan,TCU Horned Frogs,Offense
10/05/2013,@ Oklahoma,L 17 - 20,1/,nan,nan,nan,TCU Horned Frogs,Defense
10/12/2013,Kansas,W 27 - 17,1/,1,1,nan,TCU Horned Frogs,Offense
10/12/2013,Kansas,W 27 - 17,1/,3/,2,nan,TCU Horned Frogs,Defense
10/19/2013,@ Oklahoma St.,L 10 - 24,1/,1,3,nan,TCU Horned Frogs,Offense
10/19/2013,@ Oklahoma St.,L 10 - 24,1/,1,3,nan,TCU Horned Frogs,Defense
10/26/2013,Texas,L 7 - 30,1/,nan,2,nan,TCU Horned Frogs,Offense
10/26/2013,Texas,L 7 - 30,1/,2,1,nan,TCU Horned Frogs,Defense
11/02/2013,West Virginia,L 27 - 30 (1OT),1/,nan,2,nan,TCU Horned Frogs,Offense
11/02/2013,West Virginia,L 27 - 30 (1OT),1/,2,2,nan,TCU Horned Frogs,Defense
11/09/2013,@ Iowa St.,W 21 - 17,1/,2,nan,nan,TCU Horned Frogs,Offense
11/09/2013,@ Iowa St.,W 21 - 17,1/,nan,2,nan,TCU Horned Frogs,Defense
11/16/2013,@ Kansas St.,L 31 - 33,1/,1,1,nan,TCU Horned Frogs,Offense
11/16/2013,@ Kansas St.,L 31 - 33,1/,1,1,nan,TCU Horned Frogs,Defense
11/30/2013,Baylor,L 38 - 41,1/,nan,1,nan,TCU Horned Frogs,Offense
11/30/2013,Baylor,L 38 - 41,1/,1,3,nan,TCU Horned Frogs,Defense
09/02/2016,Colgate,W 33 - 7,1/,nan,nan,nan,Syracuse Orange,Offense
09/02/2016,Colgate,W 33 - 7,1/,1,nan,nan,Syracuse Orange,Defense
09/09/2016,Louisville,L 28 - 62,1/,2,1,nan,Syracuse Orange,Offense
09/09/2016,Louisville,L 28 - 62,1/,1,1,nan,Syracuse Orange,Defense
09/17/2016,South Fla.,L 20 - 45,1/,nan,nan,nan,Syracuse Orange,Offense
09/17/2016,South Fla.,L 20 - 45,1/,1,2,nan,Syracuse Orange,Defense
09/24/2016,@ UConn,W 31 - 24,1/,nan,1,nan,Syracuse Orange,Offense
09/24/2016,@ UConn,W 31 - 24,1/,nan,nan,nan,Syracuse Orange,Defense
10/01/2016,"Notre Dame @ E. Rutherford, N.J.",L 33 - 50,1/,nan,1,nan,Syracuse Orange,Offense
10/01/2016,"Notre Dame @ E. Rutherford, N.J.",L 33 - 50,1/,nan,nan,1,Syracuse Orange,Defense
10/08/2016,@ Wake Forest,L 9 - 28,1/,1,1,nan,Syracuse Orange,Offense
10/08/2016,@ Wake Forest,L 9 - 28,1/,1,1,nan,Syracuse Orange,Defense
10/15/2016,Virginia Tech,W 31 - 17,1/,1,1,1,Syracuse Orange,Offense
10/15/2016,Virginia Tech,W 31 - 17,1/,nan,1,1,Syracuse Orange,Defense
10/22/2016,@ Boston College,W 28 - 20,1/,1,1,nan,Syracuse Orange,Offense
10/22/2016,@ Boston College,W 28 - 20,1/,2,1,nan,Syracuse Orange,Defense
11/05/2016,@ Clemson,L 0 - 54,1/,nan,nan,nan,Syracuse Orange,Offense
11/05/2016,@ Clemson,L 0 - 54,1/,nan,3,nan,Syracuse Orange,Defense
11/12/2016,NC State,L 20 - 35,1/,nan,2,1,Syracuse Orange,Offense
11/12/2016,NC State,L 20 - 35,1/,1,1,nan,Syracuse Orange,Defense
11/19/2016,Florida St.,L 14 - 45,1/,3,1,nan,Syracuse Orange,Offense
11/19/2016,Florida St.,L 14 - 45,1/,nan,2,1,Syracuse Orange,Defense
11/26/2016,@ Pittsburgh,L 61 - 76,1/,1,1,nan,Syracuse Orange,Offense
11/26/2016,@ Pittsburgh,L 61 - 76,1/,nan,1,1,Syracuse Orange,Defense
08/29/2014,Villanova,W 27 - 26 (2OT),1/,nan,nan,nan,Syracuse Orange,Offense
08/29/2014,Villanova,W 27 - 26 (2OT),1/,nan,nan,nan,Syracuse Orange,Defense
09/13/2014,@ Central Mich.,W 40 - 3,1/,2,nan,nan,Syracuse Orange,Offense
09/13/2014,@ Central Mich.,W 40 - 3,1/,nan,nan,nan,Syracuse Orange,Defense
09/20/2014,Maryland,L 20 - 34,1/,nan,nan,nan,Syracuse Orange,Offense
09/20/2014,Maryland,L 20 - 34,1/,1,1,1,Syracuse Orange,Defense
09/27/2014,"Notre Dame @ E. Rutherford, N.J.",L 15 - 31,1/,3,2,nan,Syracuse Orange,Offense
09/27/2014,"Notre Dame @ E. Rutherford, N.J.",L 15 - 31,1/,nan,1,1,Syracuse Orange,Defense
10/03/2014,Louisville,L 6 - 28,1/,1,1,nan,Syracuse Orange,Offense
10/03/2014,Louisville,L 6 - 28,1/,nan,2,nan,Syracuse Orange,Defense
10/11/2014,Florida St.,L 20 - 38,1/,2,nan,nan,Syracuse Orange,Offense
10/11/2014,Florida St.,L 20 - 38,1/,nan,3,nan,Syracuse Orange,Defense
10/18/2014,@ Wake Forest,W 30 - 7,1/,1,1,nan,Syracuse Orange,Offense
10/18/2014,@ Wake Forest,W 30 - 7,1/,nan,nan,nan,Syracuse Orange,Defense
10/25/2014,@ Clemson,L 6 - 16,1/,2,2,nan,Syracuse Orange,Offense
10/25/2014,@ Clemson,L 6 - 16,1/,1,2,nan,Syracuse Orange,Defense
11/01/2014,NC State,L 17 - 24,1/,nan,nan,nan,Syracuse Orange,Offense
11/01/2014,NC State,L 17 - 24,1/,1,2,nan,Syracuse Orange,Defense
11/08/2014,Duke,L 10 - 27,1/,nan,1,nan,Syracuse Orange,Offense
11/08/2014,Duke,L 10 - 27,1/,nan,2,nan,Syracuse Orange,Defense
11/22/2014,@ Pittsburgh,L 7 - 30,1/,nan,1,nan,Syracuse Orange,Offense
11/22/2014,@ Pittsburgh,L 7 - 30,1/,1,2,nan,Syracuse Orange,Defense
11/29/2014,@ Boston College,L 7 - 28,1/,1,nan,nan,Syracuse Orange,Offense
11/29/2014,@ Boston College,L 7 - 28,1/,nan,2,nan,Syracuse Orange,Defense
08/31/2013,"Penn St. @ E. Rutherford, N.J.",L 17 - 23,1/,2,2,nan,Syracuse Orange,Offense
08/31/2013,"Penn St. @ E. Rutherford, N.J.",L 17 - 23,1/,1,2,nan,Syracuse Orange,Defense
09/07/2013,@ Northwestern,L 27 - 48,1/,nan,nan,nan,Syracuse Orange,Offense
09/07/2013,@ Northwestern,L 27 - 48,1/,nan,4/,nan,Syracuse Orange,Defense
09/14/2013,Wagner,W 54 - 0,1/,1,2,nan,Syracuse Orange,Offense
09/14/2013,Wagner,W 54 - 0,1/,nan,nan,nan,Syracuse Orange,Defense
09/21/2013,Tulane,W 52 - 17,1/,1,1,3/,Syracuse Orange,Offense
09/21/2013,Tulane,W 52 - 17,1/,nan,nan,nan,Syracuse Orange,Defense
10/05/2013,Clemson,L 14 - 49,1/,nan,2,nan,Syracuse Orange,Offense
10/05/2013,Clemson,L 14 - 49,1/,nan,4,nan,Syracuse Orange,Defense
10/12/2013,@ NC State,W 24 - 10,1/,nan,1,nan,Syracuse Orange,Offense
10/12/2013,@ NC State,W 24 - 10,1/,nan,2,nan,Syracuse Orange,Defense
10/19/2013,@ Georgia Tech,L 0 - 56,1/,nan,1,nan,Syracuse Orange,Offense
10/19/2013,@ Georgia Tech,L 0 - 56,1/,1,2,1,Syracuse Orange,Defense
11/02/2013,Wake Forest,W 13 - 0,1/,nan,1,nan,Syracuse Orange,Offense
11/02/2013,Wake Forest,W 13 - 0,1/,nan,nan,1,Syracuse Orange,Defense
11/09/2013,@ Maryland,W 20 - 3,1/,2,2,nan,Syracuse Orange,Offense
11/09/2013,@ Maryland,W 20 - 3,1/,1,1,nan,Syracuse Orange,Defense
11/16/2013,@ Florida St.,L 3 - 59,1/,nan,1,nan,Syracuse Orange,Offense
11/16/2013,@ Florida St.,L 3 - 59,1/,1,1,nan,Syracuse Orange,Defense
11/23/2013,Pittsburgh,L 16 - 17,1/,1,1,nan,Syracuse Orange,Offense
11/23/2013,Pittsburgh,L 16 - 17,1/,nan,nan,1,Syracuse Orange,Defense
11/30/2013,Boston College,W 34 - 31,1/,1,1,nan,Syracuse Orange,Offense
11/30/2013,Boston College,W 34 - 31,1/,nan,1,nan,Syracuse Orange,Defense
12/27/2013,"Minnesota @ Houston, Texas",W 21 - 17,1/,1,nan,nan,Syracuse Orange,Offense
12/27/2013,"Minnesota @ Houston, Texas",W 21 - 17,1/,1,nan,nan,Syracuse Orange,Defense
09/04/2015,Rhode Island,W 47 - 0,1/,3/,1,nan,Syracuse Orange,Offense
09/04/2015,Rhode Island,W 47 - 0,1/,nan,1,nan,Syracuse Orange,Defense
09/12/2015,Wake Forest,W 30 - 17,1/,nan,3,nan,Syracuse Orange,Offense
09/12/2015,Wake Forest,W 30 - 17,1/,nan,nan,nan,Syracuse Orange,Defense
09/19/2015,Central Mich.,W 30 - 27 (1OT),1/,1,1,nan,Syracuse Orange,Offense
09/19/2015,Central Mich.,W 30 - 27 (1OT),1/,nan,1,1,Syracuse Orange,Defense
09/26/2015,LSU,L 24 - 34,1/,nan,nan,nan,Syracuse Orange,Offense
09/26/2015,LSU,L 24 - 34,1/,nan,1,nan,Syracuse Orange,Defense
10/10/2015,@ South Fla.,L 24 - 45,1/,1,nan,nan,Syracuse Orange,Offense
10/10/2015,@ South Fla.,L 24 - 45,1/,2,1,nan,Syracuse Orange,Defense
10/17/2015,@ Virginia,L 38 - 44 (3OT),1/,1,1,nan,Syracuse Orange,Offense
10/17/2015,@ Virginia,L 38 - 44 (3OT),1/,2,nan,nan,Syracuse Orange,Defense
10/24/2015,Pittsburgh,L 20 - 23,1/,nan,nan,nan,Syracuse Orange,Offense
10/24/2015,Pittsburgh,L 20 - 23,1/,nan,2,nan,Syracuse Orange,Defense
10/31/2015,@ Florida St.,L 21 - 45,1/,nan,nan,nan,Syracuse Orange,Offense
10/31/2015,@ Florida St.,L 21 - 45,1/,1,nan,nan,Syracuse Orange,Defense
11/07/2015,@ Louisville,L 17 - 41,1/,3/,1,nan,Syracuse Orange,Offense
11/07/2015,@ Louisville,L 17 - 41,1/,1,2,nan,Syracuse Orange,Defense
11/14/2015,Clemson,L 27 - 37,1/,2,1,nan,Syracuse Orange,Offense
11/14/2015,Clemson,L 27 - 37,1/,1,nan,1,Syracuse Orange,Defense
11/21/2015,@ NC State,L 29 - 42,1/,1,1,nan,Syracuse Orange,Offense
11/21/2015,@ NC State,L 29 - 42,1/,1,1,nan,Syracuse Orange,Defense
11/28/2015,Boston College,W 20 - 17,1/,nan,2,nan,Syracuse Orange,Offense
11/28/2015,Boston College,W 20 - 17,1/,1,nan,nan,Syracuse Orange,Defense
08/30/2014,UC Davis,W 45 - 0,1/,1,2,nan,Stanford Cardinal,Offense
08/30/2014,UC Davis,W 45 - 0,1/,2,1,nan,Stanford Cardinal,Defense
09/06/2014,Southern California,L 10 - 13,1/,nan,nan,nan,Stanford Cardinal,Offense
09/06/2014,Southern California,L 10 - 13,1/,2,nan,1/,Stanford Cardinal,Defense
09/13/2014,Army West Point,W 35 - 0,1/,1,1,nan,Stanford Cardinal,Offense
09/13/2014,Army West Point,W 35 - 0,1/,1,nan,nan,Stanford Cardinal,Defense
09/27/2014,@ Washington,W 20 - 13,1/,nan,nan,nan,Stanford Cardinal,Offense
09/27/2014,@ Washington,W 20 - 13,1/,2,1,nan,Stanford Cardinal,Defense
10/04/2014,@ Notre Dame,L 14 - 17,1/,1,1,nan,Stanford Cardinal,Offense
10/04/2014,@ Notre Dame,L 14 - 17,1/,nan,2,1,Stanford Cardinal,Defense
10/10/2014,Washington St.,W 34 - 17,1/,nan,1,nan,Stanford Cardinal,Offense
10/10/2014,Washington St.,W 34 - 17,1/,1,nan,nan,Stanford Cardinal,Defense
10/18/2014,@ Arizona St.,L 10 - 26,1/,nan,nan,1/,Stanford Cardinal,Offense
10/18/2014,@ Arizona St.,L 10 - 26,1/,2,nan,nan,Stanford Cardinal,Defense
10/25/2014,Oregon St.,W 38 - 14,1/,nan,nan,nan,Stanford Cardinal,Offense
10/25/2014,Oregon St.,W 38 - 14,1/,nan,2,1/,Stanford Cardinal,Defense
11/01/2014,@ Oregon,L 16 - 45,1/,nan,1,nan,Stanford Cardinal,Offense
11/01/2014,@ Oregon,L 16 - 45,1/,1,1,nan,Stanford Cardinal,Defense
11/15/2014,Utah,L 17 - 20 (2OT),1/,nan,nan,nan,Stanford Cardinal,Offense
11/15/2014,Utah,L 17 - 20 (2OT),1/,1,nan,nan,Stanford Cardinal,Defense
11/22/2014,@ California,W 38 - 17,1/,1,4/,nan,Stanford Cardinal,Offense
11/22/2014,@ California,W 38 - 17,1/,nan,1,1/,Stanford Cardinal,Defense
11/28/2014,@ UCLA,W 31 - 10,1/,nan,1,nan,Stanford Cardinal,Offense
11/28/2014,@ UCLA,W 31 - 10,1/,nan,nan,nan,Stanford Cardinal,Defense
12/30/2014,"Maryland @ Santa Clara, CA",W 45 - 21,1/,nan,1,1/,Stanford Cardinal,Offense
12/30/2014,"Maryland @ Santa Clara, CA",W 45 - 21,1/,1,nan,nan,Stanford Cardinal,Defense
09/07/2013,San Jose St.,W 34 - 13,1/,nan,1,nan,Stanford Cardinal,Offense
09/07/2013,San Jose St.,W 34 - 13,1/,1,nan,nan,Stanford Cardinal,Defense
09/14/2013,@ Army West Point,W 34 - 20,1/,1,nan,nan,Stanford Cardinal,Offense
09/14/2013,@ Army West Point,W 34 - 20,1/,1,1,nan,Stanford Cardinal,Defense
09/21/2013,Arizona St.,W 42 - 28,1/,nan,2,2/,Stanford Cardinal,Offense
09/21/2013,Arizona St.,W 42 - 28,1/,nan,1,nan,Stanford Cardinal,Defense
09/28/2013,@ Washington St.,W 55 - 17,1/,nan,2,nan,Stanford Cardinal,Offense
09/28/2013,@ Washington St.,W 55 - 17,1/,nan,1,nan,Stanford Cardinal,Defense
10/05/2013,Washington,W 31 - 28,1/,nan,1,nan,Stanford Cardinal,Offense
10/05/2013,Washington,W 31 - 28,1/,nan,1,nan,Stanford Cardinal,Defense
10/12/2013,@ Utah,L 21 - 27,1/,nan,1,nan,Stanford Cardinal,Offense
10/12/2013,@ Utah,L 21 - 27,1/,2,nan,nan,Stanford Cardinal,Defense
10/19/2013,UCLA,W 24 - 10,1/,nan,2,nan,Stanford Cardinal,Offense
10/19/2013,UCLA,W 24 - 10,1/,nan,1,nan,Stanford Cardinal,Defense
10/26/2013,@ Oregon St.,W 20 - 12,1/,1,nan,1,Stanford Cardinal,Offense
10/26/2013,@ Oregon St.,W 20 - 12,1/,2,nan,nan,Stanford Cardinal,Defense
11/07/2013,Oregon,W 26 - 20,1/,2,nan,nan,Stanford Cardinal,Offense
11/07/2013,Oregon,W 26 - 20,1/,nan,nan,1,Stanford Cardinal,Defense
11/16/2013,@ Southern California,L 17 - 20,1/,1,nan,nan,Stanford Cardinal,Offense
11/16/2013,@ Southern California,L 17 - 20,1/,1,2,1,Stanford Cardinal,Defense
11/23/2013,California,W 63 - 13,1/,nan,1,nan,Stanford Cardinal,Offense
11/23/2013,California,W 63 - 13,1/,1,nan,nan,Stanford Cardinal,Defense
11/30/2013,Notre Dame,W 27 - 20,1/,nan,2,nan,Stanford Cardinal,Offense
11/30/2013,Notre Dame,W 27 - 20,1/,nan,2,nan,Stanford Cardinal,Defense
12/07/2013,@ Arizona St.,W 38 - 14,1/,nan,nan,nan,Stanford Cardinal,Offense
12/07/2013,@ Arizona St.,W 38 - 14,1/,1,nan,nan,Stanford Cardinal,Defense
01/01/2014,"Michigan St. @ Pasadena, Calif.",L 20 - 24,1/,1,1,nan,Stanford Cardinal,Offense
01/01/2014,"Michigan St. @ Pasadena, Calif.",L 20 - 24,1/,nan,1,nan,Stanford Cardinal,Defense
09/02/2016,Kansas St.,W 26 - 13,1/,nan,2,nan,Stanford Cardinal,Offense
09/02/2016,Kansas St.,W 26 - 13,1/,1,nan,nan,Stanford Cardinal,Defense
09/17/2016,Southern California,W 27 - 10,1/,nan,1,nan,Stanford Cardinal,Offense
09/17/2016,Southern California,W 27 - 10,1/,nan,1,nan,Stanford Cardinal,Defense
09/24/2016,@ UCLA,W 22 - 13,1/,1,nan,nan,Stanford Cardinal,Offense
09/24/2016,@ UCLA,W 22 - 13,1/,1,1,nan,Stanford Cardinal,Defense
09/30/2016,@ Washington,L 6 - 44,1/,nan,nan,1/,Stanford Cardinal,Offense
09/30/2016,@ Washington,L 6 - 44,1/,2,nan,nan,Stanford Cardinal,Defense
10/08/2016,Washington St.,L 16 - 42,1/,nan,2,nan,Stanford Cardinal,Offense
10/08/2016,Washington St.,L 16 - 42,1/,1,2,nan,Stanford Cardinal,Defense
10/15/2016,@ Notre Dame,W 17 - 10,1/,nan,2,nan,Stanford Cardinal,Offense
10/15/2016,@ Notre Dame,W 17 - 10,1/,2,1,nan,Stanford Cardinal,Defense
10/22/2016,Colorado,L 5 - 10,1/,nan,nan,nan,Stanford Cardinal,Offense
10/22/2016,Colorado,L 5 - 10,1/,1,3,nan,Stanford Cardinal,Defense
10/29/2016,@ Arizona,W 34 - 10,1/,2,1,nan,Stanford Cardinal,Offense
10/29/2016,@ Arizona,W 34 - 10,1/,nan,1,nan,Stanford Cardinal,Defense
11/05/2016,Oregon St.,W 26 - 15,1/,nan,2,nan,Stanford Cardinal,Offense
11/05/2016,Oregon St.,W 26 - 15,1/,1,nan,nan,Stanford Cardinal,Defense
11/12/2016,@ Oregon,W 52 - 27,1/,2,2,nan,Stanford Cardinal,Offense
11/12/2016,@ Oregon,W 52 - 27,1/,nan,nan,nan,Stanford Cardinal,Defense
11/19/2016,@ California,W 45 - 31,1/,nan,nan,nan,Stanford Cardinal,Offense
11/19/2016,@ California,W 45 - 31,1/,nan,nan,nan,Stanford Cardinal,Defense
11/26/2016,Rice,W 41 - 17,1/,nan,nan,nan,Stanford Cardinal,Offense
11/26/2016,Rice,W 41 - 17,1/,nan,nan,nan,Stanford Cardinal,Defense
12/30/2016,"North Carolina @ El Paso, Texas",W 25 - 23,1/,1,2,nan,Stanford Cardinal,Offense
12/30/2016,"North Carolina @ El Paso, Texas",W 25 - 23,1/,nan,nan,nan,Stanford Cardinal,Defense
09/05/2015,@ Northwestern,L 6 - 16,1/,nan,nan,nan,Stanford Cardinal,Offense
09/05/2015,@ Northwestern,L 6 - 16,1/,1,1,nan,Stanford Cardinal,Defense
09/12/2015,UCF,W 31 - 7,1/,1,1,nan,Stanford Cardinal,Offense
09/12/2015,UCF,W 31 - 7,1/,nan,nan,nan,Stanford Cardinal,Defense
09/19/2015,@ Southern California,W 41 - 31,1/,nan,nan,nan,Stanford Cardinal,Offense
09/19/2015,@ Southern California,W 41 - 31,1/,nan,nan,nan,Stanford Cardinal,Defense
09/25/2015,@ Oregon St.,W 42 - 24,1/,1,nan,nan,Stanford Cardinal,Offense
09/25/2015,@ Oregon St.,W 42 - 24,1/,1,1,nan,Stanford Cardinal,Defense
10/03/2015,Arizona,W 55 - 17,1/,nan,nan,nan,Stanford Cardinal,Offense
10/03/2015,Arizona,W 55 - 17,1/,nan,nan,nan,Stanford Cardinal,Defense
10/15/2015,UCLA,W 56 - 35,1/,nan,2,nan,Stanford Cardinal,Offense
10/15/2015,UCLA,W 56 - 35,1/,nan,1,nan,Stanford Cardinal,Defense
10/24/2015,Washington,W 31 - 14,1/,nan,nan,nan,Stanford Cardinal,Offense
10/24/2015,Washington,W 31 - 14,1/,nan,1,nan,Stanford Cardinal,Defense
10/31/2015,@ Washington St.,W 30 - 28,1/,nan,2,nan,Stanford Cardinal,Offense
10/31/2015,@ Washington St.,W 30 - 28,1/,1,1,nan,Stanford Cardinal,Defense
11/07/2015,@ Colorado,W 42 - 10,1/,nan,2,nan,Stanford Cardinal,Offense
11/07/2015,@ Colorado,W 42 - 10,1/,nan,1,nan,Stanford Cardinal,Defense
11/14/2015,Oregon,L 36 - 38,1/,1,nan,nan,Stanford Cardinal,Offense
11/14/2015,Oregon,L 36 - 38,1/,2,1,nan,Stanford Cardinal,Defense
11/21/2015,California,W 35 - 22,1/,nan,nan,nan,Stanford Cardinal,Offense
11/21/2015,California,W 35 - 22,1/,nan,nan,nan,Stanford Cardinal,Defense
11/28/2015,Notre Dame,W 38 - 36,1/,1,nan,nan,Stanford Cardinal,Offense
11/28/2015,Notre Dame,W 38 - 36,1/,nan,nan,nan,Stanford Cardinal,Defense
12/05/2015,"Southern California @ Santa Clara, Calif.",W 41 - 22,1/,1,nan,1,Stanford Cardinal,Offense
12/05/2015,"Southern California @ Santa Clara, Calif.",W 41 - 22,1/,nan,nan,nan,Stanford Cardinal,Defense
01/01/2016,"Iowa @ Pasadena, Calif.",W 45 - 16,1/,1,1,nan,Stanford Cardinal,Offense
01/01/2016,"Iowa @ Pasadena, Calif.",W 45 - 16,1/,nan,1,nan,Stanford Cardinal,Defense
09/05/2015,Mississippi St.,L 16 - 34,1/,2,nan,nan,Southern Miss. Golden Eagles,Offense
09/05/2015,Mississippi St.,L 16 - 34,1/,nan,2,1,Southern Miss. Golden Eagles,Defense
09/12/2015,Austin Peay,W 52 - 6,1/,nan,1,1,Southern Miss. Golden Eagles,Offense
09/12/2015,Austin Peay,W 52 - 6,1/,nan,1,nan,Southern Miss. Golden Eagles,Defense
09/19/2015,@ Texas St.,W 56 - 50,1/,nan,nan,nan,Southern Miss. Golden Eagles,Offense
09/19/2015,@ Texas St.,W 56 - 50,1/,1,nan,nan,Southern Miss. Golden Eagles,Defense
09/26/2015,@ Nebraska,L 28 - 36,1/,1,1,1,Southern Miss. Golden Eagles,Offense
09/26/2015,@ Nebraska,L 28 - 36,1/,1,nan,nan,Southern Miss. Golden Eagles,Defense
10/03/2015,North Texas,W 49 - 14,1/,nan,1,nan,Southern Miss. Golden Eagles,Offense
10/03/2015,North Texas,W 49 - 14,1/,nan,nan,nan,Southern Miss. Golden Eagles,Defense
10/09/2015,@ Marshall,L 10 - 31,1/,nan,1,nan,Southern Miss. Golden Eagles,Offense
10/09/2015,@ Marshall,L 10 - 31,1/,4,1,1,Southern Miss. Golden Eagles,Defense
10/17/2015,UTSA,W 32 - 10,1/,2,nan,nan,Southern Miss. Golden Eagles,Offense
10/17/2015,UTSA,W 32 - 10,1/,1,3,nan,Southern Miss. Golden Eagles,Defense
10/24/2015,@ Charlotte,W 44 - 10,1/,nan,3,nan,Southern Miss. Golden Eagles,Offense
10/24/2015,@ Charlotte,W 44 - 10,1/,2,nan,nan,Southern Miss. Golden Eagles,Defense
10/31/2015,UTEP,W 34 - 13,1/,nan,nan,nan,Southern Miss. Golden Eagles,Offense
10/31/2015,UTEP,W 34 - 13,1/,1,nan,nan,Southern Miss. Golden Eagles,Defense
11/14/2015,@ Rice,W 65 - 10,1/,1,nan,nan,Southern Miss. Golden Eagles,Offense
11/14/2015,@ Rice,W 65 - 10,1/,1,nan,1,Southern Miss. Golden Eagles,Defense
11/21/2015,Old Dominion,W 56 - 31,1/,1,1,nan,Southern Miss. Golden Eagles,Offense
11/21/2015,Old Dominion,W 56 - 31,1/,1,1,nan,Southern Miss. Golden Eagles,Defense
11/28/2015,@ Louisiana Tech,W 58 - 24,1/,3,4,nan,Southern Miss. Golden Eagles,Offense
11/28/2015,@ Louisiana Tech,W 58 - 24,1/,nan,1,nan,Southern Miss. Golden Eagles,Defense
12/05/2015,@ Western Ky.,L 28 - 45,1/,nan,1,nan,Southern Miss. Golden Eagles,Offense
12/05/2015,@ Western Ky.,L 28 - 45,1/,1,3,nan,Southern Miss. Golden Eagles,Defense
12/26/2015,"Washington @ Dallas, Texas",L 31 - 44,1/,1,nan,nan,Southern Miss. Golden Eagles,Offense
12/26/2015,"Washington @ Dallas, Texas",L 31 - 44,1/,nan,nan,nan,Southern Miss. Golden Eagles,Defense
08/30/2014,@ Mississippi St.,L 0 - 49,1/,1,1,nan,Southern Miss. Golden Eagles,Offense
08/30/2014,@ Mississippi St.,L 0 - 49,1/,1,2,1,Southern Miss. Golden Eagles,Defense
09/06/2014,Alcorn,W 26 - 20,1/,2,2,nan,Southern Miss. Golden Eagles,Offense
09/06/2014,Alcorn,W 26 - 20,1/,nan,nan,nan,Southern Miss. Golden Eagles,Defense
09/13/2014,@ Alabama,L 12 - 52,1/,1,nan,nan,Southern Miss. Golden Eagles,Offense
09/13/2014,@ Alabama,L 12 - 52,1/,nan,nan,nan,Southern Miss. Golden Eagles,Defense
09/20/2014,Appalachian St.,W 21 - 20,1/,1,2,2/,Southern Miss. Golden Eagles,Offense
09/20/2014,Appalachian St.,W 21 - 20,1/,nan,2,nan,Southern Miss. Golden Eagles,Defense
09/27/2014,Rice,L 23 - 41,1/,nan,1,nan,Southern Miss. Golden Eagles,Offense
09/27/2014,Rice,L 23 - 41,1/,1,2,nan,Southern Miss. Golden Eagles,Defense
10/04/2014,@ Middle Tenn.,L 31 - 37,1/,1,nan,nan,Southern Miss. Golden Eagles,Offense
10/04/2014,@ Middle Tenn.,L 31 - 37,1/,1,1,1,Southern Miss. Golden Eagles,Defense
10/18/2014,@ North Texas,W 30 - 20,1/,nan,nan,nan,Southern Miss. Golden Eagles,Offense
10/18/2014,@ North Texas,W 30 - 20,1/,nan,2,nan,Southern Miss. Golden Eagles,Defense
10/25/2014,Louisiana Tech,L 20 - 31,1/,2,nan,nan,Southern Miss. Golden Eagles,Offense
10/25/2014,Louisiana Tech,L 20 - 31,1/,nan,2,nan,Southern Miss. Golden Eagles,Defense
11/01/2014,@ UTEP,L 14 - 35,1/,1,nan,1,Southern Miss. Golden Eagles,Offense
11/01/2014,@ UTEP,L 14 - 35,1/,3,2,nan,Southern Miss. Golden Eagles,Defense
11/08/2014,Marshall,L 17 - 63,1/,nan,nan,nan,Southern Miss. Golden Eagles,Offense
11/08/2014,Marshall,L 17 - 63,1/,2,1,nan,Southern Miss. Golden Eagles,Defense
11/13/2014,@ UTSA,L 10 - 12,1/,nan,1,nan,Southern Miss. Golden Eagles,Offense
11/13/2014,@ UTSA,L 10 - 12,1/,2,1,nan,Southern Miss. Golden Eagles,Defense
11/29/2014,UAB,L 24 - 45,1/,nan,nan,nan,Southern Miss. Golden Eagles,Offense
11/29/2014,UAB,L 24 - 45,1/,1,nan,nan,Southern Miss. Golden Eagles,Defense
08/31/2013,Texas St.,L 15 - 22,1/,1,nan,1,Southern Miss. Golden Eagles,Offense
08/31/2013,Texas St.,L 15 - 22,1/,4/,2,nan,Southern Miss. Golden Eagles,Defense
