Year,Team,GP,Punts,G,PuntYds,PuntTBs,LongPunt,OffenseDefense
2016-17,UCF,12,70,12,2887,2,nan,Offense
2016-17,UCF,0,78,12,3076,6,nan,Defensive
2017-18,UCF,12,41,12,1621,nan,nan,Offense
2017-18,UCF,0,61,12,2685,6,nan,Defensive
2013-14,UCF,13,43,13,1714,5,nan,Offense
2013-14,UCF,0,66,13,2710,4,nan,Defensive
2014-15,UCF,13,56,13,2130,4,nan,Offense
2014-15,UCF,0,77,13,3125,5,nan,Defensive
2015-16,UCF,12,75,12,3328,3,nan,Offense
2015-16,UCF,0,59,12,2256,4,nan,Defensive
2016-17,UCF,12,70,12,2887,2,nan,Offense
2016-17,UCF,0,78,12,3076,6,nan,Defensive
2017-18,UCF,12,41,12,1621,nan,nan,Offense
2017-18,UCF,0,61,12,2685,6,nan,Defensive
2013-14,Tulsa,12,74,12,2830,nan,nan,Offense
2013-14,Tulsa,0,67,12,2719,8,nan,Defensive
2014-15,Tulsa,12,70,12,2943,5,nan,Offense
2014-15,Tulsa,0,59,12,2364,5,nan,Defensive
2015-16,Tulsa,13,70,13,2897,7,nan,Offense
2015-16,Tulsa,0,56,13,2419,5,nan,Defensive
2016-17,Tulsa,13,64,13,2672,6,nan,Offense
2016-17,Tulsa,0,86,13,3580,1,nan,Defensive
2017-18,Tulsa,12,63,12,2617,5,nan,Offense
2017-18,Tulsa,0,46,12,1749,2,nan,Defensive
2013-14,Tulsa,12,74,12,2830,nan,nan,Offense
2013-14,Tulsa,0,67,12,2719,8,nan,Defensive
2014-15,Tulsa,12,70,12,2943,5,nan,Offense
2014-15,Tulsa,0,59,12,2364,5,nan,Defensive
2015-16,Tulsa,13,70,13,2897,7,nan,Offense
2015-16,Tulsa,0,56,13,2419,5,nan,Defensive
2016-17,Tulsa,13,64,13,2672,6,nan,Offense
2016-17,Tulsa,0,86,13,3580,1,nan,Defensive
2017-18,Tulsa,12,63,12,2617,5,nan,Offense
2017-18,Tulsa,0,46,12,1749,2,nan,Defensive
2013-14,Tulsa,12,74,12,2830,nan,nan,Offense
2013-14,Tulsa,0,67,12,2719,8,nan,Defensive
2014-15,Tulsa,12,70,12,2943,5,nan,Offense
2014-15,Tulsa,0,59,12,2364,5,nan,Defensive
2015-16,Tulsa,13,70,13,2897,7,nan,Offense
2015-16,Tulsa,0,56,13,2419,5,nan,Defensive
2016-17,Tulsa,13,64,13,2672,6,nan,Offense
2016-17,Tulsa,0,86,13,3580,1,nan,Defensive
2017-18,Tulsa,12,63,12,2617,5,nan,Offense
2017-18,Tulsa,0,46,12,1749,2,nan,Defensive
2013-14,Utah,12,76,12,3300,6,nan,Offense
2013-14,Utah,0,79,12,3144,9,nan,Defensive
2014-15,Utah,13,80,13,3736,10,nan,Offense
2014-15,Utah,0,83,13,3512,9,nan,Defensive
2015-16,Utah,13,61,13,2925,9,nan,Offense
2015-16,Utah,0,63,13,2643,1,nan,Defensive
2016-17,Utah,13,64,13,3053,2,nan,Offense
2016-17,Utah,0,74,13,3104,6,nan,Defensive
2017-18,Utah,12,46,12,2035,3,nan,Offense
2017-18,Utah,0,58,12,2510,4,nan,Defensive
2013-14,Utah,12,76,12,3300,6,nan,Offense
2013-14,Utah,0,79,12,3144,9,nan,Defensive
2014-15,Utah,13,80,13,3736,10,nan,Offense
2014-15,Utah,0,83,13,3512,9,nan,Defensive
2015-16,Utah,13,61,13,2925,9,nan,Offense
2015-16,Utah,0,63,13,2643,1,nan,Defensive
2016-17,Utah,13,64,13,3053,2,nan,Offense
2016-17,Utah,0,74,13,3104,6,nan,Defensive
2017-18,Utah,12,46,12,2035,3,nan,Offense
2017-18,Utah,0,58,12,2510,4,nan,Defensive
2013-14,Utah St.,14,73,14,2903,6,nan,Offense
2013-14,Utah St.,0,92,14,3701,4,nan,Defensive
2014-15,Utah St.,14,85,14,3420,6,nan,Offense
2014-15,Utah St.,0,90,14,3615,5,nan,Defensive
2015-16,Utah St.,13,73,13,2974,3,nan,Offense
2015-16,Utah St.,0,84,13,3326,1,nan,Defensive
2016-17,Utah St.,12,63,12,2348,4,nan,Offense
2016-17,Utah St.,0,61,12,2449,4,nan,Defensive
2017-18,Utah St.,12,70,12,2893,8,nan,Offense
2017-18,Utah St.,0,70,12,2796,4,nan,Defensive
2013-14,Utah St.,14,73,14,2903,6,nan,Offense
2013-14,Utah St.,0,92,14,3701,4,nan,Defensive
2014-15,Utah St.,14,85,14,3420,6,nan,Offense
2014-15,Utah St.,0,90,14,3615,5,nan,Defensive
2015-16,Utah St.,13,73,13,2974,3,nan,Offense
2015-16,Utah St.,0,84,13,3326,1,nan,Defensive
2016-17,Utah St.,12,63,12,2348,4,nan,Offense
2016-17,Utah St.,0,61,12,2449,4,nan,Defensive
2017-18,Utah St.,12,70,12,2893,8,nan,Offense
2017-18,Utah St.,0,70,12,2796,4,nan,Defensive
2013-14,Utah St.,14,73,14,2903,6,nan,Offense
2013-14,Utah St.,0,92,14,3701,4,nan,Defensive
2014-15,Utah St.,14,85,14,3420,6,nan,Offense
2014-15,Utah St.,0,90,14,3615,5,nan,Defensive
2015-16,Utah St.,13,73,13,2974,3,nan,Offense
2015-16,Utah St.,0,84,13,3326,1,nan,Defensive
2016-17,Utah St.,12,63,12,2348,4,nan,Offense
2016-17,Utah St.,0,61,12,2449,4,nan,Defensive
2017-18,Utah St.,12,70,12,2893,8,nan,Offense
2017-18,Utah St.,0,70,12,2796,4,nan,Defensive
2013-14,Utah St.,14,73,14,2903,6,nan,Offense
2013-14,Utah St.,0,92,14,3701,4,nan,Defensive
2014-15,Utah St.,14,85,14,3420,6,nan,Offense
2014-15,Utah St.,0,90,14,3615,5,nan,Defensive
2015-16,Utah St.,13,73,13,2974,3,nan,Offense
2015-16,Utah St.,0,84,13,3326,1,nan,Defensive
2016-17,Utah St.,12,63,12,2348,4,nan,Offense
2016-17,Utah St.,0,61,12,2449,4,nan,Defensive
2017-18,Utah St.,12,70,12,2893,8,nan,Offense
2017-18,Utah St.,0,70,12,2796,4,nan,Defensive
2013-14,UTSA,12,54,12,2117,2,nan,Offense
2013-14,UTSA,0,57,12,2354,2,nan,Defensive
2014-15,UTSA,12,84,12,3459,2,nan,Offense
2014-15,UTSA,0,69,12,2809,4,nan,Defensive
2015-16,UTSA,12,67,12,2609,4,nan,Offense
2015-16,UTSA,0,51,12,1957,2,nan,Defensive
2016-17,UTSA,13,69,13,2898,2,nan,Offense
2016-17,UTSA,0,67,13,2724,7,nan,Defensive
2017-18,UTSA,11,47,11,1953,4,nan,Offense
2017-18,UTSA,0,59,11,2379,5,nan,Defensive
2013-14,UTSA,12,54,12,2117,2,nan,Offense
2013-14,UTSA,0,57,12,2354,2,nan,Defensive
2014-15,UTSA,12,84,12,3459,2,nan,Offense
2014-15,UTSA,0,69,12,2809,4,nan,Defensive
2015-16,UTSA,12,67,12,2609,4,nan,Offense
2015-16,UTSA,0,51,12,1957,2,nan,Defensive
2016-17,UTSA,13,69,13,2898,2,nan,Offense
2016-17,UTSA,0,67,13,2724,7,nan,Defensive
2017-18,UTSA,11,47,11,1953,4,nan,Offense
2017-18,UTSA,0,59,11,2379,5,nan,Defensive
2013-14,UTSA,12,54,12,2117,2,nan,Offense
2013-14,UTSA,0,57,12,2354,2,nan,Defensive
2014-15,UTSA,12,84,12,3459,2,nan,Offense
2014-15,UTSA,0,69,12,2809,4,nan,Defensive
2015-16,UTSA,12,67,12,2609,4,nan,Offense
2015-16,UTSA,0,51,12,1957,2,nan,Defensive
2016-17,UTSA,13,69,13,2898,2,nan,Offense
2016-17,UTSA,0,67,13,2724,7,nan,Defensive
2017-18,UTSA,11,47,11,1953,4,nan,Offense
2017-18,UTSA,0,59,11,2379,5,nan,Defensive
2013-14,UTSA,12,54,12,2117,2,nan,Offense
2013-14,UTSA,0,57,12,2354,2,nan,Defensive
2014-15,UTSA,12,84,12,3459,2,nan,Offense
2014-15,UTSA,0,69,12,2809,4,nan,Defensive
2015-16,UTSA,12,67,12,2609,4,nan,Offense
2015-16,UTSA,0,51,12,1957,2,nan,Defensive
2016-17,UTSA,13,69,13,2898,2,nan,Offense
2016-17,UTSA,0,67,13,2724,7,nan,Defensive
2017-18,UTSA,11,47,11,1953,4,nan,Offense
2017-18,UTSA,0,59,11,2379,5,nan,Defensive
2013-14,UTEP,12,67,12,2589,3,nan,Offense
2013-14,UTEP,0,48,12,2005,5,nan,Defensive
2014-15,UTEP,13,71,13,2909,7,nan,Offense
2014-15,UTEP,0,62,13,2589,3,nan,Defensive
2015-16,UTEP,12,69,12,3003,10,nan,Offense
2015-16,UTEP,0,56,12,2570,5,nan,Defensive
2016-17,UTEP,12,63,12,2542,1,nan,Offense
2016-17,UTEP,0,50,12,2184,6,nan,Defensive
2017-18,UTEP,12,80,12,3502,7,nan,Offense
2017-18,UTEP,0,46,12,1824,3,nan,Defensive
2013-14,UTEP,12,67,12,2589,3,nan,Offense
2013-14,UTEP,0,48,12,2005,5,nan,Defensive
2014-15,UTEP,13,71,13,2909,7,nan,Offense
2014-15,UTEP,0,62,13,2589,3,nan,Defensive
2015-16,UTEP,12,69,12,3003,10,nan,Offense
2015-16,UTEP,0,56,12,2570,5,nan,Defensive
2016-17,UTEP,12,63,12,2542,1,nan,Offense
2016-17,UTEP,0,50,12,2184,6,nan,Defensive
2017-18,UTEP,12,80,12,3502,7,nan,Offense
2017-18,UTEP,0,46,12,1824,3,nan,Defensive
2013-14,UTEP,12,67,12,2589,3,nan,Offense
2013-14,UTEP,0,48,12,2005,5,nan,Defensive
2014-15,UTEP,13,71,13,2909,7,nan,Offense
2014-15,UTEP,0,62,13,2589,3,nan,Defensive
2015-16,UTEP,12,69,12,3003,10,nan,Offense
2015-16,UTEP,0,56,12,2570,5,nan,Defensive
2016-17,UTEP,12,63,12,2542,1,nan,Offense
2016-17,UTEP,0,50,12,2184,6,nan,Defensive
2017-18,UTEP,12,80,12,3502,7,nan,Offense
2017-18,UTEP,0,46,12,1824,3,nan,Defensive
2013-14,UTEP,12,67,12,2589,3,nan,Offense
2013-14,UTEP,0,48,12,2005,5,nan,Defensive
2014-15,UTEP,13,71,13,2909,7,nan,Offense
2014-15,UTEP,0,62,13,2589,3,nan,Defensive
2015-16,UTEP,12,69,12,3003,10,nan,Offense
2015-16,UTEP,0,56,12,2570,5,nan,Defensive
2016-17,UTEP,12,63,12,2542,1,nan,Offense
2016-17,UTEP,0,50,12,2184,6,nan,Defensive
2017-18,UTEP,12,80,12,3502,7,nan,Offense
2017-18,UTEP,0,46,12,1824,3,nan,Defensive
2013-14,UNLV,13,65,13,2719,8,nan,Offense
2013-14,UNLV,0,54,13,2190,8,nan,Defensive
2014-15,UNLV,13,85,13,3452,4,nan,Offense
2014-15,UNLV,0,63,13,2547,5,nan,Defensive
2015-16,UNLV,12,67,12,2804,7,nan,Offense
2015-16,UNLV,0,56,12,2308,3,nan,Defensive
2016-17,UNLV,12,71,12,2865,2,nan,Offense
2016-17,UNLV,0,53,12,2159,6,nan,Defensive
2017-18,UNLV,12,49,12,1849,6,nan,Offense
2017-18,UNLV,0,41,12,1658,9,nan,Defensive
2013-14,UNLV,13,65,13,2719,8,nan,Offense
2013-14,UNLV,0,54,13,2190,8,nan,Defensive
2014-15,UNLV,13,85,13,3452,4,nan,Offense
2014-15,UNLV,0,63,13,2547,5,nan,Defensive
2015-16,UNLV,12,67,12,2804,7,nan,Offense
2015-16,UNLV,0,56,12,2308,3,nan,Defensive
2016-17,UNLV,12,71,12,2865,2,nan,Offense
2016-17,UNLV,0,53,12,2159,6,nan,Defensive
2017-18,UNLV,12,49,12,1849,6,nan,Offense
2017-18,UNLV,0,41,12,1658,9,nan,Defensive
2013-14,UNLV,13,65,13,2719,8,nan,Offense
2013-14,UNLV,0,54,13,2190,8,nan,Defensive
2014-15,UNLV,13,85,13,3452,4,nan,Offense
2014-15,UNLV,0,63,13,2547,5,nan,Defensive
2015-16,UNLV,12,67,12,2804,7,nan,Offense
2015-16,UNLV,0,56,12,2308,3,nan,Defensive
2016-17,UNLV,12,71,12,2865,2,nan,Offense
2016-17,UNLV,0,53,12,2159,6,nan,Defensive
2017-18,UNLV,12,49,12,1849,6,nan,Offense
2017-18,UNLV,0,41,12,1658,9,nan,Defensive
2013-14,Wake Forest,12,86,12,3414,6,nan,Offense
2013-14,Wake Forest,0,68,12,2727,6,nan,Defensive
2014-15,Wake Forest,12,81,12,3535,nan,nan,Offense
2014-15,Wake Forest,0,62,12,2540,7,nan,Defensive
2015-16,Wake Forest,12,75,12,3286,3,nan,Offense
2015-16,Wake Forest,0,75,12,3136,2,nan,Defensive
2016-17,Wake Forest,13,83,13,3438,7,nan,Offense
2016-17,Wake Forest,0,74,13,2997,6,nan,Defensive
2017-18,Wake Forest,12,65,12,2837,6,nan,Offense
2017-18,Wake Forest,0,65,12,2687,7,nan,Defensive
2013-14,Wake Forest,12,86,12,3414,6,nan,Offense
2013-14,Wake Forest,0,68,12,2727,6,nan,Defensive
2014-15,Wake Forest,12,81,12,3535,nan,nan,Offense
2014-15,Wake Forest,0,62,12,2540,7,nan,Defensive
2015-16,Wake Forest,12,75,12,3286,3,nan,Offense
2015-16,Wake Forest,0,75,12,3136,2,nan,Defensive
2016-17,Wake Forest,13,83,13,3438,7,nan,Offense
2016-17,Wake Forest,0,74,13,2997,6,nan,Defensive
2017-18,Wake Forest,12,65,12,2837,6,nan,Offense
2017-18,Wake Forest,0,65,12,2687,7,nan,Defensive
2013-14,Wake Forest,12,86,12,3414,6,nan,Offense
2013-14,Wake Forest,0,68,12,2727,6,nan,Defensive
2014-15,Wake Forest,12,81,12,3535,nan,nan,Offense
2014-15,Wake Forest,0,62,12,2540,7,nan,Defensive
2015-16,Wake Forest,12,75,12,3286,3,nan,Offense
2015-16,Wake Forest,0,75,12,3136,2,nan,Defensive
2016-17,Wake Forest,13,83,13,3438,7,nan,Offense
2016-17,Wake Forest,0,74,13,2997,6,nan,Defensive
2017-18,Wake Forest,12,65,12,2837,6,nan,Offense
2017-18,Wake Forest,0,65,12,2687,7,nan,Defensive
2013-14,Virginia Tech,13,79,13,3491,8,nan,Offense
2013-14,Virginia Tech,0,84,13,3612,7,nan,Defensive
2014-15,Virginia Tech,13,83,13,3314,4,nan,Offense
2014-15,Virginia Tech,0,83,13,3527,2,nan,Defensive
2015-16,Virginia Tech,13,71,13,3002,10,nan,Offense
2015-16,Virginia Tech,0,76,13,3107,8,nan,Defensive
2016-17,Virginia Tech,14,70,14,2718,2,nan,Offense
2016-17,Virginia Tech,0,98,14,4041,7,nan,Defensive
2017-18,Virginia Tech,12,63,12,2678,6,nan,Offense
2017-18,Virginia Tech,0,90,12,3693,5,nan,Defensive
2013-14,Virginia Tech,13,79,13,3491,8,nan,Offense
2013-14,Virginia Tech,0,84,13,3612,7,nan,Defensive
2014-15,Virginia Tech,13,83,13,3314,4,nan,Offense
2014-15,Virginia Tech,0,83,13,3527,2,nan,Defensive
2015-16,Virginia Tech,13,71,13,3002,10,nan,Offense
2015-16,Virginia Tech,0,76,13,3107,8,nan,Defensive
2016-17,Virginia Tech,14,70,14,2718,2,nan,Offense
2016-17,Virginia Tech,0,98,14,4041,7,nan,Defensive
2017-18,Virginia Tech,12,63,12,2678,6,nan,Offense
2017-18,Virginia Tech,0,90,12,3693,5,nan,Defensive
2013-14,Virginia Tech,13,79,13,3491,8,nan,Offense
2013-14,Virginia Tech,0,84,13,3612,7,nan,Defensive
2014-15,Virginia Tech,13,83,13,3314,4,nan,Offense
2014-15,Virginia Tech,0,83,13,3527,2,nan,Defensive
2015-16,Virginia Tech,13,71,13,3002,10,nan,Offense
2015-16,Virginia Tech,0,76,13,3107,8,nan,Defensive
2016-17,Virginia Tech,14,70,14,2718,2,nan,Offense
2016-17,Virginia Tech,0,98,14,4041,7,nan,Defensive
2017-18,Virginia Tech,12,63,12,2678,6,nan,Offense
2017-18,Virginia Tech,0,90,12,3693,5,nan,Defensive
2013-14,Virginia Tech,13,79,13,3491,8,nan,Offense
2013-14,Virginia Tech,0,84,13,3612,7,nan,Defensive
2014-15,Virginia Tech,13,83,13,3314,4,nan,Offense
2014-15,Virginia Tech,0,83,13,3527,2,nan,Defensive
2015-16,Virginia Tech,13,71,13,3002,10,nan,Offense
2015-16,Virginia Tech,0,76,13,3107,8,nan,Defensive
2016-17,Virginia Tech,14,70,14,2718,2,nan,Offense
2016-17,Virginia Tech,0,98,14,4041,7,nan,Defensive
2017-18,Virginia Tech,12,63,12,2678,6,nan,Offense
2017-18,Virginia Tech,0,90,12,3693,5,nan,Defensive
2013-14,Virginia,12,87,12,3528,7,nan,Offense
2013-14,Virginia,0,79,12,3211,5,nan,Defensive
2014-15,Virginia,12,62,12,2500,8,nan,Offense
2014-15,Virginia,0,67,12,2807,5,nan,Defensive
2015-16,Virginia,12,54,12,2353,5,nan,Offense
2015-16,Virginia,0,46,12,2033,5,nan,Defensive
2016-17,Virginia,12,74,12,3279,9,nan,Offense
2016-17,Virginia,0,56,12,2207,2,nan,Defensive
2017-18,Virginia,12,74,12,3160,8,nan,Offense
2017-18,Virginia,0,68,12,2672,8,nan,Defensive
2013-14,Virginia,12,87,12,3528,7,nan,Offense
2013-14,Virginia,0,79,12,3211,5,nan,Defensive
2014-15,Virginia,12,62,12,2500,8,nan,Offense
2014-15,Virginia,0,67,12,2807,5,nan,Defensive
2015-16,Virginia,12,54,12,2353,5,nan,Offense
2015-16,Virginia,0,46,12,2033,5,nan,Defensive
2016-17,Virginia,12,74,12,3279,9,nan,Offense
2016-17,Virginia,0,56,12,2207,2,nan,Defensive
2017-18,Virginia,12,74,12,3160,8,nan,Offense
2017-18,Virginia,0,68,12,2672,8,nan,Defensive
2013-14,Virginia,12,87,12,3528,7,nan,Offense
2013-14,Virginia,0,79,12,3211,5,nan,Defensive
2014-15,Virginia,12,62,12,2500,8,nan,Offense
2014-15,Virginia,0,67,12,2807,5,nan,Defensive
2015-16,Virginia,12,54,12,2353,5,nan,Offense
2015-16,Virginia,0,46,12,2033,5,nan,Defensive
2016-17,Virginia,12,74,12,3279,9,nan,Offense
2016-17,Virginia,0,56,12,2207,2,nan,Defensive
2017-18,Virginia,12,74,12,3160,8,nan,Offense
2017-18,Virginia,0,68,12,2672,8,nan,Defensive
2013-14,Virginia,12,87,12,3528,7,nan,Offense
2013-14,Virginia,0,79,12,3211,5,nan,Defensive
2014-15,Virginia,12,62,12,2500,8,nan,Offense
2014-15,Virginia,0,67,12,2807,5,nan,Defensive
2015-16,Virginia,12,54,12,2353,5,nan,Offense
2015-16,Virginia,0,46,12,2033,5,nan,Defensive
2016-17,Virginia,12,74,12,3279,9,nan,Offense
2016-17,Virginia,0,56,12,2207,2,nan,Defensive
2017-18,Virginia,12,74,12,3160,8,nan,Offense
2017-18,Virginia,0,68,12,2672,8,nan,Defensive
2013-14,Vanderbilt,13,63,13,2694,4,nan,Offense
2013-14,Vanderbilt,0,63,13,2477,8,nan,Defensive
2014-15,Vanderbilt,12,70,12,2894,9,nan,Offense
2014-15,Vanderbilt,0,52,12,2115,8,nan,Defensive
2015-16,Vanderbilt,12,82,12,3277,3,nan,Offense
2015-16,Vanderbilt,0,72,12,2905,6,nan,Defensive
2016-17,Vanderbilt,13,73,13,2922,6,nan,Offense
2016-17,Vanderbilt,0,61,13,2525,4,nan,Defensive
2017-18,Vanderbilt,12,66,12,2624,4,nan,Offense
2017-18,Vanderbilt,0,56,12,2243,nan,nan,Defensive
2013-14,Vanderbilt,13,63,13,2694,4,nan,Offense
2013-14,Vanderbilt,0,63,13,2477,8,nan,Defensive
2014-15,Vanderbilt,12,70,12,2894,9,nan,Offense
2014-15,Vanderbilt,0,52,12,2115,8,nan,Defensive
2015-16,Vanderbilt,12,82,12,3277,3,nan,Offense
2015-16,Vanderbilt,0,72,12,2905,6,nan,Defensive
2016-17,Vanderbilt,13,73,13,2922,6,nan,Offense
2016-17,Vanderbilt,0,61,13,2525,4,nan,Defensive
2017-18,Vanderbilt,12,66,12,2624,4,nan,Offense
2017-18,Vanderbilt,0,56,12,2243,nan,nan,Defensive
2013-14,Vanderbilt,13,63,13,2694,4,nan,Offense
2013-14,Vanderbilt,0,63,13,2477,8,nan,Defensive
2014-15,Vanderbilt,12,70,12,2894,9,nan,Offense
2014-15,Vanderbilt,0,52,12,2115,8,nan,Defensive
2015-16,Vanderbilt,12,82,12,3277,3,nan,Offense
2015-16,Vanderbilt,0,72,12,2905,6,nan,Defensive
2016-17,Vanderbilt,13,73,13,2922,6,nan,Offense
2016-17,Vanderbilt,0,61,13,2525,4,nan,Defensive
2017-18,Vanderbilt,12,66,12,2624,4,nan,Offense
2017-18,Vanderbilt,0,56,12,2243,nan,nan,Defensive
2013-14,Vanderbilt,13,63,13,2694,4,nan,Offense
2013-14,Vanderbilt,0,63,13,2477,8,nan,Defensive
2014-15,Vanderbilt,12,70,12,2894,9,nan,Offense
2014-15,Vanderbilt,0,52,12,2115,8,nan,Defensive
2015-16,Vanderbilt,12,82,12,3277,3,nan,Offense
2015-16,Vanderbilt,0,72,12,2905,6,nan,Defensive
2016-17,Vanderbilt,13,73,13,2922,6,nan,Offense
2016-17,Vanderbilt,0,61,13,2525,4,nan,Defensive
2017-18,Vanderbilt,12,66,12,2624,4,nan,Offense
2017-18,Vanderbilt,0,56,12,2243,nan,nan,Defensive
2013-14,Utah,12,76,12,3300,6,nan,Offense
2013-14,Utah,0,79,12,3144,9,nan,Defensive
2014-15,Utah,13,80,13,3736,10,nan,Offense
2014-15,Utah,0,83,13,3512,9,nan,Defensive
2015-16,Utah,13,61,13,2925,9,nan,Offense
2015-16,Utah,0,63,13,2643,1,nan,Defensive
2016-17,Utah,13,64,13,3053,2,nan,Offense
2016-17,Utah,0,74,13,3104,6,nan,Defensive
2017-18,Utah,12,46,12,2035,3,nan,Offense
2017-18,Utah,0,58,12,2510,4,nan,Defensive
2013-14,Utah,12,76,12,3300,6,nan,Offense
2013-14,Utah,0,79,12,3144,9,nan,Defensive
2014-15,Utah,13,80,13,3736,10,nan,Offense
2014-15,Utah,0,83,13,3512,9,nan,Defensive
2015-16,Utah,13,61,13,2925,9,nan,Offense
2015-16,Utah,0,63,13,2643,1,nan,Defensive
2016-17,Utah,13,64,13,3053,2,nan,Offense
2016-17,Utah,0,74,13,3104,6,nan,Defensive
2017-18,Utah,12,46,12,2035,3,nan,Offense
2017-18,Utah,0,58,12,2510,4,nan,Defensive
2013-14,Western Ky.,12,37,12,1417,1,nan,Offense
2013-14,Western Ky.,0,51,12,2111,5,nan,Defensive
2014-15,Western Ky.,13,49,13,1817,4,nan,Offense
2014-15,Western Ky.,0,43,13,1681,3,nan,Defensive
2015-16,Western Ky.,14,52,14,2110,2,nan,Offense
2015-16,Western Ky.,0,66,14,2616,1,nan,Defensive
2016-17,Western Ky.,14,40,14,1701,5,nan,Offense
2016-17,Western Ky.,0,81,14,3269,6,nan,Defensive
2017-18,Western Ky.,12,52,12,2076,4,nan,Offense
2017-18,Western Ky.,0,64,12,2604,8,nan,Defensive
2013-14,Western Ky.,12,37,12,1417,1,nan,Offense
2013-14,Western Ky.,0,51,12,2111,5,nan,Defensive
2014-15,Western Ky.,13,49,13,1817,4,nan,Offense
2014-15,Western Ky.,0,43,13,1681,3,nan,Defensive
2015-16,Western Ky.,14,52,14,2110,2,nan,Offense
2015-16,Western Ky.,0,66,14,2616,1,nan,Defensive
2016-17,Western Ky.,14,40,14,1701,5,nan,Offense
2016-17,Western Ky.,0,81,14,3269,6,nan,Defensive
2017-18,Western Ky.,12,52,12,2076,4,nan,Offense
2017-18,Western Ky.,0,64,12,2604,8,nan,Defensive
2013-14,Western Ky.,12,37,12,1417,1,nan,Offense
2013-14,Western Ky.,0,51,12,2111,5,nan,Defensive
2014-15,Western Ky.,13,49,13,1817,4,nan,Offense
2014-15,Western Ky.,0,43,13,1681,3,nan,Defensive
2015-16,Western Ky.,14,52,14,2110,2,nan,Offense
2015-16,Western Ky.,0,66,14,2616,1,nan,Defensive
2016-17,Western Ky.,14,40,14,1701,5,nan,Offense
2016-17,Western Ky.,0,81,14,3269,6,nan,Defensive
2017-18,Western Ky.,12,52,12,2076,4,nan,Offense
2017-18,Western Ky.,0,64,12,2604,8,nan,Defensive
2013-14,Western Ky.,12,37,12,1417,1,nan,Offense
2013-14,Western Ky.,0,51,12,2111,5,nan,Defensive
2014-15,Western Ky.,13,49,13,1817,4,nan,Offense
2014-15,Western Ky.,0,43,13,1681,3,nan,Defensive
2015-16,Western Ky.,14,52,14,2110,2,nan,Offense
2015-16,Western Ky.,0,66,14,2616,1,nan,Defensive
2016-17,Western Ky.,14,40,14,1701,5,nan,Offense
2016-17,Western Ky.,0,81,14,3269,6,nan,Defensive
2017-18,Western Ky.,12,52,12,2076,4,nan,Offense
2017-18,Western Ky.,0,64,12,2604,8,nan,Defensive
2013-14,West Virginia,12,73,12,3218,5,nan,Offense
2013-14,West Virginia,0,68,12,2701,5,nan,Defensive
2014-15,West Virginia,13,57,13,2383,2,nan,Offense
2014-15,West Virginia,0,91,13,3818,12,nan,Defensive
2015-16,West Virginia,13,72,13,3251,15,nan,Offense
2015-16,West Virginia,0,80,13,3358,9,nan,Defensive
2016-17,West Virginia,13,59,13,2462,5,nan,Offense
2016-17,West Virginia,0,68,13,2765,6,nan,Defensive
2017-18,West Virginia,12,65,12,2566,4,nan,Offense
2017-18,West Virginia,0,65,12,2802,8,nan,Defensive
2013-14,West Virginia,12,73,12,3218,5,nan,Offense
2013-14,West Virginia,0,68,12,2701,5,nan,Defensive
2014-15,West Virginia,13,57,13,2383,2,nan,Offense
2014-15,West Virginia,0,91,13,3818,12,nan,Defensive
2015-16,West Virginia,13,72,13,3251,15,nan,Offense
2015-16,West Virginia,0,80,13,3358,9,nan,Defensive
2016-17,West Virginia,13,59,13,2462,5,nan,Offense
2016-17,West Virginia,0,68,13,2765,6,nan,Defensive
2017-18,West Virginia,12,65,12,2566,4,nan,Offense
2017-18,West Virginia,0,65,12,2802,8,nan,Defensive
2013-14,West Virginia,12,73,12,3218,5,nan,Offense
2013-14,West Virginia,0,68,12,2701,5,nan,Defensive
2014-15,West Virginia,13,57,13,2383,2,nan,Offense
2014-15,West Virginia,0,91,13,3818,12,nan,Defensive
2015-16,West Virginia,13,72,13,3251,15,nan,Offense
2015-16,West Virginia,0,80,13,3358,9,nan,Defensive
2016-17,West Virginia,13,59,13,2462,5,nan,Offense
2016-17,West Virginia,0,68,13,2765,6,nan,Defensive
2017-18,West Virginia,12,65,12,2566,4,nan,Offense
2017-18,West Virginia,0,65,12,2802,8,nan,Defensive
2013-14,West Virginia,12,73,12,3218,5,nan,Offense
2013-14,West Virginia,0,68,12,2701,5,nan,Defensive
2014-15,West Virginia,13,57,13,2383,2,nan,Offense
2014-15,West Virginia,0,91,13,3818,12,nan,Defensive
2015-16,West Virginia,13,72,13,3251,15,nan,Offense
2015-16,West Virginia,0,80,13,3358,9,nan,Defensive
2016-17,West Virginia,13,59,13,2462,5,nan,Offense
2016-17,West Virginia,0,68,13,2765,6,nan,Defensive
2017-18,West Virginia,12,65,12,2566,4,nan,Offense
2017-18,West Virginia,0,65,12,2802,8,nan,Defensive
2013-14,Washington St.,13,64,13,2471,2,nan,Offense
2013-14,Washington St.,0,64,13,2496,5,nan,Defensive
2014-15,Washington St.,12,49,12,2039,5,nan,Offense
2014-15,Washington St.,0,63,12,2752,7,nan,Defensive
2015-16,Washington St.,13,48,13,1861,4,nan,Offense
2015-16,Washington St.,0,53,13,2112,2,nan,Defensive
2016-17,Washington St.,13,47,13,1862,2,nan,Offense
2016-17,Washington St.,0,62,13,2584,4,nan,Defensive
2017-18,Washington St.,12,59,12,2262,3,nan,Offense
