Year,Team,GP,Punts,G,PuntYds,PuntTBs,LongPunt,OffenseDefense
2016-17,Southern Miss.,0,87,13,3756,2,nan,Defensive
2017-18,Southern Miss.,12,63,12,2522,3,nan,Offense
2017-18,Southern Miss.,0,81,12,3333,6,nan,Defensive
2013-14,Southern Miss.,12,76,12,3009,4,nan,Offense
2013-14,Southern Miss.,0,57,12,2273,2,nan,Defensive
2014-15,Southern Miss.,12,67,12,2644,4,nan,Offense
2014-15,Southern Miss.,0,49,12,2011,8,nan,Defensive
2015-16,Southern Miss.,14,50,14,1915,3,nan,Offense
2015-16,Southern Miss.,0,78,14,3277,8,nan,Defensive
2016-17,Southern Miss.,13,54,13,2371,5,nan,Offense
2016-17,Southern Miss.,0,87,13,3756,2,nan,Defensive
2017-18,Southern Miss.,12,63,12,2522,3,nan,Offense
2017-18,Southern Miss.,0,81,12,3333,6,nan,Defensive
2013-14,Southern Miss.,12,76,12,3009,4,nan,Offense
2013-14,Southern Miss.,0,57,12,2273,2,nan,Defensive
2014-15,Southern Miss.,12,67,12,2644,4,nan,Offense
2014-15,Southern Miss.,0,49,12,2011,8,nan,Defensive
2015-16,Southern Miss.,14,50,14,1915,3,nan,Offense
2015-16,Southern Miss.,0,78,14,3277,8,nan,Defensive
2016-17,Southern Miss.,13,54,13,2371,5,nan,Offense
2016-17,Southern Miss.,0,87,13,3756,2,nan,Defensive
2017-18,Southern Miss.,12,63,12,2522,3,nan,Offense
2017-18,Southern Miss.,0,81,12,3333,6,nan,Defensive
2013-14,Texas St.,12,72,12,3160,6,nan,Offense
2013-14,Texas St.,0,59,12,2498,5,nan,Defensive
2014-15,Texas St.,12,65,12,2844,4,nan,Offense
2014-15,Texas St.,0,65,12,2629,4,nan,Defensive
2015-16,Texas St.,12,65,12,2879,4,nan,Offense
2015-16,Texas St.,0,47,12,1927,3,nan,Defensive
2016-17,Texas St.,12,85,12,3518,6,nan,Offense
2016-17,Texas St.,0,62,12,2505,1,nan,Defensive
2017-18,Texas St.,12,83,12,3496,6,nan,Offense
2017-18,Texas St.,0,64,12,2737,8,nan,Defensive
2013-14,Texas St.,12,72,12,3160,6,nan,Offense
2013-14,Texas St.,0,59,12,2498,5,nan,Defensive
2014-15,Texas St.,12,65,12,2844,4,nan,Offense
2014-15,Texas St.,0,65,12,2629,4,nan,Defensive
2015-16,Texas St.,12,65,12,2879,4,nan,Offense
2015-16,Texas St.,0,47,12,1927,3,nan,Defensive
2016-17,Texas St.,12,85,12,3518,6,nan,Offense
2016-17,Texas St.,0,62,12,2505,1,nan,Defensive
2017-18,Texas St.,12,83,12,3496,6,nan,Offense
2017-18,Texas St.,0,64,12,2737,8,nan,Defensive
2013-14,Texas,13,76,13,3053,3,nan,Offense
2013-14,Texas,0,80,13,3370,3,nan,Defensive
2014-15,Texas,13,87,13,3678,3,nan,Offense
2014-15,Texas,0,82,13,3334,5,nan,Defensive
2015-16,Texas,12,77,12,3179,5,nan,Offense
2015-16,Texas,0,65,12,2572,5,nan,Defensive
2016-17,Texas,12,66,12,3115,10,nan,Offense
2016-17,Texas,0,77,12,3043,2,nan,Defensive
2017-18,Texas,12,73,12,3532,8,nan,Offense
2017-18,Texas,0,84,12,3537,4,nan,Defensive
2013-14,Texas,13,76,13,3053,3,nan,Offense
2013-14,Texas,0,80,13,3370,3,nan,Defensive
2014-15,Texas,13,87,13,3678,3,nan,Offense
2014-15,Texas,0,82,13,3334,5,nan,Defensive
2015-16,Texas,12,77,12,3179,5,nan,Offense
2015-16,Texas,0,65,12,2572,5,nan,Defensive
2016-17,Texas,12,66,12,3115,10,nan,Offense
2016-17,Texas,0,77,12,3043,2,nan,Defensive
2017-18,Texas,12,73,12,3532,8,nan,Offense
2017-18,Texas,0,84,12,3537,4,nan,Defensive
2013-14,Texas,13,76,13,3053,3,nan,Offense
2013-14,Texas,0,80,13,3370,3,nan,Defensive
2014-15,Texas,13,87,13,3678,3,nan,Offense
2014-15,Texas,0,82,13,3334,5,nan,Defensive
2015-16,Texas,12,77,12,3179,5,nan,Offense
2015-16,Texas,0,65,12,2572,5,nan,Defensive
2016-17,Texas,12,66,12,3115,10,nan,Offense
2016-17,Texas,0,77,12,3043,2,nan,Defensive
2017-18,Texas,12,73,12,3532,8,nan,Offense
2017-18,Texas,0,84,12,3537,4,nan,Defensive
2013-14,Texas,13,76,13,3053,3,nan,Offense
2013-14,Texas,0,80,13,3370,3,nan,Defensive
2014-15,Texas,13,87,13,3678,3,nan,Offense
2014-15,Texas,0,82,13,3334,5,nan,Defensive
2015-16,Texas,12,77,12,3179,5,nan,Offense
2015-16,Texas,0,65,12,2572,5,nan,Defensive
2016-17,Texas,12,66,12,3115,10,nan,Offense
2016-17,Texas,0,77,12,3043,2,nan,Defensive
2017-18,Texas,12,73,12,3532,8,nan,Offense
2017-18,Texas,0,84,12,3537,4,nan,Defensive
2013-14,Texas A&M,13,45,13,2085,7,nan,Offense
2013-14,Texas A&M,0,61,13,2376,5,nan,Defensive
2014-15,Texas A&M,13,62,13,2737,6,nan,Offense
2014-15,Texas A&M,0,69,13,2825,4,nan,Defensive
2015-16,Texas A&M,13,62,13,2936,10,nan,Offense
2015-16,Texas A&M,0,84,13,3473,7,nan,Defensive
2016-17,Texas A&M,13,71,13,3056,nan,nan,Offense
2016-17,Texas A&M,0,74,13,3050,4,nan,Defensive
2017-18,Texas A&M,12,76,12,3505,6,nan,Offense
2017-18,Texas A&M,0,80,12,3311,4,nan,Defensive
2013-14,Texas A&M,13,45,13,2085,7,nan,Offense
2013-14,Texas A&M,0,61,13,2376,5,nan,Defensive
2014-15,Texas A&M,13,62,13,2737,6,nan,Offense
2014-15,Texas A&M,0,69,13,2825,4,nan,Defensive
2015-16,Texas A&M,13,62,13,2936,10,nan,Offense
2015-16,Texas A&M,0,84,13,3473,7,nan,Defensive
2016-17,Texas A&M,13,71,13,3056,nan,nan,Offense
2016-17,Texas A&M,0,74,13,3050,4,nan,Defensive
2017-18,Texas A&M,12,76,12,3505,6,nan,Offense
2017-18,Texas A&M,0,80,12,3311,4,nan,Defensive
2013-14,Texas A&M,13,45,13,2085,7,nan,Offense
2013-14,Texas A&M,0,61,13,2376,5,nan,Defensive
2014-15,Texas A&M,13,62,13,2737,6,nan,Offense
2014-15,Texas A&M,0,69,13,2825,4,nan,Defensive
2015-16,Texas A&M,13,62,13,2936,10,nan,Offense
2015-16,Texas A&M,0,84,13,3473,7,nan,Defensive
2016-17,Texas A&M,13,71,13,3056,nan,nan,Offense
2016-17,Texas A&M,0,74,13,3050,4,nan,Defensive
2017-18,Texas A&M,12,76,12,3505,6,nan,Offense
2017-18,Texas A&M,0,80,12,3311,4,nan,Defensive
2013-14,Texas A&M,13,45,13,2085,7,nan,Offense
2013-14,Texas A&M,0,61,13,2376,5,nan,Defensive
2014-15,Texas A&M,13,62,13,2737,6,nan,Offense
2014-15,Texas A&M,0,69,13,2825,4,nan,Defensive
2015-16,Texas A&M,13,62,13,2936,10,nan,Offense
2015-16,Texas A&M,0,84,13,3473,7,nan,Defensive
2016-17,Texas A&M,13,71,13,3056,nan,nan,Offense
2016-17,Texas A&M,0,74,13,3050,4,nan,Defensive
2017-18,Texas A&M,12,76,12,3505,6,nan,Offense
2017-18,Texas A&M,0,80,12,3311,4,nan,Defensive
2013-14,Tennessee,12,64,12,2801,6,nan,Offense
2013-14,Tennessee,0,58,12,2321,2,nan,Defensive
2014-15,Tennessee,13,80,13,3378,11,nan,Offense
2014-15,Tennessee,0,84,13,3454,2,nan,Defensive
2015-16,Tennessee,13,63,13,2850,9,nan,Offense
2015-16,Tennessee,0,90,13,3853,4,nan,Defensive
2016-17,Tennessee,13,70,13,3120,9,nan,Offense
2016-17,Tennessee,0,76,13,3232,4,nan,Defensive
2017-18,Tennessee,12,71,12,3323,5,nan,Offense
2017-18,Tennessee,0,59,12,2556,2,nan,Defensive
2013-14,Tennessee,12,64,12,2801,6,nan,Offense
2013-14,Tennessee,0,58,12,2321,2,nan,Defensive
2014-15,Tennessee,13,80,13,3378,11,nan,Offense
2014-15,Tennessee,0,84,13,3454,2,nan,Defensive
2015-16,Tennessee,13,63,13,2850,9,nan,Offense
2015-16,Tennessee,0,90,13,3853,4,nan,Defensive
2016-17,Tennessee,13,70,13,3120,9,nan,Offense
2016-17,Tennessee,0,76,13,3232,4,nan,Defensive
2017-18,Tennessee,12,71,12,3323,5,nan,Offense
2017-18,Tennessee,0,59,12,2556,2,nan,Defensive
2013-14,Tennessee,12,64,12,2801,6,nan,Offense
2013-14,Tennessee,0,58,12,2321,2,nan,Defensive
2014-15,Tennessee,13,80,13,3378,11,nan,Offense
2014-15,Tennessee,0,84,13,3454,2,nan,Defensive
2015-16,Tennessee,13,63,13,2850,9,nan,Offense
2015-16,Tennessee,0,90,13,3853,4,nan,Defensive
2016-17,Tennessee,13,70,13,3120,9,nan,Offense
2016-17,Tennessee,0,76,13,3232,4,nan,Defensive
2017-18,Tennessee,12,71,12,3323,5,nan,Offense
2017-18,Tennessee,0,59,12,2556,2,nan,Defensive
2013-14,Tennessee,12,64,12,2801,6,nan,Offense
2013-14,Tennessee,0,58,12,2321,2,nan,Defensive
2014-15,Tennessee,13,80,13,3378,11,nan,Offense
2014-15,Tennessee,0,84,13,3454,2,nan,Defensive
2015-16,Tennessee,13,63,13,2850,9,nan,Offense
2015-16,Tennessee,0,90,13,3853,4,nan,Defensive
2016-17,Tennessee,13,70,13,3120,9,nan,Offense
2016-17,Tennessee,0,76,13,3232,4,nan,Defensive
2017-18,Tennessee,12,71,12,3323,5,nan,Offense
2017-18,Tennessee,0,59,12,2556,2,nan,Defensive
2013-14,Temple,12,61,12,2609,3,nan,Offense
2013-14,Temple,0,53,12,2139,6,nan,Defensive
2014-15,Temple,12,74,12,2780,4,nan,Offense
2014-15,Temple,0,73,12,2706,5,nan,Defensive
2015-16,Temple,14,65,14,2719,8,nan,Offense
2015-16,Temple,0,83,14,3131,5,nan,Defensive
2016-17,Temple,14,53,14,2065,1,nan,Offense
2016-17,Temple,0,81,14,3110,2,nan,Defensive
2017-18,Temple,12,54,12,2105,7,nan,Offense
2017-18,Temple,0,56,12,2402,4,nan,Defensive
2013-14,Temple,12,61,12,2609,3,nan,Offense
2013-14,Temple,0,53,12,2139,6,nan,Defensive
2014-15,Temple,12,74,12,2780,4,nan,Offense
2014-15,Temple,0,73,12,2706,5,nan,Defensive
2015-16,Temple,14,65,14,2719,8,nan,Offense
2015-16,Temple,0,83,14,3131,5,nan,Defensive
2016-17,Temple,14,53,14,2065,1,nan,Offense
2016-17,Temple,0,81,14,3110,2,nan,Defensive
2017-18,Temple,12,54,12,2105,7,nan,Offense
2017-18,Temple,0,56,12,2402,4,nan,Defensive
2013-14,Temple,12,61,12,2609,3,nan,Offense
2013-14,Temple,0,53,12,2139,6,nan,Defensive
2014-15,Temple,12,74,12,2780,4,nan,Offense
2014-15,Temple,0,73,12,2706,5,nan,Defensive
2015-16,Temple,14,65,14,2719,8,nan,Offense
2015-16,Temple,0,83,14,3131,5,nan,Defensive
2016-17,Temple,14,53,14,2065,1,nan,Offense
2016-17,Temple,0,81,14,3110,2,nan,Defensive
2017-18,Temple,12,54,12,2105,7,nan,Offense
2017-18,Temple,0,56,12,2402,4,nan,Defensive
2013-14,Tulsa,12,74,12,2830,nan,nan,Offense
2013-14,Tulsa,0,67,12,2719,8,nan,Defensive
2014-15,Tulsa,12,70,12,2943,5,nan,Offense
2014-15,Tulsa,0,59,12,2364,5,nan,Defensive
2015-16,Tulsa,13,70,13,2897,7,nan,Offense
2015-16,Tulsa,0,56,13,2419,5,nan,Defensive
2016-17,Tulsa,13,64,13,2672,6,nan,Offense
2016-17,Tulsa,0,86,13,3580,1,nan,Defensive
2017-18,Tulsa,12,63,12,2617,5,nan,Offense
2017-18,Tulsa,0,46,12,1749,2,nan,Defensive
2013-14,Tulane,13,83,13,3321,5,nan,Offense
2013-14,Tulane,0,76,13,3082,5,nan,Defensive
2014-15,Tulane,12,72,12,2683,3,nan,Offense
2014-15,Tulane,0,51,12,2050,2,nan,Defensive
2015-16,Tulane,12,82,12,2974,1,nan,Offense
2015-16,Tulane,0,57,12,2254,4,nan,Defensive
2016-17,Tulane,12,73,12,2888,5,nan,Offense
2016-17,Tulane,0,71,12,2845,8,nan,Defensive
2017-18,Tulane,12,58,12,2235,4,nan,Offense
2017-18,Tulane,0,42,12,1714,2,nan,Defensive
2013-14,Tulane,13,83,13,3321,5,nan,Offense
2013-14,Tulane,0,76,13,3082,5,nan,Defensive
2014-15,Tulane,12,72,12,2683,3,nan,Offense
2014-15,Tulane,0,51,12,2050,2,nan,Defensive
2015-16,Tulane,12,82,12,2974,1,nan,Offense
2015-16,Tulane,0,57,12,2254,4,nan,Defensive
2016-17,Tulane,12,73,12,2888,5,nan,Offense
2016-17,Tulane,0,71,12,2845,8,nan,Defensive
2017-18,Tulane,12,58,12,2235,4,nan,Offense
2017-18,Tulane,0,42,12,1714,2,nan,Defensive
2013-14,Tulane,13,83,13,3321,5,nan,Offense
2013-14,Tulane,0,76,13,3082,5,nan,Defensive
2014-15,Tulane,12,72,12,2683,3,nan,Offense
2014-15,Tulane,0,51,12,2050,2,nan,Defensive
2015-16,Tulane,12,82,12,2974,1,nan,Offense
2015-16,Tulane,0,57,12,2254,4,nan,Defensive
2016-17,Tulane,12,73,12,2888,5,nan,Offense
2016-17,Tulane,0,71,12,2845,8,nan,Defensive
2017-18,Tulane,12,58,12,2235,4,nan,Offense
2017-18,Tulane,0,42,12,1714,2,nan,Defensive
2013-14,Tulane,13,83,13,3321,5,nan,Offense
2013-14,Tulane,0,76,13,3082,5,nan,Defensive
2014-15,Tulane,12,72,12,2683,3,nan,Offense
2014-15,Tulane,0,51,12,2050,2,nan,Defensive
2015-16,Tulane,12,82,12,2974,1,nan,Offense
2015-16,Tulane,0,57,12,2254,4,nan,Defensive
2016-17,Tulane,12,73,12,2888,5,nan,Offense
2016-17,Tulane,0,71,12,2845,8,nan,Defensive
2017-18,Tulane,12,58,12,2235,4,nan,Offense
2017-18,Tulane,0,42,12,1714,2,nan,Defensive
2013-14,Troy,12,60,12,2615,4,nan,Offense
2013-14,Troy,0,55,12,2135,4,nan,Defensive
2014-15,Troy,12,63,12,2472,2,nan,Offense
2014-15,Troy,0,38,12,1513,4,nan,Defensive
2015-16,Troy,12,62,12,2556,7,nan,Offense
2015-16,Troy,0,63,12,2480,6,nan,Defensive
2016-17,Troy,13,69,13,2820,5,nan,Offense
2016-17,Troy,0,76,13,2996,6,nan,Defensive
2017-18,Troy,12,53,12,2130,3,nan,Offense
2017-18,Troy,0,67,12,2603,nan,nan,Defensive
2013-14,Troy,12,60,12,2615,4,nan,Offense
2013-14,Troy,0,55,12,2135,4,nan,Defensive
2014-15,Troy,12,63,12,2472,2,nan,Offense
2014-15,Troy,0,38,12,1513,4,nan,Defensive
2015-16,Troy,12,62,12,2556,7,nan,Offense
2015-16,Troy,0,63,12,2480,6,nan,Defensive
2016-17,Troy,13,69,13,2820,5,nan,Offense
2016-17,Troy,0,76,13,2996,6,nan,Defensive
2017-18,Troy,12,53,12,2130,3,nan,Offense
2017-18,Troy,0,67,12,2603,nan,nan,Defensive
2013-14,Troy,12,60,12,2615,4,nan,Offense
2013-14,Troy,0,55,12,2135,4,nan,Defensive
2014-15,Troy,12,63,12,2472,2,nan,Offense
2014-15,Troy,0,38,12,1513,4,nan,Defensive
2015-16,Troy,12,62,12,2556,7,nan,Offense
2015-16,Troy,0,63,12,2480,6,nan,Defensive
2016-17,Troy,13,69,13,2820,5,nan,Offense
2016-17,Troy,0,76,13,2996,6,nan,Defensive
2017-18,Troy,12,53,12,2130,3,nan,Offense
2017-18,Troy,0,67,12,2603,nan,nan,Defensive
2013-14,Troy,12,60,12,2615,4,nan,Offense
2013-14,Troy,0,55,12,2135,4,nan,Defensive
2014-15,Troy,12,63,12,2472,2,nan,Offense
2014-15,Troy,0,38,12,1513,4,nan,Defensive
2015-16,Troy,12,62,12,2556,7,nan,Offense
2015-16,Troy,0,63,12,2480,6,nan,Defensive
2016-17,Troy,13,69,13,2820,5,nan,Offense
2016-17,Troy,0,76,13,2996,6,nan,Defensive
2017-18,Troy,12,53,12,2130,3,nan,Offense
2017-18,Troy,0,67,12,2603,nan,nan,Defensive
2013-14,Toledo,12,47,12,1886,2,nan,Offense
2013-14,Toledo,0,53,12,2035,2,nan,Defensive
2014-15,Toledo,13,53,13,1966,nan,nan,Offense
2014-15,Toledo,0,68,13,2697,4,nan,Defensive
2015-16,Toledo,12,45,12,1769,3,nan,Offense
2015-16,Toledo,0,64,12,2501,2,nan,Defensive
2016-17,Toledo,13,54,13,2328,8,nan,Offense
2016-17,Toledo,0,86,13,3409,1,nan,Defensive
2017-18,Toledo,13,46,13,1679,3,nan,Offense
2017-18,Toledo,0,74,13,2873,3,nan,Defensive
2013-14,Toledo,12,47,12,1886,2,nan,Offense
2013-14,Toledo,0,53,12,2035,2,nan,Defensive
2014-15,Toledo,13,53,13,1966,nan,nan,Offense
2014-15,Toledo,0,68,13,2697,4,nan,Defensive
2015-16,Toledo,12,45,12,1769,3,nan,Offense
2015-16,Toledo,0,64,12,2501,2,nan,Defensive
2016-17,Toledo,13,54,13,2328,8,nan,Offense
2016-17,Toledo,0,86,13,3409,1,nan,Defensive
2017-18,Toledo,13,46,13,1679,3,nan,Offense
2017-18,Toledo,0,74,13,2873,3,nan,Defensive
2013-14,Toledo,12,47,12,1886,2,nan,Offense
2013-14,Toledo,0,53,12,2035,2,nan,Defensive
2014-15,Toledo,13,53,13,1966,nan,nan,Offense
2014-15,Toledo,0,68,13,2697,4,nan,Defensive
2015-16,Toledo,12,45,12,1769,3,nan,Offense
2015-16,Toledo,0,64,12,2501,2,nan,Defensive
2016-17,Toledo,13,54,13,2328,8,nan,Offense
2016-17,Toledo,0,86,13,3409,1,nan,Defensive
2017-18,Toledo,13,46,13,1679,3,nan,Offense
2017-18,Toledo,0,74,13,2873,3,nan,Defensive
2013-14,Toledo,12,47,12,1886,2,nan,Offense
2013-14,Toledo,0,53,12,2035,2,nan,Defensive
2014-15,Toledo,13,53,13,1966,nan,nan,Offense
2014-15,Toledo,0,68,13,2697,4,nan,Defensive
2015-16,Toledo,12,45,12,1769,3,nan,Offense
2015-16,Toledo,0,64,12,2501,2,nan,Defensive
2016-17,Toledo,13,54,13,2328,8,nan,Offense
2016-17,Toledo,0,86,13,3409,1,nan,Defensive
2017-18,Toledo,13,46,13,1679,3,nan,Offense
2017-18,Toledo,0,74,13,2873,3,nan,Defensive
2013-14,Texas Tech,13,65,13,2741,6,nan,Offense
2013-14,Texas Tech,0,85,13,3634,5,nan,Defensive
2014-15,Texas Tech,12,54,12,2303,5,nan,Offense
2014-15,Texas Tech,0,50,12,2186,3,nan,Defensive
2015-16,Texas Tech,13,49,13,2235,5,nan,Offense
2015-16,Texas Tech,0,56,13,2394,5,nan,Defensive
2016-17,Texas Tech,12,46,12,1759,3,nan,Offense
2016-17,Texas Tech,0,48,12,2026,3,nan,Defensive
2017-18,Texas Tech,12,57,12,2315,2,nan,Offense
2017-18,Texas Tech,0,55,12,2367,10,nan,Defensive
2013-14,Texas Tech,13,65,13,2741,6,nan,Offense
2013-14,Texas Tech,0,85,13,3634,5,nan,Defensive
2014-15,Texas Tech,12,54,12,2303,5,nan,Offense
2014-15,Texas Tech,0,50,12,2186,3,nan,Defensive
2015-16,Texas Tech,13,49,13,2235,5,nan,Offense
2015-16,Texas Tech,0,56,13,2394,5,nan,Defensive
2016-17,Texas Tech,12,46,12,1759,3,nan,Offense
2016-17,Texas Tech,0,48,12,2026,3,nan,Defensive
2017-18,Texas Tech,12,57,12,2315,2,nan,Offense
2017-18,Texas Tech,0,55,12,2367,10,nan,Defensive
2013-14,Texas St.,12,72,12,3160,6,nan,Offense
2013-14,Texas St.,0,59,12,2498,5,nan,Defensive
2014-15,Texas St.,12,65,12,2844,4,nan,Offense
2014-15,Texas St.,0,65,12,2629,4,nan,Defensive
2015-16,Texas St.,12,65,12,2879,4,nan,Offense
2015-16,Texas St.,0,47,12,1927,3,nan,Defensive
2016-17,Texas St.,12,85,12,3518,6,nan,Offense
2016-17,Texas St.,0,62,12,2505,1,nan,Defensive
2017-18,Texas St.,12,83,12,3496,6,nan,Offense
2017-18,Texas St.,0,64,12,2737,8,nan,Defensive
2013-14,Texas St.,12,72,12,3160,6,nan,Offense
2013-14,Texas St.,0,59,12,2498,5,nan,Defensive
2014-15,Texas St.,12,65,12,2844,4,nan,Offense
2014-15,Texas St.,0,65,12,2629,4,nan,Defensive
2015-16,Texas St.,12,65,12,2879,4,nan,Offense
2015-16,Texas St.,0,47,12,1927,3,nan,Defensive
2016-17,Texas St.,12,85,12,3518,6,nan,Offense
2016-17,Texas St.,0,62,12,2505,1,nan,Defensive
2017-18,Texas St.,12,83,12,3496,6,nan,Offense
2017-18,Texas St.,0,64,12,2737,8,nan,Defensive
2013-14,UNLV,13,65,13,2719,8,nan,Offense
2013-14,UNLV,0,54,13,2190,8,nan,Defensive
2014-15,UNLV,13,85,13,3452,4,nan,Offense
2014-15,UNLV,0,63,13,2547,5,nan,Defensive
2015-16,UNLV,12,67,12,2804,7,nan,Offense
2015-16,UNLV,0,56,12,2308,3,nan,Defensive
2016-17,UNLV,12,71,12,2865,2,nan,Offense
2016-17,UNLV,0,53,12,2159,6,nan,Defensive
2017-18,UNLV,12,49,12,1849,6,nan,Offense
2017-18,UNLV,0,41,12,1658,9,nan,Defensive
2013-14,UConn,12,73,12,2820,3,nan,Offense
2013-14,UConn,0,60,12,2358,5,nan,Defensive
2014-15,UConn,12,80,12,3078,4,nan,Offense
2014-15,UConn,0,66,12,2557,1,nan,Defensive
2015-16,UConn,13,76,13,2866,6,nan,Offense
2015-16,UConn,0,57,13,2375,4,nan,Defensive
2016-17,UConn,12,74,12,3017,6,nan,Offense
2016-17,UConn,0,58,12,2295,5,nan,Defensive
2017-18,UConn,12,64,12,2442,2,nan,Offense
2017-18,UConn,0,53,12,2326,5,nan,Defensive
2013-14,UConn,12,73,12,2820,3,nan,Offense
2013-14,UConn,0,60,12,2358,5,nan,Defensive
2014-15,UConn,12,80,12,3078,4,nan,Offense
2014-15,UConn,0,66,12,2557,1,nan,Defensive
2015-16,UConn,13,76,13,2866,6,nan,Offense
2015-16,UConn,0,57,13,2375,4,nan,Defensive
2016-17,UConn,12,74,12,3017,6,nan,Offense
2016-17,UConn,0,58,12,2295,5,nan,Defensive
2017-18,UConn,12,64,12,2442,2,nan,Offense
2017-18,UConn,0,53,12,2326,5,nan,Defensive
2013-14,UConn,12,73,12,2820,3,nan,Offense
2013-14,UConn,0,60,12,2358,5,nan,Defensive
2014-15,UConn,12,80,12,3078,4,nan,Offense
2014-15,UConn,0,66,12,2557,1,nan,Defensive
2015-16,UConn,13,76,13,2866,6,nan,Offense
2015-16,UConn,0,57,13,2375,4,nan,Defensive
2016-17,UConn,12,74,12,3017,6,nan,Offense
2016-17,UConn,0,58,12,2295,5,nan,Defensive
2017-18,UConn,12,64,12,2442,2,nan,Offense
2017-18,UConn,0,53,12,2326,5,nan,Defensive
2013-14,UConn,12,73,12,2820,3,nan,Offense
2013-14,UConn,0,60,12,2358,5,nan,Defensive
2014-15,UConn,12,80,12,3078,4,nan,Offense
2014-15,UConn,0,66,12,2557,1,nan,Defensive
2015-16,UConn,13,76,13,2866,6,nan,Offense
2015-16,UConn,0,57,13,2375,4,nan,Defensive
2016-17,UConn,12,74,12,3017,6,nan,Offense
2016-17,UConn,0,58,12,2295,5,nan,Defensive
2017-18,UConn,12,64,12,2442,2,nan,Offense
2017-18,UConn,0,53,12,2326,5,nan,Defensive
2013-14,UCLA,13,55,13,2292,3,nan,Offense
2013-14,UCLA,0,74,13,2932,2,nan,Defensive
2014-15,UCLA,13,70,13,2802,4,nan,Offense
2014-15,UCLA,0,77,13,3452,5,nan,Defensive
2015-16,UCLA,13,64,13,2477,2,nan,Offense
2015-16,UCLA,0,71,13,3034,1,nan,Defensive
2016-17,UCLA,12,73,12,2861,2,nan,Offense
2016-17,UCLA,0,69,12,2901,3,nan,Defensive
2017-18,UCLA,12,53,12,2225,1,nan,Offense
2017-18,UCLA,0,48,12,1960,1,nan,Defensive
2013-14,UCLA,13,55,13,2292,3,nan,Offense
2013-14,UCLA,0,74,13,2932,2,nan,Defensive
2014-15,UCLA,13,70,13,2802,4,nan,Offense
2014-15,UCLA,0,77,13,3452,5,nan,Defensive
2015-16,UCLA,13,64,13,2477,2,nan,Offense
2015-16,UCLA,0,71,13,3034,1,nan,Defensive
2016-17,UCLA,12,73,12,2861,2,nan,Offense
2016-17,UCLA,0,69,12,2901,3,nan,Defensive
2017-18,UCLA,12,53,12,2225,1,nan,Offense
2017-18,UCLA,0,48,12,1960,1,nan,Defensive
2013-14,UCLA,13,55,13,2292,3,nan,Offense
2013-14,UCLA,0,74,13,2932,2,nan,Defensive
2014-15,UCLA,13,70,13,2802,4,nan,Offense
2014-15,UCLA,0,77,13,3452,5,nan,Defensive
2015-16,UCLA,13,64,13,2477,2,nan,Offense
2015-16,UCLA,0,71,13,3034,1,nan,Defensive
2016-17,UCLA,12,73,12,2861,2,nan,Offense
2016-17,UCLA,0,69,12,2901,3,nan,Defensive
2017-18,UCLA,12,53,12,2225,1,nan,Offense
2017-18,UCLA,0,48,12,1960,1,nan,Defensive
2013-14,UCLA,13,55,13,2292,3,nan,Offense
2013-14,UCLA,0,74,13,2932,2,nan,Defensive
2014-15,UCLA,13,70,13,2802,4,nan,Offense
2014-15,UCLA,0,77,13,3452,5,nan,Defensive
2015-16,UCLA,13,64,13,2477,2,nan,Offense
2015-16,UCLA,0,71,13,3034,1,nan,Defensive
2016-17,UCLA,12,73,12,2861,2,nan,Offense
2016-17,UCLA,0,69,12,2901,3,nan,Defensive
2017-18,UCLA,12,53,12,2225,1,nan,Offense
2017-18,UCLA,0,48,12,1960,1,nan,Defensive
2013-14,UAB,12,56,12,2396,8,nan,Offense
2013-14,UAB,0,47,12,1862,3,nan,Defensive
2014-15,UAB,12,61,12,2601,3,nan,Offense
2014-15,UAB,0,76,12,3016,3,nan,Defensive
2017-18,UAB,12,64,12,2486,5,nan,Offense
2017-18,UAB,0,64,12,2683,4,nan,Defensive
2013-14,UCF,13,43,13,1714,5,nan,Offense
2013-14,UCF,0,66,13,2710,4,nan,Defensive
2014-15,UCF,13,56,13,2130,4,nan,Offense
2014-15,UCF,0,77,13,3125,5,nan,Defensive
2015-16,UCF,12,75,12,3328,3,nan,Offense
2015-16,UCF,0,59,12,2256,4,nan,Defensive
2016-17,UCF,12,70,12,2887,2,nan,Offense
2016-17,UCF,0,78,12,3076,6,nan,Defensive
2017-18,UCF,12,41,12,1621,nan,nan,Offense
2017-18,UCF,0,61,12,2685,6,nan,Defensive
2013-14,UCF,13,43,13,1714,5,nan,Offense
2013-14,UCF,0,66,13,2710,4,nan,Defensive
2014-15,UCF,13,56,13,2130,4,nan,Offense
2014-15,UCF,0,77,13,3125,5,nan,Defensive
2015-16,UCF,12,75,12,3328,3,nan,Offense
2015-16,UCF,0,59,12,2256,4,nan,Defensive
2016-17,UCF,12,70,12,2887,2,nan,Offense
2016-17,UCF,0,78,12,3076,6,nan,Defensive
2017-18,UCF,12,41,12,1621,nan,nan,Offense
2017-18,UCF,0,61,12,2685,6,nan,Defensive
2013-14,UCF,13,43,13,1714,5,nan,Offense
2013-14,UCF,0,66,13,2710,4,nan,Defensive
2014-15,UCF,13,56,13,2130,4,nan,Offense
2014-15,UCF,0,77,13,3125,5,nan,Defensive
2015-16,UCF,12,75,12,3328,3,nan,Offense
2015-16,UCF,0,59,12,2256,4,nan,Defensive
