Jersey,Player,Yr,Pos,GP,GS,G,PBU,Int,IntRetTDs,IntRYds,PDef,stat,year,team
39,"Wilson, Justin",Fr,DB,5,0,5,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Appalachian St. Mountaineers
44,"Harkness, Alanmicheal",Fr,DL,5,0,5,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Appalachian St. Mountaineers
9,"Exford, Austin",Fr,DL,4,0,4,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Appalachian St. Mountaineers
94,"Slate, Devin",Sr,OL,4,0,4,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Appalachian St. Mountaineers
89,"Moll, Michael",Jr,TE,4,0,4,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Appalachian St. Mountaineers
74,"Johnson, Victor",Fr,OL,4,0,4,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Appalachian St. Mountaineers
42,"Sims, Antonious",Jr,DL,4,0,4,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Appalachian St. Mountaineers
88,"Capel, Jaquil",Jr,WR,3,1,3,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Appalachian St. Mountaineers
24,"Davis, Akeem",Fr,LB,3,0,3,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Appalachian St. Mountaineers
78,"Greer, Chandler",Fr,OL,3,0,3,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Appalachian St. Mountaineers
5W,"Armstrong, Mykelti",Fr,WR,2,0,2,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Appalachian St. Mountaineers
18,"Absher, Brad",Fr,WR,2,0,2,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Appalachian St. Mountaineers
19,"Cathey, Nikia",Fr,RB,2,0,2,nan,nan,nan,nan,0.0,Passes Defended,2015-16,Appalachian St. Mountaineers
35,"Thomas, Toronto",nan,nan,12,0,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
91,"Critcher, Bentlee",Fr,P,12,0,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
40,"Norwood, Nathaniel",Fr,DL,12,0,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
27,"Covington, Anthony",Fr,DB,12,0,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
14,"Cox, Marcus",Fr,RB,12,10,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
6,"Gilchrist, Kennan",Fr,LB,12,2,12,1,nan,nan,nan,1,Passes Defended,2013-14,Appalachian St. Mountaineers
8,"Milhouse, Greg",So,DL,12,1,12,1,nan,nan,nan,1,Passes Defended,2013-14,Appalachian St. Mountaineers
84,"McCann, Jacob",Fr,TE,12,0,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
83,"McElfresh, Simms",So,WR,12,10,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
88,"Law, John",Fr,LB,12,9,12,nan,3,nan,23,3,Passes Defended,2013-14,Appalachian St. Mountaineers
13,"Walton, Kevin",So,DB,12,7,12,1,1,nan,6,2,Passes Defended,2013-14,Appalachian St. Mountaineers
28,"Fergerson, Ricky",So,RB,12,2,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
3,"Gray, Alex",So,DB,12,12,12,1,nan,nan,nan,1,Passes Defended,2013-14,Appalachian St. Mountaineers
7,"Jones, Malachi",So,WR,12,8,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
99,"Burns, Stephen",So,DL,12,1,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
56,"Bronson, Thomas",So,DL,12,8,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
9K,"Stewart, Drew",Sr,K,12,0,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
26,"Ross, Joel",Jr,DB,12,8,12,3,nan,nan,nan,3,Passes Defended,2013-14,Appalachian St. Mountaineers
2,"Robinson, Deuce",Jr,DL,12,9,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
21,"Middleton, Doug",So,DB,12,5,12,1,2,nan,14,3,Passes Defended,2013-14,Appalachian St. Mountaineers
59,"Matics, Zach",So,K,12,0,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
93,"Heimrich, Brett",Jr,OL,12,0,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
63,"Counts, Shaq",So,OL,12,12,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
5,"Bryant, Kameron",So,QB,12,8,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
81,"Beathard, Bobo",So,WR,12,1,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
74,"Lamm, Kendall",Jr,OL,12,12,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
45,"Anderson, Karl",Sr,LB,12,12,12,5,2,1,37,7,Passes Defended,2013-14,Appalachian St. Mountaineers
34,"Blalock, Patrick",Sr,LB,12,4,12,1,nan,nan,nan,1,Passes Defended,2013-14,Appalachian St. Mountaineers
15,"Washington, Tony",Sr,WR,12,9,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
11,"Peacock, Andrew",Sr,WR,12,10,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
42,"Frazier, Michael",Sr,LB,12,11,12,2,nan,nan,nan,2,Passes Defended,2013-14,Appalachian St. Mountaineers
96,"Walker, Will",Fr,OL,12,0,12,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
72,"Fernandez, Tyson",Fr,OL,11,2,11,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
29,"Krah, Aaron",So,DB,11,0,11,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
46,"Scott, Adam",Sr,DL,11,9,11,1,nan,nan,nan,1,Passes Defended,2013-14,Appalachian St. Mountaineers
64,"Corbin, Will",Jr,OL,11,11,11,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
55,"Fisher, Graham",Jr,OL,11,11,11,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
47,"Shriner, Nic",Jr,DB,10,0,10,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
33,"Davidson, Eric",So,RB,10,0,10,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
24,"Blackmon, Dante",Fr,DB,10,7,10,2,nan,nan,nan,2,Passes Defended,2013-14,Appalachian St. Mountaineers
4,"Walker, Rodger",Sr,DB,10,9,10,nan,2,nan,nan,2,Passes Defended,2013-14,Appalachian St. Mountaineers
65,"Lee, Tucker",Jr,OL,10,1,10,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
87,"Kavanaugh, Trey",So,WR,10,0,10,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
77,"Acey, Alex",Jr,OL,10,10,10,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
89,"Anding, Josh",Sr,TE,10,2,10,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
41,"Chambers, Austin",Jr,LB,9,0,9,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
6Q,"Hallock, Logan",Jr,QB,9,0,9,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
22,"McGowan, Brandon",Jr,LB,9,3,9,2,nan,nan,nan,2,Passes Defended,2013-14,Appalachian St. Mountaineers
85,"Burns, Barrett",Fr,TE,9,3,9,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
75,"Collins, Parker",Fr,OL,8,1,8,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
16,"Brown, Tyrell",Fr,DB,8,0,8,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
43,"Ward, Denzel",So,LB,8,0,8,1,nan,nan,nan,1,Passes Defended,2013-14,Appalachian St. Mountaineers
31,"Townes, Rashaad",Fr,LB,7,7,7,1,nan,nan,nan,1,Passes Defended,2013-14,Appalachian St. Mountaineers
12,"Londry-Jackson, Jamal",Sr,QB,7,4,7,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
90,"Singleton, Tashion",Fr,DL,7,0,7,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
44,"Bailey, Drew",Jr,TE,6,2,6,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
73,"Harris, Davante",So,OL,6,1,6,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
54,"Small, Darian",Fr,DL,5,3,5,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
60,"Chapman, Jesse",So,OL,5,1,5,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
10,"Price, Sean",So,WR,4,3,4,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
36,"Dada, Olawale",So,LB,4,0,4,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
20,"Magloire, Paul",Fr,RB,3,0,3,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
67,"Barnard, Ian",Sr,OL,3,0,3,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
49,"Blair, Ronald",Jr,DL,3,2,3,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
17,"Shaffer, Chris",So,LB,2,0,2,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
98,"Moore, Mason",Fr,K,1,0,1,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
39,"Andre, Rommel",Jr,RB,1,0,1,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
18,"Pinckney, Brandon",Fr,DB,1,0,1,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
92,"Moll, Michael",Fr,TE,1,0,1,nan,nan,nan,nan,0,Passes Defended,2013-14,Appalachian St. Mountaineers
22,"Duck, Clifton",nan,CB,13,13,13,8,5,1,52,13.0,Passes Defended,2016-17,Appalachian St. Mountaineers
4D,"Williams, Mondo",Sr,DB,13,13,13,6,4,nan,43,10.0,Passes Defended,2016-17,Appalachian St. Mountaineers
92,"Stout, Myquon",So,DL,13,12,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
41,"Rubino, Michael",So,K,13,0,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
48,"Reed, Dezmin",Sr,LB,13,4,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
74,"Johnson, Victor",So,OL,13,13,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
17,"Hayes, Tae",So,DL,13,0,13,1,nan,nan,nan,1.0,Passes Defended,2016-17,Appalachian St. Mountaineers
24,"Davis, Akeem",So,LB,13,0,13,1,nan,nan,nan,1.0,Passes Defended,2016-17,Appalachian St. Mountaineers
25,"Moore, Jalin",So,RB,13,7,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
6W,"Meadors, Shaedon",Jr,WR,13,13,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
45,"Boggs, Eric",Jr,LB,13,13,13,nan,3,nan,8,3.0,Passes Defended,2016-17,Appalachian St. Mountaineers
28,"Stringer, Devan",Jr,LB,13,13,13,1,nan,nan,nan,1.0,Passes Defended,2016-17,Appalachian St. Mountaineers
10,"Howard, A.J.",Jr,DB,13,13,13,4,3,1,71,7.0,Passes Defended,2016-17,Appalachian St. Mountaineers
91,"Critcher, Bentlee",Sr,P,13,0,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
75,"Collins, Parker",Sr,OL,13,13,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
70,"Gossett, Colby",Jr,OL,13,13,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
51,"Fuller, Caleb",Jr,LB,13,10,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
11,"Lamb, Taylor",Jr,QB,13,13,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
6D,"Gilchrist, Kennan",Sr,LB,13,13,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
66,"Collmar, Jamie",Sr,DL,13,13,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
54,"Small, Darian",Sr,DL,13,1,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
40,"Norwood, Nate",Fr,DE,13,4,13,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
19,"Evans, Darrynton",nan,nan,12,0,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
26,"Thomas, Josh",So,DB,12,0,12,2,2,nan,26,4.0,Passes Defended,2016-17,Appalachian St. Mountaineers
42,"Sims, Antonious",Sr,DL,12,6,12,2,nan,nan,nan,2.0,Passes Defended,2016-17,Appalachian St. Mountaineers
82,"Letman, Zy",Sr,WR,12,3,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
47,"Godwin, Okon",So,LB,12,0,12,3,nan,nan,nan,3.0,Passes Defended,2016-17,Appalachian St. Mountaineers
3D,"Gray, Alex",Sr,DB,12,12,12,nan,1,nan,11,1.0,Passes Defended,2016-17,Appalachian St. Mountaineers
13,"Jones, Dante",Jr,WR,12,1,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
86,"Duffield, Levi",Jr,TE,12,3,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
85,"Burns, Barrett",Sr,TE,12,12,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
72,"Fernandez, Tyson",Sr,DL,12,0,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
88,"Law, John",Sr,LB,12,12,12,3,1,nan,60,4.0,Passes Defended,2016-17,Appalachian St. Mountaineers
16,"Capel, Jaquil",Sr,WR,12,9,12,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
93,"McMurry, Elias",So,OL,11,0,11,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
34,"Franklin, Desmond",So,DB,11,1,11,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
12,"Pinckney, Brandon",Jr,DB,11,0,11,1,1,nan,nan,2.0,Passes Defended,2016-17,Appalachian St. Mountaineers
9,"Exford, Austin",So,DL,11,0,11,1,nan,nan,nan,1.0,Passes Defended,2016-17,Appalachian St. Mountaineers
35,"Thomas, Toronto",Sr,LB,11,1,11,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
52,"Edge-Campbell, Tobias",So,OL,11,2,11,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
3W,"Hopkins, Deltron",So,WR,10,0,10,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
37,"Fuller, Teh'Ron",So,LB,10,0,10,2,nan,nan,nan,2.0,Passes Defended,2016-17,Appalachian St. Mountaineers
44,"Flory, Anthony",So,LB,10,0,10,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
50,"Nunn, Beau",Jr,OL,10,10,10,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
4W,"Barbour, Jaylan",So,WR,10,4,10,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
31,"Townes, Rashaad",Sr,LB,10,1,10,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
15,"Adams, Mock",So,WR,10,0,10,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
53,"Cook, Noel",nan,nan,9,0,9,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
95,"Papenheim, Devin",So,DL,9,0,9,2,nan,nan,nan,2.0,Passes Defended,2016-17,Appalachian St. Mountaineers
14,"Cox, Marcus",Sr,RB,9,7,9,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
1Q,"Caruso, J.P.",So,QB,9,0,9,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
18,"Absher, Brad",So,WR,9,0,9,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
2,"Lewis, Ike",Fr,WR,9,5,9,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
30,"Vinson, George",nan,nan,8,0,8,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
87,"Reed, Collin",So,TE,7,1,7,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
46,"Cecil, Bill",Jr,TE,7,0,7,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
68,"Barrett, Brody",So,DL,6,0,6,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
8W,"Watkins, T.J.",nan,nan,6,0,6,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
77,"Taylor, Alex",So,OL,4,0,4,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
59,"Fehr, Jordan",nan,nan,3,0,3,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
80,"Nunn, Hunter",Jr,TE,3,0,3,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
78,"Greer, Chandler",So,OL,3,0,3,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
57,"Staton, Chandler",nan,nan,2,1,2,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
83,"Golden, Mykel",nan,nan,1,0,1,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
97,"McClurg, Matthew",nan,nan,1,0,1,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
58,"Neuzil, Ryan",nan,nan,1,0,1,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
4R,"Johnson, Colt",nan,nan,1,0,1,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
76,"Malone, Madison",So,OL,1,0,1,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
63,"Filbey, Josh",So,OL,1,0,1,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
16,"Easter, Jake",So,QB,1,0,1,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Appalachian St. Mountaineers
84,"McGuire, Montez",nan,nan,12,1,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
27,"Gibbs, Latrell",nan,nan,12,9,12,4,2,nan,26,6,Passes Defended,2014-15,Appalachian St. Mountaineers
10,"Howard, A.J.",nan,SS,12,12,12,2,nan,nan,nan,2,Passes Defended,2014-15,Appalachian St. Mountaineers
2,"Lewis, Isaiah",nan,nan,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
96,"Walker, Will",So,OL,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
91,"Critcher, Bentlee",So,P,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
75,"Collins, Parker",So,OL,12,7,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
57,"Bell, Tucker",So,LB,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
52,"Cecil, Bill",So,LB,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
50,"Nunn, Beau",So,OL,12,10,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
43,"Ward, Denzel",Jr,LB,12,0,12,1,nan,nan,nan,1,Passes Defended,2014-15,Appalachian St. Mountaineers
40,"Norwood, Nathaniel",So,DL,12,4,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
33,"Davidson, Eric",Jr,RB,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
30,"Sombo, Osvaldo",So,LB,12,1,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
24,"Blackmon, Dante",So,DB,12,3,12,nan,1,nan,nan,1,Passes Defended,2014-15,Appalachian St. Mountaineers
7Q,"Lamb, Taylor",So,QB,12,10,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
14,"Cox, Marcus",So,RB,12,9,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
6D,"Gilchrist, Kennan",So,LB,12,11,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
85,"Burns, Barrett",So,TE,12,8,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
83,"McElfresh, Simms",Jr,WR,12,10,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
54,"Small, Darian",So,DL,12,4,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
88,"Law, John",So,LB,12,12,12,4,1,nan,6,5,Passes Defended,2014-15,Appalachian St. Mountaineers
13,"Walton, Kevin",Jr,DB,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
29,"Krah, Aaron",Jr,DB,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
3,"Gray, Alex",Jr,DB,12,0,12,1,nan,nan,nan,1,Passes Defended,2014-15,Appalachian St. Mountaineers
7,"Jones, Malachi",Jr,WR,12,11,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
99,"Burns, Stephen",Jr,DL,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
55,"Fisher, Graham",Sr,OL,12,1,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
49,"Blair, Ronald",Sr,DL,12,12,12,1,nan,nan,nan,1,Passes Defended,2014-15,Appalachian St. Mountaineers
26,"Ross, Joel",Sr,DB,12,11,12,3,3,nan,13,6,Passes Defended,2014-15,Appalachian St. Mountaineers
2,"Robinson, Deuce",Sr,DL,12,1,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
21,"Middleton, Doug",Jr,DB,12,12,12,6,4,1,52,10,Passes Defended,2014-15,Appalachian St. Mountaineers
93,"Heimrich, Brett",Sr,OL,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
81,"Beathard, Bobo",Jr,WR,12,10,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
74,"Lamm, Kendall",Sr,OL,12,12,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
45,"Boggs, Eric",nan,nan,12,6,12,1,nan,nan,nan,1,Passes Defended,2014-15,Appalachian St. Mountaineers
82,"Jones, Dante",So,WR,11,0,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
20,"Upshaw, Terrence",So,RB,11,3,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
44,"Bailey, Drew",Sr,TE,11,2,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
63,"Counts, Shaq",Jr,OL,11,2,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
60,"Chapman, Jesse",Jr,OL,11,11,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
9,"Sumler, Tacoi",Jr,WR,11,3,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
11,"Stringer, Devan",nan,nan,10,7,10,3,nan,nan,nan,3,Passes Defended,2014-15,Appalachian St. Mountaineers
72,"Fernandez, Tyson",So,OL,10,8,10,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
18,"Pinckney, Brandon",So,DB,10,0,10,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
31,"Townes, Rashaad",So,LB,9,5,9,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
64,"Corbin, Will",Sr,OL,9,0,9,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
28,"Fergerson, Ricky",Jr,RB,9,0,9,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
19,"Garnett, Treyon",So,DB,9,0,9,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
35,"Thomas, Toronto",Fr,nan,8,0,8,1,nan,nan,nan,1,Passes Defended,2014-15,Appalachian St. Mountaineers
70,"Gossett, Colby",So,OL,8,7,8,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
5D,"Vinson, George",So,LB,8,0,8,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
77,"Acey, Alex",Sr,OL,8,5,8,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
36,"Dada, Olawale",Jr,LB,8,7,8,1,nan,nan,nan,1,Passes Defended,2014-15,Appalachian St. Mountaineers
73,"Harris, Davante",Jr,OL,8,5,8,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
66,"Collmar, Jamie",So,OL,8,0,8,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
6,"Meadors, Shaedon",nan,nan,7,1,7,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
47,"Shriner, Nic",Sr,DB,7,0,7,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
59,"Matics, Zach",Jr,K,7,0,7,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
22,"McGowan, Brandon",Sr,LB,7,6,7,2,nan,nan,nan,2,Passes Defended,2014-15,Appalachian St. Mountaineers
5,"Bryant, Kameron",Jr,QB,6,2,6,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
87,"Anderson, D.",nan,nan,6,0,6,nan,nan,nan,nan,0,Passes Defended,2014-15,Appalachian St. Mountaineers
