Jersey,Player,Yr,Pos,GP,GS,G,PBU,Int,IntRetTDs,IntRYds,PDef,stat,year,team
1E,"Agyire, Nana Twum",Jr,DB,1,0,1,nan,nan,nan,nan,0,Passes Defended,2014-15,West Virginia Mountaineers
23,"Richardson, Keishawn",nan,nan,1,0,1,nan,nan,nan,nan,0,Passes Defended,2014-15,West Virginia Mountaineers
89,"Arndt, Darren",Jr,DL,1,0,1,nan,nan,nan,nan,0,Passes Defended,2014-15,West Virginia Mountaineers
62,"Bosch, Kyle",So,OL,13,13,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
36,"Petteway, Shaq",Sr,LB,13,11,13,3,nan,nan,nan,3.0,Passes Defended,2015-16,West Virginia Mountaineers
35,"Kwiatkoski, Nick",Sr,LB,13,13,13,7,3,nan,nan,10.0,Passes Defended,2015-16,West Virginia Mountaineers
88,"Clay, Cody",Sr,TE,13,2,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
93,"Rose, Kyle",Sr,DL,13,13,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
10,"Thompson, Jordan",Sr,WR,13,6,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
14,"Kyeremeh, Nana",Jr,DB,13,0,13,1,1,nan,nan,2.0,Passes Defended,2015-16,West Virginia Mountaineers
9,"Dillon, KJ",Sr,DB,13,13,13,8,2,nan,25,10.0,Passes Defended,2015-16,West Virginia Mountaineers
19,"Myers, KJ",Sr,WR,13,0,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
31,"Bruce, Isaiah",Sr,LB,13,0,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
95,"Brown, Christian",Jr,DL,13,13,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
78,"Lucas, Marquis",Sr,OL,13,13,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
86,"Lambert, Josh",Jr,K,13,0,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
65,"Orlosky, Tyler",Jr,OL,13,13,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
97,"Nwachukwu, Noble",Jr,DL,13,13,13,1,nan,nan,nan,1.0,Passes Defended,2015-16,West Virginia Mountaineers
91,"O'Toole, Nick",Sr,P,13,0,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
22,"Harper, Jarrod",Jr,DB,13,9,13,4,nan,nan,nan,4.0,Passes Defended,2015-16,West Virginia Mountaineers
4,"Smallwood, Wendell",Jr,RB,13,12,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
6,"Shorts, Dakiel",Jr,WR,13,10,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
18,"Gross, Marvin",So,LB,13,0,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
30,"Arndt, Justin",Jr,LB,13,0,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
89,"Arndt, Darren",Sr,DL,13,0,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
49,"Howard, Darrien",Jr,DL,13,0,13,1,nan,nan,nan,1.0,Passes Defended,2015-16,West Virginia Mountaineers
1,"Gibson, Shelton",So,WR,13,13,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
17,"Benton, Al-Rasheed",So,LB,13,1,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
12,"Jennings, Gary",Fr,WR,13,0,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
3,"Howard, Skyler",Jr,QB,13,13,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
28,"Wellman, Elijah",So,RB,13,5,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
7,"Shell, Rushel",Jr,RB,13,3,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
2D,"Shariff, Khairi",Sr,DB,13,0,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
5D,"Preston, Xavier",So,LB,13,0,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
77,"Lazard, Marcell",So,OL,13,6,13,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
6D,"Askew-Henry, Dravon",So,DB,13,13,13,4,1,nan,nan,5.0,Passes Defended,2015-16,West Virginia Mountaineers
20,"Muldrow, Edward",Sr,LB,12,2,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
27,"Walters, Sean",Jr,LB,12,0,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
42,"Barber, Jared",Sr,LB,12,12,12,1,nan,nan,nan,1.0,Passes Defended,2015-16,West Virginia Mountaineers
87,"DePalma, John",Sr,OL,12,0,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
5,"Durante, Jovon",Fr,WR,12,9,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
3D,"Rumph III, Rick",Sr,DB,12,3,12,3,nan,nan,nan,3.0,Passes Defended,2015-16,West Virginia Mountaineers
57,"Pankey, Adam",Jr,OL,12,12,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
45,"Kinsey, Eric",Sr,DL,12,0,12,1,nan,nan,nan,1.0,Passes Defended,2015-16,West Virginia Mountaineers
24,"Tyler, Jeremy",Jr,DB,12,0,12,2,1,nan,16,3.0,Passes Defended,2015-16,West Virginia Mountaineers
16,"Chestnut, Terrell",Sr,DB,12,12,12,11,3,1,32,14.0,Passes Defended,2015-16,West Virginia Mountaineers
70,"Matteo, Tony",Jr,OL,12,1,12,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
7D,"Worley, Daryl",Jr,DB,12,11,12,12,6,nan,nan,18.0,Passes Defended,2015-16,West Virginia Mountaineers
59,"Underwood, Stone",Sr,OL,11,1,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
13,"Douglas, Rasul",Jr,DB,11,0,11,1,1,nan,nan,2.0,Passes Defended,2015-16,West Virginia Mountaineers
1B,"Crest Jr., William",So,QB,11,0,11,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
82,"Mathis, Devonte",Jr,WR,10,2,10,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
90,"Jefferson, Larry",Jr,DL,9,0,9,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
2,"White, Ka'Raun",So,WR,9,2,9,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
56,"Lingafelter, Grant",So,OL,9,0,9,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
1C,"Sills, David",Fr,QB,8,1,8,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
44,"Christian, Hodari",So,LB,7,0,7,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
55,"Cajuste, Yodny",Fr,DL,7,6,7,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
38,"Commodore, Shane",So,DB,6,0,6,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
92,"Lewis, Jon",So,DL,6,0,6,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
66,"Haynes, Jonatha",nan,nan,5,0,5,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
58,"Brown, Amanii",So,OL,5,0,5,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
8,"Thomas-Williams, Donte",Fr,RB,5,0,5,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
96,"Fields, Jaleel",Fr,DL,4,0,4,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
23,"Marcellus, Jacky",So,RB,4,0,4,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
8D,"Joseph, Karl",Sr,DB,4,4,4,1,5,nan,7,6.0,Passes Defended,2015-16,West Virginia Mountaineers
94,"Maduewesi, CJ",Jr,DL,3,0,3,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
48,"Molina, Mike",So,K,3,0,3,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
74,"Townes, Sylvester",Jr,OL,3,0,3,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
46,"Meadows, Nick",So,OL,2,0,2,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
81,"Davis Jr, Vernon",Jr,WR,1,0,1,nan,nan,nan,nan,0.0,Passes Defended,2015-16,West Virginia Mountaineers
99,"Paulo, Darryl",Jr,DL,12,3,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
73,"Middleton, Eduardo",So,OL,12,12,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
45,"Dascalo, Jordan",Fr,P,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
30,"Taliulu, Taylor",Jr,DB,12,10,12,4,nan,nan,nan,4,Passes Defended,2014-15,Washington St. Cougars
40,"Palacio, Kache",Jr,LB,12,12,12,2,nan,nan,nan,2,Passes Defended,2014-15,Washington St. Cougars
96,"Cooper, Xavier",Jr,DL,12,12,12,1,nan,nan,nan,1,Passes Defended,2014-15,Washington St. Cougars
92,"Barber, Robert",So,DL,12,1,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
4,"Brown, Daquawn",So,DB,12,11,12,11,nan,nan,nan,11,Passes Defended,2014-15,Washington St. Cougars
88,"Myers, Isiah",Sr,WR,12,10,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
56,"Dahl, Joe",Jr,OL,12,12,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
90,"Ekuale, Daniel",Fr,DL,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
13,"Monroe, Darryl",Jr,LB,12,7,12,1,nan,nan,nan,1,Passes Defended,2014-15,Washington St. Cougars
50,"Faoliu, Lyman",Sr,DL,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
64,"Flor, Sam",So,OL,12,2,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
80,"Williams, Dominique",Jr,WR,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
8,"Allison, Jeremiah",Jr,LB,12,9,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
63,"Eklund, Gunnar",Jr,OL,12,12,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
35,"Mason, Marcus",Sr,RB,12,2,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
20,"Taylor, Paris",So,DB,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
47,"Pelluer, Peyton",Fr,LB,12,5,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
25,"Morrow, Jamal",Fr,RB,12,11,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
2F,"Baker, Tyler",Jr,WR,12,3,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
3,"McLennan, Ivan",Jr,LB,12,0,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
1,"Mayle, Vince",Sr,WR,12,12,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
15,"Lewis, Robert",So,WR,12,4,12,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
28,"Lemora, Darius",Fr,DB,11,10,11,3,nan,nan,nan,3,Passes Defended,2014-15,Washington St. Cougars
33,"Pritchard, Tana",Jr,LB,11,3,11,nan,1,nan,9,1,Passes Defended,2014-15,Washington St. Cougars
46,"Powell, Erik",Fr,K,11,0,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
58,"Sorenson, Riley",So,OL,11,10,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
41,"Breshars, Quentin",Jr,K,11,0,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
5,"Galvin, Rickey",Sr,WR,11,6,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
42,"Coen, Cyrus",Sr,LB,11,11,11,nan,1,nan,10,1,Passes Defended,2014-15,Washington St. Cougars
98,"Pole, Kalafitoni",Sr,DL,11,10,11,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
65,"Den Bleyker, Alex",Sr,OL,10,0,10,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
48,"Peterson, Mitchell",Sr,DB,10,1,10,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
29,"Henry, Parker",So,DB,10,0,10,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
2C,"Teglovic, Colton",nan,nan,10,0,10,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
97,"Vaeao, Destiny",Jr,DL,10,10,10,1,nan,nan,nan,1,Passes Defended,2014-15,Washington St. Cougars
24,"West, Theron",Sr,RB,9,2,9,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
21,"Cracraft, River",So,WR,9,7,9,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
71,"Seydel, Jacob",Jr,OL,9,4,9,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
16,"White, Charleston",Fr,DB,9,7,9,13,1,nan,nan,14,Passes Defended,2014-15,Washington St. Cougars
23,"Wicks, Gerard",Fr,RB,9,0,9,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
83,"Green, Calvin",Fr,WR,9,1,9,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
12,"Halliday, Connor",Sr,QB,9,9,9,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
61,"Madison, Cole",Fr,OL,8,8,8,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
3B,"Loftus, Drew",Jr,WR,8,0,8,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
4A,"Luvu, Frankie",Fr,LB,8,0,8,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
75,"Salmonson, B.J.",Fr,OL,7,0,7,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
37,"Hameed, Suliaman",Fr,DB,6,3,6,1,nan,nan,nan,1,Passes Defended,2014-15,Washington St. Cougars
32,"Bucannon, David",So,DB,6,0,6,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
36,"Glover, Beau",So,DB,5,0,5,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
0D,"Falk, Luke",Fr,QB,5,3,5,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
2D,"Roach, Willie",nan,nan,4,0,4,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
43,"Hansen, Dylan",Fr,LB,4,0,4,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
17,"Porter, Pat",Fr,DB,4,2,4,2,nan,nan,nan,2,Passes Defended,2014-15,Washington St. Cougars
31,"Dotson, Isaac",So,DB,4,0,4,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
72,"Lang, Joe",Fr,OL,3,0,3,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
38,"Griffin, Kevin",Fr,DB,3,1,3,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
27,"Pippins, Marcellus",Fr,DB,3,2,3,2,nan,nan,nan,2,Passes Defended,2014-15,Washington St. Cougars
22,"Clark, Tracy",Sr,DB,3,1,3,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
85,"Thompson, John",So,WR,3,0,3,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
34,"Caldwell, Teondray",Jr,DB,2,1,2,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
18,"Williams, Kristoff",Sr,WR,2,2,2,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
6,"Su'a, Chester",Jr,LB,2,0,2,nan,nan,nan,nan,0,Passes Defended,2014-15,Washington St. Cougars
8D,"Ortiz, Jalen",Jr,DB,14,1,14,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Wyoming Cowboys
55,"Rush, Gavin",Fr,OL,14,14,14,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Wyoming Cowboys
40,"Rothe, Cooper",Fr,K,14,0,14,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Wyoming Cowboys
13,"Okwoli, John",Fr,WR,14,0,14,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Wyoming Cowboys
58,"Lolohea, Nela",Jr,DL,14,1,14,2,nan,nan,nan,2.0,Passes Defended,2016-17,Wyoming Cowboys
3D,"Halliburton, Alijah",Fr,DB,14,0,14,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Wyoming Cowboys
5D,"Gafford, Rico",Jr,DB,14,12,14,5,2,nan,64,7.0,Passes Defended,2016-17,Wyoming Cowboys
25,"Conway, Austin",So,WR,14,2,14,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Wyoming Cowboys
53,"Hall, Josiah",Fr,LB,14,11,14,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Wyoming Cowboys
28,"Wingard, Andrew",So,DB,14,14,14,2,2,nan,33,4.0,Passes Defended,2016-17,Wyoming Cowboys
30D,"Wilson, Logan",Fr,LB,14,14,14,4,3,1,83,7.0,Passes Defended,2016-17,Wyoming Cowboys
72,"Wallace, Zach",So,OL,14,14,14,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Wyoming Cowboys
42,"Prosser, Kevin",So,DL,14,10,14,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Wyoming Cowboys
14,"Johnson, C.J.",Fr,WR,14,3,14,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Wyoming Cowboys
61,"Jackson, Kaden",So,OL,14,14,14,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Wyoming Cowboys
21D,"Hull, Antonio",So,DB,14,11,14,5,3,nan,18,8.0,Passes Defended,2016-17,Wyoming Cowboys
33,"Harshman, Josh",So,TE,14,2,14,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Wyoming Cowboys
93,"Ghaifan, Youhanna",Fr,DL,14,5,14,1,nan,nan,nan,1.0,Passes Defended,2016-17,Wyoming Cowboys
17,"Allen, Josh",So,QB,14,14,14,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Wyoming Cowboys
88,"Hollister, Jacob",Sr,TE,14,14,14,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Wyoming Cowboys
85,"Mayfield, Tyree",So,TE,14,2,14,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Wyoming Cowboys
87,"Cain, Conner",So,DL,14,12,14,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Wyoming Cowboys
1D,"Van Maanen, Drew",Jr,RB,14,5,14,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Wyoming Cowboys
31,"Pownell Jr., Chavez",So,DB,14,0,14,nan,nan,nan,nan,0.0,Passes Defended,2016-17,Wyoming Cowboys
6,"Epps, Marcus",So,DB,14,14,14,6,3,1,94,9.0,Passes Defended,2016-17,Wyoming Cowboys
