Year,Team,GP,G,RushNetYards,ReceivingYards,IntRYds,PuntRetYds,FRetYds,KORetYds,APY,All-PurposeYardsG,OffenseDefense
2014-15,UConn,12,12,1283,2032,174,81,32,949,4568,nan,Offense
2014-15,UConn,0,12,2038,2505,279,106,44,573,5546,nan,Defensive
2015-16,UConn,13,13,1622,2412,185,2,nan,551,4773,nan,Offense
2015-16,UConn,0,13,2155,2461,106,71,7,750,5551,nan,Defensive
2016-17,UConn,12,12,1408,2432,6,21,86,740,4693,nan,Offense
2016-17,UConn,0,12,1753,3176,148,157,76,217,5540,nan,Defensive
2017-18,UConn,12,12,1752,3230,40,67,43,1054,6186,nan,Offense
2017-18,UConn,0,12,2221,4007,176,64,21,509,6998,nan,Defensive
2013-14,UConn,12,12,1013,2810,124,62,74,747,4840,nan,Offense
2013-14,UConn,0,12,1625,2990,322,197,44,1052,6290,nan,Defensive
2014-15,UConn,12,12,1283,2032,174,81,32,949,4568,nan,Offense
2014-15,UConn,0,12,2038,2505,279,106,44,573,5546,nan,Defensive
2015-16,UConn,13,13,1622,2412,185,2,nan,551,4773,nan,Offense
2015-16,UConn,0,13,2155,2461,106,71,7,750,5551,nan,Defensive
2016-17,UConn,12,12,1408,2432,6,21,86,740,4693,nan,Offense
2016-17,UConn,0,12,1753,3176,148,157,76,217,5540,nan,Defensive
2017-18,UConn,12,12,1752,3230,40,67,43,1054,6186,nan,Offense
2017-18,UConn,0,12,2221,4007,176,64,21,509,6998,nan,Defensive
2013-14,UConn,12,12,1013,2810,124,62,74,747,4840,nan,Offense
2013-14,UConn,0,12,1625,2990,322,197,44,1052,6290,nan,Defensive
2014-15,UConn,12,12,1283,2032,174,81,32,949,4568,nan,Offense
2014-15,UConn,0,12,2038,2505,279,106,44,573,5546,nan,Defensive
2015-16,UConn,13,13,1622,2412,185,2,nan,551,4773,nan,Offense
2015-16,UConn,0,13,2155,2461,106,71,7,750,5551,nan,Defensive
2016-17,UConn,12,12,1408,2432,6,21,86,740,4693,nan,Offense
2016-17,UConn,0,12,1753,3176,148,157,76,217,5540,nan,Defensive
2017-18,UConn,12,12,1752,3230,40,67,43,1054,6186,nan,Offense
2017-18,UConn,0,12,2221,4007,176,64,21,509,6998,nan,Defensive
2013-14,UConn,12,12,1013,2810,124,62,74,747,4840,nan,Offense
2013-14,UConn,0,12,1625,2990,322,197,44,1052,6290,nan,Defensive
2014-15,UConn,12,12,1283,2032,174,81,32,949,4568,nan,Offense
2014-15,UConn,0,12,2038,2505,279,106,44,573,5546,nan,Defensive
2015-16,UConn,13,13,1622,2412,185,2,nan,551,4773,nan,Offense
2015-16,UConn,0,13,2155,2461,106,71,7,750,5551,nan,Defensive
2016-17,UConn,12,12,1408,2432,6,21,86,740,4693,nan,Offense
2016-17,UConn,0,12,1753,3176,148,157,76,217,5540,nan,Defensive
2017-18,UConn,12,12,1752,3230,40,67,43,1054,6186,nan,Offense
2017-18,UConn,0,12,2221,4007,176,64,21,509,6998,nan,Defensive
2013-14,UCLA,13,13,2556,3274,230,232,11,1168,7483,nan,Offense
2013-14,UCLA,0,13,2203,2829,164,63,1,859,6119,nan,Defensive
2014-15,UCLA,13,13,2724,3358,231,199,75,916,7543,nan,Offense
2014-15,UCLA,0,13,1923,3258,131,72,38,646,6068,nan,Defensive
2015-16,UCLA,13,13,2308,3749,156,219,nan,1103,7535,nan,Offense
2015-16,UCLA,0,13,2580,2642,156,60,64,572,6074,nan,Defensive
2016-17,UCLA,12,12,1011,3547,205,182,47,844,5836,nan,Offense
2016-17,UCLA,0,12,2058,2526,188,258,113,931,6078,nan,Defensive
2017-18,UCLA,12,12,1405,4183,82,73,51,944,6738,nan,Offense
2017-18,UCLA,0,12,3392,2473,212,244,35,1072,7428,nan,Defensive
2013-14,UCLA,13,13,2556,3274,230,232,11,1168,7483,nan,Offense
2013-14,UCLA,0,13,2203,2829,164,63,1,859,6119,nan,Defensive
2014-15,UCLA,13,13,2724,3358,231,199,75,916,7543,nan,Offense
2014-15,UCLA,0,13,1923,3258,131,72,38,646,6068,nan,Defensive
2015-16,UCLA,13,13,2308,3749,156,219,nan,1103,7535,nan,Offense
2015-16,UCLA,0,13,2580,2642,156,60,64,572,6074,nan,Defensive
2016-17,UCLA,12,12,1011,3547,205,182,47,844,5836,nan,Offense
2016-17,UCLA,0,12,2058,2526,188,258,113,931,6078,nan,Defensive
2017-18,UCLA,12,12,1405,4183,82,73,51,944,6738,nan,Offense
2017-18,UCLA,0,12,3392,2473,212,244,35,1072,7428,nan,Defensive
2013-14,UCLA,13,13,2556,3274,230,232,11,1168,7483,nan,Offense
2013-14,UCLA,0,13,2203,2829,164,63,1,859,6119,nan,Defensive
2014-15,UCLA,13,13,2724,3358,231,199,75,916,7543,nan,Offense
2014-15,UCLA,0,13,1923,3258,131,72,38,646,6068,nan,Defensive
2015-16,UCLA,13,13,2308,3749,156,219,nan,1103,7535,nan,Offense
2015-16,UCLA,0,13,2580,2642,156,60,64,572,6074,nan,Defensive
2016-17,UCLA,12,12,1011,3547,205,182,47,844,5836,nan,Offense
2016-17,UCLA,0,12,2058,2526,188,258,113,931,6078,nan,Defensive
2017-18,UCLA,12,12,1405,4183,82,73,51,944,6738,nan,Offense
2017-18,UCLA,0,12,3392,2473,212,244,35,1072,7428,nan,Defensive
2013-14,UCLA,13,13,2556,3274,230,232,11,1168,7483,nan,Offense
2013-14,UCLA,0,13,2203,2829,164,63,1,859,6119,nan,Defensive
2014-15,UCLA,13,13,2724,3358,231,199,75,916,7543,nan,Offense
2014-15,UCLA,0,13,1923,3258,131,72,38,646,6068,nan,Defensive
2015-16,UCLA,13,13,2308,3749,156,219,nan,1103,7535,nan,Offense
2015-16,UCLA,0,13,2580,2642,156,60,64,572,6074,nan,Defensive
2016-17,UCLA,12,12,1011,3547,205,182,47,844,5836,nan,Offense
2016-17,UCLA,0,12,2058,2526,188,258,113,931,6078,nan,Defensive
2017-18,UCLA,12,12,1405,4183,82,73,51,944,6738,nan,Offense
2017-18,UCLA,0,12,3392,2473,212,244,35,1072,7428,nan,Defensive
2013-14,UAB,12,12,2137,2578,43,117,37,1080,6052,nan,Offense
2013-14,UAB,0,12,2656,3318,111,158,39,596,6986,nan,Defensive
2014-15,UAB,12,12,2545,2637,99,305,99,1323,7019,nan,Offense
2014-15,UAB,0,12,2101,2772,287,189,37,902,6288,nan,Defensive
2017-18,UAB,12,12,2283,2093,244,164,nan,763,5547,nan,Offense
2017-18,UAB,0,12,2038,2256,68,232,26,840,5463,nan,Defensive
2013-14,UCF,13,13,2079,3661,112,194,12,923,6967,nan,Offense
2013-14,UCF,0,13,1592,3114,68,91,34,1259,6158,nan,Defensive
2014-15,UCF,13,13,1668,3059,115,238,1,957,6038,nan,Offense
2014-15,UCF,0,13,1356,2525,180,132,66,1182,5459,nan,Defensive
2015-16,UCF,12,12,975,2246,132,72,5,1492,4922,nan,Offense
2015-16,UCF,0,12,2390,3179,290,203,121,576,6759,nan,Defensive
2016-17,UCF,12,12,1823,2515,295,204,30,755,5612,nan,Offense
2016-17,UCF,0,12,2175,2405,81,130,23,601,5415,nan,Defensive
2017-18,UCF,12,12,2414,4071,258,249,58,804,7854,nan,Offense
2017-18,UCF,0,12,1988,3154,126,51,9,1415,6749,nan,Defensive
2013-14,UCF,13,13,2079,3661,112,194,12,923,6967,nan,Offense
2013-14,UCF,0,13,1592,3114,68,91,34,1259,6158,nan,Defensive
2014-15,UCF,13,13,1668,3059,115,238,1,957,6038,nan,Offense
2014-15,UCF,0,13,1356,2525,180,132,66,1182,5459,nan,Defensive
2015-16,UCF,12,12,975,2246,132,72,5,1492,4922,nan,Offense
2015-16,UCF,0,12,2390,3179,290,203,121,576,6759,nan,Defensive
2016-17,UCF,12,12,1823,2515,295,204,30,755,5612,nan,Offense
2016-17,UCF,0,12,2175,2405,81,130,23,601,5415,nan,Defensive
2017-18,UCF,12,12,2414,4071,258,249,58,804,7854,nan,Offense
2017-18,UCF,0,12,1988,3154,126,51,9,1415,6749,nan,Defensive
2013-14,UCF,13,13,2079,3661,112,194,12,923,6967,nan,Offense
2013-14,UCF,0,13,1592,3114,68,91,34,1259,6158,nan,Defensive
2014-15,UCF,13,13,1668,3059,115,238,1,957,6038,nan,Offense
2014-15,UCF,0,13,1356,2525,180,132,66,1182,5459,nan,Defensive
2015-16,UCF,12,12,975,2246,132,72,5,1492,4922,nan,Offense
2015-16,UCF,0,12,2390,3179,290,203,121,576,6759,nan,Defensive
2016-17,UCF,12,12,1823,2515,295,204,30,755,5612,nan,Offense
2016-17,UCF,0,12,2175,2405,81,130,23,601,5415,nan,Defensive
2017-18,UCF,12,12,2414,4071,258,249,58,804,7854,nan,Offense
2017-18,UCF,0,12,1988,3154,126,51,9,1415,6749,nan,Defensive
2013-14,UCF,13,13,2079,3661,112,194,12,923,6967,nan,Offense
2013-14,UCF,0,13,1592,3114,68,91,34,1259,6158,nan,Defensive
2014-15,UCF,13,13,1668,3059,115,238,1,957,6038,nan,Offense
2014-15,UCF,0,13,1356,2525,180,132,66,1182,5459,nan,Defensive
2015-16,UCF,12,12,975,2246,132,72,5,1492,4922,nan,Offense
2015-16,UCF,0,12,2390,3179,290,203,121,576,6759,nan,Defensive
2016-17,UCF,12,12,1823,2515,295,204,30,755,5612,nan,Offense
2016-17,UCF,0,12,2175,2405,81,130,23,601,5415,nan,Defensive
2017-18,UCF,12,12,2414,4071,258,249,58,804,7854,nan,Offense
2017-18,UCF,0,12,1988,3154,126,51,9,1415,6749,nan,Defensive
2013-14,Tulsa,12,12,1977,2297,169,154,175,940,5712,nan,Offense
2013-14,Tulsa,0,12,2387,2768,378,301,13,522,6370,nan,Defensive
2014-15,Tulsa,12,12,1774,3176,116,127,26,876,6106,nan,Offense
2014-15,Tulsa,0,12,2576,3265,202,133,8,578,6768,nan,Defensive
2015-16,Tulsa,13,13,2264,4332,325,114,nan,687,7722,nan,Offense
2015-16,Tulsa,0,13,3116,3860,130,187,21,1505,8893,nan,Defensive
2016-17,Tulsa,13,13,3402,3449,184,224,44,810,8113,nan,Offense
2016-17,Tulsa,0,13,2292,3252,147,141,37,1517,7410,nan,Defensive
2017-18,Tulsa,12,12,2967,2077,147,4,32,809,6051,nan,Offense
2017-18,Tulsa,0,12,3180,3167,138,204,82,747,7515,nan,Defensive
2013-14,Tulsa,12,12,1977,2297,169,154,175,940,5712,nan,Offense
2013-14,Tulsa,0,12,2387,2768,378,301,13,522,6370,nan,Defensive
2014-15,Tulsa,12,12,1774,3176,116,127,26,876,6106,nan,Offense
2014-15,Tulsa,0,12,2576,3265,202,133,8,578,6768,nan,Defensive
2015-16,Tulsa,13,13,2264,4332,325,114,nan,687,7722,nan,Offense
2015-16,Tulsa,0,13,3116,3860,130,187,21,1505,8893,nan,Defensive
2016-17,Tulsa,13,13,3402,3449,184,224,44,810,8113,nan,Offense
2016-17,Tulsa,0,13,2292,3252,147,141,37,1517,7410,nan,Defensive
2017-18,Tulsa,12,12,2967,2077,147,4,32,809,6051,nan,Offense
2017-18,Tulsa,0,12,3180,3167,138,204,82,747,7515,nan,Defensive
2013-14,Tulsa,12,12,1977,2297,169,154,175,940,5712,nan,Offense
2013-14,Tulsa,0,12,2387,2768,378,301,13,522,6370,nan,Defensive
2014-15,Tulsa,12,12,1774,3176,116,127,26,876,6106,nan,Offense
2014-15,Tulsa,0,12,2576,3265,202,133,8,578,6768,nan,Defensive
2015-16,Tulsa,13,13,2264,4332,325,114,nan,687,7722,nan,Offense
2015-16,Tulsa,0,13,3116,3860,130,187,21,1505,8893,nan,Defensive
2016-17,Tulsa,13,13,3402,3449,184,224,44,810,8113,nan,Offense
2016-17,Tulsa,0,13,2292,3252,147,141,37,1517,7410,nan,Defensive
2017-18,Tulsa,12,12,2967,2077,147,4,32,809,6051,nan,Offense
2017-18,Tulsa,0,12,3180,3167,138,204,82,747,7515,nan,Defensive
2013-14,Utah,12,12,1924,2835,22,314,42,688,5825,nan,Offense
2013-14,Utah,0,12,1564,3208,283,128,42,1237,6462,nan,Defensive
2014-15,Utah,13,13,2475,2570,172,386,71,736,6410,nan,Offense
2014-15,Utah,0,13,1909,3206,77,121,131,727,6166,nan,Defensive
2015-16,Utah,13,13,2379,2340,338,325,91,438,5911,nan,Offense
2015-16,Utah,0,13,1412,3356,233,79,nan,1222,6302,nan,Defensive
2016-17,Utah,13,13,2782,2817,150,273,nan,631,6653,nan,Offense
2016-17,Utah,0,13,1673,3306,71,157,13,802,6022,nan,Defensive
2017-18,Utah,12,12,1935,3077,102,245,25,285,5669,nan,Offense
2017-18,Utah,0,12,1678,2568,91,34,56,489,4916,nan,Defensive
2013-14,Utah,12,12,1924,2835,22,314,42,688,5825,nan,Offense
2013-14,Utah,0,12,1564,3208,283,128,42,1237,6462,nan,Defensive
2014-15,Utah,13,13,2475,2570,172,386,71,736,6410,nan,Offense
2014-15,Utah,0,13,1909,3206,77,121,131,727,6166,nan,Defensive
2015-16,Utah,13,13,2379,2340,338,325,91,438,5911,nan,Offense
2015-16,Utah,0,13,1412,3356,233,79,nan,1222,6302,nan,Defensive
2016-17,Utah,13,13,2782,2817,150,273,nan,631,6653,nan,Offense
2016-17,Utah,0,13,1673,3306,71,157,13,802,6022,nan,Defensive
2017-18,Utah,12,12,1935,3077,102,245,25,285,5669,nan,Offense
2017-18,Utah,0,12,1678,2568,91,34,56,489,4916,nan,Defensive
2013-14,Utah St.,14,14,2493,3268,241,372,86,539,6989,nan,Offense
2013-14,Utah St.,0,14,1494,3138,73,13,93,791,5613,nan,Defensive
2014-15,Utah St.,14,14,2521,2782,298,296,111,656,6665,nan,Offense
2014-15,Utah St.,0,14,1830,3155,215,76,nan,737,6024,nan,Defensive
2015-16,Utah St.,13,13,2146,2672,177,429,116,846,6386,nan,Offense
2015-16,Utah St.,0,13,1975,2347,143,148,100,658,5445,nan,Defensive
2016-17,Utah St.,12,12,2046,2469,63,120,47,686,5431,nan,Offense
2016-17,Utah St.,0,12,2440,2118,129,165,52,623,5527,nan,Defensive
2017-18,Utah St.,12,12,2041,2684,187,271,121,687,5991,nan,Offense
2017-18,Utah St.,0,12,2639,2181,311,128,nan,540,5779,nan,Defensive
2013-14,Utah St.,14,14,2493,3268,241,372,86,539,6989,nan,Offense
2013-14,Utah St.,0,14,1494,3138,73,13,93,791,5613,nan,Defensive
2014-15,Utah St.,14,14,2521,2782,298,296,111,656,6665,nan,Offense
2014-15,Utah St.,0,14,1830,3155,215,76,nan,737,6024,nan,Defensive
2015-16,Utah St.,13,13,2146,2672,177,429,116,846,6386,nan,Offense
2015-16,Utah St.,0,13,1975,2347,143,148,100,658,5445,nan,Defensive
2016-17,Utah St.,12,12,2046,2469,63,120,47,686,5431,nan,Offense
2016-17,Utah St.,0,12,2440,2118,129,165,52,623,5527,nan,Defensive
2017-18,Utah St.,12,12,2041,2684,187,271,121,687,5991,nan,Offense
2017-18,Utah St.,0,12,2639,2181,311,128,nan,540,5779,nan,Defensive
2013-14,Utah St.,14,14,2493,3268,241,372,86,539,6989,nan,Offense
2013-14,Utah St.,0,14,1494,3138,73,13,93,791,5613,nan,Defensive
2014-15,Utah St.,14,14,2521,2782,298,296,111,656,6665,nan,Offense
2014-15,Utah St.,0,14,1830,3155,215,76,nan,737,6024,nan,Defensive
2015-16,Utah St.,13,13,2146,2672,177,429,116,846,6386,nan,Offense
2015-16,Utah St.,0,13,1975,2347,143,148,100,658,5445,nan,Defensive
2016-17,Utah St.,12,12,2046,2469,63,120,47,686,5431,nan,Offense
2016-17,Utah St.,0,12,2440,2118,129,165,52,623,5527,nan,Defensive
2017-18,Utah St.,12,12,2041,2684,187,271,121,687,5991,nan,Offense
2017-18,Utah St.,0,12,2639,2181,311,128,nan,540,5779,nan,Defensive
2013-14,Utah St.,14,14,2493,3268,241,372,86,539,6989,nan,Offense
2013-14,Utah St.,0,14,1494,3138,73,13,93,791,5613,nan,Defensive
2014-15,Utah St.,14,14,2521,2782,298,296,111,656,6665,nan,Offense
2014-15,Utah St.,0,14,1830,3155,215,76,nan,737,6024,nan,Defensive
2015-16,Utah St.,13,13,2146,2672,177,429,116,846,6386,nan,Offense
2015-16,Utah St.,0,13,1975,2347,143,148,100,658,5445,nan,Defensive
2016-17,Utah St.,12,12,2046,2469,63,120,47,686,5431,nan,Offense
2016-17,Utah St.,0,12,2440,2118,129,165,52,623,5527,nan,Defensive
2017-18,Utah St.,12,12,2041,2684,187,271,121,687,5991,nan,Offense
2017-18,Utah St.,0,12,2639,2181,311,128,nan,540,5779,nan,Defensive
2013-14,UTSA,12,12,2105,2909,166,52,32,755,6019,nan,Offense
2013-14,UTSA,0,12,1717,2799,211,138,74,880,5907,nan,Defensive
2014-15,UTSA,12,12,1466,2104,95,149,14,875,4703,nan,Offense
2014-15,UTSA,0,12,1682,2754,219,115,17,656,5443,nan,Defensive
2015-16,UTSA,12,12,2026,2321,218,98,8,1453,6124,nan,Offense
2015-16,UTSA,0,12,2027,3302,144,132,98,697,6426,nan,Defensive
2016-17,UTSA,13,13,2104,2777,24,151,63,847,6048,nan,Offense
2016-17,UTSA,0,13,2112,2984,16,247,20,759,6138,nan,Defensive
2017-18,UTSA,11,11,2030,2231,95,81,56,460,4953,nan,Offense
2017-18,UTSA,0,11,1405,1761,135,23,nan,706,4030,nan,Defensive
2013-14,UTSA,12,12,2105,2909,166,52,32,755,6019,nan,Offense
2013-14,UTSA,0,12,1717,2799,211,138,74,880,5907,nan,Defensive
2014-15,UTSA,12,12,1466,2104,95,149,14,875,4703,nan,Offense
2014-15,UTSA,0,12,1682,2754,219,115,17,656,5443,nan,Defensive
2015-16,UTSA,12,12,2026,2321,218,98,8,1453,6124,nan,Offense
2015-16,UTSA,0,12,2027,3302,144,132,98,697,6426,nan,Defensive
2016-17,UTSA,13,13,2104,2777,24,151,63,847,6048,nan,Offense
2016-17,UTSA,0,13,2112,2984,16,247,20,759,6138,nan,Defensive
2017-18,UTSA,11,11,2030,2231,95,81,56,460,4953,nan,Offense
2017-18,UTSA,0,11,1405,1761,135,23,nan,706,4030,nan,Defensive
2013-14,UTSA,12,12,2105,2909,166,52,32,755,6019,nan,Offense
2013-14,UTSA,0,12,1717,2799,211,138,74,880,5907,nan,Defensive
2014-15,UTSA,12,12,1466,2104,95,149,14,875,4703,nan,Offense
2014-15,UTSA,0,12,1682,2754,219,115,17,656,5443,nan,Defensive
2015-16,UTSA,12,12,2026,2321,218,98,8,1453,6124,nan,Offense
2015-16,UTSA,0,12,2027,3302,144,132,98,697,6426,nan,Defensive
2016-17,UTSA,13,13,2104,2777,24,151,63,847,6048,nan,Offense
2016-17,UTSA,0,13,2112,2984,16,247,20,759,6138,nan,Defensive
2017-18,UTSA,11,11,2030,2231,95,81,56,460,4953,nan,Offense
2017-18,UTSA,0,11,1405,1761,135,23,nan,706,4030,nan,Defensive
2013-14,UTSA,12,12,2105,2909,166,52,32,755,6019,nan,Offense
2013-14,UTSA,0,12,1717,2799,211,138,74,880,5907,nan,Defensive
2014-15,UTSA,12,12,1466,2104,95,149,14,875,4703,nan,Offense
2014-15,UTSA,0,12,1682,2754,219,115,17,656,5443,nan,Defensive
2015-16,UTSA,12,12,2026,2321,218,98,8,1453,6124,nan,Offense
2015-16,UTSA,0,12,2027,3302,144,132,98,697,6426,nan,Defensive
2016-17,UTSA,13,13,2104,2777,24,151,63,847,6048,nan,Offense
2016-17,UTSA,0,13,2112,2984,16,247,20,759,6138,nan,Defensive
2017-18,UTSA,11,11,2030,2231,95,81,56,460,4953,nan,Offense
2017-18,UTSA,0,11,1405,1761,135,23,nan,706,4030,nan,Defensive
2013-14,UTEP,12,12,2216,1959,nan,87,63,1130,5456,nan,Offense
2013-14,UTEP,0,12,2974,2646,123,104,3,659,6554,nan,Defensive
2014-15,UTEP,13,13,2701,1858,138,142,66,926,5831,nan,Offense
2014-15,UTEP,0,13,2299,2486,110,374,13,332,5788,nan,Defensive
2015-16,UTEP,12,12,1761,2346,116,149,nan,809,5182,nan,Offense
2015-16,UTEP,0,12,1953,3180,204,276,34,521,6168,nan,Defensive
2016-17,UTEP,12,12,2226,2204,47,217,27,809,5624,nan,Offense
2016-17,UTEP,0,12,2524,2508,165,168,63,385,5813,nan,Defensive
2017-18,UTEP,12,12,1147,1619,52,54,71,777,3720,nan,Offense
2017-18,UTEP,0,12,2812,2547,248,315,3,186,6111,nan,Defensive
2013-14,UTEP,12,12,2216,1959,nan,87,63,1130,5456,nan,Offense
2013-14,UTEP,0,12,2974,2646,123,104,3,659,6554,nan,Defensive
2014-15,UTEP,13,13,2701,1858,138,142,66,926,5831,nan,Offense
2014-15,UTEP,0,13,2299,2486,110,374,13,332,5788,nan,Defensive
2015-16,UTEP,12,12,1761,2346,116,149,nan,809,5182,nan,Offense
2015-16,UTEP,0,12,1953,3180,204,276,34,521,6168,nan,Defensive
2016-17,UTEP,12,12,2226,2204,47,217,27,809,5624,nan,Offense
2016-17,UTEP,0,12,2524,2508,165,168,63,385,5813,nan,Defensive
2017-18,UTEP,12,12,1147,1619,52,54,71,777,3720,nan,Offense
2017-18,UTEP,0,12,2812,2547,248,315,3,186,6111,nan,Defensive
2013-14,UTEP,12,12,2216,1959,nan,87,63,1130,5456,nan,Offense
2013-14,UTEP,0,12,2974,2646,123,104,3,659,6554,nan,Defensive
2014-15,UTEP,13,13,2701,1858,138,142,66,926,5831,nan,Offense
2014-15,UTEP,0,13,2299,2486,110,374,13,332,5788,nan,Defensive
2015-16,UTEP,12,12,1761,2346,116,149,nan,809,5182,nan,Offense
2015-16,UTEP,0,12,1953,3180,204,276,34,521,6168,nan,Defensive
2016-17,UTEP,12,12,2226,2204,47,217,27,809,5624,nan,Offense
2016-17,UTEP,0,12,2524,2508,165,168,63,385,5813,nan,Defensive
2017-18,UTEP,12,12,1147,1619,52,54,71,777,3720,nan,Offense
2017-18,UTEP,0,12,2812,2547,248,315,3,186,6111,nan,Defensive
2013-14,UTEP,12,12,2216,1959,nan,87,63,1130,5456,nan,Offense
2013-14,UTEP,0,12,2974,2646,123,104,3,659,6554,nan,Defensive
2014-15,UTEP,13,13,2701,1858,138,142,66,926,5831,nan,Offense
2014-15,UTEP,0,13,2299,2486,110,374,13,332,5788,nan,Defensive
2015-16,UTEP,12,12,1761,2346,116,149,nan,809,5182,nan,Offense
2015-16,UTEP,0,12,1953,3180,204,276,34,521,6168,nan,Defensive
2016-17,UTEP,12,12,2226,2204,47,217,27,809,5624,nan,Offense
2016-17,UTEP,0,12,2524,2508,165,168,63,385,5813,nan,Defensive
2017-18,UTEP,12,12,1147,1619,52,54,71,777,3720,nan,Offense
2017-18,UTEP,0,12,2812,2547,248,315,3,186,6111,nan,Defensive
2013-14,UNLV,13,13,2243,3105,87,52,30,1168,6685,nan,Offense
2013-14,UNLV,0,13,2802,2830,217,222,36,1145,7332,nan,Defensive
2014-15,UNLV,13,13,1679,3357,72,124,6,1166,6404,nan,Offense
2014-15,UNLV,0,13,3820,2855,225,106,nan,821,7835,nan,Defensive
2015-16,UNLV,12,12,2324,2537,301,66,1,717,6000,nan,Offense
2015-16,UNLV,0,12,2610,2877,157,182,5,900,6742,nan,Defensive
2016-17,UNLV,12,12,2898,1955,102,-1,61,1212,6227,nan,Offense
2016-17,UNLV,0,12,2243,2918,127,282,nan,1102,6672,nan,Defensive
2017-18,UNLV,12,12,2882,2243,106,65,85,617,5998,nan,Offense
2017-18,UNLV,0,12,2872,2632,114,228,87,1072,7005,nan,Defensive
2013-14,UNLV,13,13,2243,3105,87,52,30,1168,6685,nan,Offense
2013-14,UNLV,0,13,2802,2830,217,222,36,1145,7332,nan,Defensive
2014-15,UNLV,13,13,1679,3357,72,124,6,1166,6404,nan,Offense
2014-15,UNLV,0,13,3820,2855,225,106,nan,821,7835,nan,Defensive
2015-16,UNLV,12,12,2324,2537,301,66,1,717,6000,nan,Offense
2015-16,UNLV,0,12,2610,2877,157,182,5,900,6742,nan,Defensive
2016-17,UNLV,12,12,2898,1955,102,-1,61,1212,6227,nan,Offense
2016-17,UNLV,0,12,2243,2918,127,282,nan,1102,6672,nan,Defensive
2017-18,UNLV,12,12,2882,2243,106,65,85,617,5998,nan,Offense
2017-18,UNLV,0,12,2872,2632,114,228,87,1072,7005,nan,Defensive
2013-14,UNLV,13,13,2243,3105,87,52,30,1168,6685,nan,Offense
2013-14,UNLV,0,13,2802,2830,217,222,36,1145,7332,nan,Defensive
2014-15,UNLV,13,13,1679,3357,72,124,6,1166,6404,nan,Offense
2014-15,UNLV,0,13,3820,2855,225,106,nan,821,7835,nan,Defensive
2015-16,UNLV,12,12,2324,2537,301,66,1,717,6000,nan,Offense
2015-16,UNLV,0,12,2610,2877,157,182,5,900,6742,nan,Defensive
2016-17,UNLV,12,12,2898,1955,102,-1,61,1212,6227,nan,Offense
2016-17,UNLV,0,12,2243,2918,127,282,nan,1102,6672,nan,Defensive
2017-18,UNLV,12,12,2882,2243,106,65,85,617,5998,nan,Offense
2017-18,UNLV,0,12,2872,2632,114,228,87,1072,7005,nan,Defensive
2013-14,Wake Forest,12,12,1129,2359,213,126,61,366,4254,nan,Offense
2013-14,Wake Forest,0,12,1718,2676,163,166,23,844,5590,nan,Defensive
2014-15,Wake Forest,12,12,479,2116,136,165,nan,674,3581,nan,Offense
2014-15,Wake Forest,0,12,2192,2239,204,89,129,515,5368,nan,Defensive
2015-16,Wake Forest,12,12,1262,2739,46,90,nan,437,4610,nan,Offense
2015-16,Wake Forest,0,12,1935,2430,222,132,nan,511,5230,nan,Defensive
2016-17,Wake Forest,13,13,1895,2154,213,70,127,647,5106,nan,Offense
2016-17,Wake Forest,0,13,1851,2966,93,274,7,691,5801,nan,Defensive
2017-18,Wake Forest,12,12,2210,3199,179,264,nan,814,6666,nan,Offense
2017-18,Wake Forest,0,12,2300,3031,52,234,9,886,6512,nan,Defensive
2013-14,Wake Forest,12,12,1129,2359,213,126,61,366,4254,nan,Offense
2013-14,Wake Forest,0,12,1718,2676,163,166,23,844,5590,nan,Defensive
2014-15,Wake Forest,12,12,479,2116,136,165,nan,674,3581,nan,Offense
2014-15,Wake Forest,0,12,2192,2239,204,89,129,515,5368,nan,Defensive
2015-16,Wake Forest,12,12,1262,2739,46,90,nan,437,4610,nan,Offense
2015-16,Wake Forest,0,12,1935,2430,222,132,nan,511,5230,nan,Defensive
2016-17,Wake Forest,13,13,1895,2154,213,70,127,647,5106,nan,Offense
2016-17,Wake Forest,0,13,1851,2966,93,274,7,691,5801,nan,Defensive
2017-18,Wake Forest,12,12,2210,3199,179,264,nan,814,6666,nan,Offense
2017-18,Wake Forest,0,12,2300,3031,52,234,9,886,6512,nan,Defensive
2013-14,Wake Forest,12,12,1129,2359,213,126,61,366,4254,nan,Offense
2013-14,Wake Forest,0,12,1718,2676,163,166,23,844,5590,nan,Defensive
2014-15,Wake Forest,12,12,479,2116,136,165,nan,674,3581,nan,Offense
2014-15,Wake Forest,0,12,2192,2239,204,89,129,515,5368,nan,Defensive
2015-16,Wake Forest,12,12,1262,2739,46,90,nan,437,4610,nan,Offense
2015-16,Wake Forest,0,12,1935,2430,222,132,nan,511,5230,nan,Defensive
2016-17,Wake Forest,13,13,1895,2154,213,70,127,647,5106,nan,Offense
2016-17,Wake Forest,0,13,1851,2966,93,274,7,691,5801,nan,Defensive
2017-18,Wake Forest,12,12,2210,3199,179,264,nan,814,6666,nan,Offense
2017-18,Wake Forest,0,12,2300,3031,52,234,9,886,6512,nan,Defensive
2013-14,Virginia Tech,13,13,1557,3071,94,206,39,690,5657,nan,Offense
2013-14,Virginia Tech,0,13,1442,2245,215,384,nan,899,5185,nan,Defensive
2014-15,Virginia Tech,13,13,1923,2826,228,315,97,702,6091,nan,Offense
