Year,Team,GP,G,RushNetYards,ReceivingYards,IntRYds,PuntRetYds,FRetYds,KORetYds,APY,All-PurposeYardsG,OffenseDefense
2013-14,Boise St.,0,13,2134,3240,135,41,91,984,6605,nan,Defensive
2014-15,Boise St.,14,14,2994,3926,284,286,31,1126,8650,nan,Offense
2014-15,Boise St.,0,14,1996,3260,189,163,54,741,6403,nan,Defensive
2015-16,Boise St.,13,13,2488,4032,211,170,17,609,7512,nan,Offense
2015-16,Boise St.,0,13,1407,2731,254,137,1,805,5335,nan,Defensive
2016-17,Boise St.,13,13,2268,3878,114,159,19,635,7073,nan,Offense
2016-17,Boise St.,0,13,2298,2769,201,148,15,802,6269,nan,Defensive
2017-18,Boise St.,13,13,1897,3308,174,313,124,894,6710,nan,Offense
2017-18,Boise St.,0,13,1636,2741,110,49,7,613,5156,nan,Defensive
2013-14,Boise St.,13,13,2578,3610,134,361,5,1137,7885,nan,Offense
2013-14,Boise St.,0,13,2134,3240,135,41,91,984,6605,nan,Defensive
2014-15,Boise St.,14,14,2994,3926,284,286,31,1126,8650,nan,Offense
2014-15,Boise St.,0,14,1996,3260,189,163,54,741,6403,nan,Defensive
2015-16,Boise St.,13,13,2488,4032,211,170,17,609,7512,nan,Offense
2015-16,Boise St.,0,13,1407,2731,254,137,1,805,5335,nan,Defensive
2016-17,Boise St.,13,13,2268,3878,114,159,19,635,7073,nan,Offense
2016-17,Boise St.,0,13,2298,2769,201,148,15,802,6269,nan,Defensive
2017-18,Boise St.,13,13,1897,3308,174,313,124,894,6710,nan,Offense
2017-18,Boise St.,0,13,1636,2741,110,49,7,613,5156,nan,Defensive
2013-14,Baylor,13,13,3376,4668,441,238,91,1056,9870,nan,Offense
2013-14,Baylor,0,13,1890,2794,120,202,78,1401,6485,nan,Defensive
2014-15,Baylor,13,13,2802,4757,203,93,24,801,8745,nan,Offense
2014-15,Baylor,0,13,1530,3434,67,56,-3,1504,6627,nan,Defensive
2015-16,Baylor,13,13,4247,3764,137,64,30,675,8947,nan,Offense
2015-16,Baylor,0,13,2120,3035,187,28,56,1406,6832,nan,Defensive
2016-17,Baylor,13,13,3143,3652,310,223,15,670,8013,nan,Offense
2016-17,Baylor,0,13,2609,2992,220,17,15,1056,6909,nan,Defensive
2017-18,Baylor,12,12,1407,3452,20,60,nan,662,5601,nan,Offense
2017-18,Baylor,0,12,2279,3204,172,59,48,1032,6794,nan,Defensive
2013-14,Baylor,13,13,3376,4668,441,238,91,1056,9870,nan,Offense
2013-14,Baylor,0,13,1890,2794,120,202,78,1401,6485,nan,Defensive
2014-15,Baylor,13,13,2802,4757,203,93,24,801,8745,nan,Offense
2014-15,Baylor,0,13,1530,3434,67,56,-3,1504,6627,nan,Defensive
2015-16,Baylor,13,13,4247,3764,137,64,30,675,8947,nan,Offense
2015-16,Baylor,0,13,2120,3035,187,28,56,1406,6832,nan,Defensive
2016-17,Baylor,13,13,3143,3652,310,223,15,670,8013,nan,Offense
2016-17,Baylor,0,13,2609,2992,220,17,15,1056,6909,nan,Defensive
2017-18,Baylor,12,12,1407,3452,20,60,nan,662,5601,nan,Offense
2017-18,Baylor,0,12,2279,3204,172,59,48,1032,6794,nan,Defensive
2013-14,Baylor,13,13,3376,4668,441,238,91,1056,9870,nan,Offense
2013-14,Baylor,0,13,1890,2794,120,202,78,1401,6485,nan,Defensive
2014-15,Baylor,13,13,2802,4757,203,93,24,801,8745,nan,Offense
2014-15,Baylor,0,13,1530,3434,67,56,-3,1504,6627,nan,Defensive
2015-16,Baylor,13,13,4247,3764,137,64,30,675,8947,nan,Offense
2015-16,Baylor,0,13,2120,3035,187,28,56,1406,6832,nan,Defensive
2016-17,Baylor,13,13,3143,3652,310,223,15,670,8013,nan,Offense
2016-17,Baylor,0,13,2609,2992,220,17,15,1056,6909,nan,Defensive
2017-18,Baylor,12,12,1407,3452,20,60,nan,662,5601,nan,Offense
2017-18,Baylor,0,12,2279,3204,172,59,48,1032,6794,nan,Defensive
2013-14,Baylor,13,13,3376,4668,441,238,91,1056,9870,nan,Offense
2013-14,Baylor,0,13,1890,2794,120,202,78,1401,6485,nan,Defensive
2014-15,Baylor,13,13,2802,4757,203,93,24,801,8745,nan,Offense
2014-15,Baylor,0,13,1530,3434,67,56,-3,1504,6627,nan,Defensive
2015-16,Baylor,13,13,4247,3764,137,64,30,675,8947,nan,Offense
2015-16,Baylor,0,13,2120,3035,187,28,56,1406,6832,nan,Defensive
2016-17,Baylor,13,13,3143,3652,310,223,15,670,8013,nan,Offense
2016-17,Baylor,0,13,2609,2992,220,17,15,1056,6909,nan,Defensive
2017-18,Baylor,12,12,1407,3452,20,60,nan,662,5601,nan,Offense
2017-18,Baylor,0,12,2279,3204,172,59,48,1032,6794,nan,Defensive
2013-14,Ball St.,13,13,1988,4214,130,84,19,905,7340,nan,Offense
2013-14,Ball St.,0,13,2539,2841,121,119,49,1281,6957,nan,Defensive
2014-15,Ball St.,12,12,1841,2590,177,60,75,1022,5765,nan,Offense
2014-15,Ball St.,0,12,2293,2853,31,114,9,946,6246,nan,Defensive
2015-16,Ball St.,12,12,1840,2619,3,127,nan,1275,5864,nan,Offense
2015-16,Ball St.,0,12,2706,3510,136,136,1,703,7192,nan,Defensive
2016-17,Ball St.,12,12,2640,2750,42,94,4,878,6408,nan,Offense
2016-17,Ball St.,0,12,1807,3836,178,129,14,1042,7006,nan,Defensive
2017-18,Ball St.,12,12,1906,2126,13,87,nan,1042,5153,nan,Offense
2017-18,Ball St.,0,12,2256,2803,384,284,88,718,6533,nan,Defensive
2013-14,Ball St.,13,13,1988,4214,130,84,19,905,7340,nan,Offense
2013-14,Ball St.,0,13,2539,2841,121,119,49,1281,6957,nan,Defensive
2014-15,Ball St.,12,12,1841,2590,177,60,75,1022,5765,nan,Offense
2014-15,Ball St.,0,12,2293,2853,31,114,9,946,6246,nan,Defensive
2015-16,Ball St.,12,12,1840,2619,3,127,nan,1275,5864,nan,Offense
2015-16,Ball St.,0,12,2706,3510,136,136,1,703,7192,nan,Defensive
2016-17,Ball St.,12,12,2640,2750,42,94,4,878,6408,nan,Offense
2016-17,Ball St.,0,12,1807,3836,178,129,14,1042,7006,nan,Defensive
2017-18,Ball St.,12,12,1906,2126,13,87,nan,1042,5153,nan,Offense
2017-18,Ball St.,0,12,2256,2803,384,284,88,718,6533,nan,Defensive
2013-14,Ball St.,13,13,1988,4214,130,84,19,905,7340,nan,Offense
2013-14,Ball St.,0,13,2539,2841,121,119,49,1281,6957,nan,Defensive
2014-15,Ball St.,12,12,1841,2590,177,60,75,1022,5765,nan,Offense
2014-15,Ball St.,0,12,2293,2853,31,114,9,946,6246,nan,Defensive
2015-16,Ball St.,12,12,1840,2619,3,127,nan,1275,5864,nan,Offense
2015-16,Ball St.,0,12,2706,3510,136,136,1,703,7192,nan,Defensive
2016-17,Ball St.,12,12,2640,2750,42,94,4,878,6408,nan,Offense
2016-17,Ball St.,0,12,1807,3836,178,129,14,1042,7006,nan,Defensive
2017-18,Ball St.,12,12,1906,2126,13,87,nan,1042,5153,nan,Offense
2017-18,Ball St.,0,12,2256,2803,384,284,88,718,6533,nan,Defensive
2013-14,BYU,13,13,3475,2942,143,335,12,1088,8021,nan,Offense
2013-14,BYU,0,13,2079,2846,139,218,nan,1028,6314,nan,Defensive
2014-15,BYU,13,13,2363,3623,249,224,nan,964,7424,nan,Offense
2014-15,BYU,0,13,1584,3506,61,224,73,1235,6683,nan,Defensive
2015-16,BYU,13,13,1668,3854,231,217,44,727,6824,nan,Offense
2015-16,BYU,0,13,1870,2624,276,260,nan,921,5952,nan,Defensive
2016-17,BYU,13,13,2615,2573,372,204,52,700,6550,nan,Offense
2016-17,BYU,0,13,1467,3278,195,43,5,915,5903,nan,Defensive
2017-18,BYU,13,13,1697,2530,224,118,8,667,5224,nan,Offense
2017-18,BYU,0,13,1919,2928,334,64,42,591,5878,nan,Defensive
2013-14,BYU,13,13,3475,2942,143,335,12,1088,8021,nan,Offense
2013-14,BYU,0,13,2079,2846,139,218,nan,1028,6314,nan,Defensive
2014-15,BYU,13,13,2363,3623,249,224,nan,964,7424,nan,Offense
2014-15,BYU,0,13,1584,3506,61,224,73,1235,6683,nan,Defensive
2015-16,BYU,13,13,1668,3854,231,217,44,727,6824,nan,Offense
2015-16,BYU,0,13,1870,2624,276,260,nan,921,5952,nan,Defensive
2016-17,BYU,13,13,2615,2573,372,204,52,700,6550,nan,Offense
2016-17,BYU,0,13,1467,3278,195,43,5,915,5903,nan,Defensive
2017-18,BYU,13,13,1697,2530,224,118,8,667,5224,nan,Offense
2017-18,BYU,0,13,1919,2928,334,64,42,591,5878,nan,Defensive
2013-14,BYU,13,13,3475,2942,143,335,12,1088,8021,nan,Offense
2013-14,BYU,0,13,2079,2846,139,218,nan,1028,6314,nan,Defensive
2014-15,BYU,13,13,2363,3623,249,224,nan,964,7424,nan,Offense
2014-15,BYU,0,13,1584,3506,61,224,73,1235,6683,nan,Defensive
2015-16,BYU,13,13,1668,3854,231,217,44,727,6824,nan,Offense
2015-16,BYU,0,13,1870,2624,276,260,nan,921,5952,nan,Defensive
2016-17,BYU,13,13,2615,2573,372,204,52,700,6550,nan,Offense
2016-17,BYU,0,13,1467,3278,195,43,5,915,5903,nan,Defensive
2017-18,BYU,13,13,1697,2530,224,118,8,667,5224,nan,Offense
2017-18,BYU,0,13,1919,2928,334,64,42,591,5878,nan,Defensive
2013-14,BYU,13,13,3475,2942,143,335,12,1088,8021,nan,Offense
2013-14,BYU,0,13,2079,2846,139,218,nan,1028,6314,nan,Defensive
2014-15,BYU,13,13,2363,3623,249,224,nan,964,7424,nan,Offense
2014-15,BYU,0,13,1584,3506,61,224,73,1235,6683,nan,Defensive
2015-16,BYU,13,13,1668,3854,231,217,44,727,6824,nan,Offense
2015-16,BYU,0,13,1870,2624,276,260,nan,921,5952,nan,Defensive
2016-17,BYU,13,13,2615,2573,372,204,52,700,6550,nan,Offense
2016-17,BYU,0,13,1467,3278,195,43,5,915,5903,nan,Defensive
2017-18,BYU,13,13,1697,2530,224,118,8,667,5224,nan,Offense
2017-18,BYU,0,13,1919,2928,334,64,42,591,5878,nan,Defensive
2011-12,Auburn,1,1,254,265,1,nan,nan,92,612,nan,Offense
2011-12,Auburn,0,1,75,374,22,6,nan,65,542,nan,Defensive
2013-14,Auburn,14,14,4596,2422,112,377,11,936,8557,nan,Offense
2013-14,Auburn,0,14,2270,3620,64,35,35,722,6747,nan,Defensive
2014-15,Auburn,13,13,3321,2984,130,303,nan,701,7439,nan,Offense
2014-15,Auburn,0,13,2194,2991,95,148,nan,717,6222,nan,Defensive
2015-16,Auburn,13,13,2553,2257,144,179,82,950,6165,nan,Offense
2015-16,Auburn,0,13,2375,2892,131,87,nan,381,5866,nan,Defensive
2016-17,Auburn,13,13,3527,2203,83,171,13,438,6449,nan,Offense
2016-17,Auburn,0,13,1726,2979,50,19,nan,342,5126,nan,Defensive
2017-18,Auburn,13,13,2966,2936,82,189,58,453,6684,nan,Offense
2017-18,Auburn,0,13,1749,2311,7,159,31,590,4881,nan,Defensive
2011-12,Auburn,1,1,254,265,1,nan,nan,92,612,nan,Offense
2011-12,Auburn,0,1,75,374,22,6,nan,65,542,nan,Defensive
2013-14,Auburn,14,14,4596,2422,112,377,11,936,8557,nan,Offense
2013-14,Auburn,0,14,2270,3620,64,35,35,722,6747,nan,Defensive
2014-15,Auburn,13,13,3321,2984,130,303,nan,701,7439,nan,Offense
2014-15,Auburn,0,13,2194,2991,95,148,nan,717,6222,nan,Defensive
2015-16,Auburn,13,13,2553,2257,144,179,82,950,6165,nan,Offense
2015-16,Auburn,0,13,2375,2892,131,87,nan,381,5866,nan,Defensive
2016-17,Auburn,13,13,3527,2203,83,171,13,438,6449,nan,Offense
2016-17,Auburn,0,13,1726,2979,50,19,nan,342,5126,nan,Defensive
2017-18,Auburn,13,13,2966,2936,82,189,58,453,6684,nan,Offense
2017-18,Auburn,0,13,1749,2311,7,159,31,590,4881,nan,Defensive
2011-12,Auburn,1,1,254,265,1,nan,nan,92,612,nan,Offense
2011-12,Auburn,0,1,75,374,22,6,nan,65,542,nan,Defensive
2013-14,Auburn,14,14,4596,2422,112,377,11,936,8557,nan,Offense
2013-14,Auburn,0,14,2270,3620,64,35,35,722,6747,nan,Defensive
2014-15,Auburn,13,13,3321,2984,130,303,nan,701,7439,nan,Offense
2014-15,Auburn,0,13,2194,2991,95,148,nan,717,6222,nan,Defensive
2015-16,Auburn,13,13,2553,2257,144,179,82,950,6165,nan,Offense
2015-16,Auburn,0,13,2375,2892,131,87,nan,381,5866,nan,Defensive
2016-17,Auburn,13,13,3527,2203,83,171,13,438,6449,nan,Offense
2016-17,Auburn,0,13,1726,2979,50,19,nan,342,5126,nan,Defensive
2017-18,Auburn,13,13,2966,2936,82,189,58,453,6684,nan,Offense
2017-18,Auburn,0,13,1749,2311,7,159,31,590,4881,nan,Defensive
2013-14,Ball St.,13,13,1988,4214,130,84,19,905,7340,nan,Offense
2013-14,Ball St.,0,13,2539,2841,121,119,49,1281,6957,nan,Defensive
2014-15,Ball St.,12,12,1841,2590,177,60,75,1022,5765,nan,Offense
2014-15,Ball St.,0,12,2293,2853,31,114,9,946,6246,nan,Defensive
2015-16,Ball St.,12,12,1840,2619,3,127,nan,1275,5864,nan,Offense
2015-16,Ball St.,0,12,2706,3510,136,136,1,703,7192,nan,Defensive
2016-17,Ball St.,12,12,2640,2750,42,94,4,878,6408,nan,Offense
2016-17,Ball St.,0,12,1807,3836,178,129,14,1042,7006,nan,Defensive
2017-18,Ball St.,12,12,1906,2126,13,87,nan,1042,5153,nan,Offense
2017-18,Ball St.,0,12,2256,2803,384,284,88,718,6533,nan,Defensive
2013-14,Central Mich.,12,12,1593,2500,296,118,4,999,5510,nan,Offense
2013-14,Central Mich.,0,12,2415,2447,221,259,22,832,6196,nan,Defensive
2014-15,Central Mich.,13,13,2018,3157,94,75,27,811,6177,nan,Offense
2014-15,Central Mich.,0,13,1598,3023,153,158,77,933,5942,nan,Defensive
2015-16,Central Mich.,13,13,1317,3905,nan,52,17,707,5998,nan,Offense
2015-16,Central Mich.,0,13,1810,2509,162,104,61,932,5593,nan,Defensive
2016-17,Central Mich.,13,13,1507,3589,178,80,nan,1122,6476,nan,Offense
2016-17,Central Mich.,0,13,2197,2898,273,105,8,829,6322,nan,Defensive
2017-18,Central Mich.,12,12,1725,2978,172,99,27,841,5929,nan,Offense
2017-18,Central Mich.,0,12,2287,2258,218,253,23,767,5806,nan,Defensive
2013-14,California,12,12,1466,3977,nan,57,19,1408,6927,nan,Offense
2013-14,California,0,12,2263,4092,187,444,nan,570,7556,nan,Defensive
2014-15,California,12,12,1790,4152,60,175,77,1170,7424,nan,Offense
2014-15,California,0,12,1735,4406,126,80,108,994,7449,nan,Defensive
2015-16,California,13,13,1987,4892,65,82,45,892,7963,nan,Offense
2015-16,California,0,13,2727,3171,154,62,77,1340,7531,nan,Defensive
2016-17,California,12,12,1852,4306,173,65,25,1072,7493,nan,Offense
2016-17,California,0,12,3274,2945,107,320,nan,865,7511,nan,Defensive
2017-18,California,12,12,1507,3107,193,89,67,945,5908,nan,Offense
2017-18,California,0,12,1969,3190,309,178,14,680,6361,nan,Defensive
2013-14,California,12,12,1466,3977,nan,57,19,1408,6927,nan,Offense
2013-14,California,0,12,2263,4092,187,444,nan,570,7556,nan,Defensive
2014-15,California,12,12,1790,4152,60,175,77,1170,7424,nan,Offense
2014-15,California,0,12,1735,4406,126,80,108,994,7449,nan,Defensive
2015-16,California,13,13,1987,4892,65,82,45,892,7963,nan,Offense
2015-16,California,0,13,2727,3171,154,62,77,1340,7531,nan,Defensive
2016-17,California,12,12,1852,4306,173,65,25,1072,7493,nan,Offense
2016-17,California,0,12,3274,2945,107,320,nan,865,7511,nan,Defensive
2017-18,California,12,12,1507,3107,193,89,67,945,5908,nan,Offense
2017-18,California,0,12,1969,3190,309,178,14,680,6361,nan,Defensive
2013-14,Buffalo,13,13,2176,2955,222,60,71,1036,6554,nan,Offense
2013-14,Buffalo,0,13,2166,2810,71,182,101,922,6243,nan,Defensive
2014-15,Buffalo,11,11,1965,2855,nan,89,75,879,5866,nan,Offense
2014-15,Buffalo,0,11,1927,2448,147,32,9,772,5363,nan,Defensive
2015-16,Buffalo,12,12,1643,2994,278,116,105,581,5717,nan,Offense
2015-16,Buffalo,0,12,2233,2728,175,187,nan,894,6222,nan,Defensive
2016-17,Buffalo,12,12,1839,2406,nan,107,19,878,5249,nan,Offense
2016-17,Buffalo,0,12,3039,2178,160,236,108,778,6499,nan,Defensive
2017-18,Buffalo,12,12,1693,3490,39,142,20,634,6018,nan,Offense
2017-18,Buffalo,0,12,2338,2440,2,92,77,768,5702,nan,Defensive
2013-14,Buffalo,13,13,2176,2955,222,60,71,1036,6554,nan,Offense
2013-14,Buffalo,0,13,2166,2810,71,182,101,922,6243,nan,Defensive
2014-15,Buffalo,11,11,1965,2855,nan,89,75,879,5866,nan,Offense
2014-15,Buffalo,0,11,1927,2448,147,32,9,772,5363,nan,Defensive
2015-16,Buffalo,12,12,1643,2994,278,116,105,581,5717,nan,Offense
2015-16,Buffalo,0,12,2233,2728,175,187,nan,894,6222,nan,Defensive
2016-17,Buffalo,12,12,1839,2406,nan,107,19,878,5249,nan,Offense
2016-17,Buffalo,0,12,3039,2178,160,236,108,778,6499,nan,Defensive
2017-18,Buffalo,12,12,1693,3490,39,142,20,634,6018,nan,Offense
2017-18,Buffalo,0,12,2338,2440,2,92,77,768,5702,nan,Defensive
2013-14,Buffalo,13,13,2176,2955,222,60,71,1036,6554,nan,Offense
2013-14,Buffalo,0,13,2166,2810,71,182,101,922,6243,nan,Defensive
2014-15,Buffalo,11,11,1965,2855,nan,89,75,879,5866,nan,Offense
2014-15,Buffalo,0,11,1927,2448,147,32,9,772,5363,nan,Defensive
2015-16,Buffalo,12,12,1643,2994,278,116,105,581,5717,nan,Offense
2015-16,Buffalo,0,12,2233,2728,175,187,nan,894,6222,nan,Defensive
2016-17,Buffalo,12,12,1839,2406,nan,107,19,878,5249,nan,Offense
2016-17,Buffalo,0,12,3039,2178,160,236,108,778,6499,nan,Defensive
2017-18,Buffalo,12,12,1693,3490,39,142,20,634,6018,nan,Offense
2017-18,Buffalo,0,12,2338,2440,2,92,77,768,5702,nan,Defensive
2013-14,Buffalo,13,13,2176,2955,222,60,71,1036,6554,nan,Offense
2013-14,Buffalo,0,13,2166,2810,71,182,101,922,6243,nan,Defensive
2014-15,Buffalo,11,11,1965,2855,nan,89,75,879,5866,nan,Offense
2014-15,Buffalo,0,11,1927,2448,147,32,9,772,5363,nan,Defensive
2015-16,Buffalo,12,12,1643,2994,278,116,105,581,5717,nan,Offense
2015-16,Buffalo,0,12,2233,2728,175,187,nan,894,6222,nan,Defensive
2016-17,Buffalo,12,12,1839,2406,nan,107,19,878,5249,nan,Offense
2016-17,Buffalo,0,12,3039,2178,160,236,108,778,6499,nan,Defensive
2017-18,Buffalo,12,12,1693,3490,39,142,20,634,6018,nan,Offense
2017-18,Buffalo,0,12,2338,2440,2,92,77,768,5702,nan,Defensive
2013-14,Bowling Green,14,14,2707,3725,200,215,54,605,7506,nan,Offense
2013-14,Bowling Green,0,14,2108,2392,37,87,nan,1310,5934,nan,Defensive
2014-15,Bowling Green,14,14,2422,3639,172,163,20,1288,7699,nan,Offense
2014-15,Bowling Green,0,14,2830,4080,132,208,10,1500,8763,nan,Defensive
2015-16,Bowling Green,14,14,2520,5135,245,90,nan,770,8760,nan,Offense
2015-16,Bowling Green,0,14,2553,3296,130,270,45,1186,7480,nan,Defensive
2016-17,Bowling Green,12,12,2170,2713,135,99,76,834,6025,nan,Offense
2016-17,Bowling Green,0,12,2291,3280,348,104,nan,587,6610,nan,Defensive
2017-18,Bowling Green,12,12,1820,2820,78,104,214,970,6006,nan,Offense
2017-18,Bowling Green,0,12,3039,3040,141,64,77,735,7096,nan,Defensive
2013-14,Bowling Green,14,14,2707,3725,200,215,54,605,7506,nan,Offense
2013-14,Bowling Green,0,14,2108,2392,37,87,nan,1310,5934,nan,Defensive
2014-15,Bowling Green,14,14,2422,3639,172,163,20,1288,7699,nan,Offense
2014-15,Bowling Green,0,14,2830,4080,132,208,10,1500,8763,nan,Defensive
2015-16,Bowling Green,14,14,2520,5135,245,90,nan,770,8760,nan,Offense
2015-16,Bowling Green,0,14,2553,3296,130,270,45,1186,7480,nan,Defensive
2016-17,Bowling Green,12,12,2170,2713,135,99,76,834,6025,nan,Offense
2016-17,Bowling Green,0,12,2291,3280,348,104,nan,587,6610,nan,Defensive
2017-18,Bowling Green,12,12,1820,2820,78,104,214,970,6006,nan,Offense
2017-18,Bowling Green,0,12,3039,3040,141,64,77,735,7096,nan,Defensive
2013-14,Bowling Green,14,14,2707,3725,200,215,54,605,7506,nan,Offense
2013-14,Bowling Green,0,14,2108,2392,37,87,nan,1310,5934,nan,Defensive
2014-15,Bowling Green,14,14,2422,3639,172,163,20,1288,7699,nan,Offense
2014-15,Bowling Green,0,14,2830,4080,132,208,10,1500,8763,nan,Defensive
2015-16,Bowling Green,14,14,2520,5135,245,90,nan,770,8760,nan,Offense
2015-16,Bowling Green,0,14,2553,3296,130,270,45,1186,7480,nan,Defensive
2016-17,Bowling Green,12,12,2170,2713,135,99,76,834,6025,nan,Offense
2016-17,Bowling Green,0,12,2291,3280,348,104,nan,587,6610,nan,Defensive
2017-18,Bowling Green,12,12,1820,2820,78,104,214,970,6006,nan,Offense
2017-18,Bowling Green,0,12,3039,3040,141,64,77,735,7096,nan,Defensive
2013-14,Bowling Green,14,14,2707,3725,200,215,54,605,7506,nan,Offense
2013-14,Bowling Green,0,14,2108,2392,37,87,nan,1310,5934,nan,Defensive
2014-15,Bowling Green,14,14,2422,3639,172,163,20,1288,7699,nan,Offense
2014-15,Bowling Green,0,14,2830,4080,132,208,10,1500,8763,nan,Defensive
2015-16,Bowling Green,14,14,2520,5135,245,90,nan,770,8760,nan,Offense
2015-16,Bowling Green,0,14,2553,3296,130,270,45,1186,7480,nan,Defensive
2016-17,Bowling Green,12,12,2170,2713,135,99,76,834,6025,nan,Offense
2016-17,Bowling Green,0,12,2291,3280,348,104,nan,587,6610,nan,Defensive
2017-18,Bowling Green,12,12,1820,2820,78,104,214,970,6006,nan,Offense
2017-18,Bowling Green,0,12,3039,3040,141,64,77,735,7096,nan,Defensive
2013-14,Boston College,13,13,2762,2012,163,194,35,946,6112,nan,Offense
2013-14,Boston College,0,13,2088,3489,130,157,11,425,6300,nan,Defensive
2014-15,Boston College,13,13,3311,1681,86,125,nan,910,6120,nan,Offense
2014-15,Boston College,0,13,1228,2987,100,181,nan,872,5368,nan,Defensive
2015-16,Boston College,12,12,1973,1334,63,235,47,806,4458,nan,Offense
2015-16,Boston College,0,12,994,2058,107,53,130,632,3974,nan,Defensive
2016-17,Boston College,13,13,1938,1869,149,321,9,683,4950,nan,Offense
2016-17,Boston College,0,13,1411,2673,137,155,29,719,5124,nan,Defensive
2017-18,Boston College,12,12,2690,1954,388,356,58,851,6297,nan,Offense
2017-18,Boston College,0,12,2381,2396,67,134,nan,519,5517,nan,Defensive
2013-14,Boston College,13,13,2762,2012,163,194,35,946,6112,nan,Offense
2013-14,Boston College,0,13,2088,3489,130,157,11,425,6300,nan,Defensive
2014-15,Boston College,13,13,3311,1681,86,125,nan,910,6120,nan,Offense
2014-15,Boston College,0,13,1228,2987,100,181,nan,872,5368,nan,Defensive
2015-16,Boston College,12,12,1973,1334,63,235,47,806,4458,nan,Offense
2015-16,Boston College,0,12,994,2058,107,53,130,632,3974,nan,Defensive
2016-17,Boston College,13,13,1938,1869,149,321,9,683,4950,nan,Offense
2016-17,Boston College,0,13,1411,2673,137,155,29,719,5124,nan,Defensive
2017-18,Boston College,12,12,2690,1954,388,356,58,851,6297,nan,Offense
2017-18,Boston College,0,12,2381,2396,67,134,nan,519,5517,nan,Defensive
2013-14,Boston College,13,13,2762,2012,163,194,35,946,6112,nan,Offense
2013-14,Boston College,0,13,2088,3489,130,157,11,425,6300,nan,Defensive
2014-15,Boston College,13,13,3311,1681,86,125,nan,910,6120,nan,Offense
2014-15,Boston College,0,13,1228,2987,100,181,nan,872,5368,nan,Defensive
2015-16,Boston College,12,12,1973,1334,63,235,47,806,4458,nan,Offense
2015-16,Boston College,0,12,994,2058,107,53,130,632,3974,nan,Defensive
2016-17,Boston College,13,13,1938,1869,149,321,9,683,4950,nan,Offense
2016-17,Boston College,0,13,1411,2673,137,155,29,719,5124,nan,Defensive
2017-18,Boston College,12,12,2690,1954,388,356,58,851,6297,nan,Offense
2017-18,Boston College,0,12,2381,2396,67,134,nan,519,5517,nan,Defensive
2013-14,Boise St.,13,13,2578,3610,134,361,5,1137,7885,nan,Offense
2013-14,Boise St.,0,13,2134,3240,135,41,91,984,6605,nan,Defensive
2014-15,Boise St.,14,14,2994,3926,284,286,31,1126,8650,nan,Offense
2014-15,Boise St.,0,14,1996,3260,189,163,54,741,6403,nan,Defensive
2015-16,Boise St.,13,13,2488,4032,211,170,17,609,7512,nan,Offense
2015-16,Boise St.,0,13,1407,2731,254,137,1,805,5335,nan,Defensive
2016-17,Boise St.,13,13,2268,3878,114,159,19,635,7073,nan,Offense
2016-17,Boise St.,0,13,2298,2769,201,148,15,802,6269,nan,Defensive
2017-18,Boise St.,13,13,1897,3308,174,313,124,894,6710,nan,Offense
2017-18,Boise St.,0,13,1636,2741,110,49,7,613,5156,nan,Defensive
2013-14,Boise St.,13,13,2578,3610,134,361,5,1137,7885,nan,Offense
2013-14,Boise St.,0,13,2134,3240,135,41,91,984,6605,nan,Defensive
2014-15,Boise St.,14,14,2994,3926,284,286,31,1126,8650,nan,Offense
