Year,Team,GP,G,PBU,Int,IntRetTDs,IntRYds,PDef,OffenseDefense
2015-16,Texas A&M,13,13,47,11,2,140,58.00,Offense
2015-16,Texas A&M,0,13,71,15,3,263,86.00,Defensive
2016-17,Texas A&M,13,13,58,12,nan,19,70.00,Offense
2016-17,Texas A&M,0,13,55,9,nan,17,64.00,Defensive
2017-18,Texas A&M,12,12,44,10,2,75,54.00,Offense
2017-18,Texas A&M,0,12,55,11,1,123,66.00,Defensive
2013-14,Texas A&M,13,13,43,17,4,286,60,Offense
2013-14,Texas A&M,0,13,31,13,1,172,44,Defensive
2014-15,Texas A&M,13,13,44,5,nan,45,49,Offense
2014-15,Texas A&M,0,13,47,15,2,178,62,Defensive
2015-16,Texas A&M,13,13,47,11,2,140,58,Offense
2015-16,Texas A&M,0,13,71,15,3,263,86,Defensive
2016-17,Texas A&M,13,13,58,12,nan,19,70,Offense
2016-17,Texas A&M,0,13,55,9,nan,17,64,Defensive
2017-18,Texas A&M,12,12,44,10,2,75,54,Offense
2017-18,Texas A&M,0,12,55,11,1,123,66,Defensive
2013-14,Texas A&M,13,13,43,17,4,286,60.00,Offense
2013-14,Texas A&M,0,13,31,13,1,172,44.00,Defensive
2014-15,Texas A&M,13,13,44,5,nan,45,49.00,Offense
2014-15,Texas A&M,0,13,47,15,2,178,62.00,Defensive
2015-16,Texas A&M,13,13,47,11,2,140,58.00,Offense
2015-16,Texas A&M,0,13,71,15,3,263,86.00,Defensive
2016-17,Texas A&M,13,13,58,12,nan,19,70.00,Offense
2016-17,Texas A&M,0,13,55,9,nan,17,64.00,Defensive
2017-18,Texas A&M,12,12,44,10,2,75,54.00,Offense
2017-18,Texas A&M,0,12,55,11,1,123,66.00,Defensive
2013-14,Texas A&M,13,13,43,17,4,286,60,Offense
2013-14,Texas A&M,0,13,31,13,1,172,44,Defensive
2014-15,Texas A&M,13,13,44,5,nan,45,49,Offense
2014-15,Texas A&M,0,13,47,15,2,178,62,Defensive
2015-16,Texas A&M,13,13,47,11,2,140,58,Offense
2015-16,Texas A&M,0,13,71,15,3,263,86,Defensive
2016-17,Texas A&M,13,13,58,12,nan,19,70,Offense
2016-17,Texas A&M,0,13,55,9,nan,17,64,Defensive
2017-18,Texas A&M,12,12,44,10,2,75,54,Offense
2017-18,Texas A&M,0,12,55,11,1,123,66,Defensive
2013-14,Tennessee,12,12,38,14,4,243,52.00,Offense
2013-14,Tennessee,0,12,42,17,1,314,59.00,Defensive
2014-15,Tennessee,13,13,43,16,1,157,59.00,Offense
2014-15,Tennessee,0,13,43,14,1,163,57.00,Defensive
2015-16,Tennessee,13,13,53,12,1,208,65.00,Offense
2015-16,Tennessee,0,13,34,5,nan,5,39.00,Defensive
2016-17,Tennessee,13,13,47,11,1,120,58.00,Offense
2016-17,Tennessee,0,13,43,12,1,71,55.00,Defensive
2017-18,Tennessee,12,12,32,5,2,186,37.00,Offense
2017-18,Tennessee,0,12,40,10,1,90,50.00,Defensive
2013-14,Tennessee,12,12,38,14,4,243,52,Offense
2013-14,Tennessee,0,12,42,17,1,314,59,Defensive
2014-15,Tennessee,13,13,43,16,1,157,59,Offense
2014-15,Tennessee,0,13,43,14,1,163,57,Defensive
2015-16,Tennessee,13,13,53,12,1,208,65,Offense
2015-16,Tennessee,0,13,34,5,nan,5,39,Defensive
2016-17,Tennessee,13,13,47,11,1,120,58,Offense
2016-17,Tennessee,0,13,43,12,1,71,55,Defensive
2017-18,Tennessee,12,12,32,5,2,186,37,Offense
2017-18,Tennessee,0,12,40,10,1,90,50,Defensive
2013-14,Tennessee,12,12,38,14,4,243,52.00,Offense
2013-14,Tennessee,0,12,42,17,1,314,59.00,Defensive
2014-15,Tennessee,13,13,43,16,1,157,59.00,Offense
2014-15,Tennessee,0,13,43,14,1,163,57.00,Defensive
2015-16,Tennessee,13,13,53,12,1,208,65.00,Offense
2015-16,Tennessee,0,13,34,5,nan,5,39.00,Defensive
2016-17,Tennessee,13,13,47,11,1,120,58.00,Offense
2016-17,Tennessee,0,13,43,12,1,71,55.00,Defensive
2017-18,Tennessee,12,12,32,5,2,186,37.00,Offense
2017-18,Tennessee,0,12,40,10,1,90,50.00,Defensive
2013-14,Tennessee,12,12,38,14,4,243,52,Offense
2013-14,Tennessee,0,12,42,17,1,314,59,Defensive
2014-15,Tennessee,13,13,43,16,1,157,59,Offense
2014-15,Tennessee,0,13,43,14,1,163,57,Defensive
2015-16,Tennessee,13,13,53,12,1,208,65,Offense
2015-16,Tennessee,0,13,34,5,nan,5,39,Defensive
2016-17,Tennessee,13,13,47,11,1,120,58,Offense
2016-17,Tennessee,0,13,43,12,1,71,55,Defensive
2017-18,Tennessee,12,12,32,5,2,186,37,Offense
2017-18,Tennessee,0,12,40,10,1,90,50,Defensive
2013-14,Temple,12,12,33,3,nan,10,36,Offense
2013-14,Temple,0,12,36,11,1,134,47,Defensive
2014-15,Temple,12,12,44,11,2,315,55,Offense
2014-15,Temple,0,12,40,16,2,101,56,Defensive
2015-16,Temple,14,14,50,16,2,301,66,Offense
2015-16,Temple,0,14,61,8,1,114,69,Defensive
2016-17,Temple,14,14,30,12,nan,130,42,Offense
2016-17,Temple,0,14,41,13,2,165,54,Defensive
2017-18,Temple,12,12,33,8,nan,234,41,Offense
2017-18,Temple,0,12,49,15,1,206,64,Defensive
2013-14,Temple,12,12,33,3,nan,10,36.00,Offense
2013-14,Temple,0,12,36,11,1,134,47.00,Defensive
2014-15,Temple,12,12,44,11,2,315,55.00,Offense
2014-15,Temple,0,12,40,16,2,101,56.00,Defensive
2015-16,Temple,14,14,50,16,2,301,66.00,Offense
2015-16,Temple,0,14,61,8,1,114,69.00,Defensive
2016-17,Temple,14,14,30,12,nan,130,42.00,Offense
2016-17,Temple,0,14,41,13,2,165,54.00,Defensive
2017-18,Temple,12,12,33,8,nan,234,41.00,Offense
2017-18,Temple,0,12,49,15,1,206,64.00,Defensive
2013-14,Temple,12,12,33,3,nan,10,36,Offense
2013-14,Temple,0,12,36,11,1,134,47,Defensive
2014-15,Temple,12,12,44,11,2,315,55,Offense
2014-15,Temple,0,12,40,16,2,101,56,Defensive
2015-16,Temple,14,14,50,16,2,301,66,Offense
2015-16,Temple,0,14,61,8,1,114,69,Defensive
2016-17,Temple,14,14,30,12,nan,130,42,Offense
2016-17,Temple,0,14,41,13,2,165,54,Defensive
2017-18,Temple,12,12,33,8,nan,234,41,Offense
2017-18,Temple,0,12,49,15,1,206,64,Defensive
2013-14,Tulsa,12,12,63,15,nan,169,78.00,Offense
2013-14,Tulsa,0,12,69,19,2,378,88.00,Defensive
2014-15,Tulsa,12,12,32,8,1,116,40.00,Offense
2014-15,Tulsa,0,12,65,18,3,202,83.00,Defensive
2015-16,Tulsa,13,13,49,10,4,325,59.00,Offense
2015-16,Tulsa,0,13,66,8,1,130,74.00,Defensive
2016-17,Tulsa,13,13,55,10,3,184,65.00,Offense
2016-17,Tulsa,0,13,51,12,3,147,63.00,Defensive
2017-18,Tulsa,12,12,34,7,1,147,41.00,Offense
2017-18,Tulsa,0,12,47,8,nan,138,55.00,Defensive
2013-14,Tulane,13,13,69,19,3,382,88,Offense
2013-14,Tulane,0,13,51,16,1,246,67,Defensive
2014-15,Tulane,12,12,38,17,nan,86,55,Offense
2014-15,Tulane,0,12,55,18,5,231,73,Defensive
2015-16,Tulane,12,12,39,8,nan,100,47,Offense
2015-16,Tulane,0,12,45,10,4,236,55,Defensive
2016-17,Tulane,12,12,28,12,1,216,40,Offense
2016-17,Tulane,0,12,36,8,3,147,44,Defensive
2017-18,Tulane,12,12,43,13,nan,63,56,Offense
2017-18,Tulane,0,12,33,6,1,137,39,Defensive
2013-14,Tulane,13,13,69,19,3,382,88.00,Offense
2013-14,Tulane,0,13,51,16,1,246,67.00,Defensive
2014-15,Tulane,12,12,38,17,nan,86,55.00,Offense
2014-15,Tulane,0,12,55,18,5,231,73.00,Defensive
2015-16,Tulane,12,12,39,8,nan,100,47.00,Offense
2015-16,Tulane,0,12,45,10,4,236,55.00,Defensive
2016-17,Tulane,12,12,28,12,1,216,40.00,Offense
2016-17,Tulane,0,12,36,8,3,147,44.00,Defensive
2017-18,Tulane,12,12,43,13,nan,63,56.00,Offense
2017-18,Tulane,0,12,33,6,1,137,39.00,Defensive
2013-14,Tulane,13,13,69,19,3,382,88,Offense
2013-14,Tulane,0,13,51,16,1,246,67,Defensive
2014-15,Tulane,12,12,38,17,nan,86,55,Offense
2014-15,Tulane,0,12,55,18,5,231,73,Defensive
2015-16,Tulane,12,12,39,8,nan,100,47,Offense
2015-16,Tulane,0,12,45,10,4,236,55,Defensive
2016-17,Tulane,12,12,28,12,1,216,40,Offense
2016-17,Tulane,0,12,36,8,3,147,44,Defensive
2017-18,Tulane,12,12,43,13,nan,63,56,Offense
2017-18,Tulane,0,12,33,6,1,137,39,Defensive
2013-14,Tulane,13,13,69,19,3,382,88.00,Offense
2013-14,Tulane,0,13,51,16,1,246,67.00,Defensive
2014-15,Tulane,12,12,38,17,nan,86,55.00,Offense
2014-15,Tulane,0,12,55,18,5,231,73.00,Defensive
2015-16,Tulane,12,12,39,8,nan,100,47.00,Offense
2015-16,Tulane,0,12,45,10,4,236,55.00,Defensive
2016-17,Tulane,12,12,28,12,1,216,40.00,Offense
2016-17,Tulane,0,12,36,8,3,147,44.00,Defensive
2017-18,Tulane,12,12,43,13,nan,63,56.00,Offense
2017-18,Tulane,0,12,33,6,1,137,39.00,Defensive
2013-14,Troy,12,12,42,6,2,170,48,Offense
2013-14,Troy,0,12,35,9,1,102,44,Defensive
2014-15,Troy,12,12,23,11,1,95,34,Offense
2014-15,Troy,0,12,25,4,nan,26,29,Defensive
2015-16,Troy,12,12,23,6,1,89,29,Offense
2015-16,Troy,0,12,38,11,1,95,49,Defensive
2016-17,Troy,13,13,54,22,nan,239,76,Offense
2016-17,Troy,0,13,38,13,2,197,51,Defensive
2017-18,Troy,12,12,43,15,2,220,58,Offense
2017-18,Troy,0,12,42,6,1,124,48,Defensive
2013-14,Troy,12,12,42,6,2,170,48.00,Offense
2013-14,Troy,0,12,35,9,1,102,44.00,Defensive
2014-15,Troy,12,12,23,11,1,95,34.00,Offense
2014-15,Troy,0,12,25,4,nan,26,29.00,Defensive
2015-16,Troy,12,12,23,6,1,89,29.00,Offense
2015-16,Troy,0,12,38,11,1,95,49.00,Defensive
2016-17,Troy,13,13,54,22,nan,239,76.00,Offense
2016-17,Troy,0,13,38,13,2,197,51.00,Defensive
2017-18,Troy,12,12,43,15,2,220,58.00,Offense
2017-18,Troy,0,12,42,6,1,124,48.00,Defensive
2013-14,Troy,12,12,42,6,2,170,48.00,Offense
2013-14,Troy,0,12,35,9,1,102,44.00,Defensive
2014-15,Troy,12,12,23,11,1,95,34.00,Offense
2014-15,Troy,0,12,25,4,nan,26,29.00,Defensive
2015-16,Troy,12,12,23,6,1,89,29.00,Offense
2015-16,Troy,0,12,38,11,1,95,49.00,Defensive
2016-17,Troy,13,13,54,22,nan,239,76.00,Offense
2016-17,Troy,0,13,38,13,2,197,51.00,Defensive
2017-18,Troy,12,12,43,15,2,220,58.00,Offense
2017-18,Troy,0,12,42,6,1,124,48.00,Defensive
2013-14,Troy,12,12,42,6,2,170,48,Offense
2013-14,Troy,0,12,35,9,1,102,44,Defensive
2014-15,Troy,12,12,23,11,1,95,34,Offense
2014-15,Troy,0,12,25,4,nan,26,29,Defensive
2015-16,Troy,12,12,23,6,1,89,29,Offense
2015-16,Troy,0,12,38,11,1,95,49,Defensive
2016-17,Troy,13,13,54,22,nan,239,76,Offense
2016-17,Troy,0,13,38,13,2,197,51,Defensive
2017-18,Troy,12,12,43,15,2,220,58,Offense
2017-18,Troy,0,12,42,6,1,124,48,Defensive
2013-14,Toledo,12,12,19,8,nan,45,27.00,Offense
2013-14,Toledo,0,12,32,10,1,126,42.00,Defensive
2014-15,Toledo,13,13,51,10,nan,93,61.00,Offense
2014-15,Toledo,0,13,44,9,1,242,53.00,Defensive
2015-16,Toledo,12,12,71,12,1,175,83.00,Offense
2015-16,Toledo,0,12,44,10,nan,92,54.00,Defensive
2016-17,Toledo,13,13,45,6,nan,19,51.00,Offense
2016-17,Toledo,0,13,39,9,1,133,48.00,Defensive
2017-18,Toledo,13,13,43,15,nan,91,58.00,Offense
2017-18,Toledo,0,13,39,6,1,115,45.00,Defensive
2013-14,Toledo,12,12,19,8,nan,45,27,Offense
2013-14,Toledo,0,12,32,10,1,126,42,Defensive
2014-15,Toledo,13,13,51,10,nan,93,61,Offense
2014-15,Toledo,0,13,44,9,1,242,53,Defensive
2015-16,Toledo,12,12,71,12,1,175,83,Offense
2015-16,Toledo,0,12,44,10,nan,92,54,Defensive
2016-17,Toledo,13,13,45,6,nan,19,51,Offense
2016-17,Toledo,0,13,39,9,1,133,48,Defensive
2017-18,Toledo,13,13,43,15,nan,91,58,Offense
2017-18,Toledo,0,13,39,6,1,115,45,Defensive
2013-14,Toledo,12,12,19,8,nan,45,27.00,Offense
2013-14,Toledo,0,12,32,10,1,126,42.00,Defensive
2014-15,Toledo,13,13,51,10,nan,93,61.00,Offense
2014-15,Toledo,0,13,44,9,1,242,53.00,Defensive
2015-16,Toledo,12,12,71,12,1,175,83.00,Offense
2015-16,Toledo,0,12,44,10,nan,92,54.00,Defensive
2016-17,Toledo,13,13,45,6,nan,19,51.00,Offense
2016-17,Toledo,0,13,39,9,1,133,48.00,Defensive
2017-18,Toledo,13,13,43,15,nan,91,58.00,Offense
2017-18,Toledo,0,13,39,6,1,115,45.00,Defensive
2013-14,Toledo,12,12,19,8,nan,45,27,Offense
2013-14,Toledo,0,12,32,10,1,126,42,Defensive
2014-15,Toledo,13,13,51,10,nan,93,61,Offense
2014-15,Toledo,0,13,44,9,1,242,53,Defensive
2015-16,Toledo,12,12,71,12,1,175,83,Offense
2015-16,Toledo,0,12,44,10,nan,92,54,Defensive
2016-17,Toledo,13,13,45,6,nan,19,51,Offense
2016-17,Toledo,0,13,39,9,1,133,48,Defensive
2017-18,Toledo,13,13,43,15,nan,91,58,Offense
2017-18,Toledo,0,13,39,6,1,115,45,Defensive
2013-14,Texas Tech,13,13,60,8,1,178,68.00,Offense
2013-14,Texas Tech,0,13,69,18,1,121,87.00,Defensive
2014-15,Texas Tech,12,12,53,6,nan,42,59.00,Offense
2014-15,Texas Tech,0,12,64,18,nan,149,82.00,Defensive
2015-16,Texas Tech,13,13,53,15,2,168,68.00,Offense
2015-16,Texas Tech,0,13,36,15,1,210,51.00,Defensive
2016-17,Texas Tech,12,12,51,5,nan,15,56.00,Offense
2016-17,Texas Tech,0,12,45,11,2,102,56.00,Defensive
2017-18,Texas Tech,12,12,49,14,2,284,63.00,Offense
2017-18,Texas Tech,0,12,44,10,2,261,54.00,Defensive
2013-14,Texas Tech,13,13,60,8,1,178,68.00,Offense
2013-14,Texas Tech,0,13,69,18,1,121,87.00,Defensive
2014-15,Texas Tech,12,12,53,6,nan,42,59.00,Offense
2014-15,Texas Tech,0,12,64,18,nan,149,82.00,Defensive
2015-16,Texas Tech,13,13,53,15,2,168,68.00,Offense
2015-16,Texas Tech,0,13,36,15,1,210,51.00,Defensive
2016-17,Texas Tech,12,12,51,5,nan,15,56.00,Offense
2016-17,Texas Tech,0,12,45,11,2,102,56.00,Defensive
2017-18,Texas Tech,12,12,49,14,2,284,63.00,Offense
2017-18,Texas Tech,0,12,44,10,2,261,54.00,Defensive
2013-14,Texas St.,12,12,41,11,1,169,52,Offense
2013-14,Texas St.,0,12,37,11,2,220,48,Defensive
2014-15,Texas St.,12,12,28,13,1,225,41,Offense
2014-15,Texas St.,0,12,23,7,2,181,30,Defensive
2015-16,Texas St.,12,12,25,3,nan,73,28,Offense
2015-16,Texas St.,0,12,31,12,2,142,43,Defensive
2016-17,Texas St.,12,12,25,3,1,53,28,Offense
2016-17,Texas St.,0,12,33,17,1,131,50,Defensive
2017-18,Texas St.,12,12,37,nan,nan,nan,37,Offense
2017-18,Texas St.,0,12,46,10,1,160,56,Defensive
2013-14,Texas St.,12,12,41,11,1,169,52.00,Offense
2013-14,Texas St.,0,12,37,11,2,220,48.00,Defensive
2014-15,Texas St.,12,12,28,13,1,225,41.00,Offense
2014-15,Texas St.,0,12,23,7,2,181,30.00,Defensive
2015-16,Texas St.,12,12,25,3,nan,73,28.00,Offense
2015-16,Texas St.,0,12,31,12,2,142,43.00,Defensive
2016-17,Texas St.,12,12,25,3,1,53,28.00,Offense
2016-17,Texas St.,0,12,33,17,1,131,50.00,Defensive
2017-18,Texas St.,12,12,37,nan,nan,nan,37.00,Offense
2017-18,Texas St.,0,12,46,10,1,160,56.00,Defensive
2013-14,UNLV,13,13,55,11,nan,87,66,Offense
2013-14,UNLV,0,13,45,10,3,217,55,Defensive
2014-15,UNLV,13,13,31,7,nan,72,38,Offense
2014-15,UNLV,0,13,66,22,1,225,88,Defensive
2015-16,UNLV,12,12,45,13,2,301,58,Offense
2015-16,UNLV,0,12,48,13,1,157,61,Defensive
2016-17,UNLV,12,12,60,5,1,102,65,Offense
2016-17,UNLV,0,12,40,10,1,127,50,Defensive
2017-18,UNLV,12,12,26,7,1,106,33,Offense
2017-18,UNLV,0,12,37,9,nan,114,46,Defensive
2013-14,UConn,12,12,45,13,1,124,58,Offense
2013-14,UConn,0,12,43,18,4,322,61,Defensive
2014-15,UConn,12,12,33,8,1,174,41,Offense
2014-15,UConn,0,12,25,12,3,279,37,Defensive
2015-16,UConn,13,13,31,18,1,185,49,Offense
2015-16,UConn,0,13,37,10,1,106,47,Defensive
2016-17,UConn,12,12,34,7,nan,6,41,Offense
2016-17,UConn,0,12,40,11,2,148,51,Defensive
2017-18,UConn,12,12,34,6,1,40,40,Offense
2017-18,UConn,0,12,35,11,1,176,46,Defensive
2013-14,UConn,12,12,45,13,1,124,58,Offense
2013-14,UConn,0,12,43,18,4,322,61,Defensive
2014-15,UConn,12,12,33,8,1,174,41,Offense
2014-15,UConn,0,12,25,12,3,279,37,Defensive
2015-16,UConn,13,13,31,18,1,185,49,Offense
2015-16,UConn,0,13,37,10,1,106,47,Defensive
2016-17,UConn,12,12,34,7,nan,6,41,Offense
2016-17,UConn,0,12,40,11,2,148,51,Defensive
2017-18,UConn,12,12,34,6,1,40,40,Offense
2017-18,UConn,0,12,35,11,1,176,46,Defensive
2013-14,UConn,12,12,45,13,1,124,58.00,Offense
2013-14,UConn,0,12,43,18,4,322,61.00,Defensive
2014-15,UConn,12,12,33,8,1,174,41.00,Offense
2014-15,UConn,0,12,25,12,3,279,37.00,Defensive
2015-16,UConn,13,13,31,18,1,185,49.00,Offense
2015-16,UConn,0,13,37,10,1,106,47.00,Defensive
2016-17,UConn,12,12,34,7,nan,6,41.00,Offense
2016-17,UConn,0,12,40,11,2,148,51.00,Defensive
2017-18,UConn,12,12,34,6,1,40,40.00,Offense
2017-18,UConn,0,12,35,11,1,176,46.00,Defensive
2013-14,UConn,12,12,45,13,1,124,58.00,Offense
2013-14,UConn,0,12,43,18,4,322,61.00,Defensive
2014-15,UConn,12,12,33,8,1,174,41.00,Offense
2014-15,UConn,0,12,25,12,3,279,37.00,Defensive
2015-16,UConn,13,13,31,18,1,185,49.00,Offense
2015-16,UConn,0,13,37,10,1,106,47.00,Defensive
2016-17,UConn,12,12,34,7,nan,6,41.00,Offense
2016-17,UConn,0,12,40,11,2,148,51.00,Defensive
2017-18,UConn,12,12,34,6,1,40,40.00,Offense
2017-18,UConn,0,12,35,11,1,176,46.00,Defensive
2013-14,UCLA,13,13,38,14,1,230,52.00,Offense
2013-14,UCLA,0,13,24,9,2,164,33.00,Defensive
2014-15,UCLA,13,13,45,11,3,231,56.00,Offense
2014-15,UCLA,0,13,38,6,3,131,44.00,Defensive
2015-16,UCLA,13,13,67,12,2,156,79.00,Offense
2015-16,UCLA,0,13,68,13,1,156,81.00,Defensive
2016-17,UCLA,12,12,62,15,1,205,77.00,Offense
2016-17,UCLA,0,12,66,16,nan,188,82.00,Defensive
2017-18,UCLA,12,12,38,7,2,82,45.00,Offense
2017-18,UCLA,0,12,58,10,2,212,68.00,Defensive
2013-14,UCLA,13,13,38,14,1,230,52.00,Offense
2013-14,UCLA,0,13,24,9,2,164,33.00,Defensive
2014-15,UCLA,13,13,45,11,3,231,56.00,Offense
2014-15,UCLA,0,13,38,6,3,131,44.00,Defensive
2015-16,UCLA,13,13,67,12,2,156,79.00,Offense
2015-16,UCLA,0,13,68,13,1,156,81.00,Defensive
2016-17,UCLA,12,12,62,15,1,205,77.00,Offense
2016-17,UCLA,0,12,66,16,nan,188,82.00,Defensive
2017-18,UCLA,12,12,38,7,2,82,45.00,Offense
2017-18,UCLA,0,12,58,10,2,212,68.00,Defensive
2013-14,UCLA,13,13,38,14,1,230,52,Offense
2013-14,UCLA,0,13,24,9,2,164,33,Defensive
2014-15,UCLA,13,13,45,11,3,231,56,Offense
2014-15,UCLA,0,13,38,6,3,131,44,Defensive
2015-16,UCLA,13,13,67,12,2,156,79,Offense
2015-16,UCLA,0,13,68,13,1,156,81,Defensive
2016-17,UCLA,12,12,62,15,1,205,77,Offense
2016-17,UCLA,0,12,66,16,nan,188,82,Defensive
2017-18,UCLA,12,12,38,7,2,82,45,Offense
2017-18,UCLA,0,12,58,10,2,212,68,Defensive
2013-14,UCLA,13,13,38,14,1,230,52,Offense
2013-14,UCLA,0,13,24,9,2,164,33,Defensive
2014-15,UCLA,13,13,45,11,3,231,56,Offense
2014-15,UCLA,0,13,38,6,3,131,44,Defensive
2015-16,UCLA,13,13,67,12,2,156,79,Offense
2015-16,UCLA,0,13,68,13,1,156,81,Defensive
2016-17,UCLA,12,12,62,15,1,205,77,Offense
2016-17,UCLA,0,12,66,16,nan,188,82,Defensive
2017-18,UCLA,12,12,38,7,2,82,45,Offense
2017-18,UCLA,0,12,58,10,2,212,68,Defensive
2013-14,UAB,12,12,23,7,nan,43,30,Offense
2013-14,UAB,0,12,48,9,2,111,57,Defensive
2014-15,UAB,12,12,49,9,2,99,58,Offense
2014-15,UAB,0,12,31,12,4,287,43,Defensive
2017-18,UAB,12,12,46,14,3,244,60,Offense
2017-18,UAB,0,12,25,5,nan,68,30,Defensive
2013-14,UCF,13,13,63,14,nan,112,77,Offense
2013-14,UCF,0,13,33,11,nan,68,44,Defensive
2014-15,UCF,13,13,58,18,nan,115,76,Offense
2014-15,UCF,0,13,50,15,nan,180,65,Defensive
2015-16,UCF,12,12,36,4,1,132,40,Offense
2015-16,UCF,0,12,60,23,1,290,83,Defensive
2016-17,UCF,12,12,62,15,4,295,77,Offense
2016-17,UCF,0,12,39,9,nan,81,48,Defensive
2017-18,UCF,12,12,48,18,2,258,66,Offense
2017-18,UCF,0,12,29,9,1,126,38,Defensive
2013-14,UCF,13,13,63,14,nan,112,77,Offense
2013-14,UCF,0,13,33,11,nan,68,44,Defensive
2014-15,UCF,13,13,58,18,nan,115,76,Offense
2014-15,UCF,0,13,50,15,nan,180,65,Defensive
2015-16,UCF,12,12,36,4,1,132,40,Offense
2015-16,UCF,0,12,60,23,1,290,83,Defensive
2016-17,UCF,12,12,62,15,4,295,77,Offense
2016-17,UCF,0,12,39,9,nan,81,48,Defensive
2017-18,UCF,12,12,48,18,2,258,66,Offense
2017-18,UCF,0,12,29,9,1,126,38,Defensive
2013-14,UCF,13,13,63,14,nan,112,77.00,Offense
2013-14,UCF,0,13,33,11,nan,68,44.00,Defensive
2014-15,UCF,13,13,58,18,nan,115,76.00,Offense
2014-15,UCF,0,13,50,15,nan,180,65.00,Defensive
2015-16,UCF,12,12,36,4,1,132,40.00,Offense
2015-16,UCF,0,12,60,23,1,290,83.00,Defensive
2016-17,UCF,12,12,62,15,4,295,77.00,Offense
2016-17,UCF,0,12,39,9,nan,81,48.00,Defensive
2017-18,UCF,12,12,48,18,2,258,66.00,Offense
2017-18,UCF,0,12,29,9,1,126,38.00,Defensive
2013-14,UCF,13,13,63,14,nan,112,77.00,Offense
2013-14,UCF,0,13,33,11,nan,68,44.00,Defensive
2014-15,UCF,13,13,58,18,nan,115,76.00,Offense
2014-15,UCF,0,13,50,15,nan,180,65.00,Defensive
2015-16,UCF,12,12,36,4,1,132,40.00,Offense
2015-16,UCF,0,12,60,23,1,290,83.00,Defensive
2016-17,UCF,12,12,62,15,4,295,77.00,Offense
2016-17,UCF,0,12,39,9,nan,81,48.00,Defensive
2017-18,UCF,12,12,48,18,2,258,66.00,Offense
2017-18,UCF,0,12,29,9,1,126,38.00,Defensive
2013-14,Tulsa,12,12,63,15,nan,169,78.00,Offense
2013-14,Tulsa,0,12,69,19,2,378,88.00,Defensive
2014-15,Tulsa,12,12,32,8,1,116,40.00,Offense
2014-15,Tulsa,0,12,65,18,3,202,83.00,Defensive
2015-16,Tulsa,13,13,49,10,4,325,59.00,Offense
2015-16,Tulsa,0,13,66,8,1,130,74.00,Defensive
2016-17,Tulsa,13,13,55,10,3,184,65.00,Offense
2016-17,Tulsa,0,13,51,12,3,147,63.00,Defensive
2017-18,Tulsa,12,12,34,7,1,147,41.00,Offense
2017-18,Tulsa,0,12,47,8,nan,138,55.00,Defensive
2013-14,Tulsa,12,12,63,15,nan,169,78,Offense
2013-14,Tulsa,0,12,69,19,2,378,88,Defensive
2014-15,Tulsa,12,12,32,8,1,116,40,Offense
2014-15,Tulsa,0,12,65,18,3,202,83,Defensive
2015-16,Tulsa,13,13,49,10,4,325,59,Offense
2015-16,Tulsa,0,13,66,8,1,130,74,Defensive
2016-17,Tulsa,13,13,55,10,3,184,65,Offense
2016-17,Tulsa,0,13,51,12,3,147,63,Defensive
2017-18,Tulsa,12,12,34,7,1,147,41,Offense
2017-18,Tulsa,0,12,47,8,nan,138,55,Defensive
2013-14,Tulsa,12,12,63,15,nan,169,78,Offense
2013-14,Tulsa,0,12,69,19,2,378,88,Defensive
2014-15,Tulsa,12,12,32,8,1,116,40,Offense
2014-15,Tulsa,0,12,65,18,3,202,83,Defensive
2015-16,Tulsa,13,13,49,10,4,325,59,Offense
2015-16,Tulsa,0,13,66,8,1,130,74,Defensive
2016-17,Tulsa,13,13,55,10,3,184,65,Offense
2016-17,Tulsa,0,13,51,12,3,147,63,Defensive
2017-18,Tulsa,12,12,34,7,1,147,41,Offense
2017-18,Tulsa,0,12,47,8,nan,138,55,Defensive
2013-14,Utah,12,12,52,3,1,22,55.00,Offense
2013-14,Utah,0,12,47,21,4,283,68.00,Defensive
2014-15,Utah,13,13,53,12,3,172,65.00,Offense
2014-15,Utah,0,13,37,8,2,77,45.00,Defensive
2015-16,Utah,13,13,66,22,3,338,88.00,Offense
2015-16,Utah,0,13,28,11,1,233,39.00,Defensive
2016-17,Utah,13,13,53,18,2,150,71.00,Offense
2016-17,Utah,0,13,63,8,nan,71,71.00,Defensive
2017-18,Utah,12,12,44,12,1,102,56.00,Offense
2017-18,Utah,0,12,35,14,1,91,49.00,Defensive
2013-14,Utah,12,12,52,3,1,22,55.00,Offense
2013-14,Utah,0,12,47,21,4,283,68.00,Defensive
2014-15,Utah,13,13,53,12,3,172,65.00,Offense
2014-15,Utah,0,13,37,8,2,77,45.00,Defensive
2015-16,Utah,13,13,66,22,3,338,88.00,Offense
2015-16,Utah,0,13,28,11,1,233,39.00,Defensive
2016-17,Utah,13,13,53,18,2,150,71.00,Offense
2016-17,Utah,0,13,63,8,nan,71,71.00,Defensive
2017-18,Utah,12,12,44,12,1,102,56.00,Offense
2017-18,Utah,0,12,35,14,1,91,49.00,Defensive
2013-14,Utah St.,14,14,57,17,2,241,74,Offense
2013-14,Utah St.,0,14,57,10,1,73,67,Defensive
2014-15,Utah St.,14,14,63,19,2,298,82,Offense
2014-15,Utah St.,0,14,46,11,1,215,57,Defensive
2015-16,Utah St.,13,13,36,10,1,177,46,Offense
