Year,Team,GP,G,FF,FRet,FRetTD,FRetYds,OffenseDefense
2013-14,Southern Miss.,12,12,11,1,nan,18,Offense
2013-14,Southern Miss.,0,12,16,1,1,44,Defensive
2014-15,Southern Miss.,12,12,10,2,1,32,Offense
2014-15,Southern Miss.,0,12,20,4,2,79,Defensive
2015-16,Southern Miss.,14,14,15,3,nan,34,Offense
2015-16,Southern Miss.,0,14,14,5,2,84,Defensive
2016-17,Southern Miss.,13,13,10,1,nan,7,Offense
2016-17,Southern Miss.,0,13,22,6,2,112,Defensive
2017-18,Southern Miss.,12,12,9,1,1,3,Offense
2017-18,Southern Miss.,0,12,12,2,1,23,Defensive
2013-14,Southern Miss.,12,12,11,1,nan,18,Offense
2013-14,Southern Miss.,0,12,16,1,1,44,Defensive
2014-15,Southern Miss.,12,12,10,2,1,32,Offense
2014-15,Southern Miss.,0,12,20,4,2,79,Defensive
2015-16,Southern Miss.,14,14,15,3,nan,34,Offense
2015-16,Southern Miss.,0,14,14,5,2,84,Defensive
2016-17,Southern Miss.,13,13,10,1,nan,7,Offense
2016-17,Southern Miss.,0,13,22,6,2,112,Defensive
2017-18,Southern Miss.,12,12,9,1,1,3,Offense
2017-18,Southern Miss.,0,12,12,2,1,23,Defensive
2013-14,Southern Miss.,12,12,11,1,nan,18,Offense
2013-14,Southern Miss.,0,12,16,1,1,44,Defensive
2014-15,Southern Miss.,12,12,10,2,1,32,Offense
2014-15,Southern Miss.,0,12,20,4,2,79,Defensive
2015-16,Southern Miss.,14,14,15,3,nan,34,Offense
2015-16,Southern Miss.,0,14,14,5,2,84,Defensive
2016-17,Southern Miss.,13,13,10,1,nan,7,Offense
2016-17,Southern Miss.,0,13,22,6,2,112,Defensive
2017-18,Southern Miss.,12,12,9,1,1,3,Offense
2017-18,Southern Miss.,0,12,12,2,1,23,Defensive
2013-14,Texas St.,12,12,5,1,1,44,Offense
2013-14,Texas St.,0,12,10,1,1,9,Defensive
2014-15,Texas St.,12,12,8,1,nan,nan,Offense
2014-15,Texas St.,0,12,6,1,1,41,Defensive
2015-16,Texas St.,12,12,9,nan,1,nan,Offense
2015-16,Texas St.,0,12,8,4,nan,29,Defensive
2016-17,Texas St.,12,12,11,1,1,50,Offense
2016-17,Texas St.,0,12,14,1,nan,5,Defensive
2017-18,Texas St.,12,12,12,2,nan,60,Offense
2017-18,Texas St.,0,12,17,8,3,149,Defensive
2013-14,Texas St.,12,12,5,1,1,44,Offense
2013-14,Texas St.,0,12,10,1,1,9,Defensive
2014-15,Texas St.,12,12,8,1,nan,nan,Offense
2014-15,Texas St.,0,12,6,1,1,41,Defensive
2015-16,Texas St.,12,12,9,nan,1,nan,Offense
2015-16,Texas St.,0,12,8,4,nan,29,Defensive
2016-17,Texas St.,12,12,11,1,1,50,Offense
2016-17,Texas St.,0,12,14,1,nan,5,Defensive
2017-18,Texas St.,12,12,12,2,nan,60,Offense
2017-18,Texas St.,0,12,17,8,3,149,Defensive
2013-14,Texas,13,13,12,1,1,40,Offense
2013-14,Texas,0,13,11,nan,nan,nan,Defensive
2014-15,Texas,13,13,9,2,nan,7,Offense
2014-15,Texas,0,13,12,3,6,98,Defensive
2015-16,Texas,12,12,14,4,2,59,Offense
2015-16,Texas,0,12,8,2,1,45,Defensive
2016-17,Texas,12,12,15,1,nan,4,Offense
2016-17,Texas,0,12,13,3,1,130,Defensive
2017-18,Texas,12,12,10,1,1,13,Offense
2017-18,Texas,0,12,9,1,1,-2,Defensive
2013-14,Texas,13,13,12,1,1,40,Offense
2013-14,Texas,0,13,11,nan,nan,nan,Defensive
2014-15,Texas,13,13,9,2,nan,7,Offense
2014-15,Texas,0,13,12,3,6,98,Defensive
2015-16,Texas,12,12,14,4,2,59,Offense
2015-16,Texas,0,12,8,2,1,45,Defensive
2016-17,Texas,12,12,15,1,nan,4,Offense
2016-17,Texas,0,12,13,3,1,130,Defensive
2017-18,Texas,12,12,10,1,1,13,Offense
2017-18,Texas,0,12,9,1,1,-2,Defensive
2013-14,Texas,13,13,12,1,1,40,Offense
2013-14,Texas,0,13,11,nan,nan,nan,Defensive
2014-15,Texas,13,13,9,2,nan,7,Offense
2014-15,Texas,0,13,12,3,6,98,Defensive
2015-16,Texas,12,12,14,4,2,59,Offense
2015-16,Texas,0,12,8,2,1,45,Defensive
2016-17,Texas,12,12,15,1,nan,4,Offense
2016-17,Texas,0,12,13,3,1,130,Defensive
2017-18,Texas,12,12,10,1,1,13,Offense
2017-18,Texas,0,12,9,1,1,-2,Defensive
2013-14,Texas,13,13,12,1,1,40,Offense
2013-14,Texas,0,13,11,nan,nan,nan,Defensive
2014-15,Texas,13,13,9,2,nan,7,Offense
2014-15,Texas,0,13,12,3,6,98,Defensive
2015-16,Texas,12,12,14,4,2,59,Offense
2015-16,Texas,0,12,8,2,1,45,Defensive
2016-17,Texas,12,12,15,1,nan,4,Offense
2016-17,Texas,0,12,13,3,1,130,Defensive
2017-18,Texas,12,12,10,1,1,13,Offense
2017-18,Texas,0,12,9,1,1,-2,Defensive
2013-14,Texas A&M,13,13,8,1,1,12,Offense
2013-14,Texas A&M,0,13,12,nan,nan,nan,Defensive
2014-15,Texas A&M,13,13,7,nan,1,nan,Offense
2014-15,Texas A&M,0,13,8,1,1,21,Defensive
2015-16,Texas A&M,13,13,18,nan,nan,nan,Offense
2015-16,Texas A&M,0,13,11,4,1,38,Defensive
2016-17,Texas A&M,13,13,15,nan,nan,nan,Offense
2016-17,Texas A&M,0,13,13,3,1,54,Defensive
2017-18,Texas A&M,12,12,15,2,nan,22,Offense
2017-18,Texas A&M,0,12,6,1,nan,33,Defensive
2013-14,Texas A&M,13,13,8,1,1,12,Offense
2013-14,Texas A&M,0,13,12,nan,nan,nan,Defensive
2014-15,Texas A&M,13,13,7,nan,1,nan,Offense
2014-15,Texas A&M,0,13,8,1,1,21,Defensive
2015-16,Texas A&M,13,13,18,nan,nan,nan,Offense
2015-16,Texas A&M,0,13,11,4,1,38,Defensive
2016-17,Texas A&M,13,13,15,nan,nan,nan,Offense
2016-17,Texas A&M,0,13,13,3,1,54,Defensive
2017-18,Texas A&M,12,12,15,2,nan,22,Offense
2017-18,Texas A&M,0,12,6,1,nan,33,Defensive
2013-14,Texas A&M,13,13,8,1,1,12,Offense
2013-14,Texas A&M,0,13,12,nan,nan,nan,Defensive
2014-15,Texas A&M,13,13,7,nan,1,nan,Offense
2014-15,Texas A&M,0,13,8,1,1,21,Defensive
2015-16,Texas A&M,13,13,18,nan,nan,nan,Offense
2015-16,Texas A&M,0,13,11,4,1,38,Defensive
2016-17,Texas A&M,13,13,15,nan,nan,nan,Offense
2016-17,Texas A&M,0,13,13,3,1,54,Defensive
2017-18,Texas A&M,12,12,15,2,nan,22,Offense
2017-18,Texas A&M,0,12,6,1,nan,33,Defensive
2013-14,Texas A&M,13,13,8,1,1,12,Offense
2013-14,Texas A&M,0,13,12,nan,nan,nan,Defensive
2014-15,Texas A&M,13,13,7,nan,1,nan,Offense
2014-15,Texas A&M,0,13,8,1,1,21,Defensive
2015-16,Texas A&M,13,13,18,nan,nan,nan,Offense
2015-16,Texas A&M,0,13,11,4,1,38,Defensive
2016-17,Texas A&M,13,13,15,nan,nan,nan,Offense
2016-17,Texas A&M,0,13,13,3,1,54,Defensive
2017-18,Texas A&M,12,12,15,2,nan,22,Offense
2017-18,Texas A&M,0,12,6,1,nan,33,Defensive
2013-14,Tennessee,12,12,8,2,nan,23,Offense
2013-14,Tennessee,0,12,11,nan,nan,nan,Defensive
2014-15,Tennessee,13,13,7,nan,nan,nan,Offense
2014-15,Tennessee,0,13,10,1,1,16,Defensive
2015-16,Tennessee,13,13,12,nan,nan,nan,Offense
2015-16,Tennessee,0,13,16,3,2,182,Defensive
2016-17,Tennessee,13,13,9,nan,1,nan,Offense
2016-17,Tennessee,0,13,16,1,nan,3,Defensive
2017-18,Tennessee,12,12,15,nan,nan,nan,Offense
2017-18,Tennessee,0,12,8,nan,nan,nan,Defensive
2013-14,Tennessee,12,12,8,2,nan,23,Offense
2013-14,Tennessee,0,12,11,nan,nan,nan,Defensive
2014-15,Tennessee,13,13,7,nan,nan,nan,Offense
2014-15,Tennessee,0,13,10,1,1,16,Defensive
2015-16,Tennessee,13,13,12,nan,nan,nan,Offense
2015-16,Tennessee,0,13,16,3,2,182,Defensive
2016-17,Tennessee,13,13,9,nan,1,nan,Offense
2016-17,Tennessee,0,13,16,1,nan,3,Defensive
2017-18,Tennessee,12,12,15,nan,nan,nan,Offense
2017-18,Tennessee,0,12,8,nan,nan,nan,Defensive
2013-14,Tennessee,12,12,8,2,nan,23,Offense
2013-14,Tennessee,0,12,11,nan,nan,nan,Defensive
2014-15,Tennessee,13,13,7,nan,nan,nan,Offense
2014-15,Tennessee,0,13,10,1,1,16,Defensive
2015-16,Tennessee,13,13,12,nan,nan,nan,Offense
2015-16,Tennessee,0,13,16,3,2,182,Defensive
2016-17,Tennessee,13,13,9,nan,1,nan,Offense
2016-17,Tennessee,0,13,16,1,nan,3,Defensive
2017-18,Tennessee,12,12,15,nan,nan,nan,Offense
2017-18,Tennessee,0,12,8,nan,nan,nan,Defensive
2013-14,Tennessee,12,12,8,2,nan,23,Offense
2013-14,Tennessee,0,12,11,nan,nan,nan,Defensive
2014-15,Tennessee,13,13,7,nan,nan,nan,Offense
2014-15,Tennessee,0,13,10,1,1,16,Defensive
2015-16,Tennessee,13,13,12,nan,nan,nan,Offense
2015-16,Tennessee,0,13,16,3,2,182,Defensive
2016-17,Tennessee,13,13,9,nan,1,nan,Offense
2016-17,Tennessee,0,13,16,1,nan,3,Defensive
2017-18,Tennessee,12,12,15,nan,nan,nan,Offense
2017-18,Tennessee,0,12,8,nan,nan,nan,Defensive
2013-14,Temple,12,12,9,1,1,19,Offense
2013-14,Temple,0,12,11,nan,nan,nan,Defensive
2014-15,Temple,12,12,19,3,4,129,Offense
2014-15,Temple,0,12,10,2,1,10,Defensive
2015-16,Temple,14,14,11,1,nan,7,Offense
2015-16,Temple,0,14,13,1,nan,3,Defensive
2016-17,Temple,14,14,22,3,1,35,Offense
2016-17,Temple,0,14,10,nan,nan,nan,Defensive
2017-18,Temple,12,12,13,2,1,50,Offense
2017-18,Temple,0,12,9,4,nan,50,Defensive
2013-14,Temple,12,12,9,1,1,19,Offense
2013-14,Temple,0,12,11,nan,nan,nan,Defensive
2014-15,Temple,12,12,19,3,4,129,Offense
2014-15,Temple,0,12,10,2,1,10,Defensive
2015-16,Temple,14,14,11,1,nan,7,Offense
2015-16,Temple,0,14,13,1,nan,3,Defensive
2016-17,Temple,14,14,22,3,1,35,Offense
2016-17,Temple,0,14,10,nan,nan,nan,Defensive
2017-18,Temple,12,12,13,2,1,50,Offense
2017-18,Temple,0,12,9,4,nan,50,Defensive
2013-14,Temple,12,12,9,1,1,19,Offense
2013-14,Temple,0,12,11,nan,nan,nan,Defensive
2014-15,Temple,12,12,19,3,4,129,Offense
2014-15,Temple,0,12,10,2,1,10,Defensive
2015-16,Temple,14,14,11,1,nan,7,Offense
2015-16,Temple,0,14,13,1,nan,3,Defensive
2016-17,Temple,14,14,22,3,1,35,Offense
2016-17,Temple,0,14,10,nan,nan,nan,Defensive
2017-18,Temple,12,12,13,2,1,50,Offense
2017-18,Temple,0,12,9,4,nan,50,Defensive
2013-14,Tulsa,12,12,9,3,2,175,Offense
2013-14,Tulsa,0,12,10,2,1,13,Defensive
2014-15,Tulsa,12,12,12,2,1,26,Offense
2014-15,Tulsa,0,12,6,2,nan,8,Defensive
2015-16,Tulsa,13,13,14,nan,nan,nan,Offense
2015-16,Tulsa,0,13,13,2,nan,21,Defensive
2016-17,Tulsa,13,13,12,1,1,44,Offense
2016-17,Tulsa,0,13,9,3,1,37,Defensive
2017-18,Tulsa,12,12,8,3,2,32,Offense
2017-18,Tulsa,0,12,4,1,1,82,Defensive
2013-14,Tulane,13,13,16,6,2,116,Offense
2013-14,Tulane,0,13,11,1,nan,16,Defensive
2014-15,Tulane,12,12,12,3,nan,18,Offense
2014-15,Tulane,0,12,7,nan,2,nan,Defensive
2015-16,Tulane,12,12,8,3,1,92,Offense
2015-16,Tulane,0,12,4,nan,1,nan,Defensive
2016-17,Tulane,12,12,12,1,nan,34,Offense
2016-17,Tulane,0,12,8,1,2,30,Defensive
2017-18,Tulane,12,12,7,1,1,52,Offense
2017-18,Tulane,0,12,7,1,1,5,Defensive
2013-14,Tulane,13,13,16,6,2,116,Offense
2013-14,Tulane,0,13,11,1,nan,16,Defensive
2014-15,Tulane,12,12,12,3,nan,18,Offense
2014-15,Tulane,0,12,7,nan,2,nan,Defensive
2015-16,Tulane,12,12,8,3,1,92,Offense
2015-16,Tulane,0,12,4,nan,1,nan,Defensive
2016-17,Tulane,12,12,12,1,nan,34,Offense
2016-17,Tulane,0,12,8,1,2,30,Defensive
2017-18,Tulane,12,12,7,1,1,52,Offense
2017-18,Tulane,0,12,7,1,1,5,Defensive
2013-14,Tulane,13,13,16,6,2,116,Offense
2013-14,Tulane,0,13,11,1,nan,16,Defensive
2014-15,Tulane,12,12,12,3,nan,18,Offense
2014-15,Tulane,0,12,7,nan,2,nan,Defensive
2015-16,Tulane,12,12,8,3,1,92,Offense
2015-16,Tulane,0,12,4,nan,1,nan,Defensive
2016-17,Tulane,12,12,12,1,nan,34,Offense
2016-17,Tulane,0,12,8,1,2,30,Defensive
2017-18,Tulane,12,12,7,1,1,52,Offense
2017-18,Tulane,0,12,7,1,1,5,Defensive
2013-14,Tulane,13,13,16,6,2,116,Offense
2013-14,Tulane,0,13,11,1,nan,16,Defensive
2014-15,Tulane,12,12,12,3,nan,18,Offense
2014-15,Tulane,0,12,7,nan,2,nan,Defensive
2015-16,Tulane,12,12,8,3,1,92,Offense
2015-16,Tulane,0,12,4,nan,1,nan,Defensive
2016-17,Tulane,12,12,12,1,nan,34,Offense
2016-17,Tulane,0,12,8,1,2,30,Defensive
2017-18,Tulane,12,12,7,1,1,52,Offense
2017-18,Tulane,0,12,7,1,1,5,Defensive
2013-14,Troy,12,12,18,1,nan,16,Offense
2013-14,Troy,0,12,14,2,nan,33,Defensive
2014-15,Troy,12,12,8,1,nan,-1,Offense
2014-15,Troy,0,12,14,3,1,38,Defensive
2015-16,Troy,12,12,10,4,4,96,Offense
2015-16,Troy,0,12,11,1,2,61,Defensive
2016-17,Troy,13,13,10,1,nan,6,Offense
2016-17,Troy,0,13,10,1,1,28,Defensive
2017-18,Troy,12,12,6,1,nan,12,Offense
2017-18,Troy,0,12,10,nan,nan,nan,Defensive
2013-14,Troy,12,12,18,1,nan,16,Offense
2013-14,Troy,0,12,14,2,nan,33,Defensive
2014-15,Troy,12,12,8,1,nan,-1,Offense
2014-15,Troy,0,12,14,3,1,38,Defensive
2015-16,Troy,12,12,10,4,4,96,Offense
2015-16,Troy,0,12,11,1,2,61,Defensive
2016-17,Troy,13,13,10,1,nan,6,Offense
2016-17,Troy,0,13,10,1,1,28,Defensive
2017-18,Troy,12,12,6,1,nan,12,Offense
2017-18,Troy,0,12,10,nan,nan,nan,Defensive
2013-14,Troy,12,12,18,1,nan,16,Offense
2013-14,Troy,0,12,14,2,nan,33,Defensive
2014-15,Troy,12,12,8,1,nan,-1,Offense
2014-15,Troy,0,12,14,3,1,38,Defensive
2015-16,Troy,12,12,10,4,4,96,Offense
2015-16,Troy,0,12,11,1,2,61,Defensive
2016-17,Troy,13,13,10,1,nan,6,Offense
2016-17,Troy,0,13,10,1,1,28,Defensive
2017-18,Troy,12,12,6,1,nan,12,Offense
2017-18,Troy,0,12,10,nan,nan,nan,Defensive
2013-14,Troy,12,12,18,1,nan,16,Offense
2013-14,Troy,0,12,14,2,nan,33,Defensive
2014-15,Troy,12,12,8,1,nan,-1,Offense
2014-15,Troy,0,12,14,3,1,38,Defensive
2015-16,Troy,12,12,10,4,4,96,Offense
2015-16,Troy,0,12,11,1,2,61,Defensive
2016-17,Troy,13,13,10,1,nan,6,Offense
2016-17,Troy,0,13,10,1,1,28,Defensive
2017-18,Troy,12,12,6,1,nan,12,Offense
2017-18,Troy,0,12,10,nan,nan,nan,Defensive
2013-14,Toledo,12,12,21,5,4,130,Offense
2013-14,Toledo,0,12,7,1,nan,6,Defensive
2014-15,Toledo,13,13,6,1,2,67,Offense
2014-15,Toledo,0,13,10,1,nan,5,Defensive
2015-16,Toledo,12,12,18,2,1,45,Offense
2015-16,Toledo,0,12,7,nan,1,nan,Defensive
2016-17,Toledo,13,13,6,nan,nan,nan,Offense
2016-17,Toledo,0,13,5,1,nan,6,Defensive
2017-18,Toledo,13,13,6,nan,nan,nan,Offense
2017-18,Toledo,0,13,9,2,nan,41,Defensive
2013-14,Toledo,12,12,21,5,4,130,Offense
2013-14,Toledo,0,12,7,1,nan,6,Defensive
2014-15,Toledo,13,13,6,1,2,67,Offense
2014-15,Toledo,0,13,10,1,nan,5,Defensive
2015-16,Toledo,12,12,18,2,1,45,Offense
2015-16,Toledo,0,12,7,nan,1,nan,Defensive
2016-17,Toledo,13,13,6,nan,nan,nan,Offense
2016-17,Toledo,0,13,5,1,nan,6,Defensive
2017-18,Toledo,13,13,6,nan,nan,nan,Offense
2017-18,Toledo,0,13,9,2,nan,41,Defensive
2013-14,Toledo,12,12,21,5,4,130,Offense
2013-14,Toledo,0,12,7,1,nan,6,Defensive
2014-15,Toledo,13,13,6,1,2,67,Offense
2014-15,Toledo,0,13,10,1,nan,5,Defensive
2015-16,Toledo,12,12,18,2,1,45,Offense
2015-16,Toledo,0,12,7,nan,1,nan,Defensive
2016-17,Toledo,13,13,6,nan,nan,nan,Offense
2016-17,Toledo,0,13,5,1,nan,6,Defensive
2017-18,Toledo,13,13,6,nan,nan,nan,Offense
2017-18,Toledo,0,13,9,2,nan,41,Defensive
2013-14,Toledo,12,12,21,5,4,130,Offense
2013-14,Toledo,0,12,7,1,nan,6,Defensive
2014-15,Toledo,13,13,6,1,2,67,Offense
2014-15,Toledo,0,13,10,1,nan,5,Defensive
2015-16,Toledo,12,12,18,2,1,45,Offense
2015-16,Toledo,0,12,7,nan,1,nan,Defensive
2016-17,Toledo,13,13,6,nan,nan,nan,Offense
2016-17,Toledo,0,13,5,1,nan,6,Defensive
2017-18,Toledo,13,13,6,nan,nan,nan,Offense
2017-18,Toledo,0,13,9,2,nan,41,Defensive
2013-14,Texas Tech,13,13,15,3,1,33,Offense
2013-14,Texas Tech,0,13,19,1,nan,nan,Defensive
2014-15,Texas Tech,12,12,11,1,1,nan,Offense
2014-15,Texas Tech,0,12,13,2,nan,6,Defensive
2015-16,Texas Tech,13,13,13,4,nan,78,Offense
2015-16,Texas Tech,0,13,11,2,nan,58,Defensive
2016-17,Texas Tech,12,12,9,4,1,157,Offense
2016-17,Texas Tech,0,12,8,nan,nan,nan,Defensive
2017-18,Texas Tech,12,12,14,4,2,49,Offense
2017-18,Texas Tech,0,12,8,nan,1,nan,Defensive
2013-14,Texas Tech,13,13,15,3,1,33,Offense
2013-14,Texas Tech,0,13,19,1,nan,nan,Defensive
2014-15,Texas Tech,12,12,11,1,1,nan,Offense
2014-15,Texas Tech,0,12,13,2,nan,6,Defensive
2015-16,Texas Tech,13,13,13,4,nan,78,Offense
2015-16,Texas Tech,0,13,11,2,nan,58,Defensive
2016-17,Texas Tech,12,12,9,4,1,157,Offense
2016-17,Texas Tech,0,12,8,nan,nan,nan,Defensive
2017-18,Texas Tech,12,12,14,4,2,49,Offense
2017-18,Texas Tech,0,12,8,nan,1,nan,Defensive
2013-14,Texas St.,12,12,5,1,1,44,Offense
2013-14,Texas St.,0,12,10,1,1,9,Defensive
2014-15,Texas St.,12,12,8,1,nan,nan,Offense
2014-15,Texas St.,0,12,6,1,1,41,Defensive
2015-16,Texas St.,12,12,9,nan,1,nan,Offense
2015-16,Texas St.,0,12,8,4,nan,29,Defensive
2016-17,Texas St.,12,12,11,1,1,50,Offense
2016-17,Texas St.,0,12,14,1,nan,5,Defensive
2017-18,Texas St.,12,12,12,2,nan,60,Offense
2017-18,Texas St.,0,12,17,8,3,149,Defensive
2013-14,Texas St.,12,12,5,1,1,44,Offense
2013-14,Texas St.,0,12,10,1,1,9,Defensive
2014-15,Texas St.,12,12,8,1,nan,nan,Offense
2014-15,Texas St.,0,12,6,1,1,41,Defensive
2015-16,Texas St.,12,12,9,nan,1,nan,Offense
2015-16,Texas St.,0,12,8,4,nan,29,Defensive
2016-17,Texas St.,12,12,11,1,1,50,Offense
2016-17,Texas St.,0,12,14,1,nan,5,Defensive
2017-18,Texas St.,12,12,12,2,nan,60,Offense
2017-18,Texas St.,0,12,17,8,3,149,Defensive
2013-14,UNLV,13,13,11,2,nan,30,Offense
2013-14,UNLV,0,13,5,1,1,36,Defensive
2014-15,UNLV,13,13,9,1,nan,6,Offense
2014-15,UNLV,0,13,5,nan,nan,nan,Defensive
2015-16,UNLV,12,12,8,1,1,1,Offense
2015-16,UNLV,0,12,9,2,nan,5,Defensive
2016-17,UNLV,12,12,15,3,2,61,Offense
2016-17,UNLV,0,12,3,nan,1,nan,Defensive
2017-18,UNLV,12,12,15,4,nan,85,Offense
2017-18,UNLV,0,12,10,2,1,87,Defensive
2013-14,UConn,12,12,11,2,2,74,Offense
2013-14,UConn,0,12,7,1,1,44,Defensive
2014-15,UConn,12,12,8,1,1,32,Offense
2014-15,UConn,0,12,15,3,3,44,Defensive
2015-16,UConn,13,13,10,nan,nan,nan,Offense
2015-16,UConn,0,13,11,1,nan,7,Defensive
2016-17,UConn,12,12,8,3,1,86,Offense
2016-17,UConn,0,12,14,2,2,76,Defensive
2017-18,UConn,12,12,12,2,nan,43,Offense
2017-18,UConn,0,12,17,2,nan,21,Defensive
2013-14,UConn,12,12,11,2,2,74,Offense
2013-14,UConn,0,12,7,1,1,44,Defensive
2014-15,UConn,12,12,8,1,1,32,Offense
2014-15,UConn,0,12,15,3,3,44,Defensive
2015-16,UConn,13,13,10,nan,nan,nan,Offense
2015-16,UConn,0,13,11,1,nan,7,Defensive
2016-17,UConn,12,12,8,3,1,86,Offense
2016-17,UConn,0,12,14,2,2,76,Defensive
2017-18,UConn,12,12,12,2,nan,43,Offense
2017-18,UConn,0,12,17,2,nan,21,Defensive
2013-14,UConn,12,12,11,2,2,74,Offense
2013-14,UConn,0,12,7,1,1,44,Defensive
2014-15,UConn,12,12,8,1,1,32,Offense
2014-15,UConn,0,12,15,3,3,44,Defensive
2015-16,UConn,13,13,10,nan,nan,nan,Offense
2015-16,UConn,0,13,11,1,nan,7,Defensive
2016-17,UConn,12,12,8,3,1,86,Offense
2016-17,UConn,0,12,14,2,2,76,Defensive
2017-18,UConn,12,12,12,2,nan,43,Offense
2017-18,UConn,0,12,17,2,nan,21,Defensive
2013-14,UConn,12,12,11,2,2,74,Offense
2013-14,UConn,0,12,7,1,1,44,Defensive
2014-15,UConn,12,12,8,1,1,32,Offense
2014-15,UConn,0,12,15,3,3,44,Defensive
2015-16,UConn,13,13,10,nan,nan,nan,Offense
2015-16,UConn,0,13,11,1,nan,7,Defensive
2016-17,UConn,12,12,8,3,1,86,Offense
2016-17,UConn,0,12,14,2,2,76,Defensive
2017-18,UConn,12,12,12,2,nan,43,Offense
2017-18,UConn,0,12,17,2,nan,21,Defensive
2013-14,UCLA,13,13,17,2,nan,11,Offense
2013-14,UCLA,0,13,9,1,nan,1,Defensive
2014-15,UCLA,13,13,6,1,1,75,Offense
2014-15,UCLA,0,13,11,3,nan,38,Defensive
2015-16,UCLA,13,13,7,nan,nan,nan,Offense
2015-16,UCLA,0,13,8,2,2,64,Defensive
2016-17,UCLA,12,12,9,2,nan,47,Offense
2016-17,UCLA,0,12,10,3,2,113,Defensive
2017-18,UCLA,12,12,6,2,1,51,Offense
2017-18,UCLA,0,12,14,3,nan,35,Defensive
2013-14,UCLA,13,13,17,2,nan,11,Offense
2013-14,UCLA,0,13,9,1,nan,1,Defensive
2014-15,UCLA,13,13,6,1,1,75,Offense
2014-15,UCLA,0,13,11,3,nan,38,Defensive
2015-16,UCLA,13,13,7,nan,nan,nan,Offense
2015-16,UCLA,0,13,8,2,2,64,Defensive
2016-17,UCLA,12,12,9,2,nan,47,Offense
2016-17,UCLA,0,12,10,3,2,113,Defensive
2017-18,UCLA,12,12,6,2,1,51,Offense
2017-18,UCLA,0,12,14,3,nan,35,Defensive
2013-14,UCLA,13,13,17,2,nan,11,Offense
2013-14,UCLA,0,13,9,1,nan,1,Defensive
2014-15,UCLA,13,13,6,1,1,75,Offense
2014-15,UCLA,0,13,11,3,nan,38,Defensive
2015-16,UCLA,13,13,7,nan,nan,nan,Offense
2015-16,UCLA,0,13,8,2,2,64,Defensive
2016-17,UCLA,12,12,9,2,nan,47,Offense
2016-17,UCLA,0,12,10,3,2,113,Defensive
2017-18,UCLA,12,12,6,2,1,51,Offense
2017-18,UCLA,0,12,14,3,nan,35,Defensive
2013-14,UCLA,13,13,17,2,nan,11,Offense
2013-14,UCLA,0,13,9,1,nan,1,Defensive
2014-15,UCLA,13,13,6,1,1,75,Offense
2014-15,UCLA,0,13,11,3,nan,38,Defensive
2015-16,UCLA,13,13,7,nan,nan,nan,Offense
2015-16,UCLA,0,13,8,2,2,64,Defensive
2016-17,UCLA,12,12,9,2,nan,47,Offense
2016-17,UCLA,0,12,10,3,2,113,Defensive
2017-18,UCLA,12,12,6,2,1,51,Offense
2017-18,UCLA,0,12,14,3,nan,35,Defensive
2013-14,UAB,12,12,9,3,nan,37,Offense
2013-14,UAB,0,12,11,3,2,39,Defensive
2014-15,UAB,12,12,9,2,2,99,Offense
2014-15,UAB,0,12,7,1,1,37,Defensive
2017-18,UAB,12,12,7,nan,nan,nan,Offense
2017-18,UAB,0,12,10,1,nan,26,Defensive
2013-14,UCF,13,13,13,1,1,12,Offense
2013-14,UCF,0,13,14,2,1,34,Defensive
2014-15,UCF,13,13,12,1,nan,1,Offense
2014-15,UCF,0,13,14,3,1,66,Defensive
2015-16,UCF,12,12,8,1,nan,5,Offense
2015-16,UCF,0,12,12,2,1,121,Defensive
2016-17,UCF,12,12,15,2,1,30,Offense
2016-17,UCF,0,12,13,2,1,23,Defensive
2017-18,UCF,12,12,13,3,1,58,Offense
2017-18,UCF,0,12,6,1,1,9,Defensive
2013-14,UCF,13,13,13,1,1,12,Offense
2013-14,UCF,0,13,14,2,1,34,Defensive
2014-15,UCF,13,13,12,1,nan,1,Offense
2014-15,UCF,0,13,14,3,1,66,Defensive
2015-16,UCF,12,12,8,1,nan,5,Offense
2015-16,UCF,0,12,12,2,1,121,Defensive
2016-17,UCF,12,12,15,2,1,30,Offense
2016-17,UCF,0,12,13,2,1,23,Defensive
2017-18,UCF,12,12,13,3,1,58,Offense
2017-18,UCF,0,12,6,1,1,9,Defensive
2013-14,UCF,13,13,13,1,1,12,Offense
2013-14,UCF,0,13,14,2,1,34,Defensive
2014-15,UCF,13,13,12,1,nan,1,Offense
2014-15,UCF,0,13,14,3,1,66,Defensive
2015-16,UCF,12,12,8,1,nan,5,Offense
2015-16,UCF,0,12,12,2,1,121,Defensive
2016-17,UCF,12,12,15,2,1,30,Offense
2016-17,UCF,0,12,13,2,1,23,Defensive
2017-18,UCF,12,12,13,3,1,58,Offense
2017-18,UCF,0,12,6,1,1,9,Defensive
2013-14,UCF,13,13,13,1,1,12,Offense
2013-14,UCF,0,13,14,2,1,34,Defensive
2014-15,UCF,13,13,12,1,nan,1,Offense
2014-15,UCF,0,13,14,3,1,66,Defensive
2015-16,UCF,12,12,8,1,nan,5,Offense
2015-16,UCF,0,12,12,2,1,121,Defensive
2016-17,UCF,12,12,15,2,1,30,Offense
2016-17,UCF,0,12,13,2,1,23,Defensive
2017-18,UCF,12,12,13,3,1,58,Offense
2017-18,UCF,0,12,6,1,1,9,Defensive
