Year,Team,GP,G,KO,KOYds,KOTB,KORet,KickRetTDs,KORetYds,OffenseDefense
2013-14,South Ala.,0,12,,3758,31,63,nan,1000,Defensive
2014-15,South Ala.,13,13,,3442,10,36,nan,797,Offense
2014-15,South Ala.,0,13,,4374,31,49,nan,803,Defensive
2015-16,South Ala.,12,12,,3594,8,40,1,967,Offense
2015-16,South Ala.,0,12,,5021,36,50,nan,1007,Defensive
2016-17,South Ala.,13,13,,3702,9,34,1,674,Offense
2016-17,South Ala.,0,13,,4141,30,47,nan,1017,Defensive
2017-18,South Ala.,12,12,,2989,8,32,nan,612,Offense
2017-18,South Ala.,0,12,,4130,31,39,1,903,Defensive
2013-14,South Ala.,12,12,73,3906,5,27,nan,621,Offense
2013-14,South Ala.,0,12,60,3758,31,63,nan,1000,Defensive
2014-15,South Ala.,13,13,64,3442,10,36,nan,797,Offense
2014-15,South Ala.,0,13,70,4374,31,49,nan,803,Defensive
2015-16,South Ala.,12,12,63,3594,8,40,1,967,Offense
2015-16,South Ala.,0,12,80,5021,36,50,nan,1007,Defensive
2016-17,South Ala.,13,13,64,3702,9,34,1,674,Offense
2016-17,South Ala.,0,13,68,4141,30,47,nan,1017,Defensive
2017-18,South Ala.,12,12,51,2989,8,32,nan,612,Offense
2017-18,South Ala.,0,12,66,4130,31,39,1,903,Defensive
2013-14,South Ala.,12,12,73,3906,5,27,nan,621,Offense
2013-14,South Ala.,0,12,60,3758,31,63,nan,1000,Defensive
2014-15,South Ala.,13,13,64,3442,10,36,nan,797,Offense
2014-15,South Ala.,0,13,70,4374,31,49,nan,803,Defensive
2015-16,South Ala.,12,12,63,3594,8,40,1,967,Offense
2015-16,South Ala.,0,12,80,5021,36,50,nan,1007,Defensive
2016-17,South Ala.,13,13,64,3702,9,34,1,674,Offense
2016-17,South Ala.,0,13,68,4141,30,47,nan,1017,Defensive
2017-18,South Ala.,12,12,51,2989,8,32,nan,612,Offense
2017-18,South Ala.,0,12,66,4130,31,39,1,903,Defensive
2013-14,San Jose St.,12,12,75,4510,32,44,nan,814,Offense
2013-14,San Jose St.,0,12,77,4650,25,40,nan,887,Defensive
2014-15,San Jose St.,12,12,47,2742,18,39,nan,805,Offense
2014-15,San Jose St.,0,12,67,4192,26,26,nan,528,Defensive
2015-16,San Jose St.,13,13,69,4083,27,31,nan,712,Offense
2015-16,San Jose St.,0,13,67,4198,33,38,nan,974,Defensive
2016-17,San Jose St.,12,12,60,3648,41,44,nan,855,Offense
2016-17,San Jose St.,0,12,78,4848,33,14,nan,273,Defensive
2017-18,San Jose St.,13,13,47,2642,31,44,1,898,Offense
2017-18,San Jose St.,0,13,98,5888,48,9,nan,161,Defensive
2013-14,San Jose St.,12,12,,4510,32,44,nan,814,Offense
2013-14,San Jose St.,0,12,,4650,25,40,nan,887,Defensive
2014-15,San Jose St.,12,12,,2742,18,39,nan,805,Offense
2014-15,San Jose St.,0,12,,4192,26,26,nan,528,Defensive
2015-16,San Jose St.,13,13,,4083,27,31,nan,712,Offense
2015-16,San Jose St.,0,13,,4198,33,38,nan,974,Defensive
2016-17,San Jose St.,12,12,,3648,41,44,nan,855,Offense
2016-17,San Jose St.,0,12,,4848,33,14,nan,273,Defensive
2017-18,San Jose St.,13,13,,2642,31,44,1,898,Offense
2017-18,San Jose St.,0,13,,5888,48,9,nan,161,Defensive
2013-14,San Jose St.,12,12,75,4510,32,44,nan,814,Offense
2013-14,San Jose St.,0,12,77,4650,25,40,nan,887,Defensive
2014-15,San Jose St.,12,12,47,2742,18,39,nan,805,Offense
2014-15,San Jose St.,0,12,67,4192,26,26,nan,528,Defensive
2015-16,San Jose St.,13,13,69,4083,27,31,nan,712,Offense
2015-16,San Jose St.,0,13,67,4198,33,38,nan,974,Defensive
2016-17,San Jose St.,12,12,60,3648,41,44,nan,855,Offense
2016-17,San Jose St.,0,12,78,4848,33,14,nan,273,Defensive
2017-18,San Jose St.,13,13,47,2642,31,44,1,898,Offense
2017-18,San Jose St.,0,13,98,5888,48,9,nan,161,Defensive
2013-14,Temple,12,12,56,3243,6,47,nan,927,Offense
2013-14,Temple,0,12,72,4377,25,47,nan,1000,Defensive
2014-15,Temple,12,12,60,3700,12,33,nan,652,Offense
2014-15,Temple,0,12,48,2874,12,48,nan,913,Defensive
2015-16,Temple,14,14,86,5152,19,39,1,810,Offense
2015-16,Temple,0,14,63,3810,22,64,1,1281,Defensive
2016-17,Temple,14,14,93,5497,18,28,nan,613,Offense
2016-17,Temple,0,14,55,3462,24,73,1,1566,Defensive
2017-18,Temple,12,12,64,3875,18,47,1,1046,Offense
2017-18,Temple,0,12,62,3728,12,42,nan,869,Defensive
2013-14,TCU,12,12,61,3856,33,39,2,1025,Offense
2013-14,TCU,0,12,64,4020,24,28,1,711,Defensive
2014-15,TCU,13,13,109,6716,47,34,1,735,Offense
2014-15,TCU,0,13,54,3168,16,57,nan,1151,Defensive
2015-16,TCU,13,13,94,5868,56,35,nan,857,Offense
2015-16,TCU,0,13,67,4105,27,35,nan,715,Defensive
2016-17,TCU,13,13,77,4701,27,43,nan,1025,Offense
2016-17,TCU,0,13,73,4440,28,46,nan,874,Defensive
2017-18,TCU,13,13,82,5076,33,24,1,633,Offense
2017-18,TCU,0,13,51,2994,23,41,nan,755,Defensive
2013-14,TCU,12,12,61,3856,33,39,2,1025,Offense
2013-14,TCU,0,12,64,4020,24,28,1,711,Defensive
2014-15,TCU,13,13,109,6716,47,34,1,735,Offense
2014-15,TCU,0,13,54,3168,16,57,nan,1151,Defensive
2015-16,TCU,13,13,94,5868,56,35,nan,857,Offense
2015-16,TCU,0,13,67,4105,27,35,nan,715,Defensive
2016-17,TCU,13,13,77,4701,27,43,nan,1025,Offense
2016-17,TCU,0,13,73,4440,28,46,nan,874,Defensive
2017-18,TCU,13,13,82,5076,33,24,1,633,Offense
2017-18,TCU,0,13,51,2994,23,41,nan,755,Defensive
2013-14,TCU,12,12,,3856,33,39,2,1025,Offense
2013-14,TCU,0,12,,4020,24,28,1,711,Defensive
2014-15,TCU,13,13,,6716,47,34,1,735,Offense
2014-15,TCU,0,13,,3168,16,57,nan,1151,Defensive
2015-16,TCU,13,13,,5868,56,35,nan,857,Offense
2015-16,TCU,0,13,,4105,27,35,nan,715,Defensive
2016-17,TCU,13,13,,4701,27,43,nan,1025,Offense
2016-17,TCU,0,13,,4440,28,46,nan,874,Defensive
2017-18,TCU,13,13,,5076,33,24,1,633,Offense
2017-18,TCU,0,13,,2994,23,41,nan,755,Defensive
2013-14,TCU,12,12,,3856,33,39,2,1025,Offense
2013-14,TCU,0,12,,4020,24,28,1,711,Defensive
2014-15,TCU,13,13,,6716,47,34,1,735,Offense
2014-15,TCU,0,13,,3168,16,57,nan,1151,Defensive
2015-16,TCU,13,13,,5868,56,35,nan,857,Offense
2015-16,TCU,0,13,,4105,27,35,nan,715,Defensive
2016-17,TCU,13,13,,4701,27,43,nan,1025,Offense
2016-17,TCU,0,13,,4440,28,46,nan,874,Defensive
2017-18,TCU,13,13,,5076,33,24,1,633,Offense
2017-18,TCU,0,13,,2994,23,41,nan,755,Defensive
2013-14,Syracuse,13,13,62,3551,12,37,nan,722,Offense
2013-14,Syracuse,0,13,65,4108,27,45,nan,760,Defensive
2014-15,Syracuse,12,12,46,2690,9,35,nan,637,Offense
2014-15,Syracuse,0,12,63,3937,27,32,1,637,Defensive
2015-16,Syracuse,12,12,60,3716,22,39,nan,822,Offense
2015-16,Syracuse,0,12,67,4101,22,35,nan,766,Defensive
2016-17,Syracuse,12,12,54,3255,11,64,nan,1293,Offense
2016-17,Syracuse,0,12,85,5291,20,35,2,847,Defensive
2017-18,Syracuse,12,12,69,4427,31,38,nan,863,Offense
2017-18,Syracuse,0,12,75,4582,34,32,nan,708,Defensive
2013-14,Syracuse,13,13,,3551,12,37,nan,722,Offense
2013-14,Syracuse,0,13,,4108,27,45,nan,760,Defensive
2014-15,Syracuse,12,12,,2690,9,35,nan,637,Offense
2014-15,Syracuse,0,12,,3937,27,32,1,637,Defensive
2015-16,Syracuse,12,12,,3716,22,39,nan,822,Offense
2015-16,Syracuse,0,12,,4101,22,35,nan,766,Defensive
2016-17,Syracuse,12,12,,3255,11,64,nan,1293,Offense
2016-17,Syracuse,0,12,,5291,20,35,2,847,Defensive
2017-18,Syracuse,12,12,,4427,31,38,nan,863,Offense
2017-18,Syracuse,0,12,,4582,34,32,nan,708,Defensive
2013-14,Syracuse,13,13,,3551,12,37,nan,722,Offense
2013-14,Syracuse,0,13,,4108,27,45,nan,760,Defensive
2014-15,Syracuse,12,12,,2690,9,35,nan,637,Offense
2014-15,Syracuse,0,12,,3937,27,32,1,637,Defensive
2015-16,Syracuse,12,12,,3716,22,39,nan,822,Offense
2015-16,Syracuse,0,12,,4101,22,35,nan,766,Defensive
2016-17,Syracuse,12,12,,3255,11,64,nan,1293,Offense
2016-17,Syracuse,0,12,,5291,20,35,2,847,Defensive
2017-18,Syracuse,12,12,,4427,31,38,nan,863,Offense
2017-18,Syracuse,0,12,,4582,34,32,nan,708,Defensive
2013-14,Syracuse,13,13,62,3551,12,37,nan,722,Offense
2013-14,Syracuse,0,13,65,4108,27,45,nan,760,Defensive
2014-15,Syracuse,12,12,46,2690,9,35,nan,637,Offense
2014-15,Syracuse,0,12,63,3937,27,32,1,637,Defensive
2015-16,Syracuse,12,12,60,3716,22,39,nan,822,Offense
2015-16,Syracuse,0,12,67,4101,22,35,nan,766,Defensive
2016-17,Syracuse,12,12,54,3255,11,64,nan,1293,Offense
2016-17,Syracuse,0,12,85,5291,20,35,2,847,Defensive
2017-18,Syracuse,12,12,69,4427,31,38,nan,863,Offense
2017-18,Syracuse,0,12,75,4582,34,32,nan,708,Defensive
2013-14,Stanford,14,14,,5496,29,43,2,1178,Offense
2013-14,Stanford,0,14,,3370,11,57,nan,1033,Defensive
2014-15,Stanford,13,13,,4415,41,29,nan,651,Offense
2014-15,Stanford,0,13,,2727,16,25,1,529,Defensive
2015-16,Stanford,14,14,,5900,18,51,1,1265,Offense
2015-16,Stanford,0,14,,4003,15,70,1,1473,Defensive
2016-17,Stanford,13,13,,4539,44,38,nan,564,Offense
2016-17,Stanford,0,13,,3041,15,25,nan,510,Defensive
2017-18,Stanford,13,13,,5098,54,38,nan,975,Offense
2017-18,Stanford,0,13,,3749,19,23,nan,398,Defensive
2013-14,Stanford,14,14,,5496,29,43,2,1178,Offense
2013-14,Stanford,0,14,,3370,11,57,nan,1033,Defensive
2014-15,Stanford,13,13,,4415,41,29,nan,651,Offense
2014-15,Stanford,0,13,,2727,16,25,1,529,Defensive
2015-16,Stanford,14,14,,5900,18,51,1,1265,Offense
2015-16,Stanford,0,14,,4003,15,70,1,1473,Defensive
2016-17,Stanford,13,13,,4539,44,38,nan,564,Offense
2016-17,Stanford,0,13,,3041,15,25,nan,510,Defensive
2017-18,Stanford,13,13,,5098,54,38,nan,975,Offense
2017-18,Stanford,0,13,,3749,19,23,nan,398,Defensive
2013-14,Stanford,14,14,88,5496,29,43,2,1178,Offense
2013-14,Stanford,0,14,58,3370,11,57,nan,1033,Defensive
2014-15,Stanford,13,13,69,4415,41,29,nan,651,Offense
2014-15,Stanford,0,13,46,2727,16,25,1,529,Defensive
2015-16,Stanford,14,14,96,5900,18,51,1,1265,Offense
2015-16,Stanford,0,14,69,4003,15,70,1,1473,Defensive
2016-17,Stanford,13,13,71,4539,44,38,nan,564,Offense
2016-17,Stanford,0,13,56,3041,15,25,nan,510,Defensive
2017-18,Stanford,13,13,81,5098,54,38,nan,975,Offense
2017-18,Stanford,0,13,60,3749,19,23,nan,398,Defensive
2013-14,Stanford,14,14,88,5496,29,43,2,1178,Offense
2013-14,Stanford,0,14,58,3370,11,57,nan,1033,Defensive
2014-15,Stanford,13,13,69,4415,41,29,nan,651,Offense
2014-15,Stanford,0,13,46,2727,16,25,1,529,Defensive
2015-16,Stanford,14,14,96,5900,18,51,1,1265,Offense
2015-16,Stanford,0,14,69,4003,15,70,1,1473,Defensive
2016-17,Stanford,13,13,71,4539,44,38,nan,564,Offense
2016-17,Stanford,0,13,56,3041,15,25,nan,510,Defensive
2017-18,Stanford,13,13,81,5098,54,38,nan,975,Offense
2017-18,Stanford,0,13,60,3749,19,23,nan,398,Defensive
2013-14,Southern Miss.,12,12,47,2805,9,57,nan,1124,Offense
2013-14,Southern Miss.,0,12,92,5564,32,36,nan,739,Defensive
2014-15,Southern Miss.,12,12,52,3203,17,44,1,982,Offense
2014-15,Southern Miss.,0,12,80,4919,31,34,2,1011,Defensive
2015-16,Southern Miss.,14,14,97,5702,16,42,1,978,Offense
2015-16,Southern Miss.,0,14,73,4450,30,75,1,1416,Defensive
2016-17,Southern Miss.,13,13,81,4703,18,54,nan,959,Offense
2016-17,Southern Miss.,0,13,70,4175,14,52,nan,1158,Defensive
2017-18,Southern Miss.,12,12,70,4290,35,31,nan,630,Offense
2017-18,Southern Miss.,0,12,55,3455,22,31,nan,770,Defensive
2013-14,Southern Miss.,12,12,,2805,9,57,nan,1124,Offense
2013-14,Southern Miss.,0,12,,5564,32,36,nan,739,Defensive
2014-15,Southern Miss.,12,12,,3203,17,44,1,982,Offense
2014-15,Southern Miss.,0,12,,4919,31,34,2,1011,Defensive
2015-16,Southern Miss.,14,14,,5702,16,42,1,978,Offense
2015-16,Southern Miss.,0,14,,4450,30,75,1,1416,Defensive
2016-17,Southern Miss.,13,13,,4703,18,54,nan,959,Offense
2016-17,Southern Miss.,0,13,,4175,14,52,nan,1158,Defensive
2017-18,Southern Miss.,12,12,,4290,35,31,nan,630,Offense
2017-18,Southern Miss.,0,12,,3455,22,31,nan,770,Defensive
2013-14,Southern Miss.,12,12,,2805,9,57,nan,1124,Offense
2013-14,Southern Miss.,0,12,,5564,32,36,nan,739,Defensive
2014-15,Southern Miss.,12,12,,3203,17,44,1,982,Offense
2014-15,Southern Miss.,0,12,,4919,31,34,2,1011,Defensive
2015-16,Southern Miss.,14,14,,5702,16,42,1,978,Offense
2015-16,Southern Miss.,0,14,,4450,30,75,1,1416,Defensive
2016-17,Southern Miss.,13,13,,4703,18,54,nan,959,Offense
2016-17,Southern Miss.,0,13,,4175,14,52,nan,1158,Defensive
2017-18,Southern Miss.,12,12,,4290,35,31,nan,630,Offense
2017-18,Southern Miss.,0,12,,3455,22,31,nan,770,Defensive
2013-14,Southern Miss.,12,12,47,2805,9,57,nan,1124,Offense
2013-14,Southern Miss.,0,12,92,5564,32,36,nan,739,Defensive
2014-15,Southern Miss.,12,12,52,3203,17,44,1,982,Offense
2014-15,Southern Miss.,0,12,80,4919,31,34,2,1011,Defensive
2015-16,Southern Miss.,14,14,97,5702,16,42,1,978,Offense
2015-16,Southern Miss.,0,14,73,4450,30,75,1,1416,Defensive
2016-17,Southern Miss.,13,13,81,4703,18,54,nan,959,Offense
2016-17,Southern Miss.,0,13,70,4175,14,52,nan,1158,Defensive
2017-18,Southern Miss.,12,12,70,4290,35,31,nan,630,Offense
2017-18,Southern Miss.,0,12,55,3455,22,31,nan,770,Defensive
2013-14,Texas St.,12,12,,3590,38,39,2,897,Offense
2013-14,Texas St.,0,12,,3905,25,18,nan,395,Defensive
2014-15,Texas St.,12,12,,4500,46,34,nan,618,Offense
2014-15,Texas St.,0,12,,3748,26,24,nan,508,Defensive
2015-16,Texas St.,12,12,,3936,43,42,1,832,Offense
2015-16,Texas St.,0,12,,5268,39,17,1,613,Defensive
2016-17,Texas St.,12,12,,2632,8,55,nan,922,Offense
2016-17,Texas St.,0,12,,5408,29,33,1,747,Defensive
2017-18,Texas St.,12,12,,2906,15,31,nan,535,Offense
2017-18,Texas St.,0,12,,5035,44,29,1,685,Defensive
2013-14,Texas St.,12,12,56,3590,38,39,2,897,Offense
2013-14,Texas St.,0,12,65,3905,25,18,nan,395,Defensive
2014-15,Texas St.,12,12,71,4500,46,34,nan,618,Offense
2014-15,Texas St.,0,12,62,3748,26,24,nan,508,Defensive
2015-16,Texas St.,12,12,62,3936,43,42,1,832,Offense
2015-16,Texas St.,0,12,87,5268,39,17,1,613,Defensive
2016-17,Texas St.,12,12,44,2632,8,55,nan,922,Offense
2016-17,Texas St.,0,12,89,5408,29,33,1,747,Defensive
2017-18,Texas St.,12,12,48,2906,15,31,nan,535,Offense
2017-18,Texas St.,0,12,79,5035,44,29,1,685,Defensive
2013-14,Texas,13,13,76,4772,32,41,nan,862,Offense
2013-14,Texas,0,13,68,4202,24,44,nan,1098,Defensive
2014-15,Texas,13,13,61,3892,44,39,nan,763,Offense
2014-15,Texas,0,13,63,3886,20,15,1,451,Defensive
2015-16,Texas,12,12,63,3973,47,47,nan,929,Offense
2015-16,Texas,0,12,71,4233,18,12,nan,316,Defensive
2016-17,Texas,12,12,73,4557,27,42,nan,773,Offense
2016-17,Texas,0,12,73,4550,30,44,nan,930,Defensive
2017-18,Texas,12,12,63,4048,33,25,nan,576,Offense
2017-18,Texas,0,12,50,2905,20,30,nan,767,Defensive
2013-14,Texas,13,13,,4772,32,41,nan,862,Offense
2013-14,Texas,0,13,,4202,24,44,nan,1098,Defensive
2014-15,Texas,13,13,,3892,44,39,nan,763,Offense
2014-15,Texas,0,13,,3886,20,15,1,451,Defensive
2015-16,Texas,12,12,,3973,47,47,nan,929,Offense
2015-16,Texas,0,12,,4233,18,12,nan,316,Defensive
2016-17,Texas,12,12,,4557,27,42,nan,773,Offense
2016-17,Texas,0,12,,4550,30,44,nan,930,Defensive
2017-18,Texas,12,12,,4048,33,25,nan,576,Offense
2017-18,Texas,0,12,,2905,20,30,nan,767,Defensive
2013-14,Texas,13,13,76,4772,32,41,nan,862,Offense
2013-14,Texas,0,13,68,4202,24,44,nan,1098,Defensive
2014-15,Texas,13,13,61,3892,44,39,nan,763,Offense
2014-15,Texas,0,13,63,3886,20,15,1,451,Defensive
2015-16,Texas,12,12,63,3973,47,47,nan,929,Offense
2015-16,Texas,0,12,71,4233,18,12,nan,316,Defensive
2016-17,Texas,12,12,73,4557,27,42,nan,773,Offense
2016-17,Texas,0,12,73,4550,30,44,nan,930,Defensive
2017-18,Texas,12,12,63,4048,33,25,nan,576,Offense
2017-18,Texas,0,12,50,2905,20,30,nan,767,Defensive
2013-14,Texas,13,13,,4772,32,41,nan,862,Offense
2013-14,Texas,0,13,,4202,24,44,nan,1098,Defensive
2014-15,Texas,13,13,,3892,44,39,nan,763,Offense
2014-15,Texas,0,13,,3886,20,15,1,451,Defensive
2015-16,Texas,12,12,,3973,47,47,nan,929,Offense
2015-16,Texas,0,12,,4233,18,12,nan,316,Defensive
2016-17,Texas,12,12,,4557,27,42,nan,773,Offense
2016-17,Texas,0,12,,4550,30,44,nan,930,Defensive
2017-18,Texas,12,12,,4048,33,25,nan,576,Offense
2017-18,Texas,0,12,,2905,20,30,nan,767,Defensive
2013-14,Texas A&M,13,13,97,6075,47,48,nan,1012,Offense
2013-14,Texas A&M,0,13,75,4629,25,48,nan,877,Defensive
2014-15,Texas A&M,13,13,80,5049,42,51,nan,1179,Offense
2014-15,Texas A&M,0,13,73,4345,18,36,nan,709,Defensive
2015-16,Texas A&M,13,13,75,4696,34,36,nan,718,Offense
2015-16,Texas A&M,0,13,62,3702,20,39,nan,742,Defensive
2016-17,Texas A&M,13,13,80,5125,57,41,nan,967,Offense
2016-17,Texas A&M,0,13,66,4053,22,21,nan,417,Defensive
2017-18,Texas A&M,12,12,71,4385,31,34,1,761,Offense
2017-18,Texas A&M,0,12,68,4206,33,38,1,844,Defensive
2013-14,Texas A&M,13,13,,6075,47,48,nan,1012,Offense
2013-14,Texas A&M,0,13,,4629,25,48,nan,877,Defensive
2014-15,Texas A&M,13,13,,5049,42,51,nan,1179,Offense
2014-15,Texas A&M,0,13,,4345,18,36,nan,709,Defensive
2015-16,Texas A&M,13,13,,4696,34,36,nan,718,Offense
2015-16,Texas A&M,0,13,,3702,20,39,nan,742,Defensive
2016-17,Texas A&M,13,13,,5125,57,41,nan,967,Offense
2016-17,Texas A&M,0,13,,4053,22,21,nan,417,Defensive
2017-18,Texas A&M,12,12,,4385,31,34,1,761,Offense
2017-18,Texas A&M,0,12,,4206,33,38,1,844,Defensive
2013-14,Texas A&M,13,13,97,6075,47,48,nan,1012,Offense
2013-14,Texas A&M,0,13,75,4629,25,48,nan,877,Defensive
2014-15,Texas A&M,13,13,80,5049,42,51,nan,1179,Offense
2014-15,Texas A&M,0,13,73,4345,18,36,nan,709,Defensive
2015-16,Texas A&M,13,13,75,4696,34,36,nan,718,Offense
2015-16,Texas A&M,0,13,62,3702,20,39,nan,742,Defensive
2016-17,Texas A&M,13,13,80,5125,57,41,nan,967,Offense
2016-17,Texas A&M,0,13,66,4053,22,21,nan,417,Defensive
2017-18,Texas A&M,12,12,71,4385,31,34,1,761,Offense
2017-18,Texas A&M,0,12,68,4206,33,38,1,844,Defensive
2013-14,Texas A&M,13,13,,6075,47,48,nan,1012,Offense
2013-14,Texas A&M,0,13,,4629,25,48,nan,877,Defensive
2014-15,Texas A&M,13,13,,5049,42,51,nan,1179,Offense
2014-15,Texas A&M,0,13,,4345,18,36,nan,709,Defensive
2015-16,Texas A&M,13,13,,4696,34,36,nan,718,Offense
2015-16,Texas A&M,0,13,,3702,20,39,nan,742,Defensive
2016-17,Texas A&M,13,13,,5125,57,41,nan,967,Offense
2016-17,Texas A&M,0,13,,4053,22,21,nan,417,Defensive
2017-18,Texas A&M,12,12,,4385,31,34,1,761,Offense
2017-18,Texas A&M,0,12,,4206,33,38,1,844,Defensive
2013-14,Tennessee,12,12,60,3701,19,37,nan,880,Offense
2013-14,Tennessee,0,12,65,4070,26,40,1,1017,Defensive
2014-15,Tennessee,13,13,73,4395,17,34,nan,817,Offense
2014-15,Tennessee,0,13,60,3687,21,54,nan,1016,Defensive
2015-16,Tennessee,13,13,89,5510,37,27,3,902,Offense
2015-16,Tennessee,0,13,54,3179,21,45,nan,821,Defensive
2016-17,Tennessee,13,13,83,5349,45,42,1,1045,Offense
2016-17,Tennessee,0,13,71,4290,25,34,nan,689,Defensive
2017-18,Tennessee,12,12,51,3268,33,32,1,680,Offense
2017-18,Tennessee,0,12,67,4092,34,17,nan,392,Defensive
2013-14,Tennessee,12,12,,3701,19,37,nan,880,Offense
2013-14,Tennessee,0,12,,4070,26,40,1,1017,Defensive
2014-15,Tennessee,13,13,,4395,17,34,nan,817,Offense
2014-15,Tennessee,0,13,,3687,21,54,nan,1016,Defensive
2015-16,Tennessee,13,13,,5510,37,27,3,902,Offense
2015-16,Tennessee,0,13,,3179,21,45,nan,821,Defensive
2016-17,Tennessee,13,13,,5349,45,42,1,1045,Offense
2016-17,Tennessee,0,13,,4290,25,34,nan,689,Defensive
2017-18,Tennessee,12,12,,3268,33,32,1,680,Offense
2017-18,Tennessee,0,12,,4092,34,17,nan,392,Defensive
2013-14,Tennessee,12,12,60,3701,19,37,nan,880,Offense
2013-14,Tennessee,0,12,65,4070,26,40,1,1017,Defensive
2014-15,Tennessee,13,13,73,4395,17,34,nan,817,Offense
2014-15,Tennessee,0,13,60,3687,21,54,nan,1016,Defensive
2015-16,Tennessee,13,13,89,5510,37,27,3,902,Offense
2015-16,Tennessee,0,13,54,3179,21,45,nan,821,Defensive
2016-17,Tennessee,13,13,83,5349,45,42,1,1045,Offense
2016-17,Tennessee,0,13,71,4290,25,34,nan,689,Defensive
2017-18,Tennessee,12,12,51,3268,33,32,1,680,Offense
2017-18,Tennessee,0,12,67,4092,34,17,nan,392,Defensive
2013-14,Tennessee,12,12,,3701,19,37,nan,880,Offense
2013-14,Tennessee,0,12,,4070,26,40,1,1017,Defensive
2014-15,Tennessee,13,13,,4395,17,34,nan,817,Offense
2014-15,Tennessee,0,13,,3687,21,54,nan,1016,Defensive
2015-16,Tennessee,13,13,,5510,37,27,3,902,Offense
2015-16,Tennessee,0,13,,3179,21,45,nan,821,Defensive
2016-17,Tennessee,13,13,,5349,45,42,1,1045,Offense
2016-17,Tennessee,0,13,,4290,25,34,nan,689,Defensive
2017-18,Tennessee,12,12,,3268,33,32,1,680,Offense
2017-18,Tennessee,0,12,,4092,34,17,nan,392,Defensive
2013-14,Temple,12,12,,3243,6,47,nan,927,Offense
2013-14,Temple,0,12,,4377,25,47,nan,1000,Defensive
2014-15,Temple,12,12,,3700,12,33,nan,652,Offense
2014-15,Temple,0,12,,2874,12,48,nan,913,Defensive
2015-16,Temple,14,14,,5152,19,39,1,810,Offense
2015-16,Temple,0,14,,3810,22,64,1,1281,Defensive
2016-17,Temple,14,14,,5497,18,28,nan,613,Offense
2016-17,Temple,0,14,,3462,24,73,1,1566,Defensive
2017-18,Temple,12,12,,3875,18,47,1,1046,Offense
2017-18,Temple,0,12,,3728,12,42,nan,869,Defensive
2013-14,Temple,12,12,56,3243,6,47,nan,927,Offense
2013-14,Temple,0,12,72,4377,25,47,nan,1000,Defensive
2014-15,Temple,12,12,60,3700,12,33,nan,652,Offense
2014-15,Temple,0,12,48,2874,12,48,nan,913,Defensive
2015-16,Temple,14,14,86,5152,19,39,1,810,Offense
2015-16,Temple,0,14,63,3810,22,64,1,1281,Defensive
2016-17,Temple,14,14,93,5497,18,28,nan,613,Offense
2016-17,Temple,0,14,55,3462,24,73,1,1566,Defensive
2017-18,Temple,12,12,64,3875,18,47,1,1046,Offense
2017-18,Temple,0,12,62,3728,12,42,nan,869,Defensive
2013-14,Temple,12,12,,3243,6,47,nan,927,Offense
2013-14,Temple,0,12,,4377,25,47,nan,1000,Defensive
2014-15,Temple,12,12,,3700,12,33,nan,652,Offense
2014-15,Temple,0,12,,2874,12,48,nan,913,Defensive
2015-16,Temple,14,14,,5152,19,39,1,810,Offense
2015-16,Temple,0,14,,3810,22,64,1,1281,Defensive
2016-17,Temple,14,14,,5497,18,28,nan,613,Offense
2016-17,Temple,0,14,,3462,24,73,1,1566,Defensive
2017-18,Temple,12,12,,3875,18,47,1,1046,Offense
2017-18,Temple,0,12,,3728,12,42,nan,869,Defensive
2013-14,Tulsa,12,12,55,3507,33,41,nan,940,Offense
2013-14,Tulsa,0,12,77,4809,32,22,1,522,Defensive
2014-15,Tulsa,12,12,55,3040,10,43,nan,876,Offense
2014-15,Tulsa,0,12,81,4972,36,37,nan,578,Defensive
2015-16,Tulsa,13,13,86,5114,16,35,nan,687,Offense
2015-16,Tulsa,0,13,95,5994,57,67,nan,1505,Defensive
2016-17,Tulsa,13,13,100,6108,33,40,nan,810,Offense
2016-17,Tulsa,0,13,72,4307,27,64,nan,1517,Defensive
2017-18,Tulsa,12,12,67,4195,30,44,nan,809,Offense
2017-18,Tulsa,0,12,83,5054,35,37,nan,747,Defensive
2013-14,Tulane,13,13,,3995,47,30,nan,606,Offense
2013-14,Tulane,0,13,,3612,26,13,nan,268,Defensive
2014-15,Tulane,12,12,,2612,17,38,nan,637,Offense
2014-15,Tulane,0,12,,4017,26,21,nan,538,Defensive
2015-16,Tulane,12,12,,3228,22,47,nan,859,Offense
2015-16,Tulane,0,12,,4834,28,28,1,667,Defensive
2016-17,Tulane,12,12,,3007,19,32,1,712,Offense
2016-17,Tulane,0,12,,3738,27,30,nan,522,Defensive
2017-18,Tulane,12,12,,3447,21,28,nan,580,Offense
2017-18,Tulane,0,12,,4045,35,34,nan,587,Defensive
2013-14,Tulane,13,13,62,3995,47,30,nan,606,Offense
2013-14,Tulane,0,13,59,3612,26,13,nan,268,Defensive
2014-15,Tulane,12,12,43,2612,17,38,nan,637,Offense
2014-15,Tulane,0,12,66,4017,26,21,nan,538,Defensive
2015-16,Tulane,12,12,51,3228,22,47,nan,859,Offense
2015-16,Tulane,0,12,77,4834,28,28,1,667,Defensive
2016-17,Tulane,12,12,51,3007,19,32,1,712,Offense
2016-17,Tulane,0,12,60,3738,27,30,nan,522,Defensive
