Year,Team,GP,FumblesRecovered,Int,FumblesLost,Interceptions,OffenseDefense
2015-16,Syracuse,12,12,11,9,9,Offense
2015-16,Syracuse,0,9,9,12,11,Defensive
2016-17,Syracuse,12,9,10,7,13,Offense
2016-17,Syracuse,0,7,13,9,10,Defensive
2017-18,Syracuse,12,8,4,8,16,Offense
2017-18,Syracuse,0,8,16,8,4,Defensive
2013-14,Syracuse,13,9,15,5,17,Offense
2013-14,Syracuse,0,5,17,9,15,Defensive
2014-15,Syracuse,12,12,8,4,17,Offense
2014-15,Syracuse,0,4,17,12,8,Defensive
2015-16,Syracuse,12,12,11,9,9,Offense
2015-16,Syracuse,0,9,9,12,11,Defensive
2016-17,Syracuse,12,9,10,7,13,Offense
2016-17,Syracuse,0,7,13,9,10,Defensive
2017-18,Syracuse,12,8,4,8,16,Offense
2017-18,Syracuse,0,8,16,8,4,Defensive
2013-14,Syracuse,13,9,15,5,17,Offense
2013-14,Syracuse,0,5,17,9,15,Defensive
2014-15,Syracuse,12,12,8,4,17,Offense
2014-15,Syracuse,0,4,17,12,8,Defensive
2015-16,Syracuse,12,12,11,9,9,Offense
2015-16,Syracuse,0,9,9,12,11,Defensive
2016-17,Syracuse,12,9,10,7,13,Offense
2016-17,Syracuse,0,7,13,9,10,Defensive
2017-18,Syracuse,12,8,4,8,16,Offense
2017-18,Syracuse,0,8,16,8,4,Defensive
2013-14,Syracuse,13,9,15,5,17,Offense
2013-14,Syracuse,0,5,17,9,15,Defensive
2014-15,Syracuse,12,12,8,4,17,Offense
2014-15,Syracuse,0,4,17,12,8,Defensive
2015-16,Syracuse,12,12,11,9,9,Offense
2015-16,Syracuse,0,9,9,12,11,Defensive
2016-17,Syracuse,12,9,10,7,13,Offense
2016-17,Syracuse,0,7,13,9,10,Defensive
2017-18,Syracuse,12,8,4,8,16,Offense
2017-18,Syracuse,0,8,16,8,4,Defensive
2013-14,Stanford,14,6,13,9,10,Offense
2013-14,Stanford,0,9,10,6,13,Defensive
2014-15,Stanford,13,4,12,13,8,Offense
2014-15,Stanford,0,13,8,4,12,Defensive
2015-16,Stanford,14,6,8,5,8,Offense
2015-16,Stanford,0,5,8,6,8,Defensive
2016-17,Stanford,13,6,14,9,9,Offense
2016-17,Stanford,0,9,9,6,14,Defensive
2017-18,Stanford,13,9,16,4,6,Offense
2017-18,Stanford,0,4,6,9,16,Defensive
2013-14,Stanford,14,6,13,9,10,Offense
2013-14,Stanford,0,9,10,6,13,Defensive
2014-15,Stanford,13,4,12,13,8,Offense
2014-15,Stanford,0,13,8,4,12,Defensive
2015-16,Stanford,14,6,8,5,8,Offense
2015-16,Stanford,0,5,8,6,8,Defensive
2016-17,Stanford,13,6,14,9,9,Offense
2016-17,Stanford,0,9,9,6,14,Defensive
2017-18,Stanford,13,9,16,4,6,Offense
2017-18,Stanford,0,4,6,9,16,Defensive
2013-14,Stanford,14,6,13,9,10,Offense
2013-14,Stanford,0,9,10,6,13,Defensive
2014-15,Stanford,13,4,12,13,8,Offense
2014-15,Stanford,0,13,8,4,12,Defensive
2015-16,Stanford,14,6,8,5,8,Offense
2015-16,Stanford,0,5,8,6,8,Defensive
2016-17,Stanford,13,6,14,9,9,Offense
2016-17,Stanford,0,9,9,6,14,Defensive
2017-18,Stanford,13,9,16,4,6,Offense
2017-18,Stanford,0,4,6,9,16,Defensive
2013-14,Stanford,14,6,13,9,10,Offense
2013-14,Stanford,0,9,10,6,13,Defensive
2014-15,Stanford,13,4,12,13,8,Offense
2014-15,Stanford,0,13,8,4,12,Defensive
2015-16,Stanford,14,6,8,5,8,Offense
2015-16,Stanford,0,5,8,6,8,Defensive
2016-17,Stanford,13,6,14,9,9,Offense
2016-17,Stanford,0,9,9,6,14,Defensive
2017-18,Stanford,13,9,16,4,6,Offense
2017-18,Stanford,0,4,6,9,16,Defensive
2013-14,Southern Miss.,12,13,6,12,26,Offense
2013-14,Southern Miss.,0,12,26,13,6,Defensive
2014-15,Southern Miss.,12,9,7,11,15,Offense
2014-15,Southern Miss.,0,11,15,9,7,Defensive
2015-16,Southern Miss.,14,11,13,13,12,Offense
2015-16,Southern Miss.,0,13,12,11,13,Defensive
2016-17,Southern Miss.,13,5,10,16,16,Offense
2016-17,Southern Miss.,0,16,16,5,10,Defensive
2017-18,Southern Miss.,12,9,9,11,7,Offense
2017-18,Southern Miss.,0,11,7,9,9,Defensive
2013-14,Southern Miss.,12,13,6,12,26,Offense
2013-14,Southern Miss.,0,12,26,13,6,Defensive
2014-15,Southern Miss.,12,9,7,11,15,Offense
2014-15,Southern Miss.,0,11,15,9,7,Defensive
2015-16,Southern Miss.,14,11,13,13,12,Offense
2015-16,Southern Miss.,0,13,12,11,13,Defensive
2016-17,Southern Miss.,13,5,10,16,16,Offense
2016-17,Southern Miss.,0,16,16,5,10,Defensive
2017-18,Southern Miss.,12,9,9,11,7,Offense
2017-18,Southern Miss.,0,11,7,9,9,Defensive
2013-14,Southern Miss.,12,13,6,12,26,Offense
2013-14,Southern Miss.,0,12,26,13,6,Defensive
2014-15,Southern Miss.,12,9,7,11,15,Offense
2014-15,Southern Miss.,0,11,15,9,7,Defensive
2015-16,Southern Miss.,14,11,13,13,12,Offense
2015-16,Southern Miss.,0,13,12,11,13,Defensive
2016-17,Southern Miss.,13,5,10,16,16,Offense
2016-17,Southern Miss.,0,16,16,5,10,Defensive
2017-18,Southern Miss.,12,9,9,11,7,Offense
2017-18,Southern Miss.,0,11,7,9,9,Defensive
2013-14,Southern Miss.,12,13,6,12,26,Offense
2013-14,Southern Miss.,0,12,26,13,6,Defensive
2014-15,Southern Miss.,12,9,7,11,15,Offense
2014-15,Southern Miss.,0,11,15,9,7,Defensive
2015-16,Southern Miss.,14,11,13,13,12,Offense
2015-16,Southern Miss.,0,13,12,11,13,Defensive
2016-17,Southern Miss.,13,5,10,16,16,Offense
2016-17,Southern Miss.,0,16,16,5,10,Defensive
2017-18,Southern Miss.,12,9,9,11,7,Offense
2017-18,Southern Miss.,0,11,7,9,9,Defensive
2013-14,Texas St.,12,8,11,6,11,Offense
2013-14,Texas St.,0,6,11,8,11,Defensive
2014-15,Texas St.,12,6,13,5,7,Offense
2014-15,Texas St.,0,5,7,6,13,Defensive
2015-16,Texas St.,12,11,3,9,12,Offense
2015-16,Texas St.,0,9,12,11,3,Defensive
2016-17,Texas St.,12,8,3,8,17,Offense
2016-17,Texas St.,0,8,17,8,3,Defensive
2017-18,Texas St.,12,9,nan,14,10,Offense
2017-18,Texas St.,0,14,10,9,nan,Defensive
2013-14,Texas St.,12,8,11,6,11,Offense
2013-14,Texas St.,0,6,11,8,11,Defensive
2014-15,Texas St.,12,6,13,5,7,Offense
2014-15,Texas St.,0,5,7,6,13,Defensive
2015-16,Texas St.,12,11,3,9,12,Offense
2015-16,Texas St.,0,9,12,11,3,Defensive
2016-17,Texas St.,12,8,3,8,17,Offense
2016-17,Texas St.,0,8,17,8,3,Defensive
2017-18,Texas St.,12,9,nan,14,10,Offense
2017-18,Texas St.,0,14,10,9,nan,Defensive
2013-14,Texas,13,16,10,7,15,Offense
2013-14,Texas,0,7,15,16,10,Defensive
2014-15,Texas,13,7,15,14,11,Offense
2014-15,Texas,0,14,11,7,15,Defensive
2015-16,Texas,12,12,13,8,6,Offense
2015-16,Texas,0,8,6,12,13,Defensive
2016-17,Texas,12,10,10,11,12,Offense
2016-17,Texas,0,11,12,10,10,Defensive
2017-18,Texas,12,7,15,7,11,Offense
2017-18,Texas,0,7,11,7,15,Defensive
2013-14,Texas,13,16,10,7,15,Offense
2013-14,Texas,0,7,15,16,10,Defensive
2014-15,Texas,13,7,15,14,11,Offense
2014-15,Texas,0,14,11,7,15,Defensive
2015-16,Texas,12,12,13,8,6,Offense
2015-16,Texas,0,8,6,12,13,Defensive
2016-17,Texas,12,10,10,11,12,Offense
2016-17,Texas,0,11,12,10,10,Defensive
2017-18,Texas,12,7,15,7,11,Offense
2017-18,Texas,0,7,11,7,15,Defensive
2013-14,Texas,13,16,10,7,15,Offense
2013-14,Texas,0,7,15,16,10,Defensive
2014-15,Texas,13,7,15,14,11,Offense
2014-15,Texas,0,14,11,7,15,Defensive
2015-16,Texas,12,12,13,8,6,Offense
2015-16,Texas,0,8,6,12,13,Defensive
2016-17,Texas,12,10,10,11,12,Offense
2016-17,Texas,0,11,12,10,10,Defensive
2017-18,Texas,12,7,15,7,11,Offense
2017-18,Texas,0,7,11,7,15,Defensive
2013-14,Texas,13,16,10,7,15,Offense
2013-14,Texas,0,7,15,16,10,Defensive
2014-15,Texas,13,7,15,14,11,Offense
2014-15,Texas,0,14,11,7,15,Defensive
2015-16,Texas,12,12,13,8,6,Offense
2015-16,Texas,0,8,6,12,13,Defensive
2016-17,Texas,12,10,10,11,12,Offense
2016-17,Texas,0,11,12,10,10,Defensive
2017-18,Texas,12,7,15,7,11,Offense
2017-18,Texas,0,7,11,7,15,Defensive
2013-14,Texas A&M,13,5,17,8,13,Offense
2013-14,Texas A&M,0,7,13,5,17,Defensive
2014-15,Texas A&M,13,8,5,5,15,Offense
2014-15,Texas A&M,0,5,15,8,5,Defensive
2015-16,Texas A&M,13,7,11,9,15,Offense
2015-16,Texas A&M,0,9,15,7,11,Defensive
2016-17,Texas A&M,13,12,12,12,9,Offense
2016-17,Texas A&M,0,12,9,12,12,Defensive
2017-18,Texas A&M,12,10,10,5,11,Offense
2017-18,Texas A&M,0,5,11,10,10,Defensive
2013-14,Texas A&M,13,5,17,8,13,Offense
2013-14,Texas A&M,0,7,13,5,17,Defensive
2014-15,Texas A&M,13,8,5,5,15,Offense
2014-15,Texas A&M,0,5,15,8,5,Defensive
2015-16,Texas A&M,13,7,11,9,15,Offense
2015-16,Texas A&M,0,9,15,7,11,Defensive
2016-17,Texas A&M,13,12,12,12,9,Offense
2016-17,Texas A&M,0,12,9,12,12,Defensive
2017-18,Texas A&M,12,10,10,5,11,Offense
2017-18,Texas A&M,0,5,11,10,10,Defensive
2013-14,Texas A&M,13,5,17,8,13,Offense
2013-14,Texas A&M,0,7,13,5,17,Defensive
2014-15,Texas A&M,13,8,5,5,15,Offense
2014-15,Texas A&M,0,5,15,8,5,Defensive
2015-16,Texas A&M,13,7,11,9,15,Offense
2015-16,Texas A&M,0,9,15,7,11,Defensive
2016-17,Texas A&M,13,12,12,12,9,Offense
2016-17,Texas A&M,0,12,9,12,12,Defensive
2017-18,Texas A&M,12,10,10,5,11,Offense
2017-18,Texas A&M,0,5,11,10,10,Defensive
2013-14,Texas A&M,13,5,17,8,13,Offense
2013-14,Texas A&M,0,7,13,5,17,Defensive
2014-15,Texas A&M,13,8,5,5,15,Offense
2014-15,Texas A&M,0,5,15,8,5,Defensive
2015-16,Texas A&M,13,7,11,9,15,Offense
2015-16,Texas A&M,0,9,15,7,11,Defensive
2016-17,Texas A&M,13,12,12,12,9,Offense
2016-17,Texas A&M,0,12,9,12,12,Defensive
2017-18,Texas A&M,12,10,10,5,11,Offense
2017-18,Texas A&M,0,5,11,10,10,Defensive
2013-14,Tennessee,12,11,14,7,17,Offense
2013-14,Tennessee,0,7,17,11,14,Defensive
2014-15,Tennessee,13,8,16,8,14,Offense
2014-15,Tennessee,0,8,14,8,16,Defensive
2015-16,Tennessee,13,7,12,7,5,Offense
2015-16,Tennessee,0,7,5,7,12,Defensive
2016-17,Tennessee,13,13,11,14,12,Offense
2016-17,Tennessee,0,14,12,13,11,Defensive
2017-18,Tennessee,12,10,5,8,10,Offense
2017-18,Tennessee,0,8,10,10,5,Defensive
2013-14,Tennessee,12,11,14,7,17,Offense
2013-14,Tennessee,0,7,17,11,14,Defensive
2014-15,Tennessee,13,8,16,8,14,Offense
2014-15,Tennessee,0,8,14,8,16,Defensive
2015-16,Tennessee,13,7,12,7,5,Offense
2015-16,Tennessee,0,7,5,7,12,Defensive
2016-17,Tennessee,13,13,11,14,12,Offense
2016-17,Tennessee,0,14,12,13,11,Defensive
2017-18,Tennessee,12,10,5,8,10,Offense
2017-18,Tennessee,0,8,10,10,5,Defensive
2013-14,Tennessee,12,11,14,7,17,Offense
2013-14,Tennessee,0,7,17,11,14,Defensive
2014-15,Tennessee,13,8,16,8,14,Offense
2014-15,Tennessee,0,8,14,8,16,Defensive
2015-16,Tennessee,13,7,12,7,5,Offense
2015-16,Tennessee,0,7,5,7,12,Defensive
2016-17,Tennessee,13,13,11,14,12,Offense
2016-17,Tennessee,0,14,12,13,11,Defensive
2017-18,Tennessee,12,10,5,8,10,Offense
2017-18,Tennessee,0,8,10,10,5,Defensive
2013-14,Tennessee,12,11,14,7,17,Offense
2013-14,Tennessee,0,7,17,11,14,Defensive
2014-15,Tennessee,13,8,16,8,14,Offense
2014-15,Tennessee,0,8,14,8,16,Defensive
2015-16,Tennessee,13,7,12,7,5,Offense
2015-16,Tennessee,0,7,5,7,12,Defensive
2016-17,Tennessee,13,13,11,14,12,Offense
2016-17,Tennessee,0,14,12,13,11,Defensive
2017-18,Tennessee,12,10,5,8,10,Offense
2017-18,Tennessee,0,8,10,10,5,Defensive
2013-14,Temple,12,10,3,8,11,Offense
2013-14,Temple,0,8,11,10,3,Defensive
2014-15,Temple,12,19,11,11,16,Offense
2014-15,Temple,0,11,16,19,11,Defensive
2015-16,Temple,14,6,16,11,8,Offense
2015-16,Temple,0,11,8,6,16,Defensive
2016-17,Temple,14,13,12,6,13,Offense
2016-17,Temple,0,6,13,13,12,Defensive
2017-18,Temple,12,7,8,6,15,Offense
2017-18,Temple,0,6,15,7,8,Defensive
2013-14,Temple,12,10,3,8,11,Offense
2013-14,Temple,0,8,11,10,3,Defensive
2014-15,Temple,12,19,11,11,16,Offense
2014-15,Temple,0,11,16,19,11,Defensive
2015-16,Temple,14,6,16,11,8,Offense
2015-16,Temple,0,11,8,6,16,Defensive
2016-17,Temple,14,13,12,6,13,Offense
2016-17,Temple,0,6,13,13,12,Defensive
2017-18,Temple,12,7,8,6,15,Offense
2017-18,Temple,0,6,15,7,8,Defensive
2013-14,Temple,12,10,3,8,11,Offense
2013-14,Temple,0,8,11,10,3,Defensive
2014-15,Temple,12,19,11,11,16,Offense
2014-15,Temple,0,11,16,19,11,Defensive
2015-16,Temple,14,6,16,11,8,Offense
2015-16,Temple,0,11,8,6,16,Defensive
2016-17,Temple,14,13,12,6,13,Offense
2016-17,Temple,0,6,13,13,12,Defensive
2017-18,Temple,12,7,8,6,15,Offense
2017-18,Temple,0,6,15,7,8,Defensive
2013-14,Tulsa,12,9,15,15,19,Offense
2013-14,Tulsa,0,15,19,9,15,Defensive
2014-15,Tulsa,12,7,8,5,18,Offense
2014-15,Tulsa,0,5,18,7,8,Defensive
2015-16,Tulsa,13,14,10,12,8,Offense
2015-16,Tulsa,0,12,8,14,10,Defensive
2016-17,Tulsa,13,11,10,9,12,Offense
2016-17,Tulsa,0,9,12,11,10,Defensive
2017-18,Tulsa,12,7,7,5,8,Offense
2017-18,Tulsa,0,5,8,7,7,Defensive
2013-14,Tulane,13,16,19,8,16,Offense
2013-14,Tulane,0,8,16,16,19,Defensive
2014-15,Tulane,12,11,17,7,18,Offense
2014-15,Tulane,0,7,18,11,17,Defensive
2015-16,Tulane,12,8,8,5,10,Offense
2015-16,Tulane,0,5,10,8,8,Defensive
2016-17,Tulane,12,15,12,10,8,Offense
2016-17,Tulane,0,10,8,15,12,Defensive
2017-18,Tulane,12,6,13,5,6,Offense
2017-18,Tulane,0,5,6,6,13,Defensive
2013-14,Tulane,13,16,19,8,16,Offense
2013-14,Tulane,0,8,16,16,19,Defensive
2014-15,Tulane,12,11,17,7,18,Offense
2014-15,Tulane,0,7,18,11,17,Defensive
2015-16,Tulane,12,8,8,5,10,Offense
2015-16,Tulane,0,5,10,8,8,Defensive
2016-17,Tulane,12,15,12,10,8,Offense
2016-17,Tulane,0,10,8,15,12,Defensive
2017-18,Tulane,12,6,13,5,6,Offense
2017-18,Tulane,0,5,6,6,13,Defensive
2013-14,Tulane,13,16,19,8,16,Offense
2013-14,Tulane,0,8,16,16,19,Defensive
2014-15,Tulane,12,11,17,7,18,Offense
2014-15,Tulane,0,7,18,11,17,Defensive
2015-16,Tulane,12,8,8,5,10,Offense
2015-16,Tulane,0,5,10,8,8,Defensive
2016-17,Tulane,12,15,12,10,8,Offense
2016-17,Tulane,0,10,8,15,12,Defensive
2017-18,Tulane,12,6,13,5,6,Offense
2017-18,Tulane,0,5,6,6,13,Defensive
2013-14,Tulane,13,16,19,8,16,Offense
2013-14,Tulane,0,8,16,16,19,Defensive
2014-15,Tulane,12,11,17,7,18,Offense
2014-15,Tulane,0,7,18,11,17,Defensive
2015-16,Tulane,12,8,8,5,10,Offense
2015-16,Tulane,0,5,10,8,8,Defensive
2016-17,Tulane,12,15,12,10,8,Offense
2016-17,Tulane,0,10,8,15,12,Defensive
2017-18,Tulane,12,6,13,5,6,Offense
2017-18,Tulane,0,5,6,6,13,Defensive
2013-14,Troy,12,5,6,10,9,Offense
2013-14,Troy,0,10,9,5,6,Defensive
2014-15,Troy,12,7,11,10,4,Offense
2014-15,Troy,0,10,4,7,11,Defensive
2015-16,Troy,12,13,6,8,11,Offense
2015-16,Troy,0,8,11,13,6,Defensive
2016-17,Troy,13,8,22,7,13,Offense
2016-17,Troy,0,7,13,8,22,Defensive
2017-18,Troy,12,6,15,11,6,Offense
2017-18,Troy,0,11,6,6,15,Defensive
2013-14,Troy,12,5,6,10,9,Offense
2013-14,Troy,0,10,9,5,6,Defensive
2014-15,Troy,12,7,11,10,4,Offense
2014-15,Troy,0,10,4,7,11,Defensive
2015-16,Troy,12,13,6,8,11,Offense
2015-16,Troy,0,8,11,13,6,Defensive
2016-17,Troy,13,8,22,7,13,Offense
2016-17,Troy,0,7,13,8,22,Defensive
2017-18,Troy,12,6,15,11,6,Offense
2017-18,Troy,0,11,6,6,15,Defensive
2013-14,Troy,12,5,6,10,9,Offense
2013-14,Troy,0,10,9,5,6,Defensive
2014-15,Troy,12,7,11,10,4,Offense
2014-15,Troy,0,10,4,7,11,Defensive
2015-16,Troy,12,13,6,8,11,Offense
2015-16,Troy,0,8,11,13,6,Defensive
2016-17,Troy,13,8,22,7,13,Offense
2016-17,Troy,0,7,13,8,22,Defensive
2017-18,Troy,12,6,15,11,6,Offense
2017-18,Troy,0,11,6,6,15,Defensive
2013-14,Troy,12,5,6,10,9,Offense
2013-14,Troy,0,10,9,5,6,Defensive
2014-15,Troy,12,7,11,10,4,Offense
2014-15,Troy,0,10,4,7,11,Defensive
2015-16,Troy,12,13,6,8,11,Offense
2015-16,Troy,0,8,11,13,6,Defensive
2016-17,Troy,13,8,22,7,13,Offense
2016-17,Troy,0,7,13,8,22,Defensive
2017-18,Troy,12,6,15,11,6,Offense
2017-18,Troy,0,11,6,6,15,Defensive
2013-14,Toledo,12,12,8,6,10,Offense
2013-14,Toledo,0,5,10,12,8,Defensive
2014-15,Toledo,13,4,10,8,9,Offense
2014-15,Toledo,0,8,9,4,10,Defensive
2015-16,Toledo,12,10,12,4,10,Offense
2015-16,Toledo,0,4,10,10,12,Defensive
2016-17,Toledo,13,4,6,5,9,Offense
2016-17,Toledo,0,5,9,4,6,Defensive
2017-18,Toledo,13,5,15,9,6,Offense
2017-18,Toledo,0,9,6,5,15,Defensive
2013-14,Toledo,12,12,8,6,10,Offense
2013-14,Toledo,0,5,10,12,8,Defensive
2014-15,Toledo,13,4,10,8,9,Offense
2014-15,Toledo,0,8,9,4,10,Defensive
2015-16,Toledo,12,10,12,4,10,Offense
2015-16,Toledo,0,4,10,10,12,Defensive
2016-17,Toledo,13,4,6,5,9,Offense
2016-17,Toledo,0,5,9,4,6,Defensive
2017-18,Toledo,13,5,15,9,6,Offense
2017-18,Toledo,0,9,6,5,15,Defensive
2013-14,Toledo,12,12,8,6,10,Offense
2013-14,Toledo,0,5,10,12,8,Defensive
2014-15,Toledo,13,4,10,8,9,Offense
2014-15,Toledo,0,8,9,4,10,Defensive
2015-16,Toledo,12,10,12,4,10,Offense
2015-16,Toledo,0,4,10,10,12,Defensive
2016-17,Toledo,13,4,6,5,9,Offense
2016-17,Toledo,0,5,9,4,6,Defensive
2017-18,Toledo,13,5,15,9,6,Offense
2017-18,Toledo,0,9,6,5,15,Defensive
2013-14,Toledo,12,12,8,6,10,Offense
2013-14,Toledo,0,5,10,12,8,Defensive
2014-15,Toledo,13,4,10,8,9,Offense
2014-15,Toledo,0,8,9,4,10,Defensive
2015-16,Toledo,12,10,12,4,10,Offense
2015-16,Toledo,0,4,10,10,12,Defensive
2016-17,Toledo,13,4,6,5,9,Offense
2016-17,Toledo,0,5,9,4,6,Defensive
2017-18,Toledo,13,5,15,9,6,Offense
2017-18,Toledo,0,9,6,5,15,Defensive
2013-14,Texas Tech,13,11,8,15,18,Offense
2013-14,Texas Tech,0,15,18,11,8,Defensive
2014-15,Texas Tech,12,9,6,10,18,Offense
2014-15,Texas Tech,0,10,18,9,6,Defensive
2015-16,Texas Tech,13,10,15,8,15,Offense
2015-16,Texas Tech,0,8,15,10,15,Defensive
2016-17,Texas Tech,12,8,5,6,11,Offense
2016-17,Texas Tech,0,6,11,8,5,Defensive
2017-18,Texas Tech,12,13,14,6,10,Offense
2017-18,Texas Tech,0,6,10,13,14,Defensive
2013-14,Texas Tech,13,11,8,15,18,Offense
2013-14,Texas Tech,0,15,18,11,8,Defensive
2014-15,Texas Tech,12,9,6,10,18,Offense
2014-15,Texas Tech,0,10,18,9,6,Defensive
2015-16,Texas Tech,13,10,15,8,15,Offense
2015-16,Texas Tech,0,8,15,10,15,Defensive
2016-17,Texas Tech,12,8,5,6,11,Offense
2016-17,Texas Tech,0,6,11,8,5,Defensive
2017-18,Texas Tech,12,13,14,6,10,Offense
2017-18,Texas Tech,0,6,10,13,14,Defensive
2013-14,Texas St.,12,8,11,6,11,Offense
2013-14,Texas St.,0,6,11,8,11,Defensive
2014-15,Texas St.,12,6,13,5,7,Offense
2014-15,Texas St.,0,5,7,6,13,Defensive
2015-16,Texas St.,12,11,3,9,12,Offense
2015-16,Texas St.,0,9,12,11,3,Defensive
2016-17,Texas St.,12,8,3,8,17,Offense
2016-17,Texas St.,0,8,17,8,3,Defensive
2017-18,Texas St.,12,9,nan,14,10,Offense
2017-18,Texas St.,0,14,10,9,nan,Defensive
2013-14,Texas St.,12,8,11,6,11,Offense
2013-14,Texas St.,0,6,11,8,11,Defensive
2014-15,Texas St.,12,6,13,5,7,Offense
2014-15,Texas St.,0,5,7,6,13,Defensive
2015-16,Texas St.,12,11,3,9,12,Offense
2015-16,Texas St.,0,9,12,11,3,Defensive
2016-17,Texas St.,12,8,3,8,17,Offense
2016-17,Texas St.,0,8,17,8,3,Defensive
2017-18,Texas St.,12,9,nan,14,10,Offense
2017-18,Texas St.,0,14,10,9,nan,Defensive
2013-14,UNLV,13,9,11,5,10,Offense
2013-14,UNLV,0,5,10,9,11,Defensive
2014-15,UNLV,13,11,7,3,22,Offense
2014-15,UNLV,0,3,22,11,7,Defensive
2015-16,UNLV,12,8,13,4,13,Offense
2015-16,UNLV,0,4,13,8,13,Defensive
2016-17,UNLV,12,10,5,3,10,Offense
2016-17,UNLV,0,3,10,10,5,Defensive
2017-18,UNLV,12,12,7,6,9,Offense
2017-18,UNLV,0,6,9,12,7,Defensive
2013-14,UConn,12,11,13,7,18,Offense
2013-14,UConn,0,7,18,11,13,Defensive
2014-15,UConn,12,7,8,16,12,Offense
2014-15,UConn,0,16,12,7,8,Defensive
2015-16,UConn,13,7,18,6,10,Offense
2015-16,UConn,0,6,10,7,18,Defensive
2016-17,UConn,12,4,7,8,11,Offense
2016-17,UConn,0,8,11,4,7,Defensive
2017-18,UConn,12,5,6,8,11,Offense
2017-18,UConn,0,8,11,5,6,Defensive
2013-14,UConn,12,11,13,7,18,Offense
2013-14,UConn,0,7,18,11,13,Defensive
2014-15,UConn,12,7,8,16,12,Offense
2014-15,UConn,0,16,12,7,8,Defensive
2015-16,UConn,13,7,18,6,10,Offense
2015-16,UConn,0,6,10,7,18,Defensive
2016-17,UConn,12,4,7,8,11,Offense
2016-17,UConn,0,8,11,4,7,Defensive
2017-18,UConn,12,5,6,8,11,Offense
2017-18,UConn,0,8,11,5,6,Defensive
2013-14,UConn,12,11,13,7,18,Offense
2013-14,UConn,0,7,18,11,13,Defensive
2014-15,UConn,12,7,8,16,12,Offense
2014-15,UConn,0,16,12,7,8,Defensive
2015-16,UConn,13,7,18,6,10,Offense
2015-16,UConn,0,6,10,7,18,Defensive
2016-17,UConn,12,4,7,8,11,Offense
2016-17,UConn,0,8,11,4,7,Defensive
2017-18,UConn,12,5,6,8,11,Offense
2017-18,UConn,0,8,11,5,6,Defensive
2013-14,UConn,12,11,13,7,18,Offense
2013-14,UConn,0,7,18,11,13,Defensive
2014-15,UConn,12,7,8,16,12,Offense
2014-15,UConn,0,16,12,7,8,Defensive
2015-16,UConn,13,7,18,6,10,Offense
2015-16,UConn,0,6,10,7,18,Defensive
2016-17,UConn,12,4,7,8,11,Offense
2016-17,UConn,0,8,11,4,7,Defensive
2017-18,UConn,12,5,6,8,11,Offense
2017-18,UConn,0,8,11,5,6,Defensive
2013-14,UCLA,13,12,14,7,9,Offense
2013-14,UCLA,0,6,9,12,14,Defensive
2014-15,UCLA,13,5,11,10,6,Offense
2014-15,UCLA,0,10,6,5,11,Defensive
2015-16,UCLA,13,7,12,6,13,Offense
2015-16,UCLA,0,6,13,7,12,Defensive
2016-17,UCLA,12,8,15,9,16,Offense
2016-17,UCLA,0,9,16,8,15,Defensive
2017-18,UCLA,12,5,7,11,10,Offense
2017-18,UCLA,0,11,10,5,7,Defensive
2013-14,UCLA,13,12,14,7,9,Offense
2013-14,UCLA,0,6,9,12,14,Defensive
2014-15,UCLA,13,5,11,10,6,Offense
2014-15,UCLA,0,10,6,5,11,Defensive
2015-16,UCLA,13,7,12,6,13,Offense
2015-16,UCLA,0,6,13,7,12,Defensive
2016-17,UCLA,12,8,15,9,16,Offense
2016-17,UCLA,0,9,16,8,15,Defensive
2017-18,UCLA,12,5,7,11,10,Offense
2017-18,UCLA,0,11,10,5,7,Defensive
2013-14,UCLA,13,12,14,7,9,Offense
2013-14,UCLA,0,6,9,12,14,Defensive
2014-15,UCLA,13,5,11,10,6,Offense
2014-15,UCLA,0,10,6,5,11,Defensive
2015-16,UCLA,13,7,12,6,13,Offense
2015-16,UCLA,0,6,13,7,12,Defensive
2016-17,UCLA,12,8,15,9,16,Offense
2016-17,UCLA,0,9,16,8,15,Defensive
2017-18,UCLA,12,5,7,11,10,Offense
2017-18,UCLA,0,11,10,5,7,Defensive
2013-14,UCLA,13,12,14,7,9,Offense
2013-14,UCLA,0,6,9,12,14,Defensive
2014-15,UCLA,13,5,11,10,6,Offense
2014-15,UCLA,0,10,6,5,11,Defensive
2015-16,UCLA,13,7,12,6,13,Offense
2015-16,UCLA,0,6,13,7,12,Defensive
2016-17,UCLA,12,8,15,9,16,Offense
2016-17,UCLA,0,9,16,8,15,Defensive
2017-18,UCLA,12,5,7,11,10,Offense
2017-18,UCLA,0,11,10,5,7,Defensive
2013-14,UAB,12,7,7,11,9,Offense
2013-14,UAB,0,11,9,7,7,Defensive
2014-15,UAB,12,10,9,9,12,Offense
2014-15,UAB,0,9,12,10,9,Defensive
2017-18,UAB,12,5,14,10,5,Offense
2017-18,UAB,0,10,5,5,14,Defensive
2013-14,UCF,13,12,14,10,11,Offense
2013-14,UCF,0,10,11,12,14,Defensive
2014-15,UCF,13,10,18,14,15,Offense
2014-15,UCF,0,14,15,10,18,Defensive
2015-16,UCF,12,9,4,10,23,Offense
2015-16,UCF,0,10,23,9,4,Defensive
2016-17,UCF,12,10,15,13,9,Offense
2016-17,UCF,0,13,9,10,15,Defensive
2017-18,UCF,12,11,18,5,9,Offense
